time,GISS-E2-R,GFDL-CM3,GFDL-ESM2G,CCSM4,MPI-ESM-LR,CANESM2,IPSL-CM5A-LR,NORESM1-M,CSIRO-MK3-6-0,CNRM-CM5
2029.0,83448500000.0,82314320000.0,82053775000.0,83082215000.0,82336610000.0,82439045000.0,82707010000.0,82829090000.0,82529570000.0,82605490000.0
2030.0,82974790000.0,81971350000.0,81271170000.0,82513520000.0,81682980000.0,81910390000.0,82259710000.0,82270700000.0,82590610000.0,82387420000.0
2031.0,82334410000.0,81630420000.0,80846520000.0,81864294000.0,81197180000.0,81241965000.0,81755060000.0,81712670000.0,82046120000.0,82154540000.0
2032.0,81913460000.0,80923000000.0,80227150000.0,81297826000.0,80847730000.0,80708300000.0,81055700000.0,81425470000.0,81626340000.0,81639180000.0
2033.0,83853610000.0,80539025000.0,79753450000.0,80463100000.0,80131420000.0,80098470000.0,80467720000.0,80850575000.0,81579680000.0,81391526000.0
2034.0,81646980000.0,79920660000.0,79126700000.0,80056074000.0,79455960000.0,79888380000.0,79821505000.0,80475480000.0,80778280000.0,81432060000.0
2035.0,80887310000.0,79260790000.0,78776480000.0,79836350000.0,78887780000.0,79229010000.0,79499650000.0,79771730000.0,80364175000.0,81509420000.0
2036.0,80409510000.0,78876115000.0,78027660000.0,79200035000.0,78582030000.0,78539150000.0,79033640000.0,79400960000.0,79825445000.0,80387560000.0
2037.0,79856440000.0,78190710000.0,77766470000.0,78758550000.0,78334630000.0,77909434000.0,78610890000.0,78476800000.0,79130860000.0,79836365000.0
2038.0,79464006000.0,77540794000.0,77684670000.0,79104880000.0,77523706000.0,76940220000.0,78071820000.0,77732770000.0,78538100000.0,79293660000.0
2039.0,79052460000.0,77198330000.0,76946030000.0,78520650000.0,76965530000.0,76251280000.0,77733080000.0,76865250000.0,78056660000.0,79027780000.0
2040.0,78640300000.0,77023370000.0,76431700000.0,77926646000.0,76353830000.0,75547840000.0,76979100000.0,76341620000.0,77436000000.0,78413250000.0
2041.0,78030496000.0,75944580000.0,75989560000.0,77529310000.0,75913070000.0,74876400000.0,76353330000.0,75565910000.0,76969150000.0,78087860000.0
2042.0,77521945000.0,75021610000.0,75776520000.0,77036495000.0,76042445000.0,74395850000.0,75929756000.0,74975896000.0,76219970000.0,77862630000.0
2043.0,76922580000.0,74596120000.0,74997840000.0,77060520000.0,75115740000.0,73628890000.0,75188085000.0,73995270000.0,75659575000.0,77621535000.0
2044.0,76648915000.0,73758890000.0,75211980000.0,78540920000.0,74572980000.0,73018710000.0,74703710000.0,73269060000.0,75260180000.0,76803645000.0
2045.0,76021650000.0,72757340000.0,74596516000.0,76638585000.0,73902540000.0,72250700000.0,74732190000.0,72340005000.0,74580140000.0,76330344000.0
2046.0,75377540000.0,71942580000.0,74618085000.0,76515960000.0,73337660000.0,71455090000.0,73695494000.0,71560590000.0,73787160000.0,76240210000.0
2047.0,75016880000.0,71062650000.0,73871780000.0,76110820000.0,72776670000.0,70521676000.0,73565274000.0,71368820000.0,73225360000.0,75934190000.0
2048.0,74560910000.0,70992340000.0,72984160000.0,75500700000.0,72291280000.0,69822570000.0,72581650000.0,70438000000.0,72759410000.0,76522906000.0
2049.0,74148730000.0,69874430000.0,72602575000.0,74942440000.0,71740070000.0,69185630000.0,72055325000.0,69554780000.0,72170580000.0,74824490000.0
2050.0,73750380000.0,69037425000.0,72234180000.0,74639230000.0,72601740000.0,68821040000.0,71348625000.0,68565475000.0,71514450000.0,74142250000.0
2051.0,73506100000.0,68621074000.0,71856130000.0,74529735000.0,71628620000.0,67848210000.0,70493460000.0,67819080000.0,70837310000.0,73823000000.0
2052.0,72857930000.0,67728757000.0,71237350000.0,73965630000.0,70656280000.0,67058807000.0,69858830000.0,66873684000.0,69911370000.0,73172120000.0
2053.0,72417220000.0,67086700000.0,71966550000.0,73983310000.0,69678055000.0,66414830000.0,68904985000.0,65963330000.0,69140380000.0,73053900000.0
2054.0,71759995000.0,66389266000.0,71341240000.0,73269890000.0,68882880000.0,65727760000.0,68199363000.0,65166406000.0,68347855000.0,72298775000.0
2055.0,71485360000.0,65621197000.0,70480880000.0,72708880000.0,68609760000.0,65225544000.0,68943210000.0,64542073000.0,67309814000.0,73199800000.0
2056.0,70887120000.0,64754520000.0,69629950000.0,72242300000.0,68110010000.0,64468673000.0,67284790000.0,63853230000.0,66722480000.0,71833666000.0
2057.0,70387196000.0,64122860000.0,68858970000.0,71925640000.0,67320836000.0,63798694000.0,66615000000.0,63058230000.0,66288296000.0,71223640000.0
2058.0,69698175000.0,63503516000.0,68553360000.0,72973025000.0,67405930000.0,63126360000.0,66771796000.0,62193512000.0,65309295000.0,70697770000.0
2059.0,69285710000.0,63003770000.0,67993227000.0,73395610000.0,66465767000.0,62337970000.0,65617805000.0,61431980000.0,64423264000.0,70695805000.0
2060.0,68907070000.0,62153118000.0,68464700000.0,71272320000.0,65703727000.0,61729530000.0,65237266000.0,60951052000.0,63402484000.0,70339355000.0
2061.0,68518187000.0,61253743000.0,67462767000.0,71110460000.0,65138995000.0,60972356000.0,64750465000.0,60289982000.0,62742220000.0,69415360000.0
2062.0,68082934000.0,60710875000.0,66808336000.0,70323290000.0,64574930000.0,60405910000.0,64010880000.0,59452203000.0,62070473000.0,68922930000.0
2063.0,67690803000.0,60142260000.0,66507588000.0,69712240000.0,64495575000.0,59869127000.0,63261712000.0,58858780000.0,61166133000.0,68497773000.0
2064.0,67148657000.0,59335870000.0,66484363000.0,69183310000.0,63447420000.0,59363434000.0,62520480000.0,58428846000.0,60357770000.0,68272340000.0
2065.0,66726953000.0,58757743000.0,65829126000.0,68795320000.0,62845833000.0,58782100000.0,62230913000.0,57694780000.0,59835040000.0,67796636000.0
2066.0,66572268000.0,58175476000.0,65417410000.0,68373733000.0,62332854000.0,58131460000.0,61516350000.0,57050014000.0,59197858000.0,67061207000.0
2067.0,66327660000.0,57433485000.0,64653255000.0,67977314000.0,61831850000.0,57598943000.0,61064290000.0,56459776000.0,58479505000.0,66543542000.0
2068.0,65711040000.0,57214340000.0,64081830000.0,67584193000.0,61359800000.0,56968670000.0,61833620000.0,55957053000.0,58258450000.0,66629333000.0
2069.0,65203126000.0,56313050000.0,63620264000.0,67210970000.0,60878316000.0,56471912000.0,60491284000.0,55674085000.0,57397600000.0,66034532000.0
2070.0,64707183000.0,55842587000.0,63407755000.0,66746620000.0,60130080000.0,55883043000.0,59532083000.0,54886617000.0,56876392000.0,65482320000.0
2071.0,64579450000.0,55134440000.0,62846540000.0,66227007000.0,59508720000.0,55234863000.0,58959946000.0,54378800000.0,56367514000.0,65331474000.0
2072.0,65087590000.0,54644220000.0,62657970000.0,65937260000.0,59661283000.0,54626394000.0,58450850000.0,54168883000.0,55756240000.0,65442955000.0
2073.0,64015778000.0,54133820000.0,62818350000.0,65419354000.0,58767350000.0,54278283000.0,58130227000.0,53534090000.0,55116190000.0,64268333000.0
2074.0,63438365000.0,53501230000.0,63323128000.0,64987714000.0,58406568000.0,53866054000.0,58784555000.0,52918450000.0,54439930000.0,63892365000.0
2075.0,62993375000.0,53001340000.0,62382470000.0,64562430000.0,57951945000.0,53380480000.0,57243136000.0,52321698000.0,53891682000.0,63403753000.0
2076.0,62582985000.0,52557910000.0,61771090000.0,63962440000.0,57500893000.0,52744704000.0,57287193000.0,52130860000.0,53302313000.0,62715007000.0
2077.0,62370360000.0,51972330000.0,61168706000.0,63539347000.0,59249920000.0,52198690000.0,56255664000.0,52112085000.0,52683740000.0,62349976000.0
2078.0,61933126000.0,51289620000.0,60662977000.0,63025800000.0,57079693000.0,51641504000.0,55825785000.0,50918730000.0,52071500000.0,61848474000.0
2079.0,62138250000.0,51655820000.0,60163977000.0,62697950000.0,56372370000.0,50976780000.0,55342526000.0,50433690000.0,51413266000.0,61501825000.0
2080.0,61456000000.0,50475210000.0,60683180000.0,62194782000.0,56053035000.0,50469986000.0,54734365000.0,49925337000.0,50729214000.0,61089075000.0
2081.0,61524980000.0,49857896000.0,60272075000.0,61827584000.0,55551020000.0,49963130000.0,54153056000.0,49179402000.0,50373095000.0,60761190000.0
2082.0,60805296000.0,50887960000.0,60588487000.0,61418156000.0,54897280000.0,49321964000.0,53537145000.0,48532850000.0,49732923000.0,60377784000.0
2083.0,60656366000.0,49123545000.0,60261265000.0,60893086000.0,54510930000.0,48867850000.0,53130826000.0,47993290000.0,49253605000.0,60129250000.0
2084.0,60121990000.0,48514960000.0,59453706000.0,60543017000.0,54126658000.0,48294195000.0,52571628000.0,47616897000.0,49085325000.0,59545166000.0
2085.0,60073652000.0,48012100000.0,59695317000.0,60107833000.0,54687265000.0,47716050000.0,52233458000.0,46887300000.0,48600117000.0,59047793000.0
2086.0,59432560000.0,47422420000.0,58607290000.0,59604193000.0,53668045000.0,47223830000.0,51857576000.0,46362337000.0,48055720000.0,60127146000.0
2087.0,59215376000.0,46945776000.0,58203970000.0,59176223000.0,53161845000.0,46847440000.0,51844506000.0,46267570000.0,47636980000.0,59375907000.0
2088.0,58835837000.0,46472876000.0,57823170000.0,59158680000.0,52832840000.0,46441046000.0,51206447000.0,48143970000.0,47306420000.0,58375795000.0
2089.0,58710390000.0,46130446000.0,57765585000.0,58325918000.0,52648518000.0,45884710000.0,50803540000.0,47095920000.0,46903100000.0,58032050000.0
2090.0,58888570000.0,45733954000.0,57140986000.0,57828630000.0,52274700000.0,45470777000.0,50315907000.0,44831728000.0,46446570000.0,59639693000.0
2091.0,59285190000.0,45252825000.0,56708600000.0,57306730000.0,53100860000.0,45682480000.0,49862210000.0,44208357000.0,46086717000.0,57637757000.0
2092.0,57872572000.0,44854813000.0,56661620000.0,56838566000.0,51614520000.0,44739790000.0,49458033000.0,43769205000.0,45419774000.0,57073180000.0
2093.0,59104907000.0,44334125000.0,57045017000.0,56360140000.0,51713253000.0,44707193000.0,48914764000.0,44315080000.0,44931810000.0,56754490000.0
2094.0,57469653000.0,43937040000.0,57189114000.0,55750920000.0,51124093000.0,44111274000.0,48430023000.0,43367203000.0,44561666000.0,56225580000.0
2095.0,57408872000.0,43728100000.0,55825900000.0,55190184000.0,50804814000.0,43648786000.0,48201440000.0,42550560000.0,44299858000.0,56012026000.0
2096.0,56764092000.0,43464310000.0,55527840000.0,54717825000.0,50276143000.0,43323023000.0,48067740000.0,42053000000.0,43908665000.0,55541916000.0
2097.0,56363090000.0,42837130000.0,55603233000.0,54100746000.0,50137820000.0,43617000000.0,47445580000.0,41478636000.0,43623817000.0,55220273000.0
2098.0,56304990000.0,42380292000.0,55056070000.0,53678965000.0,50163380000.0,42713210000.0,46946103000.0,40853910000.0,43343086000.0,54773625000.0
2099.0,55880348000.0,41893376000.0,55385375000.0,53295935000.0,49676010000.0,42313785000.0,46556025000.0,40170865000.0,42891354000.0,54411130000.0
2100.0,56113754000.0,41468666000.0,54478963000.0,52837550000.0,54071300000.0,41965347000.0,46112850000.0,39573140000.0,42540593000.0,54212276000.0
