time,CANESM2,IPSL-CM5A-LR,CCSM4,GFDL-ESM2G,MPI-ESM-LR,GFDL-CM3,GISS-E2-R,CSIRO-MK3-6-0,CESM1-CAM5,CNRM-CM5,NORESM1-M
2019.0,85676090000.0,85676090000.0,85676090000.0,85676090000.0,85676090000.0,85676090000.0,85676090000.0,85676090000.0,85676090000.0,85676090000.0,85676090000.0
2020.0,85370880000.0,85370880000.0,85370880000.0,85370880000.0,85370880000.0,85370880000.0,85370880000.0,85370880000.0,85370880000.0,85370880000.0,85370880000.0
2021.0,85123440000.0,85022745000.0,85129860000.0,87002710000.0,85188000000.0,85130035000.0,85261080000.0,85153810000.0,85139620000.0,85176750000.0,84993660000.0
2022.0,84842960000.0,84973715000.0,85252520000.0,85611315000.0,84890390000.0,84767610000.0,84875950000.0,85071634000.0,84944700000.0,84737290000.0,84893690000.0
2023.0,84531085000.0,84487070000.0,84882840000.0,85693950000.0,84545980000.0,84438660000.0,84667190000.0,84544920000.0,84555850000.0,84512630000.0,84557930000.0
2024.0,84042560000.0,84084154000.0,84578310000.0,85448950000.0,84190400000.0,84246070000.0,84614530000.0,84202906000.0,84325320000.0,84208570000.0,84187220000.0
2025.0,84048180000.0,83541025000.0,84195250000.0,85166730000.0,83803910000.0,83671880000.0,84167030000.0,83857550000.0,84034560000.0,84065520000.0,83918510000.0
2026.0,83634905000.0,83118916000.0,83900240000.0,84719810000.0,83524310000.0,83241300000.0,83957810000.0,83564044000.0,83610790000.0,83957690000.0,83416880000.0
2027.0,83157930000.0,82651860000.0,83614020000.0,84395430000.0,82980364000.0,82806040000.0,83861070000.0,83205190000.0,83276830000.0,83104350000.0,82969190000.0
2028.0,82831950000.0,82006320000.0,83310580000.0,84374170000.0,82468460000.0,82122970000.0,83633630000.0,82599150000.0,82783805000.0,82637505000.0,82575730000.0
2029.0,82352734000.0,81640120000.0,82940854000.0,83905710000.0,81661630000.0,82336740000.0,83230180000.0,82218190000.0,82311590000.0,82290930000.0,81927190000.0
2030.0,81610480000.0,81145000000.0,82462870000.0,83343180000.0,81218716000.0,81695154000.0,83105650000.0,81987350000.0,81782415000.0,82017950000.0,81318150000.0
2031.0,81100920000.0,80554390000.0,81774310000.0,82942650000.0,80401510000.0,80875310000.0,82928630000.0,81695640000.0,81400095000.0,81392180000.0,80537190000.0
2032.0,80547030000.0,80049840000.0,81446494000.0,82560350000.0,79601120000.0,80483950000.0,82060420000.0,81113194000.0,81078215000.0,81455090000.0,79813780000.0
2033.0,80049590000.0,79346295000.0,81037340000.0,82669520000.0,78970890000.0,79712395000.0,81723286000.0,80373470000.0,80196900000.0,80607080000.0,79084405000.0
2034.0,79405880000.0,78671675000.0,80478640000.0,82418500000.0,78368280000.0,79348990000.0,82019410000.0,79671910000.0,79292820000.0,80119470000.0,78424100000.0
2035.0,78925110000.0,78147460000.0,80398590000.0,82564915000.0,77962250000.0,78721220000.0,82985520000.0,79149375000.0,78780326000.0,79557430000.0,77439740000.0
2036.0,77942194000.0,78108380000.0,79714400000.0,81876030000.0,77107430000.0,78158800000.0,81858675000.0,79990150000.0,78188360000.0,79014940000.0,76892955000.0
2037.0,77326650000.0,77218850000.0,79113355000.0,81377110000.0,76504360000.0,77204330000.0,81038156000.0,78615680000.0,77717260000.0,78438280000.0,76207640000.0
2038.0,77227440000.0,76404470000.0,78292150000.0,80958420000.0,75740330000.0,76645600000.0,80587030000.0,78070450000.0,77066460000.0,77977110000.0,75524964000.0
2039.0,76270900000.0,75622090000.0,77857940000.0,80398480000.0,74819360000.0,76066610000.0,80099360000.0,77378050000.0,76243935000.0,77478380000.0,76239495000.0
2040.0,75879645000.0,74795880000.0,77740120000.0,80107630000.0,73947750000.0,75970830000.0,79717290000.0,77206660000.0,75174220000.0,77533860000.0,74714250000.0
2041.0,75382390000.0,74237190000.0,77149630000.0,79521230000.0,73168930000.0,75028144000.0,79407540000.0,76805210000.0,75059634000.0,76755360000.0,73924440000.0
2042.0,74544540000.0,73632730000.0,77194720000.0,79429280000.0,72550310000.0,74158250000.0,79087070000.0,75994860000.0,73999370000.0,76461420000.0,73292825000.0
2043.0,73979535000.0,72965090000.0,76969330000.0,78978080000.0,71973400000.0,73763380000.0,78989270000.0,75628520000.0,72951185000.0,75989115000.0,72898650000.0
2044.0,73092100000.0,72572810000.0,77625290000.0,78714270000.0,71112440000.0,73133100000.0,78636530000.0,75016530000.0,72134120000.0,76244300000.0,72090910000.0
2045.0,72409550000.0,71869310000.0,76059740000.0,78121935000.0,69871800000.0,72603240000.0,78180155000.0,74570340000.0,71441160000.0,79397495000.0,71356720000.0
2046.0,71997520000.0,71612604000.0,75353620000.0,77620580000.0,69421770000.0,71815660000.0,77652386000.0,74077120000.0,70879720000.0,76341870000.0,70572870000.0
2047.0,71322255000.0,70948520000.0,74693300000.0,76917120000.0,68755530000.0,71185240000.0,78287520000.0,73824180000.0,70304830000.0,74873315000.0,69891380000.0
2048.0,70723710000.0,70981080000.0,74079110000.0,77557420000.0,68093930000.0,70508040000.0,77298680000.0,74533170000.0,69582365000.0,77776536000.0,69148620000.0
2049.0,70090320000.0,69906950000.0,73624230000.0,76416290000.0,67739533000.0,69794005000.0,78395335000.0,73624535000.0,68756960000.0,76620750000.0,68563685000.0
2050.0,69279375000.0,71352730000.0,73099354000.0,75976170000.0,67046806000.0,69269060000.0,77299820000.0,72694560000.0,68493246000.0,74828200000.0,68838810000.0
2051.0,68574070000.0,69236285000.0,72535890000.0,77756440000.0,68558380000.0,68540797000.0,76597260000.0,72056005000.0,68243230000.0,74541870000.0,71469080000.0
2052.0,68062646000.0,68717322000.0,72172350000.0,75557290000.0,66772710000.0,67832332000.0,77621290000.0,71574020000.0,67145960000.0,74492230000.0,69074470000.0
2053.0,67655480000.0,68226454000.0,71920450000.0,76652300000.0,65788690000.0,67031585000.0,76891600000.0,71195750000.0,66181010000.0,73540160000.0,67162587000.0
2054.0,67193033000.0,67747910000.0,71175150000.0,75638505000.0,65099055000.0,66183900000.0,76502570000.0,70721020000.0,65552770000.0,73149596000.0,66450047000.0
2055.0,66568778000.0,67563160000.0,70501380000.0,75279380000.0,64360333000.0,65901890000.0,75997990000.0,70224420000.0,66433190000.0,72572800000.0,66371320000.0
2056.0,66100687000.0,67082920000.0,70345450000.0,74674500000.0,63833006000.0,65160150000.0,79329255000.0,69703066000.0,64748065000.0,72337230000.0,65921552000.0
2057.0,65830654000.0,66604368000.0,69764325000.0,74086430000.0,63329956000.0,64223576000.0,77313786000.0,69027170000.0,63890820000.0,71827685000.0,65153286000.0
2058.0,65208525000.0,65990840000.0,69444360000.0,73722675000.0,62911996000.0,63528186000.0,75654275000.0,68745870000.0,63315956000.0,71208255000.0,64406270000.0
2059.0,64485724000.0,66200682000.0,68961200000.0,73244566000.0,62774837000.0,62941470000.0,74849320000.0,68126093000.0,62945907000.0,70847620000.0,63845010000.0
2060.0,63851370000.0,66904465000.0,68534616000.0,72884750000.0,62213550000.0,62264177000.0,74505720000.0,67962593000.0,62246953000.0,70374830000.0,64522334000.0
2061.0,63271387000.0,65353605000.0,68279740000.0,74863520000.0,61453865000.0,61452500000.0,74322210000.0,67331265000.0,61619420000.0,69772080000.0,62990200000.0
2062.0,63130150000.0,65118220000.0,67525150000.0,72620925000.0,60903480000.0,60952523000.0,74474610000.0,66775917000.0,60859216000.0,69471960000.0,62804810000.0
2063.0,62534337000.0,64247087000.0,66969063000.0,72578180000.0,60229108000.0,60237763000.0,73955300000.0,66379067000.0,60493898000.0,69006510000.0,62112354000.0
2064.0,63458615000.0,64444910000.0,66508198000.0,72787270000.0,59573694000.0,59589490000.0,73563636000.0,65828730000.0,60500877000.0,68344033000.0,64763134000.0
2065.0,61851955000.0,63415520000.0,66639630000.0,71953600000.0,59047227000.0,61672870000.0,74467795000.0,65383727000.0,59462775000.0,68140823000.0,63585680000.0
2066.0,61315817000.0,62758370000.0,65479000000.0,71684600000.0,58680263000.0,61591597000.0,73429570000.0,64949800000.0,58854360000.0,67832620000.0,61390795000.0
2067.0,60660510000.0,62291000000.0,65308490000.0,71379894000.0,58205540000.0,58734170000.0,73775690000.0,64682140000.0,58450952000.0,67409500000.0,69237170000.0
2068.0,60053870000.0,62047486000.0,64718520000.0,70954220000.0,57434886000.0,57746084000.0,72914350000.0,64628486000.0,57784240000.0,66774438000.0,63244132000.0
2069.0,59991937000.0,62444190000.0,64393840000.0,74158645000.0,56865534000.0,57151308000.0,72874040000.0,63658988000.0,57148994000.0,66421660000.0,61146910000.0
2070.0,59906460000.0,61081956000.0,64288090000.0,70425900000.0,57326965000.0,56549708000.0,73905920000.0,63157195000.0,56676155000.0,67658748000.0,59839517000.0
2071.0,59006575000.0,61252730000.0,63935685000.0,70070470000.0,57123193000.0,56552235000.0,72745640000.0,62928822000.0,56150740000.0,65723265000.0,59180114000.0
2072.0,58844463000.0,62027436000.0,63363957000.0,71204050000.0,56056058000.0,55683310000.0,72133540000.0,62630460000.0,55544885000.0,65387934000.0,58628620000.0
2073.0,58221420000.0,60170568000.0,62948420000.0,69493735000.0,55396934000.0,55188378000.0,73223960000.0,65554153000.0,56061410000.0,64927640000.0,58116480000.0
2074.0,58057785000.0,59872276000.0,63036047000.0,69340750000.0,54889587000.0,54747640000.0,72491800000.0,62704472000.0,54718400000.0,64421470000.0,57659140000.0
2075.0,59959490000.0,60312000000.0,62060650000.0,70884730000.0,54488515000.0,54224142000.0,71906755000.0,61432087000.0,54188860000.0,64091190000.0,57339400000.0
2076.0,59358000000.0,59898800000.0,61648750000.0,68989660000.0,54046490000.0,53824980000.0,71618370000.0,60989310000.0,53520765000.0,64197566000.0,58673172000.0
2077.0,58150826000.0,58828900000.0,61487990000.0,68671890000.0,53887824000.0,53801386000.0,71818600000.0,60979650000.0,53418103000.0,63330296000.0,56612712000.0
2078.0,57599310000.0,60203794000.0,61063380000.0,68154560000.0,53461950000.0,53157010000.0,70957750000.0,60320834000.0,52665720000.0,62766190000.0,56190333000.0
2079.0,58725437000.0,58822830000.0,60517160000.0,67802505000.0,53255434000.0,52607345000.0,71070200000.0,59945550000.0,51964400000.0,62299240000.0,55787500000.0
2080.0,56712188000.0,58280645000.0,61972062000.0,67671323000.0,52597256000.0,52075100000.0,72015410000.0,59690672000.0,51707322000.0,62927147000.0,55371735000.0
2081.0,58169920000.0,59075460000.0,60430676000.0,68718174000.0,52195160000.0,51586798000.0,71040430000.0,59403272000.0,52108935000.0,64871145000.0,56091587000.0
2082.0,56795836000.0,59505263000.0,60975670000.0,73060740000.0,51848745000.0,51114310000.0,70866350000.0,58839420000.0,51131280000.0,62772770000.0,55324050000.0
2083.0,55837890000.0,57560523000.0,59674423000.0,67748140000.0,52524380000.0,51023400000.0,70243140000.0,58394660000.0,50506617000.0,63171367000.0,54553354000.0
2084.0,56401687000.0,56763056000.0,59210863000.0,67737030000.0,51716825000.0,51326950000.0,71073260000.0,58005840000.0,50043850000.0,64090780000.0,54106534000.0
2085.0,55409717000.0,56328008000.0,59321774000.0,69978490000.0,51019567000.0,51213513000.0,70086660000.0,58439750000.0,49683780000.0,62565294000.0,54045120000.0
2086.0,54947800000.0,55872655000.0,58753106000.0,67592487000.0,51419218000.0,50027155000.0,70527270000.0,57875660000.0,49411410000.0,61277540000.0,53440390000.0
2087.0,54970010000.0,55582440000.0,58494943000.0,66827657000.0,50357735000.0,49682362000.0,69831690000.0,56933433000.0,48866150000.0,60984550000.0,52795245000.0
2088.0,55365923000.0,55324210000.0,58140668000.0,67079946000.0,50336555000.0,49259220000.0,69931810000.0,56415457000.0,48426000000.0,60514832000.0,52748880000.0
2089.0,54151045000.0,54833550000.0,59181010000.0,68307816000.0,50035036000.0,48784870000.0,69403510000.0,55998018000.0,49415380000.0,59811545000.0,52010914000.0
2090.0,53772657000.0,54605760000.0,59927160000.0,66525830000.0,50221085000.0,48386458000.0,70036860000.0,56227828000.0,47747867000.0,59823200000.0,52105330000.0
2091.0,53396660000.0,54140387000.0,59152730000.0,65980834000.0,49743180000.0,48011290000.0,69161180000.0,55478256000.0,47233830000.0,59293450000.0,52702224000.0
2092.0,53446033000.0,53818760000.0,58154630000.0,65549840000.0,50198168000.0,47648130000.0,69011590000.0,55107650000.0,46707274000.0,61392777000.0,51498820000.0
2093.0,53236265000.0,53382173000.0,57613558000.0,65453654000.0,48780075000.0,47319667000.0,70506250000.0,54625290000.0,46525764000.0,64376260000.0,50989556000.0
2094.0,52791400000.0,52953047000.0,57184350000.0,66857935000.0,48575610000.0,46842053000.0,69188180000.0,54226210000.0,46111390000.0,59100393000.0,50650340000.0
2095.0,52546544000.0,52591250000.0,56736890000.0,68420805000.0,48332726000.0,46628553000.0,68849070000.0,54305665000.0,45700400000.0,58544800000.0,50227140000.0
2096.0,52200280000.0,52106957000.0,58067796000.0,67678314000.0,49017110000.0,46904672000.0,68487782000.0,53661213000.0,45501284000.0,58166810000.0,50295980000.0
2097.0,51946967000.0,53790840000.0,56923610000.0,66251715000.0,49095324000.0,46812760000.0,68296190000.0,53039276000.0,46165844000.0,57926720000.0,49683710000.0
2098.0,51835023000.0,51477130000.0,56190630000.0,72661720000.0,48366260000.0,45923790000.0,68325188000.0,52479340000.0,44896125000.0,59949870000.0,49300623000.0
2099.0,51240410000.0,51129330000.0,56240484000.0,66916307000.0,48057418000.0,46263090000.0,68123750000.0,52125150000.0,45043250000.0,60349000000.0,49715060000.0
2100.0,50953482000.0,50774520000.0,56590310000.0,65467556000.0,47807220000.0,45286416000.0,68177230000.0,51864790000.0,47197684000.0,59440340000.0,48691425000.0
