time,GFDL-CM3,GISS-E2-R,IPSL-CM5A-LR,CANESM2,MPI-ESM-LR,CCSM4,GFDL-ESM2G,NORESM1-M,CNRM-CM5,CSIRO-MK3-6-0
2029.0,82156995000.0,83093310000.0,82072860000.0,82788560000.0,81824650000.0,82106680000.0,82389950000.0,81615240000.0,83901020000.0,83301550000.0
2030.0,81732660000.0,82958510000.0,81625375000.0,82420850000.0,81452790000.0,81243455000.0,82155364000.0,81112230000.0,83649140000.0,82899920000.0
2031.0,80924100000.0,82725170000.0,81151160000.0,82082900000.0,81418215000.0,80553540000.0,81625730000.0,80617480000.0,83502340000.0,83467550000.0
2032.0,80656990000.0,82098460000.0,80589650000.0,81249880000.0,81211744000.0,80117450000.0,81162410000.0,79925240000.0,83026250000.0,82437450000.0
2033.0,80147940000.0,81935880000.0,79872640000.0,80721780000.0,80248930000.0,79281780000.0,80530420000.0,79452310000.0,82164730000.0,82361336000.0
2034.0,79861390000.0,81359670000.0,79379800000.0,79907870000.0,79443270000.0,78339510000.0,79936590000.0,78895790000.0,81617580000.0,81804300000.0
2035.0,79610260000.0,80861430000.0,78709530000.0,79340310000.0,79159610000.0,77546260000.0,79199320000.0,77955160000.0,81403640000.0,81417130000.0
2036.0,78624610000.0,80576440000.0,77831640000.0,78781710000.0,78916130000.0,76828025000.0,78738040000.0,77222220000.0,80882870000.0,80804620000.0
2037.0,77708040000.0,80354450000.0,77094490000.0,78126090000.0,78500130000.0,76008350000.0,77888650000.0,75999610000.0,80352805000.0,80227500000.0
2038.0,76989260000.0,80383210000.0,76365900000.0,77555090000.0,77837940000.0,75015820000.0,77611280000.0,75336260000.0,80048450000.0,79713470000.0
2039.0,76325410000.0,79860515000.0,75319400000.0,76837290000.0,77513540000.0,74107994000.0,76831910000.0,74686005000.0,79459880000.0,79607580000.0
2040.0,75789910000.0,80183090000.0,74671630000.0,76062000000.0,77120280000.0,73260350000.0,76485940000.0,74153190000.0,79047860000.0,79491100000.0
2041.0,75020230000.0,79906440000.0,74079880000.0,75417444000.0,77683515000.0,72528265000.0,75638964000.0,73552200000.0,78628400000.0,78737195000.0
2042.0,74314146000.0,78996070000.0,73464816000.0,74736410000.0,76459060000.0,71730040000.0,75277780000.0,73038060000.0,78306510000.0,78035310000.0
2043.0,73519160000.0,78363680000.0,72615040000.0,73807905000.0,75805475000.0,70908680000.0,75637490000.0,73200706000.0,78034980000.0,77693805000.0
2044.0,72764105000.0,77822706000.0,71617610000.0,73220360000.0,75224790000.0,70076100000.0,74442990000.0,71927500000.0,77551360000.0,77472170000.0
2045.0,71885170000.0,77197610000.0,70517630000.0,72435925000.0,74709110000.0,69117940000.0,73917050000.0,70821000000.0,77133260000.0,76614630000.0
2046.0,70996070000.0,76858410000.0,69479200000.0,71410220000.0,74367300000.0,68114030000.0,73475140000.0,70597490000.0,77085560000.0,75843800000.0
2047.0,70140500000.0,76499540000.0,68836800000.0,70626920000.0,73711110000.0,67431770000.0,73166670000.0,70457750000.0,76393290000.0,74933640000.0
2048.0,69329940000.0,76358840000.0,68270293000.0,69872755000.0,73042665000.0,68291310000.0,72695870000.0,69579735000.0,75964514000.0,74192716000.0
2049.0,68268507000.0,75513950000.0,67184808000.0,69065060000.0,72468110000.0,66235507000.0,72108650000.0,68618977000.0,75399004000.0,73646250000.0
2050.0,67669660000.0,74949720000.0,66305016000.0,68235770000.0,72370360000.0,65861513000.0,71176995000.0,67805016000.0,75121590000.0,73241300000.0
2051.0,66732593000.0,74774350000.0,65267765000.0,67261645000.0,71225600000.0,64943880000.0,70234540000.0,67108225000.0,74628460000.0,72499330000.0
2052.0,65475744000.0,73998810000.0,64414896000.0,66416005000.0,70478586000.0,64261990000.0,69550200000.0,66318365000.0,74313830000.0,71725220000.0
2053.0,64580340000.0,73092070000.0,63592860000.0,65396474000.0,69835220000.0,63110615000.0,68873180000.0,65670545000.0,74740490000.0,70846824000.0
2054.0,63570436000.0,72509830000.0,62719370000.0,64723653000.0,69086770000.0,62337280000.0,68183790000.0,64909050000.0,74006190000.0,70083550000.0
2055.0,62929370000.0,72113190000.0,61688620000.0,64088750000.0,68466380000.0,61895490000.0,67763892000.0,63925735000.0,73844920000.0,69425980000.0
2056.0,62293463000.0,71773364000.0,60595007000.0,63309705000.0,67924406000.0,61114360000.0,67041870000.0,63083663000.0,72898110000.0,68523557000.0
2057.0,61447410000.0,71211370000.0,59726590000.0,62616146000.0,67507376000.0,60319560000.0,66499900000.0,62394300000.0,72260660000.0,67893674000.0
2058.0,60567300000.0,70674790000.0,59482726000.0,62023487000.0,66999837000.0,59572216000.0,65516830000.0,61736268000.0,71436210000.0,67233632000.0
2059.0,59822490000.0,71712660000.0,58464727000.0,60948824000.0,66429670000.0,58876350000.0,64950694000.0,61044376000.0,70829744000.0,66690785000.0
2060.0,59082440000.0,70332710000.0,57732860000.0,60190364000.0,65689158000.0,58213798000.0,64500480000.0,60362404000.0,70111270000.0,65991758000.0
2061.0,58282803000.0,69598980000.0,56915140000.0,59261817000.0,65170166000.0,57643467000.0,63897395000.0,59593790000.0,69525590000.0,65096544000.0
2062.0,57309500000.0,69322120000.0,56105656000.0,58367504000.0,64391217000.0,56738075000.0,63730717000.0,58533347000.0,68928455000.0,64451756000.0
2063.0,56523060000.0,68748845000.0,55329820000.0,57711910000.0,63813014000.0,55715013000.0,63135973000.0,57602253000.0,68467667000.0,63897543000.0
2064.0,55592727000.0,68083550000.0,54394425000.0,56666990000.0,63116990000.0,54697935000.0,62403228000.0,57134445000.0,67794588000.0,63322590000.0
2065.0,54797595000.0,67569350000.0,53757235000.0,55840817000.0,62942003000.0,53725490000.0,64115070000.0,56369980000.0,67275290000.0,62521774000.0
2066.0,54037830000.0,67054653000.0,53009093000.0,55177716000.0,62107160000.0,52919136000.0,62579278000.0,55474156000.0,67117785000.0,61922040000.0
2067.0,53286420000.0,67427037000.0,52035084000.0,54573730000.0,61296000000.0,52387820000.0,60925060000.0,54735245000.0,66082440000.0,61025325000.0
2068.0,52426015000.0,66625372000.0,51352953000.0,53822812000.0,60480860000.0,51699400000.0,60258890000.0,53939847000.0,65265086000.0,60219113000.0
2069.0,51570900000.0,66656430000.0,50575450000.0,52815553000.0,59656660000.0,51018433000.0,60599870000.0,52908160000.0,64502720000.0,59560980000.0
2070.0,50931986000.0,65585803000.0,49823986000.0,52179165000.0,58782667000.0,50350020000.0,59184870000.0,52210217000.0,63831770000.0,58876110000.0
2071.0,50134983000.0,65123287000.0,48947460000.0,51284808000.0,58071495000.0,49539293000.0,58652987000.0,51419062000.0,63237480000.0,58248475000.0
2072.0,49573347000.0,64513370000.0,48010910000.0,50462663000.0,57377130000.0,48714210000.0,58635964000.0,50383815000.0,64461533000.0,57502800000.0
2073.0,48841638000.0,65889430000.0,47176462000.0,49375800000.0,56883794000.0,47983845000.0,57606350000.0,49401377000.0,62336676000.0,56619102000.0
2074.0,48181096000.0,63986823000.0,46226543000.0,48588410000.0,56203407000.0,47379250000.0,57495966000.0,48404062000.0,61529223000.0,56054840000.0
2075.0,47324955000.0,63180950000.0,45455570000.0,47904960000.0,55557075000.0,46472376000.0,57315734000.0,47286653000.0,60709446000.0,55182025000.0
2076.0,46567498000.0,63104102000.0,44773510000.0,47150346000.0,54983050000.0,45677360000.0,56202867000.0,46197096000.0,59981615000.0,54800966000.0
2077.0,45864604000.0,62488700000.0,44063023000.0,46272754000.0,54045647000.0,44886503000.0,55509090000.0,45128320000.0,59274346000.0,54198070000.0
2078.0,44919630000.0,62333790000.0,43448620000.0,45669800000.0,53321910000.0,44151226000.0,55045313000.0,44305154000.0,58630040000.0,53260034000.0
2079.0,44299600000.0,61945315000.0,42576540000.0,44878420000.0,52241764000.0,43289014000.0,54515330000.0,43337023000.0,58002375000.0,52600934000.0
2080.0,43470213000.0,61668663000.0,41981813000.0,43891320000.0,51553386000.0,42471560000.0,53892480000.0,42678665000.0,57518300000.0,51767070000.0
2081.0,42650714000.0,60932907000.0,41096390000.0,42976470000.0,51046290000.0,41852223000.0,53408944000.0,41972322000.0,56581644000.0,51032860000.0
2082.0,42120780000.0,60403794000.0,40218570000.0,42237907000.0,50302400000.0,41123897000.0,53286162000.0,41236990000.0,55808414000.0,50182480000.0
2083.0,41397820000.0,60209100000.0,39643660000.0,41486905000.0,49761210000.0,40318104000.0,53017300000.0,40251752000.0,54926480000.0,49586135000.0
2084.0,40707076000.0,60637830000.0,38835896000.0,40711344000.0,48865346000.0,39626797000.0,52294540000.0,39311393000.0,54169620000.0,48949862000.0
2085.0,39927325000.0,59334357000.0,37857400000.0,39842560000.0,48037134000.0,38952088000.0,53175960000.0,38316700000.0,53364023000.0,48167960000.0
2086.0,39412896000.0,59058446000.0,37045390000.0,39115166000.0,47359670000.0,38154500000.0,52452930000.0,37696250000.0,52961030000.0,47270560000.0
2087.0,38669570000.0,58624900000.0,36161600000.0,38360130000.0,46685310000.0,37483905000.0,51798650000.0,36653724000.0,52362650000.0,46578140000.0
2088.0,37973586000.0,58376212000.0,35240493000.0,37690590000.0,45772968000.0,36464170000.0,50802184000.0,35559340000.0,51746030000.0,45974376000.0
2089.0,37236160000.0,57920720000.0,34330876000.0,37190160000.0,44909420000.0,35723410000.0,50338010000.0,34455364000.0,51169223000.0,45337340000.0
2090.0,36242354000.0,57626210000.0,33434092000.0,36407210000.0,44201550000.0,34731774000.0,50537020000.0,33738740000.0,50470420000.0,44722692000.0
2091.0,35592640000.0,57059350000.0,32577362000.0,35682677000.0,43536500000.0,33752238000.0,49405293000.0,32989653000.0,49407427000.0,44166790000.0
2092.0,34857443000.0,56527030000.0,31972516000.0,35073830000.0,42713500000.0,32963133000.0,49051038000.0,32094814000.0,48414490000.0,43543240000.0
2093.0,34133891000.0,56117070000.0,31374473000.0,34553830000.0,42031645000.0,32216700000.0,48483717000.0,31291077000.0,47504360000.0,42876613000.0
2094.0,33297811000.0,55806500000.0,30584087000.0,33876498000.0,41262973000.0,31513290000.0,48089610000.0,30690382000.0,46673890000.0,42191315000.0
2095.0,32517851000.0,55400874000.0,29885463000.0,33259203000.0,40542140000.0,30896087000.0,47555340000.0,30055483000.0,45918760000.0,41512817000.0
2096.0,31839756000.0,55872840000.0,29118437000.0,32607005000.0,39903457000.0,30090246000.0,47734060000.0,29280246000.0,45261214000.0,40962510000.0
2097.0,31235342000.0,54810550000.0,28029215000.0,32144534000.0,39227350000.0,29420612000.0,46546563000.0,28209105000.0,44444647000.0,40123780000.0
2098.0,30738545000.0,54202350000.0,27104010000.0,31501365000.0,38640020000.0,28837368000.0,45967920000.0,27352005000.0,43897390000.0,39533867000.0
2099.0,30064376000.0,53862072000.0,26173336000.0,30884940000.0,37868070000.0,28086178000.0,45481525000.0,26528279000.0,43182588000.0,39073817000.0
2100.0,29484143000.0,53411270000.0,25370720000.0,30276454000.0,37379140000.0,27467983000.0,45077885000.0,25858615000.0,42524190000.0,38334403000.0
