time,MPI-ESM-LR,NORESM1-M,CSIRO-MK3-6-0,CESM1-CAM5
2118.0,6630128000.0,5310543400.0,8467603000.0,5256513000.0
2119.0,6606588400.0,5260186600.0,8456234500.0,5201051000.0
2120.0,6561432000.0,5234636000.0,8425901000.0,5163310600.0
2121.0,6551643600.0,5157047300.0,8421553000.0,5133233700.0
2122.0,6516030000.0,5125136400.0,8404940000.0,5090104000.0
2123.0,6504055000.0,5094145500.0,8391335000.0,5047852000.0
2124.0,6473483300.0,5032342000.0,8380402000.0,5031276500.0
2125.0,6459814400.0,4997394000.0,8355248000.0,4970215000.0
2126.0,6443918300.0,4956905000.0,8330475000.0,4948025000.0
2127.0,6426276400.0,4921440000.0,8312718300.0,4882091500.0
2128.0,6400235000.0,4875714000.0,8298471400.0,4851269000.0
2129.0,6364146700.0,4843324000.0,8265618400.0,4811440000.0
2130.0,6349858300.0,4782911500.0,8252156000.0,4774140000.0
2131.0,6321555500.0,4730188300.0,8241713000.0,4754440700.0
2132.0,6298449400.0,4685948400.0,8226390000.0,4701886500.0
2133.0,6265045000.0,4660176000.0,8237416400.0,4678547500.0
2134.0,6249685500.0,4605501400.0,8215459300.0,4637601300.0
2135.0,6220662300.0,4567695000.0,8208166000.0,4612719000.0
2136.0,6204768000.0,4519694000.0,8161821000.0,4574530600.0
2137.0,6187945000.0,4475347500.0,8144333000.0,4516582400.0
2138.0,6188325400.0,4423033300.0,8133342700.0,4473850000.0
2139.0,6176347000.0,4401294000.0,8126527000.0,4449045500.0
2140.0,6157515300.0,4366022000.0,8117223400.0,4410604000.0
2141.0,6137538000.0,4347434500.0,8104620500.0,4373953000.0
2142.0,6113512400.0,4312768500.0,8097343500.0,4353086500.0
2143.0,6105043500.0,4281024300.0,8082582500.0,4319877600.0
2144.0,6087946000.0,4248914400.0,8075446000.0,4292929300.0
2145.0,6060976000.0,4237577000.0,8056105500.0,4253796000.0
2146.0,6040215600.0,4191771400.0,8031936000.0,4218886700.0
2147.0,6031534600.0,4154488600.0,8028484000.0,4178846500.0
2148.0,6025111000.0,4128417000.0,8008867300.0,4146800600.0
2149.0,5973762000.0,4098371300.0,7975682600.0,4098965500.0
2150.0,5964368000.0,4062798000.0,7966536000.0,4066082800.0
2151.0,5943722500.0,4033278500.0,7950009300.0,4036468000.0
2152.0,5939148300.0,3997984300.0,7939612700.0,3974062600.0
2153.0,5906981000.0,3972327200.0,7935223300.0,3917683700.0
2154.0,5898610700.0,3929643800.0,7958792700.0,3893044700.0
2155.0,5894416400.0,3906607000.0,7921997000.0,3857760500.0
2156.0,5891799000.0,3864060000.0,7906548000.0,3816277000.0
2157.0,5872310300.0,3848023600.0,7884107300.0,3745316400.0
2158.0,5878951000.0,3810276000.0,7877280000.0,3715978200.0
2159.0,5847215000.0,3777812500.0,7873370000.0,3672055800.0
2160.0,5840413700.0,3741892600.0,7868419000.0,3639358700.0
2161.0,5833364500.0,3710816800.0,7845156000.0,3579300000.0
2162.0,5808751600.0,3686167800.0,7823964000.0,3564563700.0
2163.0,5785373000.0,3669920800.0,7822001000.0,3488553500.0
2164.0,5771847000.0,3617322500.0,7831282000.0,3420543500.0
2165.0,5764865000.0,3584183600.0,7803636000.0,3373214000.0
2166.0,5753637400.0,3545664500.0,7800971300.0,3306784800.0
2167.0,5731858000.0,3519830000.0,7793301500.0,3267417000.0
2168.0,5725976600.0,3496729900.0,7777027600.0,3194038800.0
2169.0,5720652300.0,3490054700.0,7756875300.0,3135727900.0
2170.0,5699498500.0,3447367700.0,7732102000.0,3073960000.0
2171.0,5670034400.0,3424462600.0,7718045000.0,3009902800.0
2172.0,5653094000.0,3393091600.0,7695603000.0,2962427600.0
2173.0,5645751300.0,3367450000.0,7689474000.0,2910581800.0
2174.0,5632893000.0,3366195700.0,7667868700.0,2874537500.0
2175.0,5619928600.0,3343233500.0,7645330400.0,2817180400.0
2176.0,5608060000.0,3287128600.0,7626251300.0,2770261000.0
2177.0,5591180300.0,3281455600.0,7614905300.0,2725859600.0
2178.0,5572237300.0,3262804500.0,7589554000.0,2689288200.0
2179.0,5565245400.0,3222339800.0,7567031300.0,2626530800.0
2180.0,5560996400.0,3205316000.0,7566738400.0,2600111900.0
2181.0,5546417700.0,3187185700.0,7559411700.0,2538337000.0
2182.0,5534600000.0,3156228900.0,7536106500.0,2505312500.0
2183.0,5511269000.0,3128526000.0,7522897000.0,2470778600.0
2184.0,5504587000.0,3107565600.0,7494469600.0,2443538700.0
2185.0,5491677700.0,3085848600.0,7466904000.0,2407831300.0
2186.0,5488188400.0,3066134500.0,7444375600.0,2374240800.0
2187.0,5486884400.0,3048149800.0,7433139000.0,2359226600.0
2188.0,5486304000.0,3020713500.0,7424657400.0,2293152000.0
2189.0,5482705000.0,2996192800.0,7371535000.0,2269139000.0
2190.0,5469032400.0,2978308600.0,7354434000.0,2237691000.0
2191.0,5445396000.0,2937684500.0,7320900000.0,2192348400.0
2192.0,5429759000.0,2912227000.0,7305004000.0,2157170200.0
2193.0,5419431000.0,2903908400.0,7286074400.0,2139890700.0
2194.0,5417239000.0,2878686200.0,7251830300.0,2064626700.0
2195.0,5408184300.0,2861380600.0,7215255000.0,2022999300.0
2196.0,5398228000.0,2835202000.0,7180696000.0,1934344400.0
2197.0,5386845700.0,2810793000.0,7166398500.0,1912614900.0
2198.0,5373101600.0,2788977700.0,7136058000.0,1854719500.0
2199.0,5371900000.0,2781474800.0,7113544700.0,1810582900.0
2200.0,5376421000.0,2752649700.0,7047954000.0,1758436200.0
2201.0,5359106600.0,2729109000.0,7029826000.0,1738080300.0
2202.0,5344552000.0,2701787000.0,7010252300.0,1689396200.0
2203.0,5319857700.0,2671856000.0,6991266300.0,1646456300.0
2204.0,5317613600.0,2657599000.0,6954364400.0,1615325800.0
2205.0,5315155000.0,2626644000.0,6953615400.0,1592583000.0
2206.0,5296193000.0,2596935700.0,6922794000.0,1546443800.0
2207.0,5291591700.0,2571067000.0,6895471000.0,1541205200.0
2208.0,5280099000.0,2538829600.0,6852325000.0,1491347700.0
2209.0,5278356000.0,2489202700.0,6823796700.0,1461178100.0
2210.0,5265318000.0,2469452300.0,6788559400.0,1419589600.0
2211.0,5253478400.0,2453138000.0,6749525000.0,1396094700.0
2212.0,5229573600.0,2410644200.0,6692801000.0,1350950900.0
2213.0,5241447400.0,2379976700.0,6669378600.0,1320997600.0
2214.0,5227665000.0,2374193700.0,6637453300.0,1269146400.0
2215.0,5228892000.0,2346078500.0,6613629400.0,1234747400.0
2216.0,5217961000.0,2330969600.0,6561308700.0,1205581000.0
2217.0,5207220700.0,2293293000.0,6660858000.0,1188386400.0
2218.0,5190982000.0,2286157300.0,6533214000.0,1157501700.0
2219.0,5189913000.0,2238723800.0,6486364700.0,1149112000.0
2220.0,5186805000.0,2219356400.0,6465830000.0,1117479600.0
2221.0,5186111500.0,2186402800.0,6438654000.0,1085222400.0
2222.0,5185326600.0,2183370800.0,6412079600.0,1056861440.0
2223.0,5144685000.0,2138697200.0,6387357000.0,1025878500.0
2224.0,5143329000.0,2133797400.0,6334272000.0,995647500.0
2225.0,5139561000.0,2125307600.0,6316774400.0,978813300.0
2226.0,5136986000.0,2096407900.0,6314563600.0,963999500.0
2227.0,5110137300.0,2088490400.0,6293435000.0,950387100.0
2228.0,5107747300.0,2056827600.0,6305492000.0,949224300.0
2229.0,5104215600.0,2011122200.0,6294765000.0,923156200.0
2230.0,5091620000.0,1995337700.0,6284816000.0,899733600.0
2231.0,5083554000.0,1989993500.0,6212252700.0,879186100.0
2232.0,5079212500.0,1967436300.0,6176826000.0,856401540.0
2233.0,5070406700.0,1942037000.0,6158667000.0,842290100.0
2234.0,5054487600.0,1929578200.0,6145275000.0,822499500.0
2235.0,5053615000.0,1916502300.0,6105385000.0,795992700.0
2236.0,5034133500.0,1880331000.0,6095706000.0,774448300.0
2237.0,5037512700.0,1859356900.0,6085107700.0,740335300.0
2238.0,5020670500.0,1846407200.0,6094186000.0,690894660.0
2239.0,5025910000.0,1815712300.0,6056015400.0,673228800.0
2240.0,5023832000.0,1813139600.0,6031557600.0,634874750.0
2241.0,5017663500.0,1800761300.0,6039873000.0,611553700.0
2242.0,5015389000.0,1800294400.0,6003415600.0,604244740.0
2243.0,5006933500.0,1782046100.0,5965441000.0,578160830.0
2244.0,5000752600.0,1768962000.0,5935205000.0,577942140.0
2245.0,4988212000.0,1769058200.0,5903102500.0,546052860.0
2246.0,4987690500.0,1748535700.0,5881955000.0,525608000.0
2247.0,4972830700.0,1741877800.0,5855277000.0,508494560.0
2248.0,4979072500.0,1712218400.0,5853970400.0,473913200.0
2249.0,4979102000.0,1711300700.0,5828689000.0,456421900.0
2250.0,4975061500.0,1703491700.0,5803232000.0,442653300.0
2251.0,4947491000.0,1696647400.0,5797924000.0,423047740.0
2252.0,4947849700.0,1684705500.0,5772422700.0,390044480.0
2253.0,4966608000.0,1684048000.0,5745109500.0,389684540.0
2254.0,4935034000.0,1623735400.0,5727326700.0,365236500.0
2255.0,4927704000.0,1624838700.0,5724770000.0,350810800.0
2256.0,4917540400.0,1614543100.0,5688830500.0,333535170.0
2257.0,4912032000.0,1595317000.0,5649651700.0,321876350.0
2258.0,4911053300.0,1594980000.0,5616274000.0,309924480.0
2259.0,4907724300.0,1583492600.0,5591781000.0,293162530.0
2260.0,4911878700.0,1553664400.0,5608421000.0,281460600.0
2261.0,4907320000.0,1537616300.0,5538704000.0,209273730.0
2262.0,4898774500.0,1540119800.0,5524700000.0,188638860.0
2263.0,4898330000.0,1524853000.0,5515505700.0,174948830.0
2264.0,4901106000.0,1517999200.0,5472190000.0,157161920.0
2265.0,4903752700.0,1517148200.0,5462235600.0,145358050.0
2266.0,4875669000.0,1503569000.0,5428564000.0,142440530.0
2267.0,4862997500.0,1478933100.0,5376030000.0,132051030.0
2268.0,4858132000.0,1472970200.0,5346178600.0,120307750.0
2269.0,4857264600.0,1463354600.0,5314114000.0,108379600.0
2270.0,4838409000.0,1429005800.0,5270394400.0,101247960.0
2271.0,4832308700.0,1425751400.0,5244477400.0,89109860.0
2272.0,4828710400.0,1398273400.0,5200663000.0,86960050.0
2273.0,4816094000.0,1398182700.0,5169088000.0,74896230.0
2274.0,4802826000.0,1385451900.0,5144481300.0,73400110.0
2275.0,4784002600.0,1387077200.0,5120413000.0,71051816.0
2276.0,4780763000.0,1380687700.0,5092330500.0,65591676.0
2277.0,4779431000.0,1378304000.0,5064121300.0,57316200.0
2278.0,4767437000.0,1348432500.0,5029142500.0,53629244.0
2279.0,4765778400.0,1350903900.0,4991378400.0,53015210.0
2280.0,4762516000.0,1348390300.0,4952825300.0,51884880.0
2281.0,4741862000.0,1339280900.0,4894748000.0,47093650.0
2282.0,4738879000.0,1326794400.0,4865041400.0,46583052.0
2283.0,4727260000.0,1326437600.0,4832412700.0,46231864.0
2284.0,4706306600.0,1310400900.0,4820366300.0,45796464.0
2285.0,4698808300.0,1286324000.0,4800404000.0,45056790.0
2286.0,4689004500.0,1286041300.0,4779435500.0,41597904.0
2287.0,4686016000.0,1277280800.0,4731967500.0,41770420.0
2288.0,4684862500.0,1267093600.0,4724371000.0,41634044.0
2289.0,4680471600.0,1265041900.0,4695226400.0,38755350.0
2290.0,4678518000.0,1264894300.0,4650433500.0,37600936.0
2291.0,4674013000.0,1248866200.0,4606103000.0,36871140.0
2292.0,4672672300.0,1236766700.0,4584383500.0,35068172.0
2293.0,4664013000.0,1235716100.0,4537982000.0,34909068.0
2294.0,4671967700.0,1222202600.0,4522213000.0,34633336.0
2295.0,4673176000.0,1223492400.0,4484902000.0,31431608.0
2296.0,4688786400.0,1221054700.0,4445910000.0,31812416.0
2297.0,4649710600.0,1203422000.0,4431110000.0,29476600.0
2298.0,4648666000.0,1196051100.0,4405190700.0,29380680.0
2299.0,4638911500.0,1184858100.0,4368533500.0,29438412.0
2300.0,4637923000.0,1179347500.0,4350546000.0,28255956.0
