time,EC-EARTH3-VEG,CAMS-CSM1-0,MRI-ESM2-0,GFDL-ESM4
2000.0,105228550000.0,105228550000.0,105228550000.0,105228550000.0
2001.0,105181000000.0,105181000000.0,105181000000.0,105181000000.0
2002.0,105147620000.0,105147620000.0,105147620000.0,105147620000.0
2003.0,105120580000.0,105120580000.0,105120580000.0,105120580000.0
2004.0,105084210000.0,105084210000.0,105084210000.0,105084210000.0
2005.0,105238020000.0,105238020000.0,105238020000.0,105238020000.0
2006.0,105071070000.0,105071070000.0,105071070000.0,105071070000.0
2007.0,105285120000.0,105285120000.0,105285120000.0,105285120000.0
2008.0,105066540000.0,105066540000.0,105066540000.0,105066540000.0
2009.0,104975040000.0,104975040000.0,104975040000.0,104975040000.0
2010.0,104913060000.0,104913060000.0,104913060000.0,104913060000.0
2011.0,104872610000.0,104872610000.0,104872610000.0,104872610000.0
2012.0,104827210000.0,104827210000.0,104827210000.0,104827210000.0
2013.0,104761205000.0,104761205000.0,104761205000.0,104761205000.0
2014.0,106364350000.0,106364350000.0,106364350000.0,106364350000.0
2015.0,104855220000.0,104855220000.0,104855220000.0,104855220000.0
2016.0,104721820000.0,104721820000.0,104721820000.0,104721820000.0
2017.0,104709700000.0,104709700000.0,104709700000.0,104709700000.0
2018.0,104711340000.0,104711340000.0,104711340000.0,104711340000.0
2019.0,104767850000.0,104767850000.0,104767850000.0,104767850000.0
2020.0,104828280000.0,104828280000.0,104828280000.0,104828280000.0
2021.0,104669750000.0,104778380000.0,104693590000.0,104704115000.0
2022.0,104622240000.0,104733830000.0,104670840000.0,104608450000.0
2023.0,104673430000.0,104654960000.0,104679110000.0,104757840000.0
2024.0,104551810000.0,104648600000.0,104577516000.0,104584770000.0
2025.0,104456830000.0,104558450000.0,104490750000.0,104584660000.0
2026.0,104423350000.0,104507466000.0,104515150000.0,104678370000.0
2027.0,104358350000.0,104482340000.0,104440570000.0,104538490000.0
2028.0,104302460000.0,104465160000.0,104849870000.0,104476344000.0
2029.0,104229420000.0,104428040000.0,104469520000.0,104515960000.0
2030.0,104171690000.0,104376580000.0,104356120000.0,104450300000.0
2031.0,104172904000.0,104332590000.0,104300310000.0,104408050000.0
2032.0,104115134000.0,104344990000.0,104254180000.0,104370420000.0
2033.0,103999635000.0,104355406000.0,104192540000.0,104365980000.0
2034.0,103916470000.0,104309350000.0,104103440000.0,104251020000.0
2035.0,103793390000.0,104224330000.0,104026300000.0,104136160000.0
2036.0,103708525000.0,104265420000.0,103925240000.0,104069630000.0
2037.0,103606220000.0,104291360000.0,103789320000.0,104085406000.0
2038.0,103587340000.0,104227950000.0,103665254000.0,103945930000.0
2039.0,103595750000.0,104104124000.0,103553920000.0,103874355000.0
2040.0,103491090000.0,104041650000.0,103517850000.0,103814940000.0
2041.0,103271800000.0,104021250000.0,103397110000.0,103795510000.0
2042.0,103116330000.0,103960500000.0,103348230000.0,103700910000.0
2043.0,103024480000.0,103943420000.0,103240480000.0,103643550000.0
2044.0,102896796000.0,103834436000.0,103129420000.0,103563140000.0
2045.0,102834540000.0,103770530000.0,103064630000.0,103568210000.0
2046.0,102701890000.0,103760740000.0,102904810000.0,103458800000.0
2047.0,102481110000.0,103657430000.0,102857770000.0,103345545000.0
2048.0,102332285000.0,103640590000.0,102932210000.0,103279340000.0
2049.0,102262630000.0,103666410000.0,102595625000.0,103168450000.0
2050.0,102252495000.0,103566926000.0,102396930000.0,103071960000.0
2051.0,102051920000.0,103491630000.0,102213150000.0,102972090000.0
2052.0,102575350000.0,103388406000.0,102012710000.0,102928160000.0
2053.0,101905160000.0,103341240000.0,101763900000.0,103079910000.0
2054.0,101832820000.0,103544226000.0,101657350000.0,102861330000.0
2055.0,101667340000.0,103420700000.0,101543900000.0,102684400000.0
2056.0,101548100000.0,103291690000.0,101375530000.0,102522300000.0
2057.0,101447220000.0,103189010000.0,101177614000.0,102647230000.0
2058.0,101282650000.0,103111565000.0,100943010000.0,103113290000.0
2059.0,101194980000.0,103034570000.0,100810420000.0,102842560000.0
2060.0,101081580000.0,102934680000.0,100640540000.0,102388556000.0
2061.0,100887390000.0,102893265000.0,100476200000.0,102313310000.0
2062.0,100746740000.0,102882210000.0,101434110000.0,102229860000.0
2063.0,100541325000.0,102739720000.0,100262650000.0,102081790000.0
2064.0,100525480000.0,102663400000.0,100043145000.0,102139610000.0
2065.0,100267250000.0,102666715000.0,100279490000.0,101935150000.0
2066.0,100089510000.0,102482930000.0,100527370000.0,101878130000.0
2067.0,99931450000.0,102426395000.0,100216740000.0,101766410000.0
2068.0,99741670000.0,102308450000.0,99812960000.0,101663130000.0
2069.0,99626550000.0,102332940000.0,99671030000.0,101502850000.0
2070.0,99426500000.0,102215260000.0,99812790000.0,101382220000.0
2071.0,99251560000.0,102304910000.0,101109694000.0,101266890000.0
2072.0,98956780000.0,102758490000.0,99721750000.0,101163490000.0
2073.0,98794080000.0,102564960000.0,99277600000.0,100987120000.0
2074.0,98680610000.0,102052660000.0,99099190000.0,100842545000.0
2075.0,98509220000.0,101915030000.0,99077830000.0,100715170000.0
2076.0,98378200000.0,101878060000.0,98760540000.0,100616020000.0
2077.0,98144380000.0,101715070000.0,98569170000.0,100706730000.0
2078.0,98023560000.0,101896960000.0,98336750000.0,100536250000.0
2079.0,97890976000.0,101620120000.0,98101010000.0,100295110000.0
2080.0,97617690000.0,101466250000.0,97976476000.0,100286300000.0
2081.0,97394794000.0,101665100000.0,97747450000.0,100133640000.0
2082.0,97236754000.0,101379480000.0,97603540000.0,100809650000.0
2083.0,97320170000.0,101207000000.0,98412140000.0,100079690000.0
2084.0,96983050000.0,101156176000.0,97372270000.0,100510300000.0
2085.0,96736200000.0,101015440000.0,97149125000.0,99931090000.0
2086.0,96811380000.0,100907920000.0,97256020000.0,99760366000.0
2087.0,96420560000.0,100786380000.0,99248700000.0,99628065000.0
2088.0,96214794000.0,100745270000.0,97036470000.0,99831690000.0
2089.0,96034350000.0,100739555000.0,97586860000.0,100715740000.0
2090.0,95813550000.0,100546380000.0,96953704000.0,99361550000.0
2091.0,95544630000.0,100548930000.0,96568910000.0,99260650000.0
2092.0,95378840000.0,100318090000.0,96855640000.0,99099530000.0
2093.0,95260470000.0,100246480000.0,96242080000.0,98858950000.0
2094.0,94865590000.0,100080440000.0,96047410000.0,98758870000.0
2095.0,94682050000.0,100106035000.0,96560360000.0,98768440000.0
2096.0,94728930000.0,100732700000.0,96120080000.0,98486575000.0
2097.0,94322900000.0,100036270000.0,95813755000.0,98298870000.0
2098.0,93990800000.0,99792445000.0,97144780000.0,98383420000.0
2099.0,93775630000.0,99824450000.0,95604970000.0,98163790000.0
2100.0,93480935000.0,99601660000.0,95304400000.0,98089660000.0
