time,ACCESS-CM2,ACCESS-ESM1-5,MRI-ESM2-0,CANESM5,CESM2-WACCM,IPSL-CM6A-LR
2049.0,102356950000.0,102901760000.0,102651420000.0,102043700000.0,102780190000.0,102549300000.0
2050.0,102197670000.0,102897120000.0,102398450000.0,101894770000.0,102514790000.0,102390390000.0
2051.0,102167870000.0,102819150000.0,102183920000.0,101693040000.0,102274425000.0,102317090000.0
2052.0,101908520000.0,102655730000.0,102119920000.0,101591750000.0,102193680000.0,102138585000.0
2053.0,101733080000.0,102540950000.0,101993120000.0,101345830000.0,102019660000.0,102132250000.0
2054.0,101589520000.0,102623730000.0,101800880000.0,101155620000.0,101903050000.0,101916960000.0
2055.0,101536180000.0,102326624000.0,101639300000.0,100898280000.0,101695550000.0,101765890000.0
2056.0,101153340000.0,102233400000.0,101402770000.0,100725270000.0,101755060000.0,101547114000.0
2057.0,100956380000.0,102102180000.0,101095590000.0,100547600000.0,101433160000.0,101280680000.0
2058.0,100728970000.0,101953170000.0,100944945000.0,100409860000.0,101198160000.0,101181506000.0
2059.0,100543810000.0,101871760000.0,100843650000.0,100196670000.0,100882470000.0,100955790000.0
2060.0,100263850000.0,101739390000.0,100569980000.0,99965125000.0,100625580000.0,100770930000.0
2061.0,100107480000.0,101603160000.0,100344270000.0,100082475000.0,100305400000.0,100657005000.0
2062.0,99887370000.0,101436110000.0,100106950000.0,99633360000.0,99928510000.0,100396745000.0
2063.0,99553010000.0,101259540000.0,100210910000.0,99243230000.0,99579010000.0,100209885000.0
2064.0,99321650000.0,101101090000.0,99932920000.0,99042610000.0,99300835000.0,99839070000.0
2065.0,98970510000.0,100920960000.0,100467940000.0,98679140000.0,99125240000.0,99604250000.0
2066.0,99099440000.0,100829370000.0,99788505000.0,98387960000.0,98737780000.0,99333420000.0
2067.0,98721790000.0,100630900000.0,99462840000.0,98136875000.0,98395500000.0,98993460000.0
2068.0,98308910000.0,100624070000.0,99209585000.0,97763900000.0,98114060000.0,98723700000.0
2069.0,97889920000.0,100361200000.0,99118680000.0,97447360000.0,97707630000.0,98643390000.0
2070.0,97551650000.0,100123720000.0,98860130000.0,97160730000.0,97177910000.0,98401580000.0
2071.0,97570800000.0,99933620000.0,98528340000.0,96861274000.0,97010570000.0,97863110000.0
2072.0,96920355000.0,99740566000.0,98246570000.0,96396470000.0,96434766000.0,97315980000.0
2073.0,96502790000.0,99504840000.0,97971150000.0,96599155000.0,95815200000.0,96961040000.0
2074.0,97012640000.0,99341730000.0,97569500000.0,95721330000.0,95249916000.0,96557550000.0
2075.0,96167444000.0,99064046000.0,97756580000.0,95328100000.0,94547395000.0,96065140000.0
2076.0,95631240000.0,98943795000.0,97422490000.0,94901770000.0,93922560000.0,95896035000.0
2077.0,95173930000.0,98907200000.0,96679250000.0,94540160000.0,93407980000.0,95139220000.0
2078.0,94947020000.0,98643616000.0,96428065000.0,94275350000.0,92889230000.0,94396630000.0
2079.0,94454350000.0,98563690000.0,96055026000.0,93741340000.0,92303490000.0,93982540000.0
2080.0,94054080000.0,98137490000.0,95651100000.0,93405040000.0,91515590000.0,93682360000.0
2081.0,93679670000.0,98213680000.0,95036105000.0,92919400000.0,90689920000.0,92946820000.0
2082.0,93081680000.0,97949990000.0,94481470000.0,92386840000.0,89453535000.0,92138380000.0
2083.0,92595710000.0,97506255000.0,94369050000.0,91960200000.0,88588880000.0,91403250000.0
2084.0,92336970000.0,97255640000.0,93683860000.0,91462550000.0,87764910000.0,90667160000.0
2085.0,91867580000.0,96887860000.0,93290050000.0,91124470000.0,87111795000.0,90242890000.0
2086.0,91304665000.0,97316135000.0,92960850000.0,90611950000.0,85531530000.0,89590850000.0
2087.0,90795670000.0,96825020000.0,92669624000.0,90068260000.0,84784770000.0,88683960000.0
2088.0,90257040000.0,96162880000.0,92162466000.0,89540710000.0,83958325000.0,87896700000.0
2089.0,90290900000.0,95889424000.0,92094980000.0,89027490000.0,83259280000.0,87240540000.0
2090.0,89300390000.0,96122870000.0,91356560000.0,88540150000.0,82560200000.0,86293450000.0
2091.0,88614030000.0,95250680000.0,90854560000.0,87980500000.0,81797650000.0,84869990000.0
2092.0,88001750000.0,94785190000.0,90194230000.0,87439330000.0,80892760000.0,83598205000.0
2093.0,87260135000.0,94508330000.0,89619770000.0,86974780000.0,80209570000.0,82640760000.0
2094.0,86700876000.0,94410015000.0,89095410000.0,86326380000.0,78888130000.0,81940060000.0
2095.0,85892910000.0,93868010000.0,88697110000.0,85746220000.0,77559830000.0,80949550000.0
2096.0,85288620000.0,93631685000.0,88051570000.0,85040070000.0,76264270000.0,80108240000.0
2097.0,84724785000.0,93202874000.0,87314194000.0,84362730000.0,75358480000.0,79333835000.0
2098.0,84520350000.0,92708340000.0,86762136000.0,83724040000.0,74309880000.0,78102600000.0
2099.0,83544195000.0,92337530000.0,86203280000.0,83078340000.0,73170715000.0,77166670000.0
2100.0,83608420000.0,91732930000.0,85634240000.0,82496815000.0,71902390000.0,76215470000.0
2101.0,82099134000.0,91168930000.0,84557960000.0,81844000000.0,71030160000.0,75409060000.0
2102.0,81375290000.0,90502220000.0,83780410000.0,81191910000.0,69953610000.0,74653810000.0
2103.0,80391770000.0,89948990000.0,83108880000.0,80420930000.0,69053510000.0,73677820000.0
2104.0,79659240000.0,90744710000.0,82423980000.0,79706570000.0,67403612000.0,72922510000.0
2105.0,78793834000.0,89313840000.0,81438245000.0,78748240000.0,66450820000.0,72111910000.0
2106.0,78021250000.0,88775420000.0,80787090000.0,77615964000.0,65630580000.0,71313180000.0
2107.0,76807290000.0,89840830000.0,80004010000.0,76489820000.0,64288790000.0,70468680000.0
2108.0,75932970000.0,89320660000.0,79414440000.0,75678330000.0,63183827000.0,69568110000.0
2109.0,74972120000.0,87566610000.0,78519560000.0,74685260000.0,61688963000.0,69061200000.0
2110.0,73858240000.0,86779200000.0,77529610000.0,73598090000.0,60324200000.0,68226154000.0
2111.0,73046440000.0,86172910000.0,76436690000.0,72798830000.0,58720100000.0,67291460000.0
2112.0,72104300000.0,85479470000.0,75690080000.0,71763070000.0,57321513000.0,66580430000.0
2113.0,70905590000.0,84740220000.0,74880210000.0,70773150000.0,55895330000.0,65781354000.0
2114.0,70073025000.0,83980420000.0,73833390000.0,69734170000.0,54543100000.0,64921395000.0
2115.0,68973460000.0,83214330000.0,72995095000.0,68798915000.0,53055205000.0,64259700000.0
2116.0,68058970000.0,82500280000.0,72058620000.0,67856600000.0,51621440000.0,63688135000.0
2117.0,67097854000.0,81726390000.0,71027030000.0,66871330000.0,50110018000.0,62903906000.0
2118.0,66167214000.0,80799450000.0,70274510000.0,65863737000.0,48579092000.0,62171890000.0
2119.0,65278493000.0,79895850000.0,69437580000.0,64891470000.0,46581920000.0,61433260000.0
2120.0,64359950000.0,79502730000.0,68492812000.0,63867388000.0,44716260000.0,60753347000.0
2121.0,63229320000.0,78740450000.0,67576980000.0,63026270000.0,42990780000.0,59999980000.0
2122.0,62218658000.0,77979976000.0,66902200000.0,62094700000.0,41352417000.0,59875398000.0
2123.0,61269560000.0,76987154000.0,65899688000.0,61062390000.0,39959716000.0,58797412000.0
2124.0,60092477000.0,75980960000.0,64903315000.0,60350874000.0,38456080000.0,58233270000.0
2125.0,59150210000.0,74841506000.0,63711777000.0,59409260000.0,36833137000.0,57440670000.0
2126.0,58068742000.0,73768940000.0,63419940000.0,58314940000.0,34929070000.0,56790080000.0
2127.0,57056408000.0,72069415000.0,62324163000.0,57410593000.0,33306286000.0,56090740000.0
2128.0,56062210000.0,71146790000.0,61279568000.0,56183095000.0,31439882000.0,55528800000.0
2129.0,55209726000.0,70048550000.0,60418888000.0,55208070000.0,30099522000.0,54851710000.0
2130.0,54212026000.0,69213950000.0,59270017000.0,54278770000.0,28904028000.0,54289576000.0
2131.0,53092150000.0,68174140000.0,58196824000.0,53284840000.0,27908778000.0,53594964000.0
2132.0,51996905000.0,66710970000.0,56917850000.0,52390687000.0,26611163000.0,53021508000.0
2133.0,51000664000.0,65353170000.0,55950975000.0,51475337000.0,25497129000.0,52410032000.0
2134.0,49950994000.0,64061293000.0,54248400000.0,50443895000.0,24649810000.0,51908063000.0
2135.0,49054360000.0,62720893000.0,53295043000.0,49289945000.0,23377420000.0,51476850000.0
2136.0,48101097000.0,61403886000.0,52059312000.0,48215530000.0,22215244000.0,50842200000.0
2137.0,47309844000.0,60017713000.0,51095600000.0,47040750000.0,20911358000.0,50149347000.0
2138.0,46471290000.0,58595926000.0,50040558000.0,46012076000.0,19845521000.0,49523073000.0
2139.0,45520224000.0,57205543000.0,48868410000.0,44994085000.0,18038338000.0,49076163000.0
2140.0,44738240000.0,55918674000.0,47521790000.0,43918578000.0,16427405000.0,48382132000.0
2141.0,43820020000.0,54601773000.0,46402556000.0,43116980000.0,15071228000.0,47708790000.0
2142.0,42999607000.0,53509018000.0,45704077000.0,42350658000.0,13783690000.0,47107770000.0
2143.0,42190250000.0,52302210000.0,44683407000.0,41541165000.0,12794997000.0,46638310000.0
2144.0,41344078000.0,50982593000.0,43523994000.0,40704500000.0,12019216000.0,45974966000.0
2145.0,40519370000.0,49221260000.0,41910194000.0,39688712000.0,11103874000.0,45431132000.0
2146.0,39528660000.0,47783920000.0,40744700000.0,38976150000.0,10363603000.0,44935918000.0
2147.0,38932000000.0,46168530000.0,39482143000.0,38081876000.0,9725299000.0,44489904000.0
2148.0,38044434000.0,44567290000.0,38044586000.0,37594190000.0,9011506000.0,43907040000.0
2149.0,36906906000.0,43106357000.0,36842740000.0,36775997000.0,8394509000.0,43487818000.0
2150.0,35642077000.0,41680953000.0,35621590000.0,35755030000.0,8209704000.0,42814063000.0
2151.0,34810580000.0,40662647000.0,34656727000.0,34767410000.0,7507926000.0,42258890000.0
2152.0,34094730000.0,39545815000.0,33484260000.0,34080459000.0,6983655400.0,41334985000.0
2153.0,33108863000.0,38252933000.0,32566878000.0,33408799000.0,6500613000.0,40642440000.0
2154.0,31970090000.0,37224276000.0,31783250000.0,32487426000.0,6088090000.0,39848580000.0
2155.0,31037810000.0,36163056000.0,30736888000.0,31645618000.0,5681334300.0,39141550000.0
2156.0,30123508000.0,34915713000.0,29900392000.0,31055268000.0,5249308700.0,38406496000.0
2157.0,28977727000.0,33891037000.0,29129992000.0,30300183000.0,4812168700.0,37794353000.0
2158.0,28163983000.0,32747162000.0,28073015000.0,29700162000.0,4497182700.0,37188575000.0
2159.0,27458865000.0,31647170000.0,27328813000.0,29173090000.0,4156376000.0,36716710000.0
2160.0,26657442000.0,30449846000.0,26360550000.0,28576236000.0,3513842000.0,36150022000.0
2161.0,26048653000.0,29483741000.0,25386490000.0,27908895000.0,3159142000.0,35742376000.0
2162.0,25217878000.0,28422531000.0,24439396000.0,27274600000.0,2966855200.0,35406385000.0
2163.0,24754862000.0,27705092000.0,23645590000.0,26751370000.0,2732842800.0,34796466000.0
2164.0,23838165000.0,26960734000.0,22628835000.0,26225297000.0,2412705500.0,34566615000.0
2165.0,23269130000.0,25992626000.0,21869770000.0,25587640000.0,2194346200.0,33949979000.0
2166.0,22474690000.0,24957930000.0,20887060000.0,24981400000.0,1985479700.0,33567582000.0
2167.0,21897228000.0,23859646000.0,20464202000.0,24390834000.0,1938881800.0,33208056000.0
2168.0,21281487000.0,23020580000.0,19548960000.0,23829623000.0,1693393000.0,33339736000.0
2169.0,20663861000.0,22090152000.0,18406280000.0,23151036000.0,1565007500.0,32532208000.0
2170.0,20095586000.0,20980150000.0,17819232000.0,22605535000.0,1396276900.0,32111895000.0
2171.0,19493229000.0,20118909000.0,17148805000.0,21996272000.0,1124383500.0,31907280000.0
2172.0,19005766000.0,19232043000.0,16626445000.0,21482584000.0,967797000.0,31477650000.0
2173.0,18374666000.0,18697167000.0,15964153000.0,20891110000.0,833117700.0,31135078000.0
2174.0,17755662000.0,17757286000.0,14986081000.0,20278747000.0,756722940.0,30803032000.0
2175.0,17411033000.0,17066505000.0,13905786000.0,19953584000.0,611257860.0,30322835000.0
2176.0,16806539000.0,16148789000.0,13170987000.0,19464255000.0,503011620.0,29889063000.0
2177.0,16333852000.0,15545760000.0,12421146000.0,18928925000.0,439475520.0,29509417000.0
2178.0,15906604000.0,14697726000.0,11901080000.0,18630515000.0,404738530.0,29030982000.0
2179.0,15316029000.0,13828717000.0,11225198000.0,18131771000.0,355810400.0,28744806000.0
2180.0,14890748000.0,12966715000.0,10946629000.0,17776425000.0,328225380.0,28482607000.0
2181.0,14329948000.0,12536763000.0,10321570000.0,17308381000.0,284338780.0,28176077000.0
2182.0,13808219000.0,11743017000.0,9791306000.0,17048447000.0,261760340.0,27891165000.0
2183.0,13388086000.0,11135870000.0,9277503000.0,16654710000.0,206374500.0,27787784000.0
2184.0,12910550000.0,10486737000.0,8542202400.0,16264497000.0,178423420.0,27279870000.0
2185.0,12552189000.0,9802567000.0,8340347400.0,15982655000.0,134644980.0,27163052000.0
2186.0,12012629000.0,9466983000.0,7858539000.0,15723535000.0,113312340.0,27331877000.0
2187.0,11638337000.0,8810889000.0,7413273600.0,15399750000.0,109434120.0,26722746000.0
2188.0,11088108000.0,8332770300.0,7215454700.0,15067846000.0,108674350.0,26313622000.0
2189.0,10643612000.0,7759759400.0,6563281400.0,14593754000.0,97001470.0,26148157000.0
2190.0,10179119000.0,7233163300.0,6251825700.0,14145192000.0,79243150.0,25673865000.0
2191.0,9734653000.0,6313151000.0,6013317000.0,13739139000.0,79183470.0,25142920000.0
2192.0,9395941000.0,5508603400.0,5633381000.0,13204582000.0,79107580.0,24911348000.0
2193.0,9094831000.0,5210491000.0,5413164500.0,12736784000.0,71675320.0,24615844000.0
2194.0,8836188000.0,4919990000.0,5163709000.0,12357124000.0,34480304.0,24444568000.0
2195.0,8556187600.0,4707123000.0,4770885000.0,11957852000.0,29095230.0,24078342000.0
2196.0,8498326000.0,4505292300.0,4396594700.0,11577564000.0,28424958.0,23984376000.0
2197.0,8104079000.0,4215736600.0,4151306000.0,11288405000.0,24658302.0,23759264000.0
2198.0,7794668000.0,4041404700.0,3835340500.0,11017040000.0,28115740.0,23464792000.0
2199.0,7142778400.0,3836684000.0,3594061300.0,10644283000.0,24612338.0,23210721000.0
2200.0,6680879000.0,3635652900.0,3327896800.0,10356758000.0,22549992.0,23335576000.0
2201.0,6203572700.0,3410762000.0,3076017000.0,10009575000.0,18240080.0,22857538000.0
2202.0,5537089500.0,3224749600.0,2941772000.0,9836914000.0,18208782.0,22625999000.0
2203.0,4736780000.0,2962452700.0,2770872300.0,9477763000.0,15922232.0,22330145000.0
2204.0,4302452000.0,2668751000.0,2648301800.0,9221932000.0,14053832.0,22061556000.0
2205.0,3732935700.0,2423340300.0,2516949200.0,9003778000.0,12172882.0,21899997000.0
2206.0,3210313200.0,2089720400.0,2266581800.0,8822115000.0,10578431.0,21630261000.0
2207.0,2698505700.0,1947289200.0,2135089000.0,8657989000.0,9160404.0,21623777000.0
2208.0,2485365000.0,1791148200.0,1865477400.0,8439945700.0,6397607.5,21483633000.0
2209.0,2223896300.0,1615320400.0,1665524600.0,8190851600.0,18651020.0,21017706000.0
2210.0,2032895500.0,1535741800.0,1537881300.0,8037174000.0,9895304.0,20786244000.0
2211.0,1750248000.0,1473340400.0,1494608400.0,7878318600.0,4954051.0,20749435000.0
2212.0,1551523600.0,1397059300.0,1397477500.0,7720796700.0,4939455.0,20580930000.0
2213.0,1382805100.0,1307873900.0,1311525000.0,7489618400.0,4190318.0,20319560000.0
2214.0,1167694000.0,1195564300.0,1274423000.0,7323444700.0,1964712.4,20101753000.0
2215.0,1078429700.0,1085160000.0,1212185300.0,7125294600.0,1956250.0,20175389000.0
2216.0,957856000.0,942300000.0,1133308300.0,6964072400.0,2087198.0,19725265000.0
2217.0,879594750.0,799581250.0,1021456800.0,6821292000.0,1099688.0,19554386000.0
2218.0,839598300.0,702811000.0,896653700.0,6597054500.0,1096495.4,19405308000.0
2219.0,768316900.0,1076788400.0,875004800.0,6502748700.0,1095236.4,19253244000.0
2220.0,692031300.0,449222500.0,827500160.0,6375692000.0,1097654.2,19183573000.0
2221.0,486826850.0,334830720.0,767552100.0,6200696300.0,1096663.5,19268317000.0
2222.0,342803330.0,272508380.0,715107650.0,6071878000.0,1228144.0,18958858000.0
2223.0,273100200.0,252763140.0,634559000.0,5956593700.0,1096084.0,18728552000.0
2224.0,226296450.0,237085400.0,592448640.0,5796926000.0,1092643.5,18724784000.0
2225.0,211005340.0,207283740.0,564819800.0,5689127000.0,1089073.6,18518569000.0
2226.0,175670240.0,182095230.0,522016860.0,5559754000.0,1087252.1,18385068000.0
2227.0,129254550.0,169118720.0,437963550.0,5416390000.0,295728.62,18250508000.0
2228.0,106541176.0,158502220.0,488047780.0,5324300300.0,295276.44,18110351000.0
2229.0,98554430.0,122544250.0,319962460.0,5227086000.0,290500.47,18106180000.0
2230.0,91785464.0,99703390.0,256424430.0,5133191000.0,288623.22,17947324000.0
2231.0,63422936.0,69946400.0,253385860.0,5067706000.0,289466.84,17822454000.0
2232.0,28374572.0,49016770.0,250195570.0,4873628000.0,290218.75,17741736000.0
2233.0,10925009.0,31840726.0,393240000.0,4818685000.0,291023.62,17539250000.0
2234.0,2576133.0,31807770.0,221595230.0,4732350000.0,291055.75,17376166000.0
2235.0,1851044.4,31769816.0,212393730.0,4662716400.0,290820.8,17290200000.0
2236.0,1711516.2,29170806.0,210258540.0,4570499000.0,288709.9,17188170000.0
2237.0,1707649.0,25134252.0,195048130.0,4500398600.0,287216.7,17090358000.0
2238.0,1703295.8,23952270.0,189800560.0,4405106700.0,287908.06,16904698000.0
2239.0,1700540.2,20141562.0,179535060.0,4332105000.0,287468.78,16829003000.0
2240.0,1696869.8,16852672.0,137997520.0,4219791000.0,287594.62,16649099000.0
2241.0,905432.5,16752762.0,124217420.0,4174294300.0,292345.16,16591814000.0
2242.0,617699.56,16109399.0,172368800.0,4130020600.0,291105.0,16463101000.0
2243.0,617362.44,14037141.0,121111560.0,4075477200.0,289691.47,16322115000.0
2244.0,618512.25,11057030.0,120282100.0,4017801200.0,288771.78,16243144000.0
2245.0,517867.78,10011587.0,120217016.0,3964784000.0,289661.0,16191439000.0
2246.0,518120.7,7581207.5,120150480.0,3863274200.0,292231.1,16110208000.0
2247.0,518173.44,9426898.0,120079100.0,3831470800.0,293166.56,15988701000.0
2248.0,266092.66,6909494.0,117065720.0,3772334600.0,289619.7,15898954000.0
2249.0,267855.44,27552070.0,117008480.0,3686608400.0,295037.16,15828527000.0
2250.0,268713.84,122735170.0,103800200.0,3640486100.0,294873.0,15699236000.0
2251.0,268341.2,34164900.0,102343590.0,3565970000.0,292337.75,15628452000.0
2252.0,268629.38,12363018.0,96584904.0,3502606800.0,294493.22,15497379000.0
2253.0,268635.7,9261533.0,78256440.0,3436245500.0,295929.97,15377488000.0
2254.0,268374.03,8161384.0,70268890.0,3335362000.0,292675.6,15284983000.0
2255.0,267749.53,6195291.0,54174860.0,3291689700.0,293410.7,15215327000.0
2256.0,264198.62,1965147.5,38693144.0,3251377200.0,295843.03,15086907000.0
2257.0,264746.75,1888917.8,25853850.0,3185503000.0,290346.16,15183660000.0
2258.0,264503.75,1883956.2,9692212.0,3127042600.0,287975.62,14940205000.0
2259.0,265687.0,1881625.2,2853744.0,3089434600.0,291591.0,14827731000.0
2260.0,266156.44,1849779.8,2853150.5,3038925600.0,289662.47,14714042000.0
2261.0,264026.5,1843808.0,5857403.0,2982755600.0,291645.7,14649429000.0
2262.0,262553.94,1842704.9,2853283.5,2956376600.0,292333.25,14550580000.0
2263.0,262183.66,1837812.9,11359234.0,2913996500.0,424948.28,14416493000.0
2264.0,263790.84,1703757.8,2848610.5,2859081000.0,291703.78,14318760000.0
2265.0,265396.06,1701125.4,2846787.2,2830338800.0,292400.28,14258960000.0
2266.0,269791.62,1696096.5,2846337.0,2810666800.0,293887.28,14117179000.0
2267.0,269776.97,901417.94,2846458.5,2786590700.0,293744.8,14119748000.0
2268.0,268880.22,3066969.2,17839802.0,2768921900.0,294042.03,13952899000.0
2269.0,267394.4,398137.75,4901033.0,2731397400.0,290921.2,14009873000.0
2270.0,266930.16,37478524.0,2838712.2,2702338000.0,287264.53,13763266000.0
2271.0,266716.8,526122.6,2838311.2,2651444700.0,288951.56,13570206000.0
2272.0,266044.88,527667.25,2837821.0,2634887200.0,286770.0,13520044000.0
2273.0,399161.38,395864.34,2832918.0,2616657000.0,288827.2,13382374000.0
2274.0,265899.28,2333761.2,2826613.5,2602369500.0,287638.22,13400660000.0
2275.0,263138.97,11312583.0,2820107.5,2579568600.0,287931.9,13276156000.0
2276.0,266145.56,2337246.0,23236018.0,2550241800.0,287655.75,13262087000.0
2277.0,266565.16,15574048.0,2813856.0,2527619300.0,288111.38,13121579000.0
2278.0,266277.06,5386543.0,2305824.0,2475776500.0,288772.62,13217852000.0
2279.0,266517.47,2514514.8,2306430.0,2462274000.0,289098.78,13098092000.0
2280.0,264962.72,526458.94,4244109.0,2460711700.0,289790.44,12992699000.0
2281.0,269264.97,528647.8,2438482.0,2422116600.0,289543.84,12771760000.0
2282.0,268769.38,398030.47,2307467.5,2416934100.0,292202.56,12740909000.0
2283.0,266953.62,13917403.0,30981308.0,2362743600.0,425965.28,12621296000.0
2284.0,270647.06,529899.75,2813248.0,2386596000.0,293641.5,12550785000.0
2285.0,267828.8,4679188.5,2304938.2,2357080300.0,290792.84,13125049000.0
2286.0,266463.44,2337156.5,2303607.5,2329192400.0,287360.75,12530526000.0
2287.0,266106.6,2336337.5,2303704.0,2300486000.0,2158375.0,12510294000.0
2288.0,264922.34,528122.0,2302439.0,2241425700.0,292512.8,12371890000.0
2289.0,267046.25,526764.2,2299755.5,2250185000.0,292333.06,12626858000.0
2290.0,266524.34,528397.0,2298285.0,2239564500.0,287459.5,12228618000.0
2291.0,265381.3,12542551.0,2300103.5,2238483000.0,288259.56,12161238000.0
2292.0,262239.8,6028438.5,1741480.0,2235720700.0,287207.06,12088600000.0
2293.0,261985.61,526291.1,1736796.5,2201513500.0,285491.0,11993249000.0
2294.0,262127.47,393108.9,1739324.0,2162157600.0,282167.2,11992832000.0
2295.0,261378.53,394287.16,1741156.5,2139515100.0,283264.28,13595294000.0
2296.0,261222.34,394628.75,1740602.5,2135854600.0,287475.44,12102816000.0
2297.0,265371.3,21425242.0,1739825.2,2109355100.0,289513.7,11891560000.0
2298.0,267809.1,3317016.8,1740458.5,2071035500.0,287191.12,11737175000.0
2299.0,265320.16,2812797.5,12963827.0,2065908000.0,288005.1,12362783000.0
2300.0,263943.22,2338815.8,1737857.8,2063951200.0,283400.1,11755971000.0
