time,CANESM5,CESM2-WACCM,MRI-ESM2-0,IPSL-CM6A-LR,ACCESS-ESM1-5,ACCESS-CM2
2049.0,102188930000.0,102698295000.0,102552300000.0,102352260000.0,102900400000.0,102726280000.0
2050.0,102158240000.0,102614240000.0,102427386000.0,102237820000.0,102627140000.0,102634330000.0
2051.0,101882405000.0,102449830000.0,102372010000.0,102293970000.0,102414600000.0,102489100000.0
2052.0,101854920000.0,102345900000.0,102214980000.0,101967495000.0,102327340000.0,102422725000.0
2053.0,101708590000.0,102339330000.0,102178450000.0,101939675000.0,102229760000.0,102270130000.0
2054.0,101632250000.0,102162145000.0,102080850000.0,101753460000.0,102158590000.0,102143490000.0
2055.0,101411690000.0,101937090000.0,101926440000.0,102151420000.0,102135110000.0,101995520000.0
2056.0,101238730000.0,101755590000.0,101750510000.0,101666870000.0,102095650000.0,101928330000.0
2057.0,101030450000.0,101771090000.0,102346140000.0,101498690000.0,101865520000.0,101702380000.0
2058.0,100802190000.0,101556330000.0,101743640000.0,101461926000.0,101753740000.0,101652410000.0
2059.0,100706484000.0,101359985000.0,101717300000.0,101169275000.0,101565260000.0,101528660000.0
2060.0,100417070000.0,101231320000.0,101547190000.0,100949205000.0,101460484000.0,101396350000.0
2061.0,100202880000.0,101081950000.0,101286430000.0,100692705000.0,101853140000.0,101221920000.0
2062.0,99981010000.0,101007780000.0,101071330000.0,100489240000.0,101753390000.0,101302100000.0
2063.0,99808620000.0,100709050000.0,100879410000.0,100469910000.0,101380500000.0,100974260000.0
2064.0,99821900000.0,100538630000.0,101150470000.0,100283630000.0,101103624000.0,100889240000.0
2065.0,101426250000.0,100713620000.0,100671810000.0,100066170000.0,101071530000.0,100846310000.0
2066.0,99512840000.0,100138975000.0,100505100000.0,99897780000.0,100895310000.0,100571180000.0
2067.0,99265590000.0,99838300000.0,100363510000.0,99769940000.0,100700440000.0,100348840000.0
2068.0,99028350000.0,99572330000.0,100219870000.0,99568970000.0,100588356000.0,100228055000.0
2069.0,98754670000.0,99273140000.0,100033720000.0,99404840000.0,100484730000.0,100307910000.0
2070.0,98685260000.0,98954740000.0,99874670000.0,99281530000.0,100653695000.0,99779445000.0
2071.0,98706150000.0,98894725000.0,99705120000.0,99084970000.0,100484070000.0,99715910000.0
2072.0,98364920000.0,98743780000.0,99528390000.0,98800640000.0,100223690000.0,99466396000.0
2073.0,98158790000.0,98423590000.0,99304000000.0,98626190000.0,100024700000.0,99373875000.0
2074.0,97926100000.0,98072630000.0,99219860000.0,98463020000.0,100015420000.0,99345230000.0
2075.0,97673210000.0,98640620000.0,99073294000.0,98229535000.0,99795070000.0,99033784000.0
2076.0,97326750000.0,98713400000.0,100518800000.0,98341760000.0,99833410000.0,99148210000.0
2077.0,97091625000.0,97724470000.0,99443655000.0,97953096000.0,99496040000.0,98810880000.0
2078.0,96839066000.0,98204630000.0,99478820000.0,97703780000.0,99902020000.0,98601160000.0
2079.0,96642060000.0,97147870000.0,98875420000.0,97563080000.0,99313754000.0,98315230000.0
2080.0,96394330000.0,96819995000.0,99099820000.0,97818790000.0,99160826000.0,98063300000.0
2081.0,96529195000.0,96560415000.0,98612650000.0,97232134000.0,98986795000.0,97844190000.0
2082.0,96027090000.0,96420250000.0,98472470000.0,97273000000.0,99100450000.0,97597300000.0
2083.0,95837220000.0,96281760000.0,98320300000.0,96844130000.0,98825690000.0,98068060000.0
2084.0,95622300000.0,95859474000.0,98092650000.0,96544735000.0,98846300000.0,97471110000.0
2085.0,95329370000.0,95591440000.0,97915040000.0,96313710000.0,98833910000.0,97160240000.0
2086.0,95122680000.0,95382490000.0,97892614000.0,96083740000.0,98407080000.0,96912370000.0
2087.0,94844710000.0,94998770000.0,97572570000.0,96004090000.0,98198500000.0,96955440000.0
2088.0,94629240000.0,94651240000.0,97536050000.0,95694910000.0,97972980000.0,96677510000.0
2089.0,94627890000.0,94130140000.0,97772460000.0,95502295000.0,97831270000.0,96458105000.0
2090.0,94413955000.0,93753565000.0,97268400000.0,95122410000.0,97877900000.0,96262365000.0
2091.0,94170464000.0,94720580000.0,97412810000.0,94856356000.0,97706344000.0,96239650000.0
2092.0,93994300000.0,93056240000.0,97036690000.0,94755830000.0,98665824000.0,95834240000.0
2093.0,93780560000.0,93572060000.0,96809420000.0,94532170000.0,97333210000.0,95616025000.0
2094.0,94006240000.0,92545460000.0,96930550000.0,94770300000.0,97230815000.0,95422980000.0
2095.0,93568150000.0,92054080000.0,97309580000.0,94273700000.0,97016545000.0,95121670000.0
2096.0,93116280000.0,91796920000.0,97017315000.0,93909870000.0,97227730000.0,94832850000.0
2097.0,92858745000.0,91771750000.0,96527130000.0,93732800000.0,96795540000.0,94616820000.0
2098.0,92678620000.0,90972420000.0,96248950000.0,93462540000.0,96715650000.0,94378580000.0
2099.0,92423630000.0,90712465000.0,96098740000.0,93540925000.0,96751160000.0,94021920000.0
2100.0,92130615000.0,90444020000.0,96154870000.0,94126180000.0,96644320000.0,93779140000.0
2101.0,91922680000.0,90143940000.0,95825490000.0,93407265000.0,96271300000.0,94506500000.0
2102.0,92490120000.0,89740380000.0,96098580000.0,92831360000.0,97688780000.0,93462890000.0
2103.0,91616310000.0,89451370000.0,96502915000.0,92529040000.0,96197280000.0,93490170000.0
2104.0,91638610000.0,88956460000.0,95590810000.0,92582370000.0,95810010000.0,93241660000.0
2105.0,91120255000.0,88425955000.0,98053530000.0,92111225000.0,98063600000.0,93077540000.0
2106.0,91578320000.0,88074440000.0,96253190000.0,91891770000.0,95898960000.0,92823814000.0
2107.0,90961390000.0,87686320000.0,95782610000.0,92137160000.0,96079230000.0,92511730000.0
2108.0,90625490000.0,86426870000.0,95379276000.0,91482770000.0,95511220000.0,92182570000.0
2109.0,90362175000.0,86410470000.0,95061790000.0,91512760000.0,95729130000.0,91847385000.0
2110.0,90717480000.0,85627080000.0,97742690000.0,91179524000.0,95500165000.0,91613240000.0
2111.0,89957790000.0,86435365000.0,99211665000.0,90846030000.0,95127355000.0,91411370000.0
2112.0,89841220000.0,85093970000.0,98115715000.0,90684880000.0,95040460000.0,91140020000.0
2113.0,89478830000.0,84703230000.0,95762670000.0,91827225000.0,95394130000.0,90934350000.0
2114.0,89122070000.0,84267020000.0,95934810000.0,90936810000.0,94662615000.0,90712150000.0
2115.0,88885910000.0,85478105000.0,95010580000.0,90082840000.0,94387930000.0,90545970000.0
2116.0,88698740000.0,83664620000.0,94752940000.0,90445685000.0,94304030000.0,90626860000.0
2117.0,89189286000.0,83209190000.0,94531985000.0,89697500000.0,94122074000.0,90347950000.0
2118.0,88538720000.0,82860425000.0,94821860000.0,89625125000.0,93835340000.0,90052770000.0
2119.0,88464515000.0,82509490000.0,94532780000.0,89149210000.0,93737250000.0,90253430000.0
2120.0,88121720000.0,81983520000.0,95730310000.0,88987435000.0,93648390000.0,89635820000.0
2121.0,87729720000.0,82514830000.0,94946050000.0,88667730000.0,93727540000.0,89388680000.0
2122.0,87508150000.0,81049370000.0,94456110000.0,88389030000.0,93280700000.0,89387600000.0
2123.0,87355820000.0,80225260000.0,94012195000.0,88274895000.0,93275420000.0,88956910000.0
2124.0,87289340000.0,80096330000.0,93755500000.0,88221120000.0,92933780000.0,88518935000.0
2125.0,87078216000.0,79524495000.0,93774340000.0,87814070000.0,93042926000.0,88189450000.0
2126.0,86720160000.0,79527890000.0,94039780000.0,87521490000.0,92709220000.0,88117030000.0
2127.0,86487800000.0,79268086000.0,93885180000.0,88207610000.0,92523120000.0,87858100000.0
2128.0,86373610000.0,81258160000.0,93456930000.0,86914680000.0,92352030000.0,87415070000.0
2129.0,86384060000.0,79761240000.0,93312614000.0,88052560000.0,93119580000.0,87263010000.0
2130.0,86431820000.0,78768490000.0,93106040000.0,86509540000.0,93734715000.0,86975560000.0
2131.0,86007940000.0,79344540000.0,93782670000.0,86325700000.0,92374000000.0,86601695000.0
2132.0,85947470000.0,78080240000.0,92824820000.0,86401400000.0,92260925000.0,86326020000.0
2133.0,85295145000.0,77380624000.0,95595635000.0,86135850000.0,91862240000.0,86212230000.0
2134.0,85182880000.0,77188890000.0,95316550000.0,85853110000.0,91635620000.0,86017020000.0
2135.0,84784010000.0,79275560000.0,93673390000.0,85384724000.0,93313080000.0,85566956000.0
2136.0,84538700000.0,76188820000.0,93351120000.0,85114430000.0,91540660000.0,85478924000.0
2137.0,84371505000.0,79815926000.0,92817510000.0,84872670000.0,91144225000.0,86264480000.0
2138.0,86957760000.0,76929930000.0,93570060000.0,84701260000.0,91044454000.0,86323700000.0
2139.0,84871150000.0,75405115000.0,92848456000.0,84756820000.0,90920820000.0,85516820000.0
2140.0,84025320000.0,75107550000.0,94860580000.0,84187005000.0,90604510000.0,85001404000.0
2141.0,83721770000.0,77634036000.0,92523740000.0,84031680000.0,90859760000.0,84629790000.0
2142.0,83892860000.0,75862830000.0,92260440000.0,83622770000.0,90401915000.0,84271096000.0
2143.0,83378500000.0,74326600000.0,93110800000.0,83837624000.0,90272570000.0,84104200000.0
2144.0,83043750000.0,74074180000.0,92788160000.0,83228640000.0,90086760000.0,83777480000.0
2145.0,82783810000.0,75150820000.0,92348170000.0,82985730000.0,90271190000.0,83497830000.0
2146.0,83700360000.0,76341260000.0,92128740000.0,82667760000.0,90009450000.0,83161326000.0
2147.0,83035380000.0,76117090000.0,97119600000.0,82418270000.0,89669550000.0,82965770000.0
2148.0,82456690000.0,72948940000.0,92992780000.0,82234770000.0,89484960000.0,82748420000.0
2149.0,81954430000.0,72391156000.0,91959550000.0,81917870000.0,90940050000.0,82912390000.0
2150.0,81723760000.0,72071910000.0,91707550000.0,83066280000.0,89822260000.0,82570310000.0
2151.0,81524780000.0,71619390000.0,91507370000.0,84187730000.0,90637650000.0,82684666000.0
2152.0,81724020000.0,71555670000.0,94472330000.0,82608520000.0,89815460000.0,82004990000.0
2153.0,81160600000.0,72715670000.0,91891570000.0,81330260000.0,89210900000.0,81761804000.0
2154.0,82280800000.0,70798190000.0,91758730000.0,81424370000.0,88918155000.0,81921340000.0
2155.0,80793010000.0,70350170000.0,93866020000.0,80823370000.0,88780560000.0,81878820000.0
2156.0,85897994000.0,76987060000.0,92129520000.0,80409210000.0,89391720000.0,80951750000.0
2157.0,80416920000.0,71030800000.0,94875270000.0,80074730000.0,89165470000.0,80901180000.0
2158.0,80127345000.0,70111160000.0,91956090000.0,79844740000.0,88438120000.0,80453460000.0
2159.0,79813660000.0,71213540000.0,91634560000.0,80082790000.0,88369560000.0,80192880000.0
2160.0,79539320000.0,69443805000.0,91320310000.0,80081720000.0,88024610000.0,80068470000.0
2161.0,79807650000.0,68679640000.0,95272230000.0,79348330000.0,87920740000.0,81617400000.0
2162.0,79368495000.0,68466000000.0,91519240000.0,80136650000.0,88897490000.0,80606130000.0
2163.0,80205414000.0,68094165000.0,91495100000.0,78933360000.0,92238905000.0,79332110000.0
2164.0,78873660000.0,69233460000.0,91981365000.0,80051680000.0,88745950000.0,79193170000.0
2165.0,78667960000.0,71488670000.0,92911075000.0,78644660000.0,87656645000.0,79079860000.0
2166.0,78449240000.0,67863000000.0,92144394000.0,78267910000.0,87401960000.0,79126500000.0
2167.0,78246980000.0,69564390000.0,91197900000.0,77968690000.0,87043695000.0,78558350000.0
2168.0,78998970000.0,68458520000.0,91625220000.0,77771500000.0,86860775000.0,78211430000.0
2169.0,77528570000.0,70125170000.0,91364020000.0,77531180000.0,86936310000.0,78443000000.0
2170.0,79906430000.0,69253470000.0,92471250000.0,77327480000.0,86615000000.0,77913660000.0
2171.0,77271110000.0,68309344000.0,91080000000.0,77201980000.0,86746096000.0,77804530000.0
2172.0,76970530000.0,67052330000.0,90760910000.0,77064640000.0,89200255000.0,77360600000.0
2173.0,77264110000.0,66028945000.0,91102340000.0,76852870000.0,88695940000.0,77086900000.0
2174.0,76679230000.0,65740470000.0,92022830000.0,76543476000.0,86818546000.0,78348920000.0
2175.0,77226205000.0,72412040000.0,90569490000.0,77789766000.0,86231335000.0,76699880000.0
2176.0,76410210000.0,65461510000.0,90563680000.0,76599040000.0,85805690000.0,76446580000.0
2177.0,76827680000.0,64777916000.0,91920140000.0,76222900000.0,87665074000.0,76150940000.0
2178.0,75960885000.0,67720167000.0,90368080000.0,76000400000.0,86225460000.0,77120350000.0
2179.0,75728536000.0,64008310000.0,90898040000.0,77615960000.0,86704900000.0,76829370000.0
2180.0,77034420000.0,84604445000.0,92184850000.0,75943030000.0,87335715000.0,77514690000.0
2181.0,75614010000.0,68471083000.0,96423510000.0,75600994000.0,85866955000.0,75777240000.0
2182.0,75229700000.0,65703416000.0,93744210000.0,75296784000.0,85268630000.0,75756225000.0
2183.0,75188610000.0,63678030000.0,91869650000.0,75743720000.0,85882680000.0,76150620000.0
2184.0,74830060000.0,63526960000.0,93015745000.0,75256400000.0,85207590000.0,75231584000.0
2185.0,74715340000.0,63245816000.0,90664710000.0,74733404000.0,84854020000.0,75095720000.0
2186.0,74413285000.0,62891622000.0,93418220000.0,74937740000.0,84421910000.0,74729595000.0
2187.0,74661040000.0,62456984000.0,90460800000.0,74362220000.0,84294410000.0,75015790000.0
2188.0,76553910000.0,69742305000.0,90283180000.0,74142070000.0,84935960000.0,75438490000.0
2189.0,74268450000.0,62228260000.0,89889160000.0,73914480000.0,84431860000.0,74859480000.0
2190.0,73986015000.0,63056320000.0,90355910000.0,73865790000.0,85862334000.0,76621490000.0
2191.0,75170940000.0,61465453000.0,90332630000.0,74288865000.0,84660330000.0,74676030000.0
2192.0,80216560000.0,72911400000.0,90696750000.0,73833010000.0,83836400000.0,73849460000.0
2193.0,74686360000.0,74438040000.0,89714115000.0,73780355000.0,84951210000.0,73818554000.0
2194.0,73798280000.0,66774614000.0,89607440000.0,73386750000.0,84906844000.0,74014630000.0
2195.0,73223420000.0,61689065000.0,91238480000.0,73071860000.0,83359120000.0,73840710000.0
2196.0,73529650000.0,60699840000.0,90306840000.0,72844435000.0,83343830000.0,74074006000.0
2197.0,73162070000.0,68459074000.0,94537920000.0,72886470000.0,84820380000.0,73743120000.0
2198.0,72740220000.0,60762630000.0,91526230000.0,72620680000.0,83810710000.0,72845150000.0
2199.0,72633795000.0,60833770000.0,91296784000.0,72406660000.0,83216220000.0,72651640000.0
2200.0,72346395000.0,67587170000.0,89885360000.0,72425940000.0,84070420000.0,72574250000.0
2201.0,72906785000.0,60328534000.0,94313546000.0,72478065000.0,84886330000.0,72150770000.0
2202.0,73099960000.0,59688920000.0,91398540000.0,72101890000.0,82823094000.0,72253235000.0
2203.0,72323916000.0,59336340000.0,92822860000.0,71723370000.0,82494020000.0,73915195000.0
2204.0,72002050000.0,58741494000.0,91715380000.0,71487670000.0,82301240000.0,72007310000.0
2205.0,71830740000.0,60553390000.0,90448230000.0,71380640000.0,82371250000.0,71594205000.0
2206.0,71617085000.0,58479820000.0,89984524000.0,71273734000.0,81917700000.0,71967650000.0
2207.0,71428140000.0,59575046000.0,89826435000.0,71017060000.0,84000240000.0,72260990000.0
2208.0,71440850000.0,65126040000.0,90230520000.0,71220620000.0,81644750000.0,71344400000.0
2209.0,72543510000.0,65293685000.0,93717430000.0,71049120000.0,81536836000.0,70951500000.0
2210.0,71339655000.0,62761595000.0,90729630000.0,70792176000.0,81369104000.0,70860060000.0
2211.0,70895165000.0,59524340000.0,89697120000.0,70694540000.0,81069680000.0,70631105000.0
2212.0,70719030000.0,57982670000.0,89640985000.0,70264504000.0,80896295000.0,70743470000.0
2213.0,70499130000.0,57057874000.0,89659460000.0,71615136000.0,80886325000.0,70313870000.0
2214.0,70208850000.0,56626370000.0,89559110000.0,70005740000.0,80666360000.0,70209905000.0
2215.0,71854320000.0,56388180000.0,89117180000.0,69769650000.0,82149780000.0,70167700000.0
2216.0,70181860000.0,72852046000.0,89686330000.0,71442640000.0,81151370000.0,69882315000.0
2217.0,72631796000.0,75949030000.0,89067315000.0,72657790000.0,80373660000.0,70347400000.0
2218.0,70371510000.0,69779810000.0,89100080000.0,70102810000.0,80143245000.0,69762440000.0
2219.0,69922890000.0,58558075000.0,89814380000.0,69551415000.0,80842060000.0,69479050000.0
2220.0,70109820000.0,56439054000.0,94777156000.0,69430740000.0,80229110000.0,69777470000.0
2221.0,69604310000.0,55819727000.0,89749120000.0,69550326000.0,80882115000.0,75529880000.0
2222.0,70116690000.0,55378616000.0,90175046000.0,69270560000.0,79885790000.0,70377100000.0
2223.0,69324866000.0,78682310000.0,89061016000.0,69337930000.0,83423090000.0,69142910000.0
2224.0,69123960000.0,57285050000.0,88785120000.0,69812765000.0,79980240000.0,69138830000.0
2225.0,68866064000.0,56728752000.0,89410626000.0,68635740000.0,79845130000.0,69322920000.0
2226.0,69006230000.0,56853280000.0,89399550000.0,68590260000.0,79355430000.0,68630970000.0
2227.0,69383620000.0,66881704000.0,89017890000.0,68262584000.0,79313895000.0,69183440000.0
2228.0,71160280000.0,57934873000.0,89903250000.0,68049347000.0,79265410000.0,68899640000.0
2229.0,68887610000.0,57344442000.0,88926940000.0,67877925000.0,79627320000.0,68455727000.0
2230.0,68499850000.0,54705017000.0,89854970000.0,69487640000.0,79278660000.0,69555030000.0
2231.0,68930270000.0,55251440000.0,88645950000.0,69257710000.0,79052900000.0,68838400000.0
2232.0,68207493000.0,53804245000.0,88919695000.0,67781263000.0,79450090000.0,68158435000.0
2233.0,67923820000.0,53680660000.0,88657550000.0,70707700000.0,79325220000.0,67833690000.0
2234.0,67796920000.0,56816680000.0,89437405000.0,67879203000.0,78899090000.0,67634807000.0
2235.0,67579073000.0,53120420000.0,88704836000.0,69320210000.0,78779834000.0,67324920000.0
2236.0,67516020000.0,53720654000.0,95948640000.0,67628110000.0,80102520000.0,67529617000.0
2237.0,69523350000.0,52584854000.0,94922840000.0,67159773000.0,79818826000.0,68728140000.0
2238.0,72728680000.0,55334187000.0,91981190000.0,68138566000.0,79585560000.0,67376628000.0
2239.0,68514970000.0,57956143000.0,90794530000.0,67054490000.0,78666820000.0,67517387000.0
2240.0,67430343000.0,63263126000.0,97588370000.0,66656310000.0,81710170000.0,66811113000.0
2241.0,67484150000.0,54178800000.0,93195980000.0,66523517000.0,79795085000.0,66937938000.0
2242.0,67330425000.0,61106987000.0,91030460000.0,66315120000.0,78494480000.0,66560810000.0
2243.0,67486368000.0,72160720000.0,90556620000.0,66150638000.0,78059905000.0,67171103000.0
2244.0,66787510000.0,56538464000.0,93155000000.0,66794516000.0,77946670000.0,66435228000.0
2245.0,66945820000.0,55666627000.0,91194565000.0,66490630000.0,77775770000.0,66873480000.0
2246.0,67224440000.0,52095800000.0,90327980000.0,66219352000.0,77852920000.0,69006970000.0
2247.0,66400400000.0,51638133000.0,89833550000.0,66065666000.0,77606396000.0,66211650000.0
2248.0,66245220000.0,51556410000.0,90507215000.0,66186480000.0,77548405000.0,66253560000.0
2249.0,66149482000.0,51065680000.0,90704420000.0,65759076000.0,77711960000.0,65953386000.0
2250.0,66023027000.0,75476550000.0,90090550000.0,65707320000.0,77303054000.0,65737564000.0
2251.0,66895550000.0,55343915000.0,89547325000.0,66130680000.0,78187140000.0,67024683000.0
2252.0,66090150000.0,52356485000.0,96966580000.0,65320608000.0,77493830000.0,65707897000.0
2253.0,66010857000.0,57088537000.0,90979100000.0,65991684000.0,77499820000.0,65878190000.0
2254.0,66560467000.0,50586230000.0,90130610000.0,65122530000.0,77413106000.0,65358540000.0
2255.0,66481426000.0,51856820000.0,89772966000.0,65610134000.0,77282740000.0,65104425000.0
2256.0,65595175000.0,78381015000.0,89534960000.0,66168950000.0,77337350000.0,65399804000.0
2257.0,65453773000.0,57874310000.0,92280410000.0,65086100000.0,78943445000.0,67835535000.0
2258.0,66101023000.0,57343517000.0,90454540000.0,64993174000.0,76995410000.0,65150423000.0
2259.0,65453007000.0,51855098000.0,90113460000.0,64826680000.0,77510050000.0,66889105000.0
2260.0,65513730000.0,50234483000.0,89473080000.0,64469783000.0,77375030000.0,65116103000.0
2261.0,65050090000.0,62312940000.0,89272295000.0,65729980000.0,77409950000.0,65732020000.0
2262.0,65397480000.0,51415007000.0,88931344000.0,64730108000.0,76589820000.0,65099026000.0
2263.0,64756520000.0,50460918000.0,88830110000.0,66692970000.0,77259260000.0,67243450000.0
2264.0,64587670000.0,49767096000.0,88779825000.0,64545886000.0,76989800000.0,66305552000.0
2265.0,64532124000.0,61065090000.0,89083280000.0,64162580000.0,76253810000.0,64857400000.0
2266.0,64667976000.0,49983570000.0,88685160000.0,63927490000.0,76208366000.0,64296630000.0
2267.0,64574140000.0,49037963000.0,88624190000.0,64085690000.0,76494140000.0,63994323000.0
2268.0,64671390000.0,48552560000.0,92549070000.0,64167678000.0,81028940000.0,63858516000.0
2269.0,64465250000.0,48647553000.0,89271360000.0,64589885000.0,78364730000.0,63832867000.0
2270.0,64375620000.0,48174220000.0,88521695000.0,64853172000.0,77258050000.0,63469314000.0
2271.0,64000455000.0,47945564000.0,90705520000.0,64114217000.0,76178500000.0,63584498000.0
2272.0,64583550000.0,62383636000.0,89474890000.0,63809370000.0,75931210000.0,63312007000.0
2273.0,66148893000.0,58960232000.0,93169120000.0,63811416000.0,76710790000.0,63830544000.0
2274.0,64328520000.0,47543630000.0,89125090000.0,63996530000.0,75684330000.0,65090793000.0
2275.0,68330680000.0,52041765000.0,88683274000.0,63385920000.0,75526800000.0,63612960000.0
2276.0,71888700000.0,47796457000.0,90642610000.0,63026750000.0,75364205000.0,63084560000.0
2277.0,66041270000.0,47346274000.0,88796660000.0,63996920000.0,76043150000.0,67157040000.0
2278.0,64012923000.0,48343350000.0,88461885000.0,63348370000.0,75908200000.0,63595750000.0
2279.0,63660050000.0,47002690000.0,92300990000.0,62899925000.0,75470730000.0,65831020000.0
2280.0,64133820000.0,48180320000.0,88944210000.0,62611268000.0,75285135000.0,63064015000.0
2281.0,63343837000.0,46624014000.0,88569560000.0,63340585000.0,75048040000.0,63874530000.0
2282.0,69428500000.0,46352613000.0,89013445000.0,62645043000.0,76952290000.0,63204274000.0
2283.0,63973204000.0,46042505000.0,89502040000.0,65673466000.0,77460505000.0,62918570000.0
2284.0,63298036000.0,47650206000.0,90036620000.0,66789010000.0,76291180000.0,63541408000.0
2285.0,63011987000.0,47309378000.0,91075830000.0,65593620000.0,75169670000.0,62611567000.0
2286.0,64229863000.0,46005883000.0,90322070000.0,63987190000.0,74775536000.0,62974310000.0
2287.0,65266170000.0,50868244000.0,90002580000.0,63194812000.0,74995460000.0,62531730000.0
2288.0,62688750000.0,46096437000.0,93722250000.0,62360700000.0,74647250000.0,62317363000.0
2289.0,62456025000.0,50963087000.0,90198280000.0,62281523000.0,74533580000.0,62392332000.0
2290.0,62583560000.0,45676065000.0,89266430000.0,62221160000.0,77394010000.0,62158995000.0
2291.0,62361120000.0,51431588000.0,96709610000.0,61853217000.0,75342270000.0,61907860000.0
2292.0,65481413000.0,51275780000.0,92569470000.0,62174530000.0,74784500000.0,61789323000.0
2293.0,62500733000.0,49308705000.0,94963810000.0,62073053000.0,75317860000.0,61675440000.0
2294.0,62112590000.0,45399515000.0,91834870000.0,61814350000.0,74717820000.0,62118687000.0
