time,CCSM4,NORESM1-M,CSIRO-MK3-6-0,GFDL-ESM2G,MPI-ESM-LR,CNRM-CM5,CESM1-CAM5,GFDL-CM3,GISS-E2-R,CANESM2,IPSL-CM5A-LR
2033.0,12152337000.0,12564785000.0,12552195000.0,12616754000.0,12548327000.0,12904695000.0,12253415000.0,11960733000.0,13230659000.0,12126436000.0,12956794000.0
2034.0,11939336000.0,12387931000.0,12294659000.0,12379592000.0,12319576000.0,12791464000.0,11855897000.0,11745972000.0,13065461000.0,12037773000.0,12720631000.0
2035.0,11723312000.0,12151627000.0,12027008000.0,12174826000.0,12144198000.0,12442183000.0,11565587000.0,11435172000.0,13197517000.0,11467571000.0,12511236000.0
2036.0,11488360000.0,12020270000.0,11849807000.0,12295835000.0,11943634000.0,12500720000.0,11282970000.0,11127725000.0,12938676000.0,11133124000.0,12382405000.0
2037.0,11403521000.0,11843057000.0,11696660000.0,11985224000.0,11780837000.0,12304635000.0,11060700000.0,10739603000.0,12833909000.0,10906545000.0,12195398000.0
2038.0,11155859000.0,12342480000.0,11450732000.0,11721915000.0,11642719000.0,12073081000.0,10750246000.0,10383750000.0,12620347000.0,10640376000.0,12491466000.0
2039.0,11039485000.0,11877812000.0,11366239000.0,11520438000.0,11473064000.0,11852851000.0,10461369000.0,10206823000.0,12469376000.0,10322473000.0,12123906000.0
2040.0,10914250000.0,11482852000.0,11024629000.0,11200189000.0,11387183000.0,11753649000.0,10157046000.0,9957487000.0,12355573000.0,10135937000.0,12046004000.0
2041.0,10758016000.0,11402373000.0,10728752000.0,10837059000.0,11068398000.0,11639154000.0,9768377000.0,9636732000.0,12241268000.0,9687210000.0,11958371000.0
2042.0,10653633000.0,11190025000.0,10666495000.0,10715966000.0,10879290000.0,11656889000.0,9529008000.0,9318524000.0,12124664000.0,9289869000.0,11690644000.0
2043.0,10303605000.0,11037843000.0,10311699000.0,10379842000.0,10685236000.0,11360309000.0,9157207000.0,9603551000.0,12042108000.0,8978174000.0,11514753000.0
2044.0,10230020000.0,10832473000.0,10090878000.0,10317825000.0,10510953000.0,11194998000.0,8958439000.0,8960179000.0,12082523000.0,8927631000.0,11385617000.0
2045.0,9985889000.0,10634915000.0,9865177000.0,10029295000.0,10312015000.0,11807697000.0,8501844000.0,8657838000.0,11926667000.0,8762803000.0,11230668000.0
2046.0,9899420000.0,10461921000.0,9880590000.0,9853243000.0,9984740000.0,11562127000.0,8240849000.0,8338286600.0,11796489000.0,8612488000.0,11399214000.0
2047.0,9696683000.0,10295479000.0,9666734000.0,9777496000.0,9860236000.0,11052776000.0,8013758500.0,8069880000.0,11738594000.0,8182919000.0,11008242000.0
2048.0,9500129000.0,10102331000.0,10256175000.0,9629187000.0,9537649000.0,11710474000.0,7809345000.0,7827464700.0,11712927000.0,7831282000.0,10774086000.0
2049.0,9286871000.0,9914075000.0,9538764000.0,9375859000.0,9344402000.0,11348159000.0,7608211000.0,7538501600.0,11522797000.0,7622813000.0,10994971000.0
2050.0,9198379000.0,9935504000.0,9094770000.0,9411466000.0,9309684000.0,11482479000.0,7309057500.0,7290301000.0,11360514000.0,7438377500.0,10690396000.0
2051.0,8961642000.0,9786541000.0,8948457000.0,9671143000.0,9027663000.0,10943332000.0,7089169000.0,7057361000.0,11219864000.0,7247331300.0,10542026000.0
2052.0,8909531000.0,9655669000.0,8675010000.0,9090260000.0,8859470000.0,10706941000.0,6951591400.0,6805245000.0,11109851000.0,7030025000.0,10417743000.0
2053.0,8699616000.0,9401485000.0,8485227000.0,9253838000.0,8752259000.0,10633122000.0,6526839000.0,6462827500.0,11005430000.0,6939364400.0,10421094000.0
2054.0,8704367000.0,9179369000.0,8458580000.0,8990746000.0,8668369000.0,10424110000.0,6298902000.0,6233336300.0,10942814000.0,6569913000.0,10498689000.0
2055.0,8602579000.0,9068390000.0,8218203600.0,8852622000.0,8758641000.0,10251556000.0,6204469000.0,6029883400.0,10842375000.0,6904647700.0,10189018000.0
2056.0,8329246000.0,9063670000.0,7889434600.0,8595379000.0,8351969000.0,10239029000.0,5977731000.0,5746579500.0,11036536000.0,6271037400.0,10002939000.0
2057.0,8189800000.0,9133122000.0,7610443300.0,8325647000.0,8381977000.0,10210281000.0,5833352000.0,5515083300.0,10762010000.0,6143991300.0,9883508000.0
2058.0,8080733700.0,8787897000.0,7435329000.0,8182196700.0,8215155700.0,9912713000.0,5691216000.0,5290335700.0,10635289000.0,6022076400.0,9826747000.0
2059.0,8020090000.0,8608055000.0,7253880000.0,8100493000.0,8798901000.0,9855157000.0,5492547600.0,5154482000.0,10591093000.0,6011198500.0,10473264000.0
2060.0,7885373000.0,8521662000.0,7693482000.0,7988457500.0,7918415000.0,9751770000.0,5327468500.0,5018180600.0,10432701000.0,5834833400.0,9745861000.0
2061.0,7875824600.0,8351631400.0,7288715300.0,10568440000.0,7846535000.0,9548211000.0,5100797400.0,4814192000.0,10385294000.0,5676452400.0,9495902000.0
2062.0,7566174000.0,8223802000.0,7068097500.0,8798462000.0,7686037000.0,9433120000.0,4986553000.0,4740971500.0,10299105000.0,5571329000.0,9493433000.0
2063.0,7483016000.0,8061267000.0,7329053000.0,8196640000.0,7619160600.0,9333090000.0,4877033500.0,4519405600.0,10317976000.0,6173363000.0,9353861000.0
2064.0,7639975000.0,7980327000.0,6885763000.0,8337379300.0,7570039300.0,9204645000.0,4879545300.0,4375276000.0,10105321000.0,5543734000.0,9239298000.0
2065.0,7223700000.0,8301423000.0,6678613500.0,7817364500.0,7377296000.0,9116673000.0,4636170000.0,4670975500.0,10363209000.0,5329684500.0,9195263000.0
2066.0,7212727000.0,7713396700.0,6565189000.0,8127876000.0,7184530000.0,9317857000.0,4536869000.0,4409555500.0,10000964000.0,5450665000.0,9226597000.0
2067.0,6989926000.0,8856132000.0,6599521000.0,7845046000.0,7208910000.0,8939206000.0,4426501000.0,4099270400.0,9895332000.0,5337097000.0,9019400000.0
2068.0,7113351700.0,7543026700.0,6633422000.0,7903438300.0,7072000500.0,9270095000.0,4299056000.0,3948853500.0,9810720000.0,5256439300.0,8901009000.0
2069.0,6937183700.0,7374948000.0,6811979000.0,7543401000.0,7091540500.0,8906546000.0,4207593000.0,3792295200.0,9934352000.0,5054797300.0,8813618000.0
2070.0,7025854000.0,7543739000.0,6604290600.0,7608872000.0,6906312000.0,8804348000.0,4063396900.0,3725103900.0,9593888000.0,4911013000.0,8666175000.0
2071.0,6849454000.0,7203281400.0,6282632000.0,7434671000.0,6802938400.0,8602383000.0,3944227600.0,3677441500.0,9460989000.0,4940758000.0,9016286000.0
2072.0,7057791500.0,7069346000.0,6874511000.0,7249613300.0,6788464600.0,8506275300.0,3939489300.0,3503997200.0,9442252000.0,4919480000.0,8573892600.0
2073.0,6859026400.0,7000790000.0,6526966300.0,7282557400.0,6580902000.0,8389097000.0,3732284200.0,3390702600.0,10519409000.0,5066424300.0,8639769000.0
2074.0,6577171500.0,6773471700.0,6034344000.0,7286078500.0,6598842400.0,8226057000.0,3610672600.0,3305778700.0,9362534000.0,4963185700.0,8481646600.0
2075.0,6479941600.0,6709191700.0,6004967400.0,7991026700.0,6635120600.0,8208088600.0,3605738500.0,3200028200.0,9251898000.0,5095950000.0,8417928700.0
2076.0,6830412000.0,6568356000.0,5713545000.0,7510098000.0,6821056000.0,7945357300.0,3571384300.0,3106471400.0,9802916000.0,4721436000.0,8517982000.0
2077.0,6692552700.0,6436572000.0,5861955600.0,7200881700.0,6324295000.0,7765645300.0,3364981500.0,3003216000.0,10621967000.0,4661204000.0,8200522000.0
2078.0,6595131400.0,6342580000.0,5491711000.0,7566665000.0,6231069700.0,7731435000.0,3269592000.0,2907556400.0,9518678000.0,4538989000.0,8103468500.0
2079.0,6553762000.0,6261330400.0,5483826700.0,6963164000.0,6951288000.0,7781060000.0,3370038000.0,2871902500.0,9190212000.0,4475164700.0,8057095700.0
2080.0,6210712600.0,6211969000.0,5320763000.0,8044168000.0,6313971000.0,7611351000.0,3131028000.0,2753244700.0,9267895000.0,4409660400.0,8052851700.0
2081.0,6881404400.0,6532974000.0,5185907000.0,8077705700.0,6289516500.0,7470039000.0,3185781800.0,2686542600.0,9209133000.0,4998132000.0,8030746000.0
2082.0,6117836300.0,6072323000.0,5392765400.0,8167780000.0,6209495000.0,7404840000.0,2956473600.0,2678127600.0,9246956000.0,4668678700.0,8377282600.0
2083.0,6009455000.0,5959231500.0,5223414300.0,7041469000.0,6223677000.0,7356377600.0,2861142500.0,2611769900.0,9588020000.0,4486515700.0,7939550700.0
2084.0,5900110300.0,6165224400.0,5120167400.0,7504425000.0,5953516000.0,7304954000.0,3023861000.0,2574531600.0,9387227000.0,4314929700.0,7975945000.0
2085.0,5880195600.0,5789515000.0,5018993000.0,6862888400.0,5875325000.0,7050692000.0,2785981000.0,2627135000.0,8953061000.0,4177652000.0,7807760400.0
2086.0,5950513700.0,5695916000.0,4841960400.0,6643629600.0,5844733000.0,6941657000.0,2635696400.0,2435971300.0,9099959000.0,4126489300.0,7657270300.0
2087.0,5950618000.0,5547343000.0,4718011400.0,6607330000.0,5836281300.0,6790033400.0,2568031700.0,2435947800.0,8915941000.0,3980133000.0,7532291600.0
2088.0,5735472600.0,5594797000.0,4558470000.0,6748934000.0,5725512000.0,7484814000.0,2795817000.0,2689400300.0,8895009000.0,3902107100.0,7985571000.0
2089.0,5937352000.0,5385067500.0,4594297300.0,6695176000.0,5647362600.0,6692091400.0,2563086300.0,2300420000.0,8802600000.0,3972863500.0,7514928600.0
2090.0,5769642500.0,5353666000.0,5385228300.0,6555925500.0,6278935000.0,6573739500.0,2475650600.0,2235108000.0,8720468000.0,3875601200.0,7806328000.0
2091.0,5699370000.0,5594151400.0,4550092000.0,6875440600.0,6613300000.0,6440213000.0,2572027600.0,2100822000.0,8994893000.0,3851664000.0,7225582600.0
2092.0,5610797600.0,5238862300.0,4388559400.0,6566859000.0,5761714000.0,6450517000.0,2927166200.0,2032544800.0,8918157000.0,3845123800.0,7243494000.0
2093.0,5527602700.0,5293010400.0,4365104600.0,6533006300.0,5633596000.0,6573860000.0,2651689500.0,1943510300.0,8648418000.0,3749968000.0,7043822000.0
2094.0,5965503000.0,5136987000.0,4280325600.0,7986096000.0,5723438600.0,6341214700.0,2346174000.0,1883499900.0,8810090000.0,3732303400.0,7135125500.0
2095.0,5794166300.0,5034709500.0,4796265000.0,8536344600.0,5662160000.0,7875837000.0,2491379500.0,1863003900.0,8899550000.0,3589176600.0,7055499300.0
2096.0,5572293000.0,4987911700.0,4399725600.0,6979366000.0,5438684700.0,6599473700.0,2294200000.0,1827438000.0,8788222000.0,3664506000.0,6920664600.0
2097.0,7060252000.0,5057547000.0,4062826200.0,7341407700.0,5425622000.0,6224229400.0,2683593700.0,1772484000.0,8680522000.0,3502574600.0,6988514300.0
2098.0,5432324600.0,4930844000.0,4131519200.0,6989689300.0,5368898000.0,6543817700.0,2156205600.0,1711978400.0,8724093000.0,3664055600.0,6738943500.0
2099.0,6139601400.0,4893092400.0,3912808400.0,6851886000.0,5530908000.0,6504425000.0,2086370000.0,1657532700.0,8607146000.0,3464319500.0,7377482000.0
2100.0,5420788000.0,4791203000.0,3886118700.0,6686985700.0,5694246000.0,6348200000.0,2097964500.0,1609909600.0,8906319000.0,3393341400.0,6618067000.0
