time,NORESM1-M,CESM1-CAM5,CSIRO-MK3-6-0,MPI-ESM-LR
2000.0,2737644000.0,2737644000.0,2737644000.0,2737644000.0
2001.0,2764141000.0,2764141000.0,2764141000.0,2764141000.0
2002.0,2736113700.0,2736113700.0,2736113700.0,2736113700.0
2003.0,2713224700.0,2713224700.0,2713224700.0,2713224700.0
2004.0,2716989400.0,2716989400.0,2716989400.0,2716989400.0
2005.0,2703320300.0,2703320300.0,2703320300.0,2703320300.0
2006.0,2719060500.0,2719060500.0,2719060500.0,2719060500.0
2007.0,2693394700.0,2693394700.0,2693394700.0,2693394700.0
2008.0,2723574500.0,2723574500.0,2723574500.0,2723574500.0
2009.0,2704474600.0,2704474600.0,2704474600.0,2704474600.0
2010.0,2684407800.0,2684407800.0,2684407800.0,2684407800.0
2011.0,2684761900.0,2684761900.0,2684761900.0,2684761900.0
2012.0,2687034000.0,2687034000.0,2687034000.0,2687034000.0
2013.0,2699544800.0,2699544800.0,2699544800.0,2699544800.0
2014.0,2672770300.0,2672770300.0,2672770300.0,2672770300.0
2015.0,2661593300.0,2661593300.0,2661593300.0,2661593300.0
2016.0,2726433500.0,2726433500.0,2726433500.0,2726433500.0
2017.0,2658657300.0,2658657300.0,2658657300.0,2658657300.0
2018.0,2669554700.0,2669554700.0,2669554700.0,2669554700.0
2019.0,2640114700.0,2640114700.0,2640114700.0,2640114700.0
2020.0,2642841600.0,2642841600.0,2642841600.0,2642841600.0
2021.0,2638333700.0,2623820000.0,2667336400.0,2629946600.0
2022.0,2629926700.0,2607339000.0,2658514400.0,2613348900.0
2023.0,2611813400.0,2594794500.0,2637775600.0,2606377700.0
2024.0,2605514800.0,2586493400.0,2625133000.0,2606506500.0
2025.0,2601433000.0,2575397600.0,2625503700.0,2591385900.0
2026.0,2593449000.0,2561670400.0,2603814700.0,2623953200.0
2027.0,2599291600.0,2532434000.0,2592798200.0,2570076700.0
2028.0,2573739300.0,2578378200.0,2577289500.0,2563797500.0
2029.0,2563106000.0,2512119300.0,2563154400.0,2544111400.0
2030.0,2546494000.0,2489379300.0,2545444000.0,2532701000.0
2031.0,2532803000.0,2464459500.0,2532966400.0,2521476600.0
2032.0,2518847200.0,2435385000.0,2521157600.0,2509044000.0
2033.0,2501016800.0,2423868400.0,2500637200.0,2491046700.0
2034.0,2491842300.0,2385454600.0,2487762400.0,2476595200.0
2035.0,2468141000.0,2355274800.0,2467799000.0,2454495000.0
2036.0,2450193200.0,2315483100.0,2448623600.0,2429538000.0
2037.0,2430086700.0,2293219800.0,2425663200.0,2403362800.0
2038.0,2405965600.0,2262517000.0,2402462500.0,2381225000.0
2039.0,2370410500.0,2225450800.0,2372438000.0,2356932000.0
2040.0,2332971500.0,2171251700.0,2351475500.0,2321202000.0
2041.0,2314592500.0,2134032400.0,2331676200.0,2286135000.0
2042.0,2296738300.0,2090398000.0,2302413800.0,2246463700.0
2043.0,2265820700.0,2039908000.0,2262885600.0,2203535600.0
2044.0,2228663800.0,1993184900.0,2226096000.0,2177632000.0
2045.0,2215344400.0,1943133200.0,2193077000.0,2142402700.0
2046.0,2181900500.0,1889752800.0,2165065700.0,2092540900.0
2047.0,2231447800.0,1854462800.0,2132572900.0,2052261000.0
2048.0,2153331200.0,1786628900.0,2154723000.0,2016892700.0
2049.0,2108248000.0,1740268000.0,2077589000.0,1984990800.0
2050.0,2068778900.0,1715514800.0,2056630900.0,1943191200.0
2051.0,2032706200.0,1636117600.0,2029809900.0,1922256900.0
2052.0,2038841300.0,1575164200.0,2001079200.0,1873355800.0
2053.0,1980468400.0,1503692700.0,2000519200.0,1827599600.0
2054.0,1947381900.0,1444223900.0,2007148700.0,1795723600.0
2055.0,1912128300.0,1370951400.0,2034567800.0,1753108400.0
2056.0,1885770600.0,1328643800.0,2030236000.0,1726032100.0
