time,NORESM2-MM,FGOALS-F3-L,CESM2,GFDL-ESM4,CAMS-CSM1-0,INM-CM5-0,BCC-CSM2-MR,EC-EARTH3-VEG,INM-CM4-8,EC-EARTH3,MRI-ESM2-0,CMCC-CM2-SR5,MPI-ESM1-2-HR,CESM2-WACCM
2010.0,2458034200.0,2458034200.0,2458034200.0,2458034200.0,2458034200.0,2458034200.0,2458034200.0,2458034200.0,2458034200.0,2458034200.0,2458034200.0,2458034200.0,2458034200.0,2458034200.0
2011.0,2438429200.0,2438429200.0,2438429200.0,2438429200.0,2438429200.0,2438429200.0,2438429200.0,2438429200.0,2438429200.0,2438429200.0,2438429200.0,2438429200.0,2438429200.0,2438429200.0
2012.0,2380191200.0,2380191200.0,2380191200.0,2380191200.0,2380191200.0,2380191200.0,2380191200.0,2380191200.0,2380191200.0,2380191200.0,2380191200.0,2380191200.0,2380191200.0,2380191200.0
2013.0,2406167300.0,2406167300.0,2406167300.0,2406167300.0,2406167300.0,2406167300.0,2406167300.0,2406167300.0,2406167300.0,2406167300.0,2406167300.0,2406167300.0,2406167300.0,2406167300.0
2014.0,2395170800.0,2395170800.0,2395170800.0,2395170800.0,2395170800.0,2395170800.0,2395170800.0,2395170800.0,2395170800.0,2395170800.0,2395170800.0,2395170800.0,2395170800.0,2395170800.0
2015.0,2365068300.0,2365068300.0,2365068300.0,2365068300.0,2365068300.0,2365068300.0,2365068300.0,2365068300.0,2365068300.0,2365068300.0,2365068300.0,2365068300.0,2365068300.0,2365068300.0
2016.0,2337163800.0,2337163800.0,2337163800.0,2337163800.0,2337163800.0,2337163800.0,2337163800.0,2337163800.0,2337163800.0,2337163800.0,2337163800.0,2337163800.0,2337163800.0,2337163800.0
2017.0,2293793800.0,2293793800.0,2293793800.0,2293793800.0,2293793800.0,2293793800.0,2293793800.0,2293793800.0,2293793800.0,2293793800.0,2293793800.0,2293793800.0,2293793800.0,2293793800.0
2018.0,2331189000.0,2331189000.0,2331189000.0,2331189000.0,2331189000.0,2331189000.0,2331189000.0,2331189000.0,2331189000.0,2331189000.0,2331189000.0,2331189000.0,2331189000.0,2331189000.0
2019.0,2288971300.0,2288971300.0,2288971300.0,2288971300.0,2288971300.0,2288971300.0,2288971300.0,2288971300.0,2288971300.0,2288971300.0,2288971300.0,2288971300.0,2288971300.0,2288971300.0
2020.0,2312613600.0,2312613600.0,2312613600.0,2312613600.0,2312613600.0,2312613600.0,2312613600.0,2312613600.0,2312613600.0,2312613600.0,2312613600.0,2312613600.0,2312613600.0,2312613600.0
2021.0,2280938800.0,2266814700.0,2297704400.0,2355252500.0,2286171100.0,2269601800.0,2281147000.0,2258678500.0,2282349300.0,2239742500.0,2224479500.0,2484839400.0,2278694400.0,2258098400.0
2022.0,2323253200.0,2210497500.0,2238787800.0,2331939300.0,2314424000.0,2300328700.0,2270501400.0,2246444000.0,2285644000.0,2205515500.0,2187491600.0,2345623600.0,2331577300.0,2267774200.0
2023.0,2234750700.0,2216067300.0,2199974100.0,2270544400.0,2233190100.0,2287065000.0,2264023000.0,2210401800.0,2288205800.0,2170340000.0,2162714600.0,2343857700.0,2260401200.0,2253268500.0
2024.0,2204464600.0,2197167600.0,2192746200.0,2284540400.0,2243202300.0,2259550200.0,2287934500.0,2165807000.0,2228889900.0,2124371000.0,2129623400.0,2259869400.0,2267462700.0,2209342700.0
2025.0,2187818500.0,2158068200.0,2147688700.0,2339456500.0,2216209700.0,2249162200.0,2211260700.0,2178327000.0,2175623200.0,2065503900.0,2132599600.0,2231477200.0,2202387700.0,2176450600.0
2026.0,2163200000.0,2122394800.0,2122255600.0,2258936800.0,2173663700.0,2189868800.0,2183134000.0,2122116500.0,2159612700.0,2023609600.0,2092123900.0,2273114400.0,2164925400.0,2159460900.0
2027.0,2230600000.0,2097692300.0,2089464300.0,2226733000.0,2170126000.0,2173863200.0,2178826500.0,2176449500.0,2114834000.0,1984483200.0,2082965200.0,2223063800.0,2125878300.0,2131847800.0
2028.0,2165911600.0,2040111200.0,2117426400.0,2188110600.0,2203073300.0,2147234300.0,2149208600.0,2081618800.0,2101076900.0,1932338000.0,2054582400.0,2178028300.0,2113146100.0,2090011600.0
2029.0,2101640100.0,2026021500.0,2048340900.0,2159714800.0,2262813700.0,2097063700.0,2111439600.0,2065286100.0,2090835100.0,1881486800.0,2082781800.0,2176970500.0,2126365600.0,2064146400.0
2030.0,2132852600.0,2015967600.0,2032984300.0,2129146200.0,2298530600.0,2059382300.0,2060275200.0,2011869300.0,2036314000.0,1819732000.0,1956542800.0,2209961700.0,2047393900.0,2030416800.0
2031.0,2097660200.0,1943450800.0,1985552100.0,2127758800.0,2185921500.0,2038947100.0,2118395800.0,1971223700.0,1994239400.0,1746144100.0,1924410500.0,2176500000.0,2056012500.0,2018197900.0
2032.0,1997839100.0,1901887000.0,1954082400.0,2199223600.0,2198917600.0,1989205900.0,2021934800.0,1932602400.0,1968887700.0,1685724900.0,1890435700.0,2138761600.0,1964687700.0,2013598600.0
2033.0,1973159600.0,1891292000.0,1910494000.0,2080650400.0,2191702300.0,2046783200.0,1981730600.0,1986909000.0,1927179600.0,1610076400.0,1847319700.0,2152508200.0,1922679600.0,1950543400.0
2034.0,1919340900.0,1833770400.0,1872985600.0,2035485800.0,2307595800.0,2003307500.0,2059967700.0,1891088500.0,1885102800.0,1597540700.0,1825495900.0,2137395200.0,1878248200.0,1921619500.0
2035.0,1903746700.0,1791557400.0,1831655400.0,1999633500.0,2146799100.0,1905744300.0,1996732800.0,1858555400.0,1863485700.0,1488200300.0,1771617000.0,2070460700.0,1844742300.0,1924471800.0
2036.0,1856264700.0,1743803500.0,1763840300.0,1968241500.0,2103312000.0,1851892000.0,1925413900.0,1805659300.0,1820602200.0,1415522000.0,1722633700.0,1983628400.0,1795586700.0,1859081500.0
2037.0,1882243000.0,1721314800.0,1693902500.0,1935695500.0,2109649700.0,1861177300.0,1957733900.0,1745861100.0,1806169200.0,1364433800.0,1667447600.0,1943173400.0,1767647500.0,1832803000.0
2038.0,1851126900.0,1680796400.0,1658137600.0,1908622600.0,2030828400.0,1809472000.0,1862116400.0,1699035400.0,1815815700.0,1344166400.0,1636210200.0,1928280400.0,1721336800.0,1808000800.0
2039.0,1748934100.0,1665063000.0,1607257000.0,1868216200.0,2025086000.0,1751698700.0,1835620700.0,1705976600.0,1725638400.0,1284460400.0,1586941300.0,1884123500.0,1690334700.0,1756837900.0
2040.0,1708720900.0,1627505500.0,1605355900.0,1835650600.0,1998195500.0,1730162200.0,1796734300.0,1607946000.0,1752884100.0,1245418400.0,1552317700.0,1854747800.0,1662142100.0,1730792700.0
2041.0,1652025000.0,1577220900.0,1510217200.0,1850995000.0,1954341100.0,1668818000.0,1761242500.0,1551728600.0,1669207300.0,1140804500.0,1505438800.0,1820913700.0,1616014000.0,1677685000.0
2042.0,1603939700.0,1584746900.0,1459719800.0,1781787600.0,1932115600.0,1669141900.0,1745793800.0,1504094700.0,1625033200.0,1074543500.0,1441389600.0,1775341200.0,1546302500.0,1625988600.0
2043.0,1583729300.0,1485945500.0,1410010600.0,1793878700.0,1898175600.0,1610913300.0,1689976300.0,1459255600.0,1537726600.0,1013787600.0,1392831000.0,1739831000.0,1499903700.0,1613696000.0
2044.0,1541972100.0,1434813200.0,1347319000.0,1737746600.0,1903457200.0,1586148900.0,1674648400.0,1377524700.0,1478983700.0,1006169600.0,1341241600.0,1694258400.0,1485933400.0,1535984900.0
2045.0,1479517600.0,1388693200.0,1296994400.0,1675891000.0,1842822900.0,1546730500.0,1622102400.0,1317433000.0,1413825500.0,904547500.0,1280628700.0,1654458400.0,1462655200.0,1499563900.0
2046.0,1434150000.0,1358011800.0,1249470100.0,1636379600.0,1802501100.0,1560377500.0,1571100800.0,1318930600.0,1377559300.0,886327200.0,1236835300.0,1613862500.0,1432724400.0,1451296600.0
2047.0,1365703300.0,1365156000.0,1220217900.0,1671333600.0,1813924200.0,1471584300.0,1541006300.0,1233742700.0,1390302200.0,825910400.0,1193059800.0,1590594200.0,1355687800.0,1413679600.0
2048.0,1313430500.0,1308826500.0,1158265600.0,1662289700.0,1793603700.0,1596400100.0,1515268600.0,1169550800.0,1341618700.0,789188600.0,1154393600.0,1530468700.0,1287463400.0,1367292300.0
2049.0,1257472800.0,1260177500.0,1108526000.0,1620772700.0,1723783800.0,1500606500.0,1493217000.0,1125458400.0,1326422500.0,743548740.0,1108074800.0,1488377200.0,1258450200.0,1317594900.0
2050.0,1215575300.0,1225560800.0,1067117200.0,1521649900.0,1747588900.0,1386424400.0,1423337900.0,1067030300.0,1252583800.0,697094300.0,1061065500.0,1435622800.0,1199325400.0,1270150400.0
2051.0,1165797600.0,1180224400.0,1024048700.0,1466341000.0,1681471000.0,1353112700.0,1410455800.0,1046457000.0,1185679400.0,648354940.0,1009885200.0,1418533900.0,1157898400.0,1226566300.0
2052.0,1148331300.0,1140878700.0,982260600.0,1425496300.0,1644503400.0,1354673400.0,1372014100.0,980405200.0,1222235000.0,603140900.0,969704770.0,1359994900.0,1163778400.0,1185146600.0
2053.0,1084880500.0,1093410300.0,942990400.0,1385156100.0,1600151600.0,1305480300.0,1335930800.0,1011515260.0,1159919900.0,566675700.0,1189529200.0,1316268900.0,1098891100.0,1132454900.0
2054.0,1038884100.0,1061241600.0,907122800.0,1379779000.0,1581795000.0,1240462100.0,1290333800.0,914128800.0,1091219200.0,535680160.0,921233860.0,1273878300.0,1092581800.0,1093915400.0
2055.0,1009114050.0,1020141400.0,866169000.0,1374897300.0,1536920700.0,1205485300.0,1278384400.0,871992000.0,1050023550.0,511031360.0,888349800.0,1239947300.0,1039009000.0,1053906800.0
2056.0,961721500.0,1003939840.0,820141500.0,1297099000.0,1577990400.0,1174230800.0,1200837200.0,829545900.0,1019238460.0,479524160.0,851779200.0,1194101100.0,996186000.0,1007492200.0
2057.0,918132300.0,955691700.0,789684540.0,1256338200.0,1637675900.0,1180435000.0,1186380200.0,793736450.0,1001855900.0,450478850.0,804858300.0,1146883000.0,964437600.0,974970400.0
2058.0,875735740.0,913719000.0,773785700.0,1205999200.0,1587644900.0,1165382300.0,1144752300.0,814493000.0,949938240.0,434102560.0,770521700.0,1110839000.0,925393860.0,940897400.0
2059.0,836503230.0,886504500.0,727282240.0,1228855800.0,1520061000.0,1094535200.0,1090822000.0,739576600.0,906245500.0,410261920.0,749943940.0,1063131900.0,894147460.0,914672000.0
2060.0,809453250.0,844762400.0,700446900.0,1169745900.0,1507004200.0,1043156350.0,1055172100.0,699259200.0,883827100.0,391382560.0,701570940.0,1015660100.0,872514900.0,870909700.0
2061.0,777454000.0,824919700.0,673366460.0,1148350100.0,1430328200.0,994553900.0,1012271200.0,689109760.0,855016700.0,370118940.0,667364700.0,983113400.0,841536640.0,839902140.0
2062.0,753316200.0,813054400.0,650608830.0,1090633100.0,1448828300.0,952676500.0,987121340.0,650900000.0,840172540.0,347018340.0,654510900.0,936677060.0,867888200.0,808802750.0
2063.0,742755900.0,782594800.0,625474600.0,1078990000.0,1394626600.0,933529340.0,940140200.0,612726500.0,800282050.0,332870200.0,627947900.0,899862700.0,828974660.0,777104000.0
2064.0,708836860.0,759685800.0,636031900.0,1033517760.0,1343088800.0,891411300.0,904455360.0,604709800.0,784012300.0,311215840.0,597959800.0,855848640.0,802124350.0,754825700.0
2065.0,689504960.0,731997700.0,594738750.0,1008356100.0,1330579200.0,885938560.0,862182500.0,572919700.0,742686800.0,292590100.0,594473400.0,823377100.0,754599200.0,741014460.0
2066.0,838906240.0,716870200.0,568375400.0,1051478800.0,1336564500.0,894489600.0,821618800.0,547863700.0,739997100.0,273769400.0,579574300.0,787289500.0,724426700.0,725469700.0
2067.0,695362700.0,689506940.0,556177100.0,1045722750.0,1287079400.0,839887000.0,795275500.0,524628640.0,708914900.0,255664780.0,574500500.0,757932350.0,701583700.0,698880200.0
2068.0,679436740.0,665247550.0,539080900.0,967968830.0,1297366900.0,822004200.0,762792300.0,509242500.0,693210100.0,243948540.0,550459800.0,716627200.0,693950660.0,674475840.0
2069.0,628329100.0,650398500.0,525450460.0,941410050.0,1286167900.0,829290240.0,742954240.0,490801800.0,680038400.0,233262700.0,537416800.0,692348200.0,673394600.0,644261250.0
2070.0,604971500.0,654237500.0,505040580.0,903001600.0,1229499100.0,790109700.0,719675140.0,471109800.0,665199550.0,225541970.0,521093570.0,659258600.0,649643700.0,629318660.0
2071.0,584396300.0,615752600.0,486964450.0,895249900.0,1202108200.0,750964300.0,696751300.0,449767970.0,641227200.0,212508430.0,506877300.0,632182460.0,633611400.0,607934000.0
2072.0,559924800.0,658271300.0,465018600.0,888653950.0,1174269400.0,732120900.0,676666560.0,430650020.0,617397100.0,205581840.0,496684640.0,607709200.0,621453200.0,583393400.0
2073.0,542974850.0,597108860.0,446549340.0,853411460.0,1212248400.0,741780800.0,652024500.0,412063870.0,605765800.0,203856530.0,484491200.0,585088500.0,607109060.0,561995600.0
2074.0,534179780.0,600119040.0,427234880.0,894040060.0,1141992200.0,710449660.0,639473660.0,424816400.0,598211600.0,188412740.0,464007000.0,560820740.0,583513800.0,549217000.0
2075.0,516370020.0,566075650.0,413977180.0,834660100.0,1155574300.0,716686850.0,602225540.0,400194620.0,564606340.0,180707420.0,454737730.0,533463840.0,578856640.0,531749860.0
2076.0,495291200.0,536251970.0,398500480.0,812195600.0,1123103600.0,683687360.0,594729500.0,372536670.0,576954300.0,178110500.0,438853280.0,511264580.0,560382600.0,508610940.0
2077.0,491387680.0,527602300.0,385868700.0,788193400.0,1149150600.0,742936960.0,568772500.0,360600160.0,546454700.0,170767230.0,448626600.0,491019870.0,547380740.0,486787620.0
2078.0,464038180.0,515078100.0,378024420.0,772268300.0,1148691300.0,656511360.0,547305400.0,348396030.0,544957800.0,166203280.0,412560160.0,465608130.0,538106900.0,473869900.0
2079.0,448117980.0,508403260.0,365408930.0,761195400.0,1070957250.0,643315300.0,556641000.0,339068030.0,538905700.0,161873920.0,403015680.0,441854850.0,551039400.0,463604960.0
2080.0,438884450.0,548198460.0,353987300.0,728652500.0,1065260500.0,642001400.0,527135230.0,333398980.0,516485800.0,156699730.0,403068540.0,417725340.0,549266000.0,447059650.0
2081.0,439954880.0,492335420.0,345633400.0,707623500.0,1075949400.0,660461300.0,540463940.0,314737150.0,537176900.0,153813700.0,410889900.0,397416320.0,489197100.0,435830240.0
2082.0,414472060.0,495277900.0,332067500.0,690360900.0,1029626000.0,624712060.0,518679900.0,304728400.0,507183840.0,150644300.0,387210720.0,378653470.0,540141400.0,419024220.0
2083.0,402920700.0,453553280.0,322044160.0,670478340.0,1035363900.0,620182400.0,473537820.0,293695260.0,470279300.0,146698670.0,414598660.0,363857180.0,465573920.0,407192000.0
2084.0,392341100.0,423633280.0,309918140.0,649667400.0,1048475260.0,645516000.0,456459550.0,288544640.0,465546370.0,146487870.0,364740000.0,345414300.0,497179900.0,391121730.0
2085.0,383332960.0,439168930.0,308859070.0,636024700.0,1346572500.0,581033500.0,440869730.0,280545630.0,453226270.0,144103170.0,359206880.0,329945000.0,448895800.0,380379230.0
2086.0,373633660.0,407361470.0,288721730.0,637937900.0,1051357200.0,573234370.0,425365400.0,273344640.0,449534180.0,140314160.0,344577730.0,316490660.0,437115170.0,372584800.0
2087.0,362664320.0,388596860.0,278427230.0,615295400.0,978696260.0,562002600.0,408736700.0,261594640.0,440182240.0,137264600.0,352514430.0,300519600.0,426372900.0,358746880.0
2088.0,352969820.0,384189980.0,271003140.0,597725000.0,1017074500.0,546267460.0,390485700.0,253766640.0,425041280.0,132831176.0,341216400.0,284971330.0,425467420.0,345670100.0
2089.0,340466140.0,382978600.0,260226260.0,578764200.0,1017290940.0,538283460.0,370976320.0,240452420.0,470716300.0,129425670.0,332610780.0,275820130.0,406970270.0,332947900.0
2090.0,329681100.0,374126500.0,253780270.0,561209900.0,964057700.0,546402100.0,359741950.0,231190130.0,435805220.0,127605130.0,364875200.0,264040800.0,402401300.0,323445900.0
2091.0,323023360.0,355735780.0,247825060.0,574950600.0,970783300.0,517909100.0,346924130.0,224087600.0,410325730.0,125303540.0,323595400.0,248325540.0,401508930.0,307647420.0
2092.0,330136700.0,349302400.0,240311360.0,559323800.0,938336700.0,511011170.0,354311420.0,219828940.0,405430500.0,126891540.0,330979970.0,231259730.0,398214140.0,305783650.0
2093.0,310940580.0,341173630.0,232284670.0,546966140.0,918226100.0,515408220.0,325760600.0,212730820.0,397703260.0,123377310.0,320602780.0,221301150.0,385656030.0,297104500.0
2094.0,300839200.0,336916450.0,234003250.0,526395520.0,936197060.0,554875200.0,315945380.0,205155680.0,401885340.0,120422240.0,345544220.0,210748380.0,378580200.0,285214880.0
2095.0,294905100.0,324941220.0,223094130.0,525786980.0,1064875700.0,529511230.0,317505500.0,199285340.0,385021500.0,118800104.0,308181980.0,204698580.0,365679040.0,279091700.0
2096.0,289165860.0,323814800.0,220115200.0,509557800.0,946035400.0,505657380.0,299758080.0,193005340.0,395598600.0,118080820.0,307421380.0,198142560.0,356670750.0,272973300.0
2097.0,281912320.0,367237400.0,218533760.0,502016860.0,949232600.0,501710620.0,286551700.0,187406750.0,380828100.0,115947416.0,296343740.0,189512200.0,347369570.0,264289980.0
2098.0,278551230.0,360428400.0,214774060.0,490969800.0,922777540.0,469616700.0,280369660.0,183702350.0,370993920.0,113971830.0,290517200.0,183899000.0,374823000.0,261742030.0
2099.0,269348700.0,378002750.0,209666980.0,478267300.0,868695800.0,460295680.0,274574720.0,178924100.0,417380830.0,112957620.0,309089150.0,180976580.0,339377860.0,255173860.0
2100.0,260600940.0,332332320.0,206657860.0,477634940.0,912990300.0,453785400.0,259085230.0,175734560.0,373227460.0,112440700.0,301761200.0,176862050.0,329519520.0,246338750.0
