time,GFDL-ESM4,CAMS-CSM1-0,EC-EARTH3-VEG,MRI-ESM2-0
2056.0,1305880800.0,1827131800.0,891364160.0,948090240.0
2057.0,1278743200.0,1754899000.0,856191600.0,903587800.0
2058.0,1301600300.0,1748805900.0,843531140.0,926683300.0
2059.0,1247783000.0,1789723100.0,851230700.0,862405300.0
2060.0,1216148000.0,1758205400.0,893720060.0,840727500.0
2061.0,1363941400.0,1714196100.0,801918850.0,809478200.0
2062.0,1188489900.0,1706299100.0,749536830.0,817578900.0
2063.0,1188057300.0,1703290100.0,714487550.0,785772300.0
2064.0,1265128800.0,1653419800.0,695562750.0,807812160.0
2065.0,1163268700.0,1624898700.0,767602370.0,757748000.0
2066.0,1203108200.0,1629457400.0,672242700.0,771262900.0
2067.0,1145025300.0,1696710900.0,659226430.0,774409100.0
2068.0,1091259800.0,1846308500.0,643411840.0,855565250.0
2069.0,1109806000.0,1748186400.0,622812000.0,851679600.0
2070.0,1166806400.0,1668965100.0,661615360.0,761880500.0
2071.0,1077870600.0,1624152400.0,591517440.0,776024100.0
2072.0,1040821060.0,1581769100.0,781901100.0,706634560.0
2073.0,1140356400.0,1618636500.0,672455230.0,699085760.0
2074.0,1038332400.0,1730014700.0,655029250.0,749966850.0
2075.0,993366500.0,1919689300.0,570995700.0,752876500.0
2076.0,1059787400.0,1660044000.0,605840060.0,705273400.0
2077.0,1012359000.0,1696329700.0,576958660.0,948817150.0
2078.0,1367142500.0,1648580500.0,655922400.0,1176959700.0
2079.0,1018350400.0,1597966800.0,594984200.0,1025347500.0
2080.0,1091871500.0,1648860700.0,551469950.0,853565500.0
2081.0,982557000.0,1566506000.0,520761540.0,753583400.0
2082.0,1007974140.0,1546793500.0,534687400.0,786954750.0
2083.0,995086500.0,1522900700.0,567134200.0,764724740.0
2084.0,1031550100.0,1524648800.0,508248220.0,681594600.0
2085.0,997568900.0,1660485900.0,500200740.0,658504300.0
2086.0,1020077400.0,1522659500.0,487666500.0,705822900.0
2087.0,944825540.0,1693113300.0,481576600.0,648947260.0
2088.0,984107840.0,1619562200.0,490025500.0,643972000.0
2089.0,991551500.0,1550267100.0,468621220.0,739354560.0
2090.0,938403600.0,1517143000.0,460703500.0,652251650.0
2091.0,1003631550.0,1481467100.0,450134720.0,700868740.0
2092.0,972921800.0,1533949300.0,451757540.0,762931840.0
2093.0,975259900.0,1500969300.0,439214530.0,680437200.0
2094.0,970533570.0,1494649500.0,453129730.0,739140540.0
2095.0,917286140.0,1505099400.0,430269760.0,686179400.0
2096.0,1002400060.0,1539524100.0,497558000.0,793663360.0
2097.0,966486800.0,1534312200.0,424265000.0,674841000.0
2098.0,997186100.0,1543499100.0,414579700.0,1032867900.0
2099.0,1010856900.0,1696169100.0,406149860.0,728536400.0
2100.0,955149250.0,1620242300.0,403130700.0,790201660.0
