time,BCC-CSM2-MR,CAMS-CSM1-0,INM-CM5-0,NORESM2-MM,GFDL-ESM4,CESM2,FGOALS-F3-L,MPI-ESM1-2-HR,CESM2-WACCM,EC-EARTH3,MRI-ESM2-0,EC-EARTH3-VEG,INM-CM4-8
2030.0,2064273400.0,2196606000.0,2134898200.0,2074453200.0,2076306300.0,2040408300.0,2085082800.0,2023187200.0,2119669500.0,1847621500.0,2001444200.0,2043834600.0,2115777700.0
2031.0,2027007200.0,2134503300.0,2106566700.0,2101053700.0,2039310700.0,1989101800.0,2084510300.0,1995943700.0,2086415400.0,1784198700.0,1972848600.0,1990330800.0,2074399000.0
2032.0,2009621800.0,2110368500.0,2109251700.0,2019231500.0,2007988600.0,1942842100.0,1992445600.0,1961030700.0,2029854100.0,1745740300.0,1952703400.0,1911189600.0,2067754100.0
2033.0,1970090600.0,2045330300.0,2044091400.0,2031736700.0,2004703200.0,1912942200.0,1957493600.0,1921358100.0,1983957400.0,1670445400.0,1940617000.0,1880874400.0,2108033700.0
2034.0,1957443300.0,2032387500.0,2010961300.0,1954751500.0,2022946700.0,1893972600.0,1915234600.0,1963859300.0,1970938900.0,1586188500.0,1910207700.0,1833232000.0,2028833300.0
2035.0,1930388400.0,2009656600.0,1982250200.0,1944214500.0,2020867300.0,1854732500.0,1868874200.0,1905673300.0,1940716400.0,1503657200.0,1850087700.0,1774572400.0,1988718500.0
2036.0,1877134500.0,1970739800.0,1987460700.0,2019980300.0,1928638000.0,1810831100.0,1838959600.0,1872973600.0,1907671700.0,1430960900.0,1794107500.0,1722514300.0,1953396400.0
2037.0,1844998000.0,1943712100.0,1911559400.0,1895352700.0,1999162800.0,1782539800.0,1795782700.0,1794681700.0,1866455200.0,1351630500.0,1737783600.0,1709639700.0,1898298500.0
2038.0,1840026400.0,1914931700.0,1858442000.0,1827649900.0,1907799000.0,1737229000.0,1768212500.0,1777657900.0,1881104600.0,1288244000.0,1710873500.0,1638930600.0,1866059000.0
2039.0,1810383600.0,1978098200.0,1809123000.0,1821459500.0,1857704700.0,1696888400.0,1731868300.0,1738597600.0,1797275600.0,1230265000.0,1638598100.0,1606807000.0,1847268200.0
2040.0,1780269000.0,2015435600.0,1778263900.0,1784156700.0,1860574000.0,1718911000.0,1695672300.0,1727681200.0,1761636500.0,1181320700.0,1619938000.0,1534427500.0,1784769200.0
2041.0,1731760400.0,1852859600.0,1740774500.0,1734529700.0,1811434600.0,1671480000.0,1651590800.0,1641516500.0,1713865900.0,1126017500.0,1550404100.0,1498217600.0,1830897000.0
2042.0,1689491700.0,1833421200.0,1711165800.0,1727450400.0,1791275600.0,1605297800.0,1622293400.0,1615508100.0,1672346900.0,1077783700.0,1501664100.0,1443662700.0,1823631900.0
2043.0,1652818000.0,1807135400.0,1661115600.0,1670283300.0,1773884400.0,1533647500.0,1599482100.0,1544586600.0,1633207200.0,1018927500.0,1453052300.0,1407512700.0,1748241500.0
2044.0,1616676400.0,1774235300.0,1648328600.0,1610484200.0,1724901200.0,1483755900.0,1552363900.0,1513691300.0,1589341800.0,968219970.0,1394450800.0,1376339000.0,1665856000.0
2045.0,1569625200.0,1814770400.0,1597123000.0,1565059800.0,1769343600.0,1439966700.0,1506224400.0,1473038500.0,1559084900.0,941847600.0,1352075900.0,1318767600.0,1634878100.0
2046.0,1528615600.0,1799335700.0,1522471400.0,1528371000.0,1665288400.0,1401736100.0,1461920300.0,1448167700.0,1506264200.0,889607740.0,1304849000.0,1251740300.0,1659274600.0
2047.0,1483557100.0,1713466100.0,1483633300.0,1479105700.0,1636556000.0,1336508800.0,1416606700.0,1385312600.0,1473837300.0,834976800.0,1263838700.0,1226480600.0,1648295200.0
2048.0,1454601100.0,1686730600.0,1432219300.0,1452500400.0,1595147400.0,1297361300.0,1375129500.0,1351346400.0,1454788000.0,792297860.0,1227452300.0,1180018400.0,1541285800.0
2049.0,1428940000.0,1646556400.0,1374769800.0,1411327500.0,1563713900.0,1240416100.0,1399363100.0,1325336000.0,1473299200.0,729919200.0,1173205900.0,1119123700.0,1517945700.0
2050.0,1390132200.0,1647166000.0,1348213900.0,1367804300.0,1517892200.0,1192259300.0,1325754100.0,1300764900.0,1360243100.0,697116160.0,1134736800.0,1074700400.0,1496238600.0
2051.0,1353189500.0,1608419600.0,1306806500.0,1321125200.0,1509371100.0,1144954400.0,1260454100.0,1234499800.0,1311585200.0,662586940.0,1091968400.0,1079686900.0,1458298100.0
2052.0,1311287000.0,1575001300.0,1273007100.0,1282248400.0,1483391600.0,1114255700.0,1211226400.0,1181157600.0,1284574700.0,624623040.0,1040007900.0,977197500.0,1429391400.0
2053.0,1256398200.0,1529404300.0,1246401500.0,1237843600.0,1466885900.0,1071035840.0,1198052900.0,1134976400.0,1230753700.0,581668500.0,1016914300.0,933197700.0,1391840500.0
2054.0,1191310600.0,1500482200.0,1201327200.0,1185803400.0,1439835300.0,1035836000.0,1127969700.0,1082328300.0,1179636500.0,542543300.0,965661630.0,883425200.0,1338650400.0
2055.0,1153009900.0,1491677400.0,1160274000.0,1136121900.0,1407105500.0,981741000.0,1093639800.0,1066950340.0,1133178000.0,512246100.0,943208700.0,847016100.0,1287611800.0
2056.0,1106297300.0,1520810000.0,1113157100.0,1107545600.0,1361065600.0,942326800.0,1045066600.0,1006884600.0,1089236200.0,481077950.0,913429440.0,797266700.0,1264279000.0
2057.0,1094389000.0,1441608400.0,1080685800.0,1045294340.0,1304914400.0,900171260.0,1017842240.0,969909700.0,1039475460.0,456364960.0,856491700.0,770044600.0,1224932100.0
2058.0,1047294600.0,1451263100.0,1040661400.0,1002076200.0,1300092800.0,894654700.0,981472600.0,937945400.0,995236800.0,436354080.0,830543100.0,733108600.0,1186566300.0
2059.0,1006656000.0,1391271800.0,1017900600.0,962817700.0,1289969000.0,840436800.0,939484860.0,899991800.0,958572600.0,414639550.0,781414500.0,708362600.0,1132522000.0
2060.0,964203840.0,1345970400.0,950650430.0,929232100.0,1225133300.0,787007300.0,904301400.0,852579400.0,921766140.0,389218800.0,755703700.0,677034000.0,1105643600.0
2061.0,917349200.0,1315577300.0,925178050.0,909290100.0,1195014900.0,753922940.0,878312300.0,812072770.0,872912100.0,373061600.0,730132700.0,650104060.0,1078685000.0
2062.0,873370200.0,1336870500.0,890890900.0,860155460.0,1161359500.0,720720500.0,885027400.0,766757200.0,831650750.0,350269730.0,705902100.0,613903200.0,1026847300.0
2063.0,820435260.0,1282032400.0,857310460.0,831477250.0,1144172700.0,689973440.0,838229900.0,740459500.0,795039000.0,334920000.0,671028860.0,583303360.0,1005545300.0
2064.0,782980100.0,1242475100.0,833665660.0,794101500.0,1146175400.0,671583800.0,786604500.0,706499200.0,756942460.0,313559740.0,651705800.0,560685900.0,964535500.0
2065.0,739076030.0,1220087800.0,809340740.0,758856400.0,1089524000.0,641575550.0,735674560.0,672766850.0,719451650.0,297969150.0,631061250.0,525538180.0,948043800.0
2066.0,694422140.0,1182783000.0,770033200.0,731198900.0,1058081400.0,614779500.0,719982700.0,641570050.0,692514400.0,280368770.0,612958000.0,501326180.0,914312800.0
2067.0,656554200.0,1156378600.0,780932200.0,701012540.0,1020669800.0,589852860.0,695506560.0,634543360.0,677777500.0,267667540.0,588953600.0,475322780.0,882961000.0
2068.0,621657500.0,1123299800.0,738050100.0,675385200.0,1015221600.0,569535800.0,659202600.0,604558600.0,641524160.0,246269260.0,569464900.0,446926370.0,849437400.0
2069.0,591208060.0,1115539700.0,717782660.0,661498050.0,968109200.0,547077060.0,624145000.0,576913600.0,614363000.0,228408960.0,548731100.0,421379900.0,832128450.0
2070.0,559934000.0,1078365000.0,681516400.0,632930400.0,931763460.0,522407900.0,595469700.0,548787600.0,584885500.0,213576900.0,533748400.0,399378750.0,823995970.0
2071.0,527685150.0,1039027300.0,655225100.0,606029300.0,904036350.0,504187780.0,591346200.0,530902000.0,555237250.0,204359740.0,513138180.0,381858460.0,769655740.0
2072.0,503735040.0,1035109950.0,696553150.0,580253600.0,881563260.0,488860130.0,558115400.0,517563460.0,530437630.0,194561660.0,494534600.0,349937900.0,733244900.0
2073.0,467322240.0,997599700.0,643948400.0,552165000.0,888456800.0,466664000.0,540421250.0,498387360.0,505821300.0,185653200.0,465328200.0,325709540.0,715792060.0
2074.0,423686620.0,979062460.0,611431200.0,532057570.0,840177900.0,444627420.0,506685440.0,472508480.0,470840220.0,175627820.0,449468770.0,303507500.0,696697700.0
2075.0,391343580.0,964832400.0,587153000.0,514514300.0,816965200.0,430779000.0,484234800.0,449411600.0,443588800.0,168213100.0,435439520.0,286560800.0,670083500.0
2076.0,373283260.0,922375300.0,568942340.0,503238500.0,794018240.0,400637060.0,470371360.0,431654600.0,419518850.0,158121620.0,472927580.0,266165860.0,650048640.0
2077.0,337759780.0,936911700.0,547161860.0,479640400.0,774686200.0,382903230.0,448801600.0,406916930.0,401731070.0,152141680.0,410404960.0,253201400.0,626031000.0
2078.0,315486370.0,888572900.0,522904540.0,459680670.0,754505300.0,357206820.0,428308260.0,385598050.0,381731070.0,144887540.0,388658560.0,239980080.0,618999550.0
2079.0,293768000.0,871670300.0,508795400.0,438681280.0,733075460.0,338944130.0,398932200.0,372079460.0,362225120.0,136974770.0,373215970.0,225801440.0,590732740.0
2080.0,271904320.0,843532800.0,483422300.0,421351600.0,702473340.0,322443360.0,383390660.0,368547650.0,346376300.0,133751300.0,356874180.0,211886530.0,564159740.0
2081.0,248810740.0,825774850.0,468736670.0,404411070.0,680249340.0,303737000.0,363442720.0,350255900.0,344580450.0,127719920.0,345018430.0,201773550.0,546085000.0
2082.0,234894020.0,808888200.0,452546240.0,377725250.0,656900800.0,283644300.0,343226100.0,331207840.0,315453440.0,124313980.0,333367330.0,193383950.0,560272600.0
2083.0,225331680.0,774814200.0,432384600.0,357615500.0,639208770.0,275486240.0,329486300.0,313003000.0,299708640.0,120314700.0,320431600.0,180205250.0,523487330.0
2084.0,215206740.0,755504900.0,438989060.0,335388160.0,616317300.0,259469950.0,316008830.0,308500400.0,281850400.0,115764480.0,319933860.0,172890780.0,504796130.0
2085.0,200383940.0,738107650.0,404850200.0,316456740.0,587150000.0,248194600.0,306423800.0,290370700.0,271582600.0,112752170.0,298855260.0,163497250.0,484584670.0
2086.0,188264200.0,716956860.0,392102370.0,301749730.0,565774300.0,234518820.0,295077920.0,278602620.0,258219040.0,108781660.0,288170100.0,158714400.0,476553950.0
2087.0,180201100.0,702340160.0,378235330.0,287443970.0,544553900.0,221194240.0,279719840.0,266838560.0,240839890.0,105294230.0,276183360.0,152061630.0,448815680.0
2088.0,171046350.0,707095940.0,359325220.0,279722020.0,533664930.0,207797180.0,270341440.0,257862620.0,230638300.0,102443384.0,261962720.0,144297420.0,452012220.0
2089.0,163248720.0,663476700.0,343813380.0,262230720.0,513723100.0,199948600.0,260338750.0,249563230.0,219468800.0,99382990.0,254729180.0,139216690.0,423333280.0
2090.0,158763660.0,635383940.0,332670660.0,248122220.0,500989060.0,189850400.0,258726510.0,241935000.0,214288430.0,96363410.0,246044600.0,134273400.0,401222340.0
2091.0,152345260.0,633654140.0,321708800.0,236025060.0,475556130.0,182293980.0,247996960.0,233432300.0,205375620.0,94208340.0,234546560.0,129183980.0,385662140.0
2092.0,146759620.0,607471800.0,315289200.0,227217620.0,458264830.0,175195500.0,235953230.0,224631150.0,196526850.0,92499040.0,222483600.0,124840776.0,367628200.0
2093.0,142626500.0,592819300.0,301140770.0,216413580.0,439212600.0,173472530.0,229187570.0,217836770.0,188692180.0,89416000.0,216540770.0,120175570.0,350518850.0
2094.0,136726580.0,580878300.0,290441920.0,206262860.0,422033150.0,164322830.0,221624960.0,207308260.0,181670980.0,87819040.0,218423650.0,115255816.0,333103360.0
2095.0,133693690.0,564627140.0,284257340.0,201489580.0,407622270.0,157825620.0,214060020.0,212722350.0,175480690.0,84288000.0,210687790.0,112541620.0,327105900.0
2096.0,127702530.0,550165500.0,276427870.0,187376580.0,388737400.0,153228480.0,204429390.0,195711580.0,168080830.0,80711600.0,203930030.0,110319120.0,314829220.0
2097.0,124447410.0,528591600.0,268071540.0,179748020.0,370679520.0,147661900.0,195612270.0,187924240.0,163245570.0,78503010.0,196709760.0,105550744.0,301974050.0
2098.0,120902820.0,511807400.0,258812750.0,172849170.0,357965730.0,144252600.0,202814640.0,184240460.0,159860620.0,75335900.0,191864600.0,103283080.0,292325120.0
2099.0,117334560.0,516730530.0,251597730.0,167855710.0,350557760.0,142076060.0,185451920.0,188533150.0,154478860.0,73429490.0,188134270.0,99488344.0,280246700.0
2100.0,113989910.0,489620320.0,242214820.0,159712160.0,343470400.0,140303800.0,181966270.0,174312270.0,150351740.0,71191016.0,182536370.0,97168130.0,267371500.0
