time,CANESM5,CESM2-WACCM,MRI-ESM2-0,IPSL-CM6A-LR
2114.0,417753900.0,397389660.0,628480830.0,466621920.0
2115.0,425683700.0,396764640.0,620757760.0,490892900.0
2116.0,465023600.0,401693920.0,616932000.0,495660380.0
2117.0,451495170.0,398804160.0,638061800.0,525480300.0
2118.0,443807300.0,392632100.0,652570200.0,580483260.0
2119.0,451434270.0,406532580.0,660745600.0,527135300.0
2120.0,465059070.0,394099620.0,652582460.0,527015420.0
2121.0,454692600.0,428569950.0,649579800.0,541010050.0
2122.0,489608930.0,402540830.0,671226400.0,551136830.0
2123.0,524929900.0,433899900.0,666709100.0,549546240.0
2124.0,506359780.0,468428860.0,668681800.0,543721700.0
2125.0,504062300.0,434416600.0,667865860.0,570312000.0
2126.0,507959230.0,439107400.0,756578200.0,558256640.0
2127.0,520436800.0,444299140.0,739947800.0,629963460.0
2128.0,514091170.0,436335170.0,739085400.0,636521600.0
2129.0,568086200.0,446111650.0,743466200.0,638719940.0
2130.0,564090700.0,445473250.0,739476600.0,642772200.0
2131.0,568151400.0,460696450.0,836321900.0,637340900.0
2132.0,562496800.0,455516380.0,816836860.0,630410940.0
2133.0,572507400.0,513720060.0,760726500.0,640078300.0
2134.0,588995140.0,469714800.0,814896800.0,653079230.0
2135.0,601544060.0,465499460.0,825368800.0,626286200.0
2136.0,658848830.0,463762140.0,801018000.0,632660350.0
2137.0,616973630.0,467196200.0,831335700.0,739330600.0
2138.0,614568200.0,461253760.0,826789200.0,679284300.0
2139.0,603149800.0,457968600.0,877097660.0,659009300.0
2140.0,624736060.0,475273470.0,862086700.0,700026300.0
2141.0,620367940.0,465960480.0,897531140.0,702115200.0
2142.0,636505400.0,460920830.0,925966140.0,690461440.0
2143.0,644078340.0,460241730.0,880781300.0,696644500.0
2144.0,645009860.0,464947550.0,896538700.0,695919400.0
2145.0,649666800.0,456290050.0,880724860.0,698399940.0
2146.0,656942500.0,484397440.0,877354500.0,708546800.0
2147.0,668674000.0,473445760.0,876334850.0,806100350.0
2148.0,680479740.0,462953570.0,882066400.0,730373060.0
2149.0,706490500.0,479939360.0,883080260.0,745266240.0
2150.0,699628300.0,478666140.0,871064770.0,770384300.0
2151.0,701517000.0,477186270.0,926521340.0,765422100.0
2152.0,731154100.0,523868380.0,883604030.0,790787600.0
2153.0,726821950.0,550402050.0,885276400.0,792568260.0
2154.0,721759000.0,526354750.0,889672450.0,782534500.0
2155.0,763446500.0,533870500.0,875804100.0,767599550.0
2156.0,765846200.0,529312260.0,875461060.0,759224770.0
2157.0,771569660.0,540320300.0,941539900.0,790426800.0
2158.0,752990800.0,533665020.0,909283200.0,763688400.0
2159.0,761862460.0,523256770.0,902375940.0,775351100.0
2160.0,759281300.0,563552800.0,919843300.0,748318000.0
2161.0,787334140.0,535394180.0,985352100.0,741274940.0
2162.0,766163800.0,522999170.0,940061250.0,752274050.0
2163.0,780670500.0,529716930.0,919845760.0,742263800.0
2164.0,853093800.0,547381900.0,1012256060.0,739570240.0
2165.0,814349800.0,532827420.0,933650000.0,751849300.0
2166.0,813737000.0,549249800.0,921861500.0,746922430.0
2167.0,809199550.0,532375940.0,1046656400.0,787860000.0
2168.0,819326700.0,529727100.0,1022646700.0,849805100.0
2169.0,816655550.0,547402050.0,973808640.0,803477500.0
2170.0,800563650.0,525302270.0,1008756400.0,786131900.0
2171.0,799294200.0,555101440.0,989887550.0,824959500.0
2172.0,815843800.0,680709950.0,975408060.0,895824060.0
2173.0,843655000.0,605871600.0,976775300.0,844368400.0
2174.0,861177000.0,568014660.0,963736300.0,840661000.0
2175.0,825911800.0,568624500.0,998163100.0,883967700.0
2176.0,920210500.0,560878300.0,1018318200.0,860960100.0
2177.0,872496640.0,552758500.0,1001063600.0,922114400.0
2178.0,858642400.0,577647300.0,991868000.0,922387840.0
2179.0,859494800.0,562372500.0,982820400.0,897885300.0
2180.0,938589440.0,549993150.0,977162430.0,900486400.0
2181.0,900832450.0,546087300.0,971655000.0,895136100.0
2182.0,931299500.0,555141440.0,972271170.0,930023800.0
2183.0,918529700.0,550821600.0,1002511360.0,989447500.0
2184.0,934122430.0,539605200.0,977173440.0,953652500.0
2185.0,925236400.0,552359200.0,992620160.0,929838700.0
2186.0,927471300.0,549652540.0,1077383800.0,922123140.0
2187.0,935895700.0,542052300.0,1010649660.0,909744700.0
2188.0,926894660.0,558580500.0,1022536060.0,901785150.0
2189.0,934792800.0,536693200.0,1135258100.0,926372300.0
2190.0,933984500.0,532942370.0,1063494660.0,929136500.0
2191.0,930115140.0,541246140.0,1040485250.0,905907000.0
2192.0,938536600.0,562127500.0,1053568600.0,897365000.0
2193.0,961426300.0,572667460.0,1058557400.0,983905860.0
2194.0,953008300.0,546702850.0,1046968100.0,948854500.0
2195.0,961791200.0,595357100.0,1049408500.0,906765440.0
2196.0,1003927400.0,558608800.0,1042449200.0,899825700.0
2197.0,990431740.0,541245600.0,1040888800.0,938661440.0
2198.0,973196300.0,541435460.0,1033854100.0,934112000.0
2199.0,979695170.0,536001860.0,1025995260.0,914723900.0
2200.0,980331300.0,528774530.0,1016488300.0,995083500.0
2201.0,1024238500.0,538029700.0,1043811100.0,963704770.0
2202.0,1021760700.0,533517800.0,1071368800.0,938922750.0
2203.0,1048037200.0,524333060.0,1044562200.0,922959000.0
2204.0,1015556700.0,523218080.0,1031025000.0,915428160.0
2205.0,1012993540.0,515741730.0,1060529000.0,957098800.0
2206.0,996737400.0,517515680.0,1030819800.0,957375040.0
2207.0,992383360.0,513227420.0,1042893950.0,921510500.0
2208.0,994340600.0,510427520.0,1028775900.0,915576200.0
2209.0,986050900.0,510264030.0,1016394800.0,954717500.0
2210.0,986903940.0,506000320.0,1010933250.0,938904700.0
2211.0,978587840.0,505507680.0,1016186940.0,953046400.0
2212.0,1010174200.0,504561440.0,1010190500.0,1032812350.0
2213.0,982508000.0,516388670.0,1004897200.0,989227000.0
2214.0,979759200.0,505534340.0,998743230.0,962709700.0
2215.0,984373800.0,502118340.0,991792100.0,1012956900.0
2216.0,976139500.0,512644670.0,1018439940.0,1004420200.0
2217.0,991998850.0,504058400.0,1012497300.0,1028164900.0
2218.0,991762600.0,497273660.0,991851400.0,1048777860.0
2219.0,977997760.0,504148350.0,984297500.0,1007260160.0
2220.0,969119500.0,504032700.0,977241660.0,1015528100.0
2221.0,980745600.0,504250200.0,977434700.0,1063556000.0
2222.0,964766000.0,500225470.0,994301100.0,1039137200.0
2223.0,954055800.0,518415040.0,979227900.0,1021506900.0
2224.0,947344450.0,502107700.0,964248000.0,1051238100.0
2225.0,1011658600.0,529781100.0,1012724500.0,1041729150.0
2226.0,1080027500.0,524226050.0,1003311100.0,1021876030.0
2227.0,1024260400.0,516001660.0,968885600.0,1034923900.0
2228.0,1018229500.0,545890600.0,967003260.0,1060938430.0
2229.0,991651600.0,519725570.0,967399740.0,1098190200.0
2230.0,1032016400.0,514523620.0,956617340.0,1098286600.0
2231.0,1013484700.0,537917060.0,954474050.0,1090626300.0
2232.0,988932860.0,513047700.0,946965250.0,1092254200.0
2233.0,993471800.0,507591330.0,939026750.0,1065599360.0
2234.0,988861250.0,521877470.0,946820000.0,1058849540.0
2235.0,986070850.0,519682400.0,940307800.0,1127040100.0
2236.0,977442940.0,513892580.0,938284300.0,1104691600.0
2237.0,978262140.0,514866850.0,952624200.0,1090975700.0
2238.0,978052400.0,507581760.0,935651500.0,1078057100.0
2239.0,995797060.0,589663170.0,932837500.0,1075033600.0
2240.0,1024682800.0,518471360.0,950323840.0,1146942700.0
2241.0,1014276000.0,510013900.0,929636100.0,1068593300.0
2242.0,993444600.0,513282980.0,924923200.0,1059886100.0
2243.0,1043419100.0,503168740.0,944442600.0,1050888770.0
2244.0,1000741600.0,508537400.0,917699700.0,1054426750.0
2245.0,991758600.0,499115260.0,920242370.0,1066943100.0
2246.0,998799600.0,498349920.0,1044964200.0,1122192800.0
2247.0,994701000.0,492194370.0,969591700.0,1112128800.0
2248.0,1032851600.0,488879520.0,946782200.0,1079336200.0
2249.0,1070157000.0,493670560.0,1059047700.0,1060978370.0
2250.0,1035059100.0,506473660.0,979129400.0,1065465800.0
2251.0,1041031230.0,482710500.0,969595000.0,1088100600.0
2252.0,1046725900.0,479169630.0,1033402430.0,1072552770.0
2253.0,1077578800.0,486248320.0,984774200.0,1058265100.0
2254.0,1049841660.0,476499700.0,977750900.0,1067919170.0
2255.0,1050594600.0,477049300.0,1041012800.0,1063591400.0
2256.0,1089198200.0,470092960.0,987088400.0,1065186240.0
2257.0,1083537300.0,465586900.0,978755400.0,1045363600.0
2258.0,1059999900.0,463842020.0,1040524200.0,1089655700.0
2259.0,1066374200.0,458780640.0,1044713000.0,1048853600.0
2260.0,1088395100.0,454340770.0,1028167100.0,1034755400.0
2261.0,1067281500.0,453306050.0,1033847900.0,1037030000.0
2262.0,1076797400.0,448901380.0,1021548300.0,1028336500.0
2263.0,1174783900.0,446785600.0,1006505340.0,1020592200.0
2264.0,1148343800.0,449402240.0,1015607700.0,1011063940.0
2265.0,1131327500.0,441870530.0,1000354500.0,1044244900.0
2266.0,1115264300.0,435084700.0,990883800.0,1061955300.0
2267.0,1157609900.0,439142200.0,995088960.0,1013213300.0
2268.0,1161199600.0,437149440.0,980918500.0,1016995260.0
2269.0,1161395700.0,432482980.0,972624260.0,999515600.0
2270.0,1163324700.0,443641730.0,1047200100.0,992734460.0
2271.0,1170741500.0,431878080.0,987524100.0,996595700.0
2272.0,1178191500.0,428134400.0,975186240.0,1007568060.0
2273.0,1162061300.0,428936420.0,999148500.0,990414340.0
2274.0,1156992000.0,425488770.0,980702850.0,983511040.0
2275.0,1162825300.0,425414270.0,998434500.0,979926400.0
2276.0,1172446200.0,486880350.0,978460540.0,975998460.0
2277.0,1159666400.0,458491040.0,978334700.0,1006194240.0
2278.0,1154259200.0,445546240.0,990846140.0,1048392400.0
2279.0,1154439600.0,445445200.0,973840400.0,1007066400.0
2280.0,1178951600.0,443964220.0,999396800.0,991370000.0
2281.0,1194586400.0,438718180.0,979846200.0,985601500.0
2282.0,1189835400.0,435570370.0,976075140.0,1016201800.0
2283.0,1155465700.0,432006800.0,1020586300.0,1006387840.0
2284.0,1156394100.0,436351300.0,1010410050.0,1075370600.0
2285.0,1233614100.0,432771800.0,1008723650.0,1090453500.0
2286.0,1199622300.0,440235940.0,1001002100.0,1059992500.0
2287.0,1189300000.0,448988100.0,998589100.0,1058340100.0
2288.0,1204379800.0,502107520.0,998769800.0,1049825100.0
2289.0,1188614700.0,481629100.0,1005107000.0,1052951040.0
2290.0,1264855800.0,469622180.0,1018303500.0,1068609000.0
2291.0,1213247500.0,486577470.0,991848770.0,1055393660.0
2292.0,1215749900.0,473008400.0,985151100.0,1046061400.0
2293.0,1195794000.0,468846880.0,1005706600.0,1045808400.0
2294.0,1197546000.0,468096420.0,989294700.0,1039202600.0
2295.0,1193203500.0,459626600.0,977930400.0,1081010600.0
2296.0,1192927400.0,463689250.0,972864100.0,1136211500.0
2297.0,1292982300.0,454118340.0,971176400.0,1073977000.0
2298.0,1325214700.0,452821500.0,977226750.0,1089479700.0
2299.0,1279215500.0,472380320.0,962076700.0,1136208000.0
2300.0,1259838100.0,452837220.0,954821900.0,1114131100.0
