time,FGOALS-F3-L,NORESM2-MM,CESM2,ACCESS-CM2,EC-EARTH3,CANESM5,ACCESS-ESM1-5,CAMS-CSM1-0,BCC-CSM2-MR,INM-CM4-8,IPSL-CM6A-LR,MRI-ESM2-0,MPI-ESM1-2-HR,INM-CM5-0,EC-EARTH3-VEG,CESM2-WACCM,GFDL-ESM4
2000.0,2871016300000.0,2871016300000.0,2871016300000.0,2871016300000.0,2871016300000.0,2871016300000.0,2871016300000.0,2871016300000.0,2871016300000.0,2871016300000.0,2871016300000.0,2871016300000.0,2871016300000.0,2871016300000.0,2871016300000.0,2871016300000.0,2871016300000.0
2001.0,2854736400000.0,2854736400000.0,2854736400000.0,2854736400000.0,2854736400000.0,2854736400000.0,2854736400000.0,2854736400000.0,2854736400000.0,2854736400000.0,2854736400000.0,2854736400000.0,2854736400000.0,2854736400000.0,2854736400000.0,2854736400000.0,2854736400000.0
2002.0,2835346600000.0,2835346600000.0,2835346600000.0,2835346600000.0,2835346600000.0,2835346600000.0,2835346600000.0,2835346600000.0,2835346600000.0,2835346600000.0,2835346600000.0,2835346600000.0,2835346600000.0,2835346600000.0,2835346600000.0,2835346600000.0,2835346600000.0
2003.0,2823171000000.0,2823171000000.0,2823171000000.0,2823171000000.0,2823171000000.0,2823171000000.0,2823171000000.0,2823171000000.0,2823171000000.0,2823171000000.0,2823171000000.0,2823171000000.0,2823171000000.0,2823171000000.0,2823171000000.0,2823171000000.0,2823171000000.0
2004.0,2833252000000.0,2833252000000.0,2833252000000.0,2833252000000.0,2833252000000.0,2833252000000.0,2833252000000.0,2833252000000.0,2833252000000.0,2833252000000.0,2833252000000.0,2833252000000.0,2833252000000.0,2833252000000.0,2833252000000.0,2833252000000.0,2833252000000.0
2005.0,2829867500000.0,2829867500000.0,2829867500000.0,2829867500000.0,2829867500000.0,2829867500000.0,2829867500000.0,2829867500000.0,2829867500000.0,2829867500000.0,2829867500000.0,2829867500000.0,2829867500000.0,2829867500000.0,2829867500000.0,2829867500000.0,2829867500000.0
2006.0,2836533000000.0,2836533000000.0,2836533000000.0,2836533000000.0,2836533000000.0,2836533000000.0,2836533000000.0,2836533000000.0,2836533000000.0,2836533000000.0,2836533000000.0,2836533000000.0,2836533000000.0,2836533000000.0,2836533000000.0,2836533000000.0,2836533000000.0
2007.0,2835262700000.0,2835262700000.0,2835262700000.0,2835262700000.0,2835262700000.0,2835262700000.0,2835262700000.0,2835262700000.0,2835262700000.0,2835262700000.0,2835262700000.0,2835262700000.0,2835262700000.0,2835262700000.0,2835262700000.0,2835262700000.0,2835262700000.0
2008.0,2812662000000.0,2812662000000.0,2812662000000.0,2812662000000.0,2812662000000.0,2812662000000.0,2812662000000.0,2812662000000.0,2812662000000.0,2812662000000.0,2812662000000.0,2812662000000.0,2812662000000.0,2812662000000.0,2812662000000.0,2812662000000.0,2812662000000.0
2009.0,2811034000000.0,2811034000000.0,2811034000000.0,2811034000000.0,2811034000000.0,2811034000000.0,2811034000000.0,2811034000000.0,2811034000000.0,2811034000000.0,2811034000000.0,2811034000000.0,2811034000000.0,2811034000000.0,2811034000000.0,2811034000000.0,2811034000000.0
2010.0,2801784600000.0,2801784600000.0,2801784600000.0,2801784600000.0,2801784600000.0,2801784600000.0,2801784600000.0,2801784600000.0,2801784600000.0,2801784600000.0,2801784600000.0,2801784600000.0,2801784600000.0,2801784600000.0,2801784600000.0,2801784600000.0,2801784600000.0
2011.0,2815268700000.0,2815268700000.0,2815268700000.0,2815268700000.0,2815268700000.0,2815268700000.0,2815268700000.0,2815268700000.0,2815268700000.0,2815268700000.0,2815268700000.0,2815268700000.0,2815268700000.0,2815268700000.0,2815268700000.0,2815268700000.0,2815268700000.0
2012.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0
2013.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0
2014.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0
2015.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0
2016.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0
2017.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0
2018.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0
2019.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0
2020.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0
2021.0,2761721400000.0,2782895500000.0,2760360900000.0,2738534200000.0,2725340300000.0,2752114300000.0,2759736700000.0,2769334600000.0,2767045500000.0,2733786000000.0,2769735400000.0,2750766000000.0,2757210400000.0,2741793000000.0,2760212000000.0,2750198300000.0,2772381700000.0
2022.0,2739971000000.0,2768557800000.0,2748430700000.0,2723417400000.0,2709973600000.0,2769412000000.0,2750768500000.0,2772524000000.0,2762678500000.0,2712861400000.0,2746830000000.0,2740981900000.0,2749994400000.0,2733123600000.0,2742089400000.0,2752684200000.0,2748266600000.0
2023.0,2729899500000.0,2761448000000.0,2733063000000.0,2714494600000.0,2672716400000.0,2716830500000.0,2736922600000.0,2764377400000.0,2757103500000.0,2705684700000.0,2731495700000.0,2715206300000.0,2757621000000.0,2711182400000.0,2737458400000.0,2752164100000.0,2741876800000.0
2024.0,2707587900000.0,2747948600000.0,2718936900000.0,2690190000000.0,2639552600000.0,2696716700000.0,2710859000000.0,2768130500000.0,2729900000000.0,2681927600000.0,2712320000000.0,2688412800000.0,2751798400000.0,2682975400000.0,2726249400000.0,2728046400000.0,2726328500000.0
2025.0,2691665000000.0,2721773500000.0,2692548100000.0,2672806300000.0,2612347800000.0,2662876000000.0,2694681500000.0,2745239900000.0,2728165600000.0,2677467000000.0,2700920000000.0,2671355600000.0,2746495500000.0,2663002100000.0,2732987300000.0,2716469000000.0,2715670300000.0
2026.0,2675167700000.0,2728019400000.0,2686414200000.0,2647623200000.0,2578842600000.0,2644947000000.0,2671443400000.0,2726807700000.0,2719792800000.0,2658195500000.0,2699559700000.0,2660820300000.0,2729362000000.0,2642191800000.0,2723160500000.0,2692514600000.0,2698567500000.0
2027.0,2667574700000.0,2723886700000.0,2677530400000.0,2615450300000.0,2541529300000.0,2619506700000.0,2651168000000.0,2731145700000.0,2710261700000.0,2634741400000.0,2676147600000.0,2633240200000.0,2715869500000.0,2615176000000.0,2710992300000.0,2653059800000.0,2667255000000.0
2028.0,2656026500000.0,2721174800000.0,2649761800000.0,2590344200000.0,2490945500000.0,2601107600000.0,2632304600000.0,2720606700000.0,2690751700000.0,2599219400000.0,2653916000000.0,2599260500000.0,2698599000000.0,2601840300000.0,2693113300000.0,2628014800000.0,2651984200000.0
2029.0,2639028000000.0,2707552700000.0,2628095800000.0,2571609300000.0,2449089200000.0,2579499000000.0,2620497600000.0,2730919200000.0,2680627100000.0,2584829200000.0,2630298000000.0,2570880300000.0,2678036400000.0,2578129600000.0,2674752200000.0,2613995400000.0,2638124700000.0
2030.0,2628169000000.0,2684791300000.0,2615650500000.0,2560213400000.0,2408843300000.0,2548950600000.0,2608011400000.0,2736696600000.0,2663429400000.0,2583568000000.0,2613176400000.0,2557860000000.0,2662543400000.0,2545648700000.0,2649695200000.0,2594655400000.0,2619580000000.0
2031.0,2619136500000.0,2668639300000.0,2594980800000.0,2539973000000.0,2366904500000.0,2541076600000.0,2592408900000.0,2720392800000.0,2643801000000.0,2578959000000.0,2590982500000.0,2537201900000.0,2640261200000.0,2523685500000.0,2647137500000.0,2581512300000.0,2615535200000.0
2032.0,2601285600000.0,2665412800000.0,2581881000000.0,2521652800000.0,2322271000000.0,2544425500000.0,2566967500000.0,2707401200000.0,2626019700000.0,2555908200000.0,2566946000000.0,2513473600000.0,2625871500000.0,2498504200000.0,2617883500000.0,2549392000000.0,2596355400000.0
2033.0,2581189000000.0,2658718700000.0,2563020700000.0,2497389800000.0,2281744400000.0,2525476700000.0,2540322400000.0,2680726500000.0,2622248000000.0,2567399500000.0,2554470000000.0,2485770300000.0,2610451400000.0,2480921000000.0,2584265600000.0,2542214000000.0,2587675300000.0
2034.0,2566096400000.0,2639785000000.0,2539381300000.0,2460695000000.0,2252501700000.0,2511925100000.0,2516988200000.0,2667249400000.0,2617553700000.0,2554421000000.0,2538303400000.0,2472338000000.0,2594228700000.0,2475770000000.0,2566875000000.0,2519304800000.0,2579149400000.0
2035.0,2537038300000.0,2628629600000.0,2507162800000.0,2443824900000.0,2206733400000.0,2485692700000.0,2497722000000.0,2642408000000.0,2601323600000.0,2553991100000.0,2508207400000.0,2444179300000.0,2585819300000.0,2470404700000.0,2544839700000.0,2509707000000.0,2564729300000.0
2036.0,2506943000000.0,2610819500000.0,2475576500000.0,2425354500000.0,2167749600000.0,2453750200000.0,2480275200000.0,2633015200000.0,2598622500000.0,2526335700000.0,2475658600000.0,2407825100000.0,2599871300000.0,2460087700000.0,2522968800000.0,2492624300000.0,2548120200000.0
2037.0,2488348200000.0,2597581200000.0,2446189000000.0,2409013200000.0,2130500800000.0,2436823800000.0,2458174000000.0,2631837700000.0,2594010600000.0,2522678300000.0,2466592600000.0,2387196800000.0,2588705600000.0,2440350100000.0,2515059300000.0,2493685400000.0,2542384400000.0
