time,EC-EARTH3,CAMS-CSM1-0,BCC-CSM2-MR,INM-CM4-8,FGOALS-F3-L,NORESM2-MM,CESM2,EC-EARTH3-VEG,CESM2-WACCM,GFDL-ESM4,CMCC-CM2-SR5,MPI-ESM1-2-HR,MRI-ESM2-0,INM-CM5-0
2010.0,2801784600000.0,2801784600000.0,2801784600000.0,2801784600000.0,2801784600000.0,2801784600000.0,2801784600000.0,2801784600000.0,2801784600000.0,2801784600000.0,2801784600000.0,2801784600000.0,2801784600000.0,2801784600000.0
2011.0,2815268700000.0,2815268700000.0,2815268700000.0,2815268700000.0,2815268700000.0,2815268700000.0,2815268700000.0,2815268700000.0,2815268700000.0,2815268700000.0,2815268700000.0,2815268700000.0,2815268700000.0,2815268700000.0
2012.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0
2013.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0
2014.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0
2015.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0
2016.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0
2017.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0
2018.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0
2019.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0
2020.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0
2021.0,2738822600000.0,2752427600000.0,2754353300000.0,2770179500000.0,2742461000000.0,2753559300000.0,2753842400000.0,2752518000000.0,2755245600000.0,2742371500000.0,2758088900000.0,2761216200000.0,2757963500000.0,2762312500000.0
2022.0,2699968400000.0,2740005000000.0,2741446400000.0,2746193000000.0,2737019000000.0,2747120000000.0,2733919700000.0,2731724800000.0,2755820000000.0,2725436200000.0,2749596200000.0,2756822200000.0,2730866800000.0,2747126000000.0
2023.0,2669132600000.0,2737611200000.0,2726634000000.0,2739259000000.0,2739804000000.0,2745302000000.0,2709591200000.0,2710734000000.0,2742711200000.0,2707594400000.0,2740242000000.0,2732566000000.0,2714311000000.0,2733183300000.0
2024.0,2649869300000.0,2730246000000.0,2694073500000.0,2733625000000.0,2733155300000.0,2728609400000.0,2684856600000.0,2691356400000.0,2720018700000.0,2701056500000.0,2739611000000.0,2724337300000.0,2694467300000.0,2719504100000.0
2025.0,2600909700000.0,2742488000000.0,2679815000000.0,2708874000000.0,2697668900000.0,2719694500000.0,2680937800000.0,2683604800000.0,2701252400000.0,2693651200000.0,2734665000000.0,2715966500000.0,2669146000000.0,2703206600000.0
2026.0,2570589000000.0,2725978300000.0,2652420700000.0,2701958600000.0,2678036400000.0,2705630400000.0,2672716200000.0,2674842400000.0,2694124100000.0,2665876300000.0,2724162700000.0,2706915000000.0,2648498500000.0,2684064600000.0
2027.0,2537161500000.0,2716846000000.0,2636263500000.0,2689763600000.0,2678393400000.0,2706272700000.0,2673095000000.0,2648980800000.0,2683053800000.0,2650994000000.0,2691566100000.0,2685787000000.0,2638971700000.0,2679700700000.0
2028.0,2499493500000.0,2690980200000.0,2617976800000.0,2667356600000.0,2647820000000.0,2686816000000.0,2681189400000.0,2640603800000.0,2660232900000.0,2639702800000.0,2694745400000.0,2667570000000.0,2618079600000.0,2653928800000.0
2029.0,2452835300000.0,2698920600000.0,2591819800000.0,2649741900000.0,2630842300000.0,2664912000000.0,2667899500000.0,2613962000000.0,2663803800000.0,2634468000000.0,2684149300000.0,2663290200000.0,2590529300000.0,2629552600000.0
2030.0,2445414200000.0,2680401000000.0,2569262000000.0,2630110700000.0,2618788400000.0,2655162700000.0,2640385000000.0,2605265000000.0,2653184300000.0,2619069400000.0,2669807100000.0,2656327400000.0,2592363000000.0,2601595700000.0
2031.0,2408332700000.0,2674861000000.0,2552054400000.0,2609476300000.0,2590326000000.0,2652493300000.0,2609949000000.0,2590632600000.0,2635037100000.0,2631768500000.0,2654055200000.0,2638977000000.0,2565522300000.0,2584857000000.0
2032.0,2380653700000.0,2673096300000.0,2520179300000.0,2583208400000.0,2566758600000.0,2650920200000.0,2599192000000.0,2575111600000.0,2619976700000.0,2632839900000.0,2629290200000.0,2631406500000.0,2542723400000.0,2564003500000.0
2033.0,2355011300000.0,2664475400000.0,2500733200000.0,2571919000000.0,2552402500000.0,2627879600000.0,2589517000000.0,2551653900000.0,2608815700000.0,2629339400000.0,2606980100000.0,2628443000000.0,2525092000000.0,2528227600000.0
2034.0,2318136000000.0,2660914700000.0,2487263200000.0,2552554600000.0,2532238000000.0,2615178700000.0,2578546700000.0,2536267000000.0,2574369200000.0,2611025800000.0,2594141000000.0,2625547300000.0,2491306500000.0,2508282100000.0
2035.0,2308327300000.0,2652503500000.0,2452973200000.0,2529883300000.0,2516413300000.0,2596086700000.0,2563473700000.0,2501362600000.0,2567963400000.0,2615797600000.0,2591866200000.0,2624406200000.0,2481118200000.0,2493697000000.0
2036.0,2282182100000.0,2639924600000.0,2417341500000.0,2510615000000.0,2503319000000.0,2562661500000.0,2550989000000.0,2466569500000.0,2551047300000.0,2615669200000.0,2575473000000.0,2602404400000.0,2461172000000.0,2488215300000.0
2037.0,2230127700000.0,2632746300000.0,2392670900000.0,2506382400000.0,2501926700000.0,2538836600000.0,2534474300000.0,2453925800000.0,2515380700000.0,2599973800000.0,2569961500000.0,2578023400000.0,2423906400000.0,2463636000000.0
2038.0,2194417000000.0,2613849000000.0,2361414400000.0,2489080600000.0,2469141000000.0,2530593200000.0,2506004400000.0,2423289800000.0,2485347200000.0,2589411200000.0,2559006000000.0,2551995700000.0,2396896400000.0,2450226000000.0
2039.0,2170910000000.0,2609336500000.0,2344099500000.0,2464076500000.0,2450120500000.0,2520169800000.0,2485104000000.0,2402419200000.0,2486432700000.0,2573660800000.0,2545724200000.0,2530082000000.0,2375837500000.0,2420206700000.0
2040.0,2144767600000.0,2610577300000.0,2314698800000.0,2444040600000.0,2435586700000.0,2486031000000.0,2470007500000.0,2397353000000.0,2457216200000.0,2552741000000.0,2531182000000.0,2517790000000.0,2353794000000.0,2401485200000.0
2041.0,2116938500000.0,2604781800000.0,2289458200000.0,2429406000000.0,2414799000000.0,2455659600000.0,2455446500000.0,2385581700000.0,2451479500000.0,2536296000000.0,2507851000000.0,2501977600000.0,2316700500000.0,2374206800000.0
2042.0,2108093100000.0,2582093800000.0,2259767800000.0,2414660600000.0,2385689400000.0,2435635500000.0,2441763600000.0,2341974300000.0,2433696400000.0,2519764300000.0,2517886600000.0,2500782200000.0,2279455600000.0,2359957400000.0
2043.0,2089126300000.0,2569309300000.0,2238346200000.0,2406362600000.0,2385438600000.0,2412045100000.0,2418329000000.0,2307385200000.0,2408449000000.0,2519956200000.0,2514532200000.0,2489375800000.0,2260808500000.0,2343049600000.0
2044.0,2049562800000.0,2558152100000.0,2206199700000.0,2404529000000.0,2371402900000.0,2386833000000.0,2401360700000.0,2278405000000.0,2392561800000.0,2500366700000.0,2521880900000.0,2459671200000.0,2238239000000.0,2324942600000.0
2045.0,2018696900000.0,2542190200000.0,2183799100000.0,2387838800000.0,2347570000000.0,2365863200000.0,2387774000000.0,2266336300000.0,2382606000000.0,2485833200000.0,2521090200000.0,2420947000000.0,2209421500000.0,2305059000000.0
2046.0,1989480400000.0,2537429000000.0,2146733000000.0,2363915500000.0,2322279200000.0,2333650200000.0,2357366000000.0,2247895000000.0,2351217800000.0,2467249800000.0,2490669700000.0,2402725700000.0,2183384900000.0,2292957300000.0
2047.0,1977752900000.0,2513536800000.0,2104310100000.0,2354913000000.0,2318029300000.0,2322543400000.0,2355199200000.0,2226352800000.0,2327150300000.0,2435232300000.0,2471299400000.0,2397055500000.0,2158530300000.0,2269428800000.0
2048.0,1957501700000.0,2490755000000.0,2072124300000.0,2339152300000.0,2285743600000.0,2295765100000.0,2348191800000.0,2216064200000.0,2298484400000.0,2426193600000.0,2459071400000.0,2386079000000.0,2128019500000.0,2260457500000.0
2049.0,1939597700000.0,2474747000000.0,2043151100000.0,2324535700000.0,2252979000000.0,2267427000000.0,2320668600000.0,2195061600000.0,2279796600000.0,2419903400000.0,2449637400000.0,2353968700000.0,2111328000000.0,2242378500000.0
2050.0,1907452300000.0,2453144600000.0,2009307800000.0,2319877100000.0,2204374700000.0,2250645200000.0,2306335600000.0,2176385700000.0,2253195300000.0,2408364600000.0,2442159000000.0,2345843600000.0,2084687600000.0,2219490100000.0
2051.0,1883409500000.0,2435232800000.0,1968987300000.0,2308161000000.0,2173686000000.0,2221766300000.0,2289473400000.0,2140901700000.0,2231071400000.0,2386055400000.0,2410149300000.0,2322793200000.0,2049190000000.0,2201020300000.0
2052.0,1858893400000.0,2425539500000.0,1939761700000.0,2283960300000.0,2149511300000.0,2190978400000.0,2270868000000.0,2109661900000.0,2213339700000.0,2366020500000.0,2386061200000.0,2321346200000.0,2021176600000.0,2172503300000.0
2053.0,1833189900000.0,2405954500000.0,1905559600000.0,2269783000000.0,2120826700000.0,2174651500000.0,2252267300000.0,2089682300000.0,2189146800000.0,2352862200000.0,2360265400000.0,2305438800000.0,1988741700000.0,2142096900000.0
2054.0,1806283700000.0,2379711000000.0,1875130200000.0,2252175300000.0,2098347800000.0,2145979200000.0,2243453300000.0,2065638400000.0,2162334800000.0,2337878800000.0,2350346100000.0,2282039300000.0,1957796900000.0,2118540700000.0
2055.0,1774558000000.0,2347789200000.0,1857539800000.0,2247264000000.0,2070795400000.0,2110279300000.0,2240365500000.0,2033444200000.0,2129385900000.0,2310917000000.0,2323342000000.0,2255677600000.0,1929142300000.0,2096020800000.0
2056.0,1744301600000.0,2328314500000.0,1819811400000.0,2231189600000.0,2049521500000.0,2085649800000.0,2220411800000.0,2009405800000.0,2112184100000.0,2301133800000.0,2289956000000.0,2234775200000.0,1910596300000.0,2063809100000.0
2057.0,1714014800000.0,2301325700000.0,1788464600000.0,2216244300000.0,2014557500000.0,2062645700000.0,2202968300000.0,1976872300000.0,2104465600000.0,2284346000000.0,2278534700000.0,2204340600000.0,1890009400000.0,2039218600000.0
2058.0,1680217700000.0,2289663000000.0,1738625400000.0,2195949900000.0,2003555000000.0,2037125000000.0,2193899500000.0,1951230100000.0,2080863200000.0,2251846000000.0,2250009700000.0,2186255300000.0,1877176200000.0,2017648200000.0
2059.0,1655527300000.0,2281425600000.0,1691477300000.0,2181886600000.0,1981582900000.0,2014195200000.0,2169059000000.0,1925937500000.0,2048440900000.0,2230307800000.0,2244206400000.0,2166299300000.0,1845826200000.0,2002437700000.0
2060.0,1634339000000.0,2249977500000.0,1656050800000.0,2164939200000.0,1966319100000.0,1998475800000.0,2152501300000.0,1901953800000.0,2027104100000.0,2204688200000.0,2224017600000.0,2160532300000.0,1813223200000.0,1983046100000.0
2061.0,1603780600000.0,2222274600000.0,1610649000000.0,2155155800000.0,1957485200000.0,1984414600000.0,2140051500000.0,1879372900000.0,2009346100000.0,2180555700000.0,2193298700000.0,2134438800000.0,1786725500000.0,1960667000000.0
2062.0,1579952500000.0,2208979500000.0,1580818900000.0,2135463000000.0,1939626800000.0,1964547200000.0,2110462500000.0,1849902100000.0,1988108000000.0,2142339300000.0,2167687600000.0,2105092700000.0,1765714200000.0,1949937800000.0
2063.0,1554393900000.0,2201658000000.0,1533889300000.0,2120716300000.0,1922867500000.0,1948061500000.0,2084473900000.0,1815842300000.0,1963711400000.0,2111529500000.0,2155701100000.0,2066788000000.0,1741385400000.0,1925569800000.0
2064.0,1532430300000.0,2175535200000.0,1487163000000.0,2108903100000.0,1906515000000.0,1922865600000.0,2053355600000.0,1790082300000.0,1936085400000.0,2085547000000.0,2114751300000.0,2048774500000.0,1707711100000.0,1888929300000.0
2065.0,1510096400000.0,2159474900000.0,1464858800000.0,2091420700000.0,1888867500000.0,1901334100000.0,2035672700000.0,1755963700000.0,1920662100000.0,2057552900000.0,2092493000000.0,2028872800000.0,1677601700000.0,1876338000000.0
2066.0,1483669800000.0,2135315400000.0,1446014500000.0,2066448000000.0,1876282700000.0,1873350500000.0,2011915100000.0,1742381100000.0,1904210200000.0,2031155400000.0,2075090200000.0,2032385300000.0,1648673300000.0,1864670600000.0
2067.0,1468045600000.0,2121994500000.0,1409618700000.0,2054083600000.0,1863927100000.0,1854441800000.0,1986715000000.0,1718221300000.0,1864364900000.0,2011868600000.0,2039650800000.0,2011150700000.0,1623494100000.0,1841652300000.0
2068.0,1436743900000.0,2083193400000.0,1371804000000.0,2047653400000.0,1835563600000.0,1827846100000.0,1964124100000.0,1701843600000.0,1851699400000.0,1981334600000.0,2007175700000.0,1987633600000.0,1594604500000.0,1817310400000.0
2069.0,1413512400000.0,2058256300000.0,1343354400000.0,2029049200000.0,1824695300000.0,1815501200000.0,1934545800000.0,1676119600000.0,1838207300000.0,1954392700000.0,1983655600000.0,1961891700000.0,1577063300000.0,1802070900000.0
2070.0,1388661800000.0,2032250000000.0,1312391000000.0,2006477600000.0,1811942600000.0,1809279500000.0,1918292100000.0,1647640000000.0,1809460200000.0,1923466500000.0,1950174400000.0,1932403400000.0,1552003800000.0,1780368800000.0
2071.0,1371154200000.0,2016132200000.0,1285814600000.0,1992590600000.0,1781612700000.0,1790843700000.0,1890727100000.0,1623570900000.0,1792880100000.0,1899436800000.0,1941579900000.0,1903962400000.0,1523467300000.0,1770479000000.0
2072.0,1350038700000.0,2003742800000.0,1263837200000.0,1978732100000.0,1760057500000.0,1774641000000.0,1872658600000.0,1597513400000.0,1790127900000.0,1877728000000.0,1909165800000.0,1898640800000.0,1502594500000.0,1750606800000.0
2073.0,1322509300000.0,1974348800000.0,1233473200000.0,1971245700000.0,1730856600000.0,1746484500000.0,1857466300000.0,1570837000000.0,1757989000000.0,1854854400000.0,1872322100000.0,1884204300000.0,1479996200000.0,1748272400000.0
2074.0,1295722200000.0,1943238200000.0,1201877200000.0,1959968400000.0,1701717600000.0,1722069300000.0,1837827100000.0,1541573700000.0,1739208300000.0,1834274900000.0,1835270300000.0,1873752500000.0,1464765400000.0,1729971700000.0
2075.0,1290799300000.0,1931382100000.0,1177030000000.0,1952635600000.0,1684642500000.0,1692133600000.0,1803567600000.0,1509591900000.0,1723803900000.0,1808870500000.0,1815053000000.0,1845405700000.0,1447083900000.0,1707369400000.0
2076.0,1263431500000.0,1911370300000.0,1156572000000.0,1933080700000.0,1674476700000.0,1676598400000.0,1775577100000.0,1461757300000.0,1707556900000.0,1788126400000.0,1787854700000.0,1822063300000.0,1434944000000.0,1692074500000.0
2077.0,1232887900000.0,1886996300000.0,1135944100000.0,1912826600000.0,1659278500000.0,1661264200000.0,1756886900000.0,1413931000000.0,1694179300000.0,1768731200000.0,1756190100000.0,1791743500000.0,1422913200000.0,1675372300000.0
2078.0,1206006400000.0,1864317400000.0,1111804100000.0,1890150800000.0,1646103200000.0,1644796400000.0,1741406000000.0,1394346200000.0,1674823900000.0,1747865300000.0,1724824700000.0,1752800300000.0,1398792900000.0,1656423800000.0
2079.0,1180207800000.0,1849502300000.0,1089988850000.0,1881775300000.0,1628461700000.0,1621799200000.0,1713048500000.0,1366495700000.0,1657017600000.0,1724530000000.0,1689696300000.0,1728928700000.0,1380509500000.0,1631969000000.0
2080.0,1157498500000.0,1841561300000.0,1067660200000.0,1872025200000.0,1611902900000.0,1615520500000.0,1685864800000.0,1344388900000.0,1640839100000.0,1711454200000.0,1662877300000.0,1703336300000.0,1369698600000.0,1613958900000.0
2081.0,1136384400000.0,1818888900000.0,1041419200000.0,1851707000000.0,1577433200000.0,1603790300000.0,1665175400000.0,1314242300000.0,1625779300000.0,1691666600000.0,1644829000000.0,1676211800000.0,1352220100000.0,1593698800000.0
2082.0,1122049300000.0,1802015700000.0,1025156900000.0,1850889300000.0,1561121000000.0,1584902400000.0,1651320700000.0,1273600800000.0,1612082300000.0,1667623700000.0,1617944200000.0,1658978600000.0,1341468200000.0,1578267800000.0
2083.0,1096486000000.0,1788897900000.0,1008598500000.0,1848284200000.0,1531882800000.0,1568198500000.0,1636763300000.0,1244238200000.0,1598659500000.0,1641449800000.0,1598193700000.0,1642371500000.0,1325468000000.0,1556966100000.0
2084.0,1070278440000.0,1788507700000.0,986013500000.0,1827516300000.0,1509142800000.0,1547881500000.0,1615760200000.0,1219100400000.0,1598152600000.0,1616561400000.0,1567608400000.0,1614201000000.0,1313488100000.0,1545990400000.0
2085.0,1044502400000.0,1779686300000.0,964655100000.0,1810020600000.0,1499128500000.0,1533699300000.0,1603321700000.0,1193290800000.0,1573847400000.0,1591786300000.0,1544939900000.0,1600377000000.0,1299116000000.0,1537633600000.0
2086.0,1019796600000.0,1770936100000.0,946927100000.0,1805728900000.0,1486039000000.0,1524617200000.0,1580685100000.0,1161617300000.0,1548413300000.0,1571304000000.0,1516267600000.0,1580974100000.0,1285991800000.0,1516977000000.0
2087.0,999079500000.0,1752592700000.0,924740350000.0,1801333900000.0,1473489700000.0,1517267500000.0,1564768100000.0,1128339500000.0,1540276000000.0,1547121700000.0,1486850500000.0,1561559700000.0,1270728600000.0,1515337400000.0
2088.0,967840760000.0,1736504000000.0,902816660000.0,1790001300000.0,1456218200000.0,1499439700000.0,1552176000000.0,1106570600000.0,1533917500000.0,1526731100000.0,1460222300000.0,1544151600000.0,1259585800000.0,1495349600000.0
2089.0,945292700000.0,1739866000000.0,890387900000.0,1776955200000.0,1437706400000.0,1497114200000.0,1533738000000.0,1095117200000.0,1522894600000.0,1506189600000.0,1423385200000.0,1523658700000.0,1243766000000.0,1475789700000.0
2090.0,926204200000.0,1732210700000.0,871689500000.0,1761366200000.0,1420960500000.0,1481415100000.0,1515730900000.0,1081676500000.0,1513509200000.0,1483753800000.0,1393806900000.0,1517438000000.0,1233507700000.0,1468836500000.0
2091.0,905453700000.0,1724038800000.0,849220900000.0,1752293600000.0,1399214200000.0,1461557300000.0,1498690000000.0,1059471750000.0,1494874800000.0,1466751400000.0,1368439500000.0,1507832900000.0,1215500400000.0,1462176800000.0
2092.0,886107340000.0,1700729200000.0,830278200000.0,1739278500000.0,1384109200000.0,1440348500000.0,1488689300000.0,1037683900000.0,1468922600000.0,1452709600000.0,1333448500000.0,1496570700000.0,1197589500000.0,1448320300000.0
2093.0,869793100000.0,1686378400000.0,814979100000.0,1732208000000.0,1362085200000.0,1430936500000.0,1479463400000.0,1020065900000.0,1452883200000.0,1435908600000.0,1304566200000.0,1478983300000.0,1181268300000.0,1426838300000.0
2094.0,848064740000.0,1680417500000.0,792154700000.0,1719019400000.0,1342425800000.0,1417981700000.0,1476414800000.0,995616900000.0,1441334800000.0,1412140000000.0,1278012000000.0,1462997600000.0,1175333200000.0,1414241600000.0
2095.0,818695300000.0,1673557400000.0,780747150000.0,1704500000000.0,1327717400000.0,1394442100000.0,1449288100000.0,980872860000.0,1422899400000.0,1388493800000.0,1255378100000.0,1441536900000.0,1161433700000.0,1404556400000.0
2096.0,799253140000.0,1664906400000.0,759758500000.0,1700803900000.0,1314705000000.0,1378705900000.0,1423277700000.0,956032900000.0,1413020500000.0,1368967600000.0,1230307200000.0,1427827700000.0,1144643000000.0,1400942500000.0
2097.0,780564040000.0,1656591200000.0,744390700000.0,1680192600000.0,1302110000000.0,1367532900000.0,1408268800000.0,938033150000.0,1392375500000.0,1348970900000.0,1205944600000.0,1411945900000.0,1137999700000.0,1388627000000.0
2098.0,755283900000.0,1643785700000.0,725277500000.0,1670076800000.0,1289927000000.0,1345871000000.0,1400002600000.0,910725150000.0,1373339600000.0,1329676700000.0,1184838700000.0,1404501500000.0,1129920000000.0,1370036100000.0
2099.0,730450700000.0,1634877600000.0,709153300000.0,1650290600000.0,1274646900000.0,1327879300000.0,1381406200000.0,893653000000.0,1355963400000.0,1312106000000.0,1165810000000.0,1393054000000.0,1121704700000.0,1363502400000.0
2100.0,709017600000.0,1636601700000.0,691450350000.0,1639778700000.0,1268321700000.0,1323010000000.0,1368986900000.0,877636100000.0,1348570600000.0,1293692300000.0,1149948000000.0,1381921700000.0,1112107100000.0,1353515800000.0
