time,NORESM1-M,MPI-ESM-LR,CANESM2,CCSM4,IPSL-CM5A-LR,CSIRO-MK3-6-0,CESM1-CAM5,GISS-E2-R,CNRM-CM5,GFDL-CM3,GFDL-ESM2G
2000.0,135676030000.0,135676030000.0,135676030000.0,135676030000.0,135676030000.0,135676030000.0,135676030000.0,135676030000.0,135676030000.0,135676030000.0,135676030000.0
2001.0,136026680000.0,136026680000.0,136026680000.0,136026680000.0,136026680000.0,136026680000.0,136026680000.0,136026680000.0,136026680000.0,136026680000.0,136026680000.0
2002.0,136196020000.0,136196020000.0,136196020000.0,136196020000.0,136196020000.0,136196020000.0,136196020000.0,136196020000.0,136196020000.0,136196020000.0,136196020000.0
2003.0,135582000000.0,135582000000.0,135582000000.0,135582000000.0,135582000000.0,135582000000.0,135582000000.0,135582000000.0,135582000000.0,135582000000.0,135582000000.0
2004.0,135672770000.0,135672770000.0,135672770000.0,135672770000.0,135672770000.0,135672770000.0,135672770000.0,135672770000.0,135672770000.0,135672770000.0,135672770000.0
2005.0,135428110000.0,135428110000.0,135428110000.0,135428110000.0,135428110000.0,135428110000.0,135428110000.0,135428110000.0,135428110000.0,135428110000.0,135428110000.0
2006.0,135267710000.0,135267710000.0,135267710000.0,135267710000.0,135267710000.0,135267710000.0,135267710000.0,135267710000.0,135267710000.0,135267710000.0,135267710000.0
2007.0,135123480000.0,135123480000.0,135123480000.0,135123480000.0,135123480000.0,135123480000.0,135123480000.0,135123480000.0,135123480000.0,135123480000.0,135123480000.0
2008.0,135177720000.0,135177720000.0,135177720000.0,135177720000.0,135177720000.0,135177720000.0,135177720000.0,135177720000.0,135177720000.0,135177720000.0,135177720000.0
2009.0,135103720000.0,135103720000.0,135103720000.0,135103720000.0,135103720000.0,135103720000.0,135103720000.0,135103720000.0,135103720000.0,135103720000.0,135103720000.0
2010.0,134918910000.0,134918910000.0,134918910000.0,134918910000.0,134918910000.0,134918910000.0,134918910000.0,134918910000.0,134918910000.0,134918910000.0,134918910000.0
2011.0,134804710000.0,134804710000.0,134804710000.0,134804710000.0,134804710000.0,134804710000.0,134804710000.0,134804710000.0,134804710000.0,134804710000.0,134804710000.0
2012.0,134926115000.0,134926115000.0,134926115000.0,134926115000.0,134926115000.0,134926115000.0,134926115000.0,134926115000.0,134926115000.0,134926115000.0,134926115000.0
2013.0,135453900000.0,135453900000.0,135453900000.0,135453900000.0,135453900000.0,135453900000.0,135453900000.0,135453900000.0,135453900000.0,135453900000.0,135453900000.0
2014.0,134851910000.0,134851910000.0,134851910000.0,134851910000.0,134851910000.0,134851910000.0,134851910000.0,134851910000.0,134851910000.0,134851910000.0,134851910000.0
2015.0,135548985000.0,135548985000.0,135548985000.0,135548985000.0,135548985000.0,135548985000.0,135548985000.0,135548985000.0,135548985000.0,135548985000.0,135548985000.0
2016.0,134864910000.0,134864910000.0,134864910000.0,134864910000.0,134864910000.0,134864910000.0,134864910000.0,134864910000.0,134864910000.0,134864910000.0,134864910000.0
2017.0,134483740000.0,134483740000.0,134483740000.0,134483740000.0,134483740000.0,134483740000.0,134483740000.0,134483740000.0,134483740000.0,134483740000.0,134483740000.0
2018.0,134644730000.0,134644730000.0,134644730000.0,134644730000.0,134644730000.0,134644730000.0,134644730000.0,134644730000.0,134644730000.0,134644730000.0,134644730000.0
2019.0,134577810000.0,134577810000.0,134577810000.0,134577810000.0,134577810000.0,134577810000.0,134577810000.0,134577810000.0,134577810000.0,134577810000.0,134577810000.0
2020.0,134579536000.0,134579536000.0,134579536000.0,134579536000.0,134579536000.0,134579536000.0,134579536000.0,134579536000.0,134579536000.0,134579536000.0,134579536000.0
2021.0,134305310000.0,134548780000.0,134258205000.0,134556620000.0,134656800000.0,134811390000.0,134216290000.0,135284744000.0,134365070000.0,134421650000.0,134608806000.0
2022.0,134402860000.0,134462530000.0,134274620000.0,134527345000.0,135155065000.0,134289500000.0,134115920000.0,134710845000.0,134702810000.0,134292430000.0,134320250000.0
2023.0,134584254000.0,134221330000.0,134504310000.0,134168340000.0,134385300000.0,134084320000.0,134074700000.0,134294910000.0,134456730000.0,134395175000.0,134434190000.0
2024.0,134493045000.0,134729940000.0,134059730000.0,134381400000.0,134282370000.0,134322640000.0,133934800000.0,134269700000.0,135134730000.0,134188140000.0,134293090000.0
2025.0,134098630000.0,134411715000.0,134043450000.0,134233580000.0,133466170000.0,133622370000.0,133984280000.0,134118515000.0,134023070000.0,134531810000.0,133838905000.0
2026.0,133972470000.0,134382670000.0,134129430000.0,133829160000.0,133327260000.0,133552200000.0,134091430000.0,133981690000.0,134523580000.0,135802810000.0,133973565000.0
2027.0,134088360000.0,133970620000.0,134698540000.0,134583280000.0,133364300000.0,133478280000.0,133421520000.0,133950080000.0,134265240000.0,137901400000.0,134022850000.0
2028.0,134444690000.0,133887205000.0,135262310000.0,133590770000.0,133412470000.0,133534740000.0,133219560000.0,134538820000.0,134093010000.0,138259220000.0,134054460000.0
2029.0,133633660000.0,133698540000.0,134369590000.0,133440315000.0,133349425000.0,133259760000.0,133474320000.0,135602864000.0,133507730000.0,136722290000.0,133902560000.0
2030.0,133601610000.0,133764220000.0,133716640000.0,133580580000.0,133378220000.0,133241440000.0,133291980000.0,134386370000.0,133514486000.0,135468950000.0,133839086000.0
2031.0,133533390000.0,134025510000.0,133580940000.0,133300085000.0,133442670000.0,132966646000.0,133215396000.0,134335545000.0,133651956000.0,134783164000.0,133723460000.0
2032.0,133579960000.0,134111855000.0,133416880000.0,133004220000.0,133822450000.0,132755290000.0,132738130000.0,134226520000.0,133210280000.0,134736720000.0,133560940000.0
2033.0,133319440000.0,133651380000.0,132985184000.0,133049950000.0,133981400000.0,132744820000.0,132771390000.0,134659695000.0,133106270000.0,134521380000.0,133673670000.0
2034.0,133205705000.0,133342680000.0,133076280000.0,132808370000.0,133145370000.0,132698100000.0,132547110000.0,134553035000.0,133086994000.0,134231980000.0,133556770000.0
2035.0,133131860000.0,133406950000.0,132826750000.0,132865440000.0,133409360000.0,132889430000.0,132235290000.0,133880690000.0,132897090000.0,134542655000.0,134040010000.0
2036.0,132921450000.0,133399010000.0,132856560000.0,132706100000.0,132977700000.0,132480800000.0,132451940000.0,134519415000.0,133044690000.0,133989810000.0,133496970000.0
2037.0,133218930000.0,133313530000.0,132652250000.0,132641100000.0,133303510000.0,132761570000.0,132563410000.0,134036600000.0,133067120000.0,134962820000.0,133280150000.0
2038.0,133059840000.0,132973100000.0,132424800000.0,132394380000.0,132850680000.0,132791700000.0,132509024000.0,133806080000.0,132805700000.0,135040220000.0,133796780000.0
2039.0,132828120000.0,133220250000.0,132937700000.0,132364110000.0,132494066000.0,132184465000.0,131948000000.0,133727410000.0,133325390000.0,135082040000.0,133905930000.0
2040.0,133036130000.0,133405890000.0,132284820000.0,132456650000.0,132344300000.0,132039530000.0,131733140000.0,133350200000.0,132607890000.0,135437410000.0,134413370000.0
2041.0,133649560000.0,133051790000.0,132451340000.0,132093430000.0,132654030000.0,131773670000.0,131454470000.0,133310200000.0,132942320000.0,137262930000.0,134234890000.0
2042.0,132984780000.0,132907780000.0,131945250000.0,132053110000.0,132265610000.0,131646185000.0,131049560000.0,133650480000.0,132617970000.0,136165570000.0,134194900000.0
2043.0,132717420000.0,132774440000.0,131696440000.0,131982790000.0,132917960000.0,131546420000.0,130851380000.0,133141790000.0,132136080000.0,135427730000.0,133657710000.0
2044.0,132334805000.0,132831430000.0,131686965000.0,131875480000.0,132282696000.0,131645430000.0,130641670000.0,132982194000.0,132057320000.0,134629340000.0,133741260000.0
2045.0,132095205000.0,132951710000.0,131487370000.0,132352440000.0,132244370000.0,131359490000.0,130555860000.0,133085830000.0,131855880000.0,134534650000.0,133562384000.0
2046.0,132132225000.0,133133870000.0,131622320000.0,131745006000.0,132265390000.0,131323510000.0,130386805000.0,133602570000.0,131675910000.0,136298490000.0,133535015000.0
2047.0,131962370000.0,132565380000.0,131611296000.0,131581690000.0,131902140000.0,131091450000.0,130119810000.0,133459980000.0,131728780000.0,139812300000.0,133099600000.0
2048.0,132060955000.0,132416220000.0,131184090000.0,131511740000.0,131874610000.0,131039360000.0,129674350000.0,132876304000.0,131397935000.0,138291940000.0,133469350000.0
2049.0,131692870000.0,132841360000.0,130946650000.0,131180420000.0,131597330000.0,130973450000.0,129385440000.0,132860084000.0,131261040000.0,135865450000.0,133744750000.0
2050.0,131551620000.0,132540200000.0,130851900000.0,131026860000.0,131338895000.0,130699110000.0,128885260000.0,132773410000.0,131097310000.0,136476020000.0,133578800000.0
2051.0,132085900000.0,132467270000.0,130510270000.0,131174590000.0,131411090000.0,130433560000.0,128623210000.0,132696285000.0,130948145000.0,136539940000.0,133334110000.0
2052.0,131374340000.0,132708600000.0,130189110000.0,130762680000.0,131051545000.0,130469020000.0,128418054000.0,132910510000.0,130918880000.0,134900515000.0,133739810000.0
2053.0,131426260000.0,132378755000.0,130247340000.0,130588850000.0,131239250000.0,130090890000.0,128052620000.0,133250500000.0,131052910000.0,136012000000.0,133208150000.0
2054.0,131133180000.0,132633380000.0,129859770000.0,130392150000.0,131077595000.0,130018680000.0,127809720000.0,134019040000.0,130412380000.0,135033370000.0,133236080000.0
2055.0,131294140000.0,132808310000.0,129980785000.0,130171945000.0,130744164000.0,130123480000.0,127319960000.0,133690710000.0,130109840000.0,134885245000.0,133024920000.0
2056.0,131239070000.0,133135900000.0,129489800000.0,130017920000.0,130746220000.0,129696830000.0,127233680000.0,132843200000.0,129777330000.0,134879840000.0,132788860000.0
2057.0,130636910000.0,133101200000.0,129392430000.0,130191970000.0,130540810000.0,129421340000.0,126985220000.0,132645410000.0,129641100000.0,134549860000.0,134003340000.0
2058.0,130878020000.0,132722926000.0,129485820000.0,130219600000.0,130516990000.0,129242300000.0,126634850000.0,132843480000.0,129448400000.0,134391005000.0,134391740000.0
2059.0,130915720000.0,132681620000.0,129107620000.0,129987330000.0,130215040000.0,129361810000.0,126279090000.0,132376600000.0,129488690000.0,134354310000.0,133646170000.0
2060.0,130462990000.0,132684005000.0,129141280000.0,130377900000.0,130840230000.0,128889180000.0,125987800000.0,132310300000.0,129154650000.0,135231340000.0,132889210000.0
2061.0,130249650000.0,132462400000.0,129099590000.0,130107950000.0,130376080000.0,128699260000.0,125523840000.0,132171000000.0,128924920000.0,134525240000.0,132605820000.0
2062.0,130193695000.0,132042020000.0,128715470000.0,129608650000.0,130348030000.0,128363070000.0,124937880000.0,131924800000.0,128365230000.0,134571360000.0,132524610000.0
2063.0,129991330000.0,132165500000.0,128167125000.0,129414360000.0,130343800000.0,128185070000.0,124461875000.0,131931780000.0,128359375000.0,136318886000.0,132529955000.0
2064.0,129884530000.0,131927280000.0,128391480000.0,129249470000.0,129687840000.0,128006726000.0,123946254000.0,131794740000.0,127840570000.0,134961816000.0,133360980000.0
2065.0,130411470000.0,131678010000.0,127905090000.0,129144830000.0,129618630000.0,127585900000.0,123317200000.0,131729190000.0,127837810000.0,134494890000.0,133295740000.0
2066.0,129543480000.0,131727030000.0,127412230000.0,129280870000.0,129635710000.0,127546520000.0,123223474000.0,131645280000.0,127489120000.0,134525500000.0,132959945000.0
2067.0,129290690000.0,132048220000.0,127266900000.0,129294150000.0,129725000000.0,127271960000.0,122886136000.0,131451350000.0,127092630000.0,134941794000.0,133962500000.0
2068.0,129855860000.0,131694710000.0,126948280000.0,128713300000.0,129202340000.0,127137920000.0,122485520000.0,131521266000.0,127000450000.0,134954220000.0,133091930000.0
2069.0,129423700000.0,131461680000.0,126956536000.0,128568270000.0,128970960000.0,126943720000.0,122394140000.0,131636050000.0,126708285000.0,135079270000.0,132452580000.0
2070.0,129431680000.0,131419700000.0,126980390000.0,128024980000.0,129041330000.0,126992654000.0,121795125000.0,131209670000.0,126332854000.0,135737170000.0,132580630000.0
2071.0,129323770000.0,131377185000.0,126541610000.0,127991120000.0,129617870000.0,126882810000.0,121456420000.0,131071490000.0,125963190000.0,135919220000.0,132750770000.0
2072.0,129872500000.0,131263140000.0,126366640000.0,127947874000.0,128958760000.0,126442440000.0,121132564000.0,130920980000.0,125529860000.0,135540150000.0,132836350000.0
2073.0,129003500000.0,131448950000.0,126030120000.0,127676680000.0,128602860000.0,126254380000.0,120495680000.0,131372150000.0,125392020000.0,135041100000.0,133493604000.0
2074.0,128965360000.0,131276320000.0,126037926000.0,127615295000.0,128846920000.0,126027810000.0,119956414000.0,130925540000.0,125069710000.0,134431680000.0,132922610000.0
2075.0,128437080000.0,131273050000.0,125816220000.0,127471845000.0,128353600000.0,126131634000.0,120516690000.0,131177830000.0,124639870000.0,134029230000.0,133497380000.0
2076.0,128497710000.0,131241660000.0,126498726000.0,127019655000.0,128028680000.0,126269140000.0,119343660000.0,130718660000.0,124657440000.0,133831440000.0,133111640000.0
2077.0,128183070000.0,131085844000.0,125620510000.0,126954300000.0,127904410000.0,126038704000.0,118666360000.0,130545640000.0,124325820000.0,133961760000.0,132812390000.0
2078.0,128367480000.0,130738260000.0,125241100000.0,126489710000.0,127626360000.0,125674185000.0,118523780000.0,130393390000.0,124064145000.0,134061780000.0,132927930000.0
2079.0,128852150000.0,131097166000.0,125167940000.0,126276510000.0,127255600000.0,125523090000.0,117978450000.0,130748630000.0,123572360000.0,133839990000.0,132619370000.0
2080.0,128558970000.0,131232300000.0,124842920000.0,126464580000.0,127025060000.0,125196670000.0,117177870000.0,130532246000.0,123195240000.0,134395850000.0,132670080000.0
2081.0,128026600000.0,130689510000.0,124519160000.0,126165720000.0,127631660000.0,125100390000.0,116768170000.0,130044470000.0,123006026000.0,134077460000.0,133532344000.0
2082.0,127543370000.0,131618160000.0,125410270000.0,125811940000.0,127633860000.0,125551090000.0,116470930000.0,129880285000.0,122570250000.0,134276370000.0,133022010000.0
2083.0,127620325000.0,131168850000.0,124824396000.0,125514430000.0,126776700000.0,124447736000.0,116072380000.0,129713760000.0,122149280000.0,134023160000.0,132959470000.0
2084.0,127124180000.0,130651320000.0,124276410000.0,125389040000.0,125998910000.0,123903025000.0,115849050000.0,130063114000.0,122650850000.0,134193480000.0,132558320000.0
2085.0,127290065000.0,130702110000.0,124343984000.0,125616780000.0,125826425000.0,123661435000.0,115239800000.0,129529905000.0,122212490000.0,136001330000.0,135034740000.0
2086.0,127266720000.0,130447650000.0,123673810000.0,125495160000.0,125529230000.0,123344480000.0,114847020000.0,129539830000.0,121592850000.0,134746120000.0,133798355000.0
2087.0,126977150000.0,130981724000.0,123457720000.0,124803320000.0,125138100000.0,123168506000.0,114398060000.0,129357370000.0,121100430000.0,134418300000.0,133486470000.0
2088.0,126673640000.0,131489560000.0,125786030000.0,125632200000.0,124908380000.0,123022040000.0,113733740000.0,129233700000.0,120893260000.0,135092350000.0,133503600000.0
2089.0,126930730000.0,130774970000.0,124259400000.0,124775630000.0,124763340000.0,122555520000.0,113145830000.0,129136525000.0,120578875000.0,134229550000.0,133392840000.0
2090.0,126820530000.0,131382895000.0,123268194000.0,124363120000.0,125004280000.0,122406584000.0,113064575000.0,129222935000.0,120436105000.0,133939945000.0,133161150000.0
2091.0,126985630000.0,131042120000.0,122940680000.0,124412910000.0,124460150000.0,122178760000.0,112723390000.0,129063174000.0,120111240000.0,134690910000.0,134784920000.0
2092.0,126628760000.0,130414150000.0,122731100000.0,124534030000.0,124045890000.0,121854310000.0,112052510000.0,129048584000.0,119998770000.0,133817720000.0,134379995000.0
2093.0,126843440000.0,130181980000.0,122327250000.0,124107014000.0,123783455000.0,121415434000.0,111446470000.0,128582140000.0,119373726000.0,133368510000.0,133112230000.0
2094.0,126494510000.0,130985410000.0,121980280000.0,124173754000.0,123983220000.0,121153590000.0,111082950000.0,128309280000.0,119187990000.0,133359230000.0,133237330000.0
2095.0,126146540000.0,129911050000.0,121900860000.0,123798995000.0,123662180000.0,121113310000.0,110701190000.0,128293990000.0,118636670000.0,133406070000.0,132629360000.0
2096.0,126230710000.0,129689630000.0,121879080000.0,123353390000.0,123509350000.0,120696170000.0,110430950000.0,128091865000.0,118165220000.0,133007590000.0,132666110000.0
2097.0,125799630000.0,129622890000.0,121718465000.0,122966170000.0,123384450000.0,120656210000.0,110484380000.0,128121950000.0,117969400000.0,133176240000.0,132708440000.0
2098.0,125820710000.0,129701940000.0,121227770000.0,123172856000.0,123085170000.0,120171020000.0,109461320000.0,127948670000.0,117677790000.0,133032360000.0,133062270000.0
2099.0,125464640000.0,129728950000.0,121062040000.0,122846780000.0,123331576000.0,119948850000.0,108729310000.0,127991380000.0,117457180000.0,132908690000.0,134278180000.0
2100.0,125269920000.0,129551360000.0,120669700000.0,122685740000.0,123269080000.0,119885070000.0,108236870000.0,127393710000.0,117385990000.0,132688130000.0,133409956000.0
