time,UKESM1-0-LL,IPSL-CM6A-LR,MRI-ESM2-0,GFDL-ESM4,MPI-ESM1-2-HR
2037.0,2161334400000.0,2513975400000.0,2331475400000.0,2537034000000.0,2493375000000.0
2038.0,2106727500000.0,2489453400000.0,2273838600000.0,2510552300000.0,2446706900000.0
2039.0,2038311400000.0,2438719300000.0,2200280000000.0,2462882500000.0,2426245000000.0
2040.0,1984394800000.0,2386321700000.0,2158624500000.0,2431257000000.0,2384896500000.0
2041.0,1933644400000.0,2324856300000.0,2102366600000.0,2398457000000.0,2335981700000.0
2042.0,1877640200000.0,2271889600000.0,2071779600000.0,2362641700000.0,2308347000000.0
2043.0,1822514700000.0,2210900700000.0,2025064100000.0,2336644100000.0,2273745800000.0
2044.0,1767765400000.0,2154050700000.0,1979523400000.0,2303157300000.0,2239569300000.0
2045.0,1708957900000.0,2093779300000.0,1927429100000.0,2279068100000.0,2206094900000.0
2046.0,1650246700000.0,2050358500000.0,1878027300000.0,2230074700000.0,2170219900000.0
2047.0,1585483000000.0,1999749300000.0,1825801500000.0,2190288400000.0,2143577400000.0
2048.0,1531646000000.0,1945809800000.0,1788245600000.0,2156104500000.0,2098068800000.0
2049.0,1490775200000.0,1881161100000.0,1738317200000.0,2134309100000.0,2057104400000.0
2050.0,1429315000000.0,1817313300000.0,1698067600000.0,2086809900000.0,2023021600000.0
2051.0,1372544200000.0,1752047000000.0,1657606200000.0,2042757000000.0,1980254400000.0
2052.0,1315732700000.0,1705832900000.0,1615243900000.0,1990510000000.0,1931162800000.0
2053.0,1254470600000.0,1645387300000.0,1564902000000.0,1945546500000.0,1884337200000.0
2054.0,1190613700000.0,1582085200000.0,1541600700000.0,1916344000000.0,1833372600000.0
2055.0,1126440600000.0,1529808300000.0,1495501400000.0,1888545400000.0,1801754600000.0
2056.0,1074204640000.0,1473620300000.0,1454496800000.0,1851006600000.0,1751053600000.0
2057.0,1026516600000.0,1422924800000.0,1418900900000.0,1813390000000.0,1703764700000.0
2058.0,974955150000.0,1374828500000.0,1380856800000.0,1777873800000.0,1677794300000.0
2059.0,925916860000.0,1314246500000.0,1342760700000.0,1735891600000.0,1640047000000.0
2060.0,891617500000.0,1261075800000.0,1305087300000.0,1689109900000.0,1605061600000.0
2061.0,856847750000.0,1218679900000.0,1263851300000.0,1645148000000.0,1577678400000.0
2062.0,820099700000.0,1175454400000.0,1220403700000.0,1619557900000.0,1538802600000.0
2063.0,789669200000.0,1128837500000.0,1182221300000.0,1597183200000.0,1489638700000.0
2064.0,755062200000.0,1088304500000.0,1132782600000.0,1571374900000.0,1438620600000.0
2065.0,718943160000.0,1045438140000.0,1105611600000.0,1546706700000.0,1388746800000.0
2066.0,692490100000.0,1007616400000.0,1074613500000.0,1512414800000.0,1370846400000.0
2067.0,654347100000.0,974655260000.0,1046287400000.0,1483887300000.0,1338053500000.0
2068.0,617878850000.0,932668830000.0,1004456440000.0,1454317100000.0,1293507900000.0
2069.0,581075860000.0,896479200000.0,981990640000.0,1424129700000.0,1261308700000.0
2070.0,547363260000.0,852611040000.0,953872100000.0,1400890700000.0,1236817400000.0
2071.0,518179030000.0,815176400000.0,924392300000.0,1377178700000.0,1206010400000.0
2072.0,494828130000.0,779662400000.0,893217540000.0,1342976600000.0,1165391000000.0
2073.0,475271860000.0,742100960000.0,869617800000.0,1312545200000.0,1136490400000.0
2074.0,449469800000.0,709420700000.0,844736760000.0,1289870600000.0,1110331900000.0
2075.0,414830200000.0,674353700000.0,818351900000.0,1270055200000.0,1068570100000.0
2076.0,388365750000.0,637003500000.0,783318900000.0,1244058900000.0,1028195300000.0
2077.0,361576920000.0,604629500000.0,762038260000.0,1218272300000.0,996615700000.0
2078.0,342683100000.0,574976800000.0,733019400000.0,1194040400000.0,961860200000.0
2079.0,315419720000.0,540576580000.0,700717860000.0,1162243000000.0,929044900000.0
2080.0,298028470000.0,504409160000.0,677796700000.0,1130902500000.0,892346900000.0
2081.0,269346280000.0,473950850000.0,656720800000.0,1102818200000.0,866032400000.0
2082.0,248248710000.0,441080280000.0,632875840000.0,1073951600000.0,836434000000.0
2083.0,224991580000.0,411978170000.0,617981540000.0,1040681900000.0,811779700000.0
2084.0,207395980000.0,384950440000.0,587544300000.0,1008543330000.0,776767200000.0
2085.0,190024170000.0,361285400000.0,566273700000.0,977328000000.0,750387700000.0
2086.0,170925900000.0,334943300000.0,544211400000.0,957756500000.0,720410600000.0
2087.0,152622560000.0,311585540000.0,521583130000.0,933494100000.0,699886100000.0
2088.0,138620810000.0,288167100000.0,503358000000.0,904182960000.0,664598000000.0
2089.0,126165330000.0,270219720000.0,481016500000.0,885734050000.0,635738260000.0
2090.0,112655650000.0,252971520000.0,464857760000.0,856740000000.0,607804100000.0
2091.0,100877450000.0,233875420000.0,448396530000.0,824608200000.0,584234900000.0
2092.0,89107780000.0,215499540000.0,434770280000.0,803191460000.0,564081850000.0
2093.0,79168740000.0,199216510000.0,412141320000.0,777654000000.0,537418070000.0
2094.0,70821840000.0,185068570000.0,393659480000.0,751705800000.0,512895500000.0
2095.0,65451770000.0,171966120000.0,372991520000.0,736122200000.0,491895500000.0
2096.0,59335086000.0,159782260000.0,353300020000.0,719405200000.0,473305740000.0
2097.0,53932843000.0,147748100000.0,338610160000.0,697074250000.0,452309120000.0
2098.0,49964230000.0,134576590000.0,316169100000.0,668423100000.0,431951100000.0
2099.0,45828520000.0,122085800000.0,299717260000.0,640715060000.0,415269950000.0
2100.0,42271293000.0,114535730000.0,287866300000.0,616549200000.0,396064720000.0
