time,UKESM1-0-LL,MPI-ESM1-2-HR,MRI-ESM2-0,GFDL-ESM4,IPSL-CM6A-LR
2037.0,2184858600000.0,2546520800000.0,2473118400000.0,2641460000000.0,2446867800000.0
2038.0,2129315400000.0,2504577300000.0,2431875300000.0,2604190400000.0,2415803500000.0
2039.0,2071321600000.0,2482381300000.0,2379514600000.0,2565834000000.0,2363064800000.0
2040.0,2008809500000.0,2484023300000.0,2337088500000.0,2540613700000.0,2325663700000.0
2041.0,1935714200000.0,2458831600000.0,2298004000000.0,2515321500000.0,2269009400000.0
2042.0,1875073400000.0,2400579500000.0,2249421200000.0,2485231000000.0,2225411000000.0
2043.0,1804590300000.0,2361218000000.0,2206860300000.0,2457565700000.0,2182742300000.0
2044.0,1742468700000.0,2345207900000.0,2170859700000.0,2434389200000.0,2132842300000.0
2045.0,1683726800000.0,2303918000000.0,2126565200000.0,2403942000000.0,2080526000000.0
2046.0,1628206000000.0,2259749400000.0,2076503200000.0,2370096600000.0,2042894000000.0
2047.0,1579936000000.0,2222808000000.0,2051992500000.0,2332437300000.0,1991951300000.0
2048.0,1525079300000.0,2211839000000.0,2010601100000.0,2302622300000.0,1928898300000.0
2049.0,1483593100000.0,2145345600000.0,1965660400000.0,2264879000000.0,1891727600000.0
2050.0,1437829700000.0,2102837500000.0,1934705200000.0,2205658000000.0,1840393200000.0
2051.0,1401196900000.0,2090723300000.0,1885387400000.0,2157874200000.0,1793726900000.0
2052.0,1354339000000.0,2050089000000.0,1840069300000.0,2127057600000.0,1751188600000.0
2053.0,1325274500000.0,2016059600000.0,1805181000000.0,2079929000000.0,1716564800000.0
2054.0,1281482600000.0,1973562000000.0,1769108800000.0,2065680700000.0,1683583100000.0
2055.0,1231592500000.0,1923132800000.0,1736747000000.0,2015284200000.0,1635796600000.0
2056.0,1184050700000.0,1890552500000.0,1692815200000.0,1977890100000.0,1601686000000.0
2057.0,1141528700000.0,1853936400000.0,1647924900000.0,1958331300000.0,1557607900000.0
2058.0,1099560500000.0,1826380300000.0,1611116800000.0,1924232200000.0,1523009700000.0
2059.0,1065192700000.0,1784424700000.0,1570593200000.0,1877991800000.0,1482866600000.0
2060.0,1022245700000.0,1730426600000.0,1539102000000.0,1840069600000.0,1434276500000.0
2061.0,979925660000.0,1696081500000.0,1496852200000.0,1784645200000.0,1394964000000.0
2062.0,938612900000.0,1651392000000.0,1472221800000.0,1750508900000.0,1367568300000.0
2063.0,909467600000.0,1631707100000.0,1447083800000.0,1714289100000.0,1331213500000.0
2064.0,873765700000.0,1617128300000.0,1411545300000.0,1671253700000.0,1283575400000.0
2065.0,849312900000.0,1570638800000.0,1385911800000.0,1642513400000.0,1236992000000.0
2066.0,818884050000.0,1531469800000.0,1347574300000.0,1608412200000.0,1185652400000.0
2067.0,786093900000.0,1503024600000.0,1313281000000.0,1569857000000.0,1148261400000.0
2068.0,762657800000.0,1481022200000.0,1292768900000.0,1527076500000.0,1115325300000.0
2069.0,722743600000.0,1451094000000.0,1267763100000.0,1498017800000.0,1084639740000.0
2070.0,696662200000.0,1407071800000.0,1232146400000.0,1476210300000.0,1049587900000.0
2071.0,665606000000.0,1370807600000.0,1184811500000.0,1440387200000.0,1020688200000.0
2072.0,631590800000.0,1337120500000.0,1162973500000.0,1403479900000.0,986849300000.0
2073.0,605612930000.0,1318148600000.0,1132936700000.0,1373894700000.0,944974600000.0
2074.0,575318000000.0,1285801600000.0,1106966700000.0,1344339600000.0,911471150000.0
2075.0,547796580000.0,1268929100000.0,1088814800000.0,1318491100000.0,880908960000.0
2076.0,519076680000.0,1233832200000.0,1053171200000.0,1291453200000.0,852700040000.0
2077.0,490648170000.0,1200052900000.0,1022314300000.0,1245646700000.0,816995100000.0
2078.0,463400530000.0,1156285200000.0,996160630000.0,1217240000000.0,785735000000.0
2079.0,437959900000.0,1119729000000.0,973120400000.0,1193793000000.0,760238000000.0
2080.0,415117080000.0,1090097900000.0,950511670000.0,1168299300000.0,733799900000.0
2081.0,396388760000.0,1055916950000.0,925942000000.0,1148612200000.0,705495400000.0
2082.0,373679060000.0,1022960100000.0,908878000000.0,1131207200000.0,674105260000.0
2083.0,350555340000.0,1001761800000.0,886860200000.0,1110375100000.0,648169600000.0
2084.0,327181830000.0,983921460000.0,861659800000.0,1076161500000.0,620195400000.0
2085.0,308035880000.0,955556200000.0,828079800000.0,1055059900000.0,593552930000.0
2086.0,285114400000.0,932105400000.0,812079500000.0,1036347700000.0,573854250000.0
2087.0,261049550000.0,908806900000.0,788780350000.0,1019580800000.0,548757830000.0
2088.0,238452970000.0,869955860000.0,769517940000.0,1001705440000.0,526452060000.0
2089.0,221799420000.0,851499800000.0,745179640000.0,988085100000.0,502061560000.0
2090.0,208327850000.0,834204140000.0,727193750000.0,965742500000.0,481798130000.0
2091.0,196948150000.0,803954600000.0,709792240000.0,949772000000.0,458694230000.0
2092.0,176512430000.0,777311800000.0,692750800000.0,933662800000.0,428604800000.0
2093.0,161793380000.0,756578700000.0,673838140000.0,901637800000.0,408154140000.0
2094.0,147674940000.0,731241400000.0,655519400000.0,879342500000.0,386642700000.0
2095.0,135528760000.0,709319100000.0,632574400000.0,861751600000.0,367042850000.0
2096.0,123916580000.0,684504400000.0,618316370000.0,842795060000.0,348765320000.0
2097.0,116281350000.0,657898600000.0,602873600000.0,825564900000.0,325559600000.0
2098.0,106128580000.0,632922100000.0,589871500000.0,808082540000.0,306254100000.0
2099.0,99871360000.0,615564640000.0,575380460000.0,790965260000.0,291958700000.0
2100.0,93089970000.0,591746500000.0,555609000000.0,772400740000.0,277818300000.0
