time,CESM1-CAM5,CCSM4,CNRM-CM5,GISS-E2-R,CSIRO-MK3-6-0,MPI-ESM-LR,GFDL-ESM2G,NORESM1-M,CANESM2,GFDL-CM3,IPSL-CM5A-LR
2027.0,87879705000.0,88257610000.0,88305560000.0,90199745000.0,88296505000.0,88669280000.0,88962580000.0,88099240000.0,88276860000.0,87752245000.0,88074970000.0
2028.0,87486240000.0,88104250000.0,88031710000.0,89347640000.0,88196080000.0,88146720000.0,88526610000.0,87971135000.0,88162640000.0,87460740000.0,87863450000.0
2029.0,87302930000.0,88285290000.0,87767570000.0,88942895000.0,88220790000.0,87873560000.0,88647360000.0,87772070000.0,87951245000.0,87240600000.0,87601365000.0
2030.0,87020634000.0,88104780000.0,87575550000.0,88730730000.0,88736000000.0,87685095000.0,88607880000.0,87585410000.0,87782420000.0,87008395000.0,87513140000.0
2031.0,86646555000.0,87777680000.0,87582630000.0,89499330000.0,88135210000.0,87661270000.0,88343720000.0,87421440000.0,87867840000.0,86633210000.0,87481570000.0
2032.0,86379900000.0,88013840000.0,87403920000.0,88834620000.0,87909300000.0,87283980000.0,88230855000.0,87679205000.0,87911130000.0,86375130000.0,88122280000.0
2033.0,85991520000.0,87675580000.0,87085466000.0,88522590000.0,87840930000.0,86995620000.0,88052370000.0,87257530000.0,87588110000.0,85894570000.0,86955000000.0
2034.0,85668520000.0,87569020000.0,87210540000.0,88197440000.0,87534230000.0,86821490000.0,87839110000.0,86974030000.0,87039680000.0,85769910000.0,86617550000.0
2035.0,85264720000.0,87255106000.0,87444270000.0,87850720000.0,87545780000.0,86467680000.0,87653966000.0,86670430000.0,86855250000.0,85213930000.0,86493135000.0
2036.0,84960940000.0,87379450000.0,86969780000.0,87965050000.0,87280770000.0,86264850000.0,87599840000.0,86397560000.0,86580050000.0,84755240000.0,86155820000.0
2037.0,84608524000.0,86873540000.0,87350410000.0,87605740000.0,88235410000.0,86352040000.0,87377800000.0,86149960000.0,86606684000.0,84287900000.0,86008660000.0
2038.0,84193395000.0,86764170000.0,86881010000.0,87527014000.0,87696560000.0,85898580000.0,87302880000.0,85955200000.0,86151170000.0,83864480000.0,85605966000.0
2039.0,83861720000.0,86351675000.0,86674430000.0,87886560000.0,87156370000.0,85526850000.0,87155940000.0,85855450000.0,85887450000.0,83419955000.0,85259450000.0
2040.0,83384844000.0,86491440000.0,86061930000.0,87187644000.0,86913974000.0,85271770000.0,86916055000.0,85450340000.0,85682620000.0,82843770000.0,84886490000.0
2041.0,82986615000.0,86641720000.0,86774110000.0,87112640000.0,86662136000.0,85047720000.0,87199210000.0,85184480000.0,85694010000.0,82337780000.0,84738790000.0
2042.0,82449440000.0,86372610000.0,85713820000.0,86815960000.0,86559330000.0,84991255000.0,87589220000.0,84875035000.0,85710905000.0,81776680000.0,85376780000.0
2043.0,81915000000.0,86229500000.0,85819360000.0,87693050000.0,86459654000.0,84567520000.0,86620790000.0,84569416000.0,85123390000.0,81181020000.0,84619380000.0
2044.0,81780930000.0,85580060000.0,85325170000.0,86613250000.0,86225190000.0,84193714000.0,86798280000.0,84487000000.0,84796860000.0,80563920000.0,84717660000.0
2045.0,81406430000.0,85860580000.0,84961070000.0,86464900000.0,86096720000.0,83833890000.0,87884810000.0,84063445000.0,84531225000.0,80156240000.0,83920920000.0
2046.0,81000520000.0,85801435000.0,84852310000.0,86314930000.0,85999340000.0,83633580000.0,86739410000.0,83720770000.0,84207080000.0,79372870000.0,85398360000.0
2047.0,80478570000.0,85099210000.0,84347190000.0,86133980000.0,85669090000.0,83097460000.0,86081946000.0,83420020000.0,84010660000.0,78711660000.0,84160610000.0
2048.0,79972835000.0,84645230000.0,84713140000.0,86272400000.0,85887650000.0,82910120000.0,85752480000.0,84114210000.0,83641620000.0,78080140000.0,83220140000.0
2049.0,79537955000.0,84535790000.0,84068884000.0,85890875000.0,85450375000.0,82469580000.0,86023340000.0,82865440000.0,83376920000.0,77401550000.0,82778956000.0
2050.0,79000584000.0,84160810000.0,83574720000.0,85409055000.0,85085250000.0,82122390000.0,85364515000.0,82340240000.0,83138950000.0,76748110000.0,82851316000.0
2051.0,78588210000.0,85223360000.0,84370210000.0,85215910000.0,85571084000.0,82418690000.0,85359330000.0,81878940000.0,82598220000.0,76153790000.0,82426790000.0
2052.0,78107170000.0,84575210000.0,84782825000.0,85062770000.0,85123514000.0,81341104000.0,84895270000.0,81885590000.0,82312100000.0,75514460000.0,81759450000.0
2053.0,77674970000.0,83901160000.0,83105800000.0,84780560000.0,84812690000.0,80994680000.0,84832110000.0,82932875000.0,81870750000.0,74912850000.0,81308560000.0
2054.0,77149454000.0,84987970000.0,82602620000.0,84543955000.0,84518355000.0,80600826000.0,85000454000.0,81232280000.0,81516380000.0,74145640000.0,80905740000.0
2055.0,76755040000.0,83373470000.0,82852950000.0,84876500000.0,84343366000.0,80197090000.0,85009820000.0,80691770000.0,81299735000.0,73563046000.0,81035305000.0
2056.0,76076730000.0,84058990000.0,83874260000.0,84283650000.0,84891650000.0,79879300000.0,84470910000.0,80892730000.0,81199900000.0,72999660000.0,80345110000.0
2057.0,75554950000.0,84027000000.0,83098110000.0,83917685000.0,84771520000.0,79604015000.0,84470890000.0,80658590000.0,80535230000.0,72602820000.0,79998370000.0
2058.0,74946740000.0,83821175000.0,87000490000.0,83803560000.0,84222540000.0,79439420000.0,84330820000.0,79856510000.0,80775700000.0,72007295000.0,79542280000.0
2059.0,74488410000.0,83510140000.0,84496200000.0,83952790000.0,84111690000.0,79214410000.0,84827005000.0,79501480000.0,79888700000.0,71268600000.0,81213980000.0
2060.0,73949470000.0,82992410000.0,82301300000.0,83485450000.0,83975500000.0,78645084000.0,83894550000.0,78962020000.0,79404230000.0,70567350000.0,79393340000.0
2061.0,73329525000.0,82714480000.0,81623670000.0,83827590000.0,83511270000.0,78236430000.0,84761960000.0,78639970000.0,79087800000.0,69832730000.0,78936840000.0
2062.0,72702380000.0,84448130000.0,80890650000.0,83591850000.0,83538320000.0,77930850000.0,84002270000.0,78546990000.0,78628190000.0,69389510000.0,78287940000.0
2063.0,71956430000.0,84803190000.0,80289390000.0,83086565000.0,83460180000.0,77545570000.0,83421544000.0,78080750000.0,78234830000.0,68690625000.0,78121330000.0
2064.0,71309190000.0,83288695000.0,79719310000.0,83442200000.0,83110880000.0,77904730000.0,84460090000.0,78068400000.0,78659340000.0,68185186000.0,77795640000.0
2065.0,70626980000.0,82765470000.0,79680450000.0,83874320000.0,84701490000.0,77169660000.0,83660010000.0,77330340000.0,78256250000.0,67582590000.0,77204790000.0
2066.0,70257890000.0,83849170000.0,79293500000.0,83253640000.0,83433660000.0,76670304000.0,83050830000.0,76912170000.0,77290260000.0,67072176000.0,79058740000.0
2067.0,69479320000.0,83268080000.0,79272060000.0,82720940000.0,82866635000.0,76358525000.0,83443320000.0,76481160000.0,77108675000.0,66470740000.0,77305050000.0
2068.0,69207910000.0,82529160000.0,78976180000.0,82361970000.0,82390516000.0,75963410000.0,82765640000.0,76116400000.0,76592030000.0,65764286000.0,76277320000.0
2069.0,68376800000.0,82096914000.0,78580930000.0,82036780000.0,82984670000.0,75718566000.0,82351660000.0,76192470000.0,76329010000.0,65144540000.0,75742350000.0
2070.0,67626385000.0,82031665000.0,80196050000.0,82213950000.0,82465055000.0,75664050000.0,82082180000.0,75463030000.0,75741250000.0,64714433000.0,75359830000.0
2071.0,67347505000.0,81873710000.0,78885480000.0,82417240000.0,82342360000.0,75421900000.0,82291450000.0,75065565000.0,75289395000.0,64240580000.0,75169830000.0
2072.0,66272313000.0,81341330000.0,78140330000.0,82061460000.0,82058820000.0,74940320000.0,82316410000.0,75556225000.0,75046030000.0,63603007000.0,74646950000.0
2073.0,65605784000.0,81411920000.0,81565800000.0,81547650000.0,82059890000.0,74639925000.0,81935930000.0,75287314000.0,74598420000.0,63014710000.0,74240380000.0
2074.0,65140960000.0,81489500000.0,78988706000.0,83262060000.0,82045220000.0,74359850000.0,81714650000.0,75603070000.0,74461280000.0,62284276000.0,73744210000.0
2075.0,65291050000.0,81061570000.0,82180530000.0,81990830000.0,82470085000.0,73929196000.0,82798666000.0,74534840000.0,74116510000.0,61943247000.0,73477970000.0
2076.0,64068450000.0,80666520000.0,79145770000.0,81321165000.0,83326750000.0,73594650000.0,82069770000.0,73823494000.0,73505866000.0,61449760000.0,73211430000.0
2077.0,63374488000.0,80562270000.0,77825670000.0,80999020000.0,82858120000.0,73371630000.0,81799410000.0,73681950000.0,73051680000.0,60970690000.0,73150910000.0
2078.0,62806250000.0,82765440000.0,77600900000.0,81087920000.0,81554430000.0,72929214000.0,82079930000.0,75734060000.0,72655080000.0,60265353000.0,75167600000.0
2079.0,62153765000.0,81233170000.0,76783930000.0,81021420000.0,81448520000.0,72611710000.0,81564705000.0,72842445000.0,72152120000.0,59734434000.0,72408880000.0
2080.0,61427840000.0,80724830000.0,76302524000.0,81043640000.0,81055490000.0,72374760000.0,80953740000.0,72571530000.0,72029680000.0,59460970000.0,71991430000.0
2081.0,60792130000.0,80327500000.0,77061680000.0,80588160000.0,81502270000.0,71971200000.0,81301365000.0,72172910000.0,71783890000.0,58602610000.0,71620740000.0
2082.0,60256563000.0,80892666000.0,75685405000.0,80206640000.0,80580080000.0,71985630000.0,80752590000.0,71732100000.0,71188480000.0,58074063000.0,71259080000.0
2083.0,59702730000.0,80093780000.0,75348110000.0,79969165000.0,81601790000.0,72118110000.0,80550160000.0,71221910000.0,70670434000.0,57662010000.0,70923590000.0
2084.0,59596423000.0,80426090000.0,76642870000.0,80252480000.0,81135820000.0,71152040000.0,80733660000.0,70752270000.0,70309580000.0,57121960000.0,70578830000.0
2085.0,59101520000.0,80038510000.0,74784506000.0,80248290000.0,81189675000.0,71130006000.0,80650610000.0,70472650000.0,70100540000.0,56509575000.0,70176430000.0
2086.0,58464740000.0,82255040000.0,74447090000.0,79664280000.0,80704540000.0,70816880000.0,79838870000.0,69849270000.0,69694140000.0,55994094000.0,69786320000.0
2087.0,58241400000.0,80607160000.0,74315610000.0,79301010000.0,80124810000.0,70119900000.0,80249225000.0,69514280000.0,69055504000.0,55516990000.0,70201246000.0
2088.0,57378017000.0,81577435000.0,74351870000.0,79361040000.0,80828940000.0,70185060000.0,80071340000.0,69262010000.0,69014090000.0,55194345000.0,69535910000.0
2089.0,56758170000.0,80228760000.0,73416180000.0,79107320000.0,80109584000.0,70846554000.0,80427890000.0,68716294000.0,68571060000.0,54673453000.0,69379720000.0
2090.0,56119886000.0,79873140000.0,73137365000.0,80056530000.0,79991700000.0,69700166000.0,80707280000.0,68483450000.0,68217934000.0,54262380000.0,71989125000.0
2091.0,55799420000.0,79923280000.0,72769600000.0,79581560000.0,80057380000.0,69319060000.0,79800390000.0,68053815000.0,67575450000.0,54025134000.0,69873525000.0
2092.0,55112030000.0,80753970000.0,73110930000.0,79170810000.0,79554420000.0,69133940000.0,79305564000.0,67482980000.0,67070034000.0,53595357000.0,68937940000.0
2093.0,54844370000.0,79826840000.0,72435786000.0,78741250000.0,79321965000.0,69140590000.0,79080560000.0,66962084000.0,66588870000.0,53046133000.0,68918110000.0
2094.0,53923430000.0,79753870000.0,73337420000.0,78417350000.0,78979660000.0,68629475000.0,78834800000.0,66711320000.0,67884093000.0,52972570000.0,69459845000.0
2095.0,53647217000.0,79121270000.0,72018840000.0,79587510000.0,78959250000.0,69346790000.0,78923100000.0,66389205000.0,65944277000.0,52267650000.0,67733934000.0
2096.0,53161533000.0,79410995000.0,71382065000.0,78657724000.0,78693790000.0,68263354000.0,78488270000.0,66225504000.0,65567814000.0,52431794000.0,67504680000.0
2097.0,52566030000.0,81250040000.0,71485000000.0,78232190000.0,78434020000.0,67964977000.0,79335070000.0,65775670000.0,65379620000.0,51918020000.0,67062186000.0
2098.0,52271310000.0,80497640000.0,71069690000.0,78315790000.0,78189980000.0,67508924000.0,78650880000.0,65392250000.0,64965628000.0,51039904000.0,66706125000.0
2099.0,51406893000.0,79258210000.0,72309300000.0,78154580000.0,78038794000.0,68031030000.0,80273605000.0,64932870000.0,64641417000.0,50640480000.0,66502713000.0
2100.0,51101030000.0,80110305000.0,71387290000.0,78337180000.0,77883380000.0,68012184000.0,78367965000.0,64635695000.0,64160862000.0,50154455000.0,66178052000.0
