time,MRI-ESM2-0,IPSL-CM6A-LR
2000.0,712873980500.0,712873980500.0
2001.0,712976132700.0,712976132700.0
2002.0,711878026500.0,711878026500.0
2003.0,711339485100.0,711339485100.0
2004.0,711865512100.0,711865512100.0
2005.0,711065531700.0,711065531700.0
2006.0,711160268900.0,711160268900.0
2007.0,710007796900.0,710007796900.0
2008.0,709040832300.0,709040832300.0
2009.0,709095686400.0,709095686400.0
2010.0,707214251300.0,707214251300.0
2011.0,708273214500.0,708273214500.0
2012.0,706667527400.0,706667527400.0
2013.0,706644659300.0,706644659300.0
2014.0,707437442400.0,707437442400.0
2015.0,705427737200.0,705427737200.0
2016.0,706478475400.0,706478475400.0
2017.0,702620950800.0,702620950800.0
2018.0,702563006700.0,702563006700.0
2019.0,703601981200.0,703601981200.0
2020.0,700851283600.0,700851283600.0
2021.0,698605267900.0,698600712100.0
2022.0,703829951650.0,697164891260.0
2023.0,696708420500.0,698098577950.0
2024.0,694406368400.0,697346099140.0
2025.0,691641180160.0,694436811000.0
2026.0,691091161570.0,695933049640.0
2027.0,688559340400.0,690589801700.0
2028.0,687005857200.0,688570462500.0
2029.0,685417528260.0,687614712060.0
2030.0,683236721450.0,685758678750.0
2031.0,680707652760.0,682808783530.0
2032.0,677679036190.0,680978388970.0
2033.0,675605219580.0,678378416000.0
2034.0,672445795750.0,674939244050.0
2035.0,669985478460.0,673468753070.0
2036.0,666102803060.0,670336427860.0
2037.0,662609320060.0,667030582120.0
2038.0,660360990890.0,665357461940.0
2039.0,658556882230.0,661340377330.0
2040.0,655691731350.0,659309655110.0
2041.0,650993009240.0,659542366560.0
2042.0,647881968220.0,654056782880.0
2043.0,644976175360.0,650374377500.0
2044.0,641502503340.0,646516585670.0
2045.0,638015501350.0,643080981370.0
2046.0,633365563300.0,639381464700.0
2047.0,629767894560.0,636983229000.0
2048.0,625746402700.0,632481326000.0
2049.0,621793859260.0,628006433150.0
2050.0,620232592380.0,625913898560.0
2051.0,614278217140.0,621042458180.0
2052.0,609735377100.0,615686539000.0
2053.0,606540700240.0,611478456030.0
2054.0,603005325020.0,607533989390.0
2055.0,598856035530.0,603113014100.0
2056.0,594635674260.0,599122178700.0
2057.0,591605715300.0,595212878070.0
2058.0,587798529810.0,591713943040.0
2059.0,583622991690.0,586299384490.0
2060.0,582010628200.0,581705851480.0
2061.0,576506778540.0,577173881800.0
2062.0,572552033010.0,572272046730.0
2063.0,567812242050.0,566629792620.0
2064.0,563648824080.0,562059641860.0
2065.0,560534040220.0,556990709710.0
2066.0,557959344750.0,552602163980.0
2067.0,553658143180.0,547902260810.0
2068.0,550726666980.0,543182986520.0
2069.0,548325309440.0,538887343630.0
2070.0,543010151660.0,534403487110.0
2071.0,539832178630.0,529591173430.0
2072.0,536495127090.0,523722807150.0
2073.0,532556818740.0,518730314490.0
2074.0,528907048120.0,514006992000.0
2075.0,524453466760.0,509359079020.0
2076.0,520764475330.0,504336235500.0
2077.0,519044830170.0,498986887830.0
2078.0,514543735750.0,494150987370.0
2079.0,509019298840.0,488228270760.0
2080.0,505659562080.0,483052235590.0
2081.0,504643056060.0,478024317510.0
2082.0,500056706760.0,473115552030.0
2083.0,497649486200.0,466897949840.0
2084.0,492748865350.0,462278208946.0
2085.0,489804485100.0,458488604430.0
2086.0,485899125420.0,452253480550.0
2087.0,485162523080.0,446779749870.0
2088.0,478250665890.0,441789913260.0
2089.0,474179055510.0,437456772530.0
2090.0,470935674370.0,431820273720.0
2091.0,466777137500.0,427352718726.0
2092.0,463249845640.0,422631365530.0
2093.0,463756571720.0,417853454810.0
2094.0,464921909690.0,414094117950.0
2095.0,455797924680.0,409934353984.0
2096.0,451416797410.0,404512278886.0
2097.0,448685781520.0,400036864300.0
2098.0,445479447040.0,396366919000.0
2099.0,441806709330.0,390798276468.0
2100.0,439649050620.0,385881162610.0
