time,IPSL-CM6A-LR,MRI-ESM2-0,CANESM5,CNRM-ESM2-1,UKESM1-0-LL
2077.0,502345305560.0,513691317090.0,416080415030.0,525215508070.0,379912452386.0
2078.0,497080714260.0,511544943390.0,413644129700.0,519775347710.0,375272621924.0
2079.0,494089692290.0,507451965630.0,410112457120.0,516259276090.0,370168518780.0
2080.0,492335509100.0,505295039020.0,406803925180.0,512120763500.0,366668705250.0
2081.0,490493039340.0,501112221110.0,402836649460.0,507077770800.0,361862152326.0
2082.0,484637593840.0,498216333660.0,399313679210.0,507872800280.0,356811859970.0
2083.0,480352443410.0,495983735640.0,396511583330.0,503963166730.0,352814501024.0
2084.0,477310015170.0,496616296090.0,396255830060.0,496295633730.0,347755716098.0
2085.0,475687663930.0,492191536410.0,392390389030.0,492308213430.0,346732465650.0
2086.0,472384020010.0,490618314620.0,389332005700.0,489158794650.0,342716075034.0
2087.0,470904988830.0,493296474780.0,385875807080.0,485984856240.0,337072608040.0
2088.0,466261201160.0,497422841070.0,387166515920.0,481590382530.0,331843695580.0
2089.0,463848013600.0,491162896900.0,381042003160.0,479880988280.0,327674262852.0
2090.0,460033268590.0,489520396760.0,376839444670.0,475569290430.0,323842781910.0
2091.0,458639704390.0,490691776340.0,373943842610.0,471334914200.0,320708701118.0
2092.0,454106494120.0,483700076330.0,372777550040.0,468363415810.0,320094309436.0
2093.0,453035605920.0,485083533090.0,371540983430.0,464348555310.0,314669120736.0
2094.0,448465763300.0,479632125600.0,366381399060.0,459690603850.0,310686114634.0
2095.0,445025953030.0,480386168150.0,363829476080.0,458893551430.0,307361891412.0
2096.0,443168032730.0,479937713490.0,361482514610.0,451930400710.0,304645895018.0
2097.0,440792079840.0,486667462080.0,361510986580.0,450942014860.0,303150327862.0
2098.0,438367683200.0,474509304180.0,359324115050.0,453504908280.0,298000652456.0
2099.0,435238490980.0,470936847970.0,356402591900.0,444952697510.0,294688455062.0
2100.0,433222908640.0,472979151180.0,353436238320.0,438579295560.0,291527704454.0
