time,IPSL-CM6A-LR,MRI-ESM2-0,CANESM5,CNRM-ESM2-1,UKESM1-0-LL
2000.0,712873980500.0,712873980500.0,712873980500.0,712873980500.0,712873980500.0
2001.0,712976132700.0,712976132700.0,712976132700.0,712976132700.0,712976132700.0
2002.0,711878026500.0,711878026500.0,711878026500.0,711878026500.0,711878026500.0
2003.0,711339485100.0,711339485100.0,711339485100.0,711339485100.0,711339485100.0
2004.0,711865512100.0,711865512100.0,711865512100.0,711865512100.0,711865512100.0
2005.0,711065531700.0,711065531700.0,711065531700.0,711065531700.0,711065531700.0
2006.0,711160268900.0,711160268900.0,711160268900.0,711160268900.0,711160268900.0
2007.0,710007796900.0,710007796900.0,710007796900.0,710007796900.0,710007796900.0
2008.0,709040832300.0,709040832300.0,709040832300.0,709040832300.0,709040832300.0
2009.0,709095686400.0,709095686400.0,709095686400.0,709095686400.0,709095686400.0
2010.0,707214251300.0,707214251300.0,707214251300.0,707214251300.0,707214251300.0
2011.0,708273214500.0,708273214500.0,708273214500.0,708273214500.0,708273214500.0
2012.0,706667527400.0,706667527400.0,706667527400.0,706667527400.0,706667527400.0
2013.0,706644659300.0,706644659300.0,706644659300.0,706644659300.0,706644659300.0
2014.0,707437442400.0,707437442400.0,707437442400.0,707437442400.0,707437442400.0
2015.0,705427737200.0,705427737200.0,705427737200.0,705427737200.0,705427737200.0
2016.0,706478475400.0,706478475400.0,706478475400.0,706478475400.0,706478475400.0
2017.0,702620950800.0,702620950800.0,702620950800.0,702620950800.0,702620950800.0
2018.0,702563006700.0,702563006700.0,702563006700.0,702563006700.0,702563006700.0
2019.0,703601981200.0,703601981200.0,703601981200.0,703601981200.0,703601981200.0
2020.0,700851283600.0,700851283600.0,700851283600.0,700851283600.0,700851283600.0
2021.0,699267830800.0,699238873300.0,698366718100.0,702700699600.0,699218521500.0
2022.0,698764307600.0,699164849500.0,696299638400.0,699979659500.0,696458455800.0
2023.0,697932989730.0,695520100600.0,693123167700.0,697587468300.0,694392973240.0
2024.0,695771616100.0,693860146900.0,690496909570.0,695968299600.0,691851823300.0
2025.0,693327461260.0,693696488040.0,687042552000.0,693623145990.0,689504806360.0
2026.0,690917936460.0,690281640700.0,684167356900.0,694766677500.0,687097093700.0
2027.0,689269071640.0,688133177640.0,680614266920.0,690376925700.0,683960391190.0
2028.0,686224954400.0,685826728240.0,675870387240.0,688590345430.0,680469729500.0
2029.0,683921184200.0,683355858550.0,671062046140.0,686511382800.0,677041323500.0
2030.0,681818319670.0,681942341300.0,667508633350.0,688102753910.0,674868582760.0
2031.0,678233368420.0,679107421500.0,661639083260.0,682782431400.0,670189362500.0
2032.0,674800566200.0,675438321200.0,656623220360.0,680006423100.0,666032862940.0
2033.0,673459987100.0,673152263500.0,650813078660.0,677620463500.0,660533178990.0
2034.0,672620234160.0,669661392100.0,645479614930.0,675469919140.0,655330621060.0
2035.0,670610022860.0,667916551760.0,639461916460.0,672922723400.0,649490948650.0
2036.0,666849900200.0,665018787300.0,634129841900.0,671994381570.0,644690015620.0
2037.0,663920074710.0,661579232550.0,628668076600.0,667849663300.0,638864581450.0
2038.0,661149834640.0,657115140440.0,622899465210.0,668930871360.0,633901607610.0
2039.0,657296174800.0,652807090660.0,616342156340.0,664917090580.0,628191575070.0
2040.0,654115054260.0,650477838340.0,612056257060.0,663279769900.0,622821516360.0
2041.0,650787204030.0,644940453900.0,605245339190.0,659300751860.0,616264334060.0
2042.0,646916933280.0,640577708700.0,599109057290.0,656803555200.0,608885688960.0
2043.0,642211539960.0,635870806560.0,591307700680.0,652827415070.0,602359837040.0
2044.0,638003147900.0,631813598490.0,585256288560.0,651125750940.0,596020205430.0
2045.0,634445314340.0,626992404100.0,579669765630.0,646247219300.0,589863643030.0
2046.0,629523331610.0,622820167610.0,573262302130.0,642862194860.0,582864042010.0
2047.0,626047747290.0,618467677910.0,567318695500.0,640590308840.0,575583319840.0
2048.0,621859626660.0,613245624380.0,560857850510.0,636656747600.0,568286659990.0
2049.0,617583824640.0,608929150330.0,555420004020.0,633418104700.0,561377217510.0
2050.0,613623387800.0,604521852480.0,549081669660.0,630568324000.0,553220297750.0
2051.0,608875794670.0,599988223250.0,544272717310.0,625682464140.0,546367469810.0
2052.0,605353450280.0,596279445500.0,537481716180.0,622536745330.0,538591053270.0
2053.0,601510904200.0,591028642220.0,531788759840.0,618870634440.0,531904627320.0
2054.0,596990594400.0,587323209250.0,527255561940.0,618844697160.0,524695765240.0
2055.0,591755611310.0,583000672500.0,520970451470.0,612001075910.0,517277297010.0
2056.0,588277750810.0,579113870120.0,515690174140.0,608918645520.0,509330222550.0
2057.0,583478229630.0,575378294360.0,509490974660.0,606167627850.0,502079072370.0
2058.0,578782613280.0,571185219640.0,504315263680.0,602080701160.0,495381397880.0
2059.0,574152927290.0,566854464220.0,499088348080.0,597907104720.0,489204748030.0
2060.0,569656450200.0,563826339740.0,493587721380.0,592942672460.0,482086950590.0
2061.0,564549202120.0,559446570490.0,488479939760.0,589300569920.0,475460565710.0
2062.0,559635129780.0,556749209320.0,483808024880.0,587890937040.0,468041017146.0
2063.0,554806187750.0,555057171850.0,477753063800.0,582205528490.0,461403409780.0
2064.0,551987397740.0,550438417010.0,473178659900.0,577228078980.0,455109472810.0
2065.0,547281052640.0,547349902330.0,467656652340.0,573866026170.0,448162022980.0
2066.0,543331109230.0,543673618230.0,462828595950.0,572785164650.0,441372308680.0
2067.0,538965125330.0,541124409410.0,458233440730.0,568184034820.0,434989646966.0
2068.0,534943195350.0,539694028250.0,453109739430.0,561636269610.0,429098861246.0
2069.0,530616477180.0,540809245270.0,448216802730.0,558388185340.0,422974343376.0
2070.0,526620575650.0,539298396650.0,443851088020.0,553866561310.0,416417886582.0
2071.0,523397769380.0,531312284000.0,441239503250.0,550422762940.0,411304547100.0
2072.0,518674786740.0,526146649650.0,436231829160.0,545329747480.0,405730747230.0
2073.0,514874393340.0,522779419350.0,431341565290.0,540942289430.0,401068217970.0
2074.0,511662958250.0,520673974740.0,428234633740.0,537163658020.0,394519710420.0
2075.0,508262645490.0,517660184770.0,423862886270.0,532302004680.0,389530006750.0
2076.0,503790556630.0,514974621490.0,419790424880.0,528330610450.0,385371785390.0
