time,TAIESM1,IITM-ESM,UKESM1-0-LL,IPSL-CM6A-LR,KACE-1-0-G,MRI-ESM2-0,CESM2-WACCM,GFDL-ESM4,MPI-ESM1-2-HR
2000.0,712873980500.0,712873980500.0,712873980500.0,712873980500.0,712873980500.0,712873980500.0,712873980500.0,712873980500.0,712873980500.0
2001.0,712976132700.0,712976132700.0,712976132700.0,712976132700.0,712976132700.0,712976132700.0,712976132700.0,712976132700.0,712976132700.0
2002.0,711878026500.0,711878026500.0,711878026500.0,711878026500.0,711878026500.0,711878026500.0,711878026500.0,711878026500.0,711878026500.0
2003.0,711339485100.0,711339485100.0,711339485100.0,711339485100.0,711339485100.0,711339485100.0,711339485100.0,711339485100.0,711339485100.0
2004.0,711865512100.0,711865512100.0,711865512100.0,711865512100.0,711865512100.0,711865512100.0,711865512100.0,711865512100.0,711865512100.0
2005.0,711065531700.0,711065531700.0,711065531700.0,711065531700.0,711065531700.0,711065531700.0,711065531700.0,711065531700.0,711065531700.0
2006.0,711160268900.0,711160268900.0,711160268900.0,711160268900.0,711160268900.0,711160268900.0,711160268900.0,711160268900.0,711160268900.0
2007.0,710007796900.0,710007796900.0,710007796900.0,710007796900.0,710007796900.0,710007796900.0,710007796900.0,710007796900.0,710007796900.0
2008.0,709040832300.0,709040832300.0,709040832300.0,709040832300.0,709040832300.0,709040832300.0,709040832300.0,709040832300.0,709040832300.0
2009.0,709095686400.0,709095686400.0,709095686400.0,709095686400.0,709095686400.0,709095686400.0,709095686400.0,709095686400.0,709095686400.0
2010.0,707214251300.0,707214251300.0,707214251300.0,707214251300.0,707214251300.0,707214251300.0,707214251300.0,707214251300.0,707214251300.0
2011.0,708273214500.0,708273214500.0,708273214500.0,708273214500.0,708273214500.0,708273214500.0,708273214500.0,708273214500.0,708273214500.0
2012.0,706667527400.0,706667527400.0,706667527400.0,706667527400.0,706667527400.0,706667527400.0,706667527400.0,706667527400.0,706667527400.0
2013.0,706644659300.0,706644659300.0,706644659300.0,706644659300.0,706644659300.0,706644659300.0,706644659300.0,706644659300.0,706644659300.0
2014.0,707437442400.0,707437442400.0,707437442400.0,707437442400.0,707437442400.0,707437442400.0,707437442400.0,707437442400.0,707437442400.0
2015.0,705427737200.0,705427737200.0,705427737200.0,705427737200.0,705427737200.0,705427737200.0,705427737200.0,705427737200.0,705427737200.0
2016.0,706478475400.0,706478475400.0,706478475400.0,706478475400.0,706478475400.0,706478475400.0,706478475400.0,706478475400.0,706478475400.0
2017.0,702620950800.0,702620950800.0,702620950800.0,702620950800.0,702620950800.0,702620950800.0,702620950800.0,702620950800.0,702620950800.0
2018.0,702563006700.0,702563006700.0,702563006700.0,702563006700.0,702563006700.0,702563006700.0,702563006700.0,702563006700.0,702563006700.0
2019.0,703601981200.0,703601981200.0,703601981200.0,703601981200.0,703601981200.0,703601981200.0,703601981200.0,703601981200.0,703601981200.0
2020.0,700851283600.0,700851283600.0,700851283600.0,700851283600.0,700851283600.0,700851283600.0,700851283600.0,700851283600.0,700851283600.0
2021.0,698762177000.0,702506760900.0,698233456300.0,700311391900.0,699056335100.0,699011505400.0,700471501500.0,698393188300.0,699839396700.0
2022.0,697881691100.0,700657707700.0,696990056800.0,698388404600.0,697738166300.0,697045962700.0,698739183500.0,697250867960.0,700229806800.0
2023.0,695053831100.0,698380380700.0,695322837100.0,696256698460.0,695154933160.0,696436567200.0,695977911660.0,695624893660.0,697255462300.0
2024.0,694150247900.0,698082546400.0,692571937800.0,694715627250.0,691381858890.0,693812699450.0,694087733860.0,695208173300.0,696434306000.0
2025.0,693577603100.0,697242702140.0,689767308450.0,694379483850.0,689346768700.0,691873888300.0,693089544610.0,693116645440.0,695156629200.0
2026.0,689250912300.0,693325575500.0,686327091400.0,692124861440.0,687817328100.0,692181570240.0,690127137940.0,690276151910.0,693879131050.0
2027.0,686257815330.0,691385645800.0,683100539100.0,689546323750.0,683116368100.0,689624576560.0,688311428560.0,688561356400.0,691974025380.0
2028.0,684023430200.0,689712924070.0,680119397660.0,687469462800.0,678869642160.0,686935598000.0,685551478820.0,687328410140.0,690700485700.0
2029.0,680765016460.0,687360143450.0,676968240860.0,685396502500.0,676135245050.0,685611745340.0,684724788000.0,684481818950.0,688621173340.0
2030.0,680320595100.0,687325996200.0,673524853940.0,683023681180.0,673817125700.0,684359769510.0,681218197700.0,682684277200.0,688162044500.0
2031.0,677291632500.0,685871029600.0,669129886430.0,680980510860.0,671708218060.0,680092231300.0,679636039370.0,686723241070.0,686107111940.0
2032.0,672893411060.0,682308797540.0,663933278190.0,678360334900.0,668373973250.0,676996061760.0,677743456950.0,681218813870.0,684809050200.0
2033.0,669145897840.0,681815799160.0,658388918390.0,675619542900.0,663826033200.0,674430395460.0,673210394300.0,678611150590.0,683585455240.0
2034.0,666168997860.0,679988659050.0,653713350500.0,672958608200.0,660043059530.0,673440059700.0,669886449440.0,675040957590.0,682460059950.0
2035.0,661978059350.0,678656690700.0,648898330000.0,669979616610.0,656098614700.0,671252277520.0,670354393030.0,675286778140.0,680971425730.0
2036.0,657967372140.0,679331053440.0,643799393580.0,667438371300.0,652350179300.0,667493890500.0,665159953040.0,672064902090.0,678650089400.0
2037.0,654542543850.0,677089670240.0,639196925840.0,663823733240.0,652318515340.0,664176963200.0,662751891240.0,670524247300.0,675920891800.0
2038.0,650383479850.0,672953187460.0,633942199980.0,659381181300.0,645274889100.0,660753094100.0,660400487400.0,667164905200.0,674375970500.0
2039.0,646119746700.0,671001141700.0,628537675700.0,656296609780.0,640365011440.0,657663849540.0,657279831940.0,663885300600.0,672826651500.0
2040.0,643158591800.0,668990946000.0,623357605600.0,652524694820.0,636501001630.0,654532533950.0,654439973710.0,662242279600.0,671335015300.0
2041.0,638392801900.0,667711696460.0,618643710600.0,649488092350.0,632099800960.0,651934210100.0,650661098800.0,659760140440.0,669402295000.0
2042.0,635297589640.0,663913258040.0,612003815660.0,644510445420.0,628156492560.0,648200227500.0,649362145300.0,656830551160.0,667571364000.0
2043.0,631005813660.0,661835443400.0,606505321240.0,640006262650.0,624884438540.0,645334457880.0,647716483030.0,656128761540.0,665696729260.0
2044.0,625065019230.0,659899918450.0,601477830500.0,636852274690.0,621125339550.0,642117555100.0,643629716760.0,655441426840.0,663847429500.0
2045.0,620104871460.0,659231587040.0,595794415580.0,632256090400.0,616732457760.0,638561755470.0,639898672080.0,651807456630.0,660016973540.0
2046.0,615214848800.0,655329105900.0,590351883320.0,628396971360.0,612008093340.0,635093124360.0,635674710700.0,648944575840.0,659163069800.0
2047.0,610308797430.0,652762301840.0,585087226470.0,623722597860.0,608846075290.0,631217603720.0,632188936310.0,646660951930.0,658331183040.0
2048.0,605041394250.0,650798999600.0,578803287180.0,621308419760.0,604018311580.0,627381098380.0,627711745260.0,643516325200.0,655153724740.0
2049.0,599760482010.0,650184412900.0,572434219300.0,615785992710.0,600116591740.0,624029285290.0,623885035610.0,641629069800.0,651767463550.0
2050.0,593945022800.0,646326494940.0,566255258480.0,611831717500.0,596817128020.0,620566974300.0,619985558260.0,640081532690.0,651590813060.0
2051.0,589197896440.0,643297203060.0,560885817470.0,607129121120.0,591356792450.0,616119414180.0,615932986660.0,636256859310.0,648382052260.0
2052.0,583836131120.0,640990479240.0,554551281700.0,601840276430.0,586630846200.0,612642678470.0,612628600420.0,633473793860.0,646458311950.0
2053.0,578194724500.0,639242769460.0,549587745160.0,598101186810.0,582149568660.0,610635301600.0,608645610690.0,632042737940.0,642725608200.0
2054.0,572697245000.0,634625755460.0,542237663890.0,593986964900.0,578105676960.0,605744542300.0,604444630260.0,629445784300.0,640946984160.0
2055.0,567049947610.0,632399478860.0,535802392130.0,590761446920.0,573230413920.0,602204108700.0,601623980250.0,625381906620.0,638719446140.0
2056.0,562095000190.0,628864316840.0,529911098580.0,587573030540.0,569311920910.0,599989116870.0,598168776120.0,624066164580.0,635522845310.0
2057.0,555908131620.0,625639189130.0,524986870080.0,581922203350.0,564591304730.0,596340501350.0,594566411850.0,622158901760.0,634705466380.0
2058.0,549173081100.0,622464177800.0,518190432220.0,577081844650.0,562921568660.0,592460208490.0,589955694340.0,619080225010.0,630920268010.0
2059.0,544658162690.0,619275043280.0,511996742950.0,572967063320.0,557483640270.0,586888996470.0,586409152600.0,615813364710.0,628001996180.0
2060.0,538427992230.0,616561821000.0,504962870130.0,568567925000.0,552906821200.0,582828577870.0,581649084520.0,614388086200.0,627927529340.0
2061.0,533053082920.0,612845260100.0,499006021770.0,564068218170.0,547980080850.0,582084681640.0,578389528770.0,611515111880.0,624178333270.0
2062.0,525962158710.0,610324972300.0,493255642170.0,559399480970.0,544834777600.0,576601033400.0,573679032470.0,608806423990.0,620628916310.0
2063.0,519248454510.0,607364097690.0,487529646910.0,555860804660.0,542027138800.0,573808425700.0,569725848440.0,604954708530.0,618073531900.0
2064.0,513402608890.0,603517804850.0,481098263890.0,553589511350.0,535713854120.0,568742583550.0,565758913980.0,602110365510.0,617313926450.0
2065.0,508502832510.0,599567411300.0,477602671920.0,547674482950.0,530628386510.0,565905542360.0,562170819790.0,599442061730.0,615198237700.0
2066.0,502362852810.0,596148490810.0,471435369720.0,543512962120.0,527359755190.0,562655219430.0,559317105670.0,598359044160.0,614977141100.0
2067.0,496293725930.0,593762599400.0,466320836470.0,540251768950.0,522753222630.0,559683205380.0,557429868530.0,596540100130.0,609921948830.0
2068.0,491547224890.0,592869741300.0,461509096650.0,536951044880.0,519488607540.0,557125614500.0,551605917020.0,591805283160.0,607360273570.0
2069.0,486502074270.0,589326508560.0,453901691620.0,531615672930.0,515078840670.0,554785483890.0,548057071870.0,589064703200.0,604707630860.0
2070.0,479971852670.0,587246675430.0,448308664290.0,526656467600.0,512506035350.0,548104697800.0,543813061570.0,586714009050.0,601981678410.0
2071.0,473971104220.0,583511766700.0,444681125860.0,525086234080.0,506586043660.0,544310040040.0,541108000310.0,583702759340.0,599206907740.0
2072.0,466703700970.0,578876849160.0,436861763580.0,519241312580.0,502890523460.0,540766224030.0,539625959520.0,583276938050.0,599232144050.0
2073.0,460650511420.0,576289199960.0,431288819560.0,514114039110.0,497924859570.0,539702990990.0,533308827560.0,578946342800.0,595227301690.0
2074.0,454098949730.0,580033824160.0,425577227280.0,510101669220.0,494622142940.0,534423706230.0,528721201900.0,578106594740.0,592641766120.0
2075.0,448374107690.0,572746665260.0,420124174040.0,505724176050.0,490180384994.0,531368822570.0,526997838060.0,574669156980.0,589407442700.0
2076.0,444306266780.0,567301718760.0,414684894740.0,502122541510.0,486635669784.0,530106174830.0,521725352340.0,571792462550.0,587433835230.0
2077.0,436056180280.0,563251515640.0,409571909700.0,498006479480.0,483979747360.0,523779561310.0,519747637790.0,568745803210.0,584204357500.0
2078.0,428863607510.0,559326494700.0,403981207626.0,494456818610.0,480429125940.0,519638181250.0,516573901250.0,567969405620.0,582001141100.0
2079.0,422685822200.0,557827626560.0,398652152510.0,489522797980.0,475831122240.0,516218046410.0,511778462320.0,563360458250.0,578767524230.0
2080.0,416668990270.0,553466058600.0,394303757020.0,485015028610.0,472920634820.0,513798500650.0,510906650700.0,565206343820.0,577748741390.0
2081.0,411079314100.0,550174440300.0,387924154410.0,480960225940.0,468769790280.0,510072829480.0,503569742940.0,560079981390.0,572723651580.0
2082.0,404463738310.0,545150076550.0,382700045360.0,476727984940.0,464162970160.0,508214284290.0,500270272560.0,557209489690.0,570509515220.0
2083.0,397923106610.0,541444011000.0,377173411730.0,473320604020.0,461960324100.0,504445693900.0,496584006490.0,554221966160.0,567898064920.0
2084.0,392000138100.0,538323340150.0,371830944666.0,468303630420.0,457191552486.0,500301587800.0,493736842670.0,551015832380.0,566706806290.0
2085.0,386022308680.0,533765075400.0,366477953750.0,464132532640.0,453535784890.0,496578983930.0,488458272160.0,548970315490.0,564026364510.0
2086.0,379565631390.0,532785365800.0,360997524404.0,459689725280.0,449788343476.0,505158522800.0,484328331350.0,548170805560.0,561898188380.0
2087.0,374587272000.0,527526724290.0,356438120360.0,455991093350.0,447747002760.0,492505032930.0,483634940780.0,543772060600.0,560632446720.0
2088.0,369218034960.0,524197474300.0,351853562894.0,451862265470.0,443794057756.0,492489793000.0,476739077840.0,542069004970.0,557019035200.0
2089.0,363774399150.0,520709438200.0,346543472228.0,448809577770.0,439954234010.0,485414716740.0,472288971290.0,538936085560.0,553910238670.0
2090.0,358033301250.0,516271192300.0,341483621486.0,445314918720.0,436612774230.0,485629228900.0,468515530740.0,536444633790.0,552769200370.0
2091.0,352808836156.0,515360904430.0,336132845484.0,440850529240.0,435356990700.0,478483752720.0,464178695490.0,534001851960.0,549930008840.0
2092.0,347206819884.0,510597488300.0,331229802590.0,436068976620.0,431084669990.0,475095123780.0,460160458520.0,532750874780.0,546755665310.0
2093.0,342548114770.0,505552200100.0,327020105270.0,432404426350.0,428198035166.0,473247258170.0,456987237010.0,529463501270.0,547460243530.0
2094.0,337234949834.0,504365440600.0,322141658018.0,429623135166.0,424371412060.0,476226151180.0,452239945850.0,526781404260.0,542205820000.0
2095.0,331495588336.0,499128678960.0,317263471748.0,425840565556.0,420295439820.0,466778982580.0,449820979660.0,524116951560.0,539393897840.0
2096.0,326725136196.0,495053163540.0,312644340274.0,421281545300.0,417171653164.0,468280416650.0,446407415890.0,521245889300.0,536707187450.0
2097.0,321110835720.0,492719369150.0,309133045156.0,416887060300.0,413618306028.0,462530925980.0,441210337460.0,519265205910.0,535426488640.0
2098.0,315670632724.0,488109241180.0,304732174378.0,414050066940.0,410929674624.0,458763314730.0,437994521110.0,517836813790.0,533491059870.0
2099.0,310357541242.0,484307611000.0,300995908390.0,409406977444.0,407629052546.0,461269494720.0,433315855020.0,515801955650.0,533472080340.0
2100.0,306216483644.0,481199088640.0,297168273284.0,405201779140.0,405135214882.0,455508131990.0,430112230190.0,513843508660.0,531307960570.0
