time,MPI-ESM-LR,NORESM1-M,CSIRO-MK3-6-0,CESM1-CAM5
2029.0,7144524500000.0,7130693000000.0,7096517500000.0,6973176700000.0
2030.0,7122850000000.0,7068180300000.0,7077478500000.0,6908638000000.0
2031.0,7103588600000.0,7037379400000.0,7057188000000.0,6855552700000.0
2032.0,7082523000000.0,7021403000000.0,7041960600000.0,6793484300000.0
2033.0,7037065000000.0,6984767000000.0,7004678000000.0,6755896000000.0
2034.0,6994294000000.0,6955917600000.0,6965850000000.0,6691737000000.0
2035.0,6955793400000.0,6926335700000.0,6943765000000.0,6650920000000.0
2036.0,6926939700000.0,6898745000000.0,6917176400000.0,6601714000000.0
2037.0,6898418000000.0,6856944600000.0,6880545500000.0,6543852000000.0
2038.0,6867738000000.0,6827805000000.0,6847899600000.0,6473220000000.0
2039.0,6828144000000.0,6769799600000.0,6818437000000.0,6393824300000.0
2040.0,6797799700000.0,6707047000000.0,6775848000000.0,6311300300000.0
2041.0,6765252000000.0,6658576000000.0,6735404000000.0,6249454000000.0
2042.0,6713904000000.0,6605998000000.0,6683502000000.0,6183031700000.0
2043.0,6678457600000.0,6557293600000.0,6639348000000.0,6120769300000.0
2044.0,6622905600000.0,6508409500000.0,6572567700000.0,6025789000000.0
2045.0,6579091000000.0,6468075500000.0,6528281600000.0,5923985700000.0
2046.0,6545554300000.0,6419027300000.0,6501061600000.0,5860626000000.0
2047.0,6520315600000.0,6374081700000.0,6476368700000.0,5789109000000.0
2048.0,6490095600000.0,6302611000000.0,6447368000000.0,5688308300000.0
2049.0,6449530400000.0,6264061000000.0,6420650500000.0,5601162700000.0
2050.0,6412468000000.0,6211970300000.0,6397427700000.0,5512081000000.0
2051.0,6374710000000.0,6152946500000.0,6362499000000.0,5423895700000.0
2052.0,6336117000000.0,6110551500000.0,6344804400000.0,5303548000000.0
2053.0,6298513400000.0,6049613500000.0,6303941000000.0,5233306000000.0
2054.0,6242616500000.0,6003819500000.0,6270618000000.0,5175767000000.0
2055.0,6220943500000.0,5961062000000.0,6236544000000.0,5089815700000.0
2056.0,6190730000000.0,5912743400000.0,6177945600000.0,4998022000000.0
2057.0,6154192700000.0,5857366500000.0,6128395600000.0,4913366600000.0
2058.0,6114740000000.0,5813163000000.0,6087337000000.0,4815062600000.0
2059.0,6064999000000.0,5772189000000.0,6049929000000.0,4720569600000.0
2060.0,5999997500000.0,5717815000000.0,6021664700000.0,4611179500000.0
2061.0,5959697600000.0,5679202000000.0,5989491300000.0,4493628000000.0
2062.0,5926597700000.0,5635693300000.0,5955099600000.0,4366379000000.0
2063.0,5899255000000.0,5581708000000.0,5924112600000.0,4276078800000.0
2064.0,5864038000000.0,5534233700000.0,5887501000000.0,4184222500000.0
2065.0,5800842000000.0,5503701000000.0,5842571000000.0,4116783300000.0
2066.0,5781365000000.0,5449474000000.0,5803154600000.0,4048303200000.0
2067.0,5742280000000.0,5407303000000.0,5774245400000.0,3949537000000.0
2068.0,5698338000000.0,5330275000000.0,5708221000000.0,3830165300000.0
2069.0,5665821000000.0,5274323000000.0,5676136400000.0,3749070200000.0
2070.0,5630999400000.0,5235580000000.0,5640252000000.0,3654040400000.0
2071.0,5602782000000.0,5207037600000.0,5597043000000.0,3539795000000.0
2072.0,5567837000000.0,5152580000000.0,5570445700000.0,3427155600000.0
2073.0,5554422000000.0,5059702700000.0,5542409000000.0,3342675000000.0
2074.0,5531196500000.0,5014990000000.0,5508735000000.0,3235358200000.0
2075.0,5502810000000.0,4952569700000.0,5478635000000.0,3114046600000.0
2076.0,5479822000000.0,4875051600000.0,5437552300000.0,2997959500000.0
2077.0,5448116000000.0,4824538500000.0,5379279000000.0,2903261600000.0
2078.0,5407206500000.0,4753309300000.0,5347850300000.0,2807100000000.0
2079.0,5369167300000.0,4673381000000.0,5323819000000.0,2706796200000.0
2080.0,5333342000000.0,4604322400000.0,5302126600000.0,2614182300000.0
2081.0,5293994400000.0,4550142000000.0,5280459400000.0,2529519000000.0
2082.0,5247260400000.0,4506505000000.0,5243280600000.0,2448197700000.0
2083.0,5211338300000.0,4447466000000.0,5229112000000.0,2338138000000.0
2084.0,5162359300000.0,4397220800000.0,5216105700000.0,2224561600000.0
2085.0,5134937500000.0,4330251400000.0,5192199700000.0,2128824600000.0
2086.0,5095598000000.0,4273359000000.0,5170906300000.0,2030219200000.0
2087.0,5056512000000.0,4235804500000.0,5147669000000.0,1949355100000.0
2088.0,5020244000000.0,4196232600000.0,5122878300000.0,1881277700000.0
2089.0,4987080400000.0,4139439000000.0,5087224700000.0,1823641400000.0
2090.0,4951981400000.0,4086910000000.0,5037834000000.0,1743577000000.0
2091.0,4932433000000.0,4022881500000.0,5005433000000.0,1678823900000.0
2092.0,4894540000000.0,3959184000000.0,4969702000000.0,1606193100000.0
2093.0,4852035000000.0,3891542600000.0,4937463000000.0,1532788100000.0
2094.0,4816528000000.0,3817754900000.0,4896770000000.0,1456117600000.0
2095.0,4791742000000.0,3763823200000.0,4872582700000.0,1394715500000.0
2096.0,4774034400000.0,3713794800000.0,4839057000000.0,1339443900000.0
2097.0,4737630500000.0,3650474200000.0,4811801500000.0,1280873900000.0
2098.0,4706563000000.0,3573540200000.0,4778733600000.0,1240384900000.0
2099.0,4676703500000.0,3507659500000.0,4750865000000.0,1199840700000.0
2100.0,4655390000000.0,3450612000000.0,4729429000000.0,1161717600000.0
2101.0,4617133000000.0,3372792000000.0,4704097000000.0,1118075900000.0
2102.0,4584777400000.0,3318998600000.0,4672087700000.0,1078073200000.0
2103.0,4553158700000.0,3258314400000.0,4639320000000.0,1041710840000.0
2104.0,4512844600000.0,3189350900000.0,4623008000000.0,1017366800000.0
2105.0,4483138000000.0,3130111300000.0,4601109500000.0,985786600000.0
2106.0,4456408000000.0,3071068900000.0,4583550000000.0,957171240000.0
2107.0,4421496300000.0,3025073000000.0,4553598600000.0,935512240000.0
2108.0,4390240400000.0,2969056800000.0,4498714000000.0,912552760000.0
2109.0,4357179300000.0,2903738000000.0,4479934000000.0,890844300000.0
2110.0,4320874000000.0,2851235400000.0,4441058000000.0,870072600000.0
2111.0,4293880200000.0,2786323600000.0,4415793700000.0,842397100000.0
2112.0,4237077800000.0,2744628000000.0,4394257700000.0,819803500000.0
2113.0,4210488200000.0,2686200000000.0,4380732400000.0,794789940000.0
2114.0,4168294000000.0,2639354000000.0,4361811100000.0,764280700000.0
2115.0,4134675000000.0,2612418300000.0,4337433000000.0,749103000000.0
2116.0,4101076400000.0,2583696000000.0,4289936800000.0,731518340000.0
2117.0,4075574500000.0,2531505000000.0,4244617600000.0,714555300000.0
2118.0,4048035800000.0,2493632500000.0,4210475100000.0,694783250000.0
2119.0,4012262300000.0,2458362800000.0,4178681000000.0,671925670000.0
2120.0,3970203000000.0,2406134000000.0,4142045600000.0,656221600000.0
2121.0,3944248800000.0,2363393000000.0,4114329000000.0,641113400000.0
2122.0,3920485200000.0,2332286300000.0,4091187600000.0,623305360000.0
2123.0,3892095500000.0,2291714800000.0,4065100300000.0,606821500000.0
2124.0,3865131600000.0,2251205600000.0,4034321200000.0,591326940000.0
2125.0,3842085200000.0,2193607600000.0,3990645400000.0,569095950000.0
2126.0,3826456000000.0,2153780300000.0,3975025800000.0,552628900000.0
2127.0,3791815400000.0,2113703200000.0,3956825400000.0,539818660000.0
2128.0,3761194700000.0,2070320600000.0,3950272000000.0,522662450000.0
2129.0,3737035000000.0,2032042600000.0,3933526300000.0,508520300000.0
2130.0,3711614600000.0,1983997500000.0,3903049200000.0,493148570000.0
2131.0,3680724800000.0,1944391900000.0,3889412200000.0,470346170000.0
2132.0,3656011500000.0,1909124500000.0,3875210000000.0,455036730000.0
2133.0,3626710900000.0,1855011800000.0,3850353000000.0,442634040000.0
2134.0,3597654000000.0,1815741900000.0,3831342000000.0,426757980000.0
2135.0,3566177400000.0,1785074300000.0,3803111200000.0,411310720000.0
2136.0,3536357400000.0,1744481000000.0,3780262200000.0,398956430000.0
2137.0,3523008500000.0,1709590200000.0,3754839800000.0,379860750000.0
2138.0,3491723700000.0,1685223200000.0,3719948100000.0,369156130000.0
2139.0,3475740000000.0,1663713800000.0,3693189800000.0,356029370000.0
2140.0,3440800000000.0,1638236200000.0,3680746300000.0,340018140000.0
2141.0,3407982400000.0,1616067000000.0,3667639400000.0,327197600000.0
2142.0,3384612000000.0,1587392000000.0,3637180400000.0,319845040000.0
2143.0,3357832000000.0,1562788500000.0,3610909900000.0,311303240000.0
2144.0,3344771300000.0,1538825000000.0,3568969400000.0,298840060000.0
2145.0,3325261500000.0,1511392500000.0,3528193700000.0,289811270000.0
2146.0,3307454600000.0,1492005300000.0,3500177600000.0,281215170000.0
2147.0,3290562000000.0,1465437000000.0,3460038100000.0,271134130000.0
2148.0,3268010000000.0,1448464100000.0,3427732600000.0,257319930000.0
2149.0,3243571400000.0,1428754800000.0,3410183300000.0,245521090000.0
2150.0,3215192800000.0,1410638500000.0,3381249200000.0,233967710000.0
2151.0,3181592400000.0,1379931500000.0,3354019500000.0,225785330000.0
2152.0,3157680000000.0,1354869900000.0,3336948200000.0,219268300000.0
2153.0,3136768200000.0,1338981200000.0,3318553500000.0,210140150000.0
2154.0,3110006700000.0,1311618400000.0,3297025500000.0,203289030000.0
2155.0,3089242300000.0,1289147900000.0,3274017000000.0,194351090000.0
2156.0,3069243800000.0,1259981800000.0,3254876600000.0,186749000000.0
2157.0,3039863800000.0,1243883500000.0,3235671400000.0,177906650000.0
2158.0,3022171400000.0,1228462400000.0,3216814000000.0,168985050000.0
2159.0,3005896000000.0,1204166700000.0,3215275600000.0,161319830000.0
2160.0,2987842300000.0,1188013700000.0,3191575000000.0,154018150000.0
2161.0,2968622200000.0,1162272700000.0,3164373500000.0,149237610000.0
2162.0,2946343400000.0,1140271500000.0,3142491000000.0,143034610000.0
2163.0,2927779600000.0,1126656800000.0,3119227600000.0,137452010000.0
2164.0,2912785800000.0,1115170500000.0,3108276300000.0,131702830000.0
2165.0,2888755000000.0,1099960700000.0,3096128800000.0,125614710000.0
2166.0,2861618700000.0,1085310760000.0,3070106300000.0,118392440000.0
2167.0,2845001600000.0,1075550500000.0,3053118800000.0,110650470000.0
2168.0,2824943700000.0,1060988400000.0,3041381600000.0,105299530000.0
2169.0,2804722000000.0,1044878200000.0,3028960400000.0,98706490000.0
2170.0,2790552500000.0,1034134100000.0,2999757800000.0,93360595000.0
2171.0,2764507400000.0,1027134500000.0,2982914800000.0,88340230000.0
2172.0,2741957800000.0,1002934200000.0,2962253400000.0,82690710000.0
2173.0,2730837100000.0,986099400000.0,2944257000000.0,76212480000.0
2174.0,2713544300000.0,979438340000.0,2922050200000.0,71312350000.0
2175.0,2693908700000.0,965323850000.0,2905354300000.0,67688583000.0
2176.0,2677350600000.0,953033700000.0,2878629500000.0,63590510000.0
2177.0,2661806200000.0,948619700000.0,2841121400000.0,58249675000.0
2178.0,2643494200000.0,935912000000.0,2819051500000.0,53751620000.0
2179.0,2629829700000.0,926471600000.0,2805932800000.0,50222960000.0
2180.0,2610767300000.0,916358760000.0,2787351700000.0,47880840000.0
2181.0,2595007500000.0,908677600000.0,2770190200000.0,45107050000.0
2182.0,2575074900000.0,903788200000.0,2746211600000.0,42161242000.0
2183.0,2556767200000.0,896920900000.0,2719634000000.0,39906824000.0
2184.0,2542054700000.0,882761900000.0,2708286500000.0,38129676000.0
2185.0,2520776400000.0,871485800000.0,2693596400000.0,36586280000.0
2186.0,2511299000000.0,863285100000.0,2666430700000.0,35079430000.0
2187.0,2502204900000.0,856301800000.0,2646380000000.0,33490414000.0
2188.0,2488519000000.0,841923040000.0,2636933200000.0,31578830000.0
2189.0,2471867700000.0,836568550000.0,2618853200000.0,29302972000.0
2190.0,2456518000000.0,831103000000.0,2597717000000.0,27490918000.0
2191.0,2449848000000.0,826109500000.0,2579784500000.0,25796067000.0
2192.0,2436074800000.0,811098830000.0,2575327000000.0,23976585000.0
2193.0,2428144700000.0,802851060000.0,2561662800000.0,22154720000.0
2194.0,2422477400000.0,795104300000.0,2546350000000.0,20668533000.0
2195.0,2410499300000.0,782704600000.0,2524370200000.0,19046097000.0
2196.0,2395755200000.0,770111200000.0,2510658000000.0,17966650000.0
2197.0,2386878300000.0,762554160000.0,2493645600000.0,16922607000.0
2198.0,2373304500000.0,749187200000.0,2483727000000.0,15675515000.0
2199.0,2364956200000.0,737279900000.0,2460588400000.0,14546281000.0
2200.0,2361297500000.0,729956900000.0,2437463400000.0,13566456000.0
2201.0,2349038800000.0,724659600000.0,2420470200000.0,12402769000.0
2202.0,2334509000000.0,718127800000.0,2403984700000.0,11220717000.0
2203.0,2323023700000.0,709181500000.0,2388446000000.0,10018391000.0
2204.0,2312539700000.0,698272900000.0,2381448500000.0,8913171000.0
2205.0,2303266700000.0,688296600000.0,2371342600000.0,8144923000.0
2206.0,2287893200000.0,681619550000.0,2359934800000.0,7345088000.0
2207.0,2279770400000.0,671634600000.0,2346841500000.0,6593759000.0
2208.0,2278667600000.0,665239600000.0,2328048200000.0,5968392000.0
2209.0,2271806200000.0,654388040000.0,2318987200000.0,5295125500.0
2210.0,2264005600000.0,646233650000.0,2312822800000.0,4778848000.0
2211.0,2253353600000.0,641268200000.0,2303167600000.0,4462876700.0
2212.0,2244913400000.0,632677400000.0,2278030000000.0,3974003000.0
2213.0,2234277700000.0,624046600000.0,2262886300000.0,3523131600.0
2214.0,2230964700000.0,618473460000.0,2238225600000.0,3243506200.0
2215.0,2226754200000.0,610870170000.0,2224204800000.0,2991113700.0
2216.0,2219128000000.0,606687200000.0,2204169400000.0,2746811600.0
2217.0,2210648800000.0,601003600000.0,2196043300000.0,2531872300.0
2218.0,2203760700000.0,596330500000.0,2187567700000.0,2379357700.0
2219.0,2192536900000.0,590101400000.0,2183761800000.0,2186296000.0
2220.0,2187836900000.0,583931900000.0,2169911000000.0,2048772200.0
2221.0,2180220500000.0,577986900000.0,2163078700000.0,1907935400.0
2222.0,2179940400000.0,570478300000.0,2149789500000.0,1797858700.0
2223.0,2174905500000.0,567248700000.0,2145556200000.0,1704194600.0
2224.0,2161659600000.0,562541100000.0,2132831800000.0,1638290000.0
2225.0,2148751600000.0,557463760000.0,2110494100000.0,1527272400.0
2226.0,2140669100000.0,552704300000.0,2099804900000.0,1478900000.0
2227.0,2129862200000.0,545240020000.0,2086510900000.0,1433626100.0
2228.0,2126485500000.0,542141800000.0,2077753100000.0,1398458900.0
2229.0,2119661300000.0,535698570000.0,2057293700000.0,1419327200.0
2230.0,2111736500000.0,528819880000.0,2047706400000.0,1396172500.0
2231.0,2099444200000.0,524975180000.0,2028837400000.0,1398214900.0
2232.0,2089165300000.0,519970230000.0,2020763100000.0,1385437000.0
2233.0,2079160300000.0,516494850000.0,2013225400000.0,1371107300.0
2234.0,2066724800000.0,509479060000.0,2000276300000.0,1342525300.0
2235.0,2056321000000.0,501027800000.0,1988651100000.0,1325798900.0
2236.0,2042657200000.0,496235900000.0,1982934200000.0,1310131200.0
2237.0,2035823100000.0,491858500000.0,1960630800000.0,1311025300.0
2238.0,2027105000000.0,489292000000.0,1956954000000.0,1307666600.0
2239.0,2024654000000.0,486179930000.0,1955036100000.0,1298083200.0
2240.0,2016011600000.0,482903160000.0,1946097700000.0,1269519700.0
2241.0,2008354300000.0,478622000000.0,1939399100000.0,1250023800.0
2242.0,1997021100000.0,478739820000.0,1926256300000.0,1256347800.0
2243.0,1990956300000.0,477765240000.0,1914893500000.0,1237748700.0
2244.0,1978959100000.0,474983660000.0,1907497500000.0,1224365000.0
2245.0,1969662500000.0,473433000000.0,1903016000000.0,1210866700.0
2246.0,1963951800000.0,471851370000.0,1893359600000.0,1201525600.0
2247.0,1957883800000.0,471589030000.0,1889848800000.0,1209805300.0
2248.0,1951763500000.0,467942080000.0,1880364400000.0,1195822100.0
2249.0,1947567300000.0,465000330000.0,1875942300000.0,1178228100.0
2250.0,1942752200000.0,459381340000.0,1869430300000.0,1163193100.0
2251.0,1934130500000.0,456723730000.0,1859859100000.0,1131418200.0
2252.0,1926462600000.0,455440430000.0,1852906500000.0,1121142800.0
2253.0,1921023600000.0,451914370000.0,1841791400000.0,1090297900.0
2254.0,1915442200000.0,449507900000.0,1835038700000.0,1101588100.0
2255.0,1906530500000.0,445587160000.0,1826003200000.0,1082246300.0
2256.0,1896088300000.0,441431920000.0,1817992500000.0,1062529860.0
2257.0,1889055400000.0,437543730000.0,1809051300000.0,1048475260.0
2258.0,1886204600000.0,435686570000.0,1801457500000.0,1027536060.0
2259.0,1879900400000.0,433722430000.0,1794018200000.0,1003429400.0
2260.0,1877291000000.0,430719300000.0,1776808500000.0,977805630.0
2261.0,1867254700000.0,427799740000.0,1763105800000.0,937673500.0
2262.0,1862737900000.0,426030200000.0,1754939400000.0,917688060.0
2263.0,1857150100000.0,421307420000.0,1741251000000.0,892872260.0
2264.0,1856816200000.0,415970720000.0,1731920000000.0,863590900.0
2265.0,1851218500000.0,412233240000.0,1720187900000.0,853419260.0
2266.0,1843005800000.0,408205330000.0,1715827800000.0,855314370.0
2267.0,1836470100000.0,404044740000.0,1706915400000.0,845233340.0
2268.0,1830360400000.0,400451760000.0,1703067400000.0,825572200.0
2269.0,1826715900000.0,398718600000.0,1693448400000.0,832195900.0
2270.0,1823266700000.0,397636000000.0,1684381500000.0,834230660.0
2271.0,1820286600000.0,394497620000.0,1675556400000.0,827760900.0
2272.0,1809626600000.0,391641100000.0,1667784000000.0,837559550.0
2273.0,1803409400000.0,391152700000.0,1655873000000.0,832510200.0
2274.0,1799681200000.0,388128570000.0,1644722900000.0,829031230.0
2275.0,1790717700000.0,386979430000.0,1638447200000.0,834112600.0
2276.0,1783180600000.0,382940120000.0,1635505800000.0,831329150.0
2277.0,1780996800000.0,380974700000.0,1626026700000.0,835908500.0
2278.0,1776191900000.0,380339060000.0,1615194000000.0,834496640.0
2279.0,1770422300000.0,378550750000.0,1606939000000.0,848684350.0
2280.0,1764521100000.0,376634180000.0,1597598700000.0,834510100.0
2281.0,1759096100000.0,375714280000.0,1583586200000.0,835790100.0
2282.0,1751810300000.0,373637700000.0,1571135600000.0,840785200.0
2283.0,1747604000000.0,369870270000.0,1560582400000.0,844684860.0
2284.0,1742295300000.0,367882000000.0,1541426900000.0,845594000.0
2285.0,1735462400000.0,365046200000.0,1532111600000.0,828199550.0
2286.0,1730930700000.0,363094150000.0,1519821900000.0,820062200.0
2287.0,1727396000000.0,359238830000.0,1507704700000.0,813201300.0
2288.0,1722090700000.0,356067080000.0,1504658600000.0,815402800.0
2289.0,1714218500000.0,354149800000.0,1491405100000.0,820435260.0
2290.0,1708353900000.0,351430150000.0,1482787800000.0,818562000.0
2291.0,1700803200000.0,348670460000.0,1475607100000.0,822130600.0
2292.0,1693506700000.0,347709240000.0,1468167500000.0,834101800.0
2293.0,1691438500000.0,346569150000.0,1450627400000.0,829185000.0
2294.0,1688001600000.0,342872880000.0,1431592800000.0,819703740.0
2295.0,1683392800000.0,343178300000.0,1417431500000.0,807499260.0
2296.0,1678575700000.0,339612240000.0,1401104400000.0,808525250.0
2297.0,1675819100000.0,337160670000.0,1386997100000.0,812147200.0
2298.0,1674862500000.0,333499960000.0,1371810200000.0,806951300.0
2299.0,1668502800000.0,332206960000.0,1369241200000.0,811901060.0
2300.0,1664067300000.0,330031300000.0,1362021300000.0,818387300.0
