time,ACCESS-CM2,IPSL-CM6A-LR,CAMS-CSM1-0,CESM2-WACCM,MPI-ESM1-2-HR,CESM2,NORESM2-MM,EC-EARTH3,CANESM5,INM-CM5-0,INM-CM4-8,EC-EARTH3-VEG,FGOALS-F3-L,ACCESS-ESM1-5,BCC-CSM2-MR,GFDL-ESM4,TAIESM1,CMCC-CM2-SR5,MRI-ESM2-0
2012.0,2235934200.0,2235934200.0,2235934200.0,2235934200.0,2235934200.0,2235934200.0,2235934200.0,2235934200.0,2235934200.0,2235934200.0,2235934200.0,2235934200.0,2235934200.0,2235934200.0,2235934200.0,2235934200.0,2235934200.0,2235934200.0,2235934200.0
2013.0,2219536000.0,2219536000.0,2219536000.0,2219536000.0,2219536000.0,2219536000.0,2219536000.0,2219536000.0,2219536000.0,2219536000.0,2219536000.0,2219536000.0,2219536000.0,2219536000.0,2219536000.0,2219536000.0,2219536000.0,2219536000.0,2219536000.0
2014.0,2215232000.0,2215232000.0,2215232000.0,2215232000.0,2215232000.0,2215232000.0,2215232000.0,2215232000.0,2215232000.0,2215232000.0,2215232000.0,2215232000.0,2215232000.0,2215232000.0,2215232000.0,2215232000.0,2215232000.0,2215232000.0,2215232000.0
2015.0,2201708500.0,2201708500.0,2201708500.0,2201708500.0,2201708500.0,2201708500.0,2201708500.0,2201708500.0,2201708500.0,2201708500.0,2201708500.0,2201708500.0,2201708500.0,2201708500.0,2201708500.0,2201708500.0,2201708500.0,2201708500.0,2201708500.0
2016.0,2175007200.0,2175007200.0,2175007200.0,2175007200.0,2175007200.0,2175007200.0,2175007200.0,2175007200.0,2175007200.0,2175007200.0,2175007200.0,2175007200.0,2175007200.0,2175007200.0,2175007200.0,2175007200.0,2175007200.0,2175007200.0,2175007200.0
2017.0,2147995400.0,2147995400.0,2147995400.0,2147995400.0,2147995400.0,2147995400.0,2147995400.0,2147995400.0,2147995400.0,2147995400.0,2147995400.0,2147995400.0,2147995400.0,2147995400.0,2147995400.0,2147995400.0,2147995400.0,2147995400.0,2147995400.0
2018.0,2126940700.0,2126940700.0,2126940700.0,2126940700.0,2126940700.0,2126940700.0,2126940700.0,2126940700.0,2126940700.0,2126940700.0,2126940700.0,2126940700.0,2126940700.0,2126940700.0,2126940700.0,2126940700.0,2126940700.0,2126940700.0,2126940700.0
2019.0,2118556700.0,2118556700.0,2118556700.0,2118556700.0,2118556700.0,2118556700.0,2118556700.0,2118556700.0,2118556700.0,2118556700.0,2118556700.0,2118556700.0,2118556700.0,2118556700.0,2118556700.0,2118556700.0,2118556700.0,2118556700.0,2118556700.0
2020.0,2088165500.0,2088165500.0,2088165500.0,2088165500.0,2088165500.0,2088165500.0,2088165500.0,2088165500.0,2088165500.0,2088165500.0,2088165500.0,2088165500.0,2088165500.0,2088165500.0,2088165500.0,2088165500.0,2088165500.0,2088165500.0,2088165500.0
2021.0,2041441200.0,2059640700.0,2056111000.0,2040907600.0,2052759400.0,2056096000.0,2045900800.0,2057807600.0,2050106000.0,2053165700.0,2056557800.0,2055300600.0,2043346000.0,2060220900.0,2058346900.0,2062310500.0,2048788100.0,2054749000.0,2059946500.0
2022.0,1988267800.0,2012687200.0,2027913300.0,1976352800.0,2022898700.0,2016101500.0,2007927400.0,2031818500.0,2010780700.0,2018267300.0,2023512400.0,2022290800.0,1986391700.0,2027903100.0,2020314400.0,2028778600.0,2014643700.0,2013904600.0,2022040400.0
2023.0,1959016100.0,1977645600.0,1994133100.0,1923917000.0,1982785800.0,1960470800.0,1967326800.0,1978378000.0,1971699200.0,1982642300.0,1985094300.0,1977350900.0,1952056400.0,2004888700.0,1988679700.0,1988025300.0,1984925700.0,1976193200.0,1990078700.0
2024.0,1905933700.0,1951701000.0,1957103600.0,1878328400.0,1956994200.0,1924739100.0,1938165500.0,1965066600.0,1912516500.0,1946009600.0,1941348000.0,1925602800.0,1924906500.0,1981492900.0,1951831400.0,1964961500.0,1943322800.0,1945800800.0,1963502200.0
2025.0,1867018800.0,1929613300.0,1909951400.0,1820815700.0,1927037300.0,1869789000.0,1892533900.0,1940964600.0,1867843600.0,1908514400.0,1898784800.0,1891520300.0,1866853000.0,1949133400.0,1918422000.0,1943264300.0,1900897800.0,1917868400.0,1926651800.0
2026.0,1815751200.0,1896281000.0,1894478100.0,1722682100.0,1904559900.0,1821257700.0,1835861400.0,1902287500.0,1825813600.0,1879332400.0,1854525200.0,1867468300.0,1831522800.0,1920120600.0,1888962000.0,1908590500.0,1867384000.0,1883285100.0,1889047400.0
2027.0,1767569000.0,1868597900.0,1870876800.0,1637372200.0,1876768900.0,1766012000.0,1798943500.0,1872680600.0,1762907400.0,1844307200.0,1812281000.0,1834541000.0,1793512000.0,1879577300.0,1862651500.0,1880906100.0,1833330300.0,1854955600.0,1855824900.0
2028.0,1694657800.0,1842558200.0,1823395000.0,1560123800.0,1850880800.0,1716798800.0,1768343600.0,1843170800.0,1709549200.0,1803915800.0,1772393600.0,1778840800.0,1731826300.0,1846360700.0,1828102000.0,1857962500.0,1779088300.0,1829462400.0,1816069800.0
2029.0,1632918300.0,1797575200.0,1825973800.0,1466603600.0,1833919700.0,1655280900.0,1738919800.0,1805110700.0,1656506900.0,1777374600.0,1741715300.0,1713334900.0,1671956900.0,1808805800.0,1782286100.0,1824081900.0,1724174200.0,1795949200.0,1769466400.0
2030.0,1589015800.0,1747867600.0,1791375400.0,1416423000.0,1795891700.0,1586602400.0,1713705900.0,1772077000.0,1604212700.0,1773376100.0,1685660400.0,1680474500.0,1652510100.0,1729238800.0,1751547000.0,1775956400.0,1671968500.0,1761682200.0,1725413600.0
2031.0,1525551200.0,1686379900.0,1763430300.0,1352187300.0,1748630100.0,1541210900.0,1676433900.0,1764182800.0,1557492700.0,1749766000.0,1641190300.0,1649259500.0,1598038000.0,1619964300.0,1718287500.0,1772432500.0,1622390500.0,1715466000.0,1671978600.0
2032.0,1452418600.0,1628719700.0,1721307000.0,1281968900.0,1692524800.0,1482380400.0,1605209500.0,1721202000.0,1495601500.0,1721778400.0,1608244000.0,1599427300.0,1520076500.0,1526251400.0,1679915600.0,1733582100.0,1566723500.0,1675785200.0,1612223400.0
2033.0,1408818800.0,1582184800.0,1691745300.0,1227237000.0,1651017900.0,1416023400.0,1568096000.0,1677335200.0,1440575100.0,1711567600.0,1565250700.0,1547084000.0,1466678000.0,1441962800.0,1641894700.0,1680766300.0,1493472800.0,1643559800.0,1527581400.0
2034.0,1349995800.0,1534274600.0,1660826900.0,1192005800.0,1614778000.0,1376795800.0,1532917100.0,1640827600.0,1358632400.0,1688265000.0,1522479600.0,1492030300.0,1425193700.0,1358650100.0,1607411800.0,1638020500.0,1398368800.0,1616632600.0,1467394000.0
2035.0,1298450400.0,1472860400.0,1616410900.0,1143416800.0,1557598700.0,1330811400.0,1485317100.0,1619821400.0,1308100100.0,1668520100.0,1492099800.0,1438267800.0,1347491600.0,1274780300.0,1553432800.0,1609586800.0,1299753300.0,1587463200.0,1419005000.0
2036.0,1246479400.0,1432419200.0,1565184400.0,1100570200.0,1484098800.0,1267889800.0,1416708200.0,1581379000.0,1264761500.0,1654950400.0,1462530200.0,1388884500.0,1301877600.0,1204994300.0,1508596700.0,1586440200.0,1236620000.0,1550133000.0,1354245500.0
2037.0,1197809700.0,1381828000.0,1511189200.0,1055987600.0,1435754400.0,1228131300.0,1379978500.0,1514971500.0,1189072600.0,1632865900.0,1438450400.0,1341243900.0,1261704800.0,1140878800.0,1459880800.0,1543401700.0,1166554500.0,1497770900.0,1284010400.0
2038.0,1138530000.0,1337977500.0,1440724700.0,1004657400.0,1388968700.0,1174338400.0,1349675100.0,1481203700.0,1125437200.0,1603724500.0,1405951900.0,1282100400.0,1210638200.0,1086101200.0,1404788600.0,1499108500.0,1076064100.0,1437627300.0,1222851200.0
2039.0,1103029500.0,1284141300.0,1401811100.0,979261760.0,1333796000.0,1102707700.0,1298318000.0,1438809100.0,1079510000.0,1573292000.0,1372244200.0,1225062400.0,1160364900.0,1018743700.0,1355989500.0,1465314400.0,985259000.0,1382336300.0,1161684200.0
2040.0,1068998100.0,1239971000.0,1385904800.0,939672300.0,1295760100.0,1036139400.0,1247368300.0,1380037100.0,1023213600.0,1545205600.0,1344362900.0,1195483500.0,1137907700.0,949554200.0,1303089000.0,1426176100.0,909537000.0,1325868200.0,1103280400.0
2041.0,1021968800.0,1201702900.0,1339502200.0,903959550.0,1292509800.0,975387200.0,1180193300.0,1285157000.0,966526900.0,1501978200.0,1317986400.0,1159699300.0,1099612700.0,894844540.0,1256455600.0,1392296200.0,840777600.0,1273074000.0,1041289800.0
2042.0,971148200.0,1165972600.0,1296341000.0,879477900.0,1273319200.0,909819970.0,1118362900.0,1167894100.0,917704060.0,1449904800.0,1287028400.0,1112744800.0,1047861250.0,863121340.0,1193374600.0,1363649900.0,765723000.0,1202943500.0,986969300.0
2043.0,940145660.0,1125189200.0,1291984900.0,815151400.0,1242589600.0,827588400.0,1079705000.0,1141514800.0,867630100.0,1408898800.0,1270794500.0,1077258500.0,1025332200.0,826158460.0,1131955100.0,1340970500.0,714634100.0,1111959800.0,919886460.0
2044.0,891641700.0,1068912800.0,1247105200.0,775674800.0,1200586900.0,781729700.0,1038643600.0,1077051400.0,811161660.0,1355739400.0,1241977700.0,1030630200.0,987234240.0,777268740.0,1090524300.0,1301497600.0,664498800.0,1004332350.0,864123140.0
2045.0,845907200.0,997043700.0,1211339500.0,744174900.0,1172659700.0,718803260.0,999954240.0,1008431940.0,747883600.0,1294501000.0,1220474400.0,966579300.0,944266400.0,737651100.0,1055670700.0,1257820400.0,610129200.0,954434100.0,826274900.0
2046.0,796639040.0,931764300.0,1221900300.0,695823040.0,1148628000.0,662792260.0,949379460.0,952087550.0,703222850.0,1250901100.0,1184373800.0,940283000.0,914276160.0,723958850.0,1003684500.0,1210441000.0,566962750.0,915844700.0,795178560.0
2047.0,745259460.0,874414800.0,1174916900.0,665807200.0,1126570500.0,614325700.0,877570500.0,857138300.0,650495500.0,1211700700.0,1159444400.0,917928450.0,886337340.0,669079740.0,964316500.0,1178344800.0,532310750.0,879081860.0,747587140.0
2048.0,704324500.0,802696700.0,1142394100.0,632940160.0,1111166300.0,570266240.0,805312060.0,775176600.0,578637300.0,1169460600.0,1131141100.0,879172160.0,841862100.0,642697900.0,921377660.0,1135617300.0,498949380.0,825619500.0,701310100.0
2049.0,661985150.0,730725400.0,1139370200.0,592091500.0,1076561900.0,551175000.0,753830300.0,766015360.0,548165570.0,1136497300.0,1100075800.0,852022200.0,794071000.0,638997060.0,887010560.0,1074163300.0,467346720.0,768795840.0,674657900.0
2050.0,619333200.0,681963800.0,1100997000.0,547876860.0,1027217340.0,525013000.0,694544900.0,740281340.0,507774700.0,1111136300.0,1065837600.0,804988500.0,762779000.0,612687600.0,854288960.0,999990460.0,437664320.0,720075800.0,648983900.0
2051.0,573716500.0,643627260.0,1072418370.0,526207700.0,987306240.0,490945380.0,660794900.0,701151300.0,476787550.0,1080080400.0,1034681700.0,745063400.0,719824200.0,599237500.0,814417700.0,969083400.0,417871600.0,692865860.0,614849500.0
2052.0,548862460.0,607298800.0,1061865700.0,510815170.0,956664640.0,475360830.0,638005500.0,657998660.0,450390750.0,1049734400.0,999058400.0,718353200.0,699158460.0,586737200.0,771821300.0,918815500.0,408109000.0,675215100.0,600315970.0
2053.0,520807700.0,569723000.0,1040618430.0,494111900.0,926965200.0,458268860.0,599752200.0,608558900.0,426464350.0,1025179700.0,964597700.0,689694600.0,662976260.0,566711700.0,748469440.0,863382000.0,393771330.0,645325060.0,580257900.0
2054.0,484282050.0,539172000.0,993649300.0,473267230.0,880549200.0,442895550.0,546551300.0,599845500.0,407039840.0,991253100.0,939029800.0,651585660.0,630063550.0,543777340.0,712740400.0,818038300.0,378676830.0,624963460.0,552580800.0
2055.0,460292740.0,515640930.0,957409000.0,457627940.0,814977540.0,423036770.0,527784580.0,588219000.0,393089000.0,962157060.0,897641540.0,581943360.0,613442100.0,527105380.0,679604600.0,774735100.0,359359550.0,599099460.0,540659460.0
2056.0,444155330.0,493529380.0,945102800.0,444827330.0,772783100.0,403168100.0,526442020.0,574004900.0,376729500.0,945133950.0,859255500.0,546150460.0,587937500.0,501364130.0,657358460.0,728519400.0,343697280.0,568543400.0,521482080.0
2057.0,424996830.0,467989120.0,901400260.0,428372480.0,740057700.0,380284860.0,518227170.0,538047100.0,355272640.0,922875900.0,831263800.0,536485570.0,558752060.0,471166900.0,630994560.0,707812100.0,330347900.0,539023740.0,504738620.0
2058.0,400931600.0,439173500.0,868763300.0,408158000.0,703287900.0,362441950.0,509784600.0,514029500.0,336480860.0,888027140.0,798370400.0,503512480.0,546160900.0,441153340.0,607471700.0,670476860.0,320808300.0,512270700.0,481099260.0
2059.0,376483300.0,416943140.0,843033600.0,397145950.0,676766600.0,334506050.0,487597470.0,505982000.0,319809820.0,864631000.0,773946600.0,469446100.0,520627940.0,395079500.0,585019840.0,630041400.0,305811260.0,495789950.0,468965700.0
2060.0,354627740.0,394609500.0,798599360.0,382929440.0,656402940.0,311181860.0,467343500.0,486921820.0,302330460.0,837476400.0,747057800.0,429434370.0,489819330.0,362643200.0,562608200.0,593869900.0,287133380.0,477703800.0,450662560.0
2061.0,333322000.0,369787170.0,766389760.0,357949570.0,626113150.0,285109250.0,453650880.0,454377540.0,287435940.0,809072000.0,718029060.0,401174850.0,475280540.0,328476540.0,537095940.0,570841300.0,273215360.0,444877280.0,432049400.0
2062.0,312784770.0,355693020.0,732807000.0,335824740.0,597458900.0,264447950.0,437227170.0,442063200.0,265641600.0,783044740.0,694865540.0,439728480.0,446809100.0,317620130.0,522106180.0,544100700.0,251781650.0,413873250.0,421164640.0
2063.0,291636860.0,343962500.0,704026500.0,313188740.0,572161000.0,248244210.0,420543870.0,428445660.0,248830620.0,757050800.0,661769700.0,400040100.0,423625570.0,308969920.0,500729250.0,517609000.0,232942100.0,389356580.0,405299420.0
2064.0,268651840.0,326248500.0,666978200.0,290841060.0,554125200.0,226236750.0,407418200.0,403627650.0,234942060.0,723183550.0,635555840.0,372251200.0,407976800.0,299043550.0,474767330.0,501215460.0,219209120.0,364651620.0,388992830.0
2065.0,249856770.0,310016770.0,648439700.0,274913440.0,538857100.0,217808980.0,387364030.0,372139870.0,219521870.0,703408960.0,616669760.0,350416860.0,395233700.0,287098340.0,446553470.0,472177020.0,209727100.0,348105800.0,376257100.0
2066.0,242132060.0,295735400.0,619932160.0,250593950.0,503591300.0,207346620.0,370891400.0,359102080.0,202557100.0,686124300.0,601881340.0,333263800.0,371801120.0,276232450.0,413458140.0,457963200.0,195264800.0,335473200.0,359722850.0
2067.0,228921150.0,281271260.0,612615500.0,229146340.0,477649950.0,191754260.0,348126850.0,339394340.0,185984910.0,666265700.0,586028160.0,314744860.0,345385020.0,262060450.0,392998600.0,441383900.0,185384080.0,315946600.0,349907650.0
2068.0,216531620.0,260676960.0,593144600.0,214294130.0,458151580.0,188696720.0,326088130.0,308710340.0,170658780.0,642231300.0,559975360.0,300425200.0,338761730.0,258413970.0,377351940.0,418277200.0,174723230.0,292982270.0,331471900.0
2069.0,205327890.0,237423870.0,575751230.0,196068500.0,439128320.0,177575260.0,317497120.0,290553100.0,161354880.0,623206700.0,541632060.0,273643400.0,317107700.0,249039950.0,365043460.0,402695400.0,167487860.0,266215680.0,315684320.0
2070.0,192644420.0,223089810.0,548636540.0,186430660.0,420150700.0,168012740.0,307447420.0,280286850.0,149463070.0,604833000.0,529037150.0,249717570.0,295513380.0,238763970.0,349743520.0,380881540.0,161230020.0,251725650.0,304837220.0
2071.0,184302180.0,202484600.0,529160300.0,169876420.0,396183800.0,158909980.0,291717340.0,265020380.0,134895950.0,586776450.0,514660160.0,249974140.0,281232350.0,232029860.0,328287870.0,368252220.0,151709810.0,243934640.0,288704740.0
2072.0,170280370.0,185532160.0,512420800.0,159925580.0,377852740.0,154682580.0,282112640.0,240556560.0,122798830.0,569160900.0,499262180.0,236708960.0,271536600.0,222078350.0,320314020.0,351251800.0,139213860.0,236101070.0,274531780.0
2073.0,161111600.0,173439440.0,497547800.0,147421580.0,368033340.0,147257310.0,274121300.0,234216270.0,118693920.0,552904640.0,474449380.0,212710420.0,255000580.0,213400300.0,305820200.0,344169470.0,132805070.0,222530960.0,258954050.0
2074.0,150106900.0,163485660.0,482249000.0,135989440.0,350709400.0,139062600.0,261744100.0,225388050.0,112936070.0,537977800.0,454769060.0,194821300.0,241838820.0,198343150.0,286934270.0,328471400.0,124158100.0,208823220.0,246519100.0
2075.0,136658610.0,152856930.0,462831140.0,129892570.0,339027680.0,132200664.0,254846450.0,214058180.0,106721900.0,525478660.0,439299200.0,189571280.0,236832060.0,185481650.0,274276540.0,310027700.0,115489464.0,201504460.0,235459070.0
2076.0,128078940.0,146151100.0,458500450.0,119746320.0,328129150.0,121522710.0,250507360.0,196220300.0,102759530.0,505787170.0,416746370.0,183474450.0,224689820.0,187690370.0,258048910.0,296420220.0,109809864.0,197741460.0,222778320.0
2077.0,119306920.0,139745120.0,440501540.0,112427610.0,312936130.0,114790480.0,240273780.0,190395120.0,100589416.0,492623650.0,401429660.0,167960430.0,218012450.0,174845710.0,241826200.0,287600320.0,104737880.0,191923100.0,212987170.0
2078.0,115771760.0,133794370.0,426290880.0,100393336.0,305140000.0,105273770.0,225046420.0,188161170.0,95392940.0,475195170.0,385848740.0,162194910.0,214996910.0,162599500.0,232745970.0,275313700.0,99925620.0,184010770.0,204094880.0
2079.0,112476510.0,127297550.0,417874500.0,95143224.0,300686720.0,96191240.0,213195180.0,178343180.0,92239960.0,463101020.0,375434240.0,167049220.0,204812980.0,156623090.0,223843740.0,260002930.0,95354350.0,178418640.0,196611800.0
2080.0,108719490.0,121265976.0,415441150.0,89279020.0,292250370.0,90229260.0,203456180.0,167866420.0,89649800.0,445656130.0,362097280.0,154206220.0,198166990.0,153318220.0,217379000.0,248554270.0,92017780.0,168833010.0,191012930.0
2081.0,103241050.0,113392950.0,414223140.0,85444210.0,281273000.0,85016100.0,187092660.0,167323310.0,85086430.0,435153000.0,349252260.0,144256720.0,198567360.0,149847660.0,211481740.0,240627360.0,88946824.0,161465020.0,181451410.0
2082.0,100418340.0,101122660.0,401559870.0,82237380.0,274525200.0,79671830.0,174792000.0,161379060.0,79769970.0,421180740.0,341151780.0,141548460.0,190187740.0,143948820.0,204488460.0,228178700.0,83624420.0,158089630.0,171295230.0
2083.0,96073720.0,94001460.0,393396640.0,82557130.0,262438960.0,75405460.0,160116900.0,148085950.0,78429230.0,408380540.0,332091520.0,137142160.0,179264500.0,134675760.0,198383280.0,214699020.0,76930270.0,154002600.0,163525740.0
2084.0,92895510.0,83526860.0,384801100.0,78913480.0,248899900.0,71755304.0,151266460.0,137727200.0,74030776.0,395919140.0,325186940.0,133244880.0,173771520.0,129598370.0,193316210.0,208915330.0,73957304.0,148378990.0,155050420.0
2085.0,86061016.0,72402440.0,370732830.0,74753930.0,238994080.0,69863840.0,140618130.0,136071220.0,68105630.0,385038940.0,319710000.0,125669820.0,167031070.0,120884330.0,190256580.0,197343950.0,71326230.0,139113630.0,144351970.0
2086.0,79175380.0,68746410.0,356712400.0,71132750.0,224299870.0,67188640.0,129956620.0,129287960.0,65370950.0,373585470.0,317560860.0,121381360.0,155889150.0,116133430.0,185816340.0,188409440.0,67190776.0,133231230.0,136036260.0
2087.0,75351250.0,65927704.0,342028540.0,67691780.0,215423420.0,64724480.0,121720936.0,110286830.0,63405390.0,363025380.0,312591900.0,117315360.0,150545630.0,102080744.0,180354430.0,178897440.0,64404268.0,127570840.0,129467120.0
2088.0,71453304.0,61235440.0,317441380.0,63985090.0,203307800.0,61304788.0,113476984.0,97932490.0,60724412.0,355321000.0,305319870.0,112601420.0,143016980.0,91142770.0,173691300.0,173920600.0,62107900.0,120685900.0,119207410.0
2089.0,67392300.0,59314212.0,292038980.0,61355412.0,194415020.0,59580096.0,104871160.0,97061096.0,57087824.0,346908800.0,296946660.0,102019940.0,134766640.0,87909540.0,167208030.0,169462990.0,60379748.0,109939080.0,113989330.0
2090.0,64684944.0,55910256.0,278211330.0,54775776.0,188124200.0,56286204.0,98252940.0,93080340.0,55260496.0,342534560.0,290885200.0,96960200.0,129545870.0,82872430.0,160226990.0,159189230.0,57095310.0,96431150.0,111484860.0
2091.0,61197130.0,52301810.0,272210400.0,53482980.0,181122880.0,51523696.0,91105950.0,82690430.0,54749748.0,335749980.0,287064640.0,91103624.0,126812700.0,79569210.0,156716110.0,154245680.0,54519924.0,88952616.0,106728210.0
2092.0,58884876.0,50262772.0,259490400.0,49763724.0,173388850.0,48656476.0,89666330.0,76442504.0,52599964.0,327874940.0,280602750.0,82419176.0,120649390.0,74202030.0,151573820.0,147527580.0,52341484.0,84640904.0,102544824.0
2093.0,57150108.0,48526064.0,252293490.0,46461612.0,168416160.0,46319270.0,87908690.0,79344930.0,51090710.0,322852640.0,274569660.0,79483400.0,114640110.0,70580136.0,146450990.0,142497740.0,49837996.0,80314250.0,99482280.0
2094.0,56562730.0,44808156.0,242371820.0,44851868.0,164576260.0,42758356.0,83205640.0,75447510.0,50450310.0,318002180.0,266535230.0,77147580.0,111353100.0,68056424.0,139310130.0,135550130.0,48125704.0,75727490.0,96202780.0
2095.0,53590460.0,43402080.0,234641870.0,41711856.0,159359340.0,40080800.0,80446200.0,71567950.0,48763320.0,315347740.0,258835780.0,73081704.0,105924584.0,64051980.0,131280290.0,132255110.0,47087200.0,71656010.0,93765390.0
2096.0,50971460.0,41141276.0,229383230.0,39829850.0,152536590.0,38827188.0,79633500.0,68270230.0,46489456.0,310325200.0,251289390.0,66051510.0,101996184.0,62393344.0,125659570.0,128695490.0,44899080.0,70702850.0,93056960.0
2097.0,47995868.0,38093890.0,223066350.0,37075524.0,144051260.0,35799856.0,78105930.0,67738290.0,43253990.0,305829060.0,245164620.0,64267200.0,100392680.0,61771770.0,120070664.0,123068170.0,40423910.0,66902860.0,91539870.0
2098.0,45767304.0,37310490.0,218871400.0,33681940.0,137085120.0,34081424.0,75944040.0,65781016.0,41947228.0,299873280.0,236697840.0,60187770.0,94829016.0,59285524.0,114863416.0,123285520.0,39626948.0,64265444.0,88037176.0
2099.0,40868020.0,35983380.0,209670580.0,31667638.0,122748330.0,32187298.0,73572590.0,62700484.0,40561736.0,289819870.0,225481400.0,54439620.0,91587470.0,57923612.0,111399710.0,116178080.0,38632060.0,61819692.0,86837440.0
2100.0,36360490.0,33455378.0,207195600.0,30031992.0,114888800.0,30050204.0,72022104.0,57750884.0,37562630.0,277908450.0,220031710.0,47871810.0,91549944.0,56054764.0,106866400.0,110107390.0,36753870.0,58728340.0,84828216.0
