time,MRI-ESM2-0,EC-EARTH3,CESM2-WACCM,INM-CM4-8,FGOALS-F3-L,NORESM2-MM,EC-EARTH3-VEG,INM-CM5-0,CESM2,MPI-ESM1-2-HR,CAMS-CSM1-0,BCC-CSM2-MR,GFDL-ESM4
2040.0,42507993000.0,40685260000.0,43988710000.0,44784450000.0,42568090000.0,43532034000.0,45104603000.0,43549640000.0,42851238000.0,44816417000.0,44620485000.0,44047827000.0,43803210000.0
2041.0,42011455000.0,39984120000.0,43718676000.0,44369555000.0,41876226000.0,43127220000.0,45333336000.0,43095335000.0,42330337000.0,44004913000.0,44519404000.0,43611050000.0,43406164000.0
2042.0,41477900000.0,39764034000.0,43154560000.0,43926594000.0,41339510000.0,42727182000.0,44607066000.0,42516726000.0,41714647000.0,43368907000.0,44058530000.0,43240940000.0,43003320000.0
2043.0,40958200000.0,38928170000.0,42753840000.0,43585630000.0,40904114000.0,42437526000.0,44423070000.0,42039624000.0,41155527000.0,42913604000.0,43761754000.0,42697260000.0,42629444000.0
2044.0,40480117000.0,38303453000.0,42320466000.0,43283915000.0,40350118000.0,42340913000.0,43908743000.0,41531265000.0,40816510000.0,42990793000.0,43328290000.0,42235556000.0,42264617000.0
2045.0,39948673000.0,37618258000.0,41720990000.0,42951830000.0,39796640000.0,41571422000.0,43406260000.0,41093180000.0,40217596000.0,42267742000.0,43494453000.0,41753010000.0,41936126000.0
2046.0,39348110000.0,36863250000.0,41288253000.0,42626600000.0,39371457000.0,41140457000.0,43084300000.0,40356220000.0,39650960000.0,41813164000.0,42835020000.0,41387635000.0,41460806000.0
2047.0,38923153000.0,36139758000.0,40918520000.0,42210590000.0,38845637000.0,40693380000.0,42659836000.0,39754318000.0,39006590000.0,41408820000.0,42381310000.0,40871543000.0,40990900000.0
2048.0,38371660000.0,35582075000.0,40417063000.0,41982853000.0,38193054000.0,40254290000.0,42441830000.0,39261160000.0,38340510000.0,41432224000.0,41939260000.0,40390410000.0,40581665000.0
2049.0,37736960000.0,34898874000.0,39923980000.0,41494100000.0,37743907000.0,39849255000.0,41851503000.0,38713510000.0,37774295000.0,40531767000.0,41424490000.0,39799430000.0,40056877000.0
2050.0,37324140000.0,34253685000.0,39331700000.0,41591730000.0,37271716000.0,39222444000.0,41796895000.0,38107353000.0,37291327000.0,40036950000.0,40961620000.0,39236903000.0,39408198000.0
2051.0,36593672000.0,33419045000.0,38808175000.0,40893060000.0,36646613000.0,38834823000.0,41252280000.0,37477786000.0,36665655000.0,40477060000.0,40345230000.0,38780006000.0,38819054000.0
2052.0,35949625000.0,32597740000.0,38431360000.0,40366070000.0,35987407000.0,38359660000.0,40677950000.0,36986175000.0,36443500000.0,39309460000.0,39871332000.0,38093860000.0,38367674000.0
2053.0,35436904000.0,31987452000.0,37974434000.0,39822620000.0,35319430000.0,37828910000.0,40211280000.0,36545745000.0,35566260000.0,38829457000.0,39409780000.0,37501563000.0,37741126000.0
2054.0,34842940000.0,31384033000.0,37359608000.0,39219196000.0,34549790000.0,37170350000.0,39943970000.0,35895296000.0,34972553000.0,38272983000.0,39837210000.0,36835975000.0,37500190000.0
2055.0,34280540000.0,30693763000.0,36683887000.0,38761628000.0,33994450000.0,36518310000.0,39235568000.0,35366230000.0,34465935000.0,37653880000.0,39968276000.0,36254515000.0,36713955000.0
2056.0,33562978000.0,29923222000.0,36154370000.0,38847754000.0,33289521000.0,35890758000.0,38694367000.0,34832920000.0,33897128000.0,37184254000.0,38684295000.0,35402387000.0,36160770000.0
2057.0,32878721000.0,29139550000.0,35408966000.0,38104146000.0,32529280000.0,35491930000.0,38332387000.0,34225345000.0,33305948000.0,36658954000.0,38074778000.0,34845336000.0,35707273000.0
2058.0,32289057000.0,28514509000.0,34609963000.0,37439574000.0,31838777000.0,34914250000.0,37685125000.0,33726030000.0,32710180000.0,36244926000.0,37581185000.0,34154525000.0,35139826000.0
2059.0,31585251000.0,28041350000.0,34019641000.0,36827595000.0,31175303000.0,34175535000.0,37256454000.0,33113526000.0,32408836000.0,35619353000.0,37189714000.0,33455399000.0,34475010000.0
2060.0,31045940000.0,27240348000.0,33540342000.0,36211143000.0,30507862000.0,33439482000.0,38064680000.0,32454945000.0,31738671000.0,34904904000.0,36671095000.0,32574510000.0,33827744000.0
2061.0,30335418000.0,26656004000.0,32856365000.0,35580318000.0,29856903000.0,33666597000.0,36710650000.0,31664360000.0,31161954000.0,34370355000.0,36187034000.0,31927435000.0,33069412000.0
2062.0,29850003000.0,26138685000.0,32333507000.0,34927710000.0,29429373000.0,32492882000.0,35785070000.0,31144587000.0,30477476000.0,33695308000.0,35776483000.0,31182385000.0,32503235000.0
2063.0,29320753000.0,25492044000.0,31642923000.0,34309923000.0,28535925000.0,31765800000.0,35115926000.0,30610065000.0,30357463000.0,33686016000.0,35238593000.0,30311145000.0,31923070000.0
2064.0,28745515000.0,24769313000.0,30849920000.0,33970788000.0,27819545000.0,31133139000.0,34495000000.0,30046915000.0,29414779000.0,33149008000.0,34719404000.0,29589834000.0,31222299000.0
2065.0,28294750000.0,24330950000.0,30048926000.0,33530960000.0,27086710000.0,30628192000.0,33962392000.0,29441702000.0,28833653000.0,32214680000.0,34242183000.0,28827388000.0,30658300000.0
2066.0,27665820000.0,23827743000.0,29356669000.0,33113061000.0,26592221000.0,30037764000.0,33310757000.0,28934533000.0,28382265000.0,31596976000.0,33659101000.0,28061794000.0,30078409000.0
2067.0,27149857000.0,23267844000.0,28839315000.0,32483109000.0,26077331000.0,29455410000.0,32658317000.0,28555366000.0,27743486000.0,31191697000.0,33065206000.0,27350798000.0,29453873000.0
2068.0,26702262000.0,22726089000.0,28197569000.0,32071230000.0,25514918000.0,28924740000.0,32163322000.0,28078840000.0,27223882000.0,30744588000.0,32525224000.0,26550720000.0,28750055000.0
2069.0,26191976000.0,22250158000.0,27664720000.0,31944313000.0,24960926000.0,28312599000.0,31540263000.0,27662084000.0,26799421000.0,30195139000.0,32473334000.0,25799473000.0,28153614000.0
2070.0,25607540000.0,21751984000.0,27036080000.0,31255804000.0,24375976000.0,27655119000.0,30864314000.0,27197233000.0,26263462000.0,29459558000.0,31851061000.0,25074921000.0,27734450000.0
2071.0,24868125000.0,21228818000.0,26431154000.0,30592340000.0,23793349000.0,27142197000.0,30249620000.0,26788305000.0,25729120000.0,28823886000.0,31373265000.0,24323844000.0,27115416000.0
2072.0,24373256000.0,20783946000.0,25828047000.0,30078340000.0,23273824000.0,26590521000.0,29434749000.0,26317414000.0,25153597000.0,28250368000.0,30883635000.0,23564435000.0,26538996000.0
2073.0,23869862000.0,20362867000.0,25246405000.0,29605267000.0,22856649000.0,26337806000.0,28806253000.0,25847073000.0,24656062000.0,27857005000.0,30354285000.0,22772849000.0,25998140000.0
2074.0,23416490000.0,19922168000.0,24614928000.0,29088827000.0,22342513000.0,25569930000.0,28136176000.0,25363511000.0,24149178000.0,27278432000.0,30280092000.0,22029038000.0,25496893000.0
2075.0,23001470000.0,19528647000.0,24127120000.0,28515865000.0,21947103000.0,24978020000.0,27610378000.0,24883485000.0,23643167000.0,26929592000.0,31485990000.0,21477693000.0,25053450000.0
2076.0,22437427000.0,19176628000.0,23636163000.0,28161962000.0,21423272000.0,24621701000.0,27001915000.0,24267039000.0,23157496000.0,26320927000.0,29616404000.0,20755198000.0,24600607000.0
2077.0,21942270000.0,18759651000.0,23066708000.0,27609113000.0,20919579000.0,24010177000.0,26375120000.0,23734714000.0,22741776000.0,25717324000.0,29077449000.0,20099138000.0,23906791000.0
2078.0,21494088000.0,18419378000.0,22919810000.0,27103652000.0,20443556000.0,23452848000.0,25555167000.0,23290595000.0,22281128000.0,25047337000.0,28531014000.0,19506858000.0,23437447000.0
2079.0,21036090000.0,18123979000.0,22195913000.0,26591690000.0,20139958000.0,22899132000.0,24914444000.0,23328200000.0,21836806000.0,24435770000.0,28015706000.0,18951890000.0,23022563000.0
2080.0,20621371000.0,17643137000.0,21662271000.0,25978087000.0,19648555000.0,22744498000.0,24364507000.0,22644204000.0,21232792000.0,23958145000.0,27666743000.0,18448400000.0,22551306000.0
2081.0,20186946000.0,17195444000.0,21337782000.0,25493352000.0,19217056000.0,22298278000.0,23733877000.0,22179529000.0,20710361000.0,23410960000.0,27112630000.0,17883126000.0,22190778000.0
2082.0,19865512000.0,16798521000.0,20879440000.0,25150104000.0,18830311000.0,22429434000.0,23063845000.0,21850204000.0,20313330000.0,22840678000.0,26636364000.0,17328220000.0,21894360000.0
2083.0,19440673000.0,16483677000.0,20477753000.0,24620493000.0,18494118000.0,21910465000.0,22379310000.0,21495798000.0,19834565000.0,22413617000.0,26134942000.0,16709064000.0,21470628000.0
2084.0,19024972000.0,16189548000.0,19944890000.0,24321909000.0,18041352000.0,21382541000.0,21874237000.0,21006301000.0,19333884000.0,22092431000.0,25656610000.0,16249744000.0,20967600000.0
2085.0,18551296000.0,15820278000.0,19668263000.0,23815307000.0,17654060000.0,20766149000.0,21310403000.0,20655063000.0,18853270000.0,21570847000.0,25179668000.0,15706293000.0,20593960000.0
2086.0,18221785000.0,15449624000.0,19203807000.0,23528188000.0,17324182000.0,20321407000.0,20704883000.0,20311144000.0,18463517000.0,21136100000.0,24753076000.0,15217748000.0,20243646000.0
2087.0,17821106000.0,15113349000.0,18716030000.0,23104602000.0,16981620000.0,19800687000.0,20111340000.0,19904821000.0,18074420000.0,20731814000.0,24296028000.0,14764638000.0,19917738000.0
2088.0,17434018000.0,14797799000.0,18396922000.0,22703274000.0,16634186000.0,19433420000.0,19617642000.0,19638240000.0,17731777000.0,20121526000.0,23710597000.0,14346106000.0,19532612000.0
2089.0,17073334000.0,14495598000.0,17973393000.0,22386414000.0,16285628000.0,19093238000.0,19208063000.0,19271119000.0,17315004000.0,19733960000.0,23410606000.0,13883074000.0,19240660000.0
2090.0,16745862000.0,14229268000.0,17563832000.0,21928632000.0,15885117000.0,18667287000.0,18680062000.0,19553540000.0,16960367000.0,19383378000.0,22885253000.0,13502612000.0,18871192000.0
2091.0,16411831000.0,13903930000.0,17239132000.0,21534638000.0,15646972000.0,18193576000.0,18154564000.0,18687498000.0,16615360000.0,18842573000.0,22553710000.0,13141779000.0,18551165000.0
2092.0,16090594000.0,13586600000.0,16802929000.0,21093159000.0,15369903000.0,17703800000.0,17509487000.0,18355466000.0,16302296000.0,18377470000.0,22058180000.0,12813493000.0,18282148000.0
2093.0,15776553000.0,13234981000.0,16410067000.0,20727919000.0,15047236000.0,17299188000.0,17128472000.0,18021536000.0,15904408000.0,17984463000.0,21622560000.0,12459745000.0,17827607000.0
2094.0,15468719000.0,12953443000.0,16196106000.0,20317536000.0,14750612000.0,16978806000.0,16658611000.0,17615112000.0,15508256000.0,17562614000.0,21251123000.0,12157303000.0,17469592000.0
2095.0,15133790000.0,12648605000.0,15731351000.0,19956236000.0,14433602000.0,16644913000.0,16163360000.0,17269459000.0,15154716000.0,17168806000.0,20890978000.0,11822618000.0,17157672000.0
2096.0,14891263000.0,12270010000.0,15413063000.0,19468265000.0,14130434000.0,16257065000.0,15724607000.0,16889252000.0,14774972000.0,16737087000.0,20559645000.0,11517720000.0,16851840000.0
2097.0,14629471000.0,11969602000.0,15083966000.0,19208340000.0,13856600000.0,15874505000.0,15296903000.0,16624989000.0,14407904000.0,16294453000.0,20115038000.0,11210032000.0,16576694000.0
2098.0,14367525000.0,11681674000.0,14800648000.0,18871898000.0,13580121000.0,15548926000.0,14866467000.0,16336546000.0,14052659000.0,15882240000.0,19681704000.0,10915578000.0,16281011000.0
2099.0,14110474000.0,11376920000.0,14531612000.0,18546956000.0,13256790000.0,15305265000.0,14463758000.0,16064458000.0,13712572000.0,15632035000.0,19168156000.0,10643903000.0,15998213000.0
2100.0,13812566000.0,11101350000.0,14140001000.0,18210951000.0,12984116000.0,15038834000.0,14124356000.0,15784685000.0,13434354000.0,15200575000.0,18999755000.0,10353147000.0,15722003000.0
