time,CANESM5,MRI-ESM2-0,CNRM-ESM2-1,IPSL-CM6A-LR,UKESM1-0-LL
2000.0,91037670000.0,91037670000.0,91037670000.0,91037670000.0,91037670000.0
2001.0,91295760000.0,91295760000.0,91295760000.0,91295760000.0,91295760000.0
2002.0,93013746000.0,93013746000.0,93013746000.0,93013746000.0,93013746000.0
2003.0,92286200000.0,92286200000.0,92286200000.0,92286200000.0,92286200000.0
2004.0,91109120000.0,91109120000.0,91109120000.0,91109120000.0,91109120000.0
2005.0,88893420000.0,88893420000.0,88893420000.0,88893420000.0,88893420000.0
2006.0,88071040000.0,88071040000.0,88071040000.0,88071040000.0,88071040000.0
2007.0,87222436000.0,87222436000.0,87222436000.0,87222436000.0,87222436000.0
2008.0,87703585000.0,87703585000.0,87703585000.0,87703585000.0,87703585000.0
2009.0,88771020000.0,88771020000.0,88771020000.0,88771020000.0,88771020000.0
2010.0,87090110000.0,87090110000.0,87090110000.0,87090110000.0,87090110000.0
2011.0,84669270000.0,84669270000.0,84669270000.0,84669270000.0,84669270000.0
2012.0,85587400000.0,85587400000.0,85587400000.0,85587400000.0,85587400000.0
2013.0,85079040000.0,85079040000.0,85079040000.0,85079040000.0,85079040000.0
2014.0,85384480000.0,85384480000.0,85384480000.0,85384480000.0,85384480000.0
2015.0,84745820000.0,84745820000.0,84745820000.0,84745820000.0,84745820000.0
2016.0,80950895000.0,80950895000.0,80950895000.0,80950895000.0,80950895000.0
2017.0,76204920000.0,76204920000.0,76204920000.0,76204920000.0,76204920000.0
2018.0,74582620000.0,74582620000.0,74582620000.0,74582620000.0,74582620000.0
2019.0,74965205000.0,74965205000.0,74965205000.0,74965205000.0,74965205000.0
2020.0,73356710000.0,73356710000.0,73356710000.0,73356710000.0,73356710000.0
2021.0,68305433000.0,72378920000.0,70776220000.0,71611870000.0,67843660000.0
2022.0,64048177000.0,68656435000.0,67850340000.0,65556710000.0,62859043000.0
2023.0,59670745000.0,67087024000.0,64022372000.0,62416445000.0,55755444000.0
2024.0,51656094000.0,65609820000.0,63846662000.0,59905573000.0,52113730000.0
2025.0,47752966000.0,62423835000.0,62428148000.0,58324586000.0,48861400000.0
2026.0,45132276000.0,58562330000.0,58734980000.0,55052600000.0,46154146000.0
2027.0,40471010000.0,56138285000.0,55537762000.0,53406708000.0,42320680000.0
2028.0,38727360000.0,52896047000.0,52073763000.0,51189883000.0,36009980000.0
2029.0,36807950000.0,49280168000.0,49334338000.0,46923220000.0,33260610000.0
2030.0,35232090000.0,47010603000.0,48209090000.0,42255925000.0,32329054000.0
2031.0,34273276000.0,44188850000.0,43731930000.0,37618606000.0,30562028000.0
2032.0,31360772000.0,41629240000.0,39004400000.0,35759440000.0,28228018000.0
2033.0,28852898000.0,37360624000.0,37922160000.0,35187036000.0,27498330000.0
2034.0,24962760000.0,35913077000.0,35068064000.0,34852995000.0,24751163000.0
2035.0,23385370000.0,35266294000.0,36115145000.0,33199636000.0,22493129000.0
2036.0,22955616000.0,33418197000.0,34537830000.0,32806717000.0,21228489000.0
2037.0,20993913000.0,31246481000.0,30709630000.0,31676023000.0,20221876000.0
2038.0,19912518000.0,29330137000.0,30642510000.0,30757153000.0,19274695000.0
2039.0,19931122000.0,27779330000.0,28386937000.0,28689187000.0,16939488000.0
2040.0,18596293000.0,26582497000.0,24795740000.0,27160648000.0,15757948000.0
2041.0,17377309000.0,24985176000.0,22840037000.0,26665398000.0,13817057000.0
2042.0,15192075000.0,22806548000.0,20647897000.0,23773534000.0,12345372000.0
2043.0,14032644000.0,21896767000.0,21482324000.0,20424266000.0,11078900000.0
2044.0,13516592000.0,21471152000.0,21232097000.0,19682245000.0,9368548000.0
2045.0,12332291000.0,20221060000.0,19250295000.0,18362565000.0,9257379000.0
2046.0,10955667000.0,19240847000.0,17208594000.0,17040583000.0,9438966000.0
2047.0,11061920000.0,18319192000.0,17585584000.0,15815541000.0,9499465000.0
2048.0,10351593000.0,16793772000.0,16571956000.0,14887697000.0,9028802000.0
2049.0,9679020000.0,16749760000.0,15274937000.0,14165548000.0,8587901000.0
2050.0,9562895000.0,16727800000.0,15014929000.0,13142501000.0,7734579000.0
2051.0,9269776000.0,16252086000.0,14279440000.0,12342198000.0,7065095000.0
2052.0,7987593000.0,15882847000.0,12676508000.0,12342417000.0,6170809000.0
