time,UKESM1-0-LL,GFDL-ESM4,MRI-ESM2-0,IPSL-CM6A-LR
2075.0,15065558000.0,34843810000.0,29524180000.0,25700870000.0
2076.0,14863186000.0,36203120000.0,29837572000.0,26147418000.0
2077.0,15009503000.0,37725430000.0,29225552000.0,25372307000.0
2078.0,15468090000.0,37550150000.0,30160323000.0,25613814000.0
2079.0,15508969000.0,38354174000.0,30720110000.0,26689681000.0
2080.0,15015796000.0,38140610000.0,30056577000.0,27479472000.0
2081.0,14009538000.0,37149106000.0,29178829000.0,28164518000.0
2082.0,14288881000.0,37228724000.0,30058846000.0,28524644000.0
2083.0,14424944000.0,37376300000.0,30241772000.0,28481421000.0
2084.0,13782774000.0,37856640000.0,29327071000.0,27752630000.0
2085.0,13161351000.0,38077120000.0,30964361000.0,26315876000.0
2086.0,13765185000.0,38833717000.0,31875826000.0,27042306000.0
2087.0,14408269000.0,39022380000.0,31811700000.0,27967830000.0
2088.0,14599682000.0,39917360000.0,30721364000.0,28210846000.0
2089.0,15063197000.0,40621818000.0,31029103000.0,27483621000.0
2090.0,15491851000.0,41324410000.0,31526144000.0,28225964000.0
2091.0,15022810000.0,41324884000.0,32084490000.0,29122650000.0
2092.0,14330289000.0,40219740000.0,32260276000.0,29531509000.0
2093.0,14517615000.0,39119380000.0,31924328000.0,30315114000.0
2094.0,15021198000.0,40506266000.0,32266371000.0,30596205000.0
2095.0,14603636000.0,40488944000.0,32323738000.0,29785254000.0
2096.0,13899692000.0,39918130000.0,33360536000.0,30408999000.0
2097.0,14202501000.0,41185866000.0,33328824000.0,30934411000.0
2098.0,14759519000.0,41856266000.0,33866222000.0,31638202000.0
2099.0,14793857000.0,42677400000.0,34796700000.0,31461880000.0
2100.0,15282032000.0,42239310000.0,35132090000.0,31484000000.0
