time,CANESM5,EC-EARTH3,MRI-ESM2-0,KACE-1-0-G,IPSL-CM6A-LR,TAIESM1,UKESM1-0-LL,CNRM-ESM2-1,GFDL-ESM4,CESM2-WACCM,CNRM-CM6-1,MIROC6,MPI-ESM1-2-HR
2029.0,33166496000.0,40699126000.0,44161507000.0,51509207000.0,47239156000.0,43036520000.0,33308439000.0,49766048000.0,50432560000.0,42655420000.0,45811390000.0,57252545000.0,53433290000.0
2030.0,30882902000.0,39629103000.0,42485383000.0,47053790000.0,41693310000.0,40341987000.0,32458720000.0,49869030000.0,47128640000.0,40681562000.0,44500476000.0,56678494000.0,53247627000.0
2031.0,28375929000.0,36516190000.0,41926443000.0,46492303000.0,39601005000.0,36232438000.0,30530324000.0,46354140000.0,45439664000.0,40187298000.0,41681277000.0,55690125000.0,51114602000.0
2032.0,25942145000.0,35306760000.0,40184746000.0,44108325000.0,38987710000.0,35113816000.0,25462784000.0,43496677000.0,44312543000.0,36745970000.0,39696220000.0,54738166000.0,49533985000.0
2033.0,25073648000.0,34491404000.0,39802212000.0,42108400000.0,37977670000.0,34058430000.0,22442684000.0,41144103000.0,41495720000.0,34969014000.0,38458077000.0,53953710000.0,47791116000.0
2034.0,24714412000.0,30485789000.0,40140743000.0,41596432000.0,36558720000.0,32229507000.0,21878477000.0,40526864000.0,38820300000.0,34966335000.0,38070104000.0,53305810000.0,43902190000.0
2035.0,23280327000.0,30061564000.0,38654562000.0,39154106000.0,35368150000.0,31509232000.0,19602342000.0,36473086000.0,36994556000.0,35717886000.0,36053025000.0,50937774000.0,41720693000.0
2036.0,21561594000.0,30774370000.0,37081367000.0,36529254000.0,32459500000.0,30151348000.0,18336512000.0,34621338000.0,35660194000.0,36304440000.0,36411146000.0,49030885000.0,39758086000.0
2037.0,19240557000.0,31773282000.0,36166365000.0,33514030000.0,30996190000.0,27593523000.0,17511477000.0,36674044000.0,33172175000.0,36476740000.0,34681900000.0,47688622000.0,38295460000.0
2038.0,17006916000.0,31722484000.0,34933550000.0,31026323000.0,30334865000.0,26900842000.0,16742703000.0,37198500000.0,30701800000.0,34118191000.0,35001250000.0,44870836000.0,37929423000.0
2039.0,15512883000.0,30084504000.0,34237213000.0,29042500000.0,27491290000.0,26804244000.0,14980070000.0,35302216000.0,30600130000.0,31684534000.0,34830025000.0,42283950000.0,36722570000.0
2040.0,14839133000.0,28288970000.0,33388653000.0,27042976000.0,25031602000.0,25193146000.0,14357950000.0,32991015000.0,30143111000.0,29625061000.0,33102703000.0,41249410000.0,35389560000.0
2041.0,14839798000.0,27767736000.0,31851418000.0,25201105000.0,23563205000.0,23069123000.0,13351998000.0,30794326000.0,29783091000.0,26945663000.0,30492555000.0,40227217000.0,33523820000.0
2042.0,14641731000.0,27342643000.0,28717054000.0,22986370000.0,22397913000.0,21627636000.0,13197295000.0,28329593000.0,27802597000.0,23398816000.0,30104453000.0,39700898000.0,33441047000.0
2043.0,14017090000.0,25971812000.0,27999603000.0,22280000000.0,21199743000.0,21310829000.0,13015204000.0,26929267000.0,25582080000.0,21474679000.0,27444793000.0,39401550000.0,33578160000.0
2044.0,13122033000.0,22260310000.0,27564490000.0,21841132000.0,20765405000.0,20181672000.0,12353078000.0,24077965000.0,25459687000.0,19850346000.0,26555769000.0,39013736000.0,31837741000.0
2045.0,12427531000.0,21636622000.0,26793350000.0,21430716000.0,20216270000.0,18141663000.0,11916398000.0,23922803000.0,24735887000.0,19304243000.0,24869280000.0,39136887000.0,30112242000.0
2046.0,10972939000.0,19800613000.0,26145620000.0,20670085000.0,19823114000.0,17090320000.0,11012709000.0,23051837000.0,22902860000.0,18697726000.0,23282258000.0,36689412000.0,30551419000.0
2047.0,10095565000.0,17828162000.0,24850469000.0,19689600000.0,18535598000.0,16386878000.0,9556677000.0,20528011000.0,21663576000.0,17637343000.0,22694736000.0,34267122000.0,30690497000.0
2048.0,10189214000.0,16748970000.0,23054172000.0,18271152000.0,17478832000.0,15394629000.0,8867981000.0,18969213000.0,20814447000.0,18234255000.0,21396623000.0,33767547000.0,29494010000.0
2049.0,9597947000.0,16005391000.0,21866930000.0,18136412000.0,17031298000.0,13920314000.0,8342006300.0,18422274000.0,19316111000.0,17808615000.0,20448778000.0,33560582000.0,29903677000.0
2050.0,8841726000.0,14606679000.0,21001325000.0,17375515000.0,15865823000.0,13548051000.0,7534832600.0,16749405000.0,18571506000.0,15994202000.0,19330419000.0,33106276000.0,30508808000.0
2051.0,7178439000.0,14365999000.0,20658760000.0,17412704000.0,15063082000.0,13669972000.0,7102327000.0,15526329000.0,18528877000.0,16005055000.0,19223770000.0,32247611000.0,28916193000.0
2052.0,6711832600.0,14338028000.0,19460311000.0,16288122000.0,13752929000.0,13635377000.0,7107078700.0,15069692000.0,17501618000.0,15129823000.0,17436637000.0,30519146000.0,26318516000.0
2053.0,6858782000.0,13448776000.0,18654521000.0,15080011000.0,12143570000.0,12750447000.0,6883053000.0,14750694000.0,17474780000.0,13718045000.0,15672312000.0,29715405000.0,23789572000.0
2054.0,6421356000.0,12030146000.0,18040183000.0,15324097000.0,11446510000.0,11605983000.0,6214887400.0,14075005000.0,16779066000.0,13969368000.0,14478412000.0,28848804000.0,21800770000.0
2055.0,5920627700.0,12320600000.0,16738664000.0,14689178000.0,11542417000.0,10714327000.0,6297015300.0,13794698000.0,16281810000.0,14622497000.0,12679526000.0,27752874000.0,20650600000.0
2056.0,5866586000.0,12423328000.0,16843660000.0,13826972000.0,10899673000.0,10340566000.0,6210988000.0,12546620000.0,17129842000.0,13560365000.0,11957266000.0,26483593000.0,20030450000.0
2057.0,5760267300.0,12097232000.0,16315871000.0,12609295000.0,10267204000.0,9836628000.0,6388973000.0,13378184000.0,16726094000.0,12608839000.0,11602185000.0,24884003000.0,19030022000.0
2058.0,5437068000.0,10417027000.0,15407828000.0,11595446000.0,10299798000.0,9268465000.0,5953371000.0,13279399000.0,15494221000.0,12747896000.0,10595380000.0,25358797000.0,17973610000.0
2059.0,5105581600.0,9875753000.0,14436476000.0,11370456000.0,9804506000.0,8223487000.0,5200752000.0,12180108000.0,14698616000.0,11949783000.0,10018913000.0,25443914000.0,16472241000.0
2060.0,4748246500.0,10005531000.0,14242955000.0,11339021000.0,9837203000.0,7173311500.0,4919290000.0,12341266000.0,14408890000.0,10527762000.0,10203994000.0,25813574000.0,15992129000.0
2061.0,4241458700.0,9756397000.0,14134462000.0,10649897000.0,10130545000.0,7054135300.0,4804545000.0,11839571000.0,13426451000.0,10619873000.0,9726373000.0,24545667000.0,16315583000.0
2062.0,4086936000.0,8822483000.0,12941579000.0,9693282000.0,10119116000.0,7034533400.0,4444913700.0,12035192000.0,12718593000.0,10053059000.0,8704615000.0,24040878000.0,16005055000.0
2063.0,4043363800.0,7767478300.0,12074747000.0,9642375000.0,9657597000.0,6564517400.0,4157413400.0,10974270000.0,11700520000.0,9141953000.0,8815427000.0,24004823000.0,15449745000.0
2064.0,3813727700.0,8044804000.0,11806731000.0,8922721000.0,8852126000.0,5881949700.0,3849356800.0,9992251000.0,11457608000.0,8933808000.0,8360916500.0,23463731000.0,14159294000.0
2065.0,3464445000.0,7878576000.0,10958152000.0,9306436000.0,8826597000.0,5808404000.0,3518739000.0,9358404000.0,10360976000.0,8866551000.0,7700422000.0,22233897000.0,14113214000.0
2066.0,3218822100.0,7525900000.0,11044710000.0,8947560000.0,8550540300.0,5860377600.0,3317387800.0,8478997000.0,9309851000.0,8393579500.0,7567129000.0,20682183000.0,14762610000.0
2067.0,3128261400.0,6867993000.0,10800437000.0,8379133000.0,7758301000.0,5510350300.0,3325344800.0,8494400500.0,9608007000.0,7666999300.0,7331623000.0,20915853000.0,14500134000.0
2068.0,2828880400.0,6790972000.0,9865814000.0,8551791600.0,7418287000.0,5088231400.0,3258814000.0,7858728000.0,9891201000.0,7208690700.0,6869837300.0,20720011000.0,13092114000.0
2069.0,2544148200.0,7062186000.0,9746753000.0,8294109700.0,6983738400.0,5085097500.0,3226478000.0,7495844000.0,9663111000.0,6954597000.0,6356066300.0,20371073000.0,11660643000.0
2070.0,2453530600.0,6526431700.0,9058307000.0,7775322600.0,6662802000.0,4945584600.0,3030256000.0,6725694000.0,8852652000.0,6362675000.0,6385903600.0,19399901000.0,10750254000.0
2071.0,2419653000.0,6219773400.0,8348101600.0,7223224300.0,6600699400.0,4677426700.0,2837769000.0,6684151300.0,9281753000.0,6172363000.0,6296303600.0,18376444000.0,11090318000.0
2072.0,2434372600.0,6132591000.0,7833426000.0,7055092700.0,6113128000.0,4370201600.0,2817499600.0,6599062500.0,9695738000.0,5596203000.0,5779602000.0,18697542000.0,10921975000.0
2073.0,2354633500.0,6245965300.0,7398551600.0,6987308500.0,5484376600.0,4279299600.0,2494291700.0,6464172500.0,9308918000.0,5360005000.0,5226274000.0,19063697000.0,10281967000.0
2074.0,2274485200.0,6253311000.0,7484647400.0,6856017400.0,5288910000.0,4075318500.0,2244424000.0,6107212000.0,8451672000.0,4946862000.0,4731469000.0,18431370000.0,9830966000.0
2075.0,2124557000.0,5809281500.0,6912428000.0,6590344700.0,5119034000.0,3992211700.0,2208535000.0,5926848000.0,7558111000.0,4672225000.0,4724868600.0,17315688000.0,9490976000.0
2076.0,2021305600.0,5383663600.0,6773405000.0,6354386400.0,4801447000.0,3755268900.0,2131396900.0,5394308000.0,7596440600.0,4097723400.0,4306089500.0,16749259000.0,9197080000.0
2077.0,2031505900.0,5579477500.0,6921720300.0,5957333500.0,4382958000.0,3573429200.0,1990005500.0,5113068500.0,7769527300.0,4103702800.0,4032297000.0,16588962000.0,8753789000.0
2078.0,1957243000.0,5479553500.0,6801231000.0,5479111000.0,4367295000.0,3367641600.0,1885804900.0,4672730000.0,7361189000.0,3879090200.0,3728335000.0,16101853000.0,8514980400.0
2079.0,1906630700.0,4552216000.0,6457804000.0,5353905700.0,4176988700.0,3243564000.0,1770915000.0,4526952000.0,6700762000.0,3707406300.0,3568608000.0,15697205000.0,8191563000.0
2080.0,1772987300.0,4251236600.0,6319164000.0,5009416000.0,3936544500.0,3072838000.0,1726991700.0,4062792400.0,6588306400.0,3902218500.0,3407913000.0,13951426000.0,7874411000.0
2081.0,1593875500.0,4505126000.0,6318761000.0,4656407600.0,3993044200.0,2940999000.0,1656143400.0,3773034800.0,6230677000.0,4007420000.0,3265359600.0,12912889000.0,8098339000.0
2082.0,1441854300.0,4513263000.0,5895555600.0,4459648000.0,3901603300.0,2870692400.0,1462655200.0,3448898000.0,5675162000.0,3651284000.0,3016389400.0,12656406000.0,8105115600.0
2083.0,1286360800.0,4098367700.0,5570693000.0,4300518000.0,3669963800.0,2849393400.0,1528255400.0,3661804300.0,5396677000.0,3687200800.0,3242455000.0,12870321000.0,8058531300.0
2084.0,1307634000.0,3593004800.0,5522073000.0,4129739800.0,3572712000.0,2796932900.0,1496530700.0,3269993500.0,5198339000.0,3356274700.0,3236412400.0,12695768000.0,7580220400.0
2085.0,1292479600.0,3679456000.0,5439390000.0,4026289000.0,3326713600.0,2818417700.0,1381285900.0,2935105800.0,5145246000.0,3222138000.0,2931084500.0,11784421000.0,7481602000.0
2086.0,1225150000.0,3568942000.0,5049463300.0,3808696800.0,2786590700.0,2816910000.0,1247836400.0,2864482600.0,5043082000.0,2997400300.0,2890309400.0,10858035000.0,7461760000.0
2087.0,1149770100.0,3353963800.0,4932813000.0,3849377300.0,2730999600.0,2632969000.0,1255631700.0,2742155500.0,4623522300.0,3013018000.0,2548217000.0,10776345000.0,7441493000.0
2088.0,1077769300.0,3277837300.0,4716724000.0,3747168000.0,2805049000.0,2549817000.0,1294165600.0,2631675100.0,4402567700.0,2857877500.0,2270561500.0,10752998000.0,7708949500.0
2089.0,1109475700.0,3069117000.0,4547081700.0,3507759000.0,2803683300.0,2503975000.0,1291914200.0,2430494500.0,4012196600.0,2575446800.0,2111762700.0,10014279000.0,7457122000.0
2090.0,1104739300.0,2745036500.0,4307674600.0,3456147700.0,2712994000.0,2456982000.0,1202024400.0,2282361600.0,3894867000.0,2547677400.0,1926552400.0,9957638000.0,6973583400.0
2091.0,1023098050.0,3010617000.0,4281682200.0,3312530000.0,2485224700.0,2355873300.0,1048561400.0,2214081800.0,3651769600.0,2508681500.0,1943359000.0,10011659000.0,6515565600.0
2092.0,918700400.0,3039875600.0,4103069000.0,3091641600.0,2507483600.0,2060090600.0,1000029100.0,2320742000.0,3594845400.0,2326651100.0,1958469500.0,9502260000.0,6204185600.0
2093.0,760598400.0,3131426600.0,4007615500.0,3063188200.0,2513278000.0,1943504100.0,1024264060.0,2252466700.0,3657675800.0,2425033500.0,1877881500.0,8718801000.0,6296173000.0
2094.0,725859840.0,2934037000.0,3978577200.0,2897363700.0,2264584400.0,1880857600.0,997015940.0,2076808600.0,3367270400.0,2258430500.0,1834999300.0,8866730000.0,6026606600.0
2095.0,640031360.0,2662219000.0,3836021000.0,2913836500.0,2165711600.0,1857937000.0,854975600.0,2027369200.0,3109121000.0,2121089800.0,1834852600.0,8840403000.0,5544161000.0
2096.0,663792960.0,2761238300.0,3632097000.0,2881030700.0,2098284800.0,1768190500.0,830683140.0,2004444400.0,3182463200.0,2021417300.0,1796369200.0,8714333000.0,4969375000.0
2097.0,651994750.0,2707473400.0,3543372500.0,2708378400.0,2024954100.0,1704932000.0,821093800.0,1921926400.0,3082775300.0,1902925400.0,1682326100.0,8008281600.0,4413648000.0
2098.0,599610900.0,2511624700.0,3369861600.0,2571331600.0,1801668200.0,1686930000.0,758381600.0,1784219400.0,2878992400.0,1939970600.0,1633140100.0,7909123600.0,4257673700.0
2099.0,589448960.0,2199206700.0,3483703300.0,2487649300.0,1790026500.0,1608899700.0,698000960.0,1798348500.0,2770722000.0,1783879600.0,1476425300.0,7951527400.0,3841524000.0
2100.0,597240640.0,2287569200.0,3352007000.0,2331183600.0,1728429200.0,1466385500.0,654593900.0,1714719500.0,2622781000.0,1849630100.0,1379957100.0,7744851000.0,3615145500.0
