time,GFDL-ESM2G,CANESM2,CSIRO-MK3-6-0,GISS-E2-R,NORESM1-M,CNRM-CM5,GFDL-CM3,CCSM4,IPSL-CM5A-LR,MPI-ESM-LR
2000.0,87720215000.0,87720215000.0,87720215000.0,87720215000.0,87720215000.0,87720215000.0,87720215000.0,87720215000.0,87720215000.0,87720215000.0
2001.0,88084726000.0,88084726000.0,88084726000.0,88084726000.0,88084726000.0,88084726000.0,88084726000.0,88084726000.0,88084726000.0,88084726000.0
2002.0,87772640000.0,87772640000.0,87772640000.0,87772640000.0,87772640000.0,87772640000.0,87772640000.0,87772640000.0,87772640000.0,87772640000.0
2003.0,87558816000.0,87558816000.0,87558816000.0,87558816000.0,87558816000.0,87558816000.0,87558816000.0,87558816000.0,87558816000.0,87558816000.0
2004.0,87372366000.0,87372366000.0,87372366000.0,87372366000.0,87372366000.0,87372366000.0,87372366000.0,87372366000.0,87372366000.0,87372366000.0
2005.0,87214590000.0,87214590000.0,87214590000.0,87214590000.0,87214590000.0,87214590000.0,87214590000.0,87214590000.0,87214590000.0,87214590000.0
2006.0,87091950000.0,87091950000.0,87091950000.0,87091950000.0,87091950000.0,87091950000.0,87091950000.0,87091950000.0,87091950000.0,87091950000.0
2007.0,87041974000.0,87041974000.0,87041974000.0,87041974000.0,87041974000.0,87041974000.0,87041974000.0,87041974000.0,87041974000.0,87041974000.0
2008.0,86983156000.0,86983156000.0,86983156000.0,86983156000.0,86983156000.0,86983156000.0,86983156000.0,86983156000.0,86983156000.0,86983156000.0
2009.0,87343600000.0,87343600000.0,87343600000.0,87343600000.0,87343600000.0,87343600000.0,87343600000.0,87343600000.0,87343600000.0,87343600000.0
2010.0,86918750000.0,86918750000.0,86918750000.0,86918750000.0,86918750000.0,86918750000.0,86918750000.0,86918750000.0,86918750000.0,86918750000.0
2011.0,86789276000.0,86789276000.0,86789276000.0,86789276000.0,86789276000.0,86789276000.0,86789276000.0,86789276000.0,86789276000.0,86789276000.0
2012.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0
2013.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0
2014.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0
2015.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0
2016.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0
2017.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0
2018.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0
2019.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0
2020.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0
2021.0,84787280000.0,84838060000.0,84821880000.0,84697550000.0,85038990000.0,85090430000.0,84975840000.0,84883505000.0,84797110000.0,84814800000.0
2022.0,84753120000.0,84532120000.0,84416930000.0,85371600000.0,84700500000.0,84893530000.0,84911860000.0,84828135000.0,84704460000.0,84673330000.0
2023.0,84340015000.0,84276480000.0,84819920000.0,84400595000.0,84523200000.0,84372530000.0,84606575000.0,84767790000.0,84458290000.0,84161225000.0
2024.0,83936270000.0,84184200000.0,84602225000.0,84085424000.0,84110620000.0,84153360000.0,84203630000.0,84107240000.0,84108080000.0,83774190000.0
2025.0,83792250000.0,83780370000.0,84084570000.0,83748470000.0,83671350000.0,84383380000.0,83798270000.0,83938340000.0,83705870000.0,83371000000.0
2026.0,83438820000.0,83517720000.0,83727090000.0,83656810000.0,83147280000.0,83740300000.0,83569290000.0,83405400000.0,83348240000.0,82956530000.0
2027.0,83144980000.0,83126600000.0,83487330000.0,83610660000.0,82504385000.0,83752100000.0,82907670000.0,82927880000.0,82832220000.0,82299350000.0
2028.0,82681990000.0,82672970000.0,83170420000.0,83168670000.0,82040450000.0,83260510000.0,82216470000.0,82277140000.0,82208130000.0,81839930000.0
2029.0,81981235000.0,82387920000.0,82901560000.0,82716836000.0,81228900000.0,83567840000.0,81762360000.0,81698650000.0,81685240000.0,81435240000.0
2030.0,81802890000.0,82021695000.0,82495480000.0,82551700000.0,80758270000.0,83290490000.0,81361880000.0,80869560000.0,81236615000.0,81097950000.0
2031.0,81306630000.0,81710570000.0,83071110000.0,82339135000.0,80299426000.0,83147915000.0,80584780000.0,80208036000.0,80818500000.0,81073120000.0
2032.0,80861040000.0,80958390000.0,82126370000.0,81743800000.0,79650005000.0,82734810000.0,80377930000.0,79838130000.0,80306290000.0,80905500000.0
2033.0,80237290000.0,80447275000.0,82066740000.0,81621570000.0,79187370000.0,81847920000.0,79867040000.0,79009020000.0,79590740000.0,79963810000.0
2034.0,79687240000.0,79630280000.0,81524960000.0,81053040000.0,78643010000.0,81330550000.0,79595930000.0,78091130000.0,79105510000.0,79192990000.0
2035.0,78917790000.0,79105745000.0,81124700000.0,80567860000.0,77751020000.0,81101700000.0,79372350000.0,77363670000.0,78483950000.0,78928660000.0
2036.0,78473626000.0,78576110000.0,80553110000.0,80314606000.0,77015560000.0,80637730000.0,78445270000.0,76630690000.0,77610730000.0,78738060000.0
2037.0,77652130000.0,77903890000.0,79989645000.0,80120390000.0,75804220000.0,80116480000.0,77514820000.0,75803525000.0,76880650000.0,78262895000.0
2038.0,77415810000.0,77351690000.0,79480760000.0,80134400000.0,75177394000.0,79790080000.0,76782380000.0,74829000000.0,76148640000.0,77602300000.0
2039.0,76659030000.0,76644925000.0,79364440000.0,79598330000.0,74525565000.0,79203170000.0,76165460000.0,73978356000.0,75169300000.0,77290320000.0
2040.0,76256400000.0,75917885000.0,79270000000.0,79947530000.0,73942400000.0,78798450000.0,75630480000.0,73127830000.0,74508820000.0,76945875000.0
2041.0,75369010000.0,75220255000.0,78540730000.0,79695100000.0,73299034000.0,78395850000.0,74872420000.0,72346740000.0,73860350000.0,77516600000.0
2042.0,74941940000.0,74450680000.0,77794650000.0,78802830000.0,72740970000.0,78066610000.0,74076280000.0,71516430000.0,73193940000.0,76217270000.0
2043.0,75266770000.0,73510160000.0,77403570000.0,78088950000.0,72890790000.0,77787914000.0,73262520000.0,70667665000.0,72339430000.0,75522195000.0
2044.0,74112050000.0,72851900000.0,77155500000.0,77522936000.0,71670505000.0,77242430000.0,72462350000.0,69839070000.0,71344100000.0,74914240000.0
2045.0,73642025000.0,72145580000.0,76259205000.0,76858400000.0,70631170000.0,76841680000.0,71617405000.0,68898580000.0,70313206000.0,74350980000.0
2046.0,73222540000.0,71196010000.0,75496410000.0,76499526000.0,70416050000.0,76716180000.0,70778544000.0,67942224000.0,69308200000.0,74046900000.0
