time,CANESM2,GFDL-ESM2G,CESM1-CAM5,GISS-E2-R,CSIRO-MK3-6-0,GFDL-CM3,CCSM4,CNRM-CM5,NORESM1-M,MPI-ESM-LR,IPSL-CM5A-LR
2000.0,87720215000.0,87720215000.0,87720215000.0,87720215000.0,87720215000.0,87720215000.0,87720215000.0,87720215000.0,87720215000.0,87720215000.0,87720215000.0
2001.0,88084726000.0,88084726000.0,88084726000.0,88084726000.0,88084726000.0,88084726000.0,88084726000.0,88084726000.0,88084726000.0,88084726000.0,88084726000.0
2002.0,87772640000.0,87772640000.0,87772640000.0,87772640000.0,87772640000.0,87772640000.0,87772640000.0,87772640000.0,87772640000.0,87772640000.0,87772640000.0
2003.0,87558816000.0,87558816000.0,87558816000.0,87558816000.0,87558816000.0,87558816000.0,87558816000.0,87558816000.0,87558816000.0,87558816000.0,87558816000.0
2004.0,87372366000.0,87372366000.0,87372366000.0,87372366000.0,87372366000.0,87372366000.0,87372366000.0,87372366000.0,87372366000.0,87372366000.0,87372366000.0
2005.0,87214590000.0,87214590000.0,87214590000.0,87214590000.0,87214590000.0,87214590000.0,87214590000.0,87214590000.0,87214590000.0,87214590000.0,87214590000.0
2006.0,87091950000.0,87091950000.0,87091950000.0,87091950000.0,87091950000.0,87091950000.0,87091950000.0,87091950000.0,87091950000.0,87091950000.0,87091950000.0
2007.0,87041974000.0,87041974000.0,87041974000.0,87041974000.0,87041974000.0,87041974000.0,87041974000.0,87041974000.0,87041974000.0,87041974000.0,87041974000.0
2008.0,86983156000.0,86983156000.0,86983156000.0,86983156000.0,86983156000.0,86983156000.0,86983156000.0,86983156000.0,86983156000.0,86983156000.0,86983156000.0
2009.0,87343600000.0,87343600000.0,87343600000.0,87343600000.0,87343600000.0,87343600000.0,87343600000.0,87343600000.0,87343600000.0,87343600000.0,87343600000.0
2010.0,86918750000.0,86918750000.0,86918750000.0,86918750000.0,86918750000.0,86918750000.0,86918750000.0,86918750000.0,86918750000.0,86918750000.0,86918750000.0
2011.0,86789276000.0,86789276000.0,86789276000.0,86789276000.0,86789276000.0,86789276000.0,86789276000.0,86789276000.0,86789276000.0,86789276000.0,86789276000.0
2012.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0
2013.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0
2014.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0
2015.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0
2016.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0
2017.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0
2018.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0
2019.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0
2020.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0
2021.0,84840554000.0,84767056000.0,84991960000.0,85067500000.0,84813914000.0,85150830000.0,84936590000.0,84771090000.0,84769050000.0,84871600000.0,84789590000.0
2022.0,84553860000.0,84454790000.0,84950160000.0,84833616000.0,84430740000.0,84745480000.0,84628910000.0,84482520000.0,84647576000.0,84526930000.0,84700440000.0
2023.0,84324975000.0,84662400000.0,84632170000.0,84676510000.0,84105250000.0,84534920000.0,84303410000.0,84242830000.0,84444880000.0,84201960000.0,84624200000.0
2024.0,83922840000.0,83868690000.0,84370780000.0,84492030000.0,83707180000.0,84210260000.0,84145360000.0,84066420000.0,84004470000.0,84012830000.0,84241650000.0
2025.0,83603330000.0,83434455000.0,84008750000.0,84191570000.0,83433420000.0,83940440000.0,83711480000.0,83691980000.0,83623740000.0,83671070000.0,84049200000.0
2026.0,83290500000.0,83118860000.0,83634330000.0,84035715000.0,83204560000.0,83420200000.0,83470320000.0,83246100000.0,83323716000.0,83101070000.0,83498566000.0
2027.0,82853710000.0,82858680000.0,83763940000.0,84094990000.0,83396070000.0,83116580000.0,83048060000.0,82868180000.0,83451220000.0,82828000000.0,83112070000.0
2028.0,82329610000.0,82280920000.0,83241790000.0,83633594000.0,82670985000.0,82616660000.0,82528444000.0,82464874000.0,83142230000.0,82523320000.0,82759560000.0
2029.0,82026815000.0,81659270000.0,82943620000.0,83050370000.0,82134670000.0,81926560000.0,82702810000.0,82217780000.0,82419240000.0,81936980000.0,82313880000.0
2030.0,81532190000.0,80876175000.0,82410730000.0,82562100000.0,82193260000.0,81591360000.0,82119926000.0,81997365000.0,81898950000.0,81302090000.0,81860600000.0
2031.0,80924660000.0,80510984000.0,81975980000.0,81932390000.0,81660520000.0,81265960000.0,81480300000.0,81787806000.0,81355440000.0,80847530000.0,81400500000.0
2032.0,80420210000.0,79934590000.0,81462936000.0,81560340000.0,81272570000.0,80641590000.0,80962110000.0,81322340000.0,81129260000.0,80564450000.0,80752706000.0
2033.0,79827030000.0,79469265000.0,81126020000.0,83605350000.0,81299235000.0,80254500000.0,80182880000.0,81111106000.0,80567190000.0,79847650000.0,80177670000.0
2034.0,79612660000.0,78852980000.0,80431620000.0,81368500000.0,80479610000.0,79650546000.0,79778070000.0,81147300000.0,80210420000.0,79191640000.0,79546050000.0
2035.0,79002430000.0,78543870000.0,79797730000.0,80602640000.0,80071700000.0,79030410000.0,79569150000.0,81255236000.0,79532450000.0,78656800000.0,79248710000.0
2036.0,78298790000.0,77795380000.0,79298350000.0,80166020000.0,79575870000.0,78686740000.0,78966520000.0,80142115000.0,79186210000.0,78360140000.0,78834770000.0
2037.0,77675420000.0,77517720000.0,78865030000.0,79621330000.0,78921120000.0,77969600000.0,78567150000.0,79602810000.0,78260950000.0,78095060000.0,78393700000.0
2038.0,76749775000.0,77448900000.0,78143010000.0,79199500000.0,78309660000.0,77342750000.0,78910080000.0,79049785000.0,77519500000.0,77303240000.0,77826860000.0
2039.0,76073040000.0,76743434000.0,77649306000.0,78794730000.0,77841180000.0,77015245000.0,78320700000.0,78775970000.0,76692636000.0,76787120000.0,77498065000.0
2040.0,75382560000.0,76263910000.0,77161060000.0,78388750000.0,77230170000.0,76851510000.0,77689630000.0,78183930000.0,76204630000.0,76186590000.0,76772270000.0
2041.0,74635760000.0,75787210000.0,76535160000.0,77837400000.0,76810460000.0,75747025000.0,77327080000.0,77889240000.0,75351780000.0,75675100000.0,76180726000.0
2042.0,74141510000.0,75551030000.0,76126350000.0,77319740000.0,76031940000.0,74799210000.0,76876956000.0,77645500000.0,74719240000.0,75756240000.0,75704930000.0
2043.0,73344780000.0,74697800000.0,76853610000.0,76681160000.0,75427630000.0,74315970000.0,76894730000.0,77387680000.0,73701250000.0,74799220000.0,74878984000.0
2044.0,72694040000.0,74874320000.0,75659260000.0,76342760000.0,74959880000.0,73450500000.0,78310660000.0,76501700000.0,72969150000.0,74206480000.0,74398810000.0
2045.0,71939330000.0,74228550000.0,74816954000.0,75694630000.0,74246890000.0,72456040000.0,76356400000.0,76022555000.0,72047800000.0,73594855000.0,74391720000.0
2046.0,71190790000.0,74306855000.0,74302290000.0,75010880000.0,73453380000.0,71695340000.0,76250520000.0,75887575000.0,71316290000.0,73037870000.0,73379320000.0
2047.0,70322500000.0,73601520000.0,73601940000.0,74635890000.0,72940090000.0,70867520000.0,75784000000.0,75566070000.0,71119870000.0,72506860000.0,73268494000.0
2048.0,69642810000.0,72737910000.0,73176610000.0,74241640000.0,72510490000.0,70785500000.0,75156480000.0,76216930000.0,70224580000.0,72079780000.0,72369610000.0
2049.0,69029490000.0,72380670000.0,72636285000.0,73886030000.0,71943340000.0,69726224000.0,74644230000.0,74534520000.0,69380260000.0,71509385000.0,71843150000.0
2050.0,68658010000.0,72014970000.0,72078926000.0,73490550000.0,71285870000.0,68896720000.0,74351920000.0,73871420000.0,68357136000.0,72422490000.0,71144880000.0
2051.0,67664090000.0,71654620000.0,71463900000.0,73243340000.0,70680920000.0,68464316000.0,74270100000.0,73558660000.0,67661406000.0,71453650000.0,70320440000.0
2052.0,66909100000.0,71047200000.0,70633144000.0,72614040000.0,69754675000.0,67566977000.0,73716330000.0,72952545000.0,66790896000.0,70474600000.0,69684420000.0
2053.0,66321523000.0,71815905000.0,70080730000.0,72219770000.0,68984440000.0,66998845000.0,73746870000.0,72840585000.0,65907420000.0,69564330000.0,68714365000.0
2054.0,65671690000.0,71230150000.0,69727630000.0,71573770000.0,68240050000.0,66336223000.0,73025740000.0,72099140000.0,65084840000.0,68735820000.0,68057140000.0
2055.0,65160960000.0,70345050000.0,68646350000.0,71319720000.0,67238355000.0,65581437000.0,72480700000.0,73021645000.0,64482100000.0,68519248000.0,68852310000.0
2056.0,64414355000.0,69554140000.0,67829320000.0,70747775000.0,66613567000.0,64749660000.0,72041636000.0,71699030000.0,63771107000.0,68035617000.0,67222670000.0
2057.0,63752160000.0,68745670000.0,67048657000.0,70267490000.0,66218525000.0,64097670000.0,71732750000.0,71088900000.0,62978590000.0,67302375000.0,66578780000.0
2058.0,63084134000.0,68468322000.0,66305070000.0,69595450000.0,65258942000.0,63516697000.0,72804745000.0,70610860000.0,62135976000.0,67365454000.0,66700505000.0
2059.0,62378615000.0,67907990000.0,65559564000.0,69215030000.0,64401834000.0,63004615000.0,73235380000.0,70601910000.0,61423923000.0,66466935000.0,65606320000.0
2060.0,61788398000.0,68440867000.0,64709034000.0,68848390000.0,63430750000.0,62166835000.0,71160660000.0,70268690000.0,60988977000.0,65680683000.0,65236845000.0
2061.0,60994620000.0,67447775000.0,64016310000.0,68425710000.0,62748377000.0,61272564000.0,70979310000.0,69351236000.0,60266746000.0,65145364000.0,64744358000.0
2062.0,60416385000.0,66792632000.0,63516810000.0,67992515000.0,62102204000.0,60758696000.0,70221455000.0,68842690000.0,59506400000.0,64532275000.0,64056295000.0
2063.0,59870340000.0,66476175000.0,63221650000.0,67650700000.0,61166560000.0,60110190000.0,69631830000.0,68430740000.0,58858713000.0,64435290000.0,63271320000.0
2064.0,59361825000.0,66502080000.0,62554382000.0,67129655000.0,60342727000.0,59313795000.0,69122360000.0,68232070000.0,58409746000.0,63407804000.0,62575170000.0
2065.0,58713076000.0,65796674000.0,61551730000.0,66698330000.0,59831165000.0,58718425000.0,68727350000.0,67828720000.0,57655046000.0,62795230000.0,62228740000.0
2066.0,58046255000.0,65319610000.0,60890730000.0,66560850000.0,59203977000.0,58138178000.0,68343427000.0,67059960000.0,56966795000.0,62276997000.0,61471494000.0
2067.0,57565745000.0,64507810000.0,59980906000.0,66334670000.0,58485473000.0,57395016000.0,67963550000.0,66512777000.0,56309055000.0,61768802000.0,60997087000.0
2068.0,56987513000.0,63969018000.0,58710790000.0,65677275000.0,58279924000.0,57125270000.0,67567750000.0,66572263000.0,55800443000.0,61328216000.0,61796663000.0
2069.0,56424874000.0,63543788000.0,58071052000.0,65148060000.0,57438780000.0,56255926000.0,67197780000.0,65935580000.0,55532052000.0,60860660000.0,60473156000.0
2070.0,55852634000.0,63323870000.0,57312563000.0,64652337000.0,56872956000.0,55787487000.0,66741950000.0,65406157000.0,54753374000.0,60158677000.0,59554070000.0
2071.0,55182870000.0,62769488000.0,56379224000.0,64511533000.0,56347546000.0,55076418000.0,66215870000.0,65257914000.0,54313226000.0,59471740000.0,58971140000.0
2072.0,54518420000.0,62553604000.0,55916823000.0,65002824000.0,55650750000.0,54644142000.0,65863780000.0,65336672000.0,54087397000.0,59620803000.0,58485020000.0
2073.0,54143610000.0,62746264000.0,55117505000.0,63969124000.0,54994410000.0,54121116000.0,65378510000.0,64209500000.0,53493410000.0,58741375000.0,58102473000.0
2074.0,53725684000.0,63248670000.0,54369680000.0,63414370000.0,54300303000.0,53450000000.0,64966152000.0,63842447000.0,52947345000.0,58359330000.0,58719736000.0
2075.0,53265530000.0,62243586000.0,54033195000.0,62990360000.0,53696946000.0,52889250000.0,64519430000.0,63435383000.0,52371410000.0,57873314000.0,57163633000.0
2076.0,52675125000.0,61666664000.0,53450420000.0,62614990000.0,53093495000.0,52402760000.0,63875660000.0,62740627000.0,52205670000.0,57455740000.0,57205977000.0
2077.0,52098466000.0,61068930000.0,52711055000.0,62390546000.0,52556000000.0,51852450000.0,63465267000.0,62296210000.0,52167463000.0,59222045000.0,56198440000.0
2078.0,51525110000.0,60559286000.0,52174820000.0,61913600000.0,52015743000.0,51271930000.0,62977420000.0,61816963000.0,50956132000.0,57072190000.0,55684570000.0
2079.0,50868860000.0,60063440000.0,51747150000.0,62059266000.0,51462263000.0,51637567000.0,62636175000.0,61439308000.0,50452270000.0,56366620000.0,55202546000.0
2080.0,50420530000.0,60591360000.0,51262000000.0,61415350000.0,50764660000.0,50451546000.0,62139900000.0,61035168000.0,49903858000.0,55985037000.0,54629794000.0
2081.0,49937502000.0,60165214000.0,51010953000.0,61470114000.0,50396262000.0,49838465000.0,61773520000.0,60670583000.0,49198817000.0,55506117000.0,54059893000.0
2082.0,49374040000.0,60472177000.0,50127090000.0,60756340000.0,49741623000.0,50904527000.0,61351105000.0,60277174000.0,48642420000.0,54849995000.0,53521658000.0
2083.0,48947995000.0,60171723000.0,49255640000.0,60580565000.0,49307480000.0,49135160000.0,60857418000.0,60075155000.0,48025297000.0,54473370000.0,53094040000.0
2084.0,48458520000.0,59399406000.0,48692945000.0,60073964000.0,49166520000.0,48545985000.0,60469810000.0,59540427000.0,47555720000.0,54055776000.0,52592560000.0
2085.0,47822400000.0,59626246000.0,48313340000.0,60010910000.0,48690037000.0,48071733000.0,60076050000.0,58986033000.0,46838645000.0,54647116000.0,52260913000.0
2086.0,47267310000.0,58535313000.0,47627624000.0,59375423000.0,48119470000.0,47568482000.0,59524720000.0,60023718000.0,46332110000.0,53638513000.0,51914230000.0
2087.0,46927966000.0,58176660000.0,46984610000.0,59164594000.0,47669610000.0,47010500000.0,59073462000.0,59313242000.0,46280970000.0,53186703000.0,51918275000.0
2088.0,46492852000.0,57825665000.0,46403404000.0,58740770000.0,47264410000.0,46493757000.0,59096895000.0,58332082000.0,48189280000.0,52848083000.0,51292717000.0
2089.0,45978087000.0,57754740000.0,45620167000.0,58603430000.0,46845890000.0,46172262000.0,58290508000.0,58010670000.0,47137972000.0,52640874000.0,50817315000.0
2090.0,45529846000.0,57166890000.0,44926685000.0,58798395000.0,46469067000.0,45778290000.0,57748967000.0,59592020000.0,44875637000.0,52287110000.0,50315710000.0
2091.0,45784556000.0,56765690000.0,44197000000.0,59188660000.0,46121157000.0,45263990000.0,57215717000.0,57653633000.0,44276478000.0,53097673000.0,49826595000.0
2092.0,44896817000.0,56703046000.0,43689755000.0,57877640000.0,45503144000.0,44852965000.0,56803990000.0,57066510000.0,43766990000.0,51651383000.0,49440616000.0
2093.0,44815147000.0,57101130000.0,43311514000.0,59122440000.0,45084054000.0,44394775000.0,56381014000.0,56747790000.0,44296340000.0,51700170000.0,48908947000.0
2094.0,44142400000.0,57272210000.0,42613686000.0,57503965000.0,44624978000.0,43964735000.0,55779004000.0,56193384000.0,43339020000.0,51147660000.0,48525200000.0
2095.0,43768623000.0,55891743000.0,42318030000.0,57414054000.0,44392720000.0,43765040000.0,55206250000.0,56015962000.0,42569130000.0,50845580000.0,48233894000.0
