time,GISS-E2-R,CSIRO-MK3-6-0,CESM1-CAM5,GFDL-ESM2G,CANESM2,IPSL-CM5A-LR,MPI-ESM-LR,CNRM-CM5,NORESM1-M,GFDL-CM3,CCSM4
2000.0,87720215000.0,87720215000.0,87720215000.0,87720215000.0,87720215000.0,87720215000.0,87720215000.0,87720215000.0,87720215000.0,87720215000.0,87720215000.0
2001.0,88084726000.0,88084726000.0,88084726000.0,88084726000.0,88084726000.0,88084726000.0,88084726000.0,88084726000.0,88084726000.0,88084726000.0,88084726000.0
2002.0,87772640000.0,87772640000.0,87772640000.0,87772640000.0,87772640000.0,87772640000.0,87772640000.0,87772640000.0,87772640000.0,87772640000.0,87772640000.0
2003.0,87558816000.0,87558816000.0,87558816000.0,87558816000.0,87558816000.0,87558816000.0,87558816000.0,87558816000.0,87558816000.0,87558816000.0,87558816000.0
2004.0,87372366000.0,87372366000.0,87372366000.0,87372366000.0,87372366000.0,87372366000.0,87372366000.0,87372366000.0,87372366000.0,87372366000.0,87372366000.0
2005.0,87214590000.0,87214590000.0,87214590000.0,87214590000.0,87214590000.0,87214590000.0,87214590000.0,87214590000.0,87214590000.0,87214590000.0,87214590000.0
2006.0,87091950000.0,87091950000.0,87091950000.0,87091950000.0,87091950000.0,87091950000.0,87091950000.0,87091950000.0,87091950000.0,87091950000.0,87091950000.0
2007.0,87041974000.0,87041974000.0,87041974000.0,87041974000.0,87041974000.0,87041974000.0,87041974000.0,87041974000.0,87041974000.0,87041974000.0,87041974000.0
2008.0,86983156000.0,86983156000.0,86983156000.0,86983156000.0,86983156000.0,86983156000.0,86983156000.0,86983156000.0,86983156000.0,86983156000.0,86983156000.0
2009.0,87343600000.0,87343600000.0,87343600000.0,87343600000.0,87343600000.0,87343600000.0,87343600000.0,87343600000.0,87343600000.0,87343600000.0,87343600000.0
2010.0,86918750000.0,86918750000.0,86918750000.0,86918750000.0,86918750000.0,86918750000.0,86918750000.0,86918750000.0,86918750000.0,86918750000.0,86918750000.0
2011.0,86789276000.0,86789276000.0,86789276000.0,86789276000.0,86789276000.0,86789276000.0,86789276000.0,86789276000.0,86789276000.0,86789276000.0,86789276000.0
2012.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0
2013.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0
2014.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0
2015.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0
2016.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0
2017.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0
2018.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0
2019.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0
2020.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0
2021.0,84970840000.0,84850860000.0,84852660000.0,86720150000.0,84816440000.0,84717674000.0,84889250000.0,84874900000.0,84684595000.0,84825030000.0,84826200000.0
2022.0,84567880000.0,84772364000.0,84626430000.0,85347020000.0,84527096000.0,84676755000.0,84582140000.0,84409140000.0,84576985000.0,84447160000.0,84962600000.0
2023.0,84357325000.0,84227220000.0,84238700000.0,85411980000.0,84206486000.0,84165700000.0,84217586000.0,84195844000.0,84229870000.0,84114350000.0,84572460000.0
2024.0,84316600000.0,83874420000.0,84008770000.0,85148090000.0,83722535000.0,83753760000.0,83865650000.0,83891570000.0,83869510000.0,83920350000.0,84266840000.0
2025.0,83823880000.0,83507225000.0,83686875000.0,84866180000.0,83705970000.0,83193750000.0,83442336000.0,83727280000.0,83577725000.0,83306004000.0,83840480000.0
2026.0,83609170000.0,83207050000.0,83249570000.0,84391690000.0,83294010000.0,82775420000.0,83164496000.0,83621190000.0,83069200000.0,82877160000.0,83542250000.0
2027.0,83502450000.0,82847550000.0,82917730000.0,84040920000.0,82798830000.0,82299580000.0,82623996000.0,82745650000.0,82622915000.0,82440470000.0,83259630000.0
2028.0,83277010000.0,82232680000.0,82425405000.0,84019480000.0,82469890000.0,81645050000.0,82108790000.0,82289140000.0,82232400000.0,81722400000.0,82943820000.0
2029.0,82823940000.0,81826546000.0,81911500000.0,83534880000.0,81946400000.0,81252794000.0,81268780000.0,81902800000.0,81542636000.0,81968060000.0,82545060000.0
2030.0,82717114000.0,81627010000.0,81400140000.0,82936810000.0,81237890000.0,80776280000.0,80843050000.0,81659520000.0,80949805000.0,81320230000.0,82068324000.0
2031.0,82551276000.0,81342460000.0,81045470000.0,82546970000.0,80729340000.0,80204870000.0,80061520000.0,81050350000.0,80204630000.0,80536035000.0,81411120000.0
2032.0,81733760000.0,80808714000.0,80780950000.0,82239070000.0,80256840000.0,79766950000.0,79323100000.0,81156950000.0,79539990000.0,80198530000.0,81146970000.0
2033.0,81418690000.0,80073210000.0,79904680000.0,82361920000.0,79761660000.0,79076246000.0,78700675000.0,80335370000.0,78809910000.0,79421620000.0,80739610000.0
2034.0,81743760000.0,79409580000.0,79033210000.0,82138730000.0,79154840000.0,78437070000.0,78132945000.0,79867445000.0,78183020000.0,79074320000.0,80192676000.0
2035.0,82738680000.0,78931894000.0,78555580000.0,82304205000.0,78678350000.0,77926950000.0,77781420000.0,79313470000.0,77273320000.0,78500635000.0,80124820000.0
2036.0,81633120000.0,79803820000.0,77971130000.0,81642560000.0,77775140000.0,77920830000.0,76883070000.0,78812520000.0,76720120000.0,77958950000.0,79493540000.0
2037.0,80821264000.0,78377026000.0,77486260000.0,81089946000.0,77138936000.0,76997950000.0,76289620000.0,78198990000.0,76006690000.0,76974785000.0,78872210000.0
2038.0,80316300000.0,77826840000.0,76839800000.0,80680210000.0,77038174000.0,76203300000.0,75548870000.0,77738270000.0,75333550000.0,76423280000.0,78039730000.0
2039.0,79821990000.0,77170910000.0,76054460000.0,80125650000.0,76082900000.0,75433710000.0,74671194000.0,77256925000.0,76096710000.0,75897960000.0,77630890000.0
2040.0,79468270000.0,77045180000.0,75007476000.0,79852945000.0,75707860000.0,74658930000.0,73754034000.0,77351350000.0,74549215000.0,75814860000.0,77561010000.0
2041.0,79164090000.0,76610130000.0,74825910000.0,79270090000.0,75205755000.0,74099230000.0,72926855000.0,76581380000.0,73716570000.0,74806280000.0,76970020000.0
2042.0,78889810000.0,75747670000.0,73731830000.0,79156210000.0,74305790000.0,73450050000.0,72310550000.0,76272760000.0,73058070000.0,73918720000.0,76960740000.0
2043.0,78714370000.0,75339330000.0,72673804000.0,78653915000.0,73686010000.0,72779890000.0,71690680000.0,75771620000.0,72621920000.0,73487160000.0,76711970000.0
2044.0,78378470000.0,74710925000.0,71850975000.0,78393300000.0,72807210000.0,72346390000.0,70885245000.0,75977286000.0,71808810000.0,72806500000.0,77350806000.0
2045.0,77851530000.0,74206640000.0,71187080000.0,77760274000.0,72096060000.0,71616420000.0,69677100000.0,79081824000.0,71100180000.0,72332150000.0,75705710000.0
2046.0,77336650000.0,73763774000.0,70686850000.0,77245670000.0,71718810000.0,71330000000.0,69219750000.0,76033050000.0,70371170000.0,71593950000.0,74991755000.0
2047.0,77958540000.0,73533170000.0,70122240000.0,76526960000.0,71079846000.0,70691320000.0,68592144000.0,74553246000.0,69677375000.0,70969800000.0,74388130000.0
2048.0,76934920000.0,74266790000.0,69409096000.0,77256370000.0,70507690000.0,70750180000.0,67916947000.0,77449290000.0,68895680000.0,70336270000.0,73824270000.0
2049.0,78044185000.0,73371100000.0,68568125000.0,76083370000.0,69879600000.0,69707490000.0,67621560000.0,76317590000.0,68370810000.0,69638380000.0,73372795000.0
2050.0,76978086000.0,72468060000.0,68351650000.0,75689840000.0,69130840000.0,71155710000.0,66847273000.0,74582900000.0,68687490000.0,69124080000.0,72826700000.0
2051.0,76282670000.0,71865050000.0,68079137000.0,77478080000.0,68399784000.0,69054685000.0,68446750000.0,74297110000.0,71317996000.0,68369863000.0,72321065000.0
2052.0,77345310000.0,71341510000.0,67017440000.0,75268880000.0,67912237000.0,68535610000.0,66654030000.0,74243720000.0,68914430000.0,67675090000.0,71977960000.0
2053.0,76608864000.0,70980200000.0,66118644000.0,76399940000.0,67503840000.0,68036580000.0,65796460000.0,73320680000.0,67038302000.0,66908900000.0,71717180000.0
2054.0,76259270000.0,70537130000.0,65505960000.0,75409090000.0,67085545000.0,67579273000.0,65067545000.0,72942535000.0,66380710000.0,66139464000.0,70943450000.0
2055.0,75761120000.0,70120850000.0,66380554000.0,75067950000.0,66487497000.0,67451822000.0,64347177000.0,72325380000.0,66299445000.0,65852625000.0,70328920000.0
2056.0,79052130000.0,69613340000.0,64722694000.0,74442020000.0,66040470000.0,66969436000.0,63836725000.0,72120490000.0,65844027000.0,65143530000.0,70220930000.0
2057.0,77037270000.0,68969900000.0,63918320000.0,73881160000.0,65787430000.0,66543070000.0,63364026000.0,71665525000.0,65107270000.0,64234150000.0,69642220000.0
2058.0,75393930000.0,68635770000.0,63353676000.0,73513640000.0,65198526000.0,65949410000.0,62972506000.0,71048675000.0,64387133000.0,63511003000.0,69350750000.0
2059.0,74626280000.0,68003443000.0,63031350000.0,73066310000.0,64482610000.0,66176238000.0,62824067000.0,70668670000.0,63795544000.0,62921760000.0,68855276000.0
2060.0,74351840000.0,67881755000.0,62259230000.0,72694555000.0,63881404000.0,66880700000.0,62244745000.0,70216090000.0,64504640000.0,62265670000.0,68410384000.0
2061.0,74168720000.0,67306455000.0,61669937000.0,74698630000.0,63314833000.0,65380573000.0,61526348000.0,69621740000.0,62999896000.0,61519495000.0,68174094000.0
2062.0,74283800000.0,66729390000.0,60863533000.0,72456020000.0,63150895000.0,65078264000.0,60918290000.0,69385250000.0,62798620000.0,60997886000.0,67489833000.0
2063.0,73746670000.0,66356613000.0,60492534000.0,72391640000.0,62595486000.0,64265330000.0,60173935000.0,68954290000.0,62115975000.0,60222165000.0,66926920000.0
2064.0,73367240000.0,65812742000.0,60463600000.0,72651160000.0,63469056000.0,64437130000.0,59492606000.0,68331037000.0,64737518000.0,59531846000.0,66496650000.0
2065.0,74296960000.0,65384070000.0,59442848000.0,71839990000.0,61874893000.0,63398347000.0,59033730000.0,68153780000.0,63599820000.0,61619610000.0,66620666000.0
2066.0,73266290000.0,64959860000.0,58856894000.0,71556900000.0,61318377000.0,62775316000.0,58681238000.0,67815023000.0,61407890000.0,61527990000.0,65462567000.0
2067.0,73596805000.0,64679784000.0,58442854000.0,71287650000.0,60615120000.0,62292083000.0,58228700000.0,67391530000.0,69160430000.0,58712895000.0,65268924000.0
2068.0,72774450000.0,64576660000.0,57798226000.0,70849090000.0,60010648000.0,62020243000.0,57438667000.0,66757800000.0,63160820000.0,57664274000.0,64673305000.0
2069.0,72754230000.0,63615074000.0,57141944000.0,74025060000.0,59936408000.0,62430618000.0,56839450000.0,66404782000.0,61052195000.0,57122996000.0,64311000000.0
2070.0,73801430000.0,63063450000.0,56635208000.0,70325740000.0,59866964000.0,61065120000.0,57260040000.0,67635737000.0,59756170000.0,56465777000.0,64202870000.0
2071.0,72652840000.0,62903484000.0,56097706000.0,70071920000.0,59001710000.0,61275763000.0,57011868000.0,65677648000.0,59116036000.0,56484078000.0,63848970000.0
2072.0,72050840000.0,62576370000.0,55503880000.0,71144300000.0,58815130000.0,61968613000.0,55946080000.0,65366460000.0,58520270000.0,55589450000.0,63332073000.0
2073.0,73143070000.0,65451086000.0,55898180000.0,69417800000.0,58192597000.0,60166345000.0,55298953000.0,64850346000.0,57981900000.0,55097106000.0,62869810000.0
2074.0,72381510000.0,62651150000.0,54535160000.0,69211365000.0,57972417000.0,59848135000.0,54782734000.0,64383656000.0,57571164000.0,54691540000.0,62969730000.0
2075.0,71782310000.0,61374947000.0,53979378000.0,70731600000.0,59829346000.0,60252127000.0,54374064000.0,64119763000.0,57233977000.0,54189216000.0,62056694000.0
2076.0,71461495000.0,60926276000.0,53370600000.0,68860630000.0,59294142000.0,59837690000.0,53950255000.0,64173110000.0,58560975000.0,53798440000.0,61595963000.0
2077.0,71631300000.0,60899160000.0,53248570000.0,68617530000.0,58039534000.0,58763813000.0,53769204000.0,63289360000.0,56568955000.0,53785130000.0,61430940000.0
2078.0,70838650000.0,60236850000.0,52557900000.0,68105322000.0,57521340000.0,60118940000.0,53389332000.0,62721524000.0,56078170000.0,53118812000.0,61019865000.0
2079.0,70977710000.0,59832380000.0,51938980000.0,67744950000.0,58602385000.0,58721330000.0,53162336000.0,62287266000.0,55728894000.0,52488760000.0,60403740000.0
2080.0,71914220000.0,59603825000.0,51756696000.0,67628830000.0,56595104000.0,58249240000.0,52507740000.0,62908363000.0,55343050000.0,52061168000.0,61877190000.0
2081.0,70933680000.0,59297540000.0,52146910000.0,68672864000.0,58037965000.0,59000955000.0,52165610000.0,64830853000.0,56050250000.0,51591850000.0,60347572000.0
2082.0,70791310000.0,58751920000.0,51189070000.0,72945120000.0,56684216000.0,59403010000.0,51901293000.0,62721438000.0,55263736000.0,51140596000.0,60944105000.0
2083.0,70135580000.0,58330767000.0,50617872000.0,67701887000.0,55690314000.0,57492988000.0,52530430000.0,63113458000.0,54532346000.0,51028296000.0,59592300000.0
2084.0,70994256000.0,57951840000.0,50136007000.0,67698120000.0,56335794000.0,56741405000.0,51760546000.0,64039700000.0,54056690000.0,51360650000.0,59106165000.0
2085.0,69998130000.0,58410988000.0,49685210000.0,69919280000.0,55373940000.0,56271090000.0,51070796000.0,62550420000.0,54042540000.0,51268096000.0,59282570000.0
2086.0,70484300000.0,57842120000.0,49427833000.0,67558765000.0,54906302000.0,55840690000.0,51385000000.0,61293285000.0,53432510000.0,50071798000.0,58698777000.0
2087.0,69778600000.0,56944955000.0,48880677000.0,66807760000.0,54970480000.0,55517966000.0,50386383000.0,61005410000.0,52811272000.0,49726628000.0,58397580000.0
2088.0,69885990000.0,56387625000.0,48441500000.0,67053724000.0,55377826000.0,55308650000.0,50348490000.0,60507510000.0,52757713000.0,49352390000.0,58036270000.0
2089.0,69335800000.0,55970484000.0,49378320000.0,68261822000.0,54163720000.0,54805467000.0,50102030000.0,59813655000.0,52076740000.0,48860676000.0,59138820000.0
2090.0,69975770000.0,56242344000.0,47783506000.0,66493750000.0,53791190000.0,54620810000.0,50180920000.0,59821370000.0,52207268000.0,48457056000.0,59892280000.0
2091.0,69103950000.0,55511196000.0,47355870000.0,65939660000.0,53460970000.0,54157316000.0,49756283000.0,59232350000.0,52691567000.0,48065565000.0,59129060000.0
2092.0,68957150000.0,55149634000.0,46847857000.0,65503826000.0,53477028000.0,53860532000.0,50191622000.0,61370130000.0,51541860000.0,47710368000.0,58196136000.0
2093.0,70413600000.0,54680568000.0,46635626000.0,65378240000.0,53245247000.0,53384253000.0,48929400000.0,64324640000.0,51069587000.0,47376040000.0,57644290000.0
2094.0,69122500000.0,54241400000.0,46236870000.0,66816500000.0,52854972000.0,52962374000.0,48734314000.0,59074703000.0,50743360000.0,46891737000.0,57209710000.0
2095.0,68774700000.0,54350210000.0,45864260000.0,68349340000.0,52598060000.0,52584415000.0,48454345000.0,58512232000.0,50278470000.0,46661370000.0,56795206000.0
