time,CNRM-CM5,IPSL-CM5A-LR,CSIRO-MK3-6-0,GFDL-CM3,NORESM1-M,MPI-ESM-LR,CANESM2,GISS-E2-R,GFDL-ESM2G,CESM1-CAM5,CCSM4
2036.0,11704949000.0,11375629000.0,11501814000.0,9502473000.0,11507381000.0,11589255000.0,11674850000.0,11520933000.0,12056940000.0,11591496000.0,11611597000.0
2037.0,11550987000.0,11169894000.0,11336383000.0,9191622000.0,11418604000.0,11463129000.0,11519968000.0,11541838000.0,11850639000.0,11438322000.0,11433389000.0
2038.0,11333300000.0,11110947000.0,11152838000.0,8842953000.0,11195875000.0,11355108000.0,11324702000.0,11279602000.0,11772917000.0,11216532000.0,11320627000.0
2039.0,11152831000.0,11127903000.0,11026178000.0,8537728500.0,11034198000.0,11132861000.0,11163598000.0,11280973000.0,11543434000.0,11045533000.0,11149612000.0
2040.0,10896922000.0,11158901000.0,10767404000.0,8218555400.0,10881691000.0,10928903000.0,11328367000.0,11071569000.0,11666825000.0,10887103000.0,10993564000.0
2041.0,10673357000.0,10894088000.0,10602415000.0,7948805000.0,10664706000.0,10782056000.0,11060274000.0,10982117000.0,11291667000.0,10850770000.0,10939934000.0
2042.0,10488816000.0,10938875000.0,10822186000.0,7692007400.0,10458434000.0,10661460000.0,10766597000.0,10858011000.0,11416665000.0,10621469000.0,10770567000.0
2043.0,10253530000.0,10694608000.0,10444286000.0,7400307000.0,10269460000.0,10550484000.0,10567001000.0,10684648000.0,11059828000.0,10349097000.0,10641103000.0
2044.0,10041425000.0,10526936000.0,10262411000.0,7104708600.0,10100453000.0,10558313000.0,10394801000.0,10566823000.0,10891099000.0,10197482000.0,10484852000.0
2045.0,9832473000.0,10394874000.0,10086475000.0,6896374300.0,10048291000.0,10296248000.0,10316618000.0,10466747000.0,10856003000.0,9998972000.0,10319589000.0
2046.0,9653143000.0,10610095000.0,9914574000.0,6641827000.0,9917365000.0,10149615000.0,10129158000.0,10353532000.0,10797631000.0,9955624000.0,10186909000.0
2047.0,9404538000.0,10317286000.0,10016592000.0,6397673000.0,9743468000.0,9977945000.0,9945248000.0,10223097000.0,10750833000.0,9683086000.0,10042196000.0
2048.0,9304513000.0,10174476000.0,9713795000.0,6144540700.0,9613435000.0,9825855000.0,9806056000.0,10104985000.0,10700791000.0,9694251000.0,9928087000.0
2049.0,9113383000.0,10027638000.0,9483778000.0,5925611500.0,9631207000.0,9663305000.0,9675001000.0,9984902000.0,10630401000.0,9507969000.0,9808463000.0
2050.0,9075875000.0,9898834000.0,9340571000.0,5672905000.0,9406959000.0,9585888000.0,9571468000.0,9847261000.0,10671816000.0,9327037000.0,9691941000.0
2051.0,8784498000.0,9851158000.0,9142687000.0,5484905000.0,9873058000.0,9737602000.0,9544460000.0,9760478000.0,10451460000.0,9256381000.0,9634305000.0
2052.0,8639550000.0,9669215000.0,9122275000.0,5329080000.0,9486583000.0,9412644000.0,9310413000.0,9723189000.0,10313631000.0,9114672000.0,9539203000.0
2053.0,8536482300.0,9523108000.0,9506339000.0,5202647000.0,9313385000.0,9331765000.0,9161551000.0,9655472000.0,10225105000.0,9396371000.0,9789915000.0
2054.0,8347123000.0,9453118000.0,9087183000.0,5044422000.0,9334821000.0,9496093000.0,9043341000.0,9529844000.0,10123431000.0,8922009000.0,9390821000.0
2055.0,8198100500.0,9263807000.0,8907647000.0,4867378000.0,9170357000.0,9329250000.0,8993006000.0,9452773000.0,10211430000.0,8798164000.0,9397771000.0
2056.0,8181280000.0,9183449000.0,8966019000.0,4720524000.0,9127784000.0,9436083000.0,8800266000.0,9381579000.0,10064029000.0,8675562000.0,9168591000.0
2057.0,7959524000.0,9520430000.0,8707933000.0,4600993000.0,9162115000.0,9095633000.0,8745075000.0,9279000000.0,9965590000.0,9144212000.0,9229191000.0
2058.0,7814917600.0,9067130000.0,8559352300.0,4464854000.0,8971908000.0,8957784000.0,8858618000.0,9253641000.0,9846374000.0,8487710000.0,9247819000.0
2059.0,7822451000.0,8965882000.0,8560810500.0,4342761000.0,8881154000.0,8976915000.0,8535022000.0,9143064000.0,9828828000.0,8335365600.0,9008635000.0
2060.0,7789888500.0,8880460000.0,8510089000.0,4236249600.0,8788864000.0,8860504000.0,8393023500.0,9078787000.0,9760008000.0,8365148000.0,9315855000.0
2061.0,7599580000.0,9015145000.0,8338652000.0,4124236500.0,8704137000.0,8773543000.0,8261378600.0,9090333000.0,9768510000.0,8124566500.0,9095847000.0
2062.0,7533929000.0,8722941000.0,8237539000.0,4037781200.0,8600742000.0,8797796000.0,8138557400.0,9013424000.0,9633648000.0,8051396000.0,9007820000.0
2063.0,7506403300.0,8631105000.0,8310133000.0,3963860500.0,8533854000.0,8707126000.0,8016488400.0,8984115000.0,9615055000.0,8108057000.0,8975798000.0
2064.0,7326737000.0,8530479600.0,9161571000.0,3917400300.0,8478712000.0,8850725000.0,7909587000.0,9451703000.0,9870120000.0,7839382500.0,8804867000.0
2065.0,7455366700.0,8459425000.0,8858947000.0,3823351800.0,8411682300.0,8583024600.0,7794592000.0,8937483000.0,9548090000.0,7728381000.0,8734448000.0
2066.0,7824968700.0,8416184000.0,8379347500.0,3746020400.0,8360003000.0,8512257500.0,7692578300.0,8928304000.0,9620846000.0,7688915500.0,8672511000.0
2067.0,7278926300.0,8282040000.0,8219721700.0,3681803800.0,8292843500.0,8732943000.0,7572148000.0,8821270000.0,10018828000.0,8172517000.0,9123890000.0
2068.0,7184558600.0,8202055700.0,8089838000.0,3640621800.0,8200628700.0,8557911600.0,7599628000.0,8748031000.0,9571865000.0,7598988300.0,8602609000.0
2069.0,7087494000.0,8153953000.0,7977863000.0,3578658600.0,8256535000.0,8523672600.0,7397538300.0,8749411000.0,9446366000.0,7458788000.0,8879767000.0
2070.0,6979748400.0,8132212700.0,8238349000.0,3523414300.0,8078509600.0,8375771600.0,7272133000.0,8662946000.0,9747962000.0,7355706000.0,9038146000.0
2071.0,6919744500.0,8021470700.0,7894318000.0,3471953700.0,8001471000.0,8330566700.0,7224588000.0,8770180000.0,9775034000.0,7269688000.0,8638868000.0
2072.0,6951921000.0,7890727000.0,7830057500.0,3421405200.0,8091013600.0,8384189400.0,7102333000.0,8878536000.0,9463622000.0,7187681300.0,8720948000.0
2073.0,6883031000.0,7823670300.0,7759530000.0,3462255900.0,8519193000.0,8246572500.0,7019183600.0,8712014000.0,9417993000.0,7062954000.0,8685199000.0
2074.0,6755864600.0,7711044000.0,7747362000.0,3394857500.0,8236764700.0,8534902000.0,6942527000.0,8590995000.0,9328037000.0,6978615000.0,8454086000.0
2075.0,7054150000.0,8077965000.0,7626467300.0,3323319300.0,7993825300.0,8281695000.0,7146449000.0,8549136000.0,9950552000.0,6943825000.0,8555212300.0
2076.0,6729992700.0,7703233500.0,7569708500.0,3265953300.0,7931806700.0,8442236000.0,6852804000.0,8529208300.0,9716512000.0,7292985300.0,8677975000.0
2077.0,6776547000.0,7579787300.0,7505216500.0,3229516500.0,7877617000.0,8266871000.0,6899441700.0,8432729000.0,9400028000.0,7115360000.0,8813227000.0
2078.0,6640869400.0,7447907000.0,7449832000.0,3289174300.0,7840377000.0,8394330600.0,6952437000.0,8378533400.0,9331816000.0,6833080000.0,8474235400.0
2079.0,6619192300.0,7403126000.0,7616625000.0,3320111400.0,8052503000.0,8346990000.0,6775467500.0,8523649500.0,9808805000.0,6787772000.0,8479159000.0
2080.0,6513813000.0,7340019000.0,7508046300.0,3196552400.0,7795251700.0,8119384000.0,6722324500.0,8329620500.0,9359051000.0,6679246000.0,8395246000.0
2081.0,6470503000.0,7297367000.0,7584968700.0,3157832400.0,7765397500.0,8453277000.0,6827191000.0,8508713000.0,9311838000.0,6657718000.0,8347751000.0
2082.0,6516810000.0,7915165700.0,7516029000.0,3121861400.0,7736284000.0,8395288600.0,6829714400.0,9428929000.0,9784668000.0,6588246500.0,8340146700.0
2083.0,6410158600.0,7283134000.0,7350522400.0,3096559900.0,7696378400.0,8288436000.0,6710533000.0,8869348000.0,9549185000.0,6553776000.0,8820258000.0
2084.0,6371995600.0,7979409000.0,7270784500.0,3086187500.0,7675892000.0,8084388400.0,7020499000.0,8475245600.0,9436070000.0,6616968700.0,8617810000.0
2085.0,6310650000.0,7649501000.0,7406733000.0,3109578200.0,7640270300.0,8138431000.0,7653610000.0,8537129000.0,9375307000.0,6480859600.0,8456007000.0
2086.0,6335596000.0,7538001400.0,7346990000.0,3067501300.0,7589553700.0,8682792000.0,7264953000.0,8408861700.0,9339803000.0,6430823400.0,8367702500.0
2087.0,6513102000.0,7451319000.0,7178615300.0,3135979000.0,7520687600.0,8148082000.0,6991543300.0,8350699000.0,9213841000.0,6401287000.0,8479239000.0
2088.0,6236483600.0,7286409700.0,7265989000.0,3027382500.0,7502260700.0,8774537000.0,7498727000.0,8805504000.0,9251804000.0,6843261400.0,8340901000.0
2089.0,6347117000.0,7170283000.0,7678352000.0,3194884600.0,7546410000.0,8582662700.0,7319600000.0,9168617000.0,9445187000.0,6403242500.0,8484530700.0
2090.0,6217232400.0,7194734000.0,7151938000.0,3036741000.0,7532627500.0,8117946400.0,7019341300.0,8485588500.0,9488989000.0,6302683600.0,8405764000.0
2091.0,6207941600.0,7029473300.0,7181267000.0,3093005800.0,7667096000.0,8290710500.0,7315834000.0,8487426000.0,9416003000.0,6347543000.0,8568545000.0
2092.0,6144375300.0,7007360000.0,7030541300.0,3020748500.0,7450778600.0,8077794300.0,7819202000.0,8974021000.0,9362514000.0,7135285000.0,8365382700.0
2093.0,6089745000.0,7101885400.0,7700740600.0,2999097300.0,7437424600.0,8434324500.0,7740966000.0,8595144000.0,9400264000.0,6542980600.0,8306577000.0
2094.0,6099186700.0,7217059000.0,7067213000.0,3000614000.0,7443606500.0,8187072500.0,7301061000.0,9010952000.0,9267894000.0,6277615000.0,8314059000.0
2095.0,6240111000.0,7073401000.0,6905544700.0,2980282600.0,7404199000.0,8446352000.0,7431127600.0,9038788000.0,9178502000.0,6857737700.0,8327580700.0
2096.0,6087468000.0,7212960000.0,6845701600.0,2959990300.0,7520220000.0,8282818600.0,7227723300.0,9436418000.0,9761261000.0,6340913700.0,8238277600.0
2097.0,6104197000.0,7006491000.0,6982414000.0,2967305500.0,7374784500.0,8136078000.0,7179449000.0,9441240000.0,9245978000.0,6287946000.0,8244904400.0
2098.0,5999257000.0,7049154000.0,6787467000.0,2940787000.0,7426033000.0,8139997000.0,7151603700.0,8976994000.0,9194736000.0,6433362400.0,8802980000.0
2099.0,5987144000.0,6980215000.0,6710407700.0,2933990700.0,7353679400.0,8142415000.0,7072049000.0,9062026000.0,9375188000.0,6333689000.0,8352108500.0
2100.0,5982955500.0,6986015000.0,6647643600.0,2928798200.0,7376176600.0,8103526400.0,7048294000.0,9078954000.0,9207867000.0,6373429000.0,8309007400.0
