time,CESM2-WACCM,MRI-ESM2-0,KACE-1-0-G,IITM-ESM,MPI-ESM1-2-HR,GFDL-ESM4,CANESM5,MIROC6,TAIESM1,CNRM-CM6-1,IPSL-CM6A-LR,UKESM1-0-LL,CNRM-ESM2-1,EC-EARTH3
2010.0,13834272000000.0,13834272000000.0,13834272000000.0,13834272000000.0,13834272000000.0,13834272000000.0,13834272000000.0,13834272000000.0,13834272000000.0,13834272000000.0,13834272000000.0,13834272000000.0,13834272000000.0,13834272000000.0
2011.0,13827747000000.0,13827747000000.0,13827747000000.0,13827747000000.0,13827747000000.0,13827747000000.0,13827747000000.0,13827747000000.0,13827747000000.0,13827747000000.0,13827747000000.0,13827747000000.0,13827747000000.0,13827747000000.0
2012.0,13823229000000.0,13823229000000.0,13823229000000.0,13823229000000.0,13823229000000.0,13823229000000.0,13823229000000.0,13823229000000.0,13823229000000.0,13823229000000.0,13823229000000.0,13823229000000.0,13823229000000.0,13823229000000.0
2013.0,13800156000000.0,13800156000000.0,13800156000000.0,13800156000000.0,13800156000000.0,13800156000000.0,13800156000000.0,13800156000000.0,13800156000000.0,13800156000000.0,13800156000000.0,13800156000000.0,13800156000000.0,13800156000000.0
2014.0,13769632000000.0,13769632000000.0,13769632000000.0,13769632000000.0,13769632000000.0,13769632000000.0,13769632000000.0,13769632000000.0,13769632000000.0,13769632000000.0,13769632000000.0,13769632000000.0,13769632000000.0,13769632000000.0
2015.0,13776558000000.0,13776558000000.0,13776558000000.0,13776558000000.0,13776558000000.0,13776558000000.0,13776558000000.0,13776558000000.0,13776558000000.0,13776558000000.0,13776558000000.0,13776558000000.0,13776558000000.0,13776558000000.0
2016.0,13763005000000.0,13763005000000.0,13763005000000.0,13763005000000.0,13763005000000.0,13763005000000.0,13763005000000.0,13763005000000.0,13763005000000.0,13763005000000.0,13763005000000.0,13763005000000.0,13763005000000.0,13763005000000.0
2017.0,13730462000000.0,13730462000000.0,13730462000000.0,13730462000000.0,13730462000000.0,13730462000000.0,13730462000000.0,13730462000000.0,13730462000000.0,13730462000000.0,13730462000000.0,13730462000000.0,13730462000000.0,13730462000000.0
2018.0,13723015000000.0,13723015000000.0,13723015000000.0,13723015000000.0,13723015000000.0,13723015000000.0,13723015000000.0,13723015000000.0,13723015000000.0,13723015000000.0,13723015000000.0,13723015000000.0,13723015000000.0,13723015000000.0
2019.0,13701915000000.0,13701915000000.0,13701915000000.0,13701915000000.0,13701915000000.0,13701915000000.0,13701915000000.0,13701915000000.0,13701915000000.0,13701915000000.0,13701915000000.0,13701915000000.0,13701915000000.0,13701915000000.0
2020.0,13687473000000.0,13687473000000.0,13687473000000.0,13687473000000.0,13687473000000.0,13687473000000.0,13687473000000.0,13687473000000.0,13687473000000.0,13687473000000.0,13687473000000.0,13687473000000.0,13687473000000.0,13687473000000.0
2021.0,13693671000000.0,13683382000000.0,13636076000000.0,13705053000000.0,13654344000000.0,13612228000000.0,13687840000000.0,13668954000000.0,13594522000000.0,13669262000000.0,13653977000000.0,13639904000000.0,13632121000000.0,13547916000000.0
2022.0,13670442000000.0,13667663000000.0,13606186000000.0,13695421000000.0,13633283000000.0,13601593000000.0,13660583000000.0,13626456000000.0,13566461000000.0,13676550000000.0,13558801000000.0,13589797000000.0,13578597000000.0,13465436000000.0
2023.0,13690280000000.0,13630508000000.0,13597498000000.0,13694647000000.0,13624004000000.0,13612315000000.0,13658423000000.0,13609747000000.0,13522396000000.0,13674233000000.0,13529817000000.0,13516645000000.0,13545635000000.0,13356688000000.0
2024.0,13688615000000.0,13613078000000.0,13580163000000.0,13696572000000.0,13609211000000.0,13590146000000.0,13596821000000.0,13582593000000.0,13506929000000.0,13657455000000.0,13433925000000.0,13484933000000.0,13508158000000.0,13249899000000.0
2025.0,13706926000000.0,13582007000000.0,13556603000000.0,13675293000000.0,13617574000000.0,13565931000000.0,13492968000000.0,13559391000000.0,13445478000000.0,13638011000000.0,13424257000000.0,13404270000000.0,13437976000000.0,13150084000000.0
2026.0,13698211000000.0,13546970000000.0,13514258000000.0,13663466000000.0,13592519000000.0,13564116000000.0,13317924000000.0,13490581000000.0,13419892000000.0,13643254000000.0,13382029000000.0,13350720000000.0,13425198000000.0,13075553000000.0
2027.0,13697353000000.0,13524359000000.0,13502486000000.0,13660611000000.0,13580608000000.0,13552097000000.0,13199128000000.0,13463610000000.0,13330943000000.0,13625676000000.0,13357239000000.0,13246740000000.0,13393391000000.0,12950100000000.0
2028.0,13709438000000.0,13470289000000.0,13497097000000.0,13641530000000.0,13542872000000.0,13510972000000.0,13092612000000.0,13441137000000.0,13299596000000.0,13594528000000.0,13325704000000.0,13209928000000.0,13422482000000.0,12860063000000.0
2029.0,13700976000000.0,13421425000000.0,13505976000000.0,13622727000000.0,13538554000000.0,13467656000000.0,12988599000000.0,13399715000000.0,13224965000000.0,13562440000000.0,13300165000000.0,13115022000000.0,13400148000000.0,12760195000000.0
2030.0,13717540000000.0,13370184000000.0,13509210000000.0,13618987000000.0,13526384000000.0,13439372000000.0,12913378000000.0,13358640000000.0,13153288000000.0,13532112000000.0,13248033000000.0,13032447000000.0,13353609000000.0,12712799000000.0
2031.0,13708355000000.0,13335515000000.0,13518389000000.0,13601374000000.0,13531933000000.0,13445024000000.0,12818383000000.0,13313310000000.0,13076801000000.0,13473370000000.0,13216504000000.0,12925244000000.0,13321457000000.0,12568301000000.0
2032.0,13701734000000.0,13271307000000.0,13452480000000.0,13576121000000.0,13518652000000.0,13411277000000.0,12748484000000.0,13279002000000.0,13040927000000.0,13448248000000.0,13176645000000.0,12868391000000.0,13293593000000.0,12495246000000.0
2033.0,13628438000000.0,13213927000000.0,13420351000000.0,13564509000000.0,13508168000000.0,13380137000000.0,12674897000000.0,13223728000000.0,12945675000000.0,13377867000000.0,13145241000000.0,12784652000000.0,13303008000000.0,12457902000000.0
2034.0,13638115000000.0,13146504000000.0,13407301000000.0,13558999000000.0,13508101000000.0,13336526000000.0,12588623000000.0,13217004000000.0,12825501000000.0,13351489000000.0,13095124000000.0,12639910000000.0,13332357000000.0,12312319000000.0
2035.0,13603268000000.0,13076356000000.0,13386673000000.0,13542255000000.0,13501846000000.0,13330121000000.0,12487678000000.0,13184244000000.0,12714431000000.0,13295408000000.0,13062909000000.0,12556733000000.0,13342915000000.0,12268126000000.0
2036.0,13565744000000.0,13014906000000.0,13354561000000.0,13533494000000.0,13507252000000.0,13293410000000.0,12403432000000.0,13163528000000.0,12616352000000.0,13285198000000.0,12994359000000.0,12517793000000.0,13327518000000.0,12206705000000.0
2037.0,13549204000000.0,12964539000000.0,13313832000000.0,13527186000000.0,13507407000000.0,13303620000000.0,12322515000000.0,13148534000000.0,12526961000000.0,13294035000000.0,12947533000000.0,12448592000000.0,13298155000000.0,12116022000000.0
2038.0,13519302000000.0,12922273000000.0,13278266000000.0,13477648000000.0,13512210000000.0,13282129000000.0,12197587000000.0,13138228000000.0,12442284000000.0,13288397000000.0,12859440000000.0,12397688000000.0,13296214000000.0,12020180000000.0
2039.0,13486559000000.0,12839478000000.0,13234837000000.0,13470385000000.0,13490814000000.0,13263588000000.0,12042231000000.0,13120509000000.0,12342877000000.0,13285827000000.0,12813680000000.0,12314440000000.0,13302144000000.0,11906825000000.0
2040.0,13441529000000.0,12740700000000.0,13162038000000.0,13452135000000.0,13483585000000.0,13248073000000.0,11915515000000.0,13062570000000.0,12269873000000.0,13294100000000.0,12753635000000.0,12237351000000.0,13290383000000.0,11783219000000.0
2041.0,13424152000000.0,12643072000000.0,13095602000000.0,13448984000000.0,13473231000000.0,13218792000000.0,11777788000000.0,12976094000000.0,12192417000000.0,13285362000000.0,12659465000000.0,12144477000000.0,13255680000000.0,11631253000000.0
2042.0,13418250000000.0,12592880000000.0,13034828000000.0,13440468000000.0,13434138000000.0,13211039000000.0,11603299000000.0,12899280000000.0,12132037000000.0,13231383000000.0,12524814000000.0,12031808000000.0,13245045000000.0,11522806000000.0
2043.0,13365533000000.0,12507984000000.0,12936471000000.0,13432274000000.0,13373092000000.0,13181605000000.0,11473104000000.0,12814778000000.0,12045914000000.0,13159760000000.0,12386901000000.0,11882948000000.0,13239737000000.0,11462261000000.0
2044.0,13330186000000.0,12389958000000.0,12843234000000.0,13434930000000.0,13313722000000.0,13159820000000.0,11347703000000.0,12631645000000.0,11983612000000.0,13110318000000.0,12281964000000.0,11749827000000.0,13210009000000.0,11329106000000.0
2045.0,13279387000000.0,12326096000000.0,12825109000000.0,13398096000000.0,13301023000000.0,13136449000000.0,11202801000000.0,12479903000000.0,11861662000000.0,13064149000000.0,12217257000000.0,11563783000000.0,13130130000000.0,11180004000000.0
2046.0,13275364000000.0,12268730000000.0,12766436000000.0,13372010000000.0,13285513000000.0,13131752000000.0,11102494000000.0,12379760000000.0,11800509000000.0,13049604000000.0,12152137000000.0,11423115000000.0,13084261000000.0,11025811000000.0
2047.0,13267535000000.0,12158201000000.0,12709626000000.0,13343168000000.0,13257457000000.0,13087952000000.0,11018922000000.0,12229168000000.0,11712247000000.0,13062671000000.0,12095590000000.0,11304100000000.0,13070567000000.0,10872884000000.0
2048.0,13219289000000.0,12083880000000.0,12656832000000.0,13320992000000.0,13274502000000.0,13089219000000.0,10890623000000.0,12133418000000.0,11618839000000.0,13063834000000.0,12029682000000.0,11201589000000.0,13068607000000.0,10738086000000.0
2049.0,13199540000000.0,12009241000000.0,12610267000000.0,13296736000000.0,13234727000000.0,13075049000000.0,10750777000000.0,12013302000000.0,11535714000000.0,13062855000000.0,11930944000000.0,11114074000000.0,13074556000000.0,10666407000000.0
2050.0,13212134000000.0,11946742000000.0,12543558000000.0,13282494000000.0,13228580000000.0,13081477000000.0,10649034000000.0,11889682000000.0,11512767000000.0,13053395000000.0,11833593000000.0,11041465000000.0,13088831000000.0,10638117000000.0
2051.0,13204075000000.0,11863285000000.0,12462023000000.0,13266066000000.0,13236107000000.0,13074666000000.0,10516276000000.0,11764368000000.0,11449748000000.0,13042771000000.0,11749418000000.0,10927975000000.0,13098428000000.0,10585295000000.0
2052.0,13178968000000.0,11814082000000.0,12390358000000.0,13237207000000.0,13232655000000.0,13041674000000.0,10382880000000.0,11656149000000.0,11347221000000.0,13017178000000.0,11645076000000.0,10843767000000.0,13100533000000.0,10523386000000.0
2053.0,13189068000000.0,11735146000000.0,12338447000000.0,13219174000000.0,13230949000000.0,13014358000000.0,10268104000000.0,11589193000000.0,11266515000000.0,12963151000000.0,11575011000000.0,10730813000000.0,13100072000000.0,10421286000000.0
2054.0,13184220000000.0,11686304000000.0,12255801000000.0,13199250000000.0,13232644000000.0,13006166000000.0,10171599000000.0,11485555000000.0,11177076000000.0,12877850000000.0,11471512000000.0,10555071000000.0,13118394000000.0,10376180000000.0
2055.0,13158831000000.0,11594908000000.0,12180342000000.0,13165478000000.0,13209514000000.0,13015938000000.0,10054081000000.0,11425883000000.0,11047471000000.0,12838725000000.0,11408084000000.0,10377354000000.0,13142897000000.0,10350116000000.0
2056.0,13152189000000.0,11455545000000.0,12092636000000.0,13129761000000.0,13199903000000.0,12969602000000.0,9974134000000.0,11390264000000.0,10934773000000.0,12790394000000.0,11329831000000.0,10218088000000.0,13153875000000.0,10247155000000.0
2057.0,13137565000000.0,11378424000000.0,11981819000000.0,13099070000000.0,13196552000000.0,12951090000000.0,9860154000000.0,11252990000000.0,10831584000000.0,12735155000000.0,11231145000000.0,10067420000000.0,13173753000000.0,10163242000000.0
2058.0,13104697000000.0,11275096000000.0,11908303000000.0,13083081000000.0,13154739000000.0,12935399000000.0,9712274000000.0,11133228000000.0,10706608000000.0,12701826000000.0,11074743000000.0,9951393000000.0,13161757000000.0,10048400000000.0
2059.0,13062677000000.0,11190146000000.0,11783421000000.0,13044426000000.0,13101474000000.0,12932877000000.0,9592739000000.0,10945164000000.0,10592218000000.0,12655551000000.0,10964968000000.0,9831935000000.0,13135161000000.0,9954486000000.0
2060.0,13034661000000.0,11099108000000.0,11673357000000.0,13022969000000.0,13066637000000.0,12903431000000.0,9491856000000.0,10773160000000.0,10451322000000.0,12599766000000.0,10902617000000.0,9692159000000.0,13128289000000.0,9914030000000.0
2061.0,12953369000000.0,10991035000000.0,11586285000000.0,12997765000000.0,13032987000000.0,12880626000000.0,9349867000000.0,10590937000000.0,10364072000000.0,12523325000000.0,10853140000000.0,9554467000000.0,13128471000000.0,9862235000000.0
2062.0,12930431000000.0,10903481000000.0,11499893000000.0,12980765000000.0,12999001000000.0,12829869000000.0,9239302000000.0,10486338000000.0,10204155000000.0,12444908000000.0,10773142000000.0,9396144000000.0,13108691000000.0,9823145000000.0
2063.0,12913473000000.0,10805883000000.0,11457894000000.0,12959717000000.0,12986152000000.0,12806375000000.0,9141546000000.0,10367452000000.0,10111164000000.0,12390910000000.0,10659887000000.0,9263754000000.0,13087360000000.0,9750019000000.0
2064.0,12881327000000.0,10702027000000.0,11425072000000.0,12918901000000.0,12961728000000.0,12759890000000.0,9045824000000.0,10276274000000.0,10067128000000.0,12350101000000.0,10588299000000.0,9142312000000.0,13067307000000.0,9694441000000.0
2065.0,12852701000000.0,10619522000000.0,11382639000000.0,12887093000000.0,12947481000000.0,12703193000000.0,8928808000000.0,10211876000000.0,10020785000000.0,12295027000000.0,10457745000000.0,9050335000000.0,13054473000000.0,9610574000000.0
2066.0,12784890000000.0,10483178000000.0,11318299000000.0,12875406000000.0,12957318000000.0,12640027000000.0,8833717000000.0,10116631000000.0,9936016000000.0,12197808000000.0,10402848000000.0,8985251000000.0,13016350000000.0,9541664000000.0
2067.0,12756159000000.0,10380707000000.0,11225350000000.0,12845405000000.0,12948741000000.0,12629287000000.0,8742476700000.0,9985585000000.0,9853737000000.0,12113383000000.0,10353582000000.0,8851964000000.0,13000160000000.0,9446686000000.0
2068.0,12668914000000.0,10272163000000.0,11176248000000.0,12812082000000.0,12918398000000.0,12599212000000.0,8659140600000.0,9892157000000.0,9817478000000.0,12004384000000.0,10301900000000.0,8710840600000.0,12944079000000.0,9343506000000.0
2069.0,12607370000000.0,10161266000000.0,11161430000000.0,12771374000000.0,12876352000000.0,12591518000000.0,8591479700000.0,9784107000000.0,9734830000000.0,11927465000000.0,10277174000000.0,8614253000000.0,12941062000000.0,9264928000000.0
2070.0,12544504000000.0,10005543000000.0,11091183000000.0,12736642000000.0,12855624000000.0,12560195000000.0,8484797000000.0,9683111000000.0,9645181000000.0,11829553000000.0,10229000000000.0,8524003300000.0,12894160000000.0,9180791000000.0
2071.0,12516522000000.0,9896399000000.0,11020149000000.0,12711092000000.0,12834024000000.0,12540642000000.0,8403776700000.0,9582396000000.0,9563369000000.0,11736558000000.0,10163750000000.0,8428944600000.0,12831069000000.0,9024476000000.0
2072.0,12522371000000.0,9807474000000.0,10973722000000.0,12681075000000.0,12797310000000.0,12500747000000.0,8272088000000.0,9456583000000.0,9494900000000.0,11655592000000.0,10076075000000.0,8357116600000.0,12781364000000.0,8922455000000.0
2073.0,12483520000000.0,9697731000000.0,10941578000000.0,12642899000000.0,12793295000000.0,12502261000000.0,8151888300000.0,9322201000000.0,9410224000000.0,11579275000000.0,9999449000000.0,8232350000000.0,12741578000000.0,8832349000000.0
2074.0,12468103000000.0,9671409000000.0,10925853000000.0,12605040000000.0,12779219000000.0,12487050000000.0,8071855700000.0,9158242000000.0,9310715000000.0,11531184000000.0,9907924000000.0,8126420000000.0,12680430000000.0,8745472500000.0
2075.0,12451123000000.0,9662687000000.0,10892728000000.0,12578910000000.0,12749256000000.0,12450481000000.0,7993668000000.0,9007350000000.0,9220846000000.0,11448964000000.0,9789867000000.0,7988810600000.0,12638622000000.0,8659018400000.0
2076.0,12422483000000.0,9575184000000.0,10822810000000.0,12541531000000.0,12748559000000.0,12424935000000.0,7865850400000.0,8905545000000.0,9112324000000.0,11347369000000.0,9693958000000.0,7833865700000.0,12562272000000.0,8613583700000.0
2077.0,12429072000000.0,9480344000000.0,10776560000000.0,12519294000000.0,12711123000000.0,12404453000000.0,7762489600000.0,8790862700000.0,8991555000000.0,11272071000000.0,9561265000000.0,7665204000000.0,12491141000000.0,8518396500000.0
2078.0,12415947000000.0,9410012000000.0,10732526000000.0,12487532000000.0,12684034000000.0,12362420000000.0,7661117500000.0,8648282600000.0,8876861000000.0,11164756000000.0,9488704000000.0,7535974000000.0,12414640000000.0,8451458000000.0
2079.0,12405019000000.0,9304449000000.0,10695792000000.0,12464842000000.0,12665883000000.0,12338234000000.0,7576556700000.0,8532595000000.0,8787613700000.0,11101677000000.0,9353013000000.0,7426063000000.0,12317631000000.0,8362270400000.0
2080.0,12400955000000.0,9269345000000.0,10613076000000.0,12436207000000.0,12669112000000.0,12348227000000.0,7487562000000.0,8421773400000.0,8676374000000.0,11035678000000.0,9264898000000.0,7327605000000.0,12187029000000.0,8262796000000.0
2081.0,12383343000000.0,9187629000000.0,10555821000000.0,12419293000000.0,12641903000000.0,12308068000000.0,7391263300000.0,8327130000000.0,8599786000000.0,10938989000000.0,9172774000000.0,7224064700000.0,12085695000000.0,8160287400000.0
2082.0,12364733000000.0,9142072000000.0,10533512000000.0,12418129000000.0,12630573000000.0,12271428000000.0,7297219700000.0,8196315400000.0,8521354000000.0,10838348000000.0,9069066000000.0,7130505000000.0,11973520000000.0,8041565000000.0
2083.0,12319192000000.0,9086838000000.0,10495988000000.0,12396834000000.0,12635603000000.0,12259677000000.0,7203545700000.0,8079735000000.0,8439400500000.0,10764114000000.0,8995747000000.0,7051841400000.0,11918483000000.0,7937998700000.0
2084.0,12287771000000.0,9020505000000.0,10429556000000.0,12365297000000.0,12618492000000.0,12260585000000.0,7124901400000.0,7953512000000.0,8321051400000.0,10660355000000.0,8889338000000.0,6942635000000.0,11823295000000.0,7862861000000.0
2085.0,12264918000000.0,8945723000000.0,10376450000000.0,12334327000000.0,12593252000000.0,12220028000000.0,7064927600000.0,7827342500000.0,8205428600000.0,10576981000000.0,8805403000000.0,6806238000000.0,11727465000000.0,7803856500000.0
2086.0,12245240000000.0,8905169000000.0,10333779000000.0,12308809000000.0,12566425000000.0,12166889000000.0,6999660000000.0,7730285000000.0,8130206000000.0,10506557000000.0,8722894600000.0,6707805000000.0,11661329000000.0,7756397400000.0
2087.0,12211696000000.0,8820306000000.0,10243972000000.0,12273424000000.0,12537696000000.0,12127870000000.0,6927911000000.0,7660386600000.0,8052974600000.0,10440644000000.0,8661740000000.0,6630713300000.0,11564316000000.0,7726298000000.0
2088.0,12167394000000.0,8768601000000.0,10201210000000.0,12246050000000.0,12499608000000.0,12093359000000.0,6866239000000.0,7581130600000.0,7931770700000.0,10343284000000.0,8569162000000.0,6584267700000.0,11444016000000.0,7667985000000.0
2089.0,12133877000000.0,8712601000000.0,10134226000000.0,12239323000000.0,12450165000000.0,12016408000000.0,6761546000000.0,7483481400000.0,7859387500000.0,10280325000000.0,8516653000000.0,6519572000000.0,11310428000000.0,7603937600000.0
2090.0,12126454000000.0,8682010600000.0,10043785000000.0,12225857000000.0,12417067000000.0,11993979000000.0,6707882000000.0,7400983000000.0,7782641000000.0,10169566000000.0,8447120600000.0,6423095300000.0,11174064000000.0,7543841600000.0
2091.0,12096529000000.0,8627840600000.0,9924275000000.0,12191737000000.0,12399995000000.0,11990607000000.0,6653225700000.0,7291882000000.0,7673983000000.0,10067896000000.0,8370727000000.0,6319803700000.0,11071785000000.0,7469354500000.0
2092.0,11976293000000.0,8575402000000.0,9863623000000.0,12173048000000.0,12411487000000.0,11990096000000.0,6574648000000.0,7188210000000.0,7614634700000.0,10000679000000.0,8283877300000.0,6211344300000.0,11023124000000.0,7386196000000.0
2093.0,11959334000000.0,8525118400000.0,9770354000000.0,12158520000000.0,12399319000000.0,11982773000000.0,6498302300000.0,7066962000000.0,7576609000000.0,9940191000000.0,8225395600000.0,6103552000000.0,10921389000000.0,7314103000000.0
2094.0,11959385000000.0,8463403000000.0,9691025000000.0,12123597000000.0,12377737000000.0,11948650000000.0,6416317000000.0,6987837000000.0,7508906000000.0,9880693000000.0,8130783000000.0,6016373600000.0,10830404000000.0,7247795600000.0
2095.0,11903119000000.0,8426937600000.0,9631763000000.0,12096264000000.0,12386125000000.0,11907998000000.0,6351480700000.0,6883988000000.0,7451940000000.0,9769088000000.0,8063726600000.0,5907434400000.0,10760988000000.0,7226272000000.0
2096.0,11812266000000.0,8372158000000.0,9600338000000.0,12084248000000.0,12374101000000.0,11894108000000.0,6304258600000.0,6775592000000.0,7364929400000.0,9685525000000.0,8019052000000.0,5844477400000.0,10671221000000.0,7186760000000.0
2097.0,11757847000000.0,8245740600000.0,9529125000000.0,12058995000000.0,12382073000000.0,11903867000000.0,6227097600000.0,6686922000000.0,7277799500000.0,9587192000000.0,7945170000000.0,5750932000000.0,10553958000000.0,7116877000000.0
2098.0,11685508000000.0,8194472000000.0,9480509000000.0,12051608000000.0,12355951000000.0,11864607000000.0,6170438000000.0,6564396000000.0,7215773000000.0,9509601000000.0,7866514700000.0,5651339700000.0,10495860000000.0,7046244000000.0
2099.0,11612521000000.0,8183769000000.0,9402104000000.0,12019855000000.0,12344526000000.0,11826173000000.0,6072407400000.0,6470056000000.0,7116488000000.0,9433457000000.0,7816080000000.0,5570896600000.0,10440464000000.0,6975483500000.0
2100.0,11566642000000.0,8152041000000.0,9360457000000.0,11997208000000.0,12331314000000.0,11781045000000.0,5989580400000.0,6328342000000.0,7036069000000.0,9374706000000.0,7717442300000.0,5455805400000.0,10367906000000.0,6925515000000.0
