time,CNRM-CM6-1,TAIESM1,EC-EARTH3,CNRM-ESM2-1,UKESM1-0-LL,IPSL-CM6A-LR,MIROC6,CANESM5,GFDL-ESM4,MPI-ESM1-2-HR,CESM2-WACCM,KACE-1-0-G,MRI-ESM2-0
2023.0,13675424000000.0,13623415000000.0,13413561000000.0,13632493000000.0,13557646000000.0,13567345000000.0,13582786000000.0,13543163000000.0,13651700000000.0,13633518000000.0,13698052000000.0,13641633000000.0,13655814000000.0
2024.0,13660608000000.0,13592303000000.0,13312164000000.0,13577435000000.0,13474824000000.0,13571228000000.0,13537564000000.0,13424132000000.0,13638143000000.0,13633340000000.0,13698209000000.0,13628589000000.0,13641220000000.0
2025.0,13675985000000.0,13567607000000.0,13250575000000.0,13517301000000.0,13445271000000.0,13575085000000.0,13509388000000.0,13287343000000.0,13645540000000.0,13632715000000.0,13683598000000.0,13607483000000.0,13604061000000.0
2026.0,13689333000000.0,13564229000000.0,13186691000000.0,13499423000000.0,13364343000000.0,13559987000000.0,13457985000000.0,13104700000000.0,13641636000000.0,13618577000000.0,13678487000000.0,13599689000000.0,13579150000000.0
2027.0,13713608000000.0,13544663000000.0,13144807000000.0,13494764000000.0,13293504000000.0,13553353000000.0,13415170000000.0,12955817000000.0,13619903000000.0,13602664000000.0,13672031000000.0,13586302000000.0,13557023000000.0
2028.0,13685978000000.0,13560117000000.0,13056223000000.0,13486754000000.0,13177073000000.0,13547253000000.0,13379105000000.0,12850662000000.0,13569691000000.0,13587998000000.0,13689605000000.0,13553160000000.0,13501224000000.0
2029.0,13670830000000.0,13498410000000.0,12946689000000.0,13495584000000.0,13092175000000.0,13482927000000.0,13339863000000.0,12742671000000.0,13554879000000.0,13589941000000.0,13682870000000.0,13546933000000.0,13449491000000.0
2030.0,13666780000000.0,13456398000000.0,12871775000000.0,13487208000000.0,12894314000000.0,13449495000000.0,13315708000000.0,12615602000000.0,13542915000000.0,13576005000000.0,13672950000000.0,13507151000000.0,13369034000000.0
2031.0,13641173000000.0,13418715000000.0,12811727000000.0,13463566000000.0,12774056000000.0,13366192000000.0,13282572000000.0,12549412000000.0,13554150000000.0,13563733000000.0,13676108000000.0,13490340000000.0,13337146000000.0
2032.0,13643119000000.0,13389710000000.0,12699993000000.0,13432779000000.0,12621512000000.0,13368329000000.0,13208722000000.0,12465810000000.0,13557015000000.0,13567087000000.0,13667783000000.0,13447478000000.0,13300020000000.0
2033.0,13620372000000.0,13336230000000.0,12643883000000.0,13409977000000.0,12525054000000.0,13364508000000.0,13179831000000.0,12365270000000.0,13541503000000.0,13562592000000.0,13666494000000.0,13403976000000.0,13275731000000.0
2034.0,13607511000000.0,13313230000000.0,12520537000000.0,13407558000000.0,12423048000000.0,13282246000000.0,13109888000000.0,12241621000000.0,13524571000000.0,13516267000000.0,13658457000000.0,13401054000000.0,13219407000000.0
2035.0,13581079000000.0,13255051000000.0,12437506000000.0,13399013000000.0,12313420000000.0,13209165000000.0,13074803000000.0,12131519000000.0,13504514000000.0,13501418000000.0,13639401000000.0,13382920000000.0,13181843000000.0
2036.0,13564060000000.0,13187593000000.0,12324203000000.0,13385378000000.0,12169529000000.0,13066448000000.0,13047348000000.0,12004897000000.0,13474270000000.0,13509570000000.0,13636064000000.0,13352108000000.0,13157850000000.0
2037.0,13571513000000.0,13060825000000.0,12240869000000.0,13335499000000.0,11991244000000.0,12945265000000.0,13016205000000.0,11914927000000.0,13439989000000.0,13499186000000.0,13594389000000.0,13328851000000.0,13114335000000.0
2038.0,13601556000000.0,12989115000000.0,12080078000000.0,13331441000000.0,11852065000000.0,12823530000000.0,13000496000000.0,11768858000000.0,13424740000000.0,13475836000000.0,13583070000000.0,13244765000000.0,13041213000000.0
2039.0,13576322000000.0,12924821000000.0,11941774000000.0,13329330000000.0,11752038000000.0,12730563000000.0,12955258000000.0,11628019000000.0,13380793000000.0,13462571000000.0,13579831000000.0,13202116000000.0,13005783000000.0
2040.0,13552924000000.0,12866220000000.0,11805746000000.0,13283644000000.0,11652499000000.0,12622604000000.0,12894706000000.0,11485844000000.0,13345946000000.0,13464102000000.0,13540479000000.0,13145594000000.0,12868145000000.0
2041.0,13521827000000.0,12782468000000.0,11670976000000.0,13264730000000.0,11602488000000.0,12525590000000.0,12804664000000.0,11353333000000.0,13303719000000.0,13411789000000.0,13513780000000.0,13123511000000.0,12763030000000.0
2042.0,13522116000000.0,12660542000000.0,11554251000000.0,13224444000000.0,11526816000000.0,12458265000000.0,12717267000000.0,11195785000000.0,13287188000000.0,13396767000000.0,13502722000000.0,13098310000000.0,12697599000000.0
2043.0,13517134000000.0,12610989000000.0,11373606000000.0,13245228000000.0,11478268000000.0,12427937000000.0,12605396000000.0,11070624000000.0,13259649000000.0,13369936000000.0,13492020000000.0,13036109000000.0,12677760000000.0
2044.0,13474524000000.0,12537323000000.0,11261770000000.0,13265849000000.0,11379987000000.0,12326080000000.0,12541957000000.0,10946214000000.0,13247448000000.0,13370916000000.0,13493167000000.0,13008253000000.0,12606137000000.0
2045.0,13434456000000.0,12474963000000.0,11168489000000.0,13257611000000.0,11340555000000.0,12210778000000.0,12486393000000.0,10867273000000.0,13215415000000.0,13357958000000.0,13427364000000.0,12960241000000.0,12520875000000.0
2046.0,13411220000000.0,12399892000000.0,11061174000000.0,13258834000000.0,11273166000000.0,12146437000000.0,12441339000000.0,10756017000000.0,13188626000000.0,13334128000000.0,13421805000000.0,12937930000000.0,12460207000000.0
2047.0,13365567000000.0,12309217000000.0,10918879000000.0,13243548000000.0,11169703000000.0,11990687000000.0,12368545000000.0,10652952000000.0,13149531000000.0,13302641000000.0,13406108000000.0,12872666000000.0,12396654000000.0
2048.0,13299508000000.0,12245371000000.0,10767831000000.0,13224474000000.0,11070498000000.0,11845124000000.0,12222201000000.0,10494424000000.0,13128256000000.0,13293658000000.0,13340032000000.0,12803641000000.0,12319094000000.0
2049.0,13238364000000.0,12178564000000.0,10604672000000.0,13229536000000.0,10961046000000.0,11740809000000.0,12128199000000.0,10328115000000.0,13122011000000.0,13267562000000.0,13313394000000.0,12688890000000.0,12247401000000.0
2050.0,13137801000000.0,12057495000000.0,10455019000000.0,13221518000000.0,10846608000000.0,11671879000000.0,12037750000000.0,10176885000000.0,13096282000000.0,13250629000000.0,13291149000000.0,12612175000000.0,12176668000000.0
2051.0,13083708000000.0,11995543000000.0,10365262000000.0,13195947000000.0,10732273000000.0,11564721000000.0,11859148000000.0,10082017000000.0,13083648000000.0,13211917000000.0,13293555000000.0,12545184000000.0,12124668000000.0
2052.0,13025806000000.0,11868947000000.0,10266401000000.0,13184311000000.0,10613699000000.0,11473843000000.0,11717460000000.0,9910286000000.0,13010408000000.0,13190370000000.0,13295937000000.0,12396402000000.0,12011927000000.0
2053.0,12980868000000.0,11782948000000.0,10189501000000.0,13168641000000.0,10484761000000.0,11336128000000.0,11587073000000.0,9769685000000.0,12929259000000.0,13146036000000.0,13262866000000.0,12265347000000.0,11859086000000.0
2054.0,12866765000000.0,11705564000000.0,10077979000000.0,13118549000000.0,10394630000000.0,11177808000000.0,11406367000000.0,9560912000000.0,12878563000000.0,13069573000000.0,13212446000000.0,12186759000000.0,11760255000000.0
2055.0,12750965000000.0,11626039000000.0,9922726000000.0,13089343000000.0,10254338000000.0,11083988000000.0,11288885000000.0,9406267000000.0,12859576000000.0,12995875000000.0,13177065000000.0,12077623000000.0,11706359000000.0
2056.0,12696213000000.0,11554240000000.0,9769776000000.0,13040736000000.0,10033615000000.0,10916822000000.0,11161532000000.0,9282589000000.0,12845586000000.0,12940253000000.0,13141736000000.0,11958664000000.0,11599975000000.0
2057.0,12582943000000.0,11493480000000.0,9658074000000.0,12999868000000.0,9815328000000.0,10825998000000.0,10975146000000.0,9159050000000.0,12858356000000.0,12890600000000.0,13130055000000.0,11870326000000.0,11500493000000.0
2058.0,12497399000000.0,11401496000000.0,9564296000000.0,12962605000000.0,9600643000000.0,10725343000000.0,10838472000000.0,9048507000000.0,12793510000000.0,12837853000000.0,13110293000000.0,11738895000000.0,11356793000000.0
2059.0,12402141000000.0,11275548000000.0,9447238000000.0,12920186000000.0,9419220000000.0,10632855000000.0,10660748000000.0,8936956000000.0,12727316000000.0,12809282000000.0,13076036000000.0,11619887000000.0,11218651000000.0
2060.0,12315564000000.0,11156154000000.0,9263799000000.0,12851464000000.0,9237310000000.0,10505585000000.0,10488240000000.0,8787179000000.0,12705842000000.0,12755381000000.0,13059570000000.0,11500450000000.0,11131663000000.0
2061.0,12216947000000.0,11045127000000.0,9083787000000.0,12779443000000.0,9055489000000.0,10392763000000.0,10305475000000.0,8669180000000.0,12630005000000.0,12702290000000.0,12990374000000.0,11385978000000.0,11023542000000.0
2062.0,12069364000000.0,10940413000000.0,8916493000000.0,12641915000000.0,8877471000000.0,10299057000000.0,10131094000000.0,8518754000000.0,12552546000000.0,12676561000000.0,12940161000000.0,11302210000000.0,10959866000000.0
2063.0,11969631000000.0,10831785000000.0,8748567000000.0,12525155000000.0,8711578000000.0,10174221000000.0,9919871000000.0,8391474000000.0,12505621000000.0,12630506000000.0,12932684000000.0,11210175000000.0,10868175000000.0
2064.0,11856300000000.0,10737177000000.0,8544143300000.0,12400168000000.0,8605674000000.0,9967616000000.0,9776728000000.0,8271553400000.0,12487364000000.0,12577373000000.0,12846536000000.0,11103810000000.0,10783839000000.0
2065.0,11702709000000.0,10670546000000.0,8396011500000.0,12363135000000.0,8512793000000.0,9870927000000.0,9570934000000.0,8117277000000.0,12467571000000.0,12560036000000.0,12822424000000.0,10950147000000.0,10659991000000.0
2066.0,11581706000000.0,10568384000000.0,8269370000000.0,12265941000000.0,8399862000000.0,9749236000000.0,9450968000000.0,7945839000000.0,12420708000000.0,12521541000000.0,12762049000000.0,10814217000000.0,10559788000000.0
2067.0,11480163000000.0,10489838000000.0,8127670000000.0,12216638000000.0,8295763400000.0,9612837000000.0,9268449000000.0,7770426300000.0,12412342000000.0,12499101000000.0,12733089000000.0,10725921000000.0,10458992000000.0
2068.0,11400470000000.0,10344993000000.0,7960830400000.0,12160546000000.0,8134450500000.0,9474751000000.0,9124622000000.0,7618011000000.0,12401583000000.0,12445107000000.0,12649453000000.0,10668654000000.0,10332003000000.0
2069.0,11280033000000.0,10248300000000.0,7799426000000.0,12054498000000.0,7935932000000.0,9340029000000.0,8973680000000.0,7483842000000.0,12371807000000.0,12381461000000.0,12625142000000.0,10578622000000.0,10226932000000.0
2070.0,11200834000000.0,10104338000000.0,7588054000000.0,11933592000000.0,7741598000000.0,9202578000000.0,8781762700000.0,7355583400000.0,12306833000000.0,12339705000000.0,12516844000000.0,10498901000000.0,10088023000000.0
2071.0,11120901000000.0,9973061000000.0,7448532400000.0,11802955000000.0,7579822500000.0,9119439000000.0,8594993400000.0,7232828700000.0,12241914000000.0,12285252000000.0,12494436000000.0,10398380000000.0,9948515000000.0
2072.0,11006461000000.0,9872610000000.0,7298191700000.0,11665718000000.0,7400077700000.0,8970026000000.0,8414664000000.0,7098761500000.0,12178294000000.0,12238582000000.0,12482523000000.0,10323155000000.0,9888496000000.0
2073.0,10912012000000.0,9742630000000.0,7131414000000.0,11563453000000.0,7250337300000.0,8843892000000.0,8298571500000.0,6984031000000.0,12089123000000.0,12196120000000.0,12419028000000.0,10210601000000.0,9809460000000.0
2074.0,10769921000000.0,9589755000000.0,6963570000000.0,11436127000000.0,7072480000000.0,8713580000000.0,8138254700000.0,6876974500000.0,12009367000000.0,12143003000000.0,12384607000000.0,10093098000000.0,9698540000000.0
2075.0,10626501000000.0,9441575000000.0,6836975000000.0,11236490000000.0,6867746600000.0,8596680000000.0,7980523700000.0,6791113000000.0,11934660000000.0,12113427000000.0,12376552000000.0,9985625000000.0,9617606000000.0
2076.0,10447143000000.0,9277192000000.0,6702031000000.0,11088544000000.0,6700559500000.0,8501489300000.0,7845684000000.0,6619014400000.0,11820109000000.0,12056341000000.0,12350588000000.0,9867322000000.0,9444995000000.0
2077.0,10288197000000.0,9110444000000.0,6571454600000.0,10953034000000.0,6490138000000.0,8392874700000.0,7694591700000.0,6493573000000.0,11758749000000.0,12022684000000.0,12306876000000.0,9732802000000.0,9313966000000.0
2078.0,10104684000000.0,8961621000000.0,6418093600000.0,10778253000000.0,6321688000000.0,8255957000000.0,7534570000000.0,6337226000000.0,11691536000000.0,12002256000000.0,12244488000000.0,9655315000000.0,9215641000000.0
2079.0,9977350000000.0,8843855000000.0,6279764000000.0,10647260000000.0,6152659700000.0,8170092000000.0,7378050000000.0,6157978000000.0,11636352000000.0,11957360000000.0,12195178000000.0,9546142000000.0,9151822000000.0
2080.0,9815608000000.0,8747479500000.0,6116283500000.0,10464853000000.0,5970680300000.0,8059679000000.0,7192966600000.0,6020638000000.0,11567172000000.0,11920414000000.0,12118481000000.0,9428316000000.0,9064104000000.0
2081.0,9631173000000.0,8640059000000.0,5955495400000.0,10324381000000.0,5799911400000.0,7940959400000.0,7029977000000.0,5895203300000.0,11518304000000.0,11911415000000.0,12065466000000.0,9244995000000.0,8936213000000.0
2082.0,9417021000000.0,8579008400000.0,5772216400000.0,10172120000000.0,5629145000000.0,7819214000000.0,6828627000000.0,5765483000000.0,11434327000000.0,11884401000000.0,12055678000000.0,9163651000000.0,8834244000000.0
2083.0,9243905000000.0,8463594300000.0,5659669600000.0,10038001000000.0,5472512400000.0,7713298300000.0,6703895500000.0,5643360000000.0,11328806000000.0,11861159000000.0,11993916000000.0,9041888000000.0,8730747300000.0
2084.0,9059707000000.0,8334053700000.0,5553655400000.0,9897936000000.0,5327971000000.0,7586858400000.0,6627263000000.0,5520355000000.0,11269043000000.0,11840543000000.0,11902962000000.0,8915305000000.0,8654890700000.0
2085.0,8850168000000.0,8257058000000.0,5414470500000.0,9743520000000.0,5154983000000.0,7447847000000.0,6527777000000.0,5389989400000.0,11215908000000.0,11819923000000.0,11813016000000.0,8821871000000.0,8566920400000.0
2086.0,8639608000000.0,8159111400000.0,5228385500000.0,9570801000000.0,4972823000000.0,7280444000000.0,6418253500000.0,5255525300000.0,11168430000000.0,11779029000000.0,11743465000000.0,8734665300000.0,8427782000000.0
2087.0,8438861000000.0,8010838600000.0,5050968000000.0,9431814000000.0,4782796300000.0,7154706000000.0,6312347300000.0,5143222300000.0,11061910000000.0,11716752000000.0,11688421000000.0,8663759000000.0,8326188000000.0
2088.0,8271393500000.0,7884380000000.0,4889110000000.0,9290540000000.0,4619018000000.0,7012034000000.0,6168676000000.0,5016308400000.0,10960149000000.0,11658249000000.0,11653986000000.0,8604258000000.0,8236808000000.0
2089.0,8087682000000.0,7775004400000.0,4677855000000.0,9121287000000.0,4460157300000.0,6903632000000.0,6008017500000.0,4911413600000.0,10916375000000.0,11577919000000.0,11583194000000.0,8476557000000.0,8127468000000.0
2090.0,7913197000000.0,7636060700000.0,4525278600000.0,8968789000000.0,4297949700000.0,6787910600000.0,5865680700000.0,4799122000000.0,10861211000000.0,11515590000000.0,11546170000000.0,8397525000000.0,7994869000000.0
2091.0,7756195000000.0,7533142000000.0,4335053600000.0,8812209000000.0,4128360400000.0,6636483000000.0,5777155700000.0,4665241000000.0,10788357000000.0,11458198000000.0,11522688000000.0,8290931000000.0,7893379700000.0
2092.0,7555021000000.0,7390374000000.0,4170461000000.0,8672025500000.0,3976634800000.0,6478228000000.0,5617384000000.0,4584168000000.0,10718454000000.0,11408755000000.0,11490952000000.0,8166672700000.0,7795176400000.0
2093.0,7380503400000.0,7251955300000.0,4003147800000.0,8523659000000.0,3822489000000.0,6340652000000.0,5468336000000.0,4462755000000.0,10655130000000.0,11378651000000.0,11350946000000.0,8064238400000.0,7671295000000.0
2094.0,7142802700000.0,7083898400000.0,3867596600000.0,8270328000000.0,3670767300000.0,6200588500000.0,5335723500000.0,4312306300000.0,10564689000000.0,11313758000000.0,11288496000000.0,7958656700000.0,7579734400000.0
2095.0,6964873000000.0,6942611700000.0,3736764400000.0,8094164000000.0,3482888000000.0,6055323000000.0,5198608600000.0,4200709800000.0,10497523000000.0,11267764000000.0,11215393000000.0,7860386000000.0,7491921400000.0
2096.0,6791091000000.0,6790585000000.0,3582466500000.0,7881778000000.0,3319806800000.0,5945636700000.0,5084381400000.0,4092942600000.0,10390459000000.0,11226516000000.0,11118971000000.0,7741783000000.0,7403006300000.0
2097.0,6608465700000.0,6626481300000.0,3427979200000.0,7665709000000.0,3155060300000.0,5835942000000.0,4926903000000.0,3999152200000.0,10331096000000.0,11184659000000.0,11042282000000.0,7627900000000.0,7293344000000.0
2098.0,6446981300000.0,6424723700000.0,3268097300000.0,7444133600000.0,2999489100000.0,5664668000000.0,4797659300000.0,3884367700000.0,10273329000000.0,11135806000000.0,10923093000000.0,7483975000000.0,7212173400000.0
2099.0,6224056700000.0,6262079000000.0,3096032800000.0,7227545000000.0,2853315500000.0,5547175700000.0,4662528300000.0,3777369500000.0,10200580000000.0,11093153000000.0,10797544000000.0,7331246000000.0,7096680600000.0
2100.0,6016974500000.0,6108737000000.0,2946763800000.0,7026624700000.0,2698180000000.0,5431092000000.0,4502480000000.0,3690776000000.0,10108374000000.0,11030511000000.0,10698391000000.0,7184719000000.0,7015651000000.0
