time,GISS-E2-R,GFDL-CM3,GFDL-ESM2G,CCSM4,MPI-ESM-LR,CANESM2,IPSL-CM5A-LR,NORESM1-M,CSIRO-MK3-6-0,CNRM-CM5
2031.0,685426364600.0,679459458550.0,683693374900.0,685462427640.0,682717347760.0,679956130100.0,682543269500.0,681739460700.0,683309354260.0,684983312200.0
2032.0,684637469800.0,673480175560.0,682069274700.0,683232827700.0,681264331460.0,677568603340.0,679337051560.0,680046013190.0,681678856340.0,683775925200.0
2033.0,684150954400.0,669493976660.0,681158506200.0,681769537500.0,678463142440.0,676049091600.0,676760273350.0,677788441450.0,680014155850.0,680761895400.0
2034.0,680657933870.0,665201768300.0,679712389760.0,679320555600.0,677565806700.0,673737621140.0,675006686160.0,675843387360.0,677704343660.0,678475493660.0
2035.0,679472363740.0,661241038260.0,677882877700.0,677129025700.0,674299674900.0,670854845760.0,673722079600.0,672879390730.0,675067172900.0,676697949260.0
2036.0,676720741550.0,658145289950.0,676997788450.0,675886721500.0,673031844800.0,667722461800.0,670941066440.0,671054449700.0,672917413300.0,673487488720.0
2037.0,674735632800.0,654179486100.0,673910540460.0,673621888450.0,670420752400.0,664511843100.0,667043147000.0,669165483760.0,670722469200.0,671220637670.0
2038.0,673438605700.0,650000617450.0,672323757600.0,672197757400.0,670144167600.0,662293931100.0,663803156300.0,665809525000.0,668397603300.0,669481663000.0
2039.0,671184240100.0,646184856600.0,670742869050.0,670347068800.0,665572335960.0,657895498600.0,661618587000.0,663100066300.0,666334306300.0,668206138670.0
2040.0,669370473760.0,643508158320.0,668039797240.0,668044087100.0,663935119600.0,654959844240.0,658448266760.0,661136329060.0,663475544660.0,664363201310.0
2041.0,667185093960.0,638808065290.0,666310951200.0,666409478650.0,660340328040.0,652618249340.0,655165455660.0,657965406000.0,661235306480.0,662010737200.0
2042.0,665952604560.0,635755299400.0,664510219100.0,663637174700.0,658412995550.0,649398568260.0,652762129340.0,654446464000.0,657785568250.0,660470931400.0
2043.0,664333605150.0,630440406750.0,662494840940.0,661532508900.0,655571048660.0,646601229360.0,648943180440.0,651095297560.0,655891189660.0,661376204030.0
2044.0,661941037880.0,625300598800.0,661507182460.0,662205350860.0,654129554600.0,643740110990.0,646993740100.0,648245990840.0,652951339560.0,657096872160.0
2045.0,659207679030.0,621771075030.0,659586051340.0,658680153300.0,651479075350.0,639564444330.0,642206490800.0,645815132360.0,649467840100.0,654800315460.0
2046.0,657327970600.0,616446942910.0,657359734240.0,656414186710.0,647719283340.0,635801578440.0,638061340090.0,641830502440.0,646602207420.0,651772664500.0
2047.0,656760154000.0,611076213160.0,654235767960.0,653835788500.0,645469484180.0,633151058560.0,634388765460.0,639420858900.0,643123983560.0,649178880500.0
2048.0,653757396400.0,606922278810.0,652362488900.0,651288135900.0,642523887550.0,628789139260.0,631137840450.0,635709358930.0,640151180450.0,647563658390.0
2049.0,651098903340.0,601664889420.0,649306306000.0,648746817460.0,640259328200.0,624799884390.0,627242896530.0,632317075000.0,637113279180.0,643183672300.0
2050.0,648805042300.0,598001865390.0,647867568900.0,646561476800.0,639470500100.0,621318231340.0,623090096310.0,627985141850.0,635231855500.0,641008785450.0
2051.0,646754323210.0,593760947800.0,646145762150.0,644213981860.0,635181834310.0,617518893510.0,618996208000.0,624586703000.0,631167772440.0,638541652320.0
2052.0,643361451910.0,589992952160.0,643291440600.0,641919596540.0,632286110520.0,614707227360.0,615371572200.0,621380409140.0,628187045160.0,635001906460.0
2053.0,641001101940.0,585029276150.0,642469806660.0,640209951630.0,628846842360.0,609827693940.0,611921288740.0,617243876660.0,625008398380.0,633861912960.0
2054.0,638514650910.0,580339424020.0,640552873190.0,637887261200.0,625635629700.0,607031802440.0,607703729070.0,614121552990.0,622018915830.0,629255328280.0
2055.0,636036393480.0,574407634040.0,637754403360.0,635244887510.0,622838530740.0,602683453870.0,605871915740.0,610902266940.0,618680923310.0,628606178550.0
2056.0,633481536790.0,570479794050.0,635359216330.0,632630954940.0,619720358600.0,599146096450.0,599863358870.0,607589653920.0,614696472970.0,624421501720.0
2057.0,630764613800.0,565370350800.0,632692313450.0,629718334400.0,616802952660.0,595167305450.0,596026034260.0,604002166050.0,611257420980.0,622729613200.0
2058.0,628021197500.0,560176981480.0,629571724760.0,629860620960.0,614358331850.0,591224615500.0,593514200140.0,600502310570.0,608060642820.0,618054819510.0
2059.0,626392934260.0,555908549700.0,628834135600.0,627803670470.0,612544886740.0,587069944210.0,589255601800.0,597324051700.0,604218963350.0,613984936440.0
2060.0,624368175700.0,551859387720.0,626386225210.0,623858135800.0,607509108440.0,584198624380.0,584784870100.0,594065849910.0,600781870480.0,611380128000.0
2061.0,621458661890.0,547678494980.0,623533939500.0,620832822250.0,604578894300.0,580273742960.0,581342579200.0,591231899770.0,597527147460.0,607750359330.0
2062.0,619199786250.0,543900090720.0,622290968500.0,618372262070.0,602294575420.0,576813312950.0,577002804160.0,587941425860.0,593693689460.0,606602723860.0
2063.0,616870614360.0,538155336540.0,620355283700.0,615597711660.0,600773089200.0,572727274240.0,573502273040.0,584661077280.0,589984857910.0,604389331440.0
2064.0,614975642200.0,534164943990.0,617341927650.0,613221962010.0,596468580680.0,568995273220.0,570194606080.0,581344876350.0,587324741290.0,602022987930.0
2065.0,611919061670.0,531316179400.0,616209685490.0,610061263220.0,593264632700.0,564983114820.0,566620910140.0,578112054480.0,584674802580.0,599897080900.0
2066.0,610336048060.0,525836011400.0,613446722440.0,607819298600.0,590662432780.0,561172445310.0,562049979300.0,575189152850.0,580770654310.0,597447847500.0
2067.0,608286165740.0,522392943700.0,612650751160.0,605656221450.0,587962424100.0,557773975580.0,558479280610.0,571207007430.0,578438299180.0,592147117850.0
2068.0,605727447840.0,518881453570.0,609873317420.0,603420619860.0,584407293960.0,555065163420.0,556792925440.0,568133705560.0,574748006800.0,589162849960.0
2069.0,603466297080.0,514688592820.0,606411154900.0,601107594260.0,582043694570.0,551265553970.0,551860504990.0,565058411300.0,571855461870.0,586733491520.0
2070.0,601398776940.0,510800072530.0,604558234560.0,597505757090.0,581487906550.0,547863704380.0,548488124080.0,561579924600.0,568858342230.0,583949471200.0
2071.0,599323615390.0,506429909460.0,602814260930.0,595238443610.0,577496568860.0,544119125860.0,544020263540.0,558875165340.0,568306587320.0,580086216300.0
2072.0,597721141300.0,502275136150.0,601256703260.0,592408528850.0,573989801040.0,541231486020.0,540137844580.0,556415497530.0,563271522680.0,577303479860.0
2073.0,596858119990.0,498945466434.0,599032880630.0,589594881350.0,571231306570.0,537901896110.0,536562773640.0,552715587020.0,561817641100.0,573462410130.0
2074.0,594377422270.0,495360758100.0,600326310820.0,586968959470.0,568220403100.0,534996015550.0,534924622990.0,549857116940.0,557459402210.0,571257583060.0
2075.0,591325527710.0,490881095950.0,595693371120.0,584636315170.0,565115241900.0,532280791420.0,531359027270.0,547144577640.0,554634780950.0,567272991300.0
2076.0,589176210660.0,487142548770.0,593733639400.0,581810653870.0,562932460440.0,529119582490.0,527852607130.0,543795730720.0,551678730350.0,564544084930.0
2077.0,586451337820.0,483668914790.0,594582202320.0,579396342340.0,562375573120.0,526230086910.0,523393780600.0,540952203160.0,548795664760.0,560024502500.0
2078.0,585009435360.0,480249330970.0,590349198500.0,577902368290.0,557447168860.0,522853950980.0,519976626460.0,537014661840.0,545861774690.0,557027178990.0
2079.0,584782165090.0,478944095080.0,587395946230.0,574927640770.0,554845306140.0,519441872080.0,517882389480.0,534067034400.0,542650808450.0,554946466570.0
2080.0,582226772170.0,475525040734.0,588030006090.0,573204024350.0,552873583840.0,516069120950.0,512796923830.0,531258928200.0,539749044760.0,551826909540.0
2081.0,580088788070.0,471644272790.0,588896733570.0,570604074150.0,549511277160.0,516611131290.0,508770391860.0,527524000260.0,538292285040.0,547794876990.0
2082.0,576990222550.0,469165540846.0,586265083790.0,571058260010.0,551675668140.0,511044189950.0,507974363740.0,524253440350.0,535783655040.0,544540853020.0
2083.0,573693054790.0,464910039550.0,582299960420.0,565294177920.0,545398114810.0,507371502130.0,503025753120.0,520837309640.0,533497110370.0,542920709580.0
2084.0,572392143220.0,460470952646.0,580493424410.0,563485560640.0,541767783140.0,504116208450.0,499421986340.0,517865163840.0,529995477200.0,537742038800.0
2085.0,571275688730.0,457492056000.0,578433150740.0,559286403350.0,540384419520.0,501785602860.0,496282612050.0,515081836890.0,526802650840.0,534310971690.0
2086.0,568128204410.0,455017524420.0,575547752960.0,556892397920.0,538647275090.0,497328842630.0,493445152210.0,511944763810.0,524369783430.0,532503264710.0
2087.0,567304275430.0,451703410340.0,574006021310.0,554816382940.0,537018385690.0,495723820330.0,490269850000.0,508613939470.0,522471304930.0,530320304200.0
2088.0,564900466960.0,447650116744.0,572785401620.0,552691935470.0,532441248490.0,491589696860.0,486643258550.0,507780845090.0,518898129610.0,526003918270.0
2089.0,562372775510.0,444513039380.0,570693743080.0,551750890110.0,529965032360.0,487438925920.0,483449135160.0,504211708620.0,516037274830.0,521892902040.0
2090.0,561229184870.0,440529382974.0,569070629660.0,547672056770.0,527090716740.0,484931212360.0,480435419960.0,500015116520.0,513354207290.0,522223945460.0
2091.0,560745141160.0,437432426180.0,566149787400.0,544256137260.0,526538708380.0,482925658410.0,477960899550.0,496193373140.0,510653986680.0,516553692330.0
2092.0,558831607040.0,435463879400.0,564232054780.0,542141323730.0,522739068240.0,479192631640.0,475203265650.0,492952910160.0,508057175970.0,515105918160.0
2093.0,557318636800.0,431262960110.0,564418338510.0,539306622620.0,520486230050.0,479108973730.0,475430009180.0,491086034950.0,505496569160.0,514686930780.0
2094.0,553848074640.0,427666618520.0,562579987960.0,536963554000.0,517685742680.0,474059644040.0,468831872740.0,487705233730.0,503013374010.0,508087607650.0
2095.0,553181316950.0,424809016464.0,559277506020.0,534084273560.0,515559911120.0,472080844440.0,467788483170.0,484003961410.0,500366776030.0,504745774400.0
2096.0,549824633110.0,422586398470.0,558320847260.0,532368964530.0,514351456770.0,468011673200.0,465194536130.0,482902476790.0,498860040110.0,502377729960.0
2097.0,548272977940.0,419158651010.0,557950066910.0,530130615880.0,511476040940.0,466476361930.0,461873590050.0,479435850980.0,500594779170.0,499974747670.0
2098.0,546345045590.0,415881400362.0,555280956990.0,527648109960.0,509528327430.0,463244603100.0,458540250320.0,475403849020.0,496406683100.0,496174645530.0
2099.0,544675995460.0,413372850742.0,557041017500.0,525367042630.0,508139585880.0,459712631730.0,462149409280.0,472057014210.0,492174858380.0,491955394700.0
2100.0,545867141240.0,409837940954.0,552322798700.0,527982572350.0,509312704130.0,456577510340.0,455669190670.0,470891872850.0,489874774720.0,489985953890.0
