time,CNRM-CM6-1,IPSL-CM6A-LR,CESM2-WACCM,CANESM5,MPI-ESM1-2-HR,TAIESM1,EC-EARTH3,CNRM-ESM2-1,IITM-ESM,UKESM1-0-LL,MIROC6,GFDL-ESM4,KACE-1-0-G,MRI-ESM2-0
2012.0,44583946000000.0,44583946000000.0,44583946000000.0,44583946000000.0,44583946000000.0,44583946000000.0,44583946000000.0,44583946000000.0,44583946000000.0,44583946000000.0,44583946000000.0,44583946000000.0,44583946000000.0,44583946000000.0
2013.0,44590620000000.0,44590620000000.0,44590620000000.0,44590620000000.0,44590620000000.0,44590620000000.0,44590620000000.0,44590620000000.0,44590620000000.0,44590620000000.0,44590620000000.0,44590620000000.0,44590620000000.0,44590620000000.0
2014.0,44491520000000.0,44491520000000.0,44491520000000.0,44491520000000.0,44491520000000.0,44491520000000.0,44491520000000.0,44491520000000.0,44491520000000.0,44491520000000.0,44491520000000.0,44491520000000.0,44491520000000.0,44491520000000.0
2015.0,44576643000000.0,44576643000000.0,44576643000000.0,44576643000000.0,44576643000000.0,44576643000000.0,44576643000000.0,44576643000000.0,44576643000000.0,44576643000000.0,44576643000000.0,44576643000000.0,44576643000000.0,44576643000000.0
2016.0,44546583000000.0,44546583000000.0,44546583000000.0,44546583000000.0,44546583000000.0,44546583000000.0,44546583000000.0,44546583000000.0,44546583000000.0,44546583000000.0,44546583000000.0,44546583000000.0,44546583000000.0,44546583000000.0
2017.0,44558566000000.0,44558566000000.0,44558566000000.0,44558566000000.0,44558566000000.0,44558566000000.0,44558566000000.0,44558566000000.0,44558566000000.0,44558566000000.0,44558566000000.0,44558566000000.0,44558566000000.0,44558566000000.0
2018.0,44417700000000.0,44417700000000.0,44417700000000.0,44417700000000.0,44417700000000.0,44417700000000.0,44417700000000.0,44417700000000.0,44417700000000.0,44417700000000.0,44417700000000.0,44417700000000.0,44417700000000.0,44417700000000.0
2019.0,44381004000000.0,44381004000000.0,44381004000000.0,44381004000000.0,44381004000000.0,44381004000000.0,44381004000000.0,44381004000000.0,44381004000000.0,44381004000000.0,44381004000000.0,44381004000000.0,44381004000000.0,44381004000000.0
2020.0,44365060000000.0,44365060000000.0,44365060000000.0,44365060000000.0,44365060000000.0,44365060000000.0,44365060000000.0,44365060000000.0,44365060000000.0,44365060000000.0,44365060000000.0,44365060000000.0,44365060000000.0,44365060000000.0
2021.0,44208023000000.0,44294165000000.0,44277384000000.0,44262008000000.0,44319770000000.0,44347374000000.0,44219270000000.0,44300117000000.0,44150573000000.0,44241024000000.0,44326978000000.0,44361933000000.0,44392514000000.0,44255746000000.0
2022.0,44048180000000.0,44208070000000.0,44242278000000.0,44240270000000.0,44244585000000.0,44211815000000.0,44058070000000.0,44103023000000.0,44001164000000.0,44111097000000.0,44234000000000.0,44269868000000.0,44424625000000.0,44197634000000.0
2023.0,43717314000000.0,44059104000000.0,44179880000000.0,44187030000000.0,44228873000000.0,44052762000000.0,43980510000000.0,43934660000000.0,43783715000000.0,43981640000000.0,44203497000000.0,44158770000000.0,44347350000000.0,44086468000000.0
2024.0,43487265000000.0,43901960000000.0,44090350000000.0,44086330000000.0,44142118000000.0,43989827000000.0,43979690000000.0,43698113000000.0,43535910000000.0,43872700000000.0,44133528000000.0,44051122000000.0,44300323000000.0,43954343000000.0
2025.0,43281410000000.0,43745114000000.0,43997710000000.0,44040817000000.0,44050363000000.0,43832364000000.0,43912874000000.0,43360174000000.0,43149632000000.0,43827277000000.0,44191860000000.0,44033297000000.0,44250170000000.0,43769517000000.0
2026.0,43115092000000.0,43602570000000.0,43865340000000.0,43888410000000.0,44054180000000.0,43670573000000.0,43844196000000.0,43063300000000.0,42948645000000.0,43639860000000.0,44199404000000.0,43981200000000.0,44220463000000.0,43686763000000.0
2027.0,43010110000000.0,43500550000000.0,43710020000000.0,43785390000000.0,43957996000000.0,43620910000000.0,43678593000000.0,42892903000000.0,42716877000000.0,43460174000000.0,44162820000000.0,43939143000000.0,44102210000000.0,43593550000000.0
2028.0,42833134000000.0,43308613000000.0,43538410000000.0,43691280000000.0,43866260000000.0,43508052000000.0,43535830000000.0,42710310000000.0,42653215000000.0,43338342000000.0,44062490000000.0,43897053000000.0,44048520000000.0,43556115000000.0
2029.0,42741930000000.0,43161045000000.0,43502520000000.0,43647600000000.0,43769030000000.0,43354142000000.0,43467110000000.0,42505354000000.0,42492926000000.0,43221480000000.0,44020070000000.0,43812206000000.0,44001170000000.0,43486060000000.0
2030.0,42597200000000.0,43119035000000.0,43474125000000.0,43563874000000.0,43721830000000.0,43247520000000.0,43343060000000.0,42296550000000.0,42176256000000.0,43064488000000.0,43992637000000.0,43726395000000.0,43979020000000.0,43393900000000.0
2031.0,42345605000000.0,42966710000000.0,43398896000000.0,43549560000000.0,43625430000000.0,43166724000000.0,43205383000000.0,42222523000000.0,41929690000000.0,42962994000000.0,43991656000000.0,43704590000000.0,44015085000000.0,43237574000000.0
2032.0,42112800000000.0,42751475000000.0,43268113000000.0,43503500000000.0,43451610000000.0,43008310000000.0,43163494000000.0,41953173000000.0,41745614000000.0,42906980000000.0,43995883000000.0,43618710000000.0,43924920000000.0,43121434000000.0
2033.0,41932380000000.0,42701960000000.0,43162152000000.0,43383080000000.0,43267990000000.0,42836766000000.0,43078895000000.0,41728946000000.0,41564743000000.0,42831528000000.0,43917650000000.0,43571198000000.0,43812700000000.0,42977326000000.0
2034.0,41774685000000.0,42515995000000.0,43048400000000.0,43256415000000.0,43171703000000.0,42689026000000.0,42899170000000.0,41608520000000.0,41396262000000.0,42692680000000.0,43926598000000.0,43543050000000.0,43741870000000.0,42897900000000.0
2035.0,41594140000000.0,42442426000000.0,42911337000000.0,43130970000000.0,43055785000000.0,42507237000000.0,42761365000000.0,41444274000000.0,41249105000000.0,42605050000000.0,43839670000000.0,43349864000000.0,43644220000000.0,42713634000000.0
2036.0,41409350000000.0,42350244000000.0,42702486000000.0,43065020000000.0,43036176000000.0,42259380000000.0,42668630000000.0,41339890000000.0,40942627000000.0,42433027000000.0,43798770000000.0,43216586000000.0,43581300000000.0,42576850000000.0
2037.0,41235350000000.0,42274424000000.0,42468120000000.0,42938143000000.0,42904300000000.0,42065140000000.0,42613906000000.0,41031496000000.0,40775600000000.0,42348130000000.0,43864200000000.0,43166550000000.0,43553888000000.0,42518893000000.0
2038.0,41070090000000.0,42201550000000.0,42366484000000.0,42867846000000.0,42850067000000.0,41900183000000.0,42472193000000.0,40655570000000.0,40500485000000.0,42193600000000.0,43838043000000.0,43091280000000.0,43540110000000.0,42398890000000.0
2039.0,40980238000000.0,42039810000000.0,42126386000000.0,42776890000000.0,42845314000000.0,41667620000000.0,42292577000000.0,40450203000000.0,40272654000000.0,42022940000000.0,43777600000000.0,42936900000000.0,43462708000000.0,42377725000000.0
2040.0,40662830000000.0,41888560000000.0,41975865000000.0,42656980000000.0,42786400000000.0,41388813000000.0,42213450000000.0,40269483000000.0,40098760000000.0,41923450000000.0,43687190000000.0,42778990000000.0,43398833000000.0,42315020000000.0
2041.0,40392240000000.0,41763140000000.0,41756167000000.0,42516884000000.0,42703216000000.0,41203190000000.0,42100030000000.0,40036507000000.0,39972363000000.0,41725154000000.0,43605450000000.0,42630960000000.0,43293333000000.0,42141090000000.0
2042.0,40081503000000.0,41640620000000.0,41603120000000.0,42388685000000.0,42683574000000.0,40931907000000.0,41868415000000.0,39946123000000.0,39723860000000.0,41618212000000.0,43460050000000.0,42532117000000.0,43101297000000.0,42002528000000.0
2043.0,39657320000000.0,41485454000000.0,41334094000000.0,42238504000000.0,42625420000000.0,40793170000000.0,41794240000000.0,39626320000000.0,39483353000000.0,41486884000000.0,43411755000000.0,42567106000000.0,43014567000000.0,41937185000000.0
2044.0,39396030000000.0,41312733000000.0,41135163000000.0,42157450000000.0,42520155000000.0,40510260000000.0,41782725000000.0,39350960000000.0,39248254000000.0,41315916000000.0,43393674000000.0,42510605000000.0,42996163000000.0,41818243000000.0
2045.0,39114892000000.0,41145166000000.0,41000316000000.0,42065853000000.0,42455930000000.0,40239133000000.0,41805760000000.0,38927670000000.0,39075457000000.0,41073650000000.0,43395120000000.0,42433123000000.0,42928857000000.0,41777617000000.0
2046.0,38896480000000.0,41012852000000.0,40698682000000.0,41997000000000.0,42337556000000.0,40057610000000.0,41608007000000.0,38605607000000.0,39005396000000.0,40907835000000.0,43454424000000.0,42397065000000.0,42849200000000.0,41637990000000.0
2047.0,38658520000000.0,40871223000000.0,40421577000000.0,41936723000000.0,42255126000000.0,39820790000000.0,41334780000000.0,38328920000000.0,38743403000000.0,40638054000000.0,43431960000000.0,42316094000000.0,42750855000000.0,41515730000000.0
2048.0,38541520000000.0,40804050000000.0,40208750000000.0,41802480000000.0,42239275000000.0,39603466000000.0,41140133000000.0,38096620000000.0,38594396000000.0,40389200000000.0,43339220000000.0,42276380000000.0,42771450000000.0,41421290000000.0
2049.0,38360135000000.0,40624674000000.0,40029190000000.0,41672290000000.0,42163904000000.0,39324607000000.0,40965950000000.0,37976650000000.0,38275340000000.0,40235983000000.0,43301604000000.0,42304165000000.0,42622310000000.0,41303606000000.0
2050.0,38000323000000.0,40424933000000.0,39795053000000.0,41536234000000.0,42076717000000.0,39066200000000.0,40802980000000.0,37895147000000.0,37998450000000.0,40061440000000.0,43221426000000.0,42310314000000.0,42614890000000.0,41235170000000.0
2051.0,37681564000000.0,40289480000000.0,39621224000000.0,41282433000000.0,41882625000000.0,38785253000000.0,40631347000000.0,37754583000000.0,37864977000000.0,39893833000000.0,43164690000000.0,42262050000000.0,42492246000000.0,41187750000000.0
2052.0,37360285000000.0,40218376000000.0,39355343000000.0,41074437000000.0,41754450000000.0,38478500000000.0,40555724000000.0,37502740000000.0,37598014000000.0,39804717000000.0,43166766000000.0,42185257000000.0,42373376000000.0,41077840000000.0
2053.0,37079745000000.0,40127110000000.0,39045890000000.0,40927666000000.0,41634025000000.0,38338770000000.0,40463530000000.0,37290735000000.0,37463423000000.0,39575730000000.0,43092540000000.0,42044756000000.0,42063106000000.0,40957953000000.0
2054.0,36863550000000.0,39994340000000.0,38711757000000.0,40819105000000.0,41499266000000.0,38122428000000.0,40274936000000.0,36961400000000.0,37286760000000.0,39345545000000.0,43069047000000.0,41842850000000.0,41846640000000.0,40742802000000.0
2055.0,36653964000000.0,39866960000000.0,38495523000000.0,40737770000000.0,41413720000000.0,37782150000000.0,40086385000000.0,36699630000000.0,37006785000000.0,39113650000000.0,43030464000000.0,41803353000000.0,41717360000000.0,40635340000000.0
2056.0,36393967000000.0,39695627000000.0,38231878000000.0,40657385000000.0,41446280000000.0,37450773000000.0,39981393000000.0,36404826000000.0,36836680000000.0,38889100000000.0,43045374000000.0,41713855000000.0,41656350000000.0,40499092000000.0
2057.0,36122495000000.0,39508070000000.0,37920390000000.0,40514380000000.0,41450377000000.0,37079020000000.0,39679945000000.0,36111594000000.0,36699485000000.0,38768204000000.0,42971106000000.0,41591130000000.0,41587810000000.0,40347703000000.0
2058.0,35922704000000.0,39369142000000.0,37711537000000.0,40387210000000.0,41405560000000.0,36770490000000.0,39497390000000.0,35912310000000.0,36511830000000.0,38504654000000.0,42951896000000.0,41463100000000.0,41359524000000.0,40093720000000.0
2059.0,35656877000000.0,39302092000000.0,37514866000000.0,40227970000000.0,41315850000000.0,36404365000000.0,39294340000000.0,35753485000000.0,36359314000000.0,38191530000000.0,42929133000000.0,41327910000000.0,41312710000000.0,40000430000000.0
2060.0,35336734000000.0,39130420000000.0,37357894000000.0,40043972000000.0,41220584000000.0,36011627000000.0,39194563000000.0,35461720000000.0,36056032000000.0,38012790000000.0,42985375000000.0,41285620000000.0,41103915000000.0,39929050000000.0
2061.0,34922713000000.0,38977768000000.0,37092638000000.0,39947300000000.0,41118037000000.0,35753728000000.0,39037633000000.0,35088920000000.0,35744857000000.0,37752730000000.0,43012118000000.0,41189110000000.0,40900814000000.0,39860670000000.0
2062.0,34680340000000.0,38817164000000.0,36901046000000.0,39833970000000.0,41021300000000.0,35461033000000.0,38790593000000.0,34603757000000.0,35585855000000.0,37471060000000.0,43018636000000.0,41092550000000.0,40773430000000.0,39829153000000.0
2063.0,34458020000000.0,38702280000000.0,36715234000000.0,39725876000000.0,40815854000000.0,35268204000000.0,38603426000000.0,34405964000000.0,35393618000000.0,37296030000000.0,43036973000000.0,40973760000000.0,40598880000000.0,39775650000000.0
2064.0,34257290000000.0,38533590000000.0,36588327000000.0,39576580000000.0,40631710000000.0,34952326000000.0,38400594000000.0,34053265000000.0,35223310000000.0,37175310000000.0,43045040000000.0,40950894000000.0,40549562000000.0,39582080000000.0
2065.0,34076230000000.0,38391752000000.0,36381863000000.0,39478207000000.0,40501865000000.0,34650770000000.0,38298706000000.0,33687780000000.0,35013047000000.0,36994380000000.0,43045810000000.0,40899543000000.0,40388253000000.0,39411677000000.0
2066.0,33714157000000.0,38179140000000.0,36011237000000.0,39350163000000.0,40365610000000.0,34333730000000.0,38156137000000.0,33287616000000.0,34868535000000.0,36826572000000.0,43064987000000.0,40865284000000.0,40317850000000.0,39267917000000.0
2067.0,33413256000000.0,38038843000000.0,35730747000000.0,39250427000000.0,40324127000000.0,34045394000000.0,37970050000000.0,32948745000000.0,34619123000000.0,36672536000000.0,42963862000000.0,40802960000000.0,40150190000000.0,39185780000000.0
2068.0,33135092000000.0,37915472000000.0,35618090000000.0,39154625000000.0,40200120000000.0,33738698000000.0,37689660000000.0,32668643000000.0,34453130000000.0,36617420000000.0,42925484000000.0,40657104000000.0,39992936000000.0,39079048000000.0
2069.0,32787264000000.0,37840830000000.0,35476310000000.0,38993730000000.0,40159223000000.0,33501882000000.0,37556110000000.0,32492327000000.0,34158076000000.0,36446440000000.0,42823910000000.0,40538154000000.0,39851466000000.0,38963580000000.0
2070.0,32507574000000.0,37782470000000.0,35149832000000.0,38872430000000.0,40069100000000.0,33163374000000.0,37426177000000.0,32293731000000.0,33913093000000.0,36300330000000.0,42795897000000.0,40409305000000.0,39701986000000.0,38826983000000.0
2071.0,32288760000000.0,37683140000000.0,34918378000000.0,38744280000000.0,40030425000000.0,32843258000000.0,37340720000000.0,31838987000000.0,33669893000000.0,36114094000000.0,42776037000000.0,40320180000000.0,39543676000000.0,38729855000000.0
2072.0,31988973000000.0,37548336000000.0,34705175000000.0,38605985000000.0,40026380000000.0,32535602000000.0,37162430000000.0,31624658000000.0,33458169000000.0,35831687000000.0,42772850000000.0,40247530000000.0,39388277000000.0,38599823000000.0
2073.0,31756095000000.0,37427360000000.0,34385147000000.0,38492060000000.0,39929246000000.0,32329618000000.0,37008730000000.0,31403700000000.0,33200412000000.0,35557426000000.0,42710110000000.0,40167970000000.0,39331754000000.0,38470647000000.0
2074.0,31413076000000.0,37344602000000.0,34084133000000.0,38329098000000.0,39792226000000.0,32033860000000.0,36847550000000.0,31138456000000.0,32979848000000.0,35394160000000.0,42672060000000.0,40187030000000.0,39205890000000.0,38327270000000.0
2075.0,31151125000000.0,37275337000000.0,33911317000000.0,38209413000000.0,39787742000000.0,31705810000000.0,36746400000000.0,30999770000000.0,32835193000000.0,35206153000000.0,42583263000000.0,40100570000000.0,39095657000000.0,38266074000000.0
2076.0,30945710000000.0,37188985000000.0,33664256000000.0,38028670000000.0,39762580000000.0,31358936000000.0,36740757000000.0,30759373000000.0,32610816000000.0,35018420000000.0,42567210000000.0,40074290000000.0,38940363000000.0,38174034000000.0
2077.0,30775634000000.0,37096375000000.0,33391175000000.0,37925245000000.0,39731757000000.0,31088630000000.0,36452100000000.0,30404030000000.0,32435910000000.0,34952800000000.0,42521830000000.0,40059718000000.0,38869670000000.0,38035870000000.0
2078.0,30509843000000.0,36936030000000.0,33022429000000.0,37780900000000.0,39638280000000.0,30839222000000.0,36226896000000.0,30076104000000.0,32301031000000.0,34785651000000.0,42517374000000.0,40025048000000.0,38679037000000.0,37844740000000.0
2079.0,30207254000000.0,36871023000000.0,32700566000000.0,37643312000000.0,39511340000000.0,30615238000000.0,36004730000000.0,29830620000000.0,32106718000000.0,34665224000000.0,42469660000000.0,39932614000000.0,38543060000000.0,37648685000000.0
2080.0,29979346000000.0,36717965000000.0,32446691000000.0,37465654000000.0,39382208000000.0,30285261000000.0,35855510000000.0,29566494000000.0,31819974000000.0,34495739000000.0,42394657000000.0,39883800000000.0,38365374000000.0,37460625000000.0
2081.0,29782383000000.0,36489440000000.0,32136575000000.0,37254106000000.0,39212796000000.0,30074010000000.0,35485527000000.0,29295870000000.0,31600528000000.0,34343210000000.0,42248268000000.0,39750237000000.0,38082990000000.0,37278650000000.0
2082.0,29567760000000.0,36264376000000.0,31856282000000.0,37089250000000.0,39122807000000.0,29851206000000.0,35304866000000.0,29014402000000.0,31516959000000.0,34155922000000.0,42214634000000.0,39613364000000.0,37816230000000.0,37076225000000.0
2083.0,29297855000000.0,36111010000000.0,31619360000000.0,36928246000000.0,39083130000000.0,29577130000000.0,35270997000000.0,28670821000000.0,31356346000000.0,34043471000000.0,42136230000000.0,39536994000000.0,37652594000000.0,36946567000000.0
2084.0,29005074000000.0,35966250000000.0,31409452000000.0,36805550000000.0,38913045000000.0,29321650000000.0,35046166000000.0,28429565000000.0,31114937000000.0,33825195000000.0,42123110000000.0,39486113000000.0,37470436000000.0,36867634000000.0
2085.0,28680974000000.0,35874550000000.0,31077893000000.0,36706732000000.0,38773410000000.0,29040585000000.0,34827160000000.0,28112110000000.0,30950780000000.0,33710764000000.0,42228740000000.0,39412574000000.0,37225440000000.0,36714080000000.0
2086.0,28267654000000.0,35812155000000.0,30920800000000.0,36577732000000.0,38698620000000.0,28648508000000.0,34628890000000.0,27809680000000.0,30636597000000.0,33610824000000.0,42276120000000.0,39387100000000.0,36987400000000.0,36543330000000.0
2087.0,27994404000000.0,35730270000000.0,30605998000000.0,36334990000000.0,38595570000000.0,28311864000000.0,34403336000000.0,27388832000000.0,30570826000000.0,33401214000000.0,42286646000000.0,39252805000000.0,36806054000000.0,36352414000000.0
2088.0,27706608000000.0,35633810000000.0,30343548000000.0,36066002000000.0,38578510000000.0,28016065000000.0,34217954000000.0,27158534000000.0,30440870000000.0,33155840000000.0,42222255000000.0,39202430000000.0,36656550000000.0,36179563000000.0
2089.0,27574988000000.0,35545086000000.0,30162826000000.0,35874272000000.0,38512540000000.0,27698452000000.0,34107060000000.0,26972710000000.0,30261920000000.0,32958308000000.0,42211170000000.0,39137185000000.0,36500624000000.0,35980240000000.0
2090.0,27408197000000.0,35478217000000.0,29941922000000.0,35706240000000.0,38466826000000.0,27473113000000.0,33875034000000.0,26829082000000.0,30115604000000.0,32752093000000.0,42237644000000.0,39100150000000.0,36295800000000.0,35707385000000.0
2091.0,27174300000000.0,35375180000000.0,29708207000000.0,35549994000000.0,38332222000000.0,27193843000000.0,33756837000000.0,26700446000000.0,29843210000000.0,32608163000000.0,42237484000000.0,39011423000000.0,36040094000000.0,35538254000000.0
2092.0,26923800000000.0,35203116000000.0,29504284000000.0,35443475000000.0,38168040000000.0,26953183000000.0,33611581000000.0,26575332000000.0,29770497000000.0,32357613000000.0,42296788000000.0,38953248000000.0,35839724000000.0,35422130000000.0
2093.0,26659642000000.0,35027710000000.0,29202015000000.0,35305843000000.0,38086986000000.0,26666000000000.0,33506747000000.0,26310093000000.0,29531077000000.0,32211655000000.0,42238302000000.0,38882850000000.0,35677396000000.0,35270560000000.0
2094.0,26420294000000.0,34931730000000.0,28928452000000.0,35153242000000.0,38031424000000.0,26432833000000.0,33419956000000.0,25957637000000.0,29383566000000.0,32007847000000.0,42294580000000.0,38842310000000.0,35444560000000.0,35051211000000.0
2095.0,26047687000000.0,34816207000000.0,28624917000000.0,35004717000000.0,37916953000000.0,26214626000000.0,33237515000000.0,25667417000000.0,29237327000000.0,31794525000000.0,42222423000000.0,38650960000000.0,35250973000000.0,34810857000000.0
2096.0,25865363000000.0,34645962000000.0,28347648000000.0,34825637000000.0,37855506000000.0,25886120000000.0,33098444000000.0,25396750000000.0,29075175000000.0,31550545000000.0,42160310000000.0,38586450000000.0,35088369000000.0,34694639000000.0
2097.0,25635037000000.0,34422787000000.0,27984367000000.0,34631974000000.0,37715106000000.0,25664822000000.0,32980425000000.0,25117118000000.0,28876021000000.0,31355290000000.0,42076016000000.0,38571537000000.0,34940629000000.0,34568360000000.0
2098.0,25508408000000.0,34248854000000.0,27748995000000.0,34462900000000.0,37649004000000.0,25435182000000.0,32877855000000.0,24847554000000.0,28766869000000.0,31188333000000.0,42051626000000.0,38534550000000.0,34796530000000.0,34419042000000.0
2099.0,25300033000000.0,34105064000000.0,27484530000000.0,34266784000000.0,37566292000000.0,25135147000000.0,32806258000000.0,24597076000000.0,28709862000000.0,31041320000000.0,42096410000000.0,38448910000000.0,34603840000000.0,34319538000000.0
2100.0,24995783000000.0,33987376000000.0,27229566000000.0,34108728000000.0,37546810000000.0,24858744000000.0,32743580000000.0,24360608000000.0,28650416000000.0,30984198000000.0,42040755000000.0,38442294000000.0,34367905000000.0,34165125000000.0
