time,IPSL-CM6A-LR,MRI-ESM2-0
2000.0,45094414000000.0,45094414000000.0
2001.0,45088198000000.0,45088198000000.0
2002.0,45083403000000.0,45083403000000.0
2003.0,44963648000000.0,44963648000000.0
2004.0,44928374000000.0,44928374000000.0
2005.0,44901643000000.0,44901643000000.0
2006.0,44931305000000.0,44931305000000.0
2007.0,44831990000000.0,44831990000000.0
2008.0,44776573000000.0,44776573000000.0
2009.0,44758018000000.0,44758018000000.0
2010.0,44673720000000.0,44673720000000.0
2011.0,44648542000000.0,44648542000000.0
2012.0,44583946000000.0,44583946000000.0
2013.0,44590620000000.0,44590620000000.0
2014.0,44491520000000.0,44491520000000.0
2015.0,44576643000000.0,44576643000000.0
2016.0,44546583000000.0,44546583000000.0
2017.0,44558566000000.0,44558566000000.0
2018.0,44417700000000.0,44417700000000.0
2019.0,44381004000000.0,44381004000000.0
2020.0,44365060000000.0,44365060000000.0
2021.0,44299170000000.0,44246753000000.0
2022.0,44234810000000.0,44137043000000.0
2023.0,44125950000000.0,44144093000000.0
2024.0,44075210000000.0,43988160000000.0
2025.0,43906220000000.0,43855620000000.0
2026.0,43785107000000.0,43765792000000.0
2027.0,43617507000000.0,43696276000000.0
2028.0,43498867000000.0,43548607000000.0
2029.0,43361474000000.0,43585310000000.0
2030.0,43240477000000.0,43582210000000.0
2031.0,43144243000000.0,43529905000000.0
2032.0,42970745000000.0,43463194000000.0
2033.0,42728440000000.0,43394873000000.0
2034.0,42567380000000.0,43342630000000.0
2035.0,42429885000000.0,43253250000000.0
2036.0,42239187000000.0,43147288000000.0
2037.0,42057087000000.0,43039658000000.0
2038.0,41847276000000.0,43013074000000.0
2039.0,41535534000000.0,42900113000000.0
2040.0,41358240000000.0,42772434000000.0
2041.0,41155460000000.0,42712170000000.0
2042.0,40956997000000.0,42623037000000.0
2043.0,40833610000000.0,42587054000000.0
2044.0,40725410000000.0,42444205000000.0
2045.0,40610484000000.0,42289506000000.0
2046.0,40504025000000.0,42117090000000.0
2047.0,40357325000000.0,41959134000000.0
2048.0,40198222000000.0,41835520000000.0
2049.0,39971625000000.0,41726700000000.0
2050.0,39781476000000.0,41555327000000.0
2051.0,39600720000000.0,41357276000000.0
2052.0,39373265000000.0,41150648000000.0
2053.0,39166973000000.0,41026786000000.0
2054.0,38938930000000.0,40866454000000.0
2055.0,38690630000000.0,40593628000000.0
2056.0,38489563000000.0,40323880000000.0
2057.0,38283230000000.0,40100503000000.0
2058.0,38063120000000.0,39873220000000.0
2059.0,37840876000000.0,39748467000000.0
2060.0,37607680000000.0,39527146000000.0
2061.0,37411833000000.0,39308426000000.0
2062.0,37198036000000.0,39103316000000.0
2063.0,37004796000000.0,38953920000000.0
2064.0,36762726000000.0,38803645000000.0
2065.0,36526760000000.0,38602965000000.0
2066.0,36326230000000.0,38371615000000.0
2067.0,36146378000000.0,38108544000000.0
2068.0,35906570000000.0,37845817000000.0
2069.0,35686153000000.0,37641380000000.0
2070.0,35459140000000.0,37385030000000.0
2071.0,35193660000000.0,37253480000000.0
2072.0,34895480000000.0,37080940000000.0
2073.0,34593638000000.0,36848420000000.0
2074.0,34378930000000.0,36524834000000.0
2075.0,34208773000000.0,36291907000000.0
2076.0,34010235000000.0,35997120000000.0
2077.0,33807336000000.0,35803414000000.0
2078.0,33618947000000.0,35630797000000.0
2079.0,33411893000000.0,35340100000000.0
2080.0,33054244000000.0,35059814000000.0
2081.0,32851640000000.0,34702667000000.0
2082.0,32587190000000.0,34365808000000.0
2083.0,32306557000000.0,34103294000000.0
2084.0,32038410000000.0,33844424000000.0
2085.0,31781395000000.0,33626503000000.0
2086.0,31560011000000.0,33342141000000.0
2087.0,31319793000000.0,33054007000000.0
2088.0,31137129000000.0,32845040000000.0
2089.0,30925224000000.0,32578235000000.0
2090.0,30768450000000.0,32317144000000.0
2091.0,30643851000000.0,32079373000000.0
2092.0,30382815000000.0,31805965000000.0
2093.0,30103157000000.0,31518938000000.0
2094.0,29811056000000.0,31253103000000.0
2095.0,29621888000000.0,30918488000000.0
2096.0,29322086000000.0,30621860000000.0
2097.0,29077826000000.0,30429780000000.0
2098.0,28776279000000.0,30186976000000.0
2099.0,28557496000000.0,29981940000000.0
2100.0,28242682000000.0,29728266000000.0
