time,TAIESM1,MPI-ESM1-2-HR,CESM2-WACCM,IPSL-CM6A-LR,MRI-ESM2-0,KACE-1-0-G,GFDL-ESM4,UKESM1-0-LL,IITM-ESM
2036.0,41945238000000.0,42959900000000.0,42720140000000.0,42999933000000.0,43181043000000.0,43392063000000.0,43050437000000.0,42108300000000.0,41013820000000.0
2037.0,41782356000000.0,42814430000000.0,42542997000000.0,42891890000000.0,43146633000000.0,43333045000000.0,42902990000000.0,41920440000000.0,40719930000000.0
2038.0,41539970000000.0,42737915000000.0,42440370000000.0,42690230000000.0,43071404000000.0,43228053000000.0,42748270000000.0,41716860000000.0,40444768000000.0
2039.0,41341590000000.0,42706490000000.0,42330418000000.0,42483044000000.0,42933270000000.0,43117980000000.0,42614066000000.0,41510400000000.0,40074335000000.0
2040.0,40993903000000.0,42645947000000.0,42168903000000.0,42253892000000.0,42835647000000.0,43023832000000.0,42492070000000.0,41342483000000.0,39473580000000.0
2041.0,40747310000000.0,42495493000000.0,41954004000000.0,41984930000000.0,42723504000000.0,42943193000000.0,42455815000000.0,41204970000000.0,39078876000000.0
2042.0,40521456000000.0,42436560000000.0,41732255000000.0,41833506000000.0,42660404000000.0,42796950000000.0,42349703000000.0,40977713000000.0,38782544000000.0
2043.0,40173396000000.0,42230800000000.0,41465620000000.0,41554280000000.0,42593023000000.0,42670785000000.0,42199337000000.0,40757474000000.0,38496390000000.0
2044.0,39823033000000.0,42019320000000.0,41187130000000.0,41278960000000.0,42446747000000.0,42597290000000.0,42178236000000.0,40623530000000.0,38168024000000.0
2045.0,39495626000000.0,41860570000000.0,40978904000000.0,41065750000000.0,42416590000000.0,42572844000000.0,42129364000000.0,40462593000000.0,37705670000000.0
2046.0,39174384000000.0,41737850000000.0,40777888000000.0,40782103000000.0,42334192000000.0,42484440000000.0,42080886000000.0,40171020000000.0,37269415000000.0
2047.0,38937960000000.0,41627658000000.0,40511444000000.0,40471970000000.0,42172860000000.0,42423116000000.0,42005418000000.0,39994750000000.0,36675103000000.0
2048.0,38628177000000.0,41518730000000.0,40280183000000.0,40104664000000.0,41942470000000.0,42223157000000.0,41946945000000.0,39885012000000.0,36226845000000.0
2049.0,38344445000000.0,41334702000000.0,40091867000000.0,39794315000000.0,41839235000000.0,42083277000000.0,41844110000000.0,39700253000000.0,35793830000000.0
2050.0,37942496000000.0,41176110000000.0,39822165000000.0,39562324000000.0,41607617000000.0,41866884000000.0,41852137000000.0,39396313000000.0,35429005000000.0
2051.0,37673457000000.0,41051226000000.0,39623602000000.0,39279770000000.0,41417754000000.0,41679734000000.0,41752330000000.0,39187180000000.0,35093932000000.0
2052.0,37195574000000.0,40936743000000.0,39443410000000.0,39081720000000.0,41209190000000.0,41461958000000.0,41549614000000.0,39001330000000.0,34568363000000.0
2053.0,36882780000000.0,40815210000000.0,39196576000000.0,38858000000000.0,41060920000000.0,41395520000000.0,41522710000000.0,38660600000000.0,34172301000000.0
2054.0,36485533000000.0,40704982000000.0,38957210000000.0,38705025000000.0,40893160000000.0,41271263000000.0,41470350000000.0,38328624000000.0,33981740000000.0
2055.0,36200857000000.0,40646580000000.0,38606282000000.0,38563550000000.0,40792693000000.0,41103626000000.0,41338502000000.0,38093360000000.0,33561244000000.0
2056.0,35919280000000.0,40505933000000.0,38313470000000.0,38339260000000.0,40642630000000.0,40933115000000.0,41306458000000.0,37765073000000.0,33178480000000.0
2057.0,35514963000000.0,40188374000000.0,37979775000000.0,38171534000000.0,40536723000000.0,40727166000000.0,41215534000000.0,37500080000000.0,32844078000000.0
2058.0,35123085000000.0,40031910000000.0,37548550000000.0,37947273000000.0,40408100000000.0,40653350000000.0,41065940000000.0,37295877000000.0,32355742000000.0
2059.0,34661665000000.0,39962050000000.0,37304765000000.0,37778800000000.0,40177990000000.0,40496706000000.0,40894196000000.0,37014653000000.0,32095710000000.0
2060.0,34340354000000.0,39714803000000.0,36992235000000.0,37559896000000.0,39992798000000.0,40257395000000.0,40691254000000.0,36754360000000.0,31535544000000.0
2061.0,33930718000000.0,39575985000000.0,36772990000000.0,37382108000000.0,39806830000000.0,40007977000000.0,40591280000000.0,36506815000000.0,31223152000000.0
2062.0,33574483000000.0,39416530000000.0,36402155000000.0,37174540000000.0,39678212000000.0,39817765000000.0,40559900000000.0,36179210000000.0,30956874000000.0
2063.0,33293091000000.0,39301480000000.0,36004925000000.0,36983145000000.0,39566774000000.0,39699377000000.0,40459870000000.0,35843083000000.0,30558881000000.0
2064.0,32831506000000.0,39194660000000.0,35666240000000.0,36853944000000.0,39504967000000.0,39515590000000.0,40375712000000.0,35506826000000.0,30204668000000.0
2065.0,32407678000000.0,39095420000000.0,35361955000000.0,36517586000000.0,39441120000000.0,39376923000000.0,40280414000000.0,35201130000000.0,29797180000000.0
2066.0,31972993000000.0,38905907000000.0,35114252000000.0,36321220000000.0,39339967000000.0,39227283000000.0,40147000000000.0,34746638000000.0,29450654000000.0
2067.0,31411738000000.0,38764960000000.0,34787522000000.0,36114866000000.0,39146295000000.0,39076030000000.0,40049590000000.0,34472773000000.0,29106092000000.0
2068.0,31015668000000.0,38672150000000.0,34448268000000.0,35841527000000.0,38939725000000.0,38916053000000.0,39921478000000.0,34156436000000.0,28651790000000.0
2069.0,30616272000000.0,38563048000000.0,34141794000000.0,35583364000000.0,38699874000000.0,38748704000000.0,39762543000000.0,33852077000000.0,28220034000000.0
2070.0,30188906000000.0,38386765000000.0,33735058000000.0,35249673000000.0,38401693000000.0,38508043000000.0,39655483000000.0,33506638000000.0,27873472000000.0
2071.0,29728774000000.0,38244184000000.0,33410200000000.0,35028797000000.0,38195044000000.0,38308625000000.0,39508117000000.0,33138873000000.0,27385240000000.0
2072.0,29230673000000.0,38081680000000.0,33006300000000.0,34888737000000.0,37984116000000.0,38068006000000.0,39441876000000.0,32678477000000.0,26988990000000.0
2073.0,28623826000000.0,37913673000000.0,32577940000000.0,34675244000000.0,37811170000000.0,37812730000000.0,39361190000000.0,32215170000000.0,26524349000000.0
2074.0,28180612000000.0,37668130000000.0,32231668000000.0,34414793000000.0,37661536000000.0,37614040000000.0,39244150000000.0,31866522000000.0,26175028000000.0
2075.0,27684172000000.0,37552000000000.0,31894530000000.0,34165740000000.0,37488605000000.0,37408565000000.0,39133560000000.0,31552330000000.0,25857289000000.0
2076.0,27258200000000.0,37436118000000.0,31506888000000.0,33874450000000.0,37359450000000.0,37174435000000.0,39055157000000.0,31219840000000.0,25433236000000.0
2077.0,26805237000000.0,37315095000000.0,31104675000000.0,33644542000000.0,37214520000000.0,36882840000000.0,38955177000000.0,30862708000000.0,24996227000000.0
2078.0,26317611000000.0,37214105000000.0,30800985000000.0,33434557000000.0,37096882000000.0,36629834000000.0,38771664000000.0,30571621000000.0,24453130000000.0
2079.0,26075007000000.0,37174690000000.0,30480790000000.0,33154780000000.0,36931656000000.0,36417103000000.0,38653967000000.0,30216040000000.0,24121161000000.0
2080.0,25685440000000.0,37030742000000.0,30082521000000.0,32857330000000.0,36714152000000.0,36148460000000.0,38475626000000.0,29820883000000.0,23769406000000.0
2081.0,25177413000000.0,36896734000000.0,29588887000000.0,32582199000000.0,36602026000000.0,35924793000000.0,38343060000000.0,29456853000000.0,23435055000000.0
2082.0,24704868000000.0,36743487000000.0,29075140000000.0,32316408000000.0,36430303000000.0,35643830000000.0,38272440000000.0,29089421000000.0,23005955000000.0
2083.0,24364420000000.0,36614198000000.0,28760026000000.0,31962174000000.0,36130074000000.0,35465537000000.0,38093900000000.0,28736690000000.0,22646211000000.0
2084.0,23991380000000.0,36521900000000.0,28236750000000.0,31595036000000.0,35873073000000.0,35213920000000.0,37967976000000.0,28364815000000.0,22393274000000.0
2085.0,23726030000000.0,36447580000000.0,27895326000000.0,31272317000000.0,35627020000000.0,34926064000000.0,37900712000000.0,27908150000000.0,21819665000000.0
2086.0,23322396000000.0,36369690000000.0,27470240000000.0,30996418000000.0,35383572000000.0,34710374000000.0,37806013000000.0,27457428000000.0,21560025000000.0
2087.0,23023541000000.0,36289655000000.0,27096475000000.0,30801314000000.0,35214605000000.0,34492490000000.0,37720730000000.0,27191125000000.0,21353495000000.0
2088.0,22735560000000.0,36192030000000.0,26678317000000.0,30663403000000.0,35020698000000.0,34316292000000.0,37617960000000.0,26942533000000.0,21008331000000.0
2089.0,22408132000000.0,36053970000000.0,26259367000000.0,30348692000000.0,34726870000000.0,34116964000000.0,37516594000000.0,26571627000000.0,20729733000000.0
2090.0,21986588000000.0,35947830000000.0,25862894000000.0,30140636000000.0,34490494000000.0,33923686000000.0,37447182000000.0,26135214000000.0,20204826000000.0
2091.0,21597850000000.0,35871510000000.0,25509115000000.0,29930260000000.0,34278723000000.0,33696355000000.0,37360473000000.0,25756642000000.0,19896306000000.0
2092.0,21222002000000.0,35788350000000.0,25097851000000.0,29716002000000.0,34120478000000.0,33559820000000.0,37224850000000.0,25425886000000.0,19573130000000.0
2093.0,20865171000000.0,35727180000000.0,24670852000000.0,29433646000000.0,33932945000000.0,33364107000000.0,37122590000000.0,25091916000000.0,19216822000000.0
2094.0,20509290000000.0,35536250000000.0,24299696000000.0,29320480000000.0,33712314000000.0,33148750000000.0,36997322000000.0,24729887000000.0,18802420000000.0
2095.0,20186814000000.0,35301310000000.0,23958007000000.0,29159997000000.0,33480138000000.0,32878434000000.0,36896797000000.0,24364867000000.0,18505733000000.0
2096.0,19974510000000.0,35146829000000.0,23655749000000.0,28958502000000.0,33279875000000.0,32658710000000.0,36779150000000.0,24053211000000.0,18277315000000.0
2097.0,19587301000000.0,35026947000000.0,23275724000000.0,28759424000000.0,33022080000000.0,32427362000000.0,36666715000000.0,23767628000000.0,18010255000000.0
2098.0,19280639000000.0,34872687000000.0,22850860000000.0,28519644000000.0,32738365000000.0,32237473000000.0,36568996000000.0,23511842000000.0,17782427000000.0
2099.0,18975910000000.0,34749456000000.0,22512656000000.0,28265543000000.0,32489345000000.0,32089055000000.0,36469033000000.0,23216960000000.0,17486657000000.0
2100.0,18616328000000.0,34627163000000.0,22172240000000.0,27977243000000.0,32112237000000.0,31880599000000.0,36232306000000.0,22893623000000.0,17112795000000.0
