time,IPSL-CM6A-LR,UKESM1-0-LL,MRI-ESM2-0,GFDL-ESM4
2048.0,41112253000000.0,41459040000000.0,42266000000000.0,41776245000000.0
2049.0,40937384000000.0,41196236000000.0,42136870000000.0,41669330000000.0
2050.0,40785250000000.0,40885396000000.0,42136490000000.0,41594590000000.0
2051.0,40667326000000.0,40659872000000.0,42006060000000.0,41516513000000.0
2052.0,40489902000000.0,40493200000000.0,41894487000000.0,41461727000000.0
2053.0,40356775000000.0,40316720000000.0,41793000000000.0,41407650000000.0
2054.0,40203060000000.0,40105130000000.0,41613420000000.0,41354214000000.0
2055.0,40072762000000.0,39957788000000.0,41465082000000.0,41353094000000.0
2056.0,39884803000000.0,39844512000000.0,41345746000000.0,41270743000000.0
2057.0,39787277000000.0,39678577000000.0,41069824000000.0,41153330000000.0
2058.0,39724345000000.0,39560537000000.0,40940740000000.0,41088987000000.0
2059.0,39602463000000.0,39425140000000.0,40803884000000.0,41009090000000.0
2060.0,39397655000000.0,39266135000000.0,40705435000000.0,40988114000000.0
2061.0,39203224000000.0,39087490000000.0,40590290000000.0,40886980000000.0
2062.0,39082734000000.0,39008114000000.0,40446090000000.0,40769994000000.0
2063.0,39018088000000.0,38793776000000.0,40348970000000.0,40716340000000.0
2064.0,38870897000000.0,38589220000000.0,40258926000000.0,40687220000000.0
2065.0,38723723000000.0,38381740000000.0,40076270000000.0,40712704000000.0
2066.0,38604770000000.0,38191580000000.0,40008593000000.0,40629970000000.0
2067.0,38459855000000.0,37939317000000.0,39894592000000.0,40612695000000.0
2068.0,38321124000000.0,37770282000000.0,39736257000000.0,40590510000000.0
2069.0,38234570000000.0,37649792000000.0,39657773000000.0,40592310000000.0
2070.0,38172327000000.0,37566267000000.0,39496024000000.0,40549570000000.0
2071.0,38106520000000.0,37408796000000.0,39356370000000.0,40577300000000.0
2072.0,37962960000000.0,37217293000000.0,39209160000000.0,40580176000000.0
2073.0,37800368000000.0,37045210000000.0,39151980000000.0,40514305000000.0
2074.0,37627466000000.0,36907630000000.0,39062757000000.0,40453982000000.0
2075.0,37543484000000.0,36733236000000.0,38981500000000.0,40420200000000.0
2076.0,37375450000000.0,36535780000000.0,38934040000000.0,40270110000000.0
2077.0,37310943000000.0,36338942000000.0,38914866000000.0,40232510000000.0
2078.0,37240450000000.0,36070993000000.0,38789090000000.0,40233330000000.0
2079.0,37124220000000.0,35845630000000.0,38722926000000.0,40195815000000.0
2080.0,36937790000000.0,35689490000000.0,38614956000000.0,40276295000000.0
2081.0,36808063000000.0,35577830000000.0,38437483000000.0,40216547000000.0
2082.0,36727184000000.0,35331510000000.0,38198660000000.0,40117067000000.0
2083.0,36738395000000.0,35107937000000.0,38001057000000.0,40067146000000.0
2084.0,36666715000000.0,34943930000000.0,37869796000000.0,40047040000000.0
2085.0,36485554000000.0,34781828000000.0,37739200000000.0,39988720000000.0
2086.0,36286070000000.0,34678784000000.0,37664984000000.0,39954840000000.0
2087.0,36118263000000.0,34603160000000.0,37625826000000.0,39903388000000.0
2088.0,35993755000000.0,34527630000000.0,37580920000000.0,39845284000000.0
2089.0,35890570000000.0,34434814000000.0,37572240000000.0,39821810000000.0
2090.0,35768750000000.0,34383319000000.0,37467634000000.0,39830800000000.0
2091.0,35640020000000.0,34297768000000.0,37371680000000.0,39803664000000.0
2092.0,35507635000000.0,34115254000000.0,37248846000000.0,39815886000000.0
2093.0,35422235000000.0,33915120000000.0,37195365000000.0,39799370000000.0
2094.0,35303570000000.0,33770267000000.0,37025776000000.0,39728220000000.0
2095.0,35195410000000.0,33741146000000.0,36921160000000.0,39711260000000.0
2096.0,35079544000000.0,33704735000000.0,36764240000000.0,39681404000000.0
2097.0,34967048000000.0,33591568000000.0,36730577000000.0,39705173000000.0
2098.0,34896729000000.0,33507454000000.0,36604727000000.0,39657937000000.0
2099.0,34804133000000.0,33473146000000.0,36559000000000.0,39587347000000.0
2100.0,34780540000000.0,33418460000000.0,36537760000000.0,39538064000000.0
