time,GFDL-CM3,MPI-ESM-LR,CNRM-CM5,GISS-E2-R,NORESM1-M,CANESM2,CESM1-CAM5,GFDL-ESM2G,CSIRO-MK3-6-0,IPSL-CM5A-LR,CCSM4
2011.0,2820438200000.0,2820438200000.0,2820438200000.0,2820438200000.0,2820438200000.0,2820438200000.0,2820438200000.0,2820438200000.0,2820438200000.0,2820438200000.0,2820438200000.0
2012.0,2810079600000.0,2810079600000.0,2810079600000.0,2810079600000.0,2810079600000.0,2810079600000.0,2810079600000.0,2810079600000.0,2810079600000.0,2810079600000.0,2810079600000.0
2013.0,2793090600000.0,2793090600000.0,2793090600000.0,2793090600000.0,2793090600000.0,2793090600000.0,2793090600000.0,2793090600000.0,2793090600000.0,2793090600000.0,2793090600000.0
2014.0,2780886700000.0,2780886700000.0,2780886700000.0,2780886700000.0,2780886700000.0,2780886700000.0,2780886700000.0,2780886700000.0,2780886700000.0,2780886700000.0,2780886700000.0
2015.0,2781749000000.0,2781749000000.0,2781749000000.0,2781749000000.0,2781749000000.0,2781749000000.0,2781749000000.0,2781749000000.0,2781749000000.0,2781749000000.0,2781749000000.0
2016.0,2804334700000.0,2804334700000.0,2804334700000.0,2804334700000.0,2804334700000.0,2804334700000.0,2804334700000.0,2804334700000.0,2804334700000.0,2804334700000.0,2804334700000.0
2017.0,2782140600000.0,2782140600000.0,2782140600000.0,2782140600000.0,2782140600000.0,2782140600000.0,2782140600000.0,2782140600000.0,2782140600000.0,2782140600000.0,2782140600000.0
2018.0,2781377500000.0,2781377500000.0,2781377500000.0,2781377500000.0,2781377500000.0,2781377500000.0,2781377500000.0,2781377500000.0,2781377500000.0,2781377500000.0,2781377500000.0
2019.0,2768598700000.0,2768598700000.0,2768598700000.0,2768598700000.0,2768598700000.0,2768598700000.0,2768598700000.0,2768598700000.0,2768598700000.0,2768598700000.0,2768598700000.0
2020.0,2773503400000.0,2773503400000.0,2773503400000.0,2773503400000.0,2773503400000.0,2773503400000.0,2773503400000.0,2773503400000.0,2773503400000.0,2773503400000.0,2773503400000.0
2021.0,2746268500000.0,2757531500000.0,2765596400000.0,2757899800000.0,2747890400000.0,2785818200000.0,2735832000000.0,2732962600000.0,2756489000000.0,2756732800000.0,2767145400000.0
2022.0,2724705300000.0,2755565200000.0,2729134500000.0,2747525500000.0,2734269000000.0,2773288700000.0,2739338500000.0,2726626300000.0,2732396600000.0,2726324600000.0,2737958300000.0
2023.0,2696170200000.0,2730307600000.0,2702572000000.0,2738981000000.0,2711724800000.0,2740641000000.0,2714903500000.0,2713015300000.0,2715278600000.0,2709398700000.0,2734609400000.0
2024.0,2665279400000.0,2709685300000.0,2692343000000.0,2733150600000.0,2706149700000.0,2736410600000.0,2705343400000.0,2706143700000.0,2692141500000.0,2706126000000.0,2729993300000.0
2025.0,2639255600000.0,2693364700000.0,2681089600000.0,2722723800000.0,2663621600000.0,2714918000000.0,2717456300000.0,2686125000000.0,2696308900000.0,2666761600000.0,2713094500000.0
2026.0,2609173800000.0,2693197000000.0,2677793600000.0,2699180400000.0,2645902500000.0,2669510000000.0,2719872200000.0,2672260500000.0,2672905400000.0,2658934700000.0,2716799300000.0
2027.0,2594340000000.0,2682238300000.0,2669792000000.0,2683278200000.0,2616691500000.0,2636879800000.0,2692674000000.0,2656330300000.0,2647651300000.0,2664250000000.0,2694325000000.0
2028.0,2590422300000.0,2655359900000.0,2638685100000.0,2665893000000.0,2592967500000.0,2591624000000.0,2671219600000.0,2667859700000.0,2618322300000.0,2641515200000.0,2686187000000.0
2029.0,2558519100000.0,2636446000000.0,2604215800000.0,2654876500000.0,2586289600000.0,2567441000000.0,2657925200000.0,2649237000000.0,2596248200000.0,2608705000000.0,2662297000000.0
2030.0,2516541000000.0,2635518400000.0,2580068400000.0,2635853000000.0,2570918000000.0,2562132300000.0,2646158900000.0,2632252000000.0,2576747300000.0,2596397400000.0,2651729700000.0
2031.0,2477837000000.0,2624244000000.0,2562721800000.0,2623904400000.0,2552782000000.0,2536722100000.0,2656513000000.0,2605178200000.0,2560513000000.0,2556729500000.0,2660272000000.0
2032.0,2429023700000.0,2608950100000.0,2541978600000.0,2604908000000.0,2534590400000.0,2509608600000.0,2639964000000.0,2595937600000.0,2537444300000.0,2517027500000.0,2648295000000.0
2033.0,2388632300000.0,2589483900000.0,2527249300000.0,2582314000000.0,2503788500000.0,2491742200000.0,2636830000000.0,2583549200000.0,2526923200000.0,2490115800000.0,2657364500000.0
2034.0,2359260000000.0,2597357400000.0,2503369600000.0,2567595400000.0,2469784700000.0,2464909400000.0,2628322000000.0,2580646500000.0,2504913000000.0,2459327800000.0,2617006400000.0
2035.0,2325361200000.0,2574734000000.0,2472475000000.0,2567512800000.0,2437442400000.0,2442965300000.0,2600119300000.0,2570564700000.0,2476365800000.0,2445105000000.0,2597193000000.0
2036.0,2291808900000.0,2536746300000.0,2452422700000.0,2541434700000.0,2408727400000.0,2398827600000.0,2594214200000.0,2568401500000.0,2456805400000.0,2394438500000.0,2586855600000.0
2037.0,2261170000000.0,2513376000000.0,2419435500000.0,2530175400000.0,2407150000000.0,2361064400000.0,2570148400000.0,2547668200000.0,2435805600000.0,2348365400000.0,2571979700000.0
2038.0,2234244700000.0,2512142500000.0,2401012500000.0,2509487500000.0,2385323800000.0,2360711800000.0,2560430700000.0,2528300000000.0,2438739500000.0,2311570600000.0,2546343000000.0
2039.0,2193955200000.0,2490019000000.0,2390379700000.0,2489562700000.0,2350509000000.0,2325938700000.0,2530490000000.0,2512843200000.0,2429460200000.0,2283624000000.0,2525778400000.0
2040.0,2155196600000.0,2466567200000.0,2356194000000.0,2467903300000.0,2343152600000.0,2283529600000.0,2532454700000.0,2473987100000.0,2406181200000.0,2254731700000.0,2497119300000.0
2041.0,2127415300000.0,2419506500000.0,2327845000000.0,2453808600000.0,2319870300000.0,2265335200000.0,2507681000000.0,2453575300000.0,2383664400000.0,2220830800000.0,2480322400000.0
2042.0,2097592700000.0,2380444200000.0,2315936300000.0,2436289500000.0,2285405200000.0,2222891700000.0,2476773500000.0,2439218200000.0,2344457000000.0,2197065400000.0,2453770300000.0
2043.0,2055066700000.0,2355206000000.0,2293216600000.0,2412358100000.0,2256805000000.0,2208631400000.0,2441417000000.0,2422459000000.0,2321568500000.0,2183414200000.0,2426061500000.0
2044.0,2021378400000.0,2352901800000.0,2289172200000.0,2393327000000.0,2244795400000.0,2190243800000.0,2411981000000.0,2392162000000.0,2288421000000.0,2134113400000.0,2411424400000.0
2045.0,2003273300000.0,2321340400000.0,2272174300000.0,2371595500000.0,2215100000000.0,2145750400000.0,2389870000000.0,2370265400000.0,2264684800000.0,2102359400000.0,2403818800000.0
2046.0,1967221400000.0,2279256600000.0,2250370000000.0,2358080700000.0,2203741300000.0,2100011100000.0,2354413300000.0,2340302400000.0,2231386000000.0,2069053200000.0,2388109300000.0
2047.0,1918643300000.0,2246918500000.0,2230527000000.0,2339419000000.0,2166291300000.0,2084155400000.0,2338072800000.0,2311348800000.0,2195230300000.0,2022087700000.0,2348472300000.0
2048.0,1867030700000.0,2222743000000.0,2211603000000.0,2324074000000.0,2124164200000.0,2054417500000.0,2338358600000.0,2299441000000.0,2167679000000.0,2002397300000.0,2325184800000.0
2049.0,1821218600000.0,2193952700000.0,2173304800000.0,2274790000000.0,2104813700000.0,2015109700000.0,2303570700000.0,2278486400000.0,2140776700000.0,1976986600000.0,2308907700000.0
2050.0,1779354000000.0,2165250500000.0,2155940800000.0,2247145600000.0,2059430500000.0,1985304000000.0,2267882500000.0,2260997800000.0,2116014300000.0,1947275600000.0,2282875500000.0
2051.0,1753924000000.0,2129449700000.0,2124887100000.0,2211062000000.0,2028715100000.0,1940551600000.0,2256298800000.0,2239489600000.0,2093535300000.0,1918543700000.0,2257522800000.0
2052.0,1707805500000.0,2107332600000.0,2100306200000.0,2173161400000.0,1995901000000.0,1925300700000.0,2241971600000.0,2206407000000.0,2082251100000.0,1881053600000.0,2238570000000.0
2053.0,1665684900000.0,2085815700000.0,2078773500000.0,2151049600000.0,1967271800000.0,1875136300000.0,2222683300000.0,2180957200000.0,2051974800000.0,1855102900000.0,2234501300000.0
2054.0,1622717400000.0,2051503700000.0,2061506700000.0,2124830000000.0,1953129200000.0,1856630700000.0,2195485900000.0,2167960100000.0,2036325400000.0,1826182300000.0,2230102800000.0
2055.0,1569562200000.0,2032049000000.0,2028874100000.0,2105505200000.0,1927505600000.0,1805660000000.0,2174665600000.0,2163458600000.0,2017266900000.0,1796667300000.0,2225522600000.0
2056.0,1525986500000.0,2004309100000.0,2008026600000.0,2080892900000.0,1906923100000.0,1763099100000.0,2167141000000.0,2153919000000.0,1975375100000.0,1763701600000.0,2201675600000.0
2057.0,1484147500000.0,1973962700000.0,1987075800000.0,2062000200000.0,1886040000000.0,1735567700000.0,2137774100000.0,2132041100000.0,1933069300000.0,1729693100000.0,2177606100000.0
2058.0,1449098100000.0,1937740700000.0,1975890300000.0,2032618600000.0,1864689800000.0,1708427700000.0,2113369300000.0,2104464000000.0,1902275500000.0,1693752100000.0,2160714400000.0
2059.0,1401577500000.0,1919479300000.0,1943351200000.0,2013601100000.0,1845694300000.0,1671050800000.0,2089419700000.0,2101744000000.0,1867793800000.0,1680071100000.0,2141189200000.0
2060.0,1350281600000.0,1881650600000.0,1906617900000.0,1998091200000.0,1830449800000.0,1659672200000.0,2057004500000.0,2063899800000.0,1844710000000.0,1644863400000.0,2120199700000.0
2061.0,1311005600000.0,1855920800000.0,1872990800000.0,1964307000000.0,1819880800000.0,1640906100000.0,2042759100000.0,2039554400000.0,1837600500000.0,1608215700000.0,2096097800000.0
2062.0,1262695200000.0,1833860000000.0,1854959800000.0,1927838700000.0,1807542600000.0,1604348000000.0,2021178000000.0,2036329700000.0,1799005700000.0,1579774800000.0,2081555100000.0
2063.0,1223529600000.0,1812240700000.0,1846289400000.0,1910206000000.0,1784281300000.0,1566643700000.0,1970148700000.0,2015275500000.0,1763683500000.0,1561407900000.0,2054251500000.0
2064.0,1178075900000.0,1791764200000.0,1827374600000.0,1889751800000.0,1765096000000.0,1525816100000.0,1939771900000.0,1982232400000.0,1740151800000.0,1535274500000.0,2035594300000.0
2065.0,1134953900000.0,1775718000000.0,1827066100000.0,1870389400000.0,1733013800000.0,1498050700000.0,1918710200000.0,1973042400000.0,1712921000000.0,1497498800000.0,2015827200000.0
2066.0,1090621870000.0,1747241800000.0,1822262700000.0,1841835700000.0,1706260700000.0,1464968400000.0,1903146700000.0,1955517400000.0,1681498600000.0,1466451900000.0,1991403000000.0
2067.0,1042081250000.0,1732438300000.0,1787797800000.0,1823774000000.0,1691402800000.0,1441880200000.0,1884091700000.0,1946357300000.0,1663518100000.0,1437592500000.0,1964482800000.0
2068.0,999881100000.0,1701913200000.0,1776407800000.0,1803133600000.0,1670249700000.0,1414458800000.0,1871179700000.0,1950615700000.0,1629094200000.0,1413586700000.0,1953085500000.0
2069.0,958586160000.0,1681977500000.0,1749950000000.0,1784931200000.0,1632954100000.0,1383216800000.0,1856240500000.0,1927937000000.0,1607165500000.0,1385985100000.0,1944625000000.0
2070.0,925082000000.0,1678091000000.0,1724140600000.0,1765055400000.0,1614144300000.0,1359518600000.0,1832902000000.0,1916914600000.0,1581522000000.0,1373402200000.0,1920567300000.0
2071.0,893268200000.0,1662021400000.0,1713835900000.0,1754075900000.0,1597166000000.0,1335083500000.0,1818377800000.0,1914475500000.0,1574647500000.0,1356316100000.0,1908485900000.0
2072.0,857754570000.0,1627844500000.0,1703874100000.0,1730778100000.0,1584723000000.0,1313620100000.0,1803051700000.0,1906072000000.0,1539617700000.0,1327629900000.0,1902173400000.0
2073.0,827111800000.0,1610309700000.0,1686238700000.0,1724516800000.0,1560915500000.0,1281519400000.0,1793866600000.0,1892980400000.0,1533362800000.0,1286156700000.0,1883813700000.0
2074.0,803571560000.0,1580400800000.0,1678011300000.0,1710487900000.0,1542071100000.0,1263605400000.0,1779651600000.0,1903824700000.0,1516331300000.0,1257991200000.0,1860176600000.0
2075.0,767938300000.0,1565549800000.0,1647337500000.0,1691650000000.0,1531188200000.0,1236327500000.0,1767410000000.0,1885706800000.0,1485319700000.0,1253029200000.0,1853008200000.0
2076.0,740144200000.0,1541452700000.0,1636709300000.0,1669805400000.0,1511184500000.0,1217296500000.0,1740507700000.0,1879498800000.0,1470452300000.0,1234445900000.0,1847944800000.0
2077.0,710661200000.0,1525327700000.0,1608860000000.0,1650176000000.0,1491543400000.0,1207231200000.0,1708705800000.0,1868878200000.0,1449923000000.0,1217299600000.0,1836977200000.0
2078.0,677832200000.0,1510332200000.0,1594780500000.0,1633758900000.0,1472763800000.0,1183653800000.0,1689605000000.0,1858371800000.0,1444604300000.0,1192526700000.0,1828222500000.0
2079.0,641822900000.0,1493237900000.0,1569847600000.0,1609122200000.0,1453274000000.0,1167268400000.0,1679252100000.0,1843640800000.0,1429422000000.0,1173304500000.0,1825793100000.0
2080.0,614066400000.0,1474098900000.0,1542589400000.0,1591023100000.0,1431812800000.0,1138120500000.0,1647085100000.0,1832814500000.0,1410157900000.0,1150736300000.0,1806203200000.0
2081.0,588174070000.0,1461665100000.0,1527007000000.0,1572379200000.0,1408787700000.0,1142568500000.0,1626516500000.0,1841543400000.0,1393925300000.0,1139833400000.0,1788978800000.0
2082.0,560753540000.0,1460835200000.0,1518705600000.0,1553329600000.0,1391327300000.0,1131384300000.0,1600908300000.0,1838407600000.0,1388443900000.0,1131021100000.0,1792398100000.0
2083.0,538953600000.0,1440839000000.0,1491241900000.0,1528707700000.0,1369716000000.0,1104977700000.0,1583119700000.0,1813735400000.0,1389008900000.0,1117856200000.0,1776742000000.0
2084.0,518026430000.0,1409339200000.0,1479188800000.0,1509994700000.0,1341892500000.0,1090580840000.0,1566671100000.0,1791550600000.0,1361145200000.0,1102559400000.0,1764459400000.0
2085.0,496042740000.0,1396926800000.0,1459889600000.0,1497333000000.0,1326453000000.0,1068276000000.0,1536782200000.0,1783953200000.0,1343341300000.0,1086738140000.0,1752930200000.0
2086.0,471520800000.0,1381693900000.0,1447278500000.0,1487781000000.0,1309366800000.0,1045772440000.0,1517448600000.0,1778145300000.0,1335001100000.0,1071511200000.0,1743384300000.0
2087.0,454016400000.0,1368862100000.0,1433576300000.0,1475318500000.0,1289448700000.0,1040812700000.0,1500689600000.0,1756272000000.0,1317191300000.0,1050790460000.0,1736023700000.0
2088.0,439771200000.0,1346800300000.0,1414660600000.0,1462261400000.0,1263512000000.0,1023214600000.0,1476604700000.0,1754188000000.0,1304964200000.0,1032595440000.0,1729531300000.0
2089.0,419396300000.0,1332633900000.0,1390351600000.0,1447656400000.0,1240732500000.0,1003144700000.0,1452481300000.0,1747329900000.0,1291013000000.0,1007326900000.0,1725569200000.0
2090.0,400848800000.0,1303246400000.0,1376482500000.0,1433977400000.0,1229264000000.0,992714160000.0,1438389000000.0,1739045700000.0,1278072300000.0,992356900000.0,1722320400000.0
2091.0,387195100000.0,1287911500000.0,1360845300000.0,1422247300000.0,1212675700000.0,980719440000.0,1420578400000.0,1730721100000.0,1261711800000.0,971519030000.0,1706852200000.0
2092.0,367622780000.0,1266904900000.0,1352028000000.0,1420082500000.0,1194153200000.0,962194800000.0,1395322900000.0,1725829500000.0,1238549300000.0,963844830000.0,1693900200000.0
2093.0,352158220000.0,1240797400000.0,1327691900000.0,1412680500000.0,1184607000000.0,935170800000.0,1388383200000.0,1720350000000.0,1228352100000.0,969057440000.0,1685479900000.0
2094.0,336322900000.0,1227402900000.0,1305705700000.0,1400476900000.0,1155712700000.0,920579500000.0,1380065500000.0,1715677300000.0,1212025500000.0,942749450000.0,1672252200000.0
2095.0,323398400000.0,1220829400000.0,1289707600000.0,1388169900000.0,1135743900000.0,910127140000.0,1358322500000.0,1713408300000.0,1193533600000.0,931405300000.0,1658856900000.0
2096.0,312186140000.0,1220369300000.0,1279859900000.0,1371067900000.0,1122717800000.0,895429440000.0,1343828900000.0,1710964300000.0,1184228400000.0,916127700000.0,1652033700000.0
2097.0,301861200000.0,1207222800000.0,1260371600000.0,1362378800000.0,1120069900000.0,883368260000.0,1329771800000.0,1698495300000.0,1182373400000.0,910169300000.0,1645816000000.0
2098.0,292487140000.0,1191512800000.0,1243015700000.0,1348993500000.0,1103441700000.0,865654500000.0,1318793200000.0,1686236400000.0,1182169800000.0,894477900000.0,1628282000000.0
2099.0,282289100000.0,1179797200000.0,1226524300000.0,1335303900000.0,1081804200000.0,855108000000.0,1303960200000.0,1679242200000.0,1172340700000.0,874941600000.0,1611833100000.0
2100.0,272816520000.0,1166732600000.0,1216175900000.0,1329023300000.0,1069265900000.0,836123000000.0,1289101100000.0,1673542900000.0,1163727300000.0,867968400000.0,1611269400000.0
