time,MPI-ESM-LR,CNRM-CM5,GFDL-CM3,GISS-E2-R,NORESM1-M,CANESM2,CCSM4,IPSL-CM5A-LR,GFDL-ESM2G,CSIRO-MK3-6-0
2046.0,2249561000000.0,2341309500000.0,1833978400000.0,2137443700000.0,2220966300000.0,1990278600000.0,2236950000000.0,1987276600000.0,2347460500000.0,2073021900000.0
2047.0,2212737800000.0,2324665000000.0,1787200100000.0,2095371900000.0,2190079800000.0,1942876600000.0,2216103000000.0,1916899800000.0,2328307700000.0,2047575900000.0
2048.0,2197223600000.0,2284708400000.0,1738245300000.0,2068040400000.0,2166499400000.0,1909397100000.0,2177551300000.0,1881641200000.0,2302482300000.0,2024492000000.0
2049.0,2155950000000.0,2250296800000.0,1679352700000.0,2037219200000.0,2128535600000.0,1866734200000.0,2154013900000.0,1834002200000.0,2275755400000.0,1978900200000.0
2050.0,2124912700000.0,2233157600000.0,1618812000000.0,2013511700000.0,2098405600000.0,1819382400000.0,2132754600000.0,1804996700000.0,2255302200000.0,1952141800000.0
2051.0,2088529800000.0,2210206800000.0,1593498800000.0,1969441900000.0,2069994400000.0,1774067300000.0,2112874000000.0,1774272000000.0,2244028700000.0,1929026500000.0
2052.0,2060323800000.0,2176940200000.0,1549100000000.0,1935614300000.0,2055292000000.0,1725253300000.0,2091351400000.0,1730038900000.0,2201152400000.0,1911093600000.0
2053.0,2033316300000.0,2155377700000.0,1499597500000.0,1911706600000.0,1999971200000.0,1675514600000.0,2069752700000.0,1688799800000.0,2190620200000.0,1894690300000.0
2054.0,2006169800000.0,2130616400000.0,1439470300000.0,1888156600000.0,1977096500000.0,1625650800000.0,2037911300000.0,1652930400000.0,2166887300000.0,1869727700000.0
2055.0,1992653000000.0,2090303200000.0,1392987600000.0,1856444700000.0,1957392700000.0,1581619900000.0,2004836700000.0,1620807900000.0,2120493300000.0,1837084700000.0
2056.0,1950596700000.0,2059564200000.0,1352119000000.0,1819852700000.0,1943066000000.0,1551031200000.0,1975303400000.0,1579034300000.0,2086385400000.0,1799404700000.0
2057.0,1904094300000.0,2037283200000.0,1309250000000.0,1786870900000.0,1903985400000.0,1506185600000.0,1943400700000.0,1551009800000.0,2045970500000.0,1786225200000.0
2058.0,1862809700000.0,2001297200000.0,1262954500000.0,1762228700000.0,1860937600000.0,1458054500000.0,1911238700000.0,1504103100000.0,2007562300000.0,1743512100000.0
2059.0,1819037400000.0,1968490800000.0,1214100100000.0,1733274000000.0,1830053200000.0,1426558800000.0,1895575200000.0,1464933800000.0,1974035000000.0,1709133500000.0
2060.0,1784741000000.0,1951335700000.0,1168899600000.0,1703786000000.0,1803291300000.0,1384637500000.0,1865657100000.0,1425150000000.0,1947331600000.0,1675542400000.0
2061.0,1739128600000.0,1935102700000.0,1128757200000.0,1681789800000.0,1777358300000.0,1339952300000.0,1840932300000.0,1395053600000.0,1928439300000.0,1652957000000.0
2062.0,1688842700000.0,1911665300000.0,1083002200000.0,1651063400000.0,1767269000000.0,1300204600000.0,1805293200000.0,1334979500000.0,1905822300000.0,1626566800000.0
2063.0,1661618000000.0,1892679400000.0,1030231950000.0,1630256100000.0,1737599000000.0,1263562700000.0,1777821400000.0,1295923800000.0,1893575200000.0,1582905400000.0
2064.0,1611943400000.0,1858094800000.0,980586400000.0,1600230700000.0,1700513000000.0,1241211700000.0,1755772200000.0,1262740700000.0,1879716800000.0,1538479900000.0
2065.0,1579642900000.0,1827214300000.0,925989000000.0,1575982200000.0,1671673500000.0,1205798000000.0,1726526700000.0,1205831300000.0,1852717500000.0,1496916200000.0
2066.0,1542659900000.0,1791441200000.0,877969300000.0,1550487900000.0,1652643200000.0,1158311400000.0,1698137800000.0,1167305500000.0,1827091400000.0,1466681900000.0
2067.0,1494437500000.0,1768136100000.0,834051240000.0,1531670200000.0,1616290900000.0,1116359100000.0,1663721000000.0,1124398400000.0,1809476000000.0,1441990200000.0
2068.0,1457003200000.0,1739668500000.0,792333400000.0,1494476400000.0,1586748500000.0,1086504800000.0,1630862400000.0,1082774850000.0,1785823600000.0,1411853000000.0
2069.0,1426867700000.0,1720402700000.0,750301100000.0,1458992600000.0,1546791600000.0,1062607500000.0,1586706400000.0,1053713900000.0,1762401000000.0,1376186900000.0
2070.0,1397368300000.0,1699519000000.0,708885940000.0,1432764300000.0,1505515900000.0,1032471400000.0,1540542200000.0,1018566930000.0,1741005700000.0,1347081000000.0
2071.0,1352122400000.0,1663233400000.0,670249060000.0,1410787400000.0,1470272000000.0,993894300000.0,1506800200000.0,978211050000.0,1725541500000.0,1319778400000.0
2072.0,1323757600000.0,1618267500000.0,622325140000.0,1390427900000.0,1434163000000.0,975847500000.0,1477909400000.0,942111800000.0,1714244800000.0,1287589900000.0
2073.0,1300715300000.0,1584959000000.0,579233840000.0,1358009200000.0,1408018000000.0,960019000000.0,1441820800000.0,916807200000.0,1700322500000.0,1262782000000.0
2074.0,1274240400000.0,1552862700000.0,547485300000.0,1328215600000.0,1374590700000.0,929970500000.0,1415061200000.0,882122560000.0,1681990700000.0,1224486600000.0
2075.0,1237275800000.0,1539816600000.0,514502360000.0,1302465600000.0,1340912000000.0,899553360000.0,1392007000000.0,854195960000.0,1649560100000.0,1192077000000.0
2076.0,1196778800000.0,1508412100000.0,481801240000.0,1278629900000.0,1310318100000.0,876488700000.0,1364463200000.0,824122540000.0,1625081100000.0,1143761500000.0
2077.0,1171641900000.0,1477466900000.0,452697330000.0,1250311400000.0,1277683800000.0,851580750000.0,1328343200000.0,793236600000.0,1591357000000.0,1123530000000.0
2078.0,1143520400000.0,1458130400000.0,423848180000.0,1229695500000.0,1250719700000.0,816705040000.0,1292654700000.0,761400900000.0,1555532000000.0,1089974300000.0
2079.0,1121920500000.0,1433788700000.0,390804300000.0,1206113800000.0,1217215900000.0,784809070000.0,1261079900000.0,744818930000.0,1515850300000.0,1056407750000.0
2080.0,1089191700000.0,1414710400000.0,367614620000.0,1183506800000.0,1181261600000.0,774071060000.0,1243345600000.0,712310060000.0,1499595000000.0,1033739200000.0
2081.0,1047763600000.0,1391889600000.0,341889580000.0,1165506900000.0,1161531600000.0,748389000000.0,1209067500000.0,681002140000.0,1476178900000.0,1010717300000.0
2082.0,1014253750000.0,1384953500000.0,317817750000.0,1141179400000.0,1145343200000.0,729828700000.0,1180726200000.0,646295600000.0,1442538600000.0,984560040000.0
2083.0,981124450000.0,1337355700000.0,293386420000.0,1113614200000.0,1126351600000.0,705426600000.0,1159640500000.0,616206960000.0,1416902300000.0,953939660000.0
2084.0,955409600000.0,1326772300000.0,273818520000.0,1089232100000.0,1095657700000.0,681582460000.0,1131665300000.0,595609300000.0,1385767200000.0,935607530000.0
2085.0,939184300000.0,1310606000000.0,257079440000.0,1070960930000.0,1069648800000.0,657355440000.0,1099214800000.0,574716840000.0,1345158600000.0,916341500000.0
2086.0,908978550000.0,1285535600000.0,238603170000.0,1045934600000.0,1045467200000.0,633730900000.0,1072266900000.0,544332000000.0,1310780000000.0,899760600000.0
2087.0,884051740000.0,1246230700000.0,221571780000.0,1020626670000.0,1014027700000.0,613370600000.0,1048197460000.0,521930200000.0,1280486700000.0,870920400000.0
2088.0,855621440000.0,1224469600000.0,205034820000.0,999588900000.0,993442460000.0,591667900000.0,1026914840000.0,495990700000.0,1247910000000.0,851441600000.0
2089.0,826654260000.0,1199111500000.0,191893300000.0,981220850000.0,966268000000.0,565300400000.0,1004124300000.0,469113930000.0,1225433700000.0,820348600000.0
2090.0,789415100000.0,1177074400000.0,178149400000.0,968754700000.0,938408100000.0,541459870000.0,976901440000.0,449449850000.0,1205979800000.0,794806060000.0
2091.0,758996660000.0,1153740300000.0,160343870000.0,948035000000.0,908535600000.0,524129170000.0,953346100000.0,430828100000.0,1186923400000.0,767461600000.0
2092.0,735483270000.0,1129451500000.0,148981450000.0,931362770000.0,886946000000.0,498760480000.0,924957100000.0,409810500000.0,1160252800000.0,745644900000.0
2093.0,713644600000.0,1104177700000.0,134854280000.0,911482550000.0,862694150000.0,476151220000.0,902484300000.0,383204700000.0,1129031800000.0,733774540000.0
2094.0,685958600000.0,1079581200000.0,125140500000.0,891824770000.0,837084000000.0,457277200000.0,870030500000.0,357352370000.0,1091224600000.0,713494230000.0
2095.0,666706250000.0,1054168600000.0,113976380000.0,867066450000.0,812511100000.0,433587950000.0,841645360000.0,335144520000.0,1067892400000.0,687105000000.0
2096.0,643434500000.0,1032269140000.0,104257085000.0,847950300000.0,794236100000.0,417323250000.0,817986000000.0,321908930000.0,1043146500000.0,665692900000.0
2097.0,628013400000.0,1015361400000.0,95640820000.0,830960600000.0,773742400000.0,396410780000.0,799584700000.0,305298150000.0,1024501500000.0,643991700000.0
2098.0,610560400000.0,986583300000.0,86506480000.0,817725700000.0,750618500000.0,379279770000.0,777797600000.0,296136380000.0,995047830000.0,627900100000.0
2099.0,587538560000.0,962842000000.0,78644440000.0,797971640000.0,728091700000.0,362459270000.0,757003300000.0,279216100000.0,977187400000.0,605335450000.0
2100.0,564199160000.0,940455700000.0,70957924000.0,782373800000.0,700884500000.0,350809750000.0,739897100000.0,267682020000.0,954193700000.0,589785100000.0
