time,ACCESS-CM2,CANESM5,CESM2-WACCM,IPSL-CM6A-LR,MRI-ESM2-0,ACCESS-ESM1-5
2068.0,124740166000.0,127506600000.0,123333480000.0,126969680000.0,127523680000.0,129596150000.0
2069.0,124588670000.0,127229430000.0,122948070000.0,126686990000.0,126898990000.0,128942250000.0
2070.0,124297920000.0,126783780000.0,122410860000.0,126176230000.0,126714490000.0,128750174000.0
2071.0,124289160000.0,127109230000.0,122223346000.0,126089840000.0,127005380000.0,128300380000.0
2072.0,123838820000.0,126665875000.0,121810050000.0,126117930000.0,126422000000.0,128168660000.0
2073.0,124028990000.0,126067460000.0,121024220000.0,125818315000.0,126177985000.0,128174200000.0
2074.0,123320350000.0,125973880000.0,120544400000.0,125388850000.0,126018550000.0,128060195000.0
2075.0,122691560000.0,125641480000.0,120184030000.0,125132930000.0,125709976000.0,128070060000.0
2076.0,122594900000.0,125427890000.0,119663890000.0,125172160000.0,125764895000.0,127374920000.0
2077.0,122520250000.0,125300530000.0,119233440000.0,125313980000.0,125260464000.0,127104475000.0
2078.0,121905540000.0,125101425000.0,118844965000.0,124915690000.0,125032420000.0,127530680000.0
2079.0,121725330000.0,124650770000.0,118234500000.0,124896380000.0,124795650000.0,126629134000.0
2080.0,121117180000.0,124612444000.0,117953760000.0,124621730000.0,124579635000.0,126581400000.0
2081.0,121398985000.0,124153110000.0,116951620000.0,124135860000.0,124241780000.0,126415010000.0
2082.0,120750050000.0,124070670000.0,116512610000.0,123396030000.0,123899550000.0,126653020000.0
2083.0,120127830000.0,123788420000.0,116196480000.0,123264530000.0,123456550000.0,126038310000.0
2084.0,120122750000.0,123630240000.0,115654840000.0,122983880000.0,123190290000.0,125515880000.0
2085.0,119777060000.0,123113400000.0,115051590000.0,122830316000.0,122972455000.0,125301500000.0
2086.0,119749810000.0,123537990000.0,114668300000.0,122794650000.0,122758950000.0,125348880000.0
2087.0,119070530000.0,122674210000.0,113848640000.0,122664165000.0,122400320000.0,124770730000.0
2088.0,118451180000.0,121847590000.0,113282980000.0,122378340000.0,122249710000.0,124473020000.0
2089.0,118080635000.0,121654755000.0,112871970000.0,122273100000.0,121779670000.0,124458840000.0
2090.0,117719695000.0,121822590000.0,112233275000.0,122401970000.0,121338150000.0,124272550000.0
2091.0,117274165000.0,121588070000.0,111911354000.0,121813660000.0,120925585000.0,124003500000.0
2092.0,116938900000.0,121235915000.0,111477424000.0,120740490000.0,120720105000.0,123755430000.0
2093.0,116477750000.0,120567570000.0,110685766000.0,120633200000.0,120584170000.0,124056980000.0
2094.0,116146890000.0,120116980000.0,110326930000.0,120644350000.0,120045330000.0,123506280000.0
2095.0,115572540000.0,119725090000.0,109608410000.0,120143700000.0,119952030000.0,123261490000.0
2096.0,115373190000.0,119595580000.0,109025530000.0,120210420000.0,119773100000.0,123563920000.0
2097.0,114819880000.0,119674724000.0,108133190000.0,119374580000.0,119332180000.0,123874030000.0
2098.0,114690515000.0,118984890000.0,107537390000.0,119169580000.0,118966490000.0,123476590000.0
2099.0,114668675000.0,118704620000.0,106879830000.0,118785335000.0,118644990000.0,122482370000.0
2100.0,114335950000.0,118823930000.0,106280140000.0,118714384000.0,118193440000.0,122153550000.0
2101.0,113638334000.0,117948580000.0,105769530000.0,118483760000.0,117970830000.0,121932320000.0
2102.0,113094074000.0,117590320000.0,105056010000.0,117881010000.0,117702115000.0,121710910000.0
2103.0,112776570000.0,117219930000.0,104415160000.0,117690670000.0,117353310000.0,123047630000.0
2104.0,112519220000.0,117169816000.0,103968680000.0,117366640000.0,117248940000.0,121578045000.0
2105.0,112061090000.0,117228790000.0,103365110000.0,118545340000.0,116976410000.0,121229900000.0
2106.0,111159510000.0,116704040000.0,102544760000.0,117427650000.0,116426880000.0,121067740000.0
2107.0,110757140000.0,116371910000.0,102135366000.0,116786730000.0,115951590000.0,120482680000.0
2108.0,110228500000.0,115969745000.0,101413270000.0,116504584000.0,115774110000.0,120457180000.0
2109.0,109864940000.0,115626290000.0,100860854000.0,116823000000.0,115759505000.0,120196920000.0
2110.0,109888510000.0,115351190000.0,100281260000.0,115936950000.0,115358810000.0,120703800000.0
2111.0,108948040000.0,115438576000.0,99588430000.0,115604260000.0,115589370000.0,119810980000.0
2112.0,108774420000.0,114867550000.0,99385800000.0,115135760000.0,115002610000.0,119868930000.0
2113.0,108738450000.0,115053674000.0,98297350000.0,115188840000.0,114812550000.0,119405320000.0
2114.0,107875490000.0,114379640000.0,97614440000.0,114819430000.0,114556380000.0,119042230000.0
2115.0,107907050000.0,114172125000.0,96964740000.0,114741090000.0,114600240000.0,119003990000.0
2116.0,107214450000.0,113664565000.0,96166950000.0,114353865000.0,114076420000.0,118859920000.0
2117.0,106844160000.0,113498000000.0,95418930000.0,114183650000.0,114238660000.0,118630390000.0
2118.0,106896065000.0,113705940000.0,94766170000.0,113987060000.0,114144110000.0,118673015000.0
2119.0,106498530000.0,113535960000.0,93649350000.0,113662525000.0,113586980000.0,118646860000.0
2120.0,106081470000.0,113480150000.0,93073060000.0,115082960000.0,112895180000.0,118273310000.0
2121.0,105684560000.0,113261300000.0,92341854000.0,113399060000.0,112960370000.0,117769790000.0
2122.0,105275930000.0,112403470000.0,91887180000.0,114068810000.0,112963460000.0,117415050000.0
2123.0,105062060000.0,112071100000.0,91030410000.0,114191750000.0,112235274000.0,118187400000.0
2124.0,104390880000.0,111789030000.0,90403190000.0,113077240000.0,112005820000.0,117384840000.0
2125.0,104233310000.0,112489366000.0,90073540000.0,112365970000.0,111697820000.0,116680835000.0
2126.0,103483900000.0,111729030000.0,89633956000.0,112552360000.0,111512060000.0,116120895000.0
2127.0,102880250000.0,111183454000.0,88979360000.0,111702990000.0,111196370000.0,116172370000.0
2128.0,102504210000.0,110739644000.0,88311210000.0,111635590000.0,111361335000.0,115732414000.0
2129.0,102296480000.0,110450930000.0,87429840000.0,110866720000.0,110476690000.0,115700410000.0
2130.0,101734154000.0,111119385000.0,86759530000.0,110910325000.0,110129850000.0,115775960000.0
2131.0,101158450000.0,110204600000.0,86349400000.0,110377615000.0,110133080000.0,115581130000.0
2132.0,100939490000.0,110016800000.0,85599855000.0,109578060000.0,109951750000.0,115210306000.0
2133.0,100354540000.0,109605650000.0,84707500000.0,109336175000.0,109546110000.0,115103480000.0
2134.0,100411530000.0,109405815000.0,84001590000.0,108922130000.0,109049090000.0,114627854000.0
2135.0,99683934000.0,109342050000.0,83563720000.0,108760390000.0,108985060000.0,115114050000.0
2136.0,99399380000.0,108831240000.0,83102200000.0,108292520000.0,108601730000.0,114866670000.0
2137.0,99013410000.0,108325150000.0,82364590000.0,107676250000.0,108231860000.0,114298110000.0
2138.0,98821780000.0,107746070000.0,82005400000.0,107496650000.0,107900820000.0,113974770000.0
2139.0,98544240000.0,107633700000.0,81736974000.0,107086570000.0,107191394000.0,114969660000.0
2140.0,98074170000.0,108428610000.0,81003650000.0,107023900000.0,106877290000.0,113835360000.0
2141.0,97758690000.0,107256930000.0,80522810000.0,106655430000.0,106974840000.0,113456095000.0
2142.0,97052010000.0,106497300000.0,79962800000.0,106520900000.0,106349265000.0,112906576000.0
2143.0,96700850000.0,105703510000.0,79451220000.0,106425650000.0,106752614000.0,112934560000.0
2144.0,95908270000.0,105695550000.0,78803500000.0,106195290000.0,106120356000.0,112665380000.0
2145.0,95240170000.0,105552730000.0,78369370000.0,106335355000.0,105313030000.0,113822810000.0
2146.0,94884780000.0,105027895000.0,77714350000.0,106265980000.0,105012280000.0,112215620000.0
2147.0,94414004000.0,104855720000.0,77310165000.0,105524010000.0,104762070000.0,112003070000.0
2148.0,93873110000.0,104770180000.0,76972970000.0,104765325000.0,104419050000.0,111711720000.0
2149.0,93234230000.0,104563940000.0,76053260000.0,104772755000.0,103851560000.0,111756755000.0
2150.0,92675500000.0,105595000000.0,75348386000.0,104791654000.0,103508160000.0,112255600000.0
2151.0,92191100000.0,104213630000.0,74474570000.0,104166334000.0,103402400000.0,111968250000.0
2152.0,91729080000.0,103755550000.0,73728980000.0,104476885000.0,103212030000.0,111629250000.0
2153.0,91349910000.0,103331750000.0,73202250000.0,103890290000.0,103939370000.0,111623890000.0
2154.0,91137530000.0,102915465000.0,72324790000.0,103493394000.0,102451134000.0,111127680000.0
2155.0,90876535000.0,102735750000.0,71634730000.0,103008730000.0,102256090000.0,110597956000.0
2156.0,91523400000.0,102408340000.0,71500005000.0,103490710000.0,101793640000.0,110468180000.0
2157.0,90094210000.0,102145500000.0,70697070000.0,102771900000.0,101802910000.0,110399110000.0
2158.0,89764364000.0,101945885000.0,70086476000.0,102651870000.0,100992070000.0,109954690000.0
2159.0,89515420000.0,101550680000.0,69484446000.0,102355410000.0,100697060000.0,109815760000.0
2160.0,88888560000.0,101318345000.0,68833770000.0,101661570000.0,100586230000.0,110197040000.0
2161.0,88271230000.0,101011550000.0,68162363000.0,101547920000.0,100242050000.0,109544420000.0
2162.0,87535526000.0,100865050000.0,67891134000.0,101146760000.0,100223566000.0,109847626000.0
2163.0,87181450000.0,100675220000.0,67204497000.0,100833305000.0,100074840000.0,109068960000.0
2164.0,87114770000.0,100289170000.0,66744400000.0,100417300000.0,100528910000.0,108483150000.0
2165.0,86648594000.0,99746540000.0,66503877000.0,100387820000.0,99631620000.0,108347410000.0
2166.0,86463740000.0,99606405000.0,65914647000.0,100172500000.0,99176810000.0,109973900000.0
2167.0,85429170000.0,99159650000.0,65593150000.0,99528250000.0,98869190000.0,107815240000.0
2168.0,85037940000.0,99232940000.0,65319776000.0,99123630000.0,98716760000.0,107327680000.0
2169.0,85187895000.0,98582370000.0,64701510000.0,98533500000.0,98634480000.0,107583380000.0
2170.0,84331680000.0,98413310000.0,64352596000.0,98442265000.0,97925530000.0,106827420000.0
2171.0,84114930000.0,100771290000.0,64013677000.0,98063380000.0,97765120000.0,106372555000.0
2172.0,83519400000.0,98312856000.0,63808553000.0,98300100000.0,97445910000.0,106211260000.0
2173.0,83111390000.0,97916600000.0,63288308000.0,97735010000.0,97117240000.0,106016750000.0
2174.0,83253970000.0,97760770000.0,62647775000.0,97646395000.0,96973900000.0,105853985000.0
2175.0,82234280000.0,97839630000.0,62332200000.0,97445120000.0,96553540000.0,105679550000.0
2176.0,82214930000.0,97368160000.0,61782393000.0,96712290000.0,96137480000.0,105461514000.0
2177.0,81409020000.0,97140744000.0,61421120000.0,97089090000.0,95848096000.0,104910150000.0
2178.0,80931160000.0,96748450000.0,60961910000.0,96596680000.0,95363560000.0,104774650000.0
2179.0,80702005000.0,96863290000.0,60683150000.0,97192020000.0,95147270000.0,104922770000.0
2180.0,80851830000.0,97160454000.0,60295650000.0,96281660000.0,94608820000.0,104550880000.0
2181.0,79956090000.0,96553250000.0,59932530000.0,96336855000.0,94122940000.0,104396670000.0
2182.0,79406560000.0,96102440000.0,59598602000.0,95660390000.0,93929990000.0,103890810000.0
2183.0,78961320000.0,95300320000.0,59251814000.0,95790645000.0,93704210000.0,104157676000.0
2184.0,78469600000.0,95034384000.0,58866170000.0,95804880000.0,93061145000.0,103759340000.0
2185.0,78145940000.0,94944600000.0,58508083000.0,95161710000.0,92797060000.0,103172910000.0
2186.0,77747960000.0,95187470000.0,57983353000.0,94731420000.0,92169450000.0,103145160000.0
2187.0,77285070000.0,94435570000.0,57646870000.0,94489480000.0,91963320000.0,103036910000.0
2188.0,77121270000.0,94191380000.0,57320215000.0,94608780000.0,91630460000.0,102627780000.0
2189.0,76537480000.0,94149010000.0,56884530000.0,94807770000.0,91486140000.0,102740990000.0
2190.0,76352780000.0,94473590000.0,56407396000.0,94072590000.0,90767260000.0,102127680000.0
2191.0,75944750000.0,94107140000.0,55734006000.0,94384770000.0,91125960000.0,101853676000.0
2192.0,75867860000.0,93663570000.0,55434523000.0,93607700000.0,90623440000.0,102091400000.0
2193.0,75284300000.0,93168100000.0,54956986000.0,92889840000.0,90328720000.0,101962430000.0
2194.0,74900050000.0,93056190000.0,54749573000.0,93011120000.0,90106340000.0,101534670000.0
2195.0,74267300000.0,92947140000.0,54285520000.0,92788470000.0,89517770000.0,101457710000.0
2196.0,74255650000.0,92982040000.0,53567537000.0,92742590000.0,89283640000.0,100875440000.0
2197.0,74167530000.0,92783700000.0,53337530000.0,91810670000.0,88792040000.0,100678530000.0
2198.0,73514310000.0,92358050000.0,53120885000.0,91765870000.0,88581430000.0,100462445000.0
2199.0,73138340000.0,92257630000.0,52772290000.0,91558830000.0,88093860000.0,99961225000.0
2200.0,73142130000.0,92094230000.0,52489230000.0,91038080000.0,87699590000.0,99874750000.0
2201.0,72756930000.0,92572100000.0,52208886000.0,90841870000.0,87333710000.0,99639110000.0
2202.0,72132780000.0,91624190000.0,51844104000.0,90464166000.0,87160420000.0,100174320000.0
2203.0,71819060000.0,91755400000.0,51402342000.0,90162030000.0,86966910000.0,99435200000.0
2204.0,71461850000.0,91711455000.0,51604685000.0,90454640000.0,86569320000.0,99407946000.0
2205.0,71584910000.0,91041580000.0,50806860000.0,90177680000.0,86150810000.0,99627530000.0
2206.0,71197370000.0,90482050000.0,50487214000.0,90056460000.0,85889860000.0,99243790000.0
2207.0,70453840000.0,90272020000.0,50279813000.0,89655930000.0,85640495000.0,98839050000.0
2208.0,69983160000.0,90143750000.0,49854358000.0,90134045000.0,85249800000.0,98427010000.0
2209.0,69770560000.0,89919504000.0,49569493000.0,89514205000.0,84803180000.0,98315050000.0
2210.0,69223720000.0,90103780000.0,49191993000.0,88949480000.0,84463550000.0,98264334000.0
2211.0,68928940000.0,89908630000.0,48597740000.0,88427725000.0,84343460000.0,98233520000.0
2212.0,68641526000.0,89662290000.0,48265437000.0,88618705000.0,83752710000.0,98246670000.0
2213.0,68390978000.0,89671655000.0,48157598000.0,88547550000.0,83238130000.0,98136260000.0
2214.0,68173850000.0,89181920000.0,47565280000.0,88259970000.0,83030410000.0,97514990000.0
2215.0,67773354000.0,88897750000.0,47293040000.0,87772240000.0,82609690000.0,97334305000.0
2216.0,67403424000.0,89088480000.0,47066784000.0,87649436000.0,82408410000.0,97267384000.0
2217.0,67937317000.0,88769585000.0,46571663000.0,87603945000.0,81938810000.0,96945680000.0
2218.0,66929934000.0,88476880000.0,46445724000.0,87512940000.0,81494900000.0,96760324000.0
2219.0,67132092000.0,88249010000.0,46169625000.0,88195650000.0,80995850000.0,96884610000.0
2220.0,66593583000.0,88617930000.0,45794677000.0,87418135000.0,80490920000.0,96592760000.0
2221.0,66326802000.0,88704480000.0,45511623000.0,87474980000.0,80149135000.0,96499790000.0
2222.0,66092716000.0,87961090000.0,45415370000.0,87797250000.0,79762720000.0,95959430000.0
2223.0,65734400000.0,87359870000.0,45162320000.0,87645130000.0,79425340000.0,95985920000.0
2224.0,65697604000.0,87569965000.0,44741090000.0,87364330000.0,79120640000.0,96029390000.0
2225.0,64935825000.0,87196560000.0,44444443000.0,86835630000.0,78805950000.0,95545430000.0
2226.0,64858395000.0,87012925000.0,44128130000.0,86134510000.0,78383890000.0,95311585000.0
2227.0,64828686000.0,86632560000.0,43964050000.0,89511170000.0,78056870000.0,95555110000.0
2228.0,64450773000.0,87202250000.0,43669406000.0,86196300000.0,77842470000.0,95082060000.0
2229.0,64411340000.0,86294620000.0,43334980000.0,86075000000.0,77552500000.0,94804970000.0
2230.0,64250286000.0,86465040000.0,42866094000.0,85475900000.0,77216080000.0,94392800000.0
2231.0,63968993000.0,85878096000.0,42543354000.0,85325290000.0,76937230000.0,93769105000.0
2232.0,63586410000.0,87145950000.0,42334683000.0,85028220000.0,76769740000.0,94062470000.0
2233.0,63665710000.0,87056070000.0,42081990000.0,84962150000.0,76417630000.0,93578340000.0
2234.0,63870480000.0,86604090000.0,41917280000.0,84985370000.0,76227370000.0,93380220000.0
2235.0,63709676000.0,86054290000.0,41716500000.0,84434240000.0,75783870000.0,92881355000.0
2236.0,63211840000.0,85547890000.0,41495216000.0,84343290000.0,76264760000.0,92902830000.0
2237.0,63222104000.0,85075130000.0,41053250000.0,84120190000.0,75036156000.0,92807760000.0
2238.0,62521606000.0,84953874000.0,40877306000.0,84048720000.0,74833930000.0,92504420000.0
2239.0,63581598000.0,84635140000.0,40747840000.0,83807320000.0,75154465000.0,92667050000.0
2240.0,62189154000.0,84930510000.0,40527620000.0,84238550000.0,74722520000.0,92226380000.0
2241.0,61864813000.0,84504400000.0,40397250000.0,83599420000.0,74556950000.0,92052820000.0
2242.0,61752836000.0,84574724000.0,40027447000.0,83283380000.0,74353040000.0,91771330000.0
2243.0,62329385000.0,84189930000.0,39861740000.0,82887385000.0,74324210000.0,91487240000.0
2244.0,61578363000.0,83868900000.0,39536165000.0,82809110000.0,73869320000.0,91108990000.0
2245.0,61446750000.0,84318170000.0,39343596000.0,82973220000.0,73367760000.0,90879100000.0
2246.0,61337140000.0,84061670000.0,39136936000.0,82740855000.0,73036800000.0,90693165000.0
2247.0,60949210000.0,83434684000.0,38849720000.0,82410330000.0,72836190000.0,90740540000.0
2248.0,61005664000.0,83816550000.0,38683710000.0,81727414000.0,72452290000.0,90192890000.0
2249.0,61005943000.0,83796530000.0,38444040000.0,81495830000.0,72157630000.0,89867190000.0
2250.0,60689564000.0,83433510000.0,38329840000.0,81500250000.0,71727990000.0,89505770000.0
2251.0,60309254000.0,82973220000.0,38194455000.0,81385680000.0,71695925000.0,89417210000.0
2252.0,60110983000.0,82985935000.0,37913706000.0,81336885000.0,71311010000.0,88972470000.0
2253.0,60043610000.0,82480685000.0,37796135000.0,80947660000.0,71232460000.0,88765180000.0
2254.0,60211708000.0,82382220000.0,37651948000.0,80960920000.0,70961530000.0,88851020000.0
2255.0,59447700000.0,82493360000.0,37547258000.0,80631250000.0,70653110000.0,88756945000.0
2256.0,59173250000.0,82563250000.0,37417955000.0,80375020000.0,70349595000.0,88450080000.0
2257.0,59113005000.0,82608510000.0,37271187000.0,80713070000.0,69952150000.0,87990820000.0
2258.0,58955416000.0,82066260000.0,37050937000.0,80350440000.0,69635930000.0,88103540000.0
2259.0,58823860000.0,82001970000.0,36834280000.0,80044430000.0,69344520000.0,87933090000.0
2260.0,58391745000.0,82051610000.0,36827630000.0,80008135000.0,69242090000.0,87732855000.0
2261.0,58297025000.0,81875900000.0,36405215000.0,80113115000.0,68879745000.0,87733280000.0
2262.0,58071302000.0,81780040000.0,36219113000.0,79901690000.0,68381938000.0,87468280000.0
2263.0,57733734000.0,81661480000.0,35925720000.0,80485425000.0,68340527000.0,87566360000.0
2264.0,57564640000.0,81999570000.0,35651097000.0,79854395000.0,67939295000.0,87244610000.0
2265.0,57308373000.0,81356970000.0,35536000000.0,80074916000.0,67822924000.0,87202500000.0
2266.0,57344336000.0,81508870000.0,35684790000.0,79360090000.0,67475177000.0,87040870000.0
2267.0,57106485000.0,81702700000.0,35561390000.0,79247180000.0,67064370000.0,88058440000.0
2268.0,57120160000.0,81308110000.0,35091677000.0,78895130000.0,67063947000.0,86628850000.0
2269.0,56896940000.0,81325070000.0,34969936000.0,78900060000.0,66700268000.0,86335060000.0
2270.0,56391668000.0,82407650000.0,35466900000.0,78368980000.0,66507964000.0,86059090000.0
2271.0,56138047000.0,82418100000.0,34888757000.0,78287720000.0,66603740000.0,85848100000.0
2272.0,56543355000.0,82073444000.0,34523660000.0,79745294000.0,66139845000.0,85371640000.0
2273.0,56026477000.0,81554500000.0,34352318000.0,81438430000.0,65413960000.0,85519490000.0
2274.0,55771353000.0,82779840000.0,34300030000.0,78643570000.0,65170250000.0,85203190000.0
2275.0,55549240000.0,81542410000.0,34231760000.0,78134900000.0,64939102000.0,85475746000.0
2276.0,55613390000.0,81471800000.0,33995790000.0,78034850000.0,64663610000.0,85919550000.0
2277.0,55240930000.0,81577610000.0,33729053000.0,78035870000.0,64598413000.0,85388930000.0
2278.0,55123980000.0,81078370000.0,33795131000.0,77892400000.0,64390880000.0,84732510000.0
2279.0,55186740000.0,81695515000.0,33645070000.0,78273670000.0,64253166000.0,84482610000.0
2280.0,54937710000.0,80822990000.0,33477994000.0,77645790000.0,64132375000.0,84625875000.0
2281.0,54889087000.0,80787500000.0,33348209000.0,77618410000.0,63847793000.0,84261530000.0
2282.0,54532230000.0,80907060000.0,33059123000.0,77549590000.0,64170240000.0,84008770000.0
2283.0,54523210000.0,80655400000.0,32985962000.0,77244390000.0,63822426000.0,85349690000.0
2284.0,55265220000.0,80429740000.0,32887270000.0,77034594000.0,63426687000.0,84118980000.0
2285.0,54892010000.0,80469840000.0,32704910000.0,76757385000.0,63409150000.0,83564720000.0
2286.0,54253777000.0,79731930000.0,32599665000.0,76581900000.0,63231267000.0,83337780000.0
2287.0,54364566000.0,80127180000.0,32511545000.0,77981140000.0,62786390000.0,83179810000.0
2288.0,53959447000.0,79845120000.0,32374122000.0,76617180000.0,62628282000.0,82794500000.0
2289.0,53946647000.0,80191000000.0,32217465000.0,78297250000.0,62520610000.0,82604150000.0
2290.0,53788820000.0,80138760000.0,32098960000.0,76539670000.0,62284060000.0,82563360000.0
2291.0,53590426000.0,80026660000.0,32032618000.0,75743625000.0,62024600000.0,82297766000.0
2292.0,53484823000.0,80365480000.0,31809059000.0,76942680000.0,62038210000.0,82192120000.0
2293.0,53031997000.0,79577870000.0,31726088000.0,76006580000.0,61767983000.0,81925235000.0
2294.0,53020590000.0,79856110000.0,31411057000.0,76111230000.0,61463000000.0,81935560000.0
