time,CCSM4,GFDL-CM3,NORESM1-M,IPSL-CM5A-LR,GFDL-ESM2G,CESM1-CAM5,CSIRO-MK3-6-0,GISS-E2-R
2000.0,19611530000000.0,19611530000000.0,19611530000000.0,19611530000000.0,19611530000000.0,19611530000000.0,19611530000000.0,19611530000000.0
2001.0,19650161000000.0,19650161000000.0,19650161000000.0,19650161000000.0,19650161000000.0,19650161000000.0,19650161000000.0,19650161000000.0
2002.0,19627793000000.0,19627793000000.0,19627793000000.0,19627793000000.0,19627793000000.0,19627793000000.0,19627793000000.0,19627793000000.0
2003.0,19580989000000.0,19580989000000.0,19580989000000.0,19580989000000.0,19580989000000.0,19580989000000.0,19580989000000.0,19580989000000.0
2004.0,19518420000000.0,19518420000000.0,19518420000000.0,19518420000000.0,19518420000000.0,19518420000000.0,19518420000000.0,19518420000000.0
2005.0,19432626000000.0,19432626000000.0,19432626000000.0,19432626000000.0,19432626000000.0,19432626000000.0,19432626000000.0,19432626000000.0
2006.0,19354997000000.0,19354997000000.0,19354997000000.0,19354997000000.0,19354997000000.0,19354997000000.0,19354997000000.0,19354997000000.0
2007.0,19307510000000.0,19307510000000.0,19307510000000.0,19307510000000.0,19307510000000.0,19307510000000.0,19307510000000.0,19307510000000.0
2008.0,19223701000000.0,19223701000000.0,19223701000000.0,19223701000000.0,19223701000000.0,19223701000000.0,19223701000000.0,19223701000000.0
2009.0,19243320000000.0,19243320000000.0,19243320000000.0,19243320000000.0,19243320000000.0,19243320000000.0,19243320000000.0,19243320000000.0
2010.0,19158975000000.0,19158975000000.0,19158975000000.0,19158975000000.0,19158975000000.0,19158975000000.0,19158975000000.0,19158975000000.0
2011.0,19076307000000.0,19076307000000.0,19076307000000.0,19076307000000.0,19076307000000.0,19076307000000.0,19076307000000.0,19076307000000.0
2012.0,19031396000000.0,19031396000000.0,19031396000000.0,19031396000000.0,19031396000000.0,19031396000000.0,19031396000000.0,19031396000000.0
2013.0,18987323000000.0,18987323000000.0,18987323000000.0,18987323000000.0,18987323000000.0,18987323000000.0,18987323000000.0,18987323000000.0
2014.0,18889220000000.0,18889220000000.0,18889220000000.0,18889220000000.0,18889220000000.0,18889220000000.0,18889220000000.0,18889220000000.0
2015.0,18804443000000.0,18804443000000.0,18804443000000.0,18804443000000.0,18804443000000.0,18804443000000.0,18804443000000.0,18804443000000.0
2016.0,18727370000000.0,18727370000000.0,18727370000000.0,18727370000000.0,18727370000000.0,18727370000000.0,18727370000000.0,18727370000000.0
2017.0,18547015000000.0,18547015000000.0,18547015000000.0,18547015000000.0,18547015000000.0,18547015000000.0,18547015000000.0,18547015000000.0
2018.0,18422128000000.0,18422128000000.0,18422128000000.0,18422128000000.0,18422128000000.0,18422128000000.0,18422128000000.0,18422128000000.0
2019.0,18303521000000.0,18303521000000.0,18303521000000.0,18303521000000.0,18303521000000.0,18303521000000.0,18303521000000.0,18303521000000.0
2020.0,18122920000000.0,18122920000000.0,18122920000000.0,18122920000000.0,18122920000000.0,18122920000000.0,18122920000000.0,18122920000000.0
2021.0,18041109000000.0,18009200000000.0,17966043000000.0,17995921000000.0,18083733000000.0,17940909000000.0,18070735000000.0,18008668000000.0
2022.0,17996951000000.0,17916378000000.0,17848780000000.0,17915690000000.0,17982688000000.0,17880131000000.0,17966280000000.0,17926705000000.0
2023.0,17855911000000.0,17799135000000.0,17640249000000.0,17790684000000.0,17873590000000.0,17911815000000.0,17846493000000.0,17824220000000.0
2024.0,17801243000000.0,17749305000000.0,17408092000000.0,17642010000000.0,17734058000000.0,17789193000000.0,17766506000000.0,17744141000000.0
2025.0,17741522000000.0,17677301000000.0,17217910000000.0,17584698000000.0,17580722000000.0,17687812000000.0,17657068000000.0,17670990000000.0
2026.0,17704744000000.0,17604113000000.0,17054112000000.0,17476681000000.0,17501624000000.0,17643367000000.0,17580145000000.0,17615470000000.0
2027.0,17655879000000.0,17522955000000.0,16864054000000.0,17366807000000.0,17577221000000.0,17518779000000.0,17457719000000.0,17530979000000.0
2028.0,17607432000000.0,17476606000000.0,16765835000000.0,17279500000000.0,17620904000000.0,17375694000000.0,17394129000000.0,17425106000000.0
2029.0,17478175000000.0,17330839000000.0,16620155000000.0,17193579000000.0,17532284000000.0,17238128000000.0,17321628000000.0,17373383000000.0
2030.0,17337689000000.0,17201297000000.0,16441934000000.0,17066653000000.0,17476834000000.0,17135727000000.0,17244027000000.0,17268818000000.0
2031.0,17298344000000.0,17111503000000.0,16299677000000.0,17010771000000.0,17331482000000.0,17108567000000.0,17192662000000.0,17130399000000.0
2032.0,17200906000000.0,16939712000000.0,16146385000000.0,16856987000000.0,17231390000000.0,16912500000000.0,17080442000000.0,17051554000000.0
2033.0,17152391000000.0,16839384000000.0,16065192000000.0,16694503000000.0,17134282000000.0,16701226000000.0,17016311000000.0,16946473000000.0
2034.0,17013645000000.0,16717335000000.0,15884959000000.0,16539910000000.0,16994052000000.0,16603980000000.0,17021592000000.0,16846938000000.0
2035.0,17032141000000.0,16600842000000.0,15668624000000.0,16458520000000.0,16858655000000.0,16512590000000.0,16999676000000.0,16741571000000.0
2036.0,16915694000000.0,16355436000000.0,15491263000000.0,16318341000000.0,16673300000000.0,16462970000000.0,17008556000000.0,16525825000000.0
2037.0,16798763000000.0,16307100000000.0,15392755000000.0,16211051000000.0,16608813000000.0,16381855000000.0,17027593000000.0,16494950000000.0
2038.0,16824513000000.0,16151628000000.0,15207958000000.0,16073477000000.0,16502758000000.0,16250955000000.0,16862289000000.0,16419352000000.0
2039.0,16708645000000.0,16063871000000.0,15050535000000.0,15848697000000.0,16391583000000.0,16134430000000.0,16743292000000.0,16336917000000.0
2040.0,16615704000000.0,15907193000000.0,14895949000000.0,15742699000000.0,16295745000000.0,15961779000000.0,16521999000000.0,16185673000000.0
2041.0,16537043000000.0,15773732000000.0,14792562000000.0,15610814000000.0,16339739000000.0,15775156000000.0,16428815000000.0,16087114000000.0
2042.0,16412248000000.0,15619163000000.0,14684246000000.0,15522779000000.0,16184371000000.0,15701702000000.0,16393981000000.0,15976147000000.0
2043.0,16328002000000.0,15418692000000.0,14534614000000.0,15419616000000.0,16054893000000.0,15570440000000.0,16402537000000.0,15849126000000.0
2044.0,16196779000000.0,15346393000000.0,14421075000000.0,15344010000000.0,15966047000000.0,15422531000000.0,16282304000000.0,15694428000000.0
2045.0,16199082000000.0,15108371000000.0,14340398000000.0,15194531000000.0,15966589000000.0,15248872000000.0,16229249000000.0,15560785000000.0
2046.0,16111564000000.0,14987897000000.0,14190710000000.0,15053332000000.0,15935794000000.0,15154185000000.0,16137069000000.0,15560122000000.0
2047.0,15958771000000.0,14793288000000.0,14125505000000.0,14804366000000.0,15826316000000.0,15025053000000.0,15974853000000.0,15429534000000.0
2048.0,15821957000000.0,14687000000000.0,13935279000000.0,14638094000000.0,15699632000000.0,14966321000000.0,15822436000000.0,15289098000000.0
2049.0,15688953000000.0,14502462000000.0,13765937000000.0,14545886000000.0,15655216000000.0,14835209000000.0,15715917000000.0,15200990000000.0
2050.0,15554867000000.0,14369165000000.0,13617492000000.0,14392045000000.0,15536809000000.0,14537141000000.0,15606881000000.0,15093782000000.0
2051.0,15441848000000.0,14264586000000.0,13447859000000.0,14215741000000.0,15395942000000.0,14335921000000.0,15415301000000.0,14989105000000.0
2052.0,15281427000000.0,14134591000000.0,13346077000000.0,14035135000000.0,15305166000000.0,14206705000000.0,15332331000000.0,14905597000000.0
2053.0,15225167000000.0,13958798000000.0,13062580000000.0,13847746000000.0,15196893000000.0,14027078000000.0,15204940000000.0,14715216000000.0
2054.0,15159443000000.0,13754400000000.0,12906457000000.0,13644193000000.0,15096566000000.0,13855385000000.0,15086690000000.0,14549451000000.0
2055.0,15071328000000.0,13582648000000.0,12752626000000.0,13545565000000.0,15033423000000.0,13704711000000.0,15005507000000.0,14440539000000.0
2056.0,14949409000000.0,13470091000000.0,12552854000000.0,13423269000000.0,14907115000000.0,13523520000000.0,14891095000000.0,14367909000000.0
2057.0,14840636000000.0,13402525000000.0,12280240000000.0,13261506000000.0,14803114000000.0,13414182000000.0,14855471000000.0,14201170000000.0
2058.0,14689829000000.0,13272439000000.0,12150911000000.0,13119854000000.0,14687547000000.0,13251435000000.0,14719048000000.0,14000030000000.0
2059.0,14588822000000.0,13064485000000.0,11953321000000.0,12977805000000.0,14596555000000.0,13001269000000.0,14614874000000.0,13885305000000.0
2060.0,14505018000000.0,12928156000000.0,11842550000000.0,12726723000000.0,14535333000000.0,12793715000000.0,14457629000000.0,13818524000000.0
2061.0,14444246000000.0,12797284000000.0,11582456000000.0,12608105000000.0,14537924000000.0,12695451000000.0,14332244000000.0,13710888000000.0
2062.0,14351443000000.0,12671411000000.0,11413816000000.0,12476774000000.0,14456094000000.0,12506027000000.0,14257411000000.0,13503630000000.0
2063.0,14190615000000.0,12500736000000.0,11300564000000.0,12317726000000.0,14392185000000.0,12380636000000.0,14163603000000.0,13424730000000.0
2064.0,14061122000000.0,12364408000000.0,11118049000000.0,12131370000000.0,14353502000000.0,12139644000000.0,14084187000000.0,13327518000000.0
2065.0,13935121000000.0,12186867000000.0,10988244000000.0,11931818000000.0,14319304000000.0,11924477000000.0,14057673000000.0,13183366000000.0
2066.0,13809060000000.0,12091154000000.0,10787250000000.0,11824743000000.0,14211948000000.0,11663370000000.0,13981109000000.0,13055510000000.0
2067.0,13782390000000.0,11910171000000.0,10624617000000.0,11731854000000.0,14188459000000.0,11489346000000.0,13881593000000.0,12934941000000.0
2068.0,13696275000000.0,11764735000000.0,10343679000000.0,11580050000000.0,14134997000000.0,11339977000000.0,13820184000000.0,12822176000000.0
2069.0,13608523000000.0,11684892000000.0,10127969000000.0,11452863000000.0,14038506000000.0,11107666000000.0,13666168000000.0,12662211000000.0
2070.0,13479931000000.0,11530584000000.0,9972385000000.0,11321289000000.0,13989394000000.0,10969574000000.0,13510805000000.0,12508749000000.0
2071.0,13273583000000.0,11421507000000.0,9765025000000.0,11155520000000.0,13919347000000.0,10760256000000.0,13424905000000.0,12381116000000.0
2072.0,13122576000000.0,11338254000000.0,9597745000000.0,10989000000000.0,13899084000000.0,10539790000000.0,13290416000000.0,12290524000000.0
2073.0,12993304000000.0,11105332000000.0,9420113000000.0,10858103000000.0,13777408000000.0,10347610000000.0,13092243000000.0,12218394000000.0
2074.0,12743312000000.0,10928336000000.0,9228569000000.0,10704262000000.0,13724304000000.0,10215730000000.0,12952768000000.0,12128921000000.0
2075.0,12569610000000.0,10776699000000.0,9083009000000.0,10627343000000.0,13684150000000.0,10088736000000.0,12864409000000.0,12100913000000.0
2076.0,12374078000000.0,10649470000000.0,8922538000000.0,10492442000000.0,13598723000000.0,9866488000000.0,12713487000000.0,11989603000000.0
2077.0,12256242000000.0,10506248000000.0,8719294000000.0,10364407000000.0,13441978000000.0,9621719000000.0,12637094000000.0,11884613000000.0
2078.0,12090271000000.0,10423109000000.0,8529857500000.0,10257555000000.0,13338821000000.0,9429357000000.0,12490691000000.0,11824938000000.0
2079.0,11869888000000.0,10357867000000.0,8399491700000.0,10104328000000.0,13320082000000.0,9230347000000.0,12314777000000.0,11714900000000.0
2080.0,11726822000000.0,10246147000000.0,8237894600000.0,9942479000000.0,13266350000000.0,9073948000000.0,12082280000000.0,11722965000000.0
2081.0,11600636000000.0,10143676000000.0,8157709500000.0,9864002000000.0,13138504000000.0,8866576000000.0,11916470000000.0,11598038000000.0
2082.0,11483573000000.0,10038535000000.0,8046191000000.0,9710161000000.0,13049151000000.0,8609491600000.0,11798659000000.0,11516041000000.0
2083.0,11374920000000.0,9858632000000.0,7914912000000.0,9543301000000.0,12975431000000.0,8468043000000.0,11727268000000.0,11473293000000.0
2084.0,11194144000000.0,9727525000000.0,7733245400000.0,9451584000000.0,12984772000000.0,8315284000000.0,11544328000000.0,11402892000000.0
2085.0,11067440000000.0,9609823000000.0,7510803000000.0,9289035000000.0,12872920000000.0,8201308000000.0,11400566000000.0,11391418000000.0
2086.0,10907920000000.0,9469633000000.0,7296618300000.0,9173330000000.0,12758142000000.0,8000121000000.0,11258335000000.0,11350721000000.0
2087.0,10668778000000.0,9362361000000.0,7206947000000.0,9041070000000.0,12663713000000.0,7793690500000.0,11099902000000.0,11277061000000.0
2088.0,10494351000000.0,9245594000000.0,7065001500000.0,8880849000000.0,12594873000000.0,7568125600000.0,11008047000000.0,11182086000000.0
2089.0,10344207000000.0,9104689000000.0,6917805600000.0,8735094000000.0,12468765000000.0,7423772300000.0,10879795000000.0,11073502000000.0
2090.0,10172184000000.0,8998188000000.0,6804823000000.0,8587536500000.0,12375111000000.0,7251995700000.0,10804779000000.0,10971483000000.0
2091.0,9959919000000.0,8846262000000.0,6618422400000.0,8379055000000.0,12299474000000.0,7069830000000.0,10699287000000.0,10970727000000.0
2092.0,9813467000000.0,8659754500000.0,6414433000000.0,8207305500000.0,12230556000000.0,6944587000000.0,10577770000000.0,10904361000000.0
2093.0,9629633000000.0,8531843000000.0,6219942000000.0,8081217000000.0,12150553000000.0,6834000000000.0,10460931000000.0,10872418000000.0
2094.0,9498875000000.0,8369491400000.0,6024399000000.0,7985848000000.0,12154985000000.0,6679212000000.0,10363280000000.0,10785116000000.0
2095.0,9342690000000.0,8244009400000.0,5837818000000.0,7894723000000.0,12080810000000.0,6489652000000.0,10280680000000.0,10753834000000.0
2096.0,9185029000000.0,8116807000000.0,5734878000000.0,7768724000000.0,11990295000000.0,6358731000000.0,10135135000000.0,10715943000000.0
2097.0,9123738000000.0,8017538400000.0,5635071500000.0,7660894000000.0,11855813000000.0,6256970000000.0,10037217000000.0,10693059000000.0
2098.0,9005351000000.0,7845169300000.0,5523718000000.0,7568496300000.0,11782430000000.0,6099066400000.0,9880246000000.0,10632164000000.0
2099.0,8886172000000.0,7696124000000.0,5419572400000.0,7392449300000.0,11735656000000.0,5900235400000.0,9697368000000.0,10602282000000.0
2100.0,8773743700000.0,7547547000000.0,5275231000000.0,7285328000000.0,11612866000000.0,5790156500000.0,9579046000000.0,10559072000000.0
