time,CANESM2,GFDL-ESM2G,CESM1-CAM5,GISS-E2-R,CSIRO-MK3-6-0,GFDL-CM3,CCSM4,CNRM-CM5,NORESM1-M,MPI-ESM-LR,IPSL-CM5A-LR
2000.0,19611530000000.0,19611530000000.0,19611530000000.0,19611530000000.0,19611530000000.0,19611530000000.0,19611530000000.0,19611530000000.0,19611530000000.0,19611530000000.0,19611530000000.0
2001.0,19650161000000.0,19650161000000.0,19650161000000.0,19650161000000.0,19650161000000.0,19650161000000.0,19650161000000.0,19650161000000.0,19650161000000.0,19650161000000.0,19650161000000.0
2002.0,19627793000000.0,19627793000000.0,19627793000000.0,19627793000000.0,19627793000000.0,19627793000000.0,19627793000000.0,19627793000000.0,19627793000000.0,19627793000000.0,19627793000000.0
2003.0,19580989000000.0,19580989000000.0,19580989000000.0,19580989000000.0,19580989000000.0,19580989000000.0,19580989000000.0,19580989000000.0,19580989000000.0,19580989000000.0,19580989000000.0
2004.0,19518420000000.0,19518420000000.0,19518420000000.0,19518420000000.0,19518420000000.0,19518420000000.0,19518420000000.0,19518420000000.0,19518420000000.0,19518420000000.0,19518420000000.0
2005.0,19432626000000.0,19432626000000.0,19432626000000.0,19432626000000.0,19432626000000.0,19432626000000.0,19432626000000.0,19432626000000.0,19432626000000.0,19432626000000.0,19432626000000.0
2006.0,19354997000000.0,19354997000000.0,19354997000000.0,19354997000000.0,19354997000000.0,19354997000000.0,19354997000000.0,19354997000000.0,19354997000000.0,19354997000000.0,19354997000000.0
2007.0,19307510000000.0,19307510000000.0,19307510000000.0,19307510000000.0,19307510000000.0,19307510000000.0,19307510000000.0,19307510000000.0,19307510000000.0,19307510000000.0,19307510000000.0
2008.0,19223701000000.0,19223701000000.0,19223701000000.0,19223701000000.0,19223701000000.0,19223701000000.0,19223701000000.0,19223701000000.0,19223701000000.0,19223701000000.0,19223701000000.0
2009.0,19243320000000.0,19243320000000.0,19243320000000.0,19243320000000.0,19243320000000.0,19243320000000.0,19243320000000.0,19243320000000.0,19243320000000.0,19243320000000.0,19243320000000.0
2010.0,19158975000000.0,19158975000000.0,19158975000000.0,19158975000000.0,19158975000000.0,19158975000000.0,19158975000000.0,19158975000000.0,19158975000000.0,19158975000000.0,19158975000000.0
2011.0,19076307000000.0,19076307000000.0,19076307000000.0,19076307000000.0,19076307000000.0,19076307000000.0,19076307000000.0,19076307000000.0,19076307000000.0,19076307000000.0,19076307000000.0
2012.0,19031396000000.0,19031396000000.0,19031396000000.0,19031396000000.0,19031396000000.0,19031396000000.0,19031396000000.0,19031396000000.0,19031396000000.0,19031396000000.0,19031396000000.0
2013.0,18987323000000.0,18987323000000.0,18987323000000.0,18987323000000.0,18987323000000.0,18987323000000.0,18987323000000.0,18987323000000.0,18987323000000.0,18987323000000.0,18987323000000.0
2014.0,18889220000000.0,18889220000000.0,18889220000000.0,18889220000000.0,18889220000000.0,18889220000000.0,18889220000000.0,18889220000000.0,18889220000000.0,18889220000000.0,18889220000000.0
2015.0,18804443000000.0,18804443000000.0,18804443000000.0,18804443000000.0,18804443000000.0,18804443000000.0,18804443000000.0,18804443000000.0,18804443000000.0,18804443000000.0,18804443000000.0
2016.0,18727370000000.0,18727370000000.0,18727370000000.0,18727370000000.0,18727370000000.0,18727370000000.0,18727370000000.0,18727370000000.0,18727370000000.0,18727370000000.0,18727370000000.0
2017.0,18547015000000.0,18547015000000.0,18547015000000.0,18547015000000.0,18547015000000.0,18547015000000.0,18547015000000.0,18547015000000.0,18547015000000.0,18547015000000.0,18547015000000.0
2018.0,18422128000000.0,18422128000000.0,18422128000000.0,18422128000000.0,18422128000000.0,18422128000000.0,18422128000000.0,18422128000000.0,18422128000000.0,18422128000000.0,18422128000000.0
2019.0,18303521000000.0,18303521000000.0,18303521000000.0,18303521000000.0,18303521000000.0,18303521000000.0,18303521000000.0,18303521000000.0,18303521000000.0,18303521000000.0,18303521000000.0
2020.0,18122920000000.0,18122920000000.0,18122920000000.0,18122920000000.0,18122920000000.0,18122920000000.0,18122920000000.0,18122920000000.0,18122920000000.0,18122920000000.0,18122920000000.0
2021.0,18025544000000.0,17964173000000.0,18066826000000.0,18082740000000.0,17993847000000.0,18098810000000.0,18047184000000.0,17979230000000.0,17949597000000.0,18031848000000.0,17973473000000.0
2022.0,17904978000000.0,17829480000000.0,18034844000000.0,18018854000000.0,17809900000000.0,17981778000000.0,17896254000000.0,17844460000000.0,17873634000000.0,17886647000000.0,17910366000000.0
2023.0,17814463000000.0,17811689000000.0,17949937000000.0,17953922000000.0,17674212000000.0,17901438000000.0,17752562000000.0,17754411000000.0,17791440000000.0,17757680000000.0,17852703000000.0
2024.0,17661910000000.0,17603859000000.0,17857690000000.0,17891125000000.0,17508830000000.0,17796394000000.0,17691562000000.0,17675986000000.0,17648258000000.0,17682460000000.0,17739509000000.0
2025.0,17558636000000.0,17457230000000.0,17717575000000.0,17789140000000.0,17415193000000.0,17709799000000.0,17535801000000.0,17576117000000.0,17516457000000.0,17579200000000.0,17678120000000.0
2026.0,17464313000000.0,17351173000000.0,17575019000000.0,17708817000000.0,17353744000000.0,17523833000000.0,17460332000000.0,17424746000000.0,17409151000000.0,17358483000000.0,17491397000000.0
2027.0,17330496000000.0,17265386000000.0,17553927000000.0,17692447000000.0,17336775000000.0,17432497000000.0,17333601000000.0,17306660000000.0,17380690000000.0,17269269000000.0,17365557000000.0
2028.0,17181833000000.0,17089738000000.0,17455172000000.0,17630608000000.0,17209517000000.0,17288464000000.0,17168711000000.0,17207046000000.0,17351621000000.0,17182043000000.0,17258318000000.0
2029.0,17108082000000.0,16898627000000.0,17362122000000.0,17446279000000.0,17067380000000.0,17078553000000.0,17158504000000.0,17133822000000.0,17180338000000.0,17020309000000.0,17123652000000.0
2030.0,17000003000000.0,16686398000000.0,17215343000000.0,17301131000000.0,17048686000000.0,16982663000000.0,17087601000000.0,17085975000000.0,17012299000000.0,16837856000000.0,16985111000000.0
2031.0,16841413000000.0,16607160000000.0,17092617000000.0,17101921000000.0,16968274000000.0,16903122000000.0,16911648000000.0,17043209000000.0,16855129000000.0,16721400000000.0,16853057000000.0
2032.0,16725977000000.0,16463701000000.0,16935614000000.0,16994403000000.0,16869624000000.0,16753468000000.0,16768296000000.0,16950827000000.0,16793525000000.0,16646473000000.0,16664823000000.0
2033.0,16575239000000.0,16346378000000.0,16850368000000.0,17036881000000.0,16812410000000.0,16637833000000.0,16530894000000.0,16885479000000.0,16648390000000.0,16477396000000.0,16506179000000.0
2034.0,16530963000000.0,16167943000000.0,16653274000000.0,16911762000000.0,16664491000000.0,16507045000000.0,16434988000000.0,16834050000000.0,16570591000000.0,16322714000000.0,16338796000000.0
2035.0,16408265000000.0,16082587000000.0,16466965000000.0,16765104000000.0,16586055000000.0,16347453000000.0,16375759000000.0,16824082000000.0,16397324000000.0,16177212000000.0,16262519000000.0
2036.0,16251490000000.0,15911668000000.0,16330636000000.0,16659857000000.0,16458307000000.0,16258912000000.0,16230562000000.0,16681450000000.0,16289649000000.0,16090767000000.0,16179744000000.0
2037.0,16111536000000.0,15838371000000.0,16229836000000.0,16503503000000.0,16270502000000.0,16103370000000.0,16126633000000.0,16558188000000.0,16046880000000.0,16016898000000.0,16090176000000.0
2038.0,15865634000000.0,15809054000000.0,16033360000000.0,16397758000000.0,16128948000000.0,15956735000000.0,16106680000000.0,16429279000000.0,15850205000000.0,15881432000000.0,15968658000000.0
2039.0,15698146000000.0,15713062000000.0,15917460000000.0,16293045000000.0,16011965000000.0,15885252000000.0,16048038000000.0,16328798000000.0,15622946000000.0,15756300000000.0,15901004000000.0
2040.0,15520431000000.0,15602140000000.0,15803217000000.0,16197080000000.0,15848021000000.0,15819963000000.0,15934985000000.0,16220224000000.0,15493227000000.0,15613662000000.0,15730246000000.0
2041.0,15356714000000.0,15497614000000.0,15650504000000.0,16049401000000.0,15737905000000.0,15621394000000.0,15857265000000.0,16149449000000.0,15282975000000.0,15514405000000.0,15580883000000.0
2042.0,15261263000000.0,15415147000000.0,15543216000000.0,15901918000000.0,15545790000000.0,15388906000000.0,15737908000000.0,16085659000000.0,15137945000000.0,15475019000000.0,15470489000000.0
2043.0,15083025000000.0,15251120000000.0,15517204000000.0,15735477000000.0,15397856000000.0,15299511000000.0,15691890000000.0,16036961000000.0,14874925000000.0,15338919000000.0,15290118000000.0
2044.0,14934817000000.0,15215432000000.0,15429723000000.0,15664745000000.0,15309971000000.0,15113976000000.0,15703717000000.0,15895221000000.0,14696425000000.0,15221614000000.0,15172540000000.0
2045.0,14748690000000.0,15147598000000.0,15276672000000.0,15504831000000.0,15147372000000.0,14884545000000.0,15611961000000.0,15793008000000.0,14475670000000.0,15079866000000.0,15128448000000.0
2046.0,14568714000000.0,15081208000000.0,15149549000000.0,15347705000000.0,14945524000000.0,14690512000000.0,15577183000000.0,15739053000000.0,14284362000000.0,14938342000000.0,14968623000000.0
2047.0,14346210000000.0,15001838000000.0,14976073000000.0,15252825000000.0,14827562000000.0,14489350000000.0,15535412000000.0,15644250000000.0,14196916000000.0,14791335000000.0,14927131000000.0
2048.0,14197270000000.0,14859454000000.0,14881757000000.0,15161186000000.0,14730122000000.0,14417953000000.0,15426870000000.0,15618395000000.0,14030739000000.0,14718209000000.0,14758345000000.0
2049.0,14070228000000.0,14783029000000.0,14762026000000.0,15067119000000.0,14584317000000.0,14242707000000.0,15318339000000.0,15468971000000.0,13805454000000.0,14598093000000.0,14646000000000.0
2050.0,13983422000000.0,14716403000000.0,14637348000000.0,14975806000000.0,14413832000000.0,14038841000000.0,15248797000000.0,15296246000000.0,13569118000000.0,14574465000000.0,14478538000000.0
2051.0,13771212000000.0,14633882000000.0,14470471000000.0,14924027000000.0,14256848000000.0,13945181000000.0,15199969000000.0,15213131000000.0,13406032000000.0,14514350000000.0,14269094000000.0
2052.0,13606727000000.0,14529459000000.0,14272311000000.0,14801914000000.0,14026365000000.0,13775683000000.0,15089118000000.0,15079610000000.0,13197042000000.0,14400954000000.0,14114837000000.0
2053.0,13473154000000.0,14508321000000.0,14153543000000.0,14718546000000.0,13844457000000.0,13654276000000.0,15063498000000.0,15033003000000.0,12992772000000.0,14178174000000.0,13857416000000.0
2054.0,13338117000000.0,14464936000000.0,14051087000000.0,14559691000000.0,13661163000000.0,13508177000000.0,14943244000000.0,14898160000000.0,12795514000000.0,13960014000000.0,13702097000000.0
2055.0,13237027000000.0,14393457000000.0,13804441000000.0,14484845000000.0,13415015000000.0,13343089000000.0,14768717000000.0,14874930000000.0,12646869000000.0,13882142000000.0,13677233000000.0
2056.0,13078836000000.0,14240941000000.0,13588170000000.0,14392380000000.0,13290005000000.0,13132001000000.0,14645098000000.0,14803816000000.0,12479825000000.0,13804314000000.0,13524275000000.0
2057.0,12931548000000.0,14035386000000.0,13384895000000.0,14274180000000.0,13192689000000.0,12981620000000.0,14553934000000.0,14712093000000.0,12292366000000.0,13623680000000.0,13358889000000.0
2058.0,12789213000000.0,13960360000000.0,13185208000000.0,14111159000000.0,12971503000000.0,12836066000000.0,14556224000000.0,14610676000000.0,12078968000000.0,13565249000000.0,13299824000000.0
2059.0,12620385000000.0,13839927000000.0,12997003000000.0,14015166000000.0,12774792000000.0,12727384000000.0,14566865000000.0,14555095000000.0,11899964000000.0,13454421000000.0,13126974000000.0
2060.0,12494339000000.0,13782681000000.0,12779452000000.0,13939428000000.0,12535881000000.0,12533538000000.0,14458259000000.0,14486409000000.0,11785607000000.0,13281028000000.0,13024609000000.0
2061.0,12314325000000.0,13715946000000.0,12604920000000.0,13857439000000.0,12377549000000.0,12310093000000.0,14402175000000.0,14338748000000.0,11610979000000.0,13137232000000.0,12929487000000.0
2062.0,12177576000000.0,13598660000000.0,12476058000000.0,13771937000000.0,12233555000000.0,12187488000000.0,14260417000000.0,14212635000000.0,11411690000000.0,13003312000000.0,12776010000000.0
2063.0,12065912000000.0,13530549000000.0,12393961000000.0,13686283000000.0,12037924000000.0,12054881000000.0,14087875000000.0,14124914000000.0,11253266000000.0,12936908000000.0,12581543000000.0
2064.0,11964868000000.0,13488505000000.0,12246324000000.0,13568291000000.0,11834175000000.0,11884693000000.0,13941160000000.0,14069534000000.0,11141469000000.0,12739297000000.0,12411476000000.0
2065.0,11837762000000.0,13378910000000.0,12020117000000.0,13488741000000.0,11727817000000.0,11750314000000.0,13837202000000.0,14008253000000.0,10949944000000.0,12620585000000.0,12336309000000.0
2066.0,11670160000000.0,13288818000000.0,11881928000000.0,13417642000000.0,11606350000000.0,11611120000000.0,13733329000000.0,13851177000000.0,10780742000000.0,12509278000000.0,12195513000000.0
2067.0,11574327000000.0,13052898000000.0,11648692000000.0,13364993000000.0,11448212000000.0,11425968000000.0,13625057000000.0,13729982000000.0,10630545000000.0,12417906000000.0,12094852000000.0
2068.0,11448773000000.0,12914687000000.0,11322167000000.0,13287237000000.0,11366862000000.0,11343965000000.0,13520624000000.0,13695423000000.0,10512433000000.0,12334750000000.0,12039517000000.0
2069.0,11331685000000.0,12831236000000.0,11148304000000.0,13169892000000.0,11230684000000.0,11186366000000.0,13427342000000.0,13630439000000.0,10409012000000.0,12234789000000.0,11937837000000.0
2070.0,11192665000000.0,12778308000000.0,10970575000000.0,13065200000000.0,11107019000000.0,11072087000000.0,13303892000000.0,13530889000000.0,10251794000000.0,12053690000000.0,11771624000000.0
2071.0,11040032000000.0,12660678000000.0,10738967000000.0,13011384000000.0,10981518000000.0,10889756000000.0,13156049000000.0,13487548000000.0,10136587000000.0,11878539000000.0,11650928000000.0
2072.0,10897988000000.0,12601197000000.0,10611713000000.0,12985256000000.0,10838218000000.0,10790605000000.0,13082126000000.0,13457423000000.0,10029750000000.0,11823446000000.0,11538630000000.0
2073.0,10804954000000.0,12535034000000.0,10417847000000.0,12921947000000.0,10672677000000.0,10666269000000.0,12981188000000.0,13306988000000.0,9910357000000.0,11712250000000.0,11444551000000.0
2074.0,10711657000000.0,12516466000000.0,10236443000000.0,12837105000000.0,10522087000000.0,10496668000000.0,12898398000000.0,13232663000000.0,9786421000000.0,11627618000000.0,11404912000000.0
2075.0,10628535000000.0,12476565000000.0,10140227000000.0,12745091000000.0,10385574000000.0,10370474000000.0,12802795000000.0,13134978000000.0,9637954000000.0,11506535000000.0,11248219000000.0
2076.0,10493141000000.0,12424867000000.0,10028392000000.0,12661897000000.0,10252500000000.0,10260648000000.0,12647240000000.0,12961942000000.0,9564004000000.0,11407964000000.0,11172360000000.0
