time,BCC-CSM2-MR,MRI-ESM2-0,EC-EARTH3,INM-CM4-8,CAMS-CSM1-0,FGOALS-F3-L,CESM2-WACCM,GFDL-ESM4,NORESM2-MM,EC-EARTH3-VEG,MPI-ESM1-2-HR,CESM2,INM-CM5-0
2029.0,14301547000000.0,13884540000000.0,13732718000000.0,14026240000000.0,14140039000000.0,14146917000000.0,14225592000000.0,14201098000000.0,14061231000000.0,14163671000000.0,14090040000000.0,13967718000000.0,14123669000000.0
2030.0,14253893000000.0,13810728000000.0,13599947000000.0,13960079000000.0,14103751000000.0,14136896000000.0,14198395000000.0,14175902000000.0,14045818000000.0,14038817000000.0,14071159000000.0,13912350000000.0,14040791000000.0
2031.0,14257423000000.0,13732159000000.0,13470274000000.0,13912191000000.0,14010515000000.0,14085658000000.0,14119170000000.0,14101534000000.0,14008948000000.0,13971261000000.0,14003481000000.0,13827136000000.0,13983071000000.0
2032.0,14185507000000.0,13684740000000.0,13339271000000.0,13867744000000.0,13974353000000.0,14022887000000.0,14074713000000.0,14030556000000.0,13972267000000.0,13922968000000.0,13962708000000.0,13746404000000.0,13947003000000.0
2033.0,14110957000000.0,13613169000000.0,13265317000000.0,13840009000000.0,13962380000000.0,14019079000000.0,14014089000000.0,13975278000000.0,13894515000000.0,13822335000000.0,13891860000000.0,13643240000000.0,13853945000000.0
2034.0,14036201000000.0,13571026000000.0,13146092000000.0,13759335000000.0,13918008000000.0,13997805000000.0,13914084000000.0,13911452000000.0,13806642000000.0,13727549000000.0,13867287000000.0,13574632000000.0,13775132000000.0
2035.0,13964763000000.0,13495584000000.0,13050523000000.0,13711547000000.0,13869886000000.0,13970448000000.0,13891836000000.0,13832967000000.0,13711866000000.0,13630949000000.0,13794133000000.0,13512340000000.0,13695444000000.0
2036.0,13911997000000.0,13401619000000.0,12938676000000.0,13697484000000.0,13849331000000.0,13942313000000.0,13822924000000.0,13781606000000.0,13641874000000.0,13550709000000.0,13736371000000.0,13429112000000.0,13557833000000.0
2037.0,13842016000000.0,13275572000000.0,12822677000000.0,13641809000000.0,13788200000000.0,13870263000000.0,13758398000000.0,13716307000000.0,13581291000000.0,13448981000000.0,13668364000000.0,13332277000000.0,13486621000000.0
2038.0,13785483000000.0,13227859000000.0,12753571000000.0,13576189000000.0,13678863000000.0,13835071000000.0,13727470000000.0,13638809000000.0,13545816000000.0,13344720000000.0,13590498000000.0,13215359000000.0,13439314000000.0
2039.0,13729574000000.0,13186532000000.0,12616493000000.0,13487116000000.0,13640665000000.0,13757895000000.0,13653165000000.0,13554641000000.0,13424027000000.0,13231878000000.0,13504452000000.0,13087635000000.0,13366667000000.0
2040.0,13741545000000.0,13086914000000.0,12468853000000.0,13404431000000.0,13536697000000.0,13703593000000.0,13617485000000.0,13510860000000.0,13350647000000.0,13113668000000.0,13452434000000.0,13023822000000.0,13273479000000.0
2041.0,13684252000000.0,13053929000000.0,12333481000000.0,13330240000000.0,13470571000000.0,13607881000000.0,13542357000000.0,13433014000000.0,13203849000000.0,13085419000000.0,13411559000000.0,12906425000000.0,13196667000000.0
2042.0,13570540000000.0,13009484000000.0,12242823000000.0,13243273000000.0,13441650000000.0,13561549000000.0,13421104000000.0,13391732000000.0,13125167000000.0,12995237000000.0,13347302000000.0,12856704000000.0,13076303000000.0
2043.0,13514195000000.0,12923203000000.0,12066510000000.0,13174084000000.0,13366852000000.0,13511188000000.0,13312364000000.0,13359205000000.0,13034180000000.0,12915219000000.0,13287134000000.0,12791664000000.0,12950405000000.0
2044.0,13406715000000.0,12799339000000.0,11935398000000.0,13102005000000.0,13320736000000.0,13433771000000.0,13257824000000.0,13311939000000.0,12963504000000.0,12843695000000.0,13224951000000.0,12719491000000.0,12870333000000.0
2045.0,13355897000000.0,12738156000000.0,11839499000000.0,13053732000000.0,13260824000000.0,13355064000000.0,13211242000000.0,13289739000000.0,12928388000000.0,12723661000000.0,13160448000000.0,12624966000000.0,12803402000000.0
2046.0,13283200000000.0,12664764000000.0,11721901000000.0,13007712000000.0,13196221000000.0,13336863000000.0,13119883000000.0,13205429000000.0,12825256000000.0,12598887000000.0,13102261000000.0,12483640000000.0,12742443000000.0
2047.0,13223313000000.0,12593912000000.0,11588315000000.0,12935495000000.0,13109502000000.0,13273931000000.0,13025492000000.0,13145802000000.0,12737131000000.0,12448811000000.0,13061334000000.0,12372370000000.0,12659575000000.0
2048.0,13155496000000.0,12459473000000.0,11459942000000.0,12872581000000.0,13021831000000.0,13270096000000.0,12954449000000.0,13061342000000.0,12659028000000.0,12330543000000.0,12996004000000.0,12282918000000.0,12584135000000.0
2049.0,13038094000000.0,12338188000000.0,11335766000000.0,12799035000000.0,12954175000000.0,13192251000000.0,12891257000000.0,13037027000000.0,12567548000000.0,12216413000000.0,12931292000000.0,12178401000000.0,12488817000000.0
2050.0,12919598000000.0,12286368000000.0,11158234000000.0,12730588000000.0,12915110000000.0,13089702000000.0,12762704000000.0,12969775000000.0,12471248000000.0,12072228000000.0,12860226000000.0,12098976000000.0,12404130000000.0
2051.0,12821573000000.0,12214707000000.0,11034682000000.0,12683919000000.0,12873253000000.0,13036124000000.0,12641695000000.0,12942060000000.0,12412291000000.0,11945233000000.0,12783744000000.0,11967666000000.0,12346979000000.0
2052.0,12787911000000.0,12135776000000.0,10884414000000.0,12591075000000.0,12780920000000.0,12959196000000.0,12570631000000.0,12895697000000.0,12295506000000.0,11828172000000.0,12694220000000.0,11859008000000.0,12252528000000.0
2053.0,12681778000000.0,12044584000000.0,10717740000000.0,12496524000000.0,12761762000000.0,12869638000000.0,12487661000000.0,12829403000000.0,12186227000000.0,11696908000000.0,12607776000000.0,11772484000000.0,12165613000000.0
2054.0,12607472000000.0,11924290000000.0,10553838000000.0,12383062000000.0,12693288000000.0,12823279000000.0,12408750000000.0,12749220000000.0,12080422000000.0,11501262000000.0,12523103000000.0,11657672000000.0,12076684000000.0
2055.0,12495279000000.0,11746009000000.0,10357796000000.0,12312135000000.0,12647925000000.0,12728742000000.0,12329271000000.0,12681533000000.0,11989170000000.0,11327915000000.0,12478629000000.0,11544844000000.0,12020593000000.0
2056.0,12441543000000.0,11595258000000.0,10191137000000.0,12222596000000.0,12590791000000.0,12646630000000.0,12224330000000.0,12647353000000.0,11938676000000.0,11188496000000.0,12389577000000.0,11474545000000.0,11946646000000.0
2057.0,12381360000000.0,11477588000000.0,9985423000000.0,12125149000000.0,12519096000000.0,12598856000000.0,12134455000000.0,12618437000000.0,11897734000000.0,11038068000000.0,12309566000000.0,11403454000000.0,11871102000000.0
2058.0,12261954000000.0,11421050000000.0,9795897000000.0,12021454000000.0,12442631000000.0,12508490000000.0,11993939000000.0,12525594000000.0,11801473000000.0,10877769000000.0,12217820000000.0,11301332000000.0,11820138000000.0
2059.0,12184466000000.0,11331744000000.0,9600445000000.0,11916499000000.0,12392472000000.0,12413122000000.0,11945027000000.0,12425994000000.0,11717621000000.0,10724777000000.0,12149855000000.0,11200812000000.0,11717969000000.0
2060.0,12085009000000.0,11291510000000.0,9398896000000.0,11831966000000.0,12330218000000.0,12321843000000.0,11867263000000.0,12324331000000.0,11644237000000.0,10588922000000.0,12056419000000.0,11053487000000.0,11632908000000.0
2061.0,12003317000000.0,11201805000000.0,9249919000000.0,11763214000000.0,12282098000000.0,12235717000000.0,11767167000000.0,12243605000000.0,11588273000000.0,10446174000000.0,11988775000000.0,10940286000000.0,11578229000000.0
2062.0,11878723000000.0,11105194000000.0,9053614000000.0,11652267000000.0,12225112000000.0,12091912000000.0,11663626000000.0,12195468000000.0,11495867000000.0,10305856000000.0,11924432000000.0,10856170000000.0,11506450000000.0
2063.0,11768874000000.0,10980485000000.0,8857203000000.0,11599428000000.0,12144273000000.0,11942223000000.0,11560449000000.0,12085555000000.0,11385962000000.0,10151892000000.0,11835904000000.0,10707172000000.0,11435868000000.0
2064.0,11683432000000.0,10859072000000.0,8714681600000.0,11533152000000.0,12075197000000.0,11856297000000.0,11497571000000.0,12019304000000.0,11291848000000.0,9984200000000.0,11765665000000.0,10584082000000.0,11369874000000.0
2065.0,11559811000000.0,10783563000000.0,8587230000000.0,11447152000000.0,12041968000000.0,11744701000000.0,11402104000000.0,11879376000000.0,11203334000000.0,9828600000000.0,11669679000000.0,10452473000000.0,11275186000000.0
2066.0,11456825000000.0,10679279000000.0,8408822000000.0,11364367000000.0,11995643000000.0,11668958000000.0,11314788000000.0,11792474000000.0,11079701000000.0,9650886000000.0,11603766000000.0,10365537000000.0,11169491000000.0
2067.0,11341351000000.0,10599955000000.0,8220417000000.0,11284626000000.0,11937348000000.0,11609868000000.0,11177098000000.0,11652774000000.0,10950854000000.0,9473137000000.0,11543911000000.0,10217601000000.0,11086583000000.0
2068.0,11266132000000.0,10420126000000.0,8089317700000.0,11192550000000.0,11851612000000.0,11495618000000.0,11032297000000.0,11558034000000.0,10851764000000.0,9297006000000.0,11485797000000.0,10078691000000.0,11043190000000.0
2069.0,11169580000000.0,10316422000000.0,7923242600000.0,11114510000000.0,11801657000000.0,11384175000000.0,10937037000000.0,11466243000000.0,10748829000000.0,9083277000000.0,11406971000000.0,9980451000000.0,11015972000000.0
2070.0,11100229000000.0,10211172000000.0,7740468500000.0,11025976000000.0,11754026000000.0,11301486000000.0,10803424000000.0,11386471000000.0,10598367000000.0,8880278000000.0,11325763000000.0,9818016000000.0,10965247000000.0
2071.0,10974521000000.0,10085624000000.0,7577373500000.0,10932396000000.0,11706088000000.0,11223067000000.0,10679013000000.0,11351305000000.0,10510043000000.0,8716904000000.0,11240027000000.0,9663456000000.0,10897861000000.0
2072.0,10911171000000.0,9934580000000.0,7424036000000.0,10854619000000.0,11664044000000.0,11143028000000.0,10570433000000.0,11273444000000.0,10384257000000.0,8519952600000.0,11183730000000.0,9528153000000.0,10832675000000.0
2073.0,10775181000000.0,9843194000000.0,7265184000000.0,10759243000000.0,11628392000000.0,11112434000000.0,10449708000000.0,11254035000000.0,10269089000000.0,8349320500000.0,11103432000000.0,9400445000000.0,10731189000000.0
2074.0,10657064000000.0,9726580000000.0,7092479000000.0,10677111000000.0,11574300000000.0,11024450000000.0,10332016000000.0,11155027000000.0,10181859000000.0,8164609600000.0,11042917000000.0,9243295000000.0,10621395000000.0
2075.0,10550739000000.0,9622402000000.0,6932257600000.0,10591191000000.0,11488126000000.0,10944895000000.0,10208813000000.0,11081185000000.0,10067632000000.0,8020531600000.0,10950796000000.0,9163532000000.0,10569805000000.0
2076.0,10447879000000.0,9464737000000.0,6767157700000.0,10482147000000.0,11437796000000.0,10852533000000.0,10026550000000.0,11084907000000.0,9949971000000.0,7848243000000.0,10873514000000.0,9023249000000.0,10499569000000.0
2077.0,10331131000000.0,9328537000000.0,6603999300000.0,10392730000000.0,11362260000000.0,10776325000000.0,9907730000000.0,10985274000000.0,9856343000000.0,7678954300000.0,10799000000000.0,8893214000000.0,10415461000000.0
2078.0,10218749000000.0,9168250000000.0,6441326000000.0,10282602000000.0,11297517000000.0,10674107000000.0,9765671000000.0,10936981000000.0,9739453000000.0,7491373000000.0,10719261000000.0,8785407000000.0,10339721000000.0
2079.0,10115692000000.0,9034216000000.0,6215401700000.0,10192125000000.0,11298328000000.0,10570947000000.0,9636265000000.0,10861990000000.0,9612272000000.0,7341535000000.0,10622930000000.0,8645988300000.0,10269947000000.0
2080.0,10009319000000.0,8932760000000.0,6023623000000.0,10085624000000.0,11236581000000.0,10451519000000.0,9514059000000.0,10777787000000.0,9512953000000.0,7178026000000.0,10529062000000.0,8490176000000.0,10198766000000.0
2081.0,9929579000000.0,8814598000000.0,5839182600000.0,9969019000000.0,11188557000000.0,10371341000000.0,9361462000000.0,10658831000000.0,9398672000000.0,6946072600000.0,10430170000000.0,8391324300000.0,10113368000000.0
2082.0,9868854000000.0,8654486500000.0,5681685000000.0,9893791000000.0,11093724000000.0,10307535000000.0,9219120000000.0,10558745000000.0,9290244000000.0,6742164400000.0,10403723000000.0,8267706700000.0,10033857000000.0
2083.0,9759005000000.0,8509111000000.0,5539221700000.0,9830636000000.0,11043321000000.0,10239475000000.0,9082313000000.0,10475892000000.0,9140121000000.0,6514878000000.0,10337143000000.0,8126745500000.0,9951591000000.0
2084.0,9673502000000.0,8381657000000.0,5359056000000.0,9723631000000.0,10967218000000.0,10164066000000.0,8949890000000.0,10403676000000.0,9049127000000.0,6330932300000.0,10266374000000.0,8011280500000.0,9879150000000.0
2085.0,9515587000000.0,8214544000000.0,5200520700000.0,9632407000000.0,10894191000000.0,10078443000000.0,8809449000000.0,10266790000000.0,8914004000000.0,6115567000000.0,10238665000000.0,7890130000000.0,9798776000000.0
2086.0,9437469000000.0,8072744400000.0,5018122000000.0,9555209000000.0,10838915000000.0,9974879000000.0,8634550500000.0,10236208000000.0,8802819000000.0,5933197000000.0,10178549000000.0,7790333000000.0,9705300000000.0
2087.0,9333452000000.0,7910510300000.0,4856215000000.0,9472484000000.0,10777361000000.0,9908150000000.0,8469862000000.0,10135392000000.0,8636857000000.0,5757234000000.0,10114251000000.0,7670166000000.0,9591958000000.0
2088.0,9209994000000.0,7756488000000.0,4696846600000.0,9343452000000.0,10706787000000.0,9812693000000.0,8331598000000.0,10045079000000.0,8510605000000.0,5559127400000.0,10055977000000.0,7531753000000.0,9566337000000.0
2089.0,9113355000000.0,7617375000000.0,4530446500000.0,9281494000000.0,10654276000000.0,9706412000000.0,8211690000000.0,9976930000000.0,8419058600000.0,5368012300000.0,9951167000000.0,7381925000000.0,9484662000000.0
2090.0,8996045000000.0,7481922700000.0,4345176300000.0,9173716000000.0,10622834000000.0,9591117000000.0,8057577300000.0,9858406000000.0,8297131000000.0,5185170000000.0,9878115000000.0,7253018500000.0,9426217000000.0
2091.0,8929850000000.0,7339155000000.0,4172978300000.0,9099426000000.0,10545193000000.0,9538589000000.0,7924247700000.0,9761579000000.0,8191531300000.0,5005646000000.0,9822813000000.0,7098416500000.0,9362475000000.0
2092.0,8799216000000.0,7232999700000.0,4051729400000.0,9003546000000.0,10493120000000.0,9437889000000.0,7800243000000.0,9700556000000.0,8064986500000.0,4822790000000.0,9743196000000.0,6974902600000.0,9263428000000.0
2093.0,8720382000000.0,7059287000000.0,3888721400000.0,8915824000000.0,10436097000000.0,9313992000000.0,7701863600000.0,9580917000000.0,7960100600000.0,4679615000000.0,9680593000000.0,6821741300000.0,9187226000000.0
2094.0,8577815700000.0,6927504400000.0,3723285000000.0,8793676000000.0,10370365000000.0,9234679000000.0,7561872000000.0,9512460000000.0,7865282600000.0,4505965000000.0,9621229000000.0,6710042300000.0,9098708000000.0
2095.0,8399476500000.0,6809959500000.0,3574372000000.0,8708497000000.0,10300610000000.0,9154726000000.0,7459523500000.0,9393738000000.0,7747307300000.0,4326977700000.0,9572164000000.0,6590867400000.0,9019731000000.0
2096.0,8299687000000.0,6670545000000.0,3444016000000.0,8622384000000.0,10219440000000.0,9013286000000.0,7350073000000.0,9314379000000.0,7632649000000.0,4149090700000.0,9483489000000.0,6463180000000.0,8965609000000.0
2097.0,8221305000000.0,6549629600000.0,3306403000000.0,8549152300000.0,10156513000000.0,8953258000000.0,7224539000000.0,9204908000000.0,7528671000000.0,3965907600000.0,9416566000000.0,6334408300000.0,8891470000000.0
2098.0,8040679500000.0,6400485400000.0,3191327700000.0,8526115600000.0,10101142000000.0,8821775000000.0,7107665000000.0,9103078000000.0,7403602400000.0,3774447600000.0,9330217000000.0,6211125600000.0,8803634000000.0
2099.0,7955069500000.0,6254812500000.0,3052882000000.0,8420149700000.0,10010735000000.0,8709967000000.0,6989898000000.0,8995062000000.0,7288027000000.0,3598750000000.0,9249585000000.0,6103211000000.0,8741441000000.0
2100.0,7806469500000.0,6156810500000.0,2920867000000.0,8334478400000.0,9919268000000.0,8617321300000.0,6913936000000.0,8882144000000.0,7192587500000.0,3427272800000.0,9213031000000.0,5998604500000.0,8703854500000.0
