time,CAMS-CSM1-0,MRI-ESM2-0,GFDL-ESM4,EC-EARTH3-VEG
2053.0,13445265000000.0,12083096000000.0,12832004000000.0,12353912000000.0
2054.0,13397283000000.0,12005242000000.0,12772534000000.0,12291978000000.0
2055.0,13381758000000.0,11899158000000.0,12690580000000.0,12234836000000.0
2056.0,13358625000000.0,11833708000000.0,12647771000000.0,12154461000000.0
2057.0,13346580000000.0,11758064000000.0,12588910000000.0,12095997000000.0
2058.0,13310831000000.0,11665586000000.0,12537213000000.0,11982927000000.0
2059.0,13294720000000.0,11643053000000.0,12472285000000.0,11904373000000.0
2060.0,13220213000000.0,11578733000000.0,12429631000000.0,11812131000000.0
2061.0,13199842000000.0,11590646000000.0,12408536000000.0,11763388000000.0
2062.0,13170257000000.0,11575791000000.0,12340136000000.0,11739183000000.0
2063.0,13119481000000.0,11465556000000.0,12251410000000.0,11657207000000.0
2064.0,13107067000000.0,11462190000000.0,12205567000000.0,11608302000000.0
2065.0,13119097000000.0,11421811000000.0,12151999000000.0,11544163000000.0
2066.0,13069238000000.0,11423769000000.0,12072648000000.0,11483864000000.0
2067.0,13080282000000.0,11413745000000.0,12061503000000.0,11437898000000.0
2068.0,13005353000000.0,11388417000000.0,12037378000000.0,11398381000000.0
2069.0,12990718000000.0,11396915000000.0,11999172000000.0,11330243000000.0
2070.0,12968717000000.0,11334040000000.0,11983519000000.0,11270148000000.0
2071.0,12933562000000.0,11324146000000.0,11958526000000.0,11176583000000.0
2072.0,12896530000000.0,11259380000000.0,11929466000000.0,11145257000000.0
2073.0,12839414000000.0,11212446000000.0,11862238000000.0,11077924000000.0
2074.0,12808886000000.0,11178686000000.0,11786419000000.0,11005898000000.0
2075.0,12789510000000.0,11135330000000.0,11771345000000.0,10938231000000.0
2076.0,12705466000000.0,11096684000000.0,11719513000000.0,10862291000000.0
2077.0,12691139000000.0,11073645000000.0,11651045000000.0,10779351000000.0
2078.0,12656431000000.0,11054562000000.0,11610166000000.0,10703216000000.0
2079.0,12636968000000.0,11047638000000.0,11553331000000.0,10616775000000.0
2080.0,12612752000000.0,10999040000000.0,11506949000000.0,10539691000000.0
2081.0,12619094000000.0,10925618000000.0,11476688000000.0,10462490000000.0
2082.0,12614465000000.0,10864982000000.0,11476593000000.0,10406890000000.0
2083.0,12586078000000.0,10846174000000.0,11478185000000.0,10362350000000.0
2084.0,12539675000000.0,10792153000000.0,11442409000000.0,10279920000000.0
2085.0,12460272000000.0,10757769000000.0,11451487000000.0,10239720000000.0
2086.0,12426657000000.0,10705314000000.0,11413254000000.0,10182830000000.0
2087.0,12400315000000.0,10652053000000.0,11451001000000.0,10107303000000.0
2088.0,12349217000000.0,10633004000000.0,11462963000000.0,10037286000000.0
2089.0,12292417000000.0,10621173000000.0,11428299000000.0,10003474000000.0
2090.0,12266499000000.0,10589619000000.0,11386331000000.0,9940284000000.0
2091.0,12273024000000.0,10569491000000.0,11356236000000.0,9863369000000.0
2092.0,12244472000000.0,10550282000000.0,11334690000000.0,9805367000000.0
2093.0,12272129000000.0,10510252000000.0,11261246000000.0,9737876000000.0
2094.0,12211955000000.0,10451122000000.0,11232562000000.0,9634267000000.0
2095.0,12188730000000.0,10446069000000.0,11199265000000.0,9563506000000.0
2096.0,12139082000000.0,10428689000000.0,11194998000000.0,9489618000000.0
2097.0,12083486000000.0,10399594000000.0,11153700000000.0,9406118000000.0
2098.0,12061583000000.0,10383995000000.0,11156580000000.0,9352726000000.0
2099.0,12013116000000.0,10365526000000.0,11148339000000.0,9299033000000.0
2100.0,11970719000000.0,10359130000000.0,11100650000000.0,9185808000000.0
