time,BCC-CSM2-MR,MRI-ESM2-0,EC-EARTH3,INM-CM4-8,CAMS-CSM1-0,FGOALS-F3-L,CESM2-WACCM,GFDL-ESM4,NORESM2-MM,EC-EARTH3-VEG,MPI-ESM1-2-HR,CESM2,INM-CM5-0
2013.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0
2014.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0
2015.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0
2016.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0
2017.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0
2018.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0
2019.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0
2020.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0
2021.0,14668373000000.0,14574199000000.0,14654385000000.0,14678035000000.0,14700424000000.0,14689611000000.0,14683137000000.0,14688355000000.0,14665793000000.0,14742631000000.0,14668567000000.0,14686272000000.0,14670083000000.0
2022.0,14654587000000.0,14476807000000.0,14600351000000.0,14628501000000.0,14672208000000.0,14659268000000.0,14668672000000.0,14654251000000.0,14579775000000.0,14677822000000.0,14641648000000.0,14604433000000.0,14638851000000.0
2023.0,14661568000000.0,14407313000000.0,14526787000000.0,14574106000000.0,14602381000000.0,14625228000000.0,14627266000000.0,14608803000000.0,14514020000000.0,14625963000000.0,14567695000000.0,14535864000000.0,14601164000000.0
2024.0,14677282000000.0,14373867000000.0,14431742000000.0,14496891000000.0,14566629000000.0,14607960000000.0,14549786000000.0,14576066000000.0,14503998000000.0,14563016000000.0,14520229000000.0,14505319000000.0,14536351000000.0
2025.0,14610875000000.0,14374584000000.0,14344070000000.0,14437285000000.0,14498057000000.0,14543488000000.0,14492392000000.0,14510044000000.0,14442270000000.0,14533890000000.0,14499693000000.0,14399666000000.0,14490645000000.0
2026.0,14579666000000.0,14301496000000.0,14232119000000.0,14409175000000.0,14452597000000.0,14489186000000.0,14462797000000.0,14475708000000.0,14390998000000.0,14498649000000.0,14439502000000.0,14341625000000.0,14455415000000.0
2027.0,14565763000000.0,14210855000000.0,14119403000000.0,14326663000000.0,14403710000000.0,14401501000000.0,14456175000000.0,14410533000000.0,14338604000000.0,14439273000000.0,14439860000000.0,14284190000000.0,14423746000000.0
2028.0,14505536000000.0,14133808000000.0,14029993000000.0,14248226000000.0,14362606000000.0,14354848000000.0,14397829000000.0,14353240000000.0,14303551000000.0,14381918000000.0,14362590000000.0,14197158000000.0,14342102000000.0
2029.0,14469353000000.0,14040170000000.0,13887665000000.0,14185321000000.0,14300140000000.0,14311478000000.0,14402143000000.0,14357846000000.0,14237402000000.0,14329583000000.0,14252423000000.0,14136369000000.0,14280229000000.0
2030.0,14420625000000.0,13963077000000.0,13754203000000.0,14118105000000.0,14264295000000.0,14300288000000.0,14375354000000.0,14330411000000.0,14222558000000.0,14203404000000.0,14232651000000.0,14080251000000.0,14193983000000.0
2031.0,14423803000000.0,13881326000000.0,13623873000000.0,14068212000000.0,14168334000000.0,14247796000000.0,14296396000000.0,14253265000000.0,14185293000000.0,14136949000000.0,14163900000000.0,13993545000000.0,14133749000000.0
2032.0,14352464000000.0,13832416000000.0,13491522000000.0,14022768000000.0,14130679000000.0,14183519000000.0,14251314000000.0,14180041000000.0,14149276000000.0,14088020000000.0,14123204000000.0,13910620000000.0,14094835000000.0
2033.0,14275571000000.0,13759193000000.0,13417148000000.0,13992332000000.0,14115815000000.0,14179437000000.0,14190841000000.0,14123268000000.0,14071550000000.0,13986035000000.0,14052580000000.0,13806538000000.0,13997892000000.0
2034.0,14198150000000.0,13714836000000.0,13295860000000.0,13910881000000.0,14070664000000.0,14157050000000.0,14089288000000.0,14057518000000.0,13984492000000.0,13890279000000.0,14027746000000.0,13737649000000.0,13915825000000.0
2035.0,14125404000000.0,13636983000000.0,13199571000000.0,13861160000000.0,14020637000000.0,14129321000000.0,14066351000000.0,13976239000000.0,13888703000000.0,13792118000000.0,13953366000000.0,13676880000000.0,13832878000000.0
2036.0,14071282000000.0,13540424000000.0,13085383000000.0,13845587000000.0,13999792000000.0,14101302000000.0,13997093000000.0,13922792000000.0,13818464000000.0,13709892000000.0,13894076000000.0,13593338000000.0,13691540000000.0
2037.0,14001955000000.0,13411595000000.0,12967240000000.0,13788060000000.0,13936647000000.0,14028000000000.0,13932876000000.0,13857364000000.0,13758179000000.0,13605960000000.0,13824901000000.0,13495324000000.0,13617720000000.0
2038.0,13944636000000.0,13361233000000.0,12896394000000.0,13720285000000.0,13824890000000.0,13991437000000.0,13902166000000.0,13778233000000.0,13722379000000.0,13500451000000.0,13745515000000.0,13377383000000.0,13566232000000.0
2039.0,13888552000000.0,13318618000000.0,12756069000000.0,13628695000000.0,13785447000000.0,13913475000000.0,13827720000000.0,13692791000000.0,13599510000000.0,13386899000000.0,13658508000000.0,13248585000000.0,13490336000000.0
2040.0,13899311000000.0,13216958000000.0,12606002000000.0,13543943000000.0,13678176000000.0,13856942000000.0,13792536000000.0,13647754000000.0,13526402000000.0,13267875000000.0,13604310000000.0,13185257000000.0,13393562000000.0
2041.0,13842398000000.0,13182302000000.0,12468711000000.0,13468400000000.0,13609837000000.0,13759336000000.0,13718004000000.0,13571060000000.0,13379624000000.0,13239777000000.0,13563563000000.0,13066818000000.0,13313329000000.0
2042.0,13728226000000.0,13136088000000.0,12375104000000.0,13379505000000.0,13580234000000.0,13712324000000.0,13595201000000.0,13530749000000.0,13300810000000.0,13147493000000.0,13499135000000.0,13016621000000.0,13188809000000.0
2043.0,13672609000000.0,13047239000000.0,12195336000000.0,13308205000000.0,13503533000000.0,13659586000000.0,13484988000000.0,13499454000000.0,13209942000000.0,13065226000000.0,13437877000000.0,12951569000000.0,13058541000000.0
2044.0,13562927000000.0,12921078000000.0,12061298000000.0,13234688000000.0,13456573000000.0,13579786000000.0,13429876000000.0,13451761000000.0,13138482000000.0,12991176000000.0,13374979000000.0,12880113000000.0,12975943000000.0
2045.0,13511201000000.0,12859168000000.0,11963162000000.0,13184694000000.0,13394574000000.0,13498238000000.0,13383397000000.0,13428305000000.0,13103880000000.0,12868605000000.0,13310116000000.0,12786072000000.0,12906298000000.0
2046.0,13438168000000.0,12785579000000.0,11843887000000.0,13136466000000.0,13327781000000.0,13478974000000.0,13289778000000.0,13341797000000.0,13000030000000.0,12741181000000.0,13250720000000.0,12644145000000.0,12844056000000.0
2047.0,13377785000000.0,12712381000000.0,11708688000000.0,13062210000000.0,13239640000000.0,13414153000000.0,13193323000000.0,13279850000000.0,12911825000000.0,12588455000000.0,13210420000000.0,12532475000000.0,12758337000000.0
2048.0,13309649000000.0,12575459000000.0,11578502000000.0,12997772000000.0,13151345000000.0,13407841000000.0,13120216000000.0,13194700000000.0,12832410000000.0,12467037000000.0,13143258000000.0,12442146000000.0,12680856000000.0
2049.0,13189838000000.0,12452443000000.0,11451123000000.0,12921016000000.0,13081071000000.0,13327904000000.0,13055509000000.0,13168276000000.0,12740078000000.0,12350407000000.0,13076757000000.0,12338796000000.0,12583410000000.0
2050.0,13069075000000.0,12399120000000.0,11270192000000.0,12850589000000.0,13040079000000.0,13221872000000.0,12925102000000.0,13099416000000.0,12644726000000.0,12203421000000.0,13005510000000.0,12258588000000.0,12496317000000.0
2051.0,12969897000000.0,12325307000000.0,11144162000000.0,12801815000000.0,12995764000000.0,13166100000000.0,12801746000000.0,13068832000000.0,12585773000000.0,12074059000000.0,12928226000000.0,12127698000000.0,12436959000000.0
2052.0,12935106000000.0,12245182000000.0,10991092000000.0,12705494000000.0,12901118000000.0,13087539000000.0,12730473000000.0,13020513000000.0,12468713000000.0,11954177000000.0,12837032000000.0,12019386000000.0,12340285000000.0
2053.0,12827020000000.0,12153275000000.0,10821022000000.0,12608579000000.0,12881428000000.0,12995505000000.0,12646509000000.0,12953378000000.0,12358937000000.0,11820389000000.0,12749493000000.0,11933166000000.0,12252313000000.0
2054.0,12750878000000.0,12031049000000.0,10654115000000.0,12491718000000.0,12810801000000.0,12947421000000.0,12567746000000.0,12871383000000.0,12252013000000.0,11620229000000.0,12662245000000.0,11819582000000.0,12162024000000.0
2055.0,12636288000000.0,11850353000000.0,10455300000000.0,12418182000000.0,12764834000000.0,12850611000000.0,12488169000000.0,12801858000000.0,12160406000000.0,11443005000000.0,12614898000000.0,11706560000000.0,12104874000000.0
2056.0,12581404000000.0,11698026000000.0,10285641000000.0,12327357000000.0,12705256000000.0,12766803000000.0,12382708000000.0,12766427000000.0,12109923000000.0,11300142000000.0,12524951000000.0,11635611000000.0,12029542000000.0
2057.0,12519790000000.0,11578434000000.0,10077642000000.0,12226990000000.0,12630902000000.0,12716589000000.0,12292430000000.0,12737298000000.0,12068332000000.0,11147532000000.0,12443871000000.0,11565001000000.0,11951821000000.0
2058.0,12398809000000.0,11520385000000.0,9885045000000.0,12119678000000.0,12552001000000.0,12624216000000.0,12151217000000.0,12642348000000.0,11971365000000.0,10984377000000.0,12350430000000.0,11462423000000.0,11899101000000.0
2059.0,12318616000000.0,11428912000000.0,9686634000000.0,12012096000000.0,12501680000000.0,12527072000000.0,12101782000000.0,12541023000000.0,11886371000000.0,10828126000000.0,12279688000000.0,11361300000000.0,11795065000000.0
2060.0,12216471000000.0,11387364000000.0,9481360000000.0,11925333000000.0,12437176000000.0,12432860000000.0,12023126000000.0,12436623000000.0,11812351000000.0,10690707000000.0,12183370000000.0,11214727000000.0,11708271000000.0
2061.0,12133754000000.0,11296098000000.0,9330186000000.0,11853652000000.0,12388033000000.0,12345022000000.0,11922086000000.0,12354469000000.0,11755122000000.0,10545326000000.0,12113730000000.0,11103596000000.0,11651911000000.0
2062.0,12007265000000.0,11196898000000.0,9130668000000.0,11739919000000.0,12329815000000.0,12200193000000.0,11818592000000.0,12303857000000.0,11662942000000.0,10402005000000.0,12049205000000.0,11020285000000.0,11577674000000.0
2063.0,11893985000000.0,11070201000000.0,8931759000000.0,11684908000000.0,12248252000000.0,12048736000000.0,11715243000000.0,12191937000000.0,11551758000000.0,10244342000000.0,11958820000000.0,10871600000000.0,11505957000000.0
2064.0,11807405000000.0,10946340000000.0,8786751000000.0,11616821000000.0,12177871000000.0,11960898000000.0,11651611000000.0,12124297000000.0,11456448000000.0,10072983000000.0,11887069000000.0,10749617000000.0,11438617000000.0
2065.0,11683477000000.0,10869018000000.0,8656992600000.0,11528764000000.0,12144102000000.0,11846646000000.0,11555630000000.0,11981880000000.0,11367500000000.0,9913223000000.0,11789352000000.0,10619361000000.0,11342419000000.0
2066.0,11577305000000.0,10764008000000.0,8476169300000.0,11443601000000.0,12097453000000.0,11768032000000.0,11468200000000.0,11893404000000.0,11242380000000.0,9732408000000.0,11721791000000.0,10533761000000.0,11235045000000.0
2067.0,11459243000000.0,10683292000000.0,8285732700000.0,11361181000000.0,12039149000000.0,11706022000000.0,11328465000000.0,11753168000000.0,11112072000000.0,9551161000000.0,11660056000000.0,10385072000000.0,11150584000000.0
2068.0,11382417000000.0,10501076000000.0,8151759300000.0,11266324000000.0,11952440000000.0,11589410000000.0,11182713000000.0,11656881000000.0,11012322000000.0,9372870000000.0,11600631000000.0,10246881000000.0,11106341000000.0
2069.0,11285518000000.0,10394878000000.0,7983223300000.0,11185750000000.0,11900637000000.0,11475714000000.0,11087110000000.0,11563738000000.0,10908878000000.0,9155467000000.0,11519956000000.0,10149696000000.0,11077503000000.0
2070.0,11216268000000.0,10287645000000.0,7797574000000.0,11094954000000.0,11851099000000.0,11391372000000.0,10952327000000.0,11481622000000.0,10756404000000.0,8949028000000.0,11436427000000.0,9987175000000.0,11025440000000.0
2071.0,11089562000000.0,10160175000000.0,7632113000000.0,10998536000000.0,11801006000000.0,11310931000000.0,10827777000000.0,11445096000000.0,10666795000000.0,8783314000000.0,11348365000000.0,9833905000000.0,10956637000000.0
2072.0,11025569000000.0,10006622000000.0,7475532000000.0,10918061000000.0,11758481000000.0,11229274000000.0,10718156000000.0,11365663000000.0,10539829000000.0,8582508000000.0,11291687000000.0,9699217000000.0,10890197000000.0
2073.0,10888754000000.0,9912984000000.0,7314256000000.0,10821078000000.0,11722757000000.0,11197208000000.0,10596519000000.0,11345093000000.0,10423151000000.0,8407906000000.0,11209881000000.0,9572067000000.0,10787671000000.0
2074.0,10768272000000.0,9794713000000.0,7139534300000.0,10736127000000.0,11666657000000.0,11106795000000.0,10478754000000.0,11244182000000.0,10334573000000.0,8219674000000.0,11148929000000.0,9415819000000.0,10676203000000.0
2075.0,10660324000000.0,9688364000000.0,6976707000000.0,10647472000000.0,11579321000000.0,11025723000000.0,10353332000000.0,11168474000000.0,10219503000000.0,8072647400000.0,11055052000000.0,9337090000000.0,10623428000000.0
2076.0,10554665000000.0,9527991000000.0,6808873000000.0,10536005000000.0,11527565000000.0,10931819000000.0,10169734000000.0,11170450000000.0,10101031000000.0,7896841000000.0,10977098000000.0,9195855000000.0,10552037000000.0
2077.0,10435580000000.0,9389267000000.0,6643498000000.0,10444731000000.0,11450265000000.0,10853497000000.0,10049873000000.0,11068402000000.0,10005457000000.0,7723317000000.0,10901964000000.0,9065108000000.0,10466208000000.0
2078.0,10321058000000.0,9227077000000.0,6478444000000.0,10332255000000.0,11385550000000.0,10749565000000.0,9907908000000.0,11018289000000.0,9887655000000.0,7531699000000.0,10819987000000.0,8957456000000.0,10389499000000.0
2079.0,10217450000000.0,9091600000000.0,6250641000000.0,10239920000000.0,11386235000000.0,10644715000000.0,9777493000000.0,10941767000000.0,9757541000000.0,7378901000000.0,10722453000000.0,8817026000000.0,10319275000000.0
2080.0,10109108000000.0,8988307000000.0,6056971300000.0,10131946000000.0,11324464000000.0,10522713000000.0,9654157000000.0,10855784000000.0,9656850000000.0,7212542000000.0,10626960000000.0,8660778500000.0,10247482000000.0
2081.0,10028251000000.0,8868185000000.0,5870067000000.0,10013380000000.0,11276602000000.0,10441391000000.0,9501553000000.0,10734189000000.0,9541332000000.0,6977244000000.0,10526815000000.0,8561589500000.0,10161246000000.0
2082.0,9966412000000.0,8705076600000.0,5710889000000.0,9936367000000.0,11180567000000.0,10375673000000.0,9358194000000.0,10631119000000.0,9432235000000.0,6770533600000.0,10499238000000.0,8436995600000.0,10081227000000.0
2083.0,9856711000000.0,8557857000000.0,5567034700000.0,9871833000000.0,11129247000000.0,10305516000000.0,9220592000000.0,10546477000000.0,9280271000000.0,6540488600000.0,10430651000000.0,8294282300000.0,9998901000000.0
2084.0,9769201000000.0,8429071000000.0,5385244000000.0,9763275000000.0,11050477000000.0,10228570000000.0,9088585000000.0,10473502000000.0,9187527000000.0,6354103700000.0,10358203000000.0,8177493500000.0,9925623000000.0
2085.0,9608878000000.0,8260052000000.0,5225373500000.0,9670626000000.0,10976383000000.0,10141655000000.0,8947377000000.0,10334838000000.0,9051065000000.0,6136643700000.0,10328183000000.0,8056003400000.0,9844659000000.0
2086.0,9529818000000.0,8116300000000.0,5041011000000.0,9592541000000.0,10919575000000.0,10035863000000.0,8771006000000.0,10302321000000.0,8938665000000.0,5952759000000.0,10266582000000.0,7955349000000.0,9750812000000.0
2087.0,9424203000000.0,7952290000000.0,4877664000000.0,9508503000000.0,10856528000000.0,9967557000000.0,8605446700000.0,10199755000000.0,8770800000000.0,5775002400000.0,10200035000000.0,7835105600000.0,9636358000000.0
2088.0,9300440000000.0,7796324000000.0,4716989000000.0,9378235000000.0,10783980000000.0,9871225000000.0,8466893600000.0,10107925000000.0,8642501000000.0,5575362500000.0,10139501000000.0,7695432000000.0,9610021000000.0
2089.0,9203666000000.0,7654990700000.0,4549363400000.0,9315361000000.0,10729819000000.0,9762512000000.0,8346696400000.0,10037746000000.0,8549592700000.0,5382896000000.0,10032509000000.0,7543142000000.0,9527397000000.0
2090.0,9085030000000.0,7518183500000.0,4362565300000.0,9206442000000.0,10696873000000.0,9645590000000.0,8190937300000.0,9916783000000.0,8425637400000.0,5198382600000.0,9957518000000.0,7413347400000.0,9468250000000.0
2091.0,9018329000000.0,7374891000000.0,4189186700000.0,9131200000000.0,10616800000000.0,9591156000000.0,8057217600000.0,9817908000000.0,8319243600000.0,5017588000000.0,9900355000000.0,7257111000000.0,9403940000000.0
2092.0,8886719000000.0,7267666000000.0,4066683000000.0,9034240000000.0,10562379000000.0,9488843000000.0,7931882000000.0,9755631000000.0,8189340000000.0,4833172500000.0,9818727000000.0,7132166000000.0,9304468000000.0
2093.0,8807590000000.0,7092428000000.0,3902462800000.0,8945892000000.0,10503006000000.0,9362631000000.0,7833000600000.0,9633887000000.0,8081418000000.0,4688848000000.0,9755305000000.0,6975750400000.0,9227973000000.0
2094.0,8661765700000.0,6959269000000.0,3735750700000.0,8822605000000.0,10434674000000.0,9280986000000.0,7691806000000.0,9564884000000.0,7984531000000.0,4513918400000.0,9694105000000.0,6862949300000.0,9138476000000.0
2095.0,8480250400000.0,6840408600000.0,3585531700000.0,8736471500000.0,10362447000000.0,9199412000000.0,7589195000000.0,9442881000000.0,7864698500000.0,4333971700000.0,9644313000000.0,6743154000000.0,9058646000000.0
2096.0,8378729400000.0,6699833000000.0,3454336500000.0,8649475400000.0,10278311000000.0,9056430000000.0,7479273500000.0,9362070000000.0,7747748000000.0,4155098000000.0,9553322000000.0,6614115400000.0,9003630000000.0
2097.0,8298914400000.0,6577950000000.0,3315576300000.0,8575702000000.0,10212780000000.0,8995744000000.0,7353533000000.0,9250410000000.0,7641260000000.0,3971013100000.0,9485093000000.0,6484098300000.0,8928243000000.0
2098.0,8116291000000.0,6427797000000.0,3199814000000.0,8551926000000.0,10155597000000.0,8862750000000.0,7235830300000.0,9146668000000.0,7513856000000.0,3778826500000.0,9397404000000.0,6359890300000.0,8839080000000.0
2099.0,8029522600000.0,6281018000000.0,3060388300000.0,8445107000000.0,10063788000000.0,8748915000000.0,7116132700000.0,9037397000000.0,7396060600000.0,3602353000000.0,9314234000000.0,6249147000000.0,8775862300000.0
2100.0,7878630400000.0,6182076000000.0,2927361800000.0,8358189000000.0,9970621000000.0,8655037000000.0,7039960500000.0,8922821000000.0,7298117300000.0,3430285300000.0,9275854000000.0,6142930500000.0,8737427300000.0
