time,UKESM1-0-LL,MIROC6,CNRM-ESM2-1,MRI-ESM2-0,KACE-1-0-G,GFDL-ESM4,EC-EARTH3,MPI-ESM1-2-HR,TAIESM1,IPSL-CM6A-LR,CNRM-CM6-1,CANESM5,CESM2-WACCM
2015.0,135710030000.0,135710030000.0,135710030000.0,135710030000.0,135710030000.0,135710030000.0,135710030000.0,135710030000.0,135710030000.0,135710030000.0,135710030000.0,135710030000.0,135710030000.0
2016.0,135022305000.0,135022305000.0,135022305000.0,135022305000.0,135022305000.0,135022305000.0,135022305000.0,135022305000.0,135022305000.0,135022305000.0,135022305000.0,135022305000.0,135022305000.0
2017.0,134635310000.0,134635310000.0,134635310000.0,134635310000.0,134635310000.0,134635310000.0,134635310000.0,134635310000.0,134635310000.0,134635310000.0,134635310000.0,134635310000.0,134635310000.0
2018.0,134802720000.0,134802720000.0,134802720000.0,134802720000.0,134802720000.0,134802720000.0,134802720000.0,134802720000.0,134802720000.0,134802720000.0,134802720000.0,134802720000.0,134802720000.0
2019.0,134729875000.0,134729875000.0,134729875000.0,134729875000.0,134729875000.0,134729875000.0,134729875000.0,134729875000.0,134729875000.0,134729875000.0,134729875000.0,134729875000.0,134729875000.0
2020.0,134733540000.0,134733540000.0,134733540000.0,134733540000.0,134733540000.0,134733540000.0,134733540000.0,134733540000.0,134733540000.0,134733540000.0,134733540000.0,134733540000.0,134733540000.0
2021.0,134768640000.0,135111450000.0,134400410000.0,134863480000.0,134504860000.0,134596624000.0,134343836000.0,134532140000.0,134619960000.0,134414040000.0,134929830000.0,134435080000.0,135021890000.0
2022.0,134553200000.0,135872455000.0,134347160000.0,135213330000.0,134689540000.0,134517470000.0,134685400000.0,134862440000.0,134267410000.0,134815670000.0,134351380000.0,134216630000.0,134890630000.0
2023.0,134519060000.0,135510155000.0,134129330000.0,135264666000.0,134442030000.0,134794540000.0,134634950000.0,134603555000.0,134239540000.0,134743860000.0,134210700000.0,134889590000.0,134395420000.0
2024.0,134655410000.0,134897900000.0,134102190000.0,134797754000.0,134176170000.0,134812510000.0,134025300000.0,134148830000.0,133917110000.0,135299360000.0,134292720000.0,134768200000.0,135168745000.0
2025.0,134234830000.0,134777830000.0,136946885000.0,134240820000.0,134182620000.0,134163260000.0,133979370000.0,135092760000.0,133827000000.0,134309760000.0,134258880000.0,134398470000.0,134155940000.0
2026.0,134252170000.0,135011190000.0,134519340000.0,134431950000.0,133876466000.0,134547080000.0,134459480000.0,135013786000.0,133930480000.0,134186380000.0,134048730000.0,133978470000.0,134112715000.0
2027.0,134440880000.0,135301090000.0,134686980000.0,134351010000.0,134809840000.0,134052530000.0,134186720000.0,134524350000.0,133754765000.0,134131840000.0,133615830000.0,133833900000.0,133930670000.0
2028.0,134124740000.0,135347536000.0,134084846000.0,135079280000.0,133838610000.0,135089890000.0,134438650000.0,134521950000.0,133355860000.0,133894590000.0,133478900000.0,134016434000.0,134191060000.0
2029.0,133790196000.0,135228785000.0,133515575000.0,134307330000.0,133952455000.0,134160010000.0,133677190000.0,133987680000.0,133277420000.0,133809720000.0,133333830000.0,133560420000.0,133591260000.0
2030.0,133710140000.0,134839525000.0,133538430000.0,134770300000.0,133451416000.0,133815706000.0,133585300000.0,134488740000.0,133365110000.0,133738275000.0,133267310000.0,133516380000.0,133473840000.0
2031.0,133922390000.0,134633860000.0,134130410000.0,133922650000.0,133339150000.0,133508730000.0,133982930000.0,134168920000.0,132980695000.0,133716320000.0,133437490000.0,133728570000.0,133682545000.0
2032.0,133730710000.0,134421120000.0,133539280000.0,133883980000.0,133162254000.0,133543090000.0,133673180000.0,134077250000.0,132687480000.0,133420966000.0,133384150000.0,133512230000.0,133877390000.0
2033.0,133495070000.0,135310220000.0,133020460000.0,133507236000.0,133286600000.0,135295000000.0,133341530000.0,133718480000.0,132427800000.0,133788150000.0,132849025000.0,133250750000.0,133256570000.0
2034.0,133151320000.0,134909430000.0,132789290000.0,133405580000.0,133230486000.0,134119195000.0,133092580000.0,133765100000.0,132272850000.0,133350330000.0,132566550000.0,133036460000.0,133063200000.0
2035.0,133008100000.0,134582310000.0,133227560000.0,133256950000.0,133194520000.0,134163130000.0,133583560000.0,133480360000.0,132231870000.0,133176476000.0,132402080000.0,133170710000.0,132808835000.0
2036.0,132808250000.0,134124085000.0,132578345000.0,133242510000.0,132836990000.0,133192490000.0,133269180000.0,133810220000.0,131787930000.0,133023450000.0,132043420000.0,133075255000.0,132753400000.0
2037.0,132888820000.0,133828215000.0,132352524000.0,133083580000.0,133114570000.0,133473760000.0,132875190000.0,133310770000.0,131816420000.0,132891090000.0,131849780000.0,132984996000.0,132553785000.0
2038.0,132963230000.0,134288050000.0,132908500000.0,132937286000.0,132733570000.0,133426880000.0,132806000000.0,133157910000.0,131338050000.0,133069640000.0,131561380000.0,132630600000.0,132933210000.0
2039.0,132785310000.0,134443650000.0,132058390000.0,132903310000.0,132479780000.0,132810900000.0,132460855000.0,133253580000.0,131073400000.0,133047790000.0,131495830000.0,132518216000.0,132370200000.0
2040.0,132758780000.0,133964940000.0,131765486000.0,132753260000.0,132383730000.0,132925645000.0,132179304000.0,132978730000.0,130863505000.0,132667980000.0,131248865000.0,132272200000.0,132235020000.0
2041.0,132580080000.0,133762280000.0,131547144000.0,132567110000.0,132238340000.0,133194285000.0,131975560000.0,132871200000.0,130489360000.0,132310850000.0,131056615000.0,132231450000.0,131938610000.0
2042.0,132622430000.0,135342645000.0,131348780000.0,132466590000.0,132269360000.0,133243620000.0,132092985000.0,132748575000.0,130159200000.0,132356720000.0,130626126000.0,132205855000.0,131758780000.0
2043.0,131919820000.0,134956540000.0,131286565000.0,132268876000.0,131805040000.0,132624120000.0,131635390000.0,132521870000.0,129924390000.0,132041940000.0,130114880000.0,132131970000.0,131521820000.0
2044.0,131614050000.0,133860960000.0,130819146000.0,132176610000.0,131742384000.0,132379206000.0,131425190000.0,132464976000.0,129606580000.0,131602670000.0,129698750000.0,132364930000.0,131449560000.0
2045.0,131411760000.0,133539990000.0,130432440000.0,131989140000.0,131901776000.0,132258380000.0,131390010000.0,132589760000.0,129297360000.0,131388460000.0,129381460000.0,131812040000.0,131154660000.0
2046.0,131441820000.0,134090870000.0,130087530000.0,131836990000.0,131893710000.0,132174510000.0,131817920000.0,132338630000.0,128819590000.0,131060500000.0,128946210000.0,131419100000.0,130980274000.0
2047.0,131103650000.0,133553610000.0,129613090000.0,131821674000.0,131526920000.0,132275570000.0,131123814000.0,132159590000.0,128339580000.0,130765470000.0,128485280000.0,131243630000.0,130974474000.0
2048.0,130524650000.0,133613110000.0,129222580000.0,131506430000.0,131393356000.0,131760340000.0,130614500000.0,131881180000.0,127846646000.0,130669210000.0,128067140000.0,131096610000.0,130469790000.0
2049.0,130253150000.0,133166850000.0,129015190000.0,131358090000.0,131013450000.0,132127920000.0,130421140000.0,131710360000.0,127737390000.0,130614570000.0,127716780000.0,130900930000.0,130149530000.0
2050.0,129844520000.0,133099995000.0,128647180000.0,131152880000.0,130777915000.0,131620150000.0,130255350000.0,131835160000.0,127145360000.0,130122440000.0,127185560000.0,130701660000.0,129888070000.0
2051.0,129435390000.0,133367144000.0,128852180000.0,131000180000.0,130366460000.0,131316834000.0,129985765000.0,131587056000.0,126591430000.0,129954500000.0,126683865000.0,130748250000.0,129490550000.0
2052.0,129054000000.0,133401534000.0,128094850000.0,130690466000.0,130096546000.0,131071380000.0,129609390000.0,131330250000.0,126225020000.0,129552580000.0,126454220000.0,130293640000.0,129137720000.0
2053.0,128387270000.0,133316755000.0,127518550000.0,130409640000.0,129999020000.0,130932466000.0,129489000000.0,131059830000.0,125747630000.0,129154300000.0,126062600000.0,129884380000.0,128690090000.0
2054.0,127685350000.0,133004075000.0,127159700000.0,130478000000.0,129820870000.0,131295730000.0,129811000000.0,131173786000.0,125138180000.0,128860470000.0,125624540000.0,129627500000.0,128592030000.0
2055.0,127399060000.0,132851470000.0,126506990000.0,130115980000.0,129487880000.0,130760070000.0,128877900000.0,130840355000.0,124403970000.0,128417055000.0,124835500000.0,129373680000.0,128250820000.0
2056.0,126764040000.0,133068950000.0,125956270000.0,129642050000.0,129343365000.0,130664210000.0,128508720000.0,130692860000.0,123784360000.0,128406200000.0,124306710000.0,129133180000.0,127557580000.0
2057.0,126146670000.0,134555680000.0,125540050000.0,129367750000.0,129103000000.0,130249420000.0,128635370000.0,130542130000.0,123087720000.0,128047200000.0,123662205000.0,128849674000.0,127150410000.0
2058.0,125727170000.0,133326800000.0,125202010000.0,128965290000.0,128819550000.0,130072990000.0,127975570000.0,130792150000.0,122242480000.0,127390850000.0,123030420000.0,129071110000.0,126593990000.0
2059.0,124971570000.0,132470140000.0,123992880000.0,128775180000.0,128542515000.0,129896930000.0,127493734000.0,130226260000.0,121908070000.0,127119340000.0,122123035000.0,128342000000.0,126129775000.0
2060.0,124361490000.0,133011670000.0,123528810000.0,128533496000.0,128178790000.0,129745625000.0,127156085000.0,129855324000.0,121075070000.0,126523840000.0,121422490000.0,128102480000.0,125636640000.0
2061.0,123731350000.0,132883700000.0,123296040000.0,128379350000.0,127789924000.0,129481650000.0,126911770000.0,129608840000.0,120339590000.0,126320394000.0,120611504000.0,127635250000.0,125113000000.0
2062.0,123137560000.0,133448600000.0,122801000000.0,128319510000.0,127317830000.0,129266650000.0,126826810000.0,129847170000.0,119656325000.0,125753385000.0,119891480000.0,127241490000.0,124497520000.0
2063.0,122389400000.0,132284916000.0,121951030000.0,127952650000.0,126888200000.0,129043230000.0,126306020000.0,129196810000.0,119228910000.0,125167390000.0,118835930000.0,126961450000.0,123947400000.0
2064.0,121623314000.0,132078715000.0,120937700000.0,127604560000.0,126642130000.0,128841460000.0,125718150000.0,129022500000.0,118289710000.0,124865530000.0,117860510000.0,126284770000.0,123076620000.0
2065.0,121299240000.0,132164670000.0,120405720000.0,127214250000.0,126220140000.0,128799050000.0,125187750000.0,128553206000.0,117546344000.0,124263825000.0,117048885000.0,125964770000.0,122483010000.0
2066.0,120695850000.0,132274480000.0,119181386000.0,126739554000.0,126024320000.0,128485100000.0,124843180000.0,128236200000.0,116893130000.0,124124790000.0,116328530000.0,125489120000.0,122099960000.0
2067.0,119785250000.0,131874275000.0,118338140000.0,126168860000.0,125160560000.0,128274800000.0,124751300000.0,128016240000.0,115936140000.0,123644305000.0,115513750000.0,125312870000.0,121601290000.0
2068.0,118668575000.0,131557500000.0,117607530000.0,125777010000.0,124794634000.0,128091450000.0,124266930000.0,127810126000.0,115304130000.0,123126686000.0,114580880000.0,125003325000.0,120969945000.0
2069.0,117614980000.0,131601990000.0,116202455000.0,125295665000.0,124267360000.0,127720150000.0,123952330000.0,127717530000.0,114338185000.0,122696360000.0,113841240000.0,124299930000.0,120300810000.0
2070.0,116736470000.0,132096220000.0,115142680000.0,124774950000.0,123864520000.0,127449470000.0,123657495000.0,126989296000.0,113462440000.0,122172920000.0,112734990000.0,123653240000.0,119606714000.0
2071.0,115728070000.0,131639640000.0,114655910000.0,124140495000.0,123528405000.0,127037710000.0,123271110000.0,126657720000.0,112632430000.0,121724625000.0,111993670000.0,123399184000.0,119079590000.0
2072.0,114519600000.0,131351320000.0,113441700000.0,123666070000.0,122996840000.0,126695670000.0,122941055000.0,126438840000.0,111884165000.0,121211100000.0,110739000000.0,122982040000.0,118243385000.0
2073.0,113548470000.0,131225300000.0,112266805000.0,123026140000.0,122413280000.0,126472550000.0,122225140000.0,126089790000.0,111066910000.0,120733600000.0,109958100000.0,122319250000.0,117575110000.0
2074.0,112800874000.0,131160030000.0,111178870000.0,122389094000.0,122000335000.0,126115220000.0,121833060000.0,125706680000.0,110439240000.0,120285905000.0,108878640000.0,121766800000.0,116772050000.0
2075.0,111737520000.0,131093250000.0,110242910000.0,121781080000.0,121721000000.0,125614850000.0,121202910000.0,125402480000.0,109625980000.0,119580850000.0,107443680000.0,121427436000.0,115993570000.0
2076.0,110794965000.0,130976670000.0,109458400000.0,121174780000.0,121395270000.0,125459610000.0,120784370000.0,125070290000.0,108582480000.0,118979840000.0,106298384000.0,120625865000.0,114807670000.0
2077.0,109675740000.0,130802940000.0,108044010000.0,120705000000.0,121085150000.0,124854710000.0,120358030000.0,124928000000.0,107383060000.0,118302240000.0,105180480000.0,120182370000.0,114138620000.0
2078.0,108659655000.0,130520720000.0,106630750000.0,120388020000.0,120415990000.0,124738240000.0,119883470000.0,124529390000.0,106358596000.0,117777050000.0,104228360000.0,119879880000.0,113374390000.0
2079.0,107789140000.0,130632580000.0,105375790000.0,119617670000.0,119583110000.0,124379370000.0,118748320000.0,124235040000.0,104912800000.0,117115140000.0,102692280000.0,119160710000.0,112413430000.0
2080.0,106465990000.0,130760925000.0,104165960000.0,118497030000.0,119096420000.0,124269355000.0,117985985000.0,123967100000.0,103916990000.0,116525320000.0,101465950000.0,118333235000.0,111489500000.0
2081.0,105255520000.0,131020950000.0,103367740000.0,117984540000.0,118601960000.0,123846920000.0,117405370000.0,123632380000.0,103029100000.0,115880610000.0,100307810000.0,117759120000.0,110986486000.0
2082.0,103953690000.0,130399240000.0,101774020000.0,117226930000.0,117917270000.0,123326320000.0,116664630000.0,123342365000.0,101857320000.0,115258200000.0,98847170000.0,117415680000.0,109911966000.0
2083.0,102383290000.0,130353390000.0,100698430000.0,116775570000.0,117245575000.0,123079260000.0,116161800000.0,122812990000.0,100359140000.0,114881180000.0,97564720000.0,116729960000.0,108860020000.0
2084.0,101148760000.0,130081620000.0,99699335000.0,116369940000.0,116307090000.0,122838516000.0,115065350000.0,122496830000.0,99257950000.0,114075480000.0,96215990000.0,116244230000.0,107979100000.0
2085.0,99357150000.0,130464530000.0,98874150000.0,115646640000.0,115797230000.0,122377840000.0,114278600000.0,121979860000.0,98038830000.0,113347250000.0,94372130000.0,115610300000.0,106900190000.0
2086.0,98363800000.0,130278040000.0,97306300000.0,114779680000.0,115066750000.0,121807300000.0,113767190000.0,121491560000.0,96583440000.0,112243130000.0,92668940000.0,114575370000.0,106085150000.0
2087.0,96413884000.0,129478975000.0,95757700000.0,114099855000.0,114309890000.0,121563130000.0,113001210000.0,121211160000.0,95336820000.0,111476860000.0,91303666000.0,113473724000.0,105009800000.0
2088.0,94936300000.0,129798660000.0,94152700000.0,113385240000.0,113768190000.0,121167820000.0,112464610000.0,120901510000.0,93816120000.0,110479340000.0,89277740000.0,112879395000.0,103871140000.0
2089.0,93857880000.0,129020370000.0,92725710000.0,112639480000.0,112774960000.0,120838540000.0,111629630000.0,120401030000.0,92774600000.0,109815050000.0,87051990000.0,112198040000.0,102448920000.0
2090.0,92976240000.0,128790700000.0,90737160000.0,111745400000.0,112149070000.0,120221155000.0,110314004000.0,119724294000.0,91318620000.0,109281890000.0,84886140000.0,111250850000.0,101433870000.0
2091.0,91714036000.0,128660160000.0,89336330000.0,111058830000.0,110875890000.0,119781170000.0,109386810000.0,119436720000.0,89946120000.0,108472476000.0,83228066000.0,110362395000.0,100231496000.0
2092.0,90690585000.0,128626720000.0,87182430000.0,110095300000.0,110451620000.0,119457340000.0,108568830000.0,119014150000.0,87773040000.0,107508050000.0,81038565000.0,109531920000.0,98735730000.0
2093.0,89434050000.0,129168650000.0,85530770000.0,109202470000.0,109672720000.0,119020690000.0,107677550000.0,118406560000.0,85977690000.0,106886370000.0,79426570000.0,108437040000.0,97181290000.0
2094.0,88217200000.0,128679290000.0,84271620000.0,108482920000.0,108721590000.0,118767350000.0,106538060000.0,117885940000.0,84453605000.0,105860440000.0,77512270000.0,107401626000.0,96327385000.0
2095.0,86504590000.0,128809880000.0,82612390000.0,108012250000.0,108041700000.0,117979380000.0,105521640000.0,117419700000.0,83049060000.0,105076440000.0,75593790000.0,106403504000.0,94773890000.0
2096.0,85172230000.0,128110895000.0,81052980000.0,106967890000.0,107370210000.0,117606646000.0,104615580000.0,116749950000.0,81568930000.0,103901460000.0,73942540000.0,105459600000.0,93466140000.0
2097.0,84100415000.0,127766470000.0,79657280000.0,106468430000.0,106844955000.0,117251514000.0,104025710000.0,116233830000.0,79859290000.0,103316480000.0,72303100000.0,104121020000.0,91923644000.0
2098.0,83007180000.0,127700700000.0,77882370000.0,105601470000.0,105825870000.0,116788780000.0,102766220000.0,115466940000.0,78467695000.0,102079520000.0,70894740000.0,102853570000.0,90575110000.0
2099.0,81300350000.0,127342660000.0,75732410000.0,105143310000.0,105214280000.0,116033800000.0,101830844000.0,114869590000.0,76875284000.0,101329160000.0,68925280000.0,101668220000.0,88723300000.0
2100.0,79471320000.0,127281684000.0,73616140000.0,104251070000.0,104421790000.0,115558630000.0,100097230000.0,114100980000.0,75505164000.0,100360030000.0,67185836000.0,100385430000.0,87452164000.0
