time,TAIESM1,MPI-ESM1-2-HR,CESM2-WACCM,CANESM5,CNRM-CM6-1,IPSL-CM6A-LR,GFDL-ESM4,KACE-1-0-G,MRI-ESM2-0,CNRM-ESM2-1,IITM-ESM,UKESM1-0-LL,MIROC6,EC-EARTH3
2061.0,118349940000.0,129127010000.0,120126550000.0,127915550000.0,116666974000.0,124535160000.0,129124070000.0,127356360000.0,127844440000.0,123182785000.0,117094710000.0,120701256000.0,132451020000.0,124913970000.0
2062.0,117294014000.0,128822395000.0,119251640000.0,127361220000.0,115736855000.0,124004100000.0,129136770000.0,126861640000.0,127461250000.0,122720070000.0,115949910000.0,120064900000.0,132289160000.0,124582265000.0
2063.0,116449290000.0,128893720000.0,118396400000.0,126403090000.0,114845470000.0,123630630000.0,128850880000.0,126575300000.0,127055870000.0,121909500000.0,114973426000.0,119464750000.0,132516390000.0,124067380000.0
2064.0,115588650000.0,128670920000.0,117527860000.0,125855390000.0,113601190000.0,123068980000.0,128972145000.0,126110510000.0,126380590000.0,121303110000.0,113588070000.0,118754345000.0,133212660000.0,123805565000.0
2065.0,114618920000.0,128226090000.0,116693705000.0,125539250000.0,112730270000.0,122364830000.0,128298250000.0,125506896000.0,126003175000.0,120694870000.0,112572105000.0,118089330000.0,132746120000.0,122851890000.0
2066.0,113510400000.0,128004055000.0,115589330000.0,125081900000.0,111776470000.0,121545010000.0,127734900000.0,125131014000.0,125555425000.0,119942680000.0,111424315000.0,117167110000.0,132306830000.0,122095630000.0
2067.0,112219970000.0,127726840000.0,114598730000.0,124494480000.0,110834290000.0,121069830000.0,127232970000.0,124667820000.0,124881840000.0,119296440000.0,109982120000.0,116154850000.0,131735770000.0,121362080000.0
2068.0,111229080000.0,127661270000.0,113291280000.0,123976960000.0,109086654000.0,120500535000.0,127093570000.0,124178230000.0,124222160000.0,118662810000.0,108640575000.0,115027020000.0,131983060000.0,121296900000.0
2069.0,110011100000.0,127347090000.0,112204030000.0,123426640000.0,107704250000.0,119488760000.0,126868275000.0,124032780000.0,123785720000.0,117531310000.0,107331300000.0,114326590000.0,131675185000.0,120698860000.0
2070.0,108697895000.0,126950790000.0,111065870000.0,122672800000.0,106364900000.0,118822960000.0,126604190000.0,123316240000.0,123142740000.0,116676380000.0,105905900000.0,113097060000.0,131724640000.0,120174680000.0
2071.0,107696760000.0,126838020000.0,109861520000.0,121945290000.0,104512045000.0,118046260000.0,126355670000.0,122888210000.0,122534625000.0,115746960000.0,103993340000.0,112291004000.0,131257690000.0,119571700000.0
2072.0,106594080000.0,126436350000.0,108782670000.0,121220915000.0,103176610000.0,117239685000.0,125855040000.0,122650900000.0,122173720000.0,114602160000.0,102427240000.0,111394770000.0,131660500000.0,119010650000.0
2073.0,105142260000.0,126113790000.0,107560575000.0,120396055000.0,101384585000.0,116620520000.0,125553790000.0,121404360000.0,121514480000.0,113696055000.0,100742300000.0,110450300000.0,131503050000.0,118027550000.0
2074.0,103671710000.0,125879920000.0,106408560000.0,119634846000.0,99812565000.0,115669880000.0,126014950000.0,120659320000.0,120757480000.0,112915010000.0,98554280000.0,109170300000.0,131314480000.0,117540860000.0
2075.0,102205140000.0,125611460000.0,105119770000.0,118891090000.0,98492530000.0,114881410000.0,125023400000.0,120330985000.0,120132130000.0,111864190000.0,96971320000.0,108103750000.0,131344290000.0,116749430000.0
2076.0,101230430000.0,125448180000.0,103773450000.0,118254950000.0,96815020000.0,114014550000.0,124670435000.0,119724850000.0,119629870000.0,110589920000.0,95104630000.0,106923704000.0,131632636000.0,115708355000.0
2077.0,100014916000.0,125062170000.0,102126920000.0,117478530000.0,94993740000.0,112920120000.0,124040930000.0,119293090000.0,119069100000.0,109574610000.0,92651670000.0,105828210000.0,131520550000.0,114762580000.0
2078.0,98466890000.0,124663390000.0,100522850000.0,116649440000.0,93247130000.0,112160370000.0,123699910000.0,118237630000.0,118236135000.0,108495370000.0,90991290000.0,104451875000.0,130917700000.0,113607520000.0
2079.0,96705570000.0,124226090000.0,99295940000.0,115734905000.0,91820470000.0,111218770000.0,123392290000.0,117654180000.0,117525630000.0,107347590000.0,88998085000.0,103172190000.0,130619875000.0,113029500000.0
2080.0,94984815000.0,123948600000.0,97873306000.0,114789564000.0,90470120000.0,110435560000.0,123084440000.0,116991074000.0,116466450000.0,105916510000.0,87297360000.0,101628355000.0,130454230000.0,112062080000.0
2081.0,93374750000.0,123663750000.0,96386910000.0,113944986000.0,88147570000.0,109490160000.0,122807110000.0,116081710000.0,115969700000.0,104456910000.0,85103480000.0,100157230000.0,130838270000.0,110680110000.0
2082.0,92128756000.0,123302830000.0,94588520000.0,112615090000.0,86702146000.0,108630650000.0,122255790000.0,114939030000.0,115537080000.0,103330180000.0,82878685000.0,98325045000.0,130196280000.0,110103716000.0
2083.0,90438164000.0,122914300000.0,93310900000.0,111620380000.0,84431290000.0,107723190000.0,121961410000.0,114160026000.0,114686075000.0,101824270000.0,80441820000.0,96538300000.0,129869960000.0,108671670000.0
2084.0,88592030000.0,122303545000.0,91632890000.0,110424950000.0,81988630000.0,106733370000.0,121652130000.0,113201360000.0,113885640000.0,100573650000.0,78387730000.0,95268070000.0,129619880000.0,107555010000.0
2085.0,86347970000.0,121774480000.0,89867270000.0,109359640000.0,79878870000.0,105776560000.0,120979220000.0,112394370000.0,113027070000.0,98899214000.0,76626070000.0,93661725000.0,129366060000.0,106517530000.0
2086.0,84666960000.0,121379130000.0,87706350000.0,108007180000.0,77783580000.0,104703000000.0,120478920000.0,111115600000.0,112238380000.0,97537850000.0,75042700000.0,92417740000.0,129601130000.0,105316930000.0
2087.0,82725560000.0,121014800000.0,85294670000.0,107059900000.0,76024095000.0,103918520000.0,120067020000.0,110542330000.0,111158166000.0,95827570000.0,72587240000.0,91124910000.0,128932340000.0,104263810000.0
2088.0,81067990000.0,120518525000.0,83333880000.0,106167210000.0,74304710000.0,102706815000.0,119414270000.0,109725630000.0,110444120000.0,94006030000.0,70757384000.0,89704840000.0,128810934000.0,102985654000.0
2089.0,79500470000.0,119885240000.0,80670840000.0,104965120000.0,72156180000.0,101931270000.0,118990900000.0,108678280000.0,109453240000.0,91792490000.0,68466170000.0,88396470000.0,128724610000.0,101991604000.0
2090.0,78279010000.0,119472930000.0,78631050000.0,103844570000.0,69719376000.0,100465210000.0,118358860000.0,107688240000.0,108175390000.0,89358300000.0,66064140000.0,86871160000.0,128510026000.0,100914540000.0
2091.0,76934046000.0,118925210000.0,77077940000.0,102806520000.0,67713100000.0,99793390000.0,117723480000.0,106684560000.0,107611750000.0,87419370000.0,63612410000.0,85357060000.0,128144360000.0,99191040000.0
2092.0,75682415000.0,118402720000.0,75386765000.0,101516710000.0,65533490000.0,98497000000.0,117538600000.0,105693230000.0,106686630000.0,85412820000.0,61674120000.0,83732190000.0,127974070000.0,97725160000.0
2093.0,73958425000.0,117781810000.0,73425220000.0,99877280000.0,63587040000.0,97451550000.0,116620430000.0,104507990000.0,105552390000.0,83003580000.0,59533124000.0,82242900000.0,127856320000.0,96461130000.0
2094.0,72328790000.0,117283390000.0,71051340000.0,98097110000.0,62164290000.0,96085830000.0,115714170000.0,103545050000.0,104482110000.0,81414630000.0,57629946000.0,80855510000.0,127868340000.0,94808154000.0
2095.0,70781985000.0,116732970000.0,69381220000.0,96672950000.0,60482050000.0,94982530000.0,115273160000.0,102541574000.0,103217545000.0,79489090000.0,55569424000.0,79057610000.0,127791160000.0,93341770000.0
2096.0,69098500000.0,115939475000.0,67634405000.0,94442020000.0,58401804000.0,93821930000.0,114603010000.0,101432330000.0,102316600000.0,77963580000.0,54378940000.0,77325270000.0,127076770000.0,91840230000.0
2097.0,67224134000.0,115105415000.0,65619370000.0,92614850000.0,56612463000.0,92129150000.0,113757370000.0,100455110000.0,101288310000.0,76047450000.0,51924160000.0,75767650000.0,126719520000.0,90038660000.0
2098.0,65663963000.0,114466530000.0,63805334000.0,90977080000.0,54606800000.0,91130240000.0,113102810000.0,99453810000.0,99961905000.0,73497970000.0,50373845000.0,73949580000.0,126594834000.0,88781480000.0
2099.0,63913714000.0,114058950000.0,61624600000.0,89313910000.0,52757340000.0,89684880000.0,112523140000.0,98332025000.0,98884070000.0,71613330000.0,48734350000.0,71908420000.0,126412370000.0,87384290000.0
2100.0,61896143000.0,113380250000.0,59476677000.0,87704175000.0,50471395000.0,88112900000.0,111840870000.0,97487634000.0,97789680000.0,69561790000.0,47772980000.0,70075425000.0,126104306000.0,85708120000.0
