time,IPSL-CM6A-LR,MRI-ESM2-0
2000.0,135826070000.0,135826070000.0
2001.0,136177570000.0,136177570000.0
2002.0,136348640000.0,136348640000.0
2003.0,135735165000.0,135735165000.0
2004.0,135826890000.0,135826890000.0
2005.0,135576880000.0,135576880000.0
2006.0,135419140000.0,135419140000.0
2007.0,135270900000.0,135270900000.0
2008.0,135339610000.0,135339610000.0
2009.0,135254690000.0,135254690000.0
2010.0,135071605000.0,135071605000.0
2011.0,134957910000.0,134957910000.0
2012.0,135080030000.0,135080030000.0
2013.0,135617405000.0,135617405000.0
2014.0,135009485000.0,135009485000.0
2015.0,135710030000.0,135710030000.0
2016.0,135022305000.0,135022305000.0
2017.0,134635310000.0,134635310000.0
2018.0,134802720000.0,134802720000.0
2019.0,134729875000.0,134729875000.0
2020.0,134733540000.0,134733540000.0
2021.0,134886100000.0,134703120000.0
2022.0,135177570000.0,134837120000.0
2023.0,134656170000.0,134451060000.0
2024.0,134491095000.0,134116090000.0
2025.0,133969584000.0,134048470000.0
2026.0,133975130000.0,134044934000.0
2027.0,133856510000.0,134069180000.0
2028.0,133862670000.0,134167800000.0
2029.0,134006710000.0,134270800000.0
2030.0,133773345000.0,134124050000.0
2031.0,133522540000.0,134178726000.0
2032.0,133329190000.0,133790530000.0
2033.0,133270960000.0,133845290000.0
2034.0,132970580000.0,133742756000.0
2035.0,132940210000.0,133428360000.0
2036.0,132940290000.0,133365965000.0
2037.0,132668610000.0,133224410000.0
2038.0,132493705000.0,133779276000.0
2039.0,132198105000.0,133369980000.0
2040.0,131957645000.0,133118116000.0
2041.0,131751630000.0,133037195000.0
2042.0,131636900000.0,133091490000.0
2043.0,131614850000.0,133279440000.0
2044.0,131533920000.0,132834370000.0
2045.0,131371385000.0,133185176000.0
2046.0,131103590000.0,132581380000.0
2047.0,130910470000.0,132569506000.0
2048.0,130684330000.0,132121880000.0
2049.0,130234630000.0,132300890000.0
2050.0,129966030000.0,131958340000.0
2051.0,129616590000.0,131806940000.0
2052.0,129086460000.0,131660810000.0
2053.0,128966430000.0,131479270000.0
2054.0,128694890000.0,131402880000.0
2055.0,128375640000.0,130994540000.0
2056.0,128102064000.0,130451430000.0
2057.0,128011410000.0,130267470000.0
2058.0,127764390000.0,130016210000.0
2059.0,127289190000.0,129856560000.0
2060.0,126798050000.0,129495960000.0
2061.0,126564080000.0,129281630000.0
2062.0,126152270000.0,129055605000.0
2063.0,125527880000.0,128823880000.0
2064.0,125134930000.0,128524526000.0
2065.0,124925880000.0,128267770000.0
2066.0,124519610000.0,127971750000.0
2067.0,124010920000.0,127302164000.0
2068.0,123773220000.0,127150880000.0
2069.0,123401970000.0,126787260000.0
2070.0,122973690000.0,126338960000.0
2071.0,122694210000.0,126266670000.0
2072.0,121982190000.0,125709510000.0
2073.0,121397340000.0,125324150000.0
2074.0,121171820000.0,124873180000.0
2075.0,120914256000.0,124481405000.0
2076.0,120450660000.0,124098870000.0
2077.0,119901380000.0,123604560000.0
2078.0,119232960000.0,122946930000.0
2079.0,118741400000.0,122423680000.0
2080.0,118120450000.0,121866040000.0
2081.0,117886710000.0,121301010000.0
2082.0,117402984000.0,120746480000.0
2083.0,116536470000.0,120454865000.0
2084.0,116118086000.0,119578440000.0
2085.0,115572560000.0,119324070000.0
2086.0,115276186000.0,118857710000.0
2087.0,114383590000.0,118311600000.0
2088.0,114027410000.0,117610230000.0
2089.0,113633970000.0,117049926000.0
2090.0,113116990000.0,116395800000.0
2091.0,112968610000.0,115788160000.0
2092.0,112283420000.0,115349530000.0
2093.0,111364930000.0,114941230000.0
2094.0,110926520000.0,114475330000.0
2095.0,110398950000.0,113606255000.0
2096.0,109770334000.0,112947085000.0
2097.0,109273970000.0,112639210000.0
2098.0,108770796000.0,111748350000.0
2099.0,108045220000.0,111480600000.0
2100.0,107421330000.0,110732870000.0
