time,CESM1-CAM5,CSIRO-MK3-6-0,MPI-ESM-LR,NORESM1-M
2075.0,15334825000.0,6580925400.0,17279180000.0,22386514000.0
2076.0,15792760000.0,6365741000.0,17061657000.0,22562810000.0
2077.0,15861714000.0,6055128000.0,17004581000.0,23041915000.0
2078.0,15197937000.0,6068943000.0,17465910000.0,23102413000.0
2079.0,14418224000.0,5731694600.0,17522199000.0,23150152000.0
2080.0,14796279000.0,5447140000.0,17123222000.0,22249275000.0
2081.0,15091395000.0,5141542400.0,15945559000.0,22206435000.0
2082.0,14605058000.0,5340240000.0,13774988000.0,22010536000.0
2083.0,13740405000.0,5047781400.0,13924862000.0,22396596000.0
2084.0,13349581000.0,5174233600.0,14635116000.0,22294335000.0
2085.0,13471659000.0,5359375000.0,14707074000.0,20989661000.0
2086.0,13063615000.0,5286276600.0,14518870000.0,20178608000.0
2087.0,12664536000.0,5415039500.0,14019875000.0,20814072000.0
2088.0,12846476000.0,5456814000.0,13977276000.0,21813406000.0
2089.0,12867350000.0,5191178000.0,13714541000.0,22211928000.0
2090.0,12163740000.0,4944443400.0,13981199000.0,21344446000.0
2091.0,11270534000.0,4914707500.0,13801580000.0,20476754000.0
2092.0,11481211000.0,4892507000.0,13975458000.0,19702198000.0
2093.0,11301463000.0,4748695600.0,14459732000.0,19593590000.0
2094.0,11018754000.0,4728069000.0,14761754000.0,19496456000.0
2095.0,11259604000.0,4821470700.0,14710462000.0,19568667000.0
2096.0,11293967000.0,4787884500.0,14766042000.0,18782693000.0
2097.0,11092773000.0,4704658400.0,14612123000.0,18165040000.0
2098.0,10798781000.0,4576880000.0,14881908000.0,18313613000.0
2099.0,10207357000.0,4494544400.0,15053379000.0,17857294000.0
2100.0,10350777000.0,4357250000.0,15231645000.0,17807421000.0
2101.0,10371178000.0,4470424600.0,13929950000.0,17611252000.0
2102.0,9871413000.0,4648110000.0,12906223000.0,17332460000.0
2103.0,9284509000.0,4811374600.0,12912412000.0,18086328000.0
2104.0,9657966000.0,4794396700.0,13024042000.0,19005364000.0
2105.0,10034057000.0,4807435000.0,12983068000.0,19375067000.0
2106.0,9996410000.0,4641718300.0,13034410000.0,19076958000.0
2107.0,9187083000.0,4599653400.0,12705901000.0,18156816000.0
2108.0,9128609000.0,4493891600.0,11392598000.0,18693990000.0
2109.0,9149913000.0,4334571500.0,10951816000.0,18596911000.0
2110.0,8911204000.0,4314439700.0,11476987000.0,17412065000.0
2111.0,8872402000.0,4355137500.0,11590053000.0,16958970000.0
2112.0,9034520000.0,4420016000.0,11322266000.0,16820116000.0
2113.0,9362362000.0,4311192000.0,11619399000.0,16094805000.0
2114.0,9067898000.0,4153491700.0,11397433000.0,16266180000.0
2115.0,8620954000.0,4089090000.0,11020201000.0,16787059000.0
2116.0,8929256000.0,4094531800.0,11026646000.0,16391483000.0
2117.0,9178016000.0,4233527600.0,11662226000.0,16571055000.0
2118.0,9087543000.0,4140712200.0,11521409000.0,17287449000.0
2119.0,8680053000.0,4059765800.0,11140364000.0,17175960000.0
2120.0,8998134000.0,3994310400.0,10818189000.0,15670031000.0
2121.0,9363670000.0,4221411600.0,10545917000.0,15331805000.0
2122.0,9304612000.0,4336104400.0,10592981000.0,15651014000.0
2123.0,9016066000.0,4055787500.0,11102113000.0,16033713000.0
2124.0,9071182000.0,3999592000.0,11584248000.0,16139805000.0
2125.0,8842275000.0,3943178000.0,11817845000.0,16246381000.0
2126.0,8375069000.0,4007225600.0,11905382000.0,16068436000.0
2127.0,8601473000.0,3945375200.0,12241452000.0,15906706000.0
2128.0,8787902000.0,4032562000.0,12203184000.0,15636012000.0
2129.0,8543848000.0,4073676300.0,11891026000.0,15514760000.0
2130.0,8183692000.0,4468200000.0,10698112000.0,15533422000.0
2131.0,8033865000.0,4436002300.0,10071916000.0,15865210000.0
2132.0,8202821600.0,4078535200.0,10392102000.0,15810003000.0
2133.0,8444941000.0,4214636300.0,11018115000.0,15343244000.0
2134.0,8561446000.0,4124377300.0,11307881000.0,14730950000.0
2135.0,8251108000.0,3916127200.0,10502348000.0,15002357000.0
2136.0,8212702000.0,3745103400.0,10128222000.0,14987401000.0
2137.0,7967245000.0,3557403400.0,10904652000.0,14802294000.0
2138.0,8284645000.0,3601284400.0,11578881000.0,15069576000.0
2139.0,8448823000.0,3474753500.0,11572461000.0,16121224000.0
2140.0,8313644000.0,3215763700.0,11532884000.0,16466654000.0
2141.0,8077737500.0,2896289500.0,11933398000.0,15490488000.0
2142.0,8443851000.0,2905116400.0,11753125000.0,15427666000.0
2143.0,8606503000.0,2792001500.0,10787750000.0,16232967000.0
2144.0,8470184400.0,2751907800.0,10829693000.0,16689836000.0
2145.0,8391781000.0,2788242000.0,11510604000.0,16185362000.0
2146.0,8483408000.0,2840524800.0,11719364000.0,16452844000.0
2147.0,8531429400.0,2843058200.0,11594519000.0,16627144000.0
2148.0,8492792300.0,2937576700.0,11778293000.0,16676833000.0
2149.0,8326574600.0,3041634300.0,11829375000.0,17349345000.0
2150.0,8037039000.0,3020128300.0,11872433000.0,18094273000.0
2151.0,8253950000.0,2990942500.0,12209839000.0,18182050000.0
2152.0,8351251500.0,3068508400.0,12613552000.0,17611491000.0
2153.0,7999352300.0,3142545400.0,12558199000.0,17157417000.0
2154.0,7362927600.0,3148529700.0,12451912000.0,16613631000.0
2155.0,7528261600.0,2889032200.0,12554343000.0,16175084000.0
2156.0,7498043400.0,3049948700.0,12697884000.0,16144087000.0
2157.0,7113241600.0,3160352500.0,11985500000.0,16299553000.0
2158.0,6970857500.0,3062267000.0,10892349000.0,16019351000.0
2159.0,6985108000.0,3011524000.0,10840804000.0,15280628000.0
2160.0,6854086000.0,3010872300.0,10938892000.0,14504889000.0
2161.0,6458842600.0,2851919000.0,11001077000.0,14364451000.0
2162.0,6736184000.0,2786545400.0,10428622000.0,14117717000.0
2163.0,6969987600.0,2745623000.0,10394592000.0,14587887000.0
2164.0,7027140600.0,3012283000.0,10157446000.0,14691038000.0
2165.0,6664696300.0,3149034200.0,9897542000.0,13943800000.0
2166.0,6373841000.0,3067404000.0,9798779000.0,13525618000.0
2167.0,6717178000.0,3081778200.0,9531182000.0,14114869000.0
2168.0,7020847000.0,3161396200.0,9831012000.0,13978594000.0
2169.0,7222748000.0,3281353000.0,9517583000.0,13900531000.0
2170.0,7151855600.0,3323682600.0,9470489000.0,14317294000.0
2171.0,6693542400.0,3308738000.0,9638751000.0,14475602000.0
2172.0,6626623500.0,3270257400.0,9642403000.0,14493606000.0
2173.0,6759437000.0,3180950300.0,9690390000.0,14446358000.0
2174.0,6744735000.0,3027148300.0,9618763000.0,14799092000.0
2175.0,6881118700.0,2752664000.0,9497966000.0,14652590000.0
2176.0,6975831000.0,2815643600.0,9708552000.0,14950876000.0
2177.0,6982123500.0,2826830800.0,10189893000.0,14698758000.0
2178.0,6961097700.0,2785131500.0,9797075000.0,13957357000.0
2179.0,6570668500.0,2676120300.0,9445759000.0,14501177000.0
2180.0,6723901400.0,2566091000.0,9895313000.0,14420404000.0
2181.0,6976531000.0,2388252000.0,10046524000.0,14382441000.0
2182.0,6793053000.0,2247822600.0,10328000000.0,15453588000.0
2183.0,6469480400.0,2274673200.0,10373900000.0,15796144000.0
2184.0,6599067600.0,2320599800.0,10176901000.0,15383752000.0
2185.0,6702056400.0,2441319400.0,10021038000.0,14569072000.0
2186.0,6696769500.0,2441295600.0,9598989000.0,14484680000.0
2187.0,6578194400.0,2426133800.0,9903035000.0,14574466000.0
2188.0,6694947000.0,2355574500.0,10063496000.0,14497776000.0
2189.0,6715644400.0,2370170600.0,9740482000.0,14414995000.0
2190.0,6541701000.0,2448787200.0,9355962000.0,15125777000.0
2191.0,6701237000.0,2514915800.0,9493569000.0,15693556000.0
2192.0,6685992000.0,2529206500.0,9681792000.0,16019669000.0
2193.0,6428866600.0,2524597000.0,9470013000.0,15809403000.0
2194.0,6523307500.0,2590436000.0,9351218000.0,15549296000.0
2195.0,6504737300.0,2461923000.0,8674450000.0,15439743000.0
2196.0,6143131600.0,2393957000.0,8724176000.0,14860666000.0
2197.0,5814514000.0,2525816600.0,9159755000.0,14368160000.0
2198.0,6250185000.0,2598533600.0,9883352000.0,14144712000.0
2199.0,6562678000.0,2455556000.0,10240725000.0,14147184000.0
2200.0,6669069000.0,2374296600.0,10195864000.0,14514427000.0
2201.0,6743549000.0,2433656300.0,9470344000.0,14729628000.0
2202.0,6434219500.0,2359705900.0,9892594000.0,14622774000.0
2203.0,6397455000.0,2428573400.0,9823304000.0,14362693000.0
2204.0,6350948000.0,2417932800.0,9776325000.0,14108332000.0
2205.0,6119504000.0,2462818800.0,9865370000.0,13504968000.0
2206.0,5851605500.0,2592593000.0,9987953000.0,12993932000.0
2207.0,6077108000.0,2583900700.0,10150113000.0,13409349000.0
2208.0,6218850300.0,2500764400.0,9917341000.0,13742421000.0
2209.0,5973990000.0,2392342800.0,9549649000.0,14112468000.0
2210.0,5977370600.0,2489184800.0,9344675000.0,14220961000.0
2211.0,6279364600.0,2454403000.0,9312086000.0,14050653000.0
2212.0,6519144000.0,2428995300.0,9632805000.0,14073706000.0
2213.0,6305775600.0,2291606800.0,9826165000.0,14394584000.0
2214.0,5903344000.0,1969027700.0,10016232000.0,14591113000.0
2215.0,5980672000.0,2058252700.0,9904407000.0,14156134000.0
2216.0,6152480000.0,1981838000.0,9790294000.0,13418186000.0
2217.0,6291631600.0,1909335800.0,9989972000.0,13573799000.0
2218.0,6206332400.0,1916675300.0,9744168000.0,13502772000.0
2219.0,5860316700.0,1992336900.0,8375997400.0,13550787000.0
2220.0,5945896400.0,2023252400.0,8113201000.0,13670959000.0
2221.0,6032325600.0,2066620200.0,8359995400.0,13458858000.0
2222.0,6083287600.0,2068013800.0,8666729000.0,13335489000.0
2223.0,5817410600.0,2165004300.0,9148018000.0,13123191000.0
2224.0,5610411000.0,2144383100.0,9376911000.0,13404294000.0
2225.0,5767657500.0,1930165100.0,8923354000.0,14025222000.0
2226.0,5947237000.0,1917719700.0,7954516000.0,14333902000.0
2227.0,5880988000.0,1910155300.0,8161086000.0,14253728000.0
2228.0,5617271000.0,2028288400.0,8511795700.0,14637472000.0
2229.0,5712638500.0,2288108500.0,8423947000.0,14438636000.0
2230.0,5813229600.0,2355255800.0,8782692000.0,13797519000.0
2231.0,5714103300.0,2160282000.0,8817498000.0,13050586000.0
2232.0,5463439400.0,2097586400.0,8064467000.0,13211607000.0
2233.0,5687619600.0,2105269500.0,8042817500.0,13512775000.0
2234.0,5934178000.0,2086930400.0,8305012000.0,12963489000.0
2235.0,5883721000.0,2093236500.0,7988943000.0,11936045000.0
2236.0,5546343000.0,2178805500.0,7368876000.0,11497677000.0
2237.0,5612514000.0,2315377000.0,7955207700.0,12127075000.0
2238.0,5750150000.0,2290419000.0,8431790000.0,12421638000.0
2239.0,5635727000.0,2263920600.0,7735296500.0,12119924000.0
2240.0,5360376000.0,2278201600.0,7258659300.0,12036997000.0
2241.0,5460763000.0,2185441000.0,6909325300.0,12327154000.0
2242.0,5703975000.0,2174665000.0,7567528400.0,12653904000.0
2243.0,5772715500.0,2255692300.0,8035791400.0,12962916000.0
2244.0,5484093400.0,2238000400.0,7981741000.0,13480062000.0
2245.0,5433381000.0,2231449000.0,7615947300.0,13660757000.0
2246.0,5554632000.0,2177296000.0,7424620500.0,12827380000.0
2247.0,5471729000.0,2103270000.0,7658098000.0,12444880000.0
2248.0,5176751600.0,2146315900.0,7582045000.0,12969665000.0
2249.0,5417538000.0,2101049100.0,7370973000.0,13582169000.0
2250.0,5395640000.0,2161453300.0,6751255000.0,14146156000.0
2251.0,5169725400.0,2169205800.0,6531180500.0,14014381000.0
2252.0,4931041000.0,1967466100.0,6707079000.0,13365845000.0
2253.0,5272711700.0,1896546800.0,7167596500.0,13018126000.0
2254.0,5516590600.0,1893302000.0,7585530000.0,12677003000.0
2255.0,5618853400.0,1934725000.0,6830311400.0,12463283000.0
2256.0,5668081700.0,1917002600.0,6239042600.0,12566704000.0
2257.0,5665216500.0,1969708700.0,6619551000.0,12356861000.0
2258.0,5631974000.0,1851468800.0,7485763000.0,11681192000.0
2259.0,5715155500.0,1672219400.0,7842069000.0,11570378000.0
2260.0,5706841600.0,1751504300.0,8058664400.0,11851867000.0
2261.0,5580895700.0,1763595100.0,8272825000.0,11895278000.0
2262.0,5750640000.0,1704708200.0,8180057600.0,11846887000.0
2263.0,5678148600.0,1616210200.0,8384031000.0,11533680000.0
2264.0,5338291000.0,1651167000.0,8636510000.0,11667816000.0
2265.0,5498342000.0,1651094700.0,8624769000.0,11966003000.0
2266.0,5673257000.0,1709588500.0,8235139600.0,12276531000.0
2267.0,5691269000.0,1781509200.0,7715095600.0,12203082000.0
2268.0,5617540000.0,1833027600.0,8250410000.0,12091957000.0
2269.0,5544620000.0,1855812500.0,8853043000.0,11808763000.0
2270.0,5312973300.0,1948845000.0,8612463000.0,11434889000.0
2271.0,5570530300.0,2099714400.0,8542975000.0,11171971000.0
2272.0,5712572400.0,2124799700.0,8906188000.0,11066929000.0
2273.0,5748584000.0,2058056000.0,9157764000.0,11177290000.0
2274.0,5623450600.0,1980331600.0,9289060000.0,11039610000.0
2275.0,5392836000.0,2024286100.0,8986327000.0,11619286000.0
2276.0,5550331400.0,1925582800.0,8418007600.0,11762113000.0
2277.0,5590501000.0,1894692700.0,8595802000.0,11777438000.0
2278.0,5524588500.0,1928225500.0,8432100400.0,11622756000.0
2279.0,5385596000.0,1819279900.0,8674792000.0,11583581000.0
2280.0,5143608000.0,1660796400.0,8868061000.0,12145825000.0
2281.0,5137805300.0,1638911200.0,9065447000.0,12479800000.0
2282.0,5323631000.0,1594574800.0,9288628000.0,12502086000.0
2283.0,5422191000.0,1612448800.0,9062146000.0,12112239000.0
2284.0,5189303000.0,1578718500.0,8254001700.0,11740663000.0
2285.0,5030467600.0,1661855900.0,8660533000.0,11269917000.0
2286.0,5007354000.0,1854279400.0,8952017000.0,11352269000.0
2287.0,5066002400.0,1958811500.0,9010762000.0,11429522000.0
2288.0,5151563000.0,2053125500.0,8921522000.0,11046601000.0
2289.0,5118053000.0,1966988300.0,9293813000.0,11123881000.0
2290.0,5141083600.0,1770562200.0,9325512000.0,11215574000.0
2291.0,5379790300.0,1710625700.0,9055823000.0,11501583000.0
2292.0,5510877000.0,1764481800.0,8489399300.0,11546779000.0
2293.0,5363930600.0,1703043300.0,8633910000.0,11575761000.0
2294.0,5234076000.0,1586970200.0,8390953000.0,11753778000.0
2295.0,5430667000.0,1360605800.0,7931712500.0,12212458000.0
2296.0,5603415600.0,1408511600.0,8127367700.0,12514765000.0
2297.0,5662007000.0,1509467400.0,8597983000.0,11887416000.0
2298.0,5640616400.0,1461119900.0,8697236000.0,11330494000.0
2299.0,5428976600.0,1465131000.0,8754600000.0,11424572000.0
2300.0,5531440000.0,1471543200.0,7790974500.0,11933347000.0
