time,MPI-ESM-LR,CSIRO-MK3-6-0,CCSM4
2000.0,33819884000.0,33819884000.0,33819884000.0
2001.0,33864160000.0,33864160000.0,33864160000.0
2002.0,33840273000.0,33840273000.0,33840273000.0
2003.0,33820926000.0,33820926000.0,33820926000.0
2004.0,33815273000.0,33815273000.0,33815273000.0
2005.0,33798212000.0,33798212000.0,33798212000.0
2006.0,33791566000.0,33791566000.0,33791566000.0
2007.0,33787152000.0,33787152000.0,33787152000.0
2008.0,33777620000.0,33777620000.0,33777620000.0
2009.0,33777641000.0,33777641000.0,33777641000.0
2010.0,33770058000.0,33770058000.0,33770058000.0
2011.0,33778040000.0,33778040000.0,33778040000.0
2012.0,33759564000.0,33759564000.0,33759564000.0
2013.0,33790654000.0,33790654000.0,33790654000.0
2014.0,33737690000.0,33737690000.0,33737690000.0
2015.0,33745338000.0,33745338000.0,33745338000.0
2016.0,33742463000.0,33742463000.0,33742463000.0
2017.0,33738520000.0,33738520000.0,33738520000.0
2018.0,33718770000.0,33718770000.0,33718770000.0
2019.0,33755453000.0,33755453000.0,33755453000.0
2020.0,33703807000.0,33703807000.0,33703807000.0
2021.0,33683760000.0,33690474000.0,33698419000.0
2022.0,33682200000.0,33677775000.0,33683552000.0
2023.0,33670683000.0,33665628000.0,33677100000.0
2024.0,33645992000.0,33656617000.0,33657580000.0
2025.0,33627710000.0,33636643000.0,33637190000.0
2026.0,33596300000.0,33616771000.0,33620582000.0
2027.0,33578625000.0,33612147000.0,33601198000.0
2028.0,33559271000.0,33598843000.0,33593143000.0
2029.0,33523294000.0,33577538000.0,33573351000.0
2030.0,33496236000.0,33539060000.0,33542216000.0
2031.0,33463714000.0,33518152000.0,33525223000.0
2032.0,33444890000.0,33506433000.0,33503744000.0
2033.0,33421674000.0,33489471000.0,33480727000.0
2034.0,33386620000.0,33465522000.0,33467920000.0
2035.0,33339447000.0,33450140000.0,33443162000.0
2036.0,33270878000.0,33413472000.0,33404447000.0
2037.0,33241430000.0,33340742000.0,33380649000.0
2038.0,33196478000.0,33330004000.0,33354654000.0
2039.0,33165384000.0,33300967000.0,33328351000.0
2040.0,33102184000.0,33272064000.0,33332443000.0
2041.0,33012828000.0,33229808000.0,33297670000.0
2042.0,32932571000.0,33182634000.0,33260198000.0
2043.0,32875344000.0,33147714000.0,33185104000.0
2044.0,32786540000.0,33100157000.0,33130980000.0
2045.0,32723007000.0,33008984000.0,33097430000.0
2046.0,32666060000.0,32977019000.0,33043483000.0
2047.0,32602930000.0,32902752000.0,33002019000.0
2048.0,32481325000.0,32824877000.0,32927971000.0
2049.0,32419160000.0,32780163000.0,32884773000.0
2050.0,32326132000.0,32713888000.0,32833080000.0
2051.0,32188960000.0,32657959000.0,32772934000.0
2052.0,32061190000.0,32587377000.0,32635054000.0
2053.0,31966593000.0,32457847000.0,32572985000.0
2054.0,31873634000.0,32374794000.0,32459852000.0
2055.0,31720071000.0,32278160000.0,32380056000.0
2056.0,31516447000.0,32198736000.0,32297046000.0
2057.0,31374946000.0,32133595000.0,32184711000.0
2058.0,31265798000.0,32049897000.0,32058755000.0
2059.0,31088673000.0,31988558000.0,31940893000.0
2060.0,30970397000.0,31883356000.0,31761617000.0
2061.0,30855342000.0,31748387000.0,31697450000.0
2062.0,30652498000.0,31578510000.0,31569811000.0
2063.0,30525962000.0,31467050000.0,31469238000.0
