time,CAMS-CSM1-0,CESM2-WACCM,GFDL-ESM4,ACCESS-ESM1-5,CANESM5,EC-EARTH3-VEG,MRI-ESM2-0,IPSL-CM6A-LR,CESM2,MPI-ESM1-2-HR,BCC-CSM2-MR,FGOALS-F3-L,ACCESS-CM2,INM-CM4-8,INM-CM5-0,NORESM2-MM,EC-EARTH3
2022.0,33922896000.0,33936417000.0,33934234000.0,33934051000.0,33899993000.0,33894138000.0,33941148000.0,33905320000.0,33917401000.0,33929585000.0,33936669000.0,33915044000.0,33921896000.0,33929556000.0,33927130000.0,33934905000.0,33888799000.0
2023.0,33905440000.0,33930443000.0,33926070000.0,33921516000.0,33873402000.0,33862773000.0,33932149000.0,33908177000.0,33902174000.0,33965885000.0,33925243000.0,33897860000.0,33908013000.0,33948450000.0,33904607000.0,33950108000.0,33854420000.0
2024.0,33903745000.0,33917559000.0,33922310000.0,33903798000.0,33829618000.0,33836462000.0,33925050000.0,33886984000.0,33886951000.0,33906842000.0,33907046000.0,33888300000.0,33897966000.0,33919310000.0,33877310000.0,33929398000.0,33801222000.0
2025.0,33885078000.0,33907864000.0,33907130000.0,33887020000.0,33789520000.0,33788195000.0,33912930000.0,33863705000.0,33856178000.0,33881647000.0,33913120000.0,33873678000.0,33878288000.0,33911607000.0,33895303000.0,33917252000.0,33776513000.0
2026.0,33867209000.0,33900347000.0,33884668000.0,33866932000.0,33713943000.0,33751351000.0,33885667000.0,33851073000.0,33824106000.0,33855326000.0,33883224000.0,33860428000.0,33864966000.0,33897036000.0,33858394000.0,33902074000.0,33720594000.0
2027.0,33843182000.0,33893850000.0,33863799000.0,33854160000.0,33635385000.0,33694042000.0,33856110000.0,33824145000.0,33808644000.0,33836923000.0,33860628000.0,33840892000.0,33836816000.0,33875923000.0,33826648000.0,33881903000.0,33663822000.0
2028.0,33819974000.0,33944144000.0,33848620000.0,33845280000.0,33557322000.0,33635895000.0,33834015000.0,33801816000.0,33787340000.0,33813641000.0,33846660000.0,33813948000.0,33811550000.0,33869990000.0,33802496000.0,33876074000.0,33609452000.0
2029.0,33776804000.0,33891086000.0,33820946000.0,33842637000.0,33474677000.0,33590560000.0,33812535000.0,33765874000.0,33739680000.0,33800470000.0,33810117000.0,33768778000.0,33786085000.0,33854642000.0,33747760000.0,33850225000.0,33555802000.0
2030.0,33758480000.0,33880453000.0,33799416000.0,33812500000.0,33371940000.0,33541218000.0,33758763000.0,33755015000.0,33713066000.0,33771491000.0,33793729000.0,33750310000.0,33743690000.0,33836532000.0,33712986000.0,33812527000.0,33506966000.0
2031.0,33748950000.0,33853794000.0,33789831000.0,33809190000.0,33232114000.0,33449090000.0,33740237000.0,33709140000.0,33687527000.0,33763486000.0,33761303000.0,33713007000.0,33714410000.0,33837617000.0,33679421000.0,33802326000.0,33437112000.0
2032.0,33736124000.0,33836677000.0,33749938000.0,33819066000.0,33057624000.0,33385290000.0,33718534000.0,33673845000.0,33669490000.0,33738156000.0,33757417000.0,33691748000.0,33686235000.0,33822288000.0,33595574000.0,33795504000.0,33306237000.0
2033.0,33696106000.0,33822773000.0,33736124000.0,33787843000.0,32927216000.0,33343023000.0,33686770000.0,33650897000.0,33645887000.0,33709306000.0,33722118000.0,33651170000.0,33653957000.0,33798769000.0,33556590000.0,33793730000.0,33232388000.0
2034.0,33677302000.0,33808611000.0,33720486000.0,33801607000.0,32746131000.0,33297300000.0,33648880000.0,33628176000.0,33587335000.0,33713762000.0,33710380000.0,33606110000.0,33630198000.0,33779083000.0,33528814000.0,33775772000.0,33136867000.0
2035.0,33643252000.0,33789882000.0,33697982000.0,33768784000.0,32508305000.0,33246892000.0,33584400000.0,33552777000.0,33553189000.0,33720480000.0,33671668000.0,33562667000.0,33588183000.0,33816578000.0,33468455000.0,33793554000.0,33040595000.0
2036.0,33608680000.0,33773674000.0,33663721000.0,33753592000.0,32314370000.0,33210310000.0,33525887000.0,33479694000.0,33516239000.0,33652738000.0,33652177000.0,33500738000.0,33534070000.0,33770550000.0,33409032000.0,33759236000.0,32879688000.0
2037.0,33572424000.0,33765255000.0,33651595000.0,33770512000.0,32047012000.0,33139986000.0,33490962000.0,33422127000.0,33476008000.0,33634626000.0,33615204000.0,33463874000.0,33458200000.0,33764377000.0,33322545000.0,33735797000.0,32778440000.0
2038.0,33528650000.0,33731203000.0,33633399000.0,33760164000.0,31795552000.0,33073097000.0,33440770000.0,33362323000.0,33431185000.0,33582640000.0,33586344000.0,33425280000.0,33394516000.0,33745254000.0,33267999000.0,33707426000.0,32640170000.0
2039.0,33489234000.0,33708964000.0,33603670000.0,33732383000.0,31471380000.0,33028518000.0,33324634000.0,33306340000.0,33386334000.0,33561752000.0,33547694000.0,33398886000.0,33279212000.0,33732362000.0,33200484000.0,33687763000.0,32503237000.0
2040.0,33442440000.0,33663287000.0,33600641000.0,33748908000.0,31224259000.0,32996323000.0,33252198000.0,33207464000.0,33353546000.0,33530464000.0,33449878000.0,33334804000.0,33186050000.0,33706127000.0,33187680000.0,33672655000.0,32321280000.0
2041.0,33363591000.0,33625460000.0,33583135000.0,33715513000.0,30848592000.0,32949210000.0,33173650000.0,33141684000.0,33287326000.0,33518279000.0,33423860000.0,33305842000.0,33089649000.0,33702470000.0,33130385000.0,33613017000.0,32163418000.0
2042.0,33294295000.0,33608143000.0,33525762000.0,33702370000.0,30421790000.0,32892944000.0,33100478000.0,33058650000.0,33222943000.0,33487262000.0,33393113000.0,33238352000.0,32919472000.0,33678160000.0,33080023000.0,33597456000.0,32043203000.0
2043.0,33270710000.0,33560674000.0,33491421000.0,33670162000.0,30044158000.0,32839510000.0,33002756000.0,32959461000.0,33150448000.0,33391172000.0,33375201000.0,33141144000.0,32798153000.0,33674772000.0,33065146000.0,33583905000.0,31899120000.0
2044.0,33202518000.0,33511895000.0,33466415000.0,33648780000.0,29564062000.0,32810023000.0,32901081000.0,32835740000.0,33093521000.0,33310728000.0,33329842000.0,33156884000.0,32670734000.0,33651327000.0,32987318000.0,33548745000.0,31711599000.0
2045.0,33154576000.0,33451760000.0,33433006000.0,33629024000.0,29110458000.0,32782799000.0,32804560000.0,32770623000.0,32963305000.0,33263892000.0,33292448000.0,33106563000.0,32529857000.0,33626851000.0,32918090000.0,33515162000.0,31545770000.0
2046.0,33113370000.0,33411930000.0,33406753000.0,33592766000.0,28671588000.0,32670908000.0,32677919000.0,32666970000.0,32897526000.0,33229613000.0,33255432000.0,33036376000.0,32327574000.0,33615380000.0,32800571000.0,33472625000.0,31365272000.0
2047.0,33026066000.0,33366727000.0,33365510000.0,33563144000.0,28213530000.0,32611228000.0,32514351000.0,32528570000.0,32789137000.0,33162625000.0,33162371000.0,32963408000.0,32214022000.0,33598657000.0,32752767000.0,33436752000.0,31108278000.0
2048.0,32980232000.0,33268728000.0,33336812000.0,33526938000.0,27715015000.0,32451768000.0,32357718000.0,32408370000.0,32730160000.0,33034627000.0,33092508000.0,32886831000.0,31990112000.0,33588072000.0,32694622000.0,33407359000.0,30942433000.0
2049.0,32916656000.0,33200665000.0,33316846000.0,33482248000.0,27295052000.0,32369664000.0,32169363000.0,32285980000.0,32622060000.0,33007645000.0,33004810000.0,32801400000.0,31775570000.0,33555431000.0,32628337000.0,33318035000.0,30820594000.0
2050.0,32861655000.0,33150097000.0,33288569000.0,33471738000.0,26776693000.0,32300554000.0,32020167000.0,32277185000.0,32535270000.0,33016076000.0,32963110000.0,32676225000.0,31516965000.0,33503280000.0,32540264000.0,33290308000.0,30658110000.0
2051.0,32799334000.0,33098613000.0,33231270000.0,33429154000.0,26190873000.0,32257060000.0,31919714000.0,32122982000.0,32460431000.0,32916560000.0,32914432000.0,32603791000.0,31369282000.0,33477784000.0,32495309000.0,33243202000.0,30480314000.0
2052.0,32844927000.0,33023246000.0,33207538000.0,33347283000.0,25610900000.0,32191656000.0,31724930000.0,31989029000.0,32386090000.0,32848136000.0,32893880000.0,32524669000.0,31194454000.0,33449476000.0,32452553000.0,33177922000.0,30360377000.0
2053.0,32699343000.0,32991963000.0,33117334000.0,33295428000.0,25136260000.0,32155748000.0,31480590000.0,31852622000.0,32264200000.0,32762410000.0,32838064000.0,32470637000.0,31088116000.0,33404875000.0,32379697000.0,33142192000.0,30159710000.0
2054.0,32652216000.0,32939809000.0,33085180000.0,33240852000.0,24670136000.0,32047528000.0,31287200000.0,31713788000.0,32130284000.0,32717220000.0,32744856000.0,32405567000.0,30911447000.0,33334362000.0,32311658000.0,33090836000.0,29966066000.0
2055.0,32590072000.0,32872632000.0,33044000000.0,33183048000.0,24267153000.0,31965307000.0,31145554000.0,31610542000.0,32038795000.0,32648958000.0,32632936000.0,32328421000.0,30763299000.0,33276977000.0,32235910000.0,33065603000.0,29810311000.0
2056.0,32517272000.0,32790804000.0,32985700000.0,33135798000.0,23838575000.0,31839166000.0,30949750000.0,31620260000.0,31882990000.0,32533850000.0,32590650000.0,32272136000.0,30616797000.0,33225531000.0,32194150000.0,32995275000.0,29620787000.0
2057.0,32502335000.0,32716202000.0,32943935000.0,33082157000.0,23420078000.0,31742206000.0,30687238000.0,31398175000.0,31773300000.0,32486334000.0,32508074000.0,32176423000.0,30471072000.0,33164850000.0,32116730000.0,32935414000.0,29434608000.0
2058.0,32389124000.0,32661328000.0,32896279000.0,33052797000.0,22958551000.0,31588325000.0,30474396000.0,31190637000.0,31648664000.0,32429076000.0,32419709000.0,32111002000.0,30250047000.0,33108077000.0,32057790000.0,32878789000.0,29354283000.0
2059.0,32287025000.0,32578361000.0,32851036000.0,33005089000.0,22465075000.0,31436874000.0,30183560000.0,31052065000.0,31516801000.0,32316131000.0,32336120000.0,32002610000.0,30080272000.0,33058640000.0,31965819000.0,32854424000.0,29219641000.0
2060.0,32262775000.0,32498082000.0,32842980000.0,32958253000.0,22029580000.0,31243688000.0,29915058000.0,30890500000.0,31392137000.0,32126835000.0,32268528000.0,31912653000.0,29978229000.0,32970676000.0,31887237000.0,32773698000.0,29056487000.0
2061.0,32170727000.0,32366377000.0,32791888000.0,32920746000.0,21525367000.0,31056464000.0,29701171000.0,30797220000.0,31284976000.0,32037147000.0,32212543000.0,31885775000.0,29789604000.0,32925022000.0,31741490000.0,32673680000.0,28900925000.0
2062.0,32097507000.0,32263203000.0,32738726000.0,32873325000.0,21172128000.0,30885788000.0,29461172000.0,30681543000.0,31156340000.0,31902102000.0,32090575000.0,31791497000.0,29605460000.0,32881210000.0,31654263000.0,32563894000.0,28747410000.0
2063.0,32025092000.0,32212738000.0,32706372000.0,32797905000.0,20705559000.0,30650995000.0,29178671000.0,30492314000.0,30991766000.0,31816845000.0,31977888000.0,31723438000.0,29370354000.0,32827451000.0,31611089000.0,32485360000.0,28501354000.0
2064.0,31975730000.0,32154444000.0,32645110000.0,32750950000.0,20291052000.0,30464713000.0,28880990000.0,30373220000.0,30800170000.0,31760278000.0,31936127000.0,31610628000.0,29156375000.0,32734120000.0,31498949000.0,32378118000.0,28346694000.0
2065.0,31926557000.0,32077683000.0,32527268000.0,32693105000.0,19973956000.0,30274705000.0,28642578000.0,30230490000.0,30664653000.0,31641098000.0,31857514000.0,31597607000.0,28952244000.0,32665285000.0,31406776000.0,32283455000.0,28158206000.0
2066.0,31778093000.0,31990774000.0,32384008000.0,32643453000.0,19663858000.0,30095864000.0,28288324000.0,30038338000.0,30538110000.0,31525675000.0,31744911000.0,31464237000.0,28742918000.0,32608539000.0,31267396000.0,32166453000.0,27956445000.0
2067.0,31717116000.0,31892210000.0,32325138000.0,32542304000.0,19319716000.0,29937654000.0,28012917000.0,29909970000.0,30399603000.0,31379098000.0,31617878000.0,31375830000.0,28495722000.0,32541470000.0,31201080000.0,32088232000.0,27728095000.0
2068.0,31640287000.0,31819295000.0,32272034000.0,32430856000.0,18894244000.0,29672626000.0,27754934000.0,29711970000.0,30269925000.0,31252675000.0,31604228000.0,31263216000.0,28357736000.0,32495743000.0,31102695000.0,32039023000.0,27531977000.0
2069.0,31553616000.0,31705901000.0,32217414000.0,32332816000.0,18462118000.0,29514680000.0,27516820000.0,29636112000.0,30127292000.0,31116173000.0,31497415000.0,31161137000.0,28104845000.0,32381936000.0,31002120000.0,31980229000.0,27354094000.0
2070.0,31463453000.0,31618420000.0,32152015000.0,32215876000.0,18067161000.0,29259352000.0,27189864000.0,29412530000.0,29987727000.0,31033315000.0,31440124000.0,31115061000.0,27949988000.0,32307407000.0,30848584000.0,31909945000.0,27051766000.0
2071.0,31391494000.0,31564538000.0,32086733000.0,32102255000.0,17642967000.0,29058275000.0,26853773000.0,29293840000.0,29828560000.0,30936764000.0,31329892000.0,31012686000.0,27680416000.0,32270412000.0,30794697000.0,31856902000.0,26708412000.0
2072.0,31344183000.0,31470000000.0,32071076000.0,31900551000.0,17226160000.0,28791750000.0,26585897000.0,29023340000.0,29716570000.0,30869530000.0,31262403000.0,30924524000.0,27459068000.0,32224416000.0,30724162000.0,31803523000.0,26355094000.0
2073.0,31233364000.0,31365560000.0,32005224000.0,31765293000.0,16810116000.0,28614520000.0,26247848000.0,28783636000.0,29556244000.0,30738299000.0,31181535000.0,30834838000.0,27207645000.0,32130839000.0,30659850000.0,31732005000.0,26110780000.0
2074.0,31099154000.0,31267918000.0,31964447000.0,31672556000.0,16465512000.0,28402598000.0,26019613000.0,28677644000.0,29431160000.0,30649512000.0,31045165000.0,30713262000.0,27142531000.0,32079852000.0,30572702000.0,31735542000.0,25871608000.0
2075.0,31034696000.0,31115430000.0,31911176000.0,31522130000.0,16115811000.0,28224125000.0,25789612000.0,28478440000.0,29288292000.0,30511585000.0,30966387000.0,30629325000.0,26854013000.0,31941968000.0,30404327000.0,31562762000.0,25524546000.0
2076.0,30976328000.0,31012852000.0,31791086000.0,31363040000.0,15797486000.0,27913452000.0,25517414000.0,28292026000.0,29155072000.0,30414225000.0,30889097000.0,30543098000.0,26624630000.0,31853312000.0,30272584000.0,31474227000.0,25234678000.0
2077.0,31123948000.0,30918046000.0,31709661000.0,31243930000.0,15423185000.0,27630035000.0,25298162000.0,28096236000.0,28995815000.0,30252098000.0,30787869000.0,30468520000.0,26413190000.0,31772248000.0,30182990000.0,31404415000.0,24973110000.0
2078.0,30846700000.0,30789200000.0,31639871000.0,31056888000.0,15070777000.0,27389323000.0,25117956000.0,27924965000.0,28882320000.0,30106843000.0,30599913000.0,30392302000.0,26195001000.0,31693520000.0,30035925000.0,31343727000.0,24766206000.0
2079.0,30752516000.0,30698308000.0,31602285000.0,30941250000.0,14743978000.0,27126426000.0,24853414000.0,27718340000.0,28693037000.0,29979462000.0,30478633000.0,30256357000.0,25949344000.0,31584182000.0,29973494000.0,31270726000.0,24508246000.0
2080.0,30604497000.0,30608746000.0,31558220000.0,30805121000.0,14390841000.0,26697677000.0,24603062000.0,27489720000.0,28595857000.0,29929943000.0,30388668000.0,30192626000.0,25780007000.0,31540136000.0,29891678000.0,31149009000.0,24291360000.0
2081.0,30511622000.0,30522548000.0,31490882000.0,30654974000.0,14032700000.0,26368705000.0,24376648000.0,27317334000.0,28457464000.0,29845789000.0,30255490000.0,30138941000.0,25541337000.0,31435973000.0,29796686000.0,31033063000.0,24071025000.0
2082.0,30427326000.0,30439719000.0,31379124000.0,30498372000.0,13630176000.0,25985090000.0,24153588000.0,27083483000.0,28387774000.0,29692535000.0,30189877000.0,30038990000.0,25332650000.0,31386540000.0,29615675000.0,30968637000.0,23847668000.0
2083.0,30372663000.0,30325480000.0,31312920000.0,30376657000.0,13319163000.0,25632633000.0,23980650000.0,26917857000.0,28299047000.0,29507676000.0,30122123000.0,29951785000.0,25117729000.0,31427870000.0,29518508000.0,30898786000.0,23655760000.0
2084.0,30303896000.0,30256183000.0,31237181000.0,30264506000.0,12990703000.0,25275611000.0,23770761000.0,26720543000.0,28160532000.0,29397946000.0,30044926000.0,29819417000.0,24892140000.0,31255212000.0,29354490000.0,30790666000.0,23433925000.0
2085.0,30221730000.0,30138325000.0,31182074000.0,30142382000.0,12692525000.0,25028438000.0,23570737000.0,26559791000.0,28054220000.0,29271097000.0,29963290000.0,29653890000.0,24680696000.0,31179150000.0,29229260000.0,30672054000.0,23279470000.0
2086.0,30076862000.0,30020127000.0,31099105000.0,30024536000.0,12399346000.0,24662524000.0,23390822000.0,26403627000.0,27942025000.0,29143962000.0,29841940000.0,30009010000.0,24317557000.0,31131918000.0,29099598000.0,30575860000.0,23141923000.0
2087.0,29945965000.0,29914638000.0,31007322000.0,29942241000.0,12039380000.0,24319418000.0,23095544000.0,26222574000.0,27768373000.0,29017880000.0,29732047000.0,29493113000.0,24036303000.0,31005788000.0,28995666000.0,30433524000.0,22967058000.0
2088.0,29810117000.0,29782190000.0,30930280000.0,29819118000.0,11737132000.0,23986120000.0,22919170000.0,26051834000.0,27641311000.0,28895693000.0,29642336000.0,29399902000.0,23805575000.0,30987049000.0,28860940000.0,30387313000.0,22749014000.0
2089.0,29663707000.0,29650610000.0,30861120000.0,29715843000.0,11476422000.0,23599899000.0,22680810000.0,25861554000.0,27534338000.0,28738908000.0,29571580000.0,29329215000.0,23602817000.0,30935867000.0,28836514000.0,30307230000.0,22525622000.0
2090.0,29560906000.0,29590413000.0,30798342000.0,29566749000.0,11267322000.0,23252482000.0,22572980000.0,25697720000.0,27371338000.0,28532576000.0,29450945000.0,29195866000.0,23337234000.0,30854885000.0,28701204000.0,30230819000.0,22365055000.0
2091.0,29492453000.0,29492600000.0,30697860000.0,29490852000.0,10982504000.0,22906150000.0,22314142000.0,25542785000.0,27198566000.0,28428493000.0,29380274000.0,29263956000.0,23054604000.0,30754984000.0,28697760000.0,30108990000.0,22176133000.0
2092.0,29398647000.0,29263070000.0,30619804000.0,29357634000.0,10772213000.0,22574594000.0,22273225000.0,25366053000.0,26990311000.0,28284450000.0,29326907000.0,29032528000.0,22737705000.0,30678845000.0,28532552000.0,30039335000.0,22035120000.0
2093.0,29317780000.0,29153262000.0,30590286000.0,29254791000.0,10449520000.0,22163968000.0,22135040000.0,25182732000.0,26783705000.0,28143530000.0,29378960000.0,28911952000.0,22381636000.0,30613283000.0,28660802000.0,29931622000.0,22061748000.0
2094.0,29241688000.0,28982233000.0,30462499000.0,29098017000.0,10211949000.0,21734685000.0,21828141000.0,25018524000.0,26568505000.0,28152265000.0,29170240000.0,28837757000.0,21998390000.0,30556066000.0,28426228000.0,29865050000.0,21782047000.0
2095.0,29124395000.0,28824515000.0,30398964000.0,28956099000.0,9948217000.0,21372516000.0,21727513000.0,24911434000.0,26410377000.0,28094704000.0,29101187000.0,28730962000.0,21586199000.0,30448134000.0,28301670000.0,29730015000.0,21642752000.0
2096.0,29039310000.0,28619550000.0,30338340000.0,28885985000.0,9581671000.0,21086763000.0,21489013000.0,24735280000.0,26215342000.0,27909575000.0,29135940000.0,28629352000.0,21280805000.0,30365436000.0,28182480000.0,29595957000.0,21405310000.0
2097.0,28972940000.0,28509653000.0,30400272000.0,28742613000.0,9310703000.0,20752402000.0,21229290000.0,24579148000.0,26065179000.0,27819698000.0,28934779000.0,28541368000.0,20991148000.0,30279176000.0,28114469000.0,29478033000.0,21138730000.0
2098.0,28879501000.0,28367415000.0,30254072000.0,28611078000.0,8972550000.0,20304925000.0,21183404000.0,24454765000.0,25884699000.0,27702608000.0,28850078000.0,28719730000.0,20706767000.0,30203054000.0,28059165000.0,29358359000.0,20884036000.0
2099.0,28807754000.0,28143610000.0,30211127000.0,28406448000.0,8627383000.0,19936880000.0,20925725000.0,24313362000.0,25676116000.0,27579296000.0,28712581000.0,28428556000.0,20452450000.0,30082615000.0,28175294000.0,29261020000.0,20766503000.0
2100.0,28740704000.0,27929920000.0,30136328000.0,28270596000.0,8356584400.0,19587262000.0,20750203000.0,24152758000.0,25430977000.0,27444020000.0,28645900000.0,28464640000.0,20246220000.0,30003796000.0,27933310000.0,29155801000.0,20510376000.0
