time,IPSL-CM6A-LR,CESM2-WACCM,CANESM5,MRI-ESM2-0
2037.0,33689883000.0,33729483000.0,31554705000.0,33240973000.0
2038.0,33665135000.0,33693225000.0,31167302000.0,33131192000.0
2039.0,33627668000.0,33666990000.0,30724168000.0,32988100000.0
2040.0,33586872000.0,33643086000.0,30350877000.0,32778127000.0
2041.0,33513404000.0,33617258000.0,29941174000.0,32590563000.0
2042.0,33466460000.0,33589193000.0,29529180000.0,32328774000.0
2043.0,33426833000.0,33615643000.0,28997580000.0,32118874000.0
2044.0,33378755000.0,33547770000.0,28520696000.0,31936242000.0
2045.0,33327897000.0,33512730000.0,27934134000.0,31700450000.0
2046.0,33214984000.0,33463904000.0,27379208000.0,31459553000.0
2047.0,33165197000.0,33429098000.0,26702813000.0,31272620000.0
2048.0,33070970000.0,33392345000.0,25991390000.0,31002580000.0
2049.0,33002283000.0,33351414000.0,25341680000.0,30640542000.0
2050.0,32917875000.0,33240530000.0,24842631000.0,30442210000.0
2051.0,32801237000.0,33167124000.0,24270653000.0,30183490000.0
2052.0,32671443000.0,33068431000.0,23757476000.0,29836410000.0
2053.0,32534907000.0,32941357000.0,23237362000.0,29473130000.0
2054.0,32422090000.0,32831152000.0,22686233000.0,29122445000.0
2055.0,32283218000.0,32776073000.0,22054382000.0,28865335000.0
2056.0,32114650000.0,32615086000.0,21480778000.0,28545851000.0
2057.0,31996584000.0,32467104000.0,20906656000.0,28199623000.0
2058.0,31864265000.0,32383066000.0,20372951000.0,27961220000.0
2059.0,31651697000.0,32260563000.0,19794997000.0,27743506000.0
2060.0,31472253000.0,32150194000.0,19244585000.0,27547154000.0
2061.0,31254925000.0,32055433000.0,18611028000.0,27266974000.0
2062.0,31089736000.0,31956402000.0,18008275000.0,27013388000.0
2063.0,30869172000.0,31889705000.0,17409333000.0,26739730000.0
2064.0,30684785000.0,31801130000.0,16754818000.0,26493372000.0
2065.0,30498193000.0,31655311000.0,16214457000.0,26273920000.0
2066.0,30295452000.0,31522623000.0,15563151000.0,25994365000.0
2067.0,30130792000.0,31402353000.0,14974171000.0,25716990000.0
2068.0,29911316000.0,31320664000.0,14409181000.0,25402845000.0
2069.0,29709707000.0,31179657000.0,13902077000.0,25230120000.0
2070.0,29463054000.0,31093567000.0,13318924000.0,24851614000.0
2071.0,29366139000.0,30930980000.0,12794912000.0,24519741000.0
2072.0,29120174000.0,30842229000.0,12336648000.0,24209520000.0
2073.0,28969170000.0,30732400000.0,11769040000.0,23859990000.0
2074.0,28759556000.0,30603067000.0,11183760000.0,23664656000.0
2075.0,28512825000.0,30443856000.0,10767105000.0,23339035000.0
2076.0,28297634000.0,30278595000.0,10313931000.0,23011940000.0
2077.0,28077294000.0,30181218000.0,9924495000.0,22707810000.0
2078.0,27892886000.0,30007680000.0,9526708000.0,22400741000.0
2079.0,27660124000.0,29866576000.0,9222184000.0,22115682000.0
2080.0,27374342000.0,29726433000.0,8853407000.0,21824640000.0
2081.0,27140920000.0,29726366000.0,8532828700.0,21531494000.0
2082.0,26835874000.0,29513275000.0,8184522000.0,21317251000.0
2083.0,26570795000.0,29382654000.0,7773060600.0,21089450000.0
2084.0,26376006000.0,29418938000.0,7451582000.0,20880222000.0
2085.0,26206108000.0,29258512000.0,7186075600.0,20617430000.0
2086.0,26019977000.0,29112760000.0,6894992000.0,20371044000.0
2087.0,25747126000.0,28947937000.0,6609807000.0,20126005000.0
2088.0,25510162000.0,28884765000.0,6382794000.0,19885152000.0
2089.0,25273594000.0,28707699000.0,6091679000.0,19699565000.0
2090.0,25016100000.0,28622050000.0,5849455600.0,19486982000.0
2091.0,24815073000.0,28496943000.0,5627191300.0,19298134000.0
2092.0,24560850000.0,28426316000.0,5359876000.0,19024430000.0
2093.0,24278125000.0,28441997000.0,5115911700.0,18820528000.0
2094.0,24060744000.0,28266033000.0,4815350300.0,18584533000.0
2095.0,23853790000.0,28105048000.0,4617192400.0,18380159000.0
2096.0,23610083000.0,27987188000.0,4447955500.0,18272434000.0
2097.0,23381480000.0,27828636000.0,4323499000.0,18008386000.0
2098.0,23208554000.0,27743074000.0,4196298500.0,17787484000.0
2099.0,22956560000.0,27595635000.0,4053512700.0,17607959000.0
2100.0,22684635000.0,27480269000.0,3931841800.0,17371010000.0
