time,GFDL-ESM4,UKESM1-0-LL,MPI-ESM1-2-HR,IPSL-CM6A-LR,MRI-ESM2-0
2055.0,14676627000000.0,10958262000000.0,15317426000000.0,13053368000000.0,13401011000000.0
2056.0,14562848000000.0,10815679000000.0,15217805000000.0,12917439000000.0,13282615000000.0
2057.0,14457197000000.0,10596278000000.0,15099203000000.0,12664489000000.0,13192004000000.0
2058.0,14370789000000.0,10288609000000.0,15002049000000.0,12450159000000.0,12971464000000.0
2059.0,14212362000000.0,10002283000000.0,14873474000000.0,12252575000000.0,12794617000000.0
2060.0,14140373000000.0,9676267000000.0,14805802000000.0,12000837000000.0,12559822000000.0
2061.0,14029179000000.0,9452434000000.0,14674646000000.0,11843666000000.0,12392931000000.0
2062.0,13896293000000.0,9184794000000.0,14608975000000.0,11564948000000.0,12266362000000.0
2063.0,13841449000000.0,8932041000000.0,14531545000000.0,11364608000000.0,12104943000000.0
2064.0,13738399000000.0,8625833600000.0,14458182000000.0,11167613000000.0,11833974000000.0
2065.0,13606042000000.0,8392707000000.0,14382730000000.0,10972842000000.0,11744383000000.0
2066.0,13512630000000.0,8147141000000.0,14312638000000.0,10714914000000.0,11563712000000.0
2067.0,13399050000000.0,7937545000000.0,14186170000000.0,10482387000000.0,11479540000000.0
2068.0,13271435000000.0,7697366000000.0,14063497000000.0,10318384000000.0,11347993000000.0
2069.0,13152560000000.0,7448719500000.0,13976749000000.0,10148328000000.0,11272042000000.0
2070.0,13051575000000.0,7137093000000.0,13956408000000.0,9954383000000.0,11182305000000.0
2071.0,12926120000000.0,6831679700000.0,13853789000000.0,9781679000000.0,11029162000000.0
2072.0,12857821000000.0,6574143700000.0,13774965000000.0,9519393000000.0,10860794000000.0
2073.0,12786189000000.0,6252686500000.0,13706107000000.0,9332693000000.0,10696196000000.0
2074.0,12619033000000.0,5985604700000.0,13514174000000.0,9183978000000.0,10546376000000.0
2075.0,12517952000000.0,5797682000000.0,13403307000000.0,8968331000000.0,10415575000000.0
2076.0,12389440000000.0,5568687000000.0,13298715000000.0,8805676000000.0,10273120000000.0
2077.0,12293067000000.0,5349319000000.0,13256076000000.0,8627563300000.0,10072173000000.0
2078.0,12148592000000.0,5147697600000.0,13172285000000.0,8461349000000.0,9884746000000.0
2079.0,12014770000000.0,4957370000000.0,13079022000000.0,8291506000000.0,9679381000000.0
2080.0,11920431000000.0,4754457000000.0,12976017000000.0,8126422600000.0,9508260000000.0
2081.0,11829072000000.0,4562873000000.0,12898952000000.0,7917786000000.0,9316971000000.0
2082.0,11778138000000.0,4357366500000.0,12821806000000.0,7656966000000.0,9163963000000.0
2083.0,11626357000000.0,4188842000000.0,12719092000000.0,7497602000000.0,9010550000000.0
2084.0,11541459000000.0,4042138000000.0,12663264000000.0,7287708000000.0,8838263000000.0
2085.0,11421332000000.0,3884058700000.0,12597257000000.0,7082562000000.0,8667330000000.0
2086.0,11274964000000.0,3713269500000.0,12550106000000.0,6912148000000.0,8534885400000.0
2087.0,11192675000000.0,3548120000000.0,12539471000000.0,6711427000000.0,8449035300000.0
2088.0,11005878000000.0,3404745400000.0,12514404000000.0,6487153000000.0,8304716700000.0
2089.0,10932055000000.0,3250988500000.0,12432367000000.0,6321491400000.0,8201986000000.0
2090.0,10774540000000.0,3100375300000.0,12413055000000.0,6131540300000.0,8020666400000.0
2091.0,10673013000000.0,2957413000000.0,12336189000000.0,5964522600000.0,7879102000000.0
2092.0,10543391000000.0,2805504000000.0,12270104000000.0,5830610000000.0,7712208000000.0
2093.0,10490556000000.0,2662440000000.0,12257626000000.0,5683684000000.0,7616927000000.0
2094.0,10420447000000.0,2572405200000.0,12161652000000.0,5596320400000.0,7488185000000.0
2095.0,10297111000000.0,2478165000000.0,12041783000000.0,5460256600000.0,7357697400000.0
2096.0,10271741000000.0,2392225000000.0,11959628000000.0,5327427700000.0,7243658000000.0
2097.0,10103630000000.0,2308846000000.0,11831929000000.0,5228607300000.0,7128224000000.0
2098.0,10026748000000.0,2234623700000.0,11739246000000.0,5115238400000.0,6983883000000.0
2099.0,9969116000000.0,2147115000000.0,11655606000000.0,4981750500000.0,6884447000000.0
2100.0,9865935000000.0,2064616000000.0,11551969000000.0,4883360500000.0,6779645000000.0
