time,MPI-ESM1-2-HR,IPSL-CM6A-LR,GFDL-ESM4,UKESM1-0-LL,MRI-ESM2-0
2000.0,19678475000000.0,19678475000000.0,19678475000000.0,19678475000000.0,19678475000000.0
2001.0,19717442000000.0,19717442000000.0,19717442000000.0,19717442000000.0,19717442000000.0
2002.0,19695300000000.0,19695300000000.0,19695300000000.0,19695300000000.0,19695300000000.0
2003.0,19648651000000.0,19648651000000.0,19648651000000.0,19648651000000.0,19648651000000.0
2004.0,19586129000000.0,19586129000000.0,19586129000000.0,19586129000000.0,19586129000000.0
2005.0,19500418000000.0,19500418000000.0,19500418000000.0,19500418000000.0,19500418000000.0
2006.0,19422815000000.0,19422815000000.0,19422815000000.0,19422815000000.0,19422815000000.0
2007.0,19375331000000.0,19375331000000.0,19375331000000.0,19375331000000.0,19375331000000.0
2008.0,19291498000000.0,19291498000000.0,19291498000000.0,19291498000000.0,19291498000000.0
2009.0,19311207000000.0,19311207000000.0,19311207000000.0,19311207000000.0,19311207000000.0
2010.0,19226803000000.0,19226803000000.0,19226803000000.0,19226803000000.0,19226803000000.0
2011.0,19144225000000.0,19144225000000.0,19144225000000.0,19144225000000.0,19144225000000.0
2012.0,19099277000000.0,19099277000000.0,19099277000000.0,19099277000000.0,19099277000000.0
2013.0,19055302000000.0,19055302000000.0,19055302000000.0,19055302000000.0,19055302000000.0
2014.0,18957027000000.0,18957027000000.0,18957027000000.0,18957027000000.0,18957027000000.0
2015.0,18872407000000.0,18872407000000.0,18872407000000.0,18872407000000.0,18872407000000.0
2016.0,18795140000000.0,18795140000000.0,18795140000000.0,18795140000000.0,18795140000000.0
2017.0,18614750000000.0,18614750000000.0,18614750000000.0,18614750000000.0,18614750000000.0
2018.0,18489857000000.0,18489857000000.0,18489857000000.0,18489857000000.0,18489857000000.0
2019.0,18371272000000.0,18371272000000.0,18371272000000.0,18371272000000.0,18371272000000.0
2020.0,18190315000000.0,18190315000000.0,18190315000000.0,18190315000000.0,18190315000000.0
2021.0,18119704000000.0,18253405000000.0,18098432000000.0,17985964000000.0,18067088000000.0
2022.0,18141103000000.0,18194832000000.0,17927609000000.0,17784860000000.0,17978775000000.0
2023.0,18039850000000.0,18179185000000.0,17745054000000.0,17640340000000.0,17918807000000.0
2024.0,17998224000000.0,18113607000000.0,17677603000000.0,17448141000000.0,17855425000000.0
2025.0,17894314000000.0,17975845000000.0,17636153000000.0,17307925000000.0,17729518000000.0
2026.0,17906786000000.0,17805013000000.0,17531316000000.0,17203138000000.0,17628098000000.0
2027.0,17740520000000.0,17766308000000.0,17400480000000.0,17027842000000.0,17459717000000.0
2028.0,17561385000000.0,17770070000000.0,17381706000000.0,16916756000000.0,17412155000000.0
2029.0,17428387000000.0,17680128000000.0,17364419000000.0,16723026000000.0,17296750000000.0
2030.0,17340693000000.0,17632730000000.0,17277541000000.0,16493580000000.0,17219502000000.0
2031.0,17279689000000.0,17654174000000.0,17242989000000.0,16316812000000.0,17161190000000.0
2032.0,17247855000000.0,17558418000000.0,17159980000000.0,16170322000000.0,17083492000000.0
2033.0,17139482000000.0,17530145000000.0,17060737000000.0,16095620000000.0,16953468000000.0
2034.0,17026019000000.0,17414538000000.0,16899801000000.0,15893249000000.0,16848679000000.0
2035.0,16995359000000.0,17251616000000.0,16732872000000.0,15674753000000.0,16655479000000.0
2036.0,16974931000000.0,17093576000000.0,16688594000000.0,15500188000000.0,16470610000000.0
2037.0,16926490000000.0,17019742000000.0,16550237000000.0,15105848000000.0,16317785000000.0
2038.0,16908722000000.0,16851145000000.0,16454889000000.0,14950558000000.0,16084783000000.0
2039.0,16905609000000.0,16702219000000.0,16338374000000.0,14814376000000.0,15985195000000.0
2040.0,16926770000000.0,16506519000000.0,16128176000000.0,14682846000000.0,15783555000000.0
2041.0,16767340000000.0,16444735000000.0,16016301000000.0,14570873000000.0,15583537000000.0
2042.0,16657985000000.0,16325422000000.0,15941892000000.0,14313116000000.0,15433022000000.0
2043.0,16588860000000.0,16075012000000.0,15799878000000.0,13987527000000.0,15266017000000.0
2044.0,16598096000000.0,15999332000000.0,15711413000000.0,13729321000000.0,15121259000000.0
2045.0,16513384000000.0,15827995000000.0,15666891000000.0,13553579000000.0,14899532000000.0
2046.0,16520291000000.0,15618383000000.0,15572541000000.0,13367022000000.0,14723702000000.0
2047.0,16473050000000.0,15564253000000.0,15539923000000.0,13087796000000.0,14563885000000.0
2048.0,16436770000000.0,15295632000000.0,15485381000000.0,12815365000000.0,14416082000000.0
2049.0,16393916000000.0,15145183000000.0,15377872000000.0,12661008000000.0,14314796000000.0
2050.0,16401634000000.0,15061089000000.0,15226925000000.0,12418641000000.0,14245097000000.0
2051.0,16370450000000.0,14887266000000.0,15156720000000.0,12254214000000.0,14085623000000.0
2052.0,16364786000000.0,14863938000000.0,15153104000000.0,12045696000000.0,13985276000000.0
2053.0,16282650000000.0,14743889000000.0,15104630000000.0,11883085000000.0,13902110000000.0
2054.0,16252227000000.0,14669057000000.0,15059542000000.0,11760476000000.0,13780431000000.0
