time,IPSL-CM6A-LR,UKESM1-0-LL,MRI-ESM2-0,CNRM-ESM2-1,CANESM5
2000.0,104758540000.0,104758540000.0,104758540000.0,104758540000.0,104758540000.0
2001.0,104715470000.0,104715470000.0,104715470000.0,104715470000.0,104715470000.0
2002.0,104686810000.0,104686810000.0,104686810000.0,104686810000.0,104686810000.0
2003.0,104649120000.0,104649120000.0,104649120000.0,104649120000.0,104649120000.0
2004.0,104617570000.0,104617570000.0,104617570000.0,104617570000.0,104617570000.0
2005.0,104800210000.0,104800210000.0,104800210000.0,104800210000.0,104800210000.0
2006.0,104637350000.0,104637350000.0,104637350000.0,104637350000.0,104637350000.0
2007.0,104858690000.0,104858690000.0,104858690000.0,104858690000.0,104858690000.0
2008.0,104622810000.0,104622810000.0,104622810000.0,104622810000.0,104622810000.0
2009.0,104535000000.0,104535000000.0,104535000000.0,104535000000.0,104535000000.0
2010.0,104463770000.0,104463770000.0,104463770000.0,104463770000.0,104463770000.0
2011.0,104421106000.0,104421106000.0,104421106000.0,104421106000.0,104421106000.0
2012.0,104361790000.0,104361790000.0,104361790000.0,104361790000.0,104361790000.0
2013.0,104300660000.0,104300660000.0,104300660000.0,104300660000.0,104300660000.0
2014.0,105858380000.0,105858380000.0,105858380000.0,105858380000.0,105858380000.0
2015.0,104440710000.0,104440710000.0,104440710000.0,104440710000.0,104440710000.0
2016.0,104273350000.0,104273350000.0,104273350000.0,104273350000.0,104273350000.0
2017.0,104262560000.0,104262560000.0,104262560000.0,104262560000.0,104262560000.0
2018.0,104279180000.0,104279180000.0,104279180000.0,104279180000.0,104279180000.0
2019.0,104349510000.0,104349510000.0,104349510000.0,104349510000.0,104349510000.0
2020.0,104408965000.0,104408965000.0,104408965000.0,104408965000.0,104408965000.0
2021.0,104325100000.0,104342350000.0,104594650000.0,106125880000.0,104296325000.0
2022.0,104210640000.0,104211350000.0,104457210000.0,104316650000.0,104240220000.0
2023.0,104164835000.0,104188810000.0,104305460000.0,104244360000.0,104185995000.0
2024.0,104191670000.0,104144720000.0,104315600000.0,104200634000.0,104220385000.0
2025.0,104135680000.0,104074050000.0,105886970000.0,104199045000.0,104072765000.0
2026.0,104068210000.0,104080310000.0,104970945000.0,105096620000.0,104095330000.0
2027.0,104063180000.0,104003900000.0,104479080000.0,104312160000.0,104081146000.0
2028.0,104027430000.0,103940810000.0,104268480000.0,104589730000.0,103948310000.0
2029.0,104005960000.0,103898010000.0,104272134000.0,104135960000.0,103866530000.0
2030.0,104110146000.0,103842190000.0,104160480000.0,104062850000.0,103952480000.0
2031.0,103929070000.0,103747490000.0,104417940000.0,103956070000.0,103818215000.0
2032.0,103861330000.0,103743050000.0,104165410000.0,103879115000.0,103802675000.0
2033.0,103847080000.0,103619215000.0,104750370000.0,103822180000.0,103701410000.0
2034.0,103803490000.0,103549190000.0,104184270000.0,103736670000.0,103599490000.0
2035.0,104166400000.0,103452210000.0,104080740000.0,103652295000.0,103517360000.0
2036.0,103887830000.0,103330940000.0,104543010000.0,103583360000.0,103427570000.0
2037.0,103801135000.0,103215580000.0,104141650000.0,103510024000.0,103382426000.0
2038.0,103729720000.0,103103730000.0,104396470000.0,103428506000.0,103272760000.0
2039.0,103714630000.0,102988990000.0,104120295000.0,103484660000.0,103169070000.0
2040.0,103766335000.0,102845645000.0,104269520000.0,103327400000.0,103145320000.0
2041.0,103565570000.0,102710590000.0,103967440000.0,103221450000.0,103032830000.0
2042.0,103573045000.0,102529870000.0,103967410000.0,103156870000.0,102883410000.0
2043.0,103422520000.0,102371164000.0,103995600000.0,103046560000.0,102827100000.0
2044.0,103324164000.0,102121595000.0,103991206000.0,102895590000.0,102612140000.0
2045.0,103269410000.0,101906620000.0,103730480000.0,102710970000.0,102528200000.0
2046.0,103230870000.0,101706370000.0,103653060000.0,102655310000.0,102674100000.0
2047.0,103160530000.0,101481930000.0,103587865000.0,102755860000.0,102525320000.0
2048.0,103030800000.0,101115490000.0,103764435000.0,102613350000.0,102237840000.0
2049.0,102890900000.0,100897200000.0,103582800000.0,102409380000.0,102053405000.0
2050.0,102844930000.0,100723050000.0,103491020000.0,102264545000.0,101866710000.0
2051.0,102761366000.0,100485505000.0,103336250000.0,102045610000.0,101836020000.0
2052.0,102669960000.0,100168370000.0,103231650000.0,101860155000.0,101523830000.0
2053.0,102585565000.0,99886760000.0,103038420000.0,101942940000.0,101343030000.0
2054.0,102450220000.0,99529680000.0,102856270000.0,102878134000.0,101099840000.0
2055.0,102347325000.0,99138126000.0,103104225000.0,101781520000.0,100900920000.0
2056.0,102238720000.0,98848020000.0,102813990000.0,101579820000.0,100746486000.0
2057.0,102099660000.0,98552130000.0,102762460000.0,101515840000.0,100460540000.0
2058.0,102028330000.0,98055990000.0,102544960000.0,101242380000.0,100275600000.0
2059.0,101826030000.0,97739850000.0,102350390000.0,100984080000.0,100015410000.0
2060.0,101618810000.0,97370430000.0,102439850000.0,101025100000.0,99770730000.0
2061.0,101370495000.0,96883335000.0,102078190000.0,100966250000.0,99527010000.0
2062.0,101285260000.0,96408805000.0,101985670000.0,100683640000.0,99190540000.0
2063.0,101130230000.0,96063790000.0,101892800000.0,100312850000.0,99006110000.0
2064.0,101323284000.0,95897035000.0,101668176000.0,99963820000.0,98740390000.0
2065.0,101161050000.0,95219980000.0,101565820000.0,99514910000.0,98612730000.0
2066.0,100771060000.0,94706380000.0,101387060000.0,100296280000.0,98355270000.0
2067.0,100530660000.0,94066550000.0,101681130000.0,99257540000.0,98475960000.0
2068.0,100224460000.0,93440470000.0,102079150000.0,98946590000.0,98050010000.0
2069.0,99968530000.0,92951930000.0,101676150000.0,98784530000.0,97690630000.0
2070.0,99769180000.0,92542730000.0,101039710000.0,98372550000.0,97571860000.0
2071.0,99595305000.0,92005890000.0,100844460000.0,98704150000.0,97257810000.0
2072.0,99592315000.0,91530060000.0,100977164000.0,98118270000.0,96962350000.0
2073.0,99333070000.0,90901496000.0,100606930000.0,97839505000.0,96679030000.0
2074.0,99106500000.0,90314300000.0,100421220000.0,98164150000.0,96687820000.0
2075.0,98952790000.0,90114420000.0,100258340000.0,97538580000.0,96129390000.0
2076.0,98531990000.0,89471580000.0,100192400000.0,97279664000.0,95757100000.0
2077.0,98546050000.0,88846205000.0,99974090000.0,97431820000.0,95432440000.0
2078.0,98380400000.0,88358896000.0,99793986000.0,96661350000.0,95220290000.0
2079.0,98312310000.0,87782490000.0,99675680000.0,96372120000.0,95262570000.0
2080.0,98191320000.0,87336970000.0,99376840000.0,96118970000.0,94870650000.0
2081.0,97960526000.0,86773290000.0,99141220000.0,95867050000.0,94598970000.0
2082.0,97737970000.0,86263550000.0,99229610000.0,95557050000.0,94267500000.0
2083.0,97503280000.0,85653380000.0,98721650000.0,96290200000.0,93969610000.0
2084.0,97338240000.0,85114550000.0,98538260000.0,95206605000.0,93639710000.0
2085.0,97063150000.0,84424250000.0,98356945000.0,94999050000.0,93380280000.0
2086.0,96805570000.0,83780070000.0,98309160000.0,94623640000.0,93330200000.0
2087.0,96521360000.0,83385200000.0,99195090000.0,94546400000.0,92941120000.0
2088.0,96541030000.0,82260640000.0,98983470000.0,94183990000.0,92969755000.0
2089.0,96755180000.0,81384370000.0,98597400000.0,94626350000.0,92454400000.0
2090.0,95979220000.0,81136230000.0,98402574000.0,93714055000.0,92155870000.0
2091.0,95756665000.0,80339290000.0,97847850000.0,93436860000.0,91894900000.0
2092.0,95783305000.0,80142080000.0,97519790000.0,93387290000.0,92168856000.0
2093.0,95460630000.0,79389300000.0,97450620000.0,92765200000.0,91844510000.0
2094.0,95204050000.0,78864020000.0,97193550000.0,92451380000.0,91294130000.0
2095.0,95153540000.0,78372100000.0,97429890000.0,92558870000.0,91491180000.0
2096.0,95244320000.0,77757590000.0,97314730000.0,91920690000.0,90681170000.0
2097.0,95004860000.0,78183000000.0,99256115000.0,91464155000.0,90418440000.0
2098.0,94519360000.0,77051945000.0,97292440000.0,91283910000.0,90020960000.0
2099.0,94474070000.0,76495920000.0,96883460000.0,90867500000.0,89802930000.0
2100.0,94136300000.0,75875400000.0,96743620000.0,90580720000.0,89477160000.0
