time,IPSL-CM6A-LR,UKESM1-0-LL,CESM2-WACCM,MPI-ESM1-2-HR,TAIESM1,MRI-ESM2-0,IITM-ESM,GFDL-ESM4,KACE-1-0-G
2053.0,102317150000.0,100652710000.0,102627230000.0,102980210000.0,99360850000.0,103100570000.0,102719005000.0,102982330000.0,101869610000.0
2054.0,102143160000.0,100397100000.0,102568480000.0,102822120000.0,99013984000.0,102659260000.0,102592360000.0,103073420000.0,102104320000.0
2055.0,102093000000.0,100132856000.0,102561500000.0,102760060000.0,98613854000.0,102614780000.0,102514660000.0,102937910000.0,101667815000.0
2056.0,101951100000.0,99811530000.0,102372340000.0,102721990000.0,98196730000.0,102473160000.0,102366010000.0,102749650000.0,101372420000.0
2057.0,102004390000.0,99545670000.0,102180370000.0,102590910000.0,97777810000.0,102379610000.0,102181880000.0,102677684000.0,101245350000.0
2058.0,101740260000.0,99149816000.0,102017230000.0,102524084000.0,97184110000.0,102129520000.0,102087720000.0,102867490000.0,101096750000.0
2059.0,101612650000.0,98811430000.0,101831900000.0,102406740000.0,96823540000.0,101996700000.0,101925495000.0,102587840000.0,100798325000.0
2060.0,101475066000.0,98406180000.0,101598710000.0,102376100000.0,96194640000.0,101869494000.0,101876890000.0,102762200000.0,100518404000.0
2061.0,101293515000.0,98023080000.0,101436620000.0,102302250000.0,95589290000.0,101803024000.0,101706080000.0,102775380000.0,100248640000.0
2062.0,101164900000.0,97652050000.0,101189310000.0,102120510000.0,95028020000.0,101558480000.0,101556100000.0,102631420000.0,100086420000.0
2063.0,100910055000.0,97385060000.0,101008450000.0,102100615000.0,94445730000.0,101576120000.0,101414510000.0,102300290000.0,99675430000.0
2064.0,100764670000.0,96991460000.0,100859930000.0,102295050000.0,93812130000.0,101385310000.0,101248530000.0,102179180000.0,99282930000.0
2065.0,100567350000.0,96627890000.0,100738790000.0,101882910000.0,93315520000.0,101788490000.0,101191470000.0,102211854000.0,98995210000.0
2066.0,100506470000.0,96190970000.0,100598610000.0,101780410000.0,92790194000.0,101486770000.0,100898550000.0,102360785000.0,98707554000.0
2067.0,100583580000.0,95963540000.0,100656880000.0,101802280000.0,92142100000.0,102263500000.0,100732570000.0,102026945000.0,98314020000.0
2068.0,100407880000.0,95434646000.0,100218970000.0,101619380000.0,91757920000.0,102054674000.0,100551560000.0,101908046000.0,97990770000.0
2069.0,100671290000.0,95053260000.0,100043820000.0,101851720000.0,91201634000.0,101417270000.0,100376715000.0,101729540000.0,97618090000.0
2070.0,100018130000.0,94560715000.0,99736830000.0,101450105000.0,90647620000.0,101040190000.0,100231100000.0,101672390000.0,97203905000.0
2071.0,99762954000.0,94051975000.0,99548870000.0,101387550000.0,89976690000.0,100940990000.0,100039780000.0,101548060000.0,96779340000.0
2072.0,99489710000.0,93562190000.0,99389810000.0,101302750000.0,89031290000.0,100724425000.0,99933300000.0,101494020000.0,96860920000.0
2073.0,99315065000.0,93282170000.0,99203424000.0,101427680000.0,88297750000.0,100539750000.0,99654664000.0,101381775000.0,96274070000.0
2074.0,99229210000.0,92769580000.0,98893940000.0,101483920000.0,87609950000.0,100841440000.0,99534930000.0,101129520000.0,95902580000.0
2075.0,98983640000.0,92333210000.0,98592750000.0,101193480000.0,86872280000.0,100348920000.0,99295470000.0,101031740000.0,95534160000.0
2076.0,98811750000.0,91834020000.0,98355300000.0,101062200000.0,86105235000.0,100367740000.0,99056280000.0,100953290000.0,95050410000.0
2077.0,98462240000.0,91328864000.0,98024430000.0,100983890000.0,85548280000.0,100003460000.0,98956360000.0,100736040000.0,94776760000.0
2078.0,98472930000.0,90738810000.0,97860180000.0,100953110000.0,84931805000.0,99724214000.0,98710490000.0,100958930000.0,94311014000.0
2079.0,98039020000.0,90339070000.0,97571700000.0,101049770000.0,84214390000.0,99539250000.0,98518600000.0,100550754000.0,94009140000.0
2080.0,97824820000.0,89683220000.0,97395980000.0,101071560000.0,83399385000.0,99275784000.0,98298175000.0,100533570000.0,93739280000.0
2081.0,97573134000.0,89105695000.0,97025110000.0,100555970000.0,82751870000.0,99070570000.0,98001810000.0,100303310000.0,93334675000.0
2082.0,97589560000.0,88554000000.0,96495280000.0,100454410000.0,81906840000.0,99054890000.0,97774805000.0,100422260000.0,92917055000.0
2083.0,97222040000.0,88024510000.0,96248760000.0,100403085000.0,81124155000.0,99738345000.0,97484380000.0,100186210000.0,92474710000.0
2084.0,96973470000.0,87472275000.0,95940620000.0,100254000000.0,79952265000.0,98863415000.0,97270140000.0,100128510000.0,92082230000.0
2085.0,96702140000.0,86956100000.0,95587940000.0,100173136000.0,78956440000.0,98381470000.0,96968130000.0,99890000000.0,91604500000.0
2086.0,96518400000.0,86278250000.0,95239530000.0,100137600000.0,77865290000.0,98574270000.0,96714916000.0,99961120000.0,91075780000.0
2087.0,96447600000.0,85775440000.0,95006670000.0,100027834000.0,77122340000.0,97982310000.0,96418350000.0,99632530000.0,90697820000.0
2088.0,96167720000.0,85080270000.0,94942970000.0,99868040000.0,76219340000.0,97750640000.0,96108150000.0,99376030000.0,90496750000.0
2089.0,95769090000.0,84539350000.0,94370970000.0,99691090000.0,75605070000.0,97479660000.0,95800380000.0,99314540000.0,89927780000.0
2090.0,95646390000.0,83914520000.0,93959750000.0,99875330000.0,74840730000.0,99622900000.0,95650970000.0,99339750000.0,89417000000.0
2091.0,95436510000.0,82673990000.0,93593970000.0,99443710000.0,74156384000.0,97197556000.0,95354980000.0,99044940000.0,88953390000.0
2092.0,95038170000.0,81982480000.0,93418010000.0,99219400000.0,73428840000.0,96950450000.0,95092590000.0,98807644000.0,88454910000.0
2093.0,94845624000.0,81276580000.0,92925210000.0,99184520000.0,72727740000.0,96980435000.0,94858320000.0,98757940000.0,88111800000.0
2094.0,94758740000.0,80790030000.0,92416960000.0,99049340000.0,71935090000.0,96775600000.0,94599586000.0,98538860000.0,87609760000.0
2095.0,94350975000.0,80166270000.0,92214665000.0,98864950000.0,71173320000.0,96455770000.0,94260150000.0,98472310000.0,87067090000.0
2096.0,93951820000.0,79572190000.0,91666850000.0,98709830000.0,70525350000.0,97336330000.0,93914010000.0,98166270000.0,86434250000.0
2097.0,93575080000.0,78841570000.0,91415814000.0,98812355000.0,69804990000.0,96216736000.0,93604225000.0,97894630000.0,85665735000.0
2098.0,93278814000.0,78275720000.0,91052480000.0,98439680000.0,69093170000.0,95904590000.0,93359880000.0,97890610000.0,84991360000.0
2099.0,92874030000.0,77685900000.0,90561680000.0,98350170000.0,68174330000.0,97530360000.0,93217830000.0,97738790000.0,84451780000.0
2100.0,92463930000.0,77153160000.0,90330640000.0,98917155000.0,67663864000.0,96086155000.0,92834546000.0,97648050000.0,84423090000.0
