time,IPSL-CM6A-LR,UKESM1-0-LL,CESM2-WACCM,MPI-ESM1-2-HR,TAIESM1,MRI-ESM2-0,IITM-ESM,GFDL-ESM4,KACE-1-0-G
2000.0,104758540000.0,104758540000.0,104758540000.0,104758540000.0,104758540000.0,104758540000.0,104758540000.0,104758540000.0,104758540000.0
2001.0,104715470000.0,104715470000.0,104715470000.0,104715470000.0,104715470000.0,104715470000.0,104715470000.0,104715470000.0,104715470000.0
2002.0,104686810000.0,104686810000.0,104686810000.0,104686810000.0,104686810000.0,104686810000.0,104686810000.0,104686810000.0,104686810000.0
2003.0,104649120000.0,104649120000.0,104649120000.0,104649120000.0,104649120000.0,104649120000.0,104649120000.0,104649120000.0,104649120000.0
2004.0,104617570000.0,104617570000.0,104617570000.0,104617570000.0,104617570000.0,104617570000.0,104617570000.0,104617570000.0,104617570000.0
2005.0,104800210000.0,104800210000.0,104800210000.0,104800210000.0,104800210000.0,104800210000.0,104800210000.0,104800210000.0,104800210000.0
2006.0,104637350000.0,104637350000.0,104637350000.0,104637350000.0,104637350000.0,104637350000.0,104637350000.0,104637350000.0,104637350000.0
2007.0,104858690000.0,104858690000.0,104858690000.0,104858690000.0,104858690000.0,104858690000.0,104858690000.0,104858690000.0,104858690000.0
2008.0,104622810000.0,104622810000.0,104622810000.0,104622810000.0,104622810000.0,104622810000.0,104622810000.0,104622810000.0,104622810000.0
2009.0,104535000000.0,104535000000.0,104535000000.0,104535000000.0,104535000000.0,104535000000.0,104535000000.0,104535000000.0,104535000000.0
2010.0,104463770000.0,104463770000.0,104463770000.0,104463770000.0,104463770000.0,104463770000.0,104463770000.0,104463770000.0,104463770000.0
2011.0,104421106000.0,104421106000.0,104421106000.0,104421106000.0,104421106000.0,104421106000.0,104421106000.0,104421106000.0,104421106000.0
2012.0,104361790000.0,104361790000.0,104361790000.0,104361790000.0,104361790000.0,104361790000.0,104361790000.0,104361790000.0,104361790000.0
2013.0,104300660000.0,104300660000.0,104300660000.0,104300660000.0,104300660000.0,104300660000.0,104300660000.0,104300660000.0,104300660000.0
2014.0,105858380000.0,105858380000.0,105858380000.0,105858380000.0,105858380000.0,105858380000.0,105858380000.0,105858380000.0,105858380000.0
2015.0,104440710000.0,104440710000.0,104440710000.0,104440710000.0,104440710000.0,104440710000.0,104440710000.0,104440710000.0,104440710000.0
2016.0,104273350000.0,104273350000.0,104273350000.0,104273350000.0,104273350000.0,104273350000.0,104273350000.0,104273350000.0,104273350000.0
2017.0,104262560000.0,104262560000.0,104262560000.0,104262560000.0,104262560000.0,104262560000.0,104262560000.0,104262560000.0,104262560000.0
2018.0,104279180000.0,104279180000.0,104279180000.0,104279180000.0,104279180000.0,104279180000.0,104279180000.0,104279180000.0,104279180000.0
2019.0,104349510000.0,104349510000.0,104349510000.0,104349510000.0,104349510000.0,104349510000.0,104349510000.0,104349510000.0,104349510000.0
2020.0,104408965000.0,104408965000.0,104408965000.0,104408965000.0,104408965000.0,104408965000.0,104408965000.0,104408965000.0,104408965000.0
2021.0,104420320000.0,104218530000.0,104419410000.0,104307330000.0,104390110000.0,104353090000.0,104398800000.0,104325480000.0,104713126000.0
2022.0,104276435000.0,104141510000.0,104313030000.0,104216590000.0,104234705000.0,104366530000.0,104364070000.0,104263655000.0,104598000000.0
2023.0,104190886000.0,104101224000.0,104222890000.0,104311060000.0,104230730000.0,104336500000.0,104325840000.0,104282276000.0,104436740000.0
2024.0,104189660000.0,104100730000.0,104172995000.0,104172480000.0,104110500000.0,104255490000.0,104224830000.0,104340120000.0,104275075000.0
2025.0,104127775000.0,104216790000.0,104131270000.0,104132280000.0,104088170000.0,104223390000.0,104285120000.0,104290705000.0,104208155000.0
2026.0,104113400000.0,104061390000.0,104134120000.0,104174740000.0,104057880000.0,104371855000.0,104317215000.0,104169830000.0,104156430000.0
2027.0,104020570000.0,104125800000.0,104075330000.0,104112775000.0,103949950000.0,104365610000.0,104247920000.0,104206500000.0,104142080000.0
2028.0,103985110000.0,103915586000.0,104028080000.0,104080370000.0,103882320000.0,104134390000.0,104131780000.0,104144490000.0,104029890000.0
2029.0,104103666000.0,103916860000.0,103993885000.0,103989486000.0,103834010000.0,104641690000.0,104087536000.0,104107426000.0,104116940000.0
2030.0,103962410000.0,103855690000.0,103933000000.0,103954560000.0,103822975000.0,104400830000.0,104085500000.0,104025465000.0,104159494000.0
2031.0,103921385000.0,103766385000.0,103854740000.0,103870440000.0,103679290000.0,104158020000.0,104021560000.0,103947520000.0,104009210000.0
2032.0,103861670000.0,103762640000.0,103909680000.0,103866920000.0,103690100000.0,104067600000.0,103998260000.0,103899470000.0,104016780000.0
2033.0,103863360000.0,103669965000.0,103848124000.0,103843680000.0,103609540000.0,103985136000.0,104030050000.0,103881220000.0,104038180000.0
2034.0,103732265000.0,103598100000.0,103800690000.0,103810220000.0,103530045000.0,103994320000.0,103912870000.0,103988050000.0,104459150000.0
2035.0,103835860000.0,103552745000.0,103975450000.0,103739720000.0,103438390000.0,103880840000.0,103844760000.0,103825840000.0,103912160000.0
2036.0,103635300000.0,103483290000.0,103791260000.0,104156470000.0,103329660000.0,103812770000.0,103929980000.0,103893290000.0,104161210000.0
2037.0,103542070000.0,103420215000.0,103722750000.0,103835550000.0,103287480000.0,103733270000.0,104111374000.0,103940530000.0,103946764000.0
2038.0,103440250000.0,103323754000.0,103710870000.0,103722615000.0,103174410000.0,103658110000.0,103752520000.0,103812710000.0,103686275000.0
2039.0,103379190000.0,103215180000.0,103692660000.0,103639440000.0,103043380000.0,103593600000.0,103695910000.0,103703330000.0,103672275000.0
2040.0,103298880000.0,103143300000.0,103616200000.0,103653270000.0,102865330000.0,103546446000.0,103626150000.0,103680475000.0,103497770000.0
2041.0,103615650000.0,103045760000.0,103553920000.0,103536550000.0,102704700000.0,103512570000.0,103620430000.0,103632780000.0,103514600000.0
2042.0,103308880000.0,102908800000.0,103625200000.0,103674855000.0,102608630000.0,103447150000.0,103541380000.0,103638475000.0,103332290000.0
2043.0,103199600000.0,102772100000.0,103497840000.0,103489570000.0,102386880000.0,103719210000.0,103533765000.0,103485790000.0,103269210000.0
2044.0,103051970000.0,102594260000.0,103427800000.0,103370680000.0,102150740000.0,103510710000.0,103427550000.0,103406660000.0,103124550000.0
2045.0,102962790000.0,102444080000.0,103432315000.0,103419680000.0,101945970000.0,103302340000.0,103366020000.0,103779656000.0,103015770000.0
2046.0,102914460000.0,102280670000.0,103267720000.0,103810900000.0,101625390000.0,103244300000.0,103341750000.0,103455940000.0,102911900000.0
2047.0,102926620000.0,102110945000.0,103261940000.0,103483466000.0,101318040000.0,103174710000.0,103272610000.0,103436060000.0,102985744000.0
2048.0,102818580000.0,101975720000.0,103173325000.0,103308790000.0,101075570000.0,103001680000.0,103137665000.0,103349650000.0,102679430000.0
2049.0,102704490000.0,101755400000.0,103100660000.0,103179650000.0,100832470000.0,103086465000.0,103073350000.0,103215220000.0,102573160000.0
2050.0,102609130000.0,101524940000.0,102964420000.0,103062120000.0,100439770000.0,102908805000.0,102988145000.0,103455195000.0,102440770000.0
2051.0,102662110000.0,101205320000.0,102924920000.0,103076180000.0,100133790000.0,102849970000.0,102892200000.0,103363370000.0,102274150000.0
2052.0,102502540000.0,100923900000.0,102797386000.0,103279230000.0,99740450000.0,102936855000.0,102803160000.0,103057370000.0,102072760000.0
