time,CESM2-WACCM,IITM-ESM,TAIESM1,KACE-1-0-G,IPSL-CM6A-LR,MPI-ESM1-2-HR,MRI-ESM2-0,UKESM1-0-LL,GFDL-ESM4
2036.0,45080260000.0,50705388000.0,31841473000.0,40206795000.0,38150380000.0,43212860000.0,40478065000.0,37651470000.0,48010120000.0
2037.0,43846218000.0,51705980000.0,30633187000.0,39034440000.0,37177504000.0,43518310000.0,39010180000.0,37013176000.0,49585580000.0
2038.0,43089990000.0,52647800000.0,30283876000.0,37179433000.0,37229270000.0,42999812000.0,41265574000.0,37129050000.0,49721954000.0
2039.0,42631754000.0,52728594000.0,29882098000.0,35877347000.0,35809202000.0,43213013000.0,41038844000.0,36531240000.0,50587990000.0
2040.0,40797340000.0,54137086000.0,28253640000.0,34257960000.0,35665170000.0,42380513000.0,40906300000.0,35438240000.0,50385564000.0
2041.0,40757064000.0,54565160000.0,27091820000.0,33424770000.0,35648710000.0,40589304000.0,40149700000.0,34671090000.0,50919750000.0
2042.0,40424653000.0,55174970000.0,26868904000.0,33556832000.0,35453776000.0,40243982000.0,39610540000.0,33237740000.0,49148580000.0
2043.0,40310964000.0,52588380000.0,26708853000.0,31548967000.0,34363412000.0,38392850000.0,39357534000.0,31305142000.0,48284820000.0
2044.0,39216427000.0,54198297000.0,25613318000.0,30583683000.0,34818753000.0,35445645000.0,38844846000.0,29808100000.0,47759213000.0
2045.0,39211430000.0,52452160000.0,24845570000.0,29562157000.0,34110046000.0,32321192000.0,38061548000.0,29267143000.0,45967370000.0
2046.0,38458155000.0,52599407000.0,23913850000.0,28570241000.0,33751976000.0,31136520000.0,38572528000.0,29642250000.0,43531000000.0
2047.0,38167945000.0,52183800000.0,23043893000.0,27705889000.0,32494748000.0,30474752000.0,39037710000.0,28180896000.0,43007218000.0
2048.0,38837252000.0,53933350000.0,22150248000.0,27658377000.0,32652132000.0,29727035000.0,36767070000.0,27176585000.0,43709990000.0
2049.0,38709105000.0,54829048000.0,21714080000.0,27355378000.0,32698325000.0,29179124000.0,36707320000.0,26304190000.0,41480940000.0
2050.0,37610738000.0,55010402000.0,21028717000.0,25547176000.0,32098238000.0,28597131000.0,35811385000.0,24742033000.0,41150366000.0
2051.0,36669235000.0,55231566000.0,20223443000.0,24441782000.0,30777018000.0,29633794000.0,34955690000.0,23070812000.0,40562758000.0
2052.0,35313520000.0,56408224000.0,20107473000.0,24450202000.0,28668566000.0,29947806000.0,34272289000.0,22238904000.0,40561046000.0
2053.0,34214128000.0,56384942000.0,19495772000.0,23866038000.0,27681569000.0,29967088000.0,32916600000.0,20666618000.0,39912110000.0
2054.0,33527000000.0,54607880000.0,19043674000.0,23616025000.0,28260798000.0,29001193000.0,32687428000.0,18804600000.0,40832860000.0
2055.0,33358119000.0,55203240000.0,18691494000.0,23567751000.0,27152181000.0,29283703000.0,31664090000.0,18152088000.0,40276316000.0
2056.0,32551356000.0,55282900000.0,18903605000.0,22986457000.0,26941938000.0,27843998000.0,30752720000.0,17050420000.0,40781054000.0
2057.0,31609750000.0,55654097000.0,18590544000.0,23400972000.0,25595720000.0,26805854000.0,30087900000.0,16074968000.0,42121777000.0
2058.0,30204360000.0,56273908000.0,17628000000.0,22820233000.0,25737423000.0,26117343000.0,29802602000.0,15183951000.0,42346120000.0
2059.0,29015474000.0,55865213000.0,17188598000.0,23023733000.0,25623063000.0,25226095000.0,29132087000.0,14954598000.0,42104970000.0
2060.0,28359938000.0,58628927000.0,17130335000.0,22221103000.0,24911462000.0,26049319000.0,29180555000.0,14604801000.0,43245270000.0
2061.0,27165962000.0,59873882000.0,16855305000.0,21653189000.0,23825086000.0,26330528000.0,28906684000.0,13750408000.0,44113584000.0
2062.0,26148848000.0,59359750000.0,16228825000.0,21766074000.0,23240990000.0,24893966000.0,28569616000.0,14146286000.0,43734700000.0
2063.0,24720509000.0,59871474000.0,15707550000.0,21578740000.0,22169922000.0,24054854000.0,29081362000.0,14158494000.0,42964970000.0
2064.0,23683641000.0,61318038000.0,15319047000.0,21606506000.0,21224714000.0,23842100000.0,28355197000.0,13663306000.0,41898082000.0
2065.0,22748640000.0,61113800000.0,14668981000.0,21962867000.0,20417853000.0,23463033000.0,29059734000.0,13076129000.0,42627195000.0
2066.0,22145368000.0,61697896000.0,13950771000.0,21629410000.0,19708879000.0,23873993000.0,29689928000.0,12832082000.0,41770330000.0
2067.0,21114530000.0,61118263000.0,13653187000.0,21658227000.0,20005597000.0,24348586000.0,28843071000.0,12492853000.0,41591534000.0
2068.0,20345088000.0,56818930000.0,13219180000.0,21733100000.0,19442278000.0,23835790000.0,28351035000.0,12609818000.0,41798940000.0
2069.0,21047503000.0,56613417000.0,12718117000.0,21624574000.0,19892896000.0,22834602000.0,28833706000.0,12309181000.0,41045970000.0
2070.0,20438321000.0,56798220000.0,12409111000.0,21428860000.0,19392252000.0,22350250000.0,28556530000.0,12311095000.0,39491994000.0
2071.0,20175823000.0,58561710000.0,12002250000.0,20821725000.0,18816135000.0,21837410000.0,28079733000.0,12433877000.0,38722695000.0
2072.0,20418793000.0,59582386000.0,11494494000.0,20020466000.0,18057116000.0,21176670000.0,27462468000.0,12579012000.0,39038865000.0
2073.0,20980138000.0,60723515000.0,11161426000.0,19159124000.0,17878342000.0,20448672000.0,27272385000.0,12302342000.0,38192394000.0
2074.0,20896854000.0,61535244000.0,10511882000.0,19290565000.0,17686895000.0,19887675000.0,27106136000.0,12164689000.0,36398416000.0
2075.0,20456106000.0,61137814000.0,9969761000.0,18721956000.0,18448194000.0,19252980000.0,27029948000.0,11827799000.0,35247907000.0
2076.0,20235751000.0,61973918000.0,9748594000.0,18127514000.0,18449375000.0,19806460000.0,26529614000.0,11544324000.0,34998830000.0
2077.0,19779035000.0,60607144000.0,9515134000.0,18704933000.0,18039634000.0,19431633000.0,26168973000.0,11363899000.0,35167502000.0
2078.0,19065962000.0,62787068000.0,8813293000.0,19265739000.0,17091772000.0,19102440000.0,24327158000.0,11954219000.0,35545305000.0
2079.0,19080978000.0,64503718000.0,8563703000.0,19470297000.0,17442701000.0,18912666000.0,23181382000.0,11447926000.0,34731970000.0
2080.0,18796739000.0,64904135000.0,8273839600.0,18935850000.0,16966430000.0,18387857000.0,22959810000.0,10812831000.0,35350573000.0
2081.0,19257911000.0,66962055000.0,8494241000.0,18343617000.0,16402379000.0,18957280000.0,22410297000.0,10893045000.0,35973042000.0
2082.0,18928822000.0,68776985000.0,8165138400.0,17623775000.0,16574764000.0,19066302000.0,21886384000.0,11332922000.0,35620164000.0
2083.0,18880375000.0,69267810000.0,7762673700.0,17222003000.0,15566164000.0,18973876000.0,21159754000.0,11339159000.0,35273384000.0
2084.0,18714282000.0,69998220000.0,7613193000.0,16904005000.0,15534915000.0,18743962000.0,20243120000.0,11341560000.0,34484200000.0
2085.0,18675274000.0,70943015000.0,7562750500.0,16240304000.0,15350655000.0,18408761000.0,20623360000.0,11262345000.0,33387952000.0
2086.0,17974479000.0,72354250000.0,7265084400.0,16051102000.0,15132549000.0,18194962000.0,20967358000.0,11086918000.0,32195463000.0
2087.0,18730346000.0,69419790000.0,7108724000.0,15692741000.0,14547495000.0,17922021000.0,21047724000.0,10977480000.0,31535917000.0
2088.0,18232777000.0,71578400000.0,6851730400.0,15111817000.0,14410534000.0,17815773000.0,21187840000.0,10764564000.0,30073227000.0
2089.0,17706631000.0,70186580000.0,6462191600.0,15098061000.0,14003088000.0,17720865000.0,20986380000.0,11000886000.0,29440948000.0
2090.0,17564660000.0,69924280000.0,6502059000.0,14188493000.0,13494707000.0,17870131000.0,20768035000.0,10624932000.0,28443951000.0
2091.0,17801302000.0,70677510000.0,6515884000.0,13186475000.0,13342546000.0,17717453000.0,19918651000.0,10492711000.0,27913765000.0
2092.0,17526140000.0,68120568000.0,6323400700.0,13094684000.0,13427713000.0,17640634000.0,19343487000.0,10228040000.0,27165997000.0
2093.0,17101804000.0,67714052000.0,6322049000.0,12790846000.0,13412659000.0,17271374000.0,19080966000.0,9672835000.0,26823434000.0
2094.0,16805686000.0,65176138000.0,6403793000.0,12299801000.0,13122646000.0,16993247000.0,18566087000.0,9944295000.0,26173954000.0
2095.0,16169409000.0,65740330000.0,6290878000.0,11794636000.0,12922159000.0,16668450000.0,18440899000.0,10024639000.0,25490037000.0
2096.0,15674376000.0,61787644000.0,6336679400.0,11394387000.0,13034935000.0,16667064000.0,17309032000.0,10148575000.0,25941770000.0
2097.0,15023428000.0,59311034000.0,6325793000.0,11401672000.0,13322696000.0,16577163000.0,17991922000.0,10126797000.0,24713077000.0
2098.0,14344074000.0,58016563000.0,6227715000.0,11510793000.0,13631750000.0,16948311000.0,17627482000.0,10313636000.0,24209166000.0
2099.0,13490833000.0,58636910000.0,6116642300.0,11218896000.0,13828640000.0,17198985000.0,16969903000.0,10025267000.0,24186956000.0
2100.0,13578084000.0,61818556000.0,5867101000.0,10865409000.0,13723757000.0,17498573000.0,16536687000.0,10093986000.0,24882600000.0
