time,CESM2-WACCM,IITM-ESM,TAIESM1,KACE-1-0-G,IPSL-CM6A-LR,MPI-ESM1-2-HR,MRI-ESM2-0,UKESM1-0-LL,GFDL-ESM4
2000.0,67804960000.0,67804960000.0,67804960000.0,67804960000.0,67804960000.0,67804960000.0,67804960000.0,67804960000.0,67804960000.0
2001.0,68206002000.0,68206002000.0,68206002000.0,68206002000.0,68206002000.0,68206002000.0,68206002000.0,68206002000.0,68206002000.0
2002.0,67095146000.0,67095146000.0,67095146000.0,67095146000.0,67095146000.0,67095146000.0,67095146000.0,67095146000.0,67095146000.0
2003.0,67392650000.0,67392650000.0,67392650000.0,67392650000.0,67392650000.0,67392650000.0,67392650000.0,67392650000.0,67392650000.0
2004.0,67503886000.0,67503886000.0,67503886000.0,67503886000.0,67503886000.0,67503886000.0,67503886000.0,67503886000.0,67503886000.0
2005.0,68653410000.0,68653410000.0,68653410000.0,68653410000.0,68653410000.0,68653410000.0,68653410000.0,68653410000.0,68653410000.0
2006.0,66978894000.0,66978894000.0,66978894000.0,66978894000.0,66978894000.0,66978894000.0,66978894000.0,66978894000.0,66978894000.0
2007.0,67350200000.0,67350200000.0,67350200000.0,67350200000.0,67350200000.0,67350200000.0,67350200000.0,67350200000.0,67350200000.0
2008.0,66361373000.0,66361373000.0,66361373000.0,66361373000.0,66361373000.0,66361373000.0,66361373000.0,66361373000.0,66361373000.0
2009.0,65109135000.0,65109135000.0,65109135000.0,65109135000.0,65109135000.0,65109135000.0,65109135000.0,65109135000.0,65109135000.0
2010.0,65113362000.0,65113362000.0,65113362000.0,65113362000.0,65113362000.0,65113362000.0,65113362000.0,65113362000.0,65113362000.0
2011.0,63595114000.0,63595114000.0,63595114000.0,63595114000.0,63595114000.0,63595114000.0,63595114000.0,63595114000.0,63595114000.0
2012.0,62328484000.0,62328484000.0,62328484000.0,62328484000.0,62328484000.0,62328484000.0,62328484000.0,62328484000.0,62328484000.0
2013.0,61857790000.0,61857790000.0,61857790000.0,61857790000.0,61857790000.0,61857790000.0,61857790000.0,61857790000.0,61857790000.0
2014.0,60453618000.0,60453618000.0,60453618000.0,60453618000.0,60453618000.0,60453618000.0,60453618000.0,60453618000.0,60453618000.0
2015.0,59934560000.0,59934560000.0,59934560000.0,59934560000.0,59934560000.0,59934560000.0,59934560000.0,59934560000.0,59934560000.0
2016.0,59552256000.0,59552256000.0,59552256000.0,59552256000.0,59552256000.0,59552256000.0,59552256000.0,59552256000.0,59552256000.0
2017.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0,58677715000.0
2018.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0,57561596000.0
2019.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0,55998464000.0
2020.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0,55356260000.0
2021.0,53173527000.0,56424120000.0,53857840000.0,54987260000.0,54892958000.0,55480676000.0,53815775000.0,55340806000.0,53209915000.0
2022.0,53310804000.0,55723016000.0,51975033000.0,54724383000.0,56350370000.0,57164860000.0,53550363000.0,54238024000.0,51253980000.0
2023.0,53397012000.0,57166418000.0,50523726000.0,53068820000.0,53714022000.0,55158673000.0,54204695000.0,53220480000.0,51123655000.0
2024.0,51700134000.0,55224754000.0,50356777000.0,50812130000.0,51851490000.0,54062825000.0,54476923000.0,53050425000.0,51874530000.0
2025.0,51144188000.0,53588780000.0,48610894000.0,49416303000.0,50378314000.0,55214383000.0,53307020000.0,50840510000.0,50023720000.0
2026.0,49977720000.0,51824260000.0,47555830000.0,47084410000.0,48530334000.0,54738110000.0,50733350000.0,48668594000.0,50348855000.0
2027.0,48532910000.0,53416935000.0,46644793000.0,45841830000.0,47583785000.0,52864500000.0,50846085000.0,45619687000.0,51633594000.0
2028.0,47556070000.0,53086876000.0,44541985000.0,46487204000.0,47173220000.0,49452810000.0,50422075000.0,44031200000.0,51333840000.0
2029.0,48480110000.0,52420910000.0,41780888000.0,46070403000.0,45920936000.0,48385835000.0,48329888000.0,41099477000.0,50127820000.0
2030.0,50675640000.0,53335384000.0,40431047000.0,43124888000.0,45431124000.0,48013780000.0,47582480000.0,40252690000.0,49495646000.0
2031.0,49200546000.0,52516536000.0,39378403000.0,43068010000.0,45234200000.0,47629185000.0,46578823000.0,41616663000.0,49082216000.0
2032.0,48037274000.0,52740456000.0,37106580000.0,42691170000.0,44875090000.0,45835235000.0,44941107000.0,43341390000.0,48537840000.0
2033.0,46687904000.0,52533486000.0,35375770000.0,42482975000.0,43276700000.0,44485690000.0,43813663000.0,43109335000.0,48305275000.0
2034.0,44925907000.0,50956517000.0,33527552000.0,40580964000.0,41862330000.0,42591630000.0,42256800000.0,41134674000.0,48194330000.0
2035.0,45067440000.0,49980680000.0,32433560000.0,39931056000.0,40122420000.0,43343580000.0,42050695000.0,39256044000.0,47574348000.0
