time,CNRM-CM6-1,IITM-ESM,CESM2-WACCM,MIROC6,GFDL-ESM4,CANESM5,UKESM1-0-LL,CNRM-ESM2-1,MRI-ESM2-0,MPI-ESM1-2-HR,IPSL-CM6A-LR,KACE-1-0-G,TAIESM1,EC-EARTH3
2022.0,52887572000.0,56179687000.0,51571597000.0,53562490000.0,57052512000.0,53503504000.0,52354390000.0,51625513000.0,56658080000.0,52320350000.0,51482050000.0,51900203000.0,52937900000.0,55752220000.0
2023.0,52978934000.0,57125390000.0,53403710000.0,50968846000.0,55659970000.0,50848160000.0,50334233000.0,52148530000.0,56163373000.0,53138874000.0,50580914000.0,51640304000.0,51852812000.0,53991250000.0
2024.0,52692763000.0,56428003000.0,51605946000.0,49215070000.0,52362270000.0,50404780000.0,48656110000.0,53159813000.0,56509140000.0,51575284000.0,49784308000.0,50580283000.0,51198630000.0,54304575000.0
2025.0,52555137000.0,56651110000.0,51389948000.0,48236016000.0,50816815000.0,51092110000.0,49086325000.0,53798460000.0,57284887000.0,51369177000.0,51383423000.0,48955073000.0,48344350000.0,53891658000.0
2026.0,51234206000.0,55195685000.0,51483750000.0,49113145000.0,50171056000.0,50652620000.0,48964207000.0,53371450000.0,56168116000.0,51297290000.0,52361210000.0,47461073000.0,45566566000.0,53022510000.0
2027.0,50669420000.0,54397500000.0,50134716000.0,46994973000.0,50025310000.0,49731138000.0,48370213000.0,53648440000.0,55150404000.0,49091793000.0,49899885000.0,46772730000.0,44697653000.0,52871524000.0
2028.0,50514200000.0,52759626000.0,48606773000.0,46602070000.0,49229680000.0,49239642000.0,47731490000.0,54321983000.0,52296640000.0,45708530000.0,47897500000.0,45906080000.0,42889105000.0,53883482000.0
2029.0,49701253000.0,54016676000.0,46731837000.0,45116277000.0,49500942000.0,47235580000.0,48352043000.0,52012700000.0,50465595000.0,44116537000.0,47296344000.0,44055863000.0,40558137000.0,51227173000.0
2030.0,49334100000.0,54392010000.0,45538128000.0,44811825000.0,48911667000.0,45381763000.0,45706346000.0,50990916000.0,49559126000.0,42370500000.0,45250875000.0,44256200000.0,38249670000.0,48462127000.0
2031.0,50657767000.0,54510707000.0,46248860000.0,43890610000.0,48081543000.0,44451510000.0,44835970000.0,49564045000.0,48668440000.0,40437453000.0,45069136000.0,44149682000.0,37977400000.0,47175766000.0
2032.0,52849525000.0,53455634000.0,44516820000.0,44890210000.0,48911806000.0,43382270000.0,44240257000.0,48286396000.0,47656120000.0,37628252000.0,45294810000.0,44285444000.0,36854590000.0,45336380000.0
2033.0,51934945000.0,53673193000.0,42526433000.0,45792760000.0,47889945000.0,43053674000.0,41743397000.0,46353090000.0,47932695000.0,37215707000.0,46238380000.0,44422360000.0,36278280000.0,46266135000.0
2034.0,49874575000.0,53968740000.0,41545224000.0,43271660000.0,48235680000.0,42100660000.0,41533800000.0,46335832000.0,47853666000.0,36168490000.0,47467753000.0,43796610000.0,34939245000.0,44934640000.0
2035.0,50284630000.0,56915040000.0,41857530000.0,41776275000.0,47569500000.0,41425957000.0,41414373000.0,45389600000.0,49243820000.0,35926098000.0,46884983000.0,42813250000.0,33990584000.0,43901948000.0
2036.0,50011087000.0,59686260000.0,41031135000.0,42242953000.0,47272018000.0,39566990000.0,39945950000.0,44299395000.0,48892387000.0,35091096000.0,45632840000.0,41867235000.0,32659116000.0,42217955000.0
2037.0,51589734000.0,57933173000.0,39937626000.0,42423697000.0,48775897000.0,37643063000.0,39321678000.0,46021910000.0,50000840000.0,32564277000.0,43709735000.0,40951583000.0,31664374000.0,45015015000.0
2038.0,51586454000.0,58041850000.0,38357820000.0,43394527000.0,50063510000.0,37090804000.0,40224707000.0,44872880000.0,50900464000.0,32536988000.0,43537160000.0,39438440000.0,30536727000.0,46881464000.0
2039.0,51010740000.0,57984414000.0,38404350000.0,42287374000.0,50353030000.0,37215048000.0,40538747000.0,42798817000.0,49729696000.0,32675630000.0,43152208000.0,38884266000.0,29187568000.0,46316642000.0
2040.0,52843643000.0,57780273000.0,37323620000.0,40958755000.0,50243660000.0,38330372000.0,39038693000.0,42740330000.0,50108867000.0,33155852000.0,43731423000.0,37350120000.0,27895634000.0,45067080000.0
2041.0,53195604000.0,57068990000.0,37360570000.0,42411730000.0,50545250000.0,37865450000.0,37147464000.0,41079943000.0,48996740000.0,33420544000.0,41987715000.0,37372220000.0,27882103000.0,46349365000.0
2042.0,54105555000.0,57112810000.0,39580680000.0,41542287000.0,49711583000.0,37677634000.0,36995750000.0,40942957000.0,48653990000.0,32463751000.0,40439990000.0,36599833000.0,27278086000.0,45167100000.0
2043.0,53250687000.0,57376250000.0,38643433000.0,42156790000.0,49020810000.0,37402680000.0,36358062000.0,40887320000.0,48057037000.0,32090579000.0,41007153000.0,34210370000.0,27023303000.0,42984100000.0
2044.0,52411140000.0,57629810000.0,38984622000.0,40761040000.0,48576934000.0,38906327000.0,35890360000.0,40518664000.0,48577896000.0,31099520000.0,40233603000.0,32441594000.0,26484558000.0,43246470000.0
2045.0,51432247000.0,55861887000.0,38874960000.0,40732560000.0,47372970000.0,38066794000.0,34069527000.0,41008587000.0,49855500000.0,30785480000.0,40108806000.0,31084777000.0,25716030000.0,43944215000.0
2046.0,49168430000.0,56549974000.0,37412848000.0,41935000000.0,48325288000.0,38219756000.0,34023074000.0,40407540000.0,51068140000.0,31033766000.0,40206905000.0,29892231000.0,24740876000.0,44316660000.0
2047.0,49471394000.0,57192930000.0,37965693000.0,43225203000.0,48386744000.0,36972147000.0,32939395000.0,39880204000.0,50016145000.0,31533087000.0,41645400000.0,28954114000.0,24091734000.0,45363757000.0
2048.0,48464445000.0,59200336000.0,37439574000.0,41619560000.0,48523010000.0,36103025000.0,31719133000.0,38701654000.0,48957497000.0,30309030000.0,41237620000.0,27255990000.0,23962501000.0,45570617000.0
2049.0,47973460000.0,60119486000.0,37257052000.0,41159786000.0,47209670000.0,35027067000.0,30632921000.0,38338560000.0,48433086000.0,29867231000.0,39652286000.0,26299134000.0,23055993000.0,45873900000.0
2050.0,47156994000.0,61925384000.0,36292956000.0,40432075000.0,46208643000.0,35116540000.0,29123164000.0,36966570000.0,47697035000.0,30504692000.0,39631090000.0,25794429000.0,22672820000.0,48829284000.0
2051.0,46015435000.0,62246500000.0,36718380000.0,42553737000.0,44804153000.0,34786505000.0,27821933000.0,36861526000.0,45359297000.0,29807786000.0,39241390000.0,25616376000.0,21731000000.0,48225784000.0
2052.0,45336090000.0,63494038000.0,36679102000.0,42876670000.0,45162130000.0,34106534000.0,26140340000.0,36291015000.0,45588996000.0,29934782000.0,40125362000.0,25534157000.0,20321927000.0,48249713000.0
2053.0,45096460000.0,62178226000.0,36172726000.0,42345173000.0,45025430000.0,33982257000.0,26110517000.0,35034358000.0,46069280000.0,31667917000.0,39103410000.0,25712052000.0,19974540000.0,47355224000.0
2054.0,44652765000.0,62450130000.0,36347470000.0,40401555000.0,44372300000.0,34282482000.0,26282744000.0,35083200000.0,46734447000.0,33154292000.0,38135562000.0,26213240000.0,19513014000.0,47014490000.0
2055.0,42729580000.0,63923170000.0,36151010000.0,38551085000.0,44231380000.0,33332950000.0,26189234000.0,36057854000.0,45961994000.0,34432684000.0,36086637000.0,25559075000.0,19494463000.0,46473654000.0
2056.0,42615407000.0,63330160000.0,36420755000.0,37304426000.0,44827940000.0,33115711000.0,26381883000.0,36027634000.0,47318780000.0,33665143000.0,35156550000.0,24913555000.0,19179713000.0,45126760000.0
2057.0,42526052000.0,63724474000.0,35569906000.0,37686075000.0,44145017000.0,34077650000.0,26755914000.0,35005354000.0,46801540000.0,33643106000.0,34884320000.0,24597019000.0,19377103000.0,46111220000.0
2058.0,40450134000.0,63130410000.0,34701677000.0,36799560000.0,44402467000.0,34099407000.0,26190547000.0,33353482000.0,44975510000.0,34301899000.0,34396426000.0,24470557000.0,19526640000.0,44792193000.0
2059.0,40404590000.0,64267543000.0,34690093000.0,37462100000.0,44537733000.0,34083705000.0,26132056000.0,32972812000.0,42873270000.0,34023037000.0,33564010000.0,23613913000.0,19545980000.0,43942396000.0
2060.0,38424410000.0,66195456000.0,34525716000.0,37898450000.0,44987728000.0,34353050000.0,25810123000.0,33228542000.0,40367972000.0,34005918000.0,31934235000.0,23574660000.0,19846853000.0,45139194000.0
2061.0,37251387000.0,66327847000.0,33695910000.0,37474304000.0,44864623000.0,34613694000.0,25616654000.0,33939319000.0,39629152000.0,33887451000.0,31396061000.0,23878621000.0,19353550000.0,45837310000.0
2062.0,37293986000.0,67532930000.0,33406630000.0,37246607000.0,44170080000.0,34637615000.0,24643774000.0,33994002000.0,38480070000.0,32943374000.0,31119737000.0,23682165000.0,18711683000.0,42957693000.0
2063.0,36660466000.0,70472180000.0,32743195000.0,37311836000.0,44720665000.0,33726714000.0,24464873000.0,33273598000.0,37092483000.0,32438200000.0,32066640000.0,23683187000.0,18422958000.0,41530140000.0
2064.0,35434950000.0,71551400000.0,32221604000.0,37060170000.0,43465660000.0,33458487000.0,23856380000.0,31374215000.0,35916534000.0,34625420000.0,31601260000.0,23207993000.0,17924846000.0,42124706000.0
2065.0,34897826000.0,72351650000.0,32998924000.0,36525273000.0,42608950000.0,33351879000.0,23332667000.0,30551312000.0,35997710000.0,34755785000.0,31136549000.0,23296477000.0,18239504000.0,40443945000.0
2066.0,34445156000.0,75622400000.0,33010694000.0,36071125000.0,42354240000.0,32486922000.0,22861388000.0,30638535000.0,36308960000.0,34006397000.0,31327048000.0,23247534000.0,18282787000.0,39683043000.0
2067.0,34268150000.0,74254390000.0,32368407000.0,35881980000.0,43022877000.0,30788577000.0,22980694000.0,30490847000.0,34898964000.0,32983613000.0,30912141000.0,23551820000.0,17879685000.0,39385297000.0
2068.0,33045334000.0,78091560000.0,32192383000.0,36320887000.0,42728243000.0,30081536000.0,22842990000.0,30240997000.0,34702213000.0,34102684000.0,30643288000.0,23954282000.0,17018983000.0,38732906000.0
2069.0,32103746000.0,79321080000.0,32403855000.0,35626590000.0,43759395000.0,29154075000.0,22068972000.0,29724350000.0,34922240000.0,34458292000.0,29713959000.0,24092656000.0,16676479000.0,38695416000.0
2070.0,31108147000.0,82030220000.0,34093480000.0,35416257000.0,43804060000.0,28984533000.0,22212592000.0,29584617000.0,35558343000.0,34028376000.0,29543457000.0,23749814000.0,16485720000.0,38885910000.0
2071.0,30293993000.0,81582180000.0,34041756000.0,34737790000.0,44522610000.0,29170274000.0,23486032000.0,30101174000.0,34419690000.0,34951684000.0,28490414000.0,22632970000.0,16775650000.0,38159045000.0
2072.0,29374130000.0,79651600000.0,33397588000.0,34774376000.0,43876330000.0,27734993000.0,23194302000.0,31752815000.0,33708636000.0,35238994000.0,27033784000.0,21927377000.0,16751566000.0,36431220000.0
2073.0,30172770000.0,78887720000.0,32672524000.0,36349910000.0,43183640000.0,26818435000.0,23579015000.0,31441883000.0,34626834000.0,36067130000.0,27387572000.0,22601064000.0,17201275000.0,35246260000.0
2074.0,29527810000.0,77802850000.0,30735370000.0,36390294000.0,42283844000.0,26275135000.0,23005581000.0,30148120000.0,35120624000.0,36042424000.0,27108086000.0,22273411000.0,17242794000.0,34908990000.0
2075.0,28646390000.0,77394320000.0,30343735000.0,36125340000.0,42360670000.0,25845733000.0,23251704000.0,27889603000.0,35330163000.0,36121104000.0,26151354000.0,22072347000.0,16567397000.0,34971200000.0
2076.0,28675688000.0,75475804000.0,29659832000.0,36554056000.0,42492674000.0,24954528000.0,22727842000.0,27508530000.0,35493690000.0,37061150000.0,26120583000.0,21808775000.0,16249617000.0,35456000000.0
2077.0,29090417000.0,75981220000.0,29263760000.0,35890410000.0,42433663000.0,24384141000.0,22665796000.0,27965207000.0,35325743000.0,37114954000.0,25816115000.0,20848675000.0,15704373000.0,35155677000.0
2078.0,29499947000.0,73578890000.0,28354327000.0,36211704000.0,42446520000.0,24481100000.0,22908525000.0,27436198000.0,34654413000.0,36578400000.0,25231204000.0,20871260000.0,15441820000.0,33582825000.0
2079.0,29347824000.0,74511320000.0,27568260000.0,37301154000.0,41745973000.0,25054745000.0,23339475000.0,27909597000.0,33285233000.0,37008978000.0,24414030000.0,20384110000.0,15445229000.0,33489885000.0
2080.0,29522720000.0,69458510000.0,27096545000.0,36222222000.0,41391055000.0,24599288000.0,23347165000.0,27380490000.0,31696255000.0,36210950000.0,25059934000.0,20318966000.0,15335117000.0,33420670000.0
2081.0,30600860000.0,65237260000.0,27571968000.0,36216095000.0,42068400000.0,24761110000.0,23513100000.0,27441265000.0,31372999000.0,36273560000.0,25293660000.0,20821190000.0,15467609000.0,32779450000.0
2082.0,31297823000.0,61290500000.0,27197151000.0,38006374000.0,44733202000.0,24761401000.0,24753183000.0,28349980000.0,30178740000.0,35430007000.0,25332384000.0,21620754000.0,15306643000.0,33339140000.0
2083.0,32059548000.0,61532774000.0,26265190000.0,37530337000.0,43347083000.0,24962732000.0,25488695000.0,28541389000.0,28765389000.0,34836333000.0,27316769000.0,21673277000.0,15557564000.0,35096674000.0
2084.0,33117210000.0,60467053000.0,25670218000.0,37932167000.0,44272350000.0,25385961000.0,26089298000.0,29287420000.0,27873581000.0,34968027000.0,27864110000.0,21963987000.0,14928517000.0,36678240000.0
2085.0,33999127000.0,59569627000.0,25079929000.0,37384765000.0,43236220000.0,24876773000.0,25775550000.0,28764664000.0,28409455000.0,35596880000.0,27800318000.0,22569430000.0,15002550000.0,36107874000.0
2086.0,34861740000.0,60000260000.0,24655516000.0,36625380000.0,43649454000.0,24594629000.0,26103546000.0,27719959000.0,29212015000.0,35979923000.0,27543087000.0,22979832000.0,14752396000.0,34743976000.0
2087.0,35644660000.0,59843040000.0,23871502000.0,38032634000.0,43850023000.0,25015925000.0,26317486000.0,27786916000.0,29686508000.0,35628724000.0,26873740000.0,23120906000.0,14114400000.0,33191985000.0
2088.0,35084886000.0,60188262000.0,23647588000.0,37207273000.0,41852903000.0,24827603000.0,25721848000.0,26383718000.0,29784588000.0,34569690000.0,27863353000.0,23114529000.0,13579276000.0,34058412000.0
2089.0,36277090000.0,61005128000.0,23661580000.0,36405805000.0,40408658000.0,25387047000.0,25272429000.0,26279725000.0,29598335000.0,34168558000.0,29744180000.0,22769983000.0,13040029000.0,33420920000.0
2090.0,38192296000.0,60946830000.0,23561030000.0,36967973000.0,40063386000.0,25844271000.0,24898687000.0,25161265000.0,30577005000.0,34107857000.0,30170223000.0,22423493000.0,12595259000.0,32953278000.0
2091.0,38657196000.0,62090730000.0,23228953000.0,35813470000.0,40681943000.0,26091035000.0,24455467000.0,25176207000.0,29900920000.0,34351647000.0,30108637000.0,21538804000.0,12280595000.0,33343957000.0
2092.0,39204217000.0,61520024000.0,22961814000.0,34834293000.0,39954860000.0,25608575000.0,24587776000.0,24839930000.0,29668549000.0,34018308000.0,29868055000.0,21176216000.0,12343797000.0,35246457000.0
2093.0,38750028000.0,60831760000.0,23003433000.0,35375160000.0,40484217000.0,25456538000.0,24503048000.0,25706738000.0,30058265000.0,33490166000.0,30054627000.0,21476948000.0,12050938000.0,35147650000.0
2094.0,38808752000.0,61320552000.0,22756495000.0,35244660000.0,41825280000.0,26006470000.0,24511910000.0,26064200000.0,29391935000.0,33429264000.0,30774766000.0,21224143000.0,12042403000.0,35735660000.0
2095.0,38589796000.0,62888780000.0,22453127000.0,34810618000.0,40997134000.0,25840290000.0,24881967000.0,26288253000.0,30532640000.0,33048584000.0,30735968000.0,21268476000.0,12523981000.0,35956396000.0
2096.0,39771070000.0,63532380000.0,22574033000.0,34187428000.0,41194380000.0,26564719000.0,24867738000.0,26798447000.0,31311182000.0,32958968000.0,29446093000.0,20713665000.0,12235008000.0,36627330000.0
2097.0,39722435000.0,63625343000.0,22299290000.0,35268194000.0,40534884000.0,26287086000.0,25048515000.0,26339918000.0,32526608000.0,33768385000.0,29503582000.0,21018733000.0,11923611000.0,35591057000.0
2098.0,39825527000.0,62361050000.0,21846905000.0,34140391000.0,40611828000.0,25874741000.0,24617333000.0,26535932000.0,31758449000.0,33142546000.0,30316962000.0,20975890000.0,11963631000.0,34947300000.0
2099.0,40320426000.0,60892365000.0,20536955000.0,35546436000.0,40508030000.0,26899032000.0,24032180000.0,26627987000.0,31740166000.0,33722670000.0,31034792000.0,20844140000.0,11408338000.0,35517653000.0
2100.0,38350012000.0,62529040000.0,20400560000.0,37258064000.0,40496083000.0,27396927000.0,24100700000.0,25703750000.0,32120812000.0,32645997000.0,31916718000.0,21439412000.0,11277407000.0,36867470000.0
