time,CCSM4,GFDL-CM3,NORESM1-M,IPSL-CM5A-LR,GFDL-ESM2G,CESM1-CAM5,CSIRO-MK3-6-0,GISS-E2-R
2040.0,666940433560.0,646470198100.0,659892197540.0,657919358500.0,669537771630.0,657988661900.0,670569210260.0,667746621300.0
2041.0,664677545780.0,642346776840.0,658304626700.0,656916682130.0,670048067800.0,654946799800.0,668828059800.0,665123566100.0
2042.0,662598800300.0,638178036870.0,655356471250.0,653396462740.0,665416840140.0,652256257500.0,667462068850.0,663378212900.0
2043.0,660335720740.0,634135726050.0,652843211900.0,650403051240.0,662818612040.0,649596673160.0,667032024700.0,663197782320.0
2044.0,659396951370.0,630963017590.0,650851359340.0,647964473740.0,661383706560.0,647227291650.0,663978999260.0,660576306600.0
2045.0,656902187940.0,626451230330.0,648761993000.0,645013023300.0,659699035100.0,643691314250.0,662454594870.0,659276760400.0
2046.0,654224729740.0,623560530610.0,646515748500.0,642006893160.0,658457506460.0,640939609600.0,661515660340.0,658087832460.0
2047.0,652615520160.0,619370015630.0,644657495300.0,639186584360.0,657976136140.0,636583035560.0,658687827890.0,654213898500.0
2048.0,649596334200.0,615379212740.0,641730515680.0,635863295550.0,655011913060.0,634451033100.0,656881192440.0,652371416080.0
2049.0,646773591500.0,610845398990.0,639152293600.0,632141608640.0,654257093100.0,630958382000.0,655022255660.0,650225928460.0
2050.0,644269963700.0,607782049440.0,636341194630.0,628086837860.0,651223532660.0,626730112660.0,654414962600.0,647942399000.0
2051.0,642044543680.0,603856896080.0,633684589900.0,625600497500.0,653670074800.0,623006179500.0,651381742440.0,645813065890.0
2052.0,639183017100.0,600132050120.0,631291948700.0,622752185400.0,649434010710.0,619195199660.0,649174542900.0,644358545390.0
2053.0,637182972100.0,595827253710.0,627779119920.0,619942217660.0,645918098300.0,615252939900.0,646773376470.0,643179730060.0
2054.0,634152640540.0,591676721000.0,625799568470.0,616575048760.0,644917726010.0,611788385060.0,644819412440.0,639965630260.0
2055.0,631586735540.0,587315581160.0,621703346380.0,612752668350.0,643112637800.0,608676338940.0,642494005100.0,637711193920.0
2056.0,629473157070.0,583226159150.0,618897187560.0,608938953330.0,640290187330.0,606992003300.0,640602525540.0,636509207040.0
2057.0,626758874800.0,579514915100.0,615465919560.0,605542043200.0,637885342110.0,601147613100.0,639047777240.0,633686592760.0
2058.0,624662883350.0,575412600830.0,612471790830.0,603622523400.0,635123283200.0,597267931160.0,636057165040.0,631132488980.0
2059.0,621344553900.0,571535617830.0,609975436200.0,599767962670.0,633450770600.0,594758006300.0,633910877760.0,628788388530.0
2060.0,618362700850.0,567370151400.0,607114211000.0,595523825040.0,630525357050.0,589141412230.0,631558098010.0,626847697160.0
2061.0,615826156170.0,563283139680.0,603907171660.0,592600438360.0,632036941370.0,584895243540.0,628574056560.0,625106766090.0
2062.0,613153212540.0,562978431780.0,600476859940.0,589372826310.0,626611708430.0,580193708150.0,627378136660.0,622389894700.0
2063.0,610340637040.0,556530412310.0,597793004440.0,585281414600.0,624031826200.0,575859838760.0,624689233740.0,619963187250.0
2064.0,607423575690.0,552651432920.0,594758412860.0,581114289300.0,623262114200.0,571027224880.0,621514345560.0,619638760800.0
2065.0,604519335640.0,548018845670.0,591512529680.0,578723465420.0,622160736050.0,566692592580.0,619577348630.0,616429825950.0
2066.0,601772399580.0,545539510430.0,588372480760.0,574573705550.0,617426702930.0,560281863000.0,617456856760.0,615363139510.0
2067.0,599797078780.0,540317268480.0,584197578200.0,570873968400.0,616041207790.0,555260304450.0,614949055590.0,612115272930.0
2068.0,595945471800.0,536404004750.0,581305323440.0,567413297310.0,613232873360.0,550148261690.0,612348542020.0,609424649120.0
2069.0,592580466900.0,532247764160.0,578078052740.0,563502038980.0,609889023970.0,544966050940.0,609205698530.0,607113765360.0
2070.0,589961440610.0,527721920140.0,574833587300.0,559969539850.0,607863556950.0,539921297820.0,605794825900.0,604978081660.0
2071.0,586684861310.0,524195966420.0,571078344760.0,556486731950.0,606011351150.0,534636263780.0,602658893480.0,601936955800.0
2072.0,583762486190.0,520403661570.0,566977299070.0,552550759210.0,603769085130.0,529374119980.0,599933351170.0,601143146150.0
2073.0,580263814900.0,516316835110.0,564150212200.0,548790708250.0,600207185470.0,525241787040.0,598203798550.0,597904559460.0
2074.0,577328422670.0,511777216270.0,559790573510.0,544633661520.0,599350510220.0,519782822520.0,594758555900.0,596408620200.0
2075.0,573689827860.0,507811791980.0,555783684880.0,541344823260.0,598708094100.0,514752363210.0,591155457190.0,594687444800.0
2076.0,569684890410.0,504901488890.0,551271607970.0,536977144230.0,593183026650.0,509314211980.0,588138332340.0,591490513940.0
2077.0,566305370800.0,500151788520.0,547797153220.0,534000271050.0,590438804660.0,503954653000.0,585892701870.0,588847284840.0
2078.0,563199866330.0,496229836680.0,544091864750.0,531540566620.0,588424177470.0,499283808010.0,582023521080.0,587066196730.0
2079.0,559517800520.0,492490022710.0,542532721380.0,527105037270.0,586465299330.0,494006572100.0,578770266420.0,584094763010.0
2080.0,557035978000.0,488653185920.0,538125579430.0,522315235890.0,584682671570.0,487565408840.0,576229848900.0,587214735600.0
2081.0,553783202890.0,484831185230.0,534693796690.0,519938344510.0,581499785150.0,482099135780.0,572717032090.0,580490333540.0
2082.0,549541958860.0,480807316050.0,530528899320.0,515516970920.0,578603695720.0,476929290280.0,569501168390.0,577539787970.0
2083.0,545777389620.0,476373722400.0,526646582770.0,511321448780.0,577496159890.0,471261917910.0,565816407680.0,576095802820.0
2084.0,542117181020.0,472628263850.0,522580160020.0,508029210390.0,575175124050.0,465091678460.0,564036514840.0,573090988110.0
2085.0,538759144100.0,466639156590.0,519055735660.0,504795858640.0,571912118320.0,459243045180.0,559762850270.0,572243586120.0
2086.0,535404707720.0,463320896646.0,515203914980.0,501293806600.0,571419682520.0,453497174060.0,558373301890.0,569448040080.0
2087.0,531911647900.0,458926429090.0,512178975240.0,497581930720.0,567222657550.0,447744529750.0,553982909570.0,568198768220.0
2088.0,528297434150.0,454833077860.0,507768655090.0,493657234860.0,564150956200.0,442003038160.0,550236724290.0,565039470800.0
2089.0,525457053820.0,450282770206.0,504063887460.0,490901471580.0,561672328070.0,436377695430.0,546322197230.0,563230020860.0
2090.0,520964080440.0,446661436934.0,499684444140.0,486846496050.0,560683045410.0,431273841350.0,543226313050.0,559917579820.0
2091.0,516731583610.0,442590181960.0,495260589040.0,483305505660.0,557112733600.0,425840675940.0,539070382070.0,562240739250.0
2092.0,512971017780.0,438601089084.0,491341334670.0,479475645320.0,554680674260.0,419799546590.0,536092661880.0,555708548130.0
2093.0,509344507150.0,434663367464.0,487049342150.0,476572263940.0,552196346130.0,414305327820.0,532879928560.0,553556463540.0
2094.0,505443568520.0,430794062940.0,482928433300.0,471843092180.0,550899268490.0,408771883250.0,528805520270.0,551753936750.0
2095.0,502028888770.0,427976001530.0,478907641880.0,469118492430.0,548747595630.0,403755711660.0,525799204130.0,548803451820.0
2096.0,497827059640.0,424222853614.0,475818367870.0,465005321290.0,547523345390.0,398931195530.0,522752184280.0,546206327760.0
2097.0,494642668600.0,420918586530.0,471103359060.0,463141272840.0,543759689070.0,393370729850.0,519124042550.0,545452136450.0
2098.0,491191811150.0,417505087400.0,466814488710.0,459393393790.0,541167487690.0,387993868120.0,515147154300.0,541457022320.0
2099.0,487530034260.0,414447141100.0,463073287290.0,457338922560.0,537720016600.0,383208420440.0,512518424580.0,539777499610.0
2100.0,484498525710.0,410932581156.0,459260067490.0,451888340410.0,535615179460.0,377337767850.0,508231358480.0,538192555380.0
